ID,Rank,Rarity_Score,Attributes,Background,Clothes,Earring,Eyes,Fur,Hat,Mouth
7962,8618,111.80557583822093,5,Army Green,Tuxedo Tee,None,Eyepatch,Brown,None,Bored Cigarette
6013,8619,111.78859940563498,5,Blue,Service,None,Bloodshot,Brown,None,Bored
917,8620,111.78486933546752,5,New Punk Blue,Black T,None,Sunglasses,Cream,None,Dumbfounded
1819,8621,111.76411182987425,5,Gray,Tanktop,None,Wide Eyed,Golden Brown,None,Dumbfounded
662,8622,111.73643741703593,6,Army Green,Sailor Shirt,Silver Hoop,Sunglasses,Tan,None,Bored Unshaven
5144,8623,111.72993534082777,6,Blue,Hawaiian,None,Sad,White,Beanie,Bored
6206,8624,111.7191648230509,5,Orange,Navy Striped Tee,None,Crazy,Zombie,None,Bored Unshaven
2931,8625,111.71678448067833,6,Orange,Striped Tee,None,Closed,Black,Beanie,Small Grin
9969,8626,111.70807603240856,6,Yellow,Black T,None,Heart,Dark Brown,Seaman's Hat,Bored Cigarette
8328,8627,111.70319930767819,5,Yellow,None,None,Angry,Red,S&m Hat,Bored Unshaven
3893,8628,111.7024999939316,6,Gray,Bone Tee,None,Sad,Brown,Fez,Bored
9045,8629,111.69723030485252,5,Army Green,Lumberjack Shirt,None,Sleepy,Pink,None,Grin
1672,8630,111.66892250495148,5,New Punk Blue,Bayc T Black,None,Wide Eyed,Cheetah,None,Bored
2775,8631,111.64423950240239,6,New Punk Blue,Bone Tee,None,Closed,Dark Brown,Halo,Bored
625,8632,111.63378215288944,5,Purple,Striped Tee,None,Bloodshot,Blue,None,Rage
8641,8633,111.60301312240533,5,Blue,None,None,3d,Gray,Bowler,Grin
6288,8634,111.59580806875782,5,Army Green,None,None,Sad,Cream,Fisherman's Hat,Phoneme Vuh
3210,8635,111.56709468689967,5,Purple,None,None,Sleepy,Cream,Fez,Rage
7273,8636,111.56506612705004,5,New Punk Blue,Bone Necklace,None,Sleepy,Cheetah,None,Bored Unshaven
7144,8637,111.56087684446457,6,Army Green,Navy Striped Tee,None,Bored,Zombie,Beanie,Grin
6984,8638,111.524864348967,7,Blue,Vietnam Jacket,Silver Hoop,Bored,Black,Seaman's Hat,Bored
4350,8639,111.52235743660198,5,Gray,None,None,Heart,Black,Beanie,Phoneme L
3182,8640,111.5123140892904,6,Army Green,Striped Tee,None,Bloodshot,Tan,Army Hat,Bored Cigarette
8006,8641,111.46889158928948,6,Yellow,Guayabera,None,Bloodshot,Black,Halo,Bored Unshaven
3822,8642,111.40820645050516,6,Blue,Tanktop,None,Sleepy,Tan,Seaman's Hat,Bored
1808,8643,111.39353090990794,5,Orange,None,None,Scumbag,Golden Brown,Beanie,Dumbfounded
3423,8644,111.3716973180534,6,Army Green,None,Silver Hoop,Heart,Black,Vietnam Era Helmet,Bored Unshaven
6760,8645,111.35677451801273,5,Blue,Service,None,Bored,Golden Brown,None,Bored
5423,8646,111.35292719638045,4,Aquamarine,None,None,Heart,Red,None,Bored Unshaven
1564,8647,111.35273462325408,6,New Punk Blue,Puffy Vest,None,Sleepy,Brown,Halo,Bored
635,8648,111.34084123729217,5,Army Green,None,None,X Eyes,Dark Brown,Horns,Bored
5005,8649,111.33854102650474,6,Orange,Bayc T Black,None,Crazy,Dark Brown,Beanie,Bored
2433,8650,111.3339834628684,6,Gray,Striped Tee,Diamond Stud,Bored,Brown,None,Grin
7361,8651,111.32449602667229,5,Aquamarine,None,None,Bored,Zombie,Army Hat,Dumbfounded
9200,8652,111.27239846504636,6,Aquamarine,Leather Jacket,Silver Stud,Crazy,Dark Brown,None,Bored
8648,8653,111.25187268059733,6,Army Green,Bone Tee,None,Sleepy,Golden Brown,Seaman's Hat,Bored Unshaven
4039,8654,111.23791718756902,4,New Punk Blue,None,None,Zombie,Cream,None,Bored
655,8655,111.23455696068088,7,Orange,Black T,Silver Stud,Sleepy,Dark Brown,Halo,Bored
8134,8656,111.20575178463194,5,New Punk Blue,Prison Jumpsuit,None,Robot,Cream,None,Bored Unshaven
418,8657,111.17126662939253,5,Blue,None,Gold Stud,Sleepy,Pink,None,Jovial
373,8658,111.16359679236675,5,Gray,Bayc T Black,None,Zombie,Dark Brown,None,Bored Unshaven
4584,8659,111.14724233289829,5,Gray,None,None,Angry,Dark Brown,Safari,Bored Unshaven
2422,8660,111.12180446983497,7,Purple,Bone Tee,Silver Stud,Bored,Golden Brown,Beanie,Bored Unshaven
1684,8661,111.10330762693346,5,Orange,None,None,Robot,Tan,Army Hat,Grin
4143,8662,111.09506300537964,5,Army Green,None,Silver Hoop,Coins,Pink,None,Rage
1193,8663,111.089595345924,5,Gray,Navy Striped Tee,None,Sleepy,Brown,None,Phoneme Oh
5751,8664,111.07819461256152,5,Army Green,None,None,Closed,Blue,Sushi Chef Headband,Bored
5357,8665,111.06190878306646,5,Blue,Bayc T Black,None,Heart,Brown,None,Grin
2895,8666,111.04312552148414,5,Blue,Tuxedo Tee,None,Sleepy,Brown,None,Phoneme Vuh
4484,8667,111.03532719546847,5,Purple,Bone Tee,None,Bored,Robot,None,Bored Unshaven
9532,8668,110.99971756307828,6,Army Green,Navy Striped Tee,None,Bored,Brown,S&m Hat,Grin
3319,8669,110.96788205779045,6,Purple,Black T,None,Eyepatch,Brown,Cowboy Hat,Bored
7923,8670,110.96481770274504,5,Purple,None,None,Robot,Cream,Bayc Hat Black,Bored
6418,8671,110.93355199059623,5,Yellow,Puffy Vest,None,Wide Eyed,Cheetah,None,Bored Unshaven
9578,8672,110.87513708175949,6,Purple,Sleeveless T,None,Sad,Brown,Cowboy Hat,Bored Unshaven
7251,8673,110.87365575342504,6,Army Green,Bone Tee,None,Sleepy,Brown,Fisherman's Hat,Bored Unshaven
9219,8674,110.8565239049204,6,Purple,Black Holes T,None,Bored,Brown,Short Mohawk,Bored Unshaven
3855,8675,110.68714340572768,4,Aquamarine,None,None,Heart,Golden Brown,None,Grin
8524,8676,110.68619714666272,5,Gray,Work Vest,None,Crazy,Black,None,Bored Unshaven
989,8677,110.63456832218269,6,Yellow,Toga,Silver Hoop,Angry,Black,None,Bored
8118,8678,110.63450842749329,6,Blue,Guayabera,None,Closed,Dark Brown,Cowboy Hat,Bored Unshaven
4760,8679,110.63199871033729,6,Blue,Guayabera,Silver Hoop,Eyepatch,Dark Brown,None,Bored
3712,8680,110.60130711229567,6,New Punk Blue,None,Gold Stud,Sad,Dark Brown,Sea Captain's Hat,Bored Cigarette
9857,8681,110.57823297652494,5,Gray,Wool Turtleneck,None,Sunglasses,Black,None,Grin
7323,8682,110.56417470250578,6,Aquamarine,Black T,None,Closed,Brown,Army Hat,Grin
3193,8683,110.54437696918585,6,Purple,Toga,None,Bored,Blue,Beanie,Bored Unshaven
3512,8684,110.5395996485408,5,Purple,Puffy Vest,None,Robot,Tan,None,Bored
3894,8685,110.52350697167289,5,Orange,Navy Striped Tee,None,3d,Pink,None,Bored Unshaven Cigarette
141,8686,110.49347334021834,6,Aquamarine,Hawaiian,Silver Hoop,Closed,Cream,None,Dumbfounded
8109,8687,110.47736153345748,6,Aquamarine,None,Silver Stud,Bloodshot,Black,Fez,Small Grin
6460,8688,110.46140831525419,5,Orange,Hawaiian,None,Sleepy,Dark Brown,None,Small Grin
4166,8689,110.44947474527386,6,New Punk Blue,Sailor Shirt,None,Bored,Pink,Army Hat,Bored
471,8690,110.43290575030015,6,Blue,Prison Jumpsuit,None,Heart,Dark Brown,Beanie,Bored Unshaven
4885,8691,110.42188016736054,6,Orange,Sleeveless T,None,Bored,Red,Cowboy Hat,Bored
4399,8692,110.40859918895102,5,New Punk Blue,Toga,None,Sunglasses,Black,None,Bored Unshaven
9655,8693,110.39271270717299,5,Blue,Stunt Jacket,None,Crazy,Dark Brown,None,Bored
1027,8694,110.39116518188449,6,Gray,None,Silver Stud,Eyepatch,Red,Beanie,Bored Cigarette
5485,8695,110.37690164644991,6,Blue,Vietnam Jacket,None,Sleepy,Golden Brown,Seaman's Hat,Bored
6403,8696,110.37523205475658,6,Yellow,Wool Turtleneck,None,Sad,Black,Beanie,Grin
8140,8697,110.34372279384125,5,Gray,Black T,None,Sunglasses,Pink,None,Bored Cigarette
6692,8698,110.3415902806038,6,Army Green,Prison Jumpsuit,None,Wide Eyed,Brown,Fez,Bored
7301,8699,110.27339156924657,5,Aquamarine,None,None,Coins,Red,Bayc Flipped Brim,Bored Unshaven
4712,8700,110.25706608186188,7,Purple,Hawaiian,Silver Hoop,Bored,Dark Brown,Sea Captain's Hat,Bored
9373,8701,110.2561995141073,5,Army Green,Leather Jacket,None,Eyepatch,Dark Brown,None,Bored Unshaven
4704,8702,110.24143435287358,5,Blue,Guayabera,None,Wide Eyed,Cheetah,None,Bored Unshaven
2926,8703,110.23638274023526,5,Aquamarine,Bayc T Black,None,3d,Red,None,Bored
973,8704,110.23023313716287,6,Orange,Work Vest,None,Bored,Dark Brown,Cowboy Hat,Bored
4443,8705,110.20873779769423,5,Purple,Guayabera,None,3d,Cheetah,None,Bored
5617,8706,110.20773696544998,6,Purple,Striped Tee,None,Wide Eyed,Pink,Beanie,Dumbfounded
760,8707,110.20128037517831,6,Orange,Sleeveless T,None,Bored,Dark Brown,Horns,Bored Unshaven
43,8708,110.18540071314503,6,Orange,Wool Turtleneck,Silver Stud,Coins,Brown,None,Grin
9011,8709,110.1724935009166,5,Orange,None,None,Sleepy,Cheetah,Horns,Grin
3132,8710,110.17125425975613,4,Aquamarine,None,None,Sad,Pink,None,Grin
1993,8711,110.13736977597048,6,New Punk Blue,Lumberjack Shirt,None,Bloodshot,Brown,Cowboy Hat,Bored
4172,8712,110.13646677313554,5,Purple,None,None,Angry,Golden Brown,Commie Hat,Bored Unshaven Cigarette
8943,8713,110.13475158766609,5,New Punk Blue,None,None,Sleepy,Pink,Irish Boho,Grin
1801,8714,110.11178776406553,6,Army Green,Guayabera,None,Bored,Pink,Seaman's Hat,Bored Unshaven
268,8715,110.03960919565822,6,Yellow,Biker Vest,Silver Hoop,Wide Eyed,Blue,None,Bored Unshaven
8510,8716,110.02582807588234,6,New Punk Blue,Puffy Vest,Silver Hoop,Sunglasses,Dark Brown,None,Bored
8317,8717,110.0224735321874,6,Purple,Smoking Jacket,None,Wide Eyed,Brown,Seaman's Hat,Bored
6555,8718,110.00080822515105,7,New Punk Blue,Striped Tee,Silver Stud,Bored,Dark Brown,Commie Hat,Grin
5579,8719,109.97055258129963,5,New Punk Blue,None,None,Crazy,Golden Brown,Horns,Bored Cigarette
4931,8720,109.96433697367904,6,Aquamarine,Lumberjack Shirt,None,Bored,Cream,Seaman's Hat,Bored Unshaven
1515,8721,109.95024230764177,6,New Punk Blue,Tuxedo Tee,None,Sleepy,Dark Brown,Halo,Bored
5424,8722,109.94858637322152,6,Army Green,Tanktop,None,Sleepy,Brown,Fisherman's Hat,Bored Unshaven
7196,8723,109.93455900468732,5,Purple,None,None,Closed,Brown,Stuntman Helmet,Bored Unshaven
9113,8724,109.908134406024,5,New Punk Blue,None,Gold Stud,Scumbag,Tan,None,Bored Unshaven
2388,8725,109.8707262223471,5,Army Green,None,None,Closed,Robot,Sea Captain's Hat,Bored Unshaven
9450,8726,109.86583914221781,6,Aquamarine,Lumberjack Shirt,Gold Hoop,Sleepy,Brown,None,Bored Unshaven
5217,8727,109.86472433231603,6,Army Green,Toga,Gold Hoop,Bloodshot,Black,None,Bored
9780,8728,109.86441319012467,6,Yellow,Toga,None,Wide Eyed,Brown,Beanie,Bored Unshaven
2638,8729,109.85819054174048,5,Aquamarine,None,None,Bored,Cream,Baby's Bonnet,Bored Unshaven
4442,8730,109.82041113600123,5,Purple,Striped Tee,None,Blindfold,Brown,None,Bored Unshaven Cigarette
2379,8731,109.78923828264004,5,Gray,Guayabera,None,Wide Eyed,Brown,None,Bored Unshaven Cigarette
3564,8732,109.7559174222313,6,Gray,Toga,Silver Stud,Bloodshot,Dark Brown,None,Grin
6593,8733,109.75442778594035,6,Blue,Lumberjack Shirt,Gold Stud,Bloodshot,Dark Brown,None,Bored Unshaven
428,8734,109.74038410810853,6,Orange,Guayabera,Silver Stud,Sad,Cream,None,Bored Unshaven
2234,8735,109.70612571177114,4,Gray,None,None,Sunglasses,Black,None,Bored Cigarette
1626,8736,109.67410739095284,4,Blue,None,None,Bloodshot,White,None,Bored Cigarette
1007,8737,109.66577944894844,5,New Punk Blue,None,None,Angry,Red,Seaman's Hat,Bored Unshaven Cigarette
6908,8738,109.64790652052322,6,Aquamarine,None,Silver Stud,Heart,Brown,Bayc Flipped Brim,Bored Unshaven
6313,8739,109.60401864570731,6,Yellow,None,Gold Hoop,Sad,Pink,Halo,Bored
1431,8740,109.58633542314955,6,Yellow,None,Silver Stud,3d,Cheetah,Sea Captain's Hat,Bored
2656,8741,109.58393379778477,5,Yellow,Bone Tee,None,Closed,Blue,None,Grin
29,8742,109.57367522481904,4,Blue,None,None,Robot,Tan,None,Bored Unshaven
7302,8743,109.54068611742565,5,Purple,Sleeveless T,None,Heart,Golden Brown,None,Bored Cigarette
9329,8744,109.53284518080889,6,Aquamarine,Wool Turtleneck,Silver Hoop,Robot,Brown,None,Bored Unshaven
2836,8745,109.513624681296,6,Aquamarine,Leather Jacket,None,Bored,Cream,Seaman's Hat,Bored
7305,8746,109.48293012444,5,Army Green,Guayabera,None,Crazy,Pink,None,Bored
234,8747,109.47352981151326,6,Army Green,Bone Tee,Silver Stud,Bored,Pink,None,Bored Cigarette
2913,8748,109.43013642432894,5,Gray,None,None,Crazy,White,Army Hat,Bored Unshaven
4790,8749,109.42835539210691,5,Orange,Striped Tee,None,Sleepy,Blue,None,Jovial
7382,8750,109.42685211711621,6,Aquamarine,Black T,None,Bloodshot,Golden Brown,Seaman's Hat,Dumbfounded
8040,8751,109.42070868041984,5,Gray,Sleeveless T,None,Heart,Pink,None,Bored Unshaven
8038,8752,109.4127403554388,5,Orange,None,None,Sunglasses,White,Sea Captain's Hat,Bored
2441,8753,109.38776479094922,4,New Punk Blue,None,None,Sleepy,Dark Brown,None,Phoneme Vuh
5772,8754,109.34311721322018,6,New Punk Blue,Sleeveless T,None,Closed,Blue,Beanie,Bored Unshaven
1381,8755,109.32951428390673,6,Gray,Bayc T Black,None,Bored,Brown,Seaman's Hat,Grin
2237,8756,109.315933966906,4,Army Green,None,None,Sleepy,Dark Brown,None,Phoneme Vuh
8364,8757,109.29076454302006,6,Army Green,Tuxedo Tee,None,Bloodshot,Black,Fisherman's Hat,Bored Unshaven
2934,8758,109.26215377849687,6,Purple,None,Gold Stud,Sunglasses,Brown,Short Mohawk,Bored
116,8759,109.21953219997032,5,Aquamarine,Sleeveless T,None,Coins,Black,None,Bored Unshaven Cigarette
3957,8760,109.2060993339382,5,Gray,None,None,Wide Eyed,Golden Brown,Vietnam Era Helmet,Bored Cigarette
9454,8761,109.1797530492585,6,Yellow,Striped Tee,None,Robot,Black,Beanie,Dumbfounded
4346,8762,109.15392162127534,4,Purple,None,None,Heart,Red,None,Bored
1600,8763,109.14547224958366,5,Yellow,Puffy Vest,None,Bloodshot,Golden Brown,None,Bored Unshaven Cigarette
1484,8764,109.13226425104438,6,Blue,Hawaiian,Gold Hoop,3d,Golden Brown,None,Bored
3687,8765,109.13098566648712,6,Army Green,None,Gold Hoop,Coins,Brown,Horns,Bored
3920,8766,109.10742432412029,6,Aquamarine,None,Silver Hoop,Bloodshot,Tan,Beanie,Rage
8471,8767,109.09937601194562,6,Yellow,Bone Tee,Silver Hoop,Coins,Golden Brown,None,Bored Unshaven
3668,8768,109.07245429895835,5,Aquamarine,None,Silver Stud,Zombie,Golden Brown,None,Phoneme Vuh
759,8769,109.0448492031195,5,Blue,Tanktop,None,Angry,Red,None,Bored
1052,8770,109.03227035664754,6,Purple,Puffy Vest,None,Bloodshot,Blue,Beanie,Bored
3842,8771,109.03001963061887,5,Purple,None,None,Heart,Cheetah,Fez,Bored Cigarette
819,8772,109.02458153341723,5,Orange,Bone Tee,None,Sad,Cream,None,Grin
660,8773,109.00753147232236,4,Aquamarine,None,None,Sunglasses,Cream,None,Bored Unshaven
8611,8774,108.96020099448948,5,Orange,Guayabera,None,Sad,Tan,None,Bored Cigarette
9232,8775,108.95687900374642,5,Blue,Leather Jacket,None,Eyepatch,Black,None,Bored
8940,8776,108.94874443356883,5,Army Green,Striped Tee,None,Hypnotized,Brown,None,Bored Cigarette
9905,8777,108.91963542788967,4,Purple,None,None,Sleepy,Brown,None,Phoneme Vuh
4555,8778,108.89284532490652,6,Gray,Striped Tee,None,Closed,Dark Brown,Vietnam Era Helmet,Bored Unshaven
4512,8779,108.84167560680282,6,Orange,Black T,None,Angry,Brown,Commie Hat,Bored
6931,8780,108.83454191465185,5,New Punk Blue,None,None,Heart,Brown,Bayc Flipped Brim,Bored Cigarette
2332,8781,108.80726963205167,5,Orange,None,None,Angry,Gray,Commie Hat,Bored Cigarette
961,8782,108.7284013156412,6,New Punk Blue,None,Silver Stud,Bored,Zombie,Cowboy Hat,Bored Cigarette
9944,8783,108.72530571655393,6,Yellow,Navy Striped Tee,None,Bored,Golden Brown,S&m Hat,Bored Unshaven
1752,8784,108.70238216957563,5,Orange,None,None,Coins,Pink,Bayc Flipped Brim,Bored Unshaven
7991,8785,108.70041842435651,5,Army Green,Leather Jacket,None,Robot,Brown,None,Bored Unshaven
9773,8786,108.69770661814846,4,Yellow,None,None,Bloodshot,Cream,None,Bored Unshaven Cigarette
6798,8787,108.64926754826477,5,Gray,Tanktop,None,Coins,Golden Brown,None,Grin
8859,8788,108.6276862821905,5,Aquamarine,Smoking Jacket,None,Coins,Blue,None,Bored
1078,8789,108.59849197626457,6,Army Green,Hawaiian,None,Eyepatch,Black,Beanie,Bored Unshaven
4688,8790,108.55610824307745,5,Yellow,None,None,Bloodshot,Black,Stuntman Helmet,Bored Unshaven
957,8791,108.54045835818262,6,New Punk Blue,Vietnam Jacket,Silver Stud,Bloodshot,Red,None,Bored
7898,8792,108.5339183240698,6,Blue,Biker Vest,None,Closed,Black,Fisherman's Hat,Bored Unshaven
9528,8793,108.52395517543773,5,Gray,None,None,Heart,Golden Brown,Cowboy Hat,Bored Unshaven Cigarette
9077,8794,108.50235857461983,6,Army Green,Sleeveless T,None,Sleepy,Blue,Beanie,Bored Unshaven
3986,8795,108.46855394363739,5,Gray,None,None,Heart,Brown,S&m Hat,Grin
3621,8796,108.45448528676832,6,Blue,Biker Vest,Silver Stud,Robot,Dark Brown,None,Bored Unshaven
7269,8797,108.44667739469622,5,Aquamarine,Smoking Jacket,None,Heart,Cream,None,Bored
411,8798,108.43135535261762,6,Yellow,Prison Jumpsuit,None,Bored,Tan,Fez,Bored Unshaven
9902,8799,108.4310049230188,6,Army Green,Prison Jumpsuit,None,Bored,Cream,Fez,Bored Unshaven
6787,8800,108.39794644463014,6,New Punk Blue,Biker Vest,Gold Hoop,Wide Eyed,Black,None,Bored Unshaven
3776,8801,108.39218560283412,7,Army Green,Black T,Gold Stud,Sleepy,Brown,Beanie,Bored
2492,8802,108.38252025763732,6,Aquamarine,Striped Tee,None,Heart,Dark Brown,Beanie,Bored Unshaven Cigarette
6265,8803,108.3687626348144,4,Gray,None,None,Wide Eyed,Cheetah,None,Bored Unshaven
7663,8804,108.36718844553538,6,Purple,Bone Tee,None,Bored,Dark Brown,Fez,Bored Cigarette
321,8805,108.36081805091872,6,New Punk Blue,Navy Striped Tee,Gold Hoop,Sleepy,Cheetah,None,Bored
4040,8806,108.35936349226421,6,Orange,None,Silver Hoop,Bored,Robot,Army Hat,Bored
9610,8807,108.3535354313759,6,Orange,Black T,None,Sleepy,Brown,Seaman's Hat,Bored Unshaven Cigarette
2937,8808,108.31348369636972,5,Purple,None,None,Bored,Tan,Stuntman Helmet,Bored
112,8809,108.30554068552674,5,New Punk Blue,None,None,X Eyes,Cream,Cowboy Hat,Bored
7642,8810,108.27606503179751,6,Aquamarine,Tuxedo Tee,None,Bored,Black,Fez,Grin
2239,8811,108.27434068386347,6,Aquamarine,Navy Striped Tee,None,Angry,Black,Short Mohawk,Bored
7505,8812,108.26385902709377,6,Blue,Sailor Shirt,None,Bored,Golden Brown,Fisherman's Hat,Grin
1738,8813,108.25493518901543,5,Gray,None,None,Angry,Pink,Fez,Dumbfounded
9129,8814,108.23825959366813,6,Gray,Striped Tee,None,Coins,Tan,Halo,Bored
6611,8815,108.22971310682705,5,Orange,None,None,Bloodshot,Gray,Bunny Ears,Bored Unshaven
7439,8816,108.2213366532845,4,Yellow,None,None,Bored,Brown,None,Small Grin
2344,8817,108.22058489135311,4,Aquamarine,None,None,Sunglasses,Brown,None,Bored Cigarette
8837,8818,108.21871740028799,6,Blue,Navy Striped Tee,None,Bloodshot,Blue,Cowboy Hat,Bored Unshaven
7245,8819,108.21846454040657,5,New Punk Blue,None,None,Bored,Dark Brown,Army Hat,Phoneme Oh
7848,8820,108.17955114547608,6,Yellow,Black T,None,Closed,Blue,Cowboy Hat,Bored
7531,8821,108.17436136058058,4,Yellow,None,None,Wide Eyed,White,None,Bored Unshaven
9838,8822,108.14414079716092,6,Gray,Toga,Silver Hoop,Bored,Gray,None,Bored Unshaven
4060,8823,108.12537443645586,7,Yellow,Black T,Silver Stud,Bloodshot,Black,Fez,Bored Unshaven
5103,8824,108.1208632305201,5,Gray,None,None,Angry,Zombie,Cowboy Hat,Bored
3474,8825,108.11863571342124,6,Gray,Leather Jacket,Silver Hoop,Bored,Red,None,Bored Unshaven
1518,8826,108.11090249287165,6,Blue,None,Gold Hoop,Robot,Dark Brown,Halo,Bored
1950,8827,108.07667532824702,5,New Punk Blue,None,None,Bloodshot,Dark Brown,Halo,Phoneme  ooo
6717,8828,108.05294635017157,6,Purple,Biker Vest,None,Coins,Golden Brown,Beanie,Bored Unshaven
5546,8829,108.02386161144977,5,New Punk Blue,Black T,None,Scumbag,Golden Brown,None,Bored
7713,8830,107.99237585183225,6,Purple,Guayabera,None,Bored,Dark Brown,Fez,Bored Cigarette
2057,8831,107.98988247305856,5,Purple,None,None,Bored,Brown,Horns,Small Grin
766,8832,107.98509886217234,5,Blue,Black Holes T,None,Bored,Cream,None,Dumbfounded
3939,8833,107.9647387657559,6,Yellow,Navy Striped Tee,Silver Stud,Crazy,Dark Brown,None,Dumbfounded
839,8834,107.94290718035465,5,Purple,None,None,Wide Eyed,White,Horns,Bored Unshaven
4921,8835,107.93017062966423,6,Army Green,Hawaiian,Silver Stud,Sad,Black,None,Dumbfounded
5975,8836,107.90074772439463,6,Gray,Bone Tee,None,Bored,Dark Brown,Sea Captain's Hat,Bored Unshaven
2977,8837,107.9003611828373,5,Blue,Prison Jumpsuit,None,Sleepy,Gray,None,Grin
3156,8838,107.89356186771272,5,Orange,None,None,Angry,Brown,Vietnam Era Helmet,Bored Cigarette
9689,8839,107.89178384745132,6,Blue,Black T,None,Bloodshot,Black,Seaman's Hat,Bored Unshaven Cigarette
5234,8840,107.89022362028797,6,Aquamarine,Bone Necklace,None,Bloodshot,Dark Brown,Seaman's Hat,Bored
1709,8841,107.8840156669633,5,Army Green,None,None,Wide Eyed,Brown,Bayc Hat Black,Dumbfounded
1595,8842,107.87498680627353,5,Blue,None,None,Sleepy,Gray,Bunny Ears,Bored
2314,8843,107.87329112003555,5,Orange,Bone Necklace,None,Closed,Golden Brown,None,Grin
6588,8844,107.85304031091168,6,Army Green,Navy Striped Tee,None,Crazy,Brown,Cowboy Hat,Bored Unshaven
9360,8845,107.8502799423522,6,Army Green,Striped Tee,None,Coins,Red,Seaman's Hat,Bored Unshaven
8392,8846,107.84966112559968,6,Blue,Striped Tee,None,Bored,Cream,Halo,Dumbfounded
1685,8847,107.84872810532387,6,Aquamarine,None,Silver Hoop,Crazy,Zombie,Beanie,Bored Unshaven
5648,8848,107.82781967676817,6,Orange,Sleeveless T,Silver Stud,Eyepatch,Dark Brown,None,Bored
1278,8849,107.79017235732768,5,Orange,None,None,Sad,Robot,Fisherman's Hat,Bored
5859,8850,107.75417420341718,5,Yellow,None,None,Coins,Cream,Commie Hat,Dumbfounded
6939,8851,107.71529234664881,5,Orange,None,None,Heart,Brown,Beanie,Phoneme  ooo
3803,8852,107.71281442490732,5,Army Green,Toga,None,Robot,Dark Brown,None,Bored
6214,8853,107.68957763868762,6,Yellow,Hawaiian,None,Bored,Golden Brown,Bowler,Bored
3866,8854,107.63109296002018,4,Orange,None,None,Bloodshot,Dark Brown,None,Phoneme Vuh
2580,8855,107.59127423941159,6,Blue,Prison Jumpsuit,None,Bored,Brown,Fez,Grin
2494,8856,107.58814878393702,6,Orange,Striped Tee,None,Bored,Dark Brown,Vietnam Era Helmet,Bored Cigarette
7232,8857,107.58417318034468,5,Aquamarine,None,None,Closed,Cheetah,Bayc Hat Black,Bored Unshaven
4336,8858,107.57936170858507,7,Orange,Striped Tee,Gold Hoop,Bored,Dark Brown,Halo,Bored
678,8859,107.57676838584392,6,Orange,Navy Striped Tee,Gold Hoop,Crazy,Golden Brown,None,Bored
3497,8860,107.56519369691749,6,Orange,Biker Vest,None,3d,Black,Seaman's Hat,Bored
3397,8861,107.52919967056499,5,Aquamarine,Guayabera,None,Bored,Red,None,Dumbfounded
7600,8862,107.50200218388673,6,Army Green,Sleeveless T,None,Sad,Dark Brown,Fez,Bored
5106,8863,107.4845521015096,5,Yellow,None,None,Closed,Black,Beanie,Tongue Out
1797,8864,107.47198986114472,6,Army Green,Tanktop,Silver Hoop,Heart,Dark Brown,None,Bored Unshaven
8302,8865,107.44447032326892,5,Army Green,Bandolier,None,Bored,Tan,None,Bored Unshaven
8376,8866,107.43510826382376,5,Gray,None,Diamond Stud,Sleepy,Blue,None,Bored Unshaven
9715,8867,107.43219118782095,6,Orange,Hawaiian,None,Bored,Blue,Cowboy Hat,Bored Unshaven
4236,8868,107.40431862454807,5,Aquamarine,Toga,None,Sunglasses,Dark Brown,None,Bored
2831,8869,107.39606892942196,5,New Punk Blue,None,None,Coins,Blue,Beanie,Phoneme Vuh
8834,8870,107.38550284594548,5,Purple,None,None,Coins,Blue,Bayc Flipped Brim,Bored
9369,8871,107.36989430346937,5,Army Green,None,None,Wide Eyed,Golden Brown,Seaman's Hat,Jovial
3350,8872,107.36936650495467,6,Yellow,Navy Striped Tee,None,Closed,Brown,Halo,Bored Cigarette
4355,8873,107.35881525940138,4,Army Green,None,None,Sunglasses,Tan,None,Bored
5650,8874,107.35195104212484,5,Blue,None,None,Sad,Dark Brown,Bayc Flipped Brim,Dumbfounded
8246,8875,107.3449421129218,5,Yellow,None,None,Sunglasses,Cheetah,Short Mohawk,Bored
7743,8876,107.34192316149576,6,Aquamarine,Striped Tee,None,3d,Blue,Fez,Bored
5736,8877,107.33753419345987,5,Purple,None,None,Coins,Red,S&m Hat,Bored
390,8878,107.33518887657488,6,Orange,Striped Tee,None,Sleepy,Brown,Vietnam Era Helmet,Bored Unshaven
5860,8879,107.32991734965692,5,New Punk Blue,None,None,Bloodshot,Dark Brown,Spinner Hat,Bored Cigarette
3261,8880,107.3165505618036,6,New Punk Blue,Tanktop,None,Bloodshot,Black,Fisherman's Hat,Bored
379,8881,107.31017387614482,5,Aquamarine,Striped Tee,None,Sad,Zombie,None,Bored Cigarette
8973,8882,107.30962799132878,5,Purple,None,None,Bored,White,Sushi Chef Headband,Bored
7782,8883,107.30724715682693,5,Blue,Work Vest,None,Crazy,Brown,None,Bored
1954,8884,107.3068908077933,6,New Punk Blue,None,Gold Hoop,Bloodshot,Tan,Bowler,Bored
5408,8885,107.26863771539897,6,Yellow,Smoking Jacket,Gold Stud,Bored,Golden Brown,None,Bored Unshaven
5520,8886,107.25338438379782,6,Yellow,Black T,Silver Hoop,Sleepy,Cream,None,Bored Unshaven Cigarette
4750,8887,107.21530543545748,6,Blue,None,Gold Stud,Bored,Zombie,Seaman's Hat,Bored Unshaven
