ID,Name,Rank,Rarity_Score,Attributes,Background,Beak Color,Chest,Clothes,Eye,Feathers,Glasses,Hat,Holding In Beak,Holding In Foot,One of One
5524,Parrotz #5524,9555,74.04900394592109,10,Checker Tunnel,White,Bowtie,SleevlessShirt,Demonic,Dark Blue,Deal With It Glasses,Disco Hair,Lollipop Candy,Axe Hammer,
3682,Parrotz #3682,9556,74.04814962259047,10,Glitch,White,Tie,Hoodie,Surprised,White,Steampunk Glasses,Party Hat,Lollipop Candy,Map,
5592,Parrotz #5592,9557,74.04429344288741,10,Checker Tunnel,White,Tie,Hoodie,Demonic,Dark Blue,Deal With It Glasses,Disco Hair,Lollipop Candy,Telescope,
3510,Parrotz #3510,9558,74.03739893592494,10,Boom,White,Diamond Necklace,Picasso Shirt,Demonic,Blue,Rayban Sunglasses,Disco Hair,Lollipop Candy,Telescope,
4565,Parrotz #4565,9559,74.02363260687775,10,Glitch,Black,Pharaoh Necklace,SleevlessShirt,Red Glow,Orange,Deal With It Glasses,Vizor,Cigar,Saber,
6989,Parrotz #6989,9560,74.02234428547388,10,Sun Palm Beach,Black,Bowtie,Tuxido,Basic,Purple,Heart Sunglasses,Vizor,Nose Ring,Map,
2347,Parrotz #2347,9561,74.01646547129982,10,Equations,Black,Gemstone Necklace,SleevlessShirt,Confused,Green,Neon Party Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
2972,Parrotz #2972,9562,74.01078587710727,10,Matrix,Black,Bowtie,Picasso Shirt,Demonic,White,Rayban Sunglasses,Disco Hair,Lollipop Candy,Thanos Gauntlet,
1436,Parrotz #1436,9563,73.98233636977034,10,Palm Road,Black,Gemstone Necklace,SleevlessShirt,Sleepy,Blue,Steampunk Glasses,Vizor,Cigar,Map,
6080,Parrotz #6080,9564,73.98214253113854,10,Palm Road,Black,Gold Chain,SleevlessShirt,Sleepy,Cyan Blue,Neon Party Glasses,Vizor,Lollipop Candy,Map,
3512,Parrotz #3512,9565,73.95779442486591,10,Pyramid Palm Sun,White,Tie,SleevlessShirt,Surprised,Purple,Heart Sunglasses,Disco Hair,Nose Ring,Map,
9963,Parrotz #9963,9566,73.9460127941452,10,Palm Road,Black,Pharaoh Necklace,SleevlessShirt,Red Glow,White,Steampunk Glasses,Vizor,Nose Ring,Thanos Gauntlet,
4507,Parrotz #4507,9567,73.92651367204806,10,Wave,White,Gemstone Necklace,Tuxido,Surprised,Blue,Deal With It Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
5969,Parrotz #5969,9568,73.90145910771494,10,Boom,Black,Tie,HawaianShirt,Demonic,Purple,Neon Party Glasses,Ruffled Feathers,Lollipop Candy,Map,
7492,Parrotz #7492,9569,73.89044467137222,10,Sun Palm Beach,White,Diamond Necklace,SleevlessShirt,Red Glow,Blue,Rayban Sunglasses,Halo,Lollipop Candy,Saber,
7317,Parrotz #7317,9570,73.89030131692473,10,Sun Palm Beach,White,Bowtie,HawaianShirt,Sleepy,Cyan Blue,Neon Party Glasses,Disco Hair,Pipe,Saber,
6596,Parrotz #6596,9571,73.88002556122613,10,Glitch,Black,Bowtie,HawaianShirt,Sleepy,Cyan Blue,Steampunk Glasses,Cowboy Hat,Lollipop Candy,Cash,
5625,Parrotz #5625,9572,73.8637070036783,10,Glitch,Orange,Gemstone Necklace,Hoodie,Sleepy,Dark Blue,Steampunk Glasses,Vizor,Cigar,Cash,
1008,Parrotz #1008,9573,73.86206870225791,10,Red Lasers,Black,Diamond Necklace,SleevlessShirt,Demonic,Dark Blue,Monocle,Disco Hair,Lollipop Candy,Saber,
1735,Parrotz #1735,9574,73.85198773253421,10,Sun Palm Beach,Orange,Gold Chain,HawaianShirt,Demonic,Cyan Blue,Steampunk Glasses,Disco Hair,Lollipop Candy,Saber,
5656,Parrotz #5656,9575,73.85164505839931,10,Glitch,Orange,Gemstone Necklace,Tuxido,Demonic,Cyan Blue,Monocle,Vizor,Pipe,Telescope,
5650,Parrotz #5650,9576,73.84936140299706,10,Pyramid Palm Sun,Black,Pharaoh Necklace,SleevlessShirt,Basic,White,Monocle,Ruffled Feathers,Cigar,Axe Hammer,
6284,Parrotz #6284,9577,73.84286052674368,10,Equations,White,Gemstone Necklace,Hoodie,Demonic,Cyan Blue,Monocle,Ruffled Feathers,Lollipop Candy,Telescope,
2479,Parrotz #2479,9578,73.84066740812754,10,Wave,White,Diamond Necklace,Tuxido,Surprised,Purple,Rayban Sunglasses,Vizor,Lollipop Candy,Saber,
986,Parrotz #986,9579,73.83735193165204,10,Energy,Orange,Pharaoh Necklace,SleevlessShirt,Surprised,Cyan Blue,Neon Party Glasses,Disco Hair,Lollipop Candy,Map,
4325,Parrotz #4325,9580,73.8360123451945,10,Pyramid Palm Sun,White,Tie,Hoodie,Surprised,Green,Neon Party Glasses,Disco Hair,Lollipop Candy,Cash,
4569,Parrotz #4569,9581,73.83079539023541,10,Red Lasers,Black,Gold Chain,SleevlessShirt,Red Glow,Blue,Rayban Sunglasses,Disco Hair,Lollipop Candy,Telescope,
6759,Parrotz #6759,9582,73.81589408159412,10,Sun Palm Beach,Orange,Pharaoh Necklace,Hoodie,Surprised,Cyan Blue,Rayban Sunglasses,Disco Hair,Nose Ring,Cash,
4836,Parrotz #4836,9583,73.8097413665138,10,Disco Lights,Black,Pharaoh Necklace,SleevlessShirt,Basic,Cyan Blue,Neon Party Glasses,Ruffled Feathers,Lollipop Candy,Axe Hammer,
1651,Parrotz #1651,9584,73.80704084060753,10,Equations,Black,Tie,SleevlessShirt,Red Glow,Blue,Rayban Sunglasses,Disco Hair,Pipe,Map,
2939,Parrotz #2939,9585,73.79943416820404,10,Glitch,Black,Gold Chain,SleevlessShirt,Demonic,Orange,Deal With It Glasses,Ruffled Feathers,Lollipop Candy,Axe Hammer,
1771,Parrotz #1771,9586,73.7759787136885,10,Storm,Black,Gemstone Necklace,Tuxido,Demonic,Blue,Monocle,Vizor,Lollipop Candy,Telescope,
8276,Parrotz #8276,9587,73.75654450784738,10,Storm,Black,Bowtie,Picasso Shirt,Surprised,Purple,Heart Sunglasses,Vizor,Lollipop Candy,Saber,
3928,Parrotz #3928,9588,73.74956417498066,10,Glitch,White,Tie,HawaianShirt,Sleepy,Cyan Blue,Rayban Sunglasses,Cowboy Hat,Pipe,Map,
3206,Parrotz #3206,9589,73.72742697759078,10,80s Retro Palm,Orange,Pharaoh Necklace,Picasso Shirt,Sleepy,White,Rayban Sunglasses,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
4092,Parrotz #4092,9590,73.72249668620374,10,Matrix,Black,Diamond Necklace,HawaianShirt,Surprised,Dark Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Thanos Gauntlet,
7770,Parrotz #7770,9591,73.71955937962478,10,Glitch,Red,Tie,SleevlessShirt,Surprised,White,Monocle,Disco Hair,Lollipop Candy,Cash,
2656,Parrotz #2656,9592,73.71917670124432,10,Boom,White,Diamond Necklace,Tuxido,Surprised,White,Rayban Sunglasses,Disco Hair,Lollipop Candy,Map,
9182,Parrotz #9182,9593,73.7022383600077,10,Storm,Black,Pharaoh Necklace,Hoodie,Surprised,Dark Blue,Rayban Sunglasses,Vizor,Pipe,Telescope,
2707,Parrotz #2707,9594,73.68830372907,10,Storm,Orange,Pharaoh Necklace,HawaianShirt,Surprised,Cyan Blue,Monocle,Disco Hair,Lollipop Candy,Telescope,
3639,Parrotz #3639,9595,73.64960707533415,10,Storm,Black,Diamond Necklace,HawaianShirt,Red Glow,Blue,Monocle,Disco Hair,Lollipop Candy,Thanos Gauntlet,
5258,Parrotz #5258,9596,73.64488242115324,10,Matrix,White,Gemstone Necklace,SleevlessShirt,Surprised,Cyan Blue,Rayban Sunglasses,Vizor,Pipe,Saber,
7716,Parrotz #7716,9597,73.6418714248383,10,Sun Palm Beach,Orange,Diamond Necklace,SleevlessShirt,Surprised,Cyan Blue,Rayban Sunglasses,Cowboy Hat,Lollipop Candy,Map,
7295,Parrotz #7295,9598,73.63650596892404,10,Disco Lights,Orange,Diamond Necklace,SleevlessShirt,Basic,Blue,Monocle,Ruffled Feathers,Lollipop Candy,Telescope,
2792,Parrotz #2792,9599,73.63605306589757,10,Glitch,Orange,Bowtie,SleevlessShirt,Demonic,Orange,Rayban Sunglasses,Ruffled Feathers,Cigar,Map,
4317,Parrotz #4317,9600,73.63138089626126,10,Glitch,Black,Gold Chain,Hoodie,Red Glow,Purple,Monocle,Disco Hair,Cigar,Thanos Gauntlet,
4943,Parrotz #4943,9601,73.62038254751467,10,Glitch,White,Diamond Necklace,SleevlessShirt,Surprised,Green,Heart Sunglasses,Halo,Pipe,Map,
995,Parrotz #995,9602,73.59923867243172,10,Pyramid Palm Sun,Orange,Pharaoh Necklace,HawaianShirt,Demonic,Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Saber,
1269,Parrotz #1269,9603,73.58861235138912,10,Wave,Black,Tie,SleevlessShirt,Red Glow,Green,Rayban Sunglasses,Vizor,Cigar,Axe Hammer,
8297,Parrotz #8297,9604,73.58257941759793,10,Matrix,Black,Diamond Necklace,SleevlessShirt,Confused,Green,Monocle,Vizor,Lollipop Candy,Telescope,
3218,Parrotz #3218,9605,73.57753723077755,10,Checker Tunnel,Black,Tie,Tuxido,Surprised,Green,Heart Sunglasses,Disco Hair,Lollipop Candy,Map,
1031,Parrotz #1031,9606,73.57211873948104,10,Palm Road,White,Diamond Necklace,SleevlessShirt,Surprised,White,Heart Sunglasses,Ruffled Feathers,Pipe,Saber,
9273,Parrotz #9273,9607,73.55715309271038,10,Equations,White,Tie,SleevlessShirt,Sleepy,White,Deal With It Glasses,Ruffled Feathers,Cigar,Saber,
8506,Parrotz #8506,9608,73.52044945951963,10,Sun Palm Beach,White,Bowtie,Tuxido,Confused,Green,Deal With It Glasses,Disco Hair,Lollipop Candy,Cash,
8380,Parrotz #8380,9609,73.50691369891433,10,Energy,Black,Pharaoh Necklace,Hoodie,Basic,Cyan Blue,Steampunk Glasses,Disco Hair,Lollipop Candy,Saber,
4960,Parrotz #4960,9610,73.49349045290238,10,Storm,Black,Diamond Necklace,HawaianShirt,Basic,Blue,Rayban Sunglasses,Ruffled Feathers,Cigar,Thanos Gauntlet,
9181,Parrotz #9181,9611,73.4855549317852,10,Glitch,White,Tie,Hoodie,Confused,Cyan Blue,Neon Party Glasses,Disco Hair,Pipe,Telescope,
7306,Parrotz #7306,9612,73.48546353567569,10,Energy,Black,Tie,SleevlessShirt,Demonic,Blue,Steampunk Glasses,Ruffled Feathers,Nose Ring,Thanos Gauntlet,
8436,Parrotz #8436,9613,73.47815127782098,10,Equations,White,Pharaoh Necklace,SleevlessShirt,Basic,Cyan Blue,Monocle,Ruffled Feathers,Cigar,Saber,
9786,Parrotz #9786,9614,73.46785054535555,10,80s Retro Palm,White,Tie,Picasso Shirt,Demonic,Cyan Blue,Monocle,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
6193,Parrotz #6193,9615,73.45880700368458,10,Red Lasers,Black,Pharaoh Necklace,Hoodie,Surprised,Cyan Blue,Steampunk Glasses,Vizor,Lollipop Candy,Map,
8551,Parrotz #8551,9616,73.43731497684323,10,80s Retro Palm,White,Tie,SleevlessShirt,Surprised,Blue,Monocle,Vizor,Cigar,Saber,
761,Parrotz #761,9617,73.42959470993964,10,80s Retro Palm,Orange,Pharaoh Necklace,SleevlessShirt,Red Glow,White,Monocle,Disco Hair,Lollipop Candy,Saber,
2149,Parrotz #2149,9618,73.42644545343883,10,Pyramid Palm Sun,White,Diamond Necklace,Hoodie,Demonic,Cyan Blue,Steampunk Glasses,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
6648,Parrotz #6648,9619,73.42183890808873,10,Sun Palm Beach,White,Bowtie,SleevlessShirt,Confused,Dark Blue,Steampunk Glasses,Disco Hair,Pipe,Saber,
6173,Parrotz #6173,9620,73.42037192451886,10,Starbursts,Orange,Gemstone Necklace,SleevlessShirt,Demonic,Green,Deal With It Glasses,Disco Hair,Lollipop Candy,Cash,
6503,Parrotz #6503,9621,73.41516680140087,10,Equations,White,Gemstone Necklace,HawaianShirt,Sleepy,Purple,Rayban Sunglasses,Disco Hair,Lollipop Candy,Thanos Gauntlet,
9314,Parrotz #9314,9622,73.41262268801565,10,Boom,White,Pharaoh Necklace,SleevlessShirt,Basic,White,Steampunk Glasses,Vizor,Lollipop Candy,Dice,
8902,Parrotz #8902,9623,73.4024780928101,10,Boom,Black,Gemstone Necklace,HawaianShirt,Demonic,Cyan Blue,Steampunk Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
7422,Parrotz #7422,9624,73.39216373096365,10,Glitch,Black,Tie,HawaianShirt,Red Glow,Yellow,Monocle,Ruffled Feathers,Lollipop Candy,Saber,
4859,Parrotz #4859,9625,73.33474436741149,10,Sun Palm Beach,Orange,Pharaoh Necklace,SleevlessShirt,Confused,Green,Heart Sunglasses,Vizor,Nose Ring,Thanos Gauntlet,
1219,Parrotz #1219,9626,73.31782140468498,10,Pyramid Palm Sun,Black,Gold Chain,SleevlessShirt,Red Glow,Cyan Blue,Monocle,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
7291,Parrotz #7291,9627,73.31663789363098,10,Storm,White,Tie,Tuxido,Basic,Blue,Deal With It Glasses,Disco Hair,Lollipop Candy,Thanos Gauntlet,
5724,Parrotz #5724,9628,73.30128295830862,10,Wave,Black,Tie,Hoodie,Red Glow,White,Heart Sunglasses,Vizor,Lollipop Candy,Thanos Gauntlet,
6084,Parrotz #6084,9629,73.27389448117397,10,Checker Tunnel,Black,Pharaoh Necklace,HawaianShirt,Confused,White,Rayban Sunglasses,Vizor,Lollipop Candy,Thanos Gauntlet,
509,Parrotz #509,9630,73.25467616148218,10,Checker Tunnel,White,Tie,Hoodie,Sleepy,Blue,Heart Sunglasses,Vizor,Lollipop Candy,Saber,
3175,Parrotz #3175,9631,73.25099776114497,10,Sun Palm Beach,Black,Gold Chain,Hoodie,Demonic,Green,Heart Sunglasses,Ruffled Feathers,Cigar,Thanos Gauntlet,
4481,Parrotz #4481,9632,73.23624667778783,10,Checker Tunnel,White,Bowtie,SleevlessShirt,Surprised,Green,Heart Sunglasses,Ruffled Feathers,Cigar,Cash,
6276,Parrotz #6276,9633,73.22815478853074,10,Red Lasers,White,Gemstone Necklace,Picasso Shirt,Demonic,Green,Rayban Sunglasses,Ruffled Feathers,Lollipop Candy,Cash,
7796,Parrotz #7796,9634,73.22454863763538,10,Storm,Orange,Gold Chain,SleevlessShirt,Red Glow,White,Rayban Sunglasses,Disco Hair,Lollipop Candy,Thanos Gauntlet,
7545,Parrotz #7545,9635,73.21773916450084,10,Glitch,White,Pharaoh Necklace,Military Jacket,Demonic,Green,Rayban Sunglasses,Disco Hair,Lollipop Candy,Telescope,
9208,Parrotz #9208,9636,73.21437138068649,10,Starbursts,White,Pharaoh Necklace,Hoodie,Demonic,Cyan Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Axe Hammer,
4417,Parrotz #4417,9637,73.1920153419691,10,Storm,White,Gold Chain,Hoodie,Demonic,Green,Monocle,Ruffled Feathers,Lollipop Candy,Cash,
6311,Parrotz #6311,9638,73.14757006199726,10,Red Lasers,White,Diamond Necklace,Tuxido,Demonic,Green,Rayban Sunglasses,Ruffled Feathers,Lollipop Candy,Map,
8068,Parrotz #8068,9639,73.12770763161065,10,Matrix,Black,Diamond Necklace,SleevlessShirt,Surprised,Blue,Neon Party Glasses,Vizor,Lollipop Candy,Saber,
1283,Parrotz #1283,9640,73.1115133882656,10,Matrix,Black,Bowtie,SleevlessShirt,Red Glow,Green,Rayban Sunglasses,Ruffled Feathers,Pipe,Saber,
897,Parrotz #897,9641,73.10669931885874,10,Checker Tunnel,White,Gemstone Necklace,SleevlessShirt,Basic,Green,Steampunk Glasses,Vizor,Lollipop Candy,Dice,
1034,Parrotz #1034,9642,73.10649515007297,10,Checker Tunnel,Black,Gold Chain,SleevlessShirt,Red Glow,Dark Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Saber,
3919,Parrotz #3919,9643,73.10366776204094,10,Sun Palm Beach,Black,Gold Chain,Picasso Shirt,Surprised,Dark Blue,Neon Party Glasses,Vizor,Lollipop Candy,Telescope,
43,Parrotz #43,9644,73.09632327286515,10,Storm,Orange,Bowtie,SleevlessShirt,Demonic,Purple,Neon Party Glasses,Ruffled Feathers,Lollipop Candy,Saber,
2142,Parrotz #2142,9645,73.09548515368837,10,Wave,Black,Bowtie,SleevlessShirt,Red Glow,Blue,Heart Sunglasses,Ruffled Feathers,Lollipop Candy,Axe Hammer,
6263,Parrotz #6263,9646,73.07960757503005,10,Palm Road,White,Bowtie,SleevlessShirt,Surprised,White,Rayban Sunglasses,Disco Hair,Lollipop Candy,Dice,
6494,Parrotz #6494,9647,73.07370377676547,10,Energy,Black,Pharaoh Necklace,SleevlessShirt,Confused,White,Steampunk Glasses,Disco Hair,Lollipop Candy,Saber,
6141,Parrotz #6141,9648,73.04857485022637,10,Checker Tunnel,Black,Gold Chain,SleevlessShirt,Surprised,Cyan Blue,Deal With It Glasses,Ruffled Feathers,Lollipop Candy,Cash,
889,Parrotz #889,9649,73.02430731796447,10,Energy,White,Diamond Necklace,HawaianShirt,Basic,Purple,Deal With It Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
5778,Parrotz #5778,9650,73.0151761044184,10,Sun Palm Beach,Black,Gold Chain,HawaianShirt,Surprised,Green,Deal With It Glasses,Ruffled Feathers,Lollipop Candy,Dice,
6506,Parrotz #6506,9651,72.97804465061803,10,Glitch,Black,Bowtie,HawaianShirt,Confused,Green,Deal With It Glasses,Ruffled Feathers,Cigar,Axe Hammer,
591,Parrotz #591,9652,72.96863498732232,10,80s Retro Palm,White,Bowtie,SleevlessShirt,Surprised,Dark Blue,Neon Party Glasses,Disco Hair,Lollipop Candy,Thanos Gauntlet,
6399,Parrotz #6399,9653,72.96280849319275,10,Glitch,White,Pharaoh Necklace,Tuxido,Confused,White,Deal With It Glasses,Ruffled Feathers,Pipe,Cash,
9715,Parrotz #9715,9654,72.95908703281344,10,Storm,White,Gemstone Necklace,SleevlessShirt,Basic,White,Neon Party Glasses,Disco Hair,Cigar,Map,
1507,Parrotz #1507,9655,72.94120550905761,10,Sun Palm Beach,Orange,Bowtie,SleevlessShirt,Basic,Blue,Deal With It Glasses,Ruffled Feathers,Pipe,Axe Hammer,
3003,Parrotz #3003,9656,72.93979875610177,10,Checker Tunnel,White,Tie,SleevlessShirt,Surprised,Cyan Blue,Monocle,Vizor,Cigar,Telescope,
8563,Parrotz #8563,9657,72.93492180702569,10,Starbursts,White,Diamond Necklace,Hoodie,Surprised,Blue,Steampunk Glasses,Vizor,Lollipop Candy,Telescope,
3044,Parrotz #3044,9658,72.92884983425745,10,Sun Palm Beach,Orange,Gemstone Necklace,Picasso Shirt,Basic,Purple,Neon Party Glasses,Vizor,Lollipop Candy,Telescope,
4894,Parrotz #4894,9659,72.91111401174847,10,Checker Tunnel,White,Tie,Hoodie,Surprised,White,Steampunk Glasses,Disco Hair,Lollipop Candy,Cash,
1625,Parrotz #1625,9660,72.9101914356557,10,Energy,White,Pharaoh Necklace,Picasso Shirt,Sleepy,Cyan Blue,Rayban Sunglasses,Disco Hair,Lollipop Candy,Thanos Gauntlet,
8415,Parrotz #8415,9661,72.90199247022379,10,Checker Tunnel,Black,Pharaoh Necklace,SleevlessShirt,Sleepy,Green,Monocle,Vizor,Cigar,Cash,
9998,Parrotz #9998,9662,72.88844580264245,10,Boom,White,Bowtie,SleevlessShirt,Red Glow,Cyan Blue,Monocle,Vizor,Lollipop Candy,Cash,
1116,Parrotz #1116,9663,72.87875917705641,10,Storm,Black,Tie,Picasso Shirt,Basic,Dark Blue,Monocle,Ruffled Feathers,Lollipop Candy,Cash,
5141,Parrotz #5141,9664,72.86290469567678,10,Palm Road,White,Pharaoh Necklace,Picasso Shirt,Red Glow,White,Steampunk Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
3580,Parrotz #3580,9665,72.85529698700239,10,Glitch,Black,Pharaoh Necklace,SleevlessShirt,Basic,Dark Blue,Monocle,Cowboy Hat,Nose Ring,Map,
1677,Parrotz #1677,9666,72.84327247339462,10,Wave,White,Bowtie,SleevlessShirt,Demonic,Green,Deal With It Glasses,Disco Hair,Nose Ring,Map,
2228,Parrotz #2228,9667,72.83921566977062,10,Glitch,White,Pharaoh Necklace,Picasso Shirt,Sleepy,Dark Blue,Neon Party Glasses,Ruffled Feathers,Pipe,Axe Hammer,
4666,Parrotz #4666,9668,72.81033425745042,10,Starbursts,White,Pharaoh Necklace,SleevlessShirt,Surprised,Dark Blue,Rayban Sunglasses,Disco Hair,Nose Ring,Saber,
643,Parrotz #643,9669,72.805251652504,10,Glitch,Orange,Bowtie,HawaianShirt,Red Glow,Blue,Deal With It Glasses,Disco Hair,Pipe,Map,
6046,Parrotz #6046,9670,72.78221089458042,10,Checker Tunnel,Orange,Tie,Hoodie,Demonic,Green,Rayban Sunglasses,Vizor,Lollipop Candy,Thanos Gauntlet,
3329,Parrotz #3329,9671,72.77708679185076,10,Sun Palm Beach,White,Tie,HawaianShirt,Surprised,Cyan Blue,Monocle,Vizor,Pipe,Axe Hammer,
8624,Parrotz #8624,9672,72.76939880448546,10,Storm,White,Gemstone Necklace,SleevlessShirt,Red Glow,White,Steampunk Glasses,Disco Hair,Pipe,Map,
7397,Parrotz #7397,9673,72.76311604936404,10,Glitch,Orange,Tie,Tuxido,Demonic,Green,Monocle,Vizor,Lollipop Candy,Dice,
8598,Parrotz #8598,9674,72.76139213214437,10,Energy,White,Gold Chain,SleevlessShirt,Basic,Cyan Blue,Heart Sunglasses,Vizor,Lollipop Candy,Telescope,
1875,Parrotz #1875,9675,72.75956654185104,10,Sun Palm Beach,Black,Tie,HawaianShirt,Sleepy,Green,Neon Party Glasses,Disco Hair,Nose Ring,Cash,
5344,Parrotz #5344,9676,72.7538259219944,10,Matrix,Black,Gemstone Necklace,Hoodie,Sleepy,Green,Rayban Sunglasses,Disco Hair,Lollipop Candy,Saber,
7580,Parrotz #7580,9677,72.74633947644095,10,Wave,Black,Tie,SleevlessShirt,Basic,White,Heart Sunglasses,Ruffled Feathers,Lollipop Candy,Dice,
3703,Parrotz #3703,9678,72.72318160315766,10,Sun Palm Beach,Black,Gold Chain,HawaianShirt,Red Glow,Purple,Rayban Sunglasses,Disco Hair,Lollipop Candy,Axe Hammer,
5923,Parrotz #5923,9679,72.72204587626966,10,Energy,Orange,Bowtie,SleevlessShirt,Surprised,Blue,Monocle,Ruffled Feathers,Lollipop Candy,Saber,
1478,Parrotz #1478,9680,72.67708911357195,10,Storm,White,Tie,Hoodie,Sleepy,White,Neon Party Glasses,Disco Hair,Lollipop Candy,Saber,
8073,Parrotz #8073,9681,72.66978195001319,10,Sun Palm Beach,Orange,Tie,HawaianShirt,Confused,Green,Deal With It Glasses,Disco Hair,Lollipop Candy,Thanos Gauntlet,
971,Parrotz #971,9682,72.66852327473173,10,Matrix,Black,Diamond Necklace,HawaianShirt,Basic,Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Thanos Gauntlet,
2831,Parrotz #2831,9683,72.63974728573304,10,Equations,Orange,Pharaoh Necklace,SleevlessShirt,Surprised,White,Monocle,Disco Hair,Lollipop Candy,Thanos Gauntlet,
5146,Parrotz #5146,9684,72.63507119668107,10,Disco Lights,White,Bowtie,SleevlessShirt,Surprised,Green,Rayban Sunglasses,Vizor,Nose Ring,Thanos Gauntlet,
4134,Parrotz #4134,9685,72.63150963131729,10,Red Lasers,White,Bowtie,HawaianShirt,Sleepy,Cyan Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Map,
4873,Parrotz #4873,9686,72.62585262419707,10,Starbursts,Black,Pharaoh Necklace,HawaianShirt,Demonic,Blue,Heart Sunglasses,Disco Hair,Lollipop Candy,Map,
2451,Parrotz #2451,9687,72.6131644644616,10,Disco Lights,Black,Pharaoh Necklace,SleevlessShirt,Basic,Green,Monocle,Ruffled Feathers,Pipe,Saber,
3860,Parrotz #3860,9688,72.60470613705253,10,Equations,White,Pharaoh Necklace,Tuxido,Sleepy,Green,Rayban Sunglasses,Vizor,Lollipop Candy,Saber,
1077,Parrotz #1077,9689,72.53811780900534,10,Energy,Black,Pharaoh Necklace,Hoodie,Basic,Dark Blue,Steampunk Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
8112,Parrotz #8112,9690,72.52102206779232,10,Storm,Orange,Gemstone Necklace,SleevlessShirt,Demonic,Purple,Deal With It Glasses,Vizor,Lollipop Candy,Saber,
1824,Parrotz #1824,9691,72.50282323506225,10,Wave,White,Tie,Picasso Shirt,Sleepy,Green,Heart Sunglasses,Vizor,Lollipop Candy,Saber,
752,Parrotz #752,9692,72.48907898547031,10,Pyramid Palm Sun,White,Tie,SleevlessShirt,Sleepy,Green,Neon Party Glasses,Ruffled Feathers,Nose Ring,Map,
8911,Parrotz #8911,9693,72.48257564250592,10,Pyramid Palm Sun,Black,Tie,Tuxido,Basic,Purple,Rayban Sunglasses,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
8207,Parrotz #8207,9694,72.46688996846837,10,Sun Palm Beach,White,Gold Chain,SleevlessShirt,Red Glow,Green,Neon Party Glasses,Disco Hair,Cigar,Telescope,
7119,Parrotz #7119,9695,72.4599026986454,10,Boom,Black,Pharaoh Necklace,SleevlessShirt,Surprised,Green,Steampunk Glasses,Vizor,Pipe,Saber,
9486,Parrotz #9486,9696,72.45296363974299,10,Glitch,White,Tie,SleevlessShirt,Confused,Purple,Neon Party Glasses,Vizor,Cigar,Axe Hammer,
9626,Parrotz #9626,9697,72.44434217897202,10,Boom,Black,Diamond Necklace,HawaianShirt,Demonic,Green,Heart Sunglasses,Ruffled Feathers,Lollipop Candy,Map,
9511,Parrotz #9511,9698,72.3709474450858,10,Checker Tunnel,White,Bowtie,HawaianShirt,Red Glow,Cyan Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Telescope,
4533,Parrotz #4533,9699,72.34653801032297,10,Red Lasers,Black,Bowtie,SleevlessShirt,Basic,White,Neon Party Glasses,Vizor,Lollipop Candy,Saber,
4958,Parrotz #4958,9700,72.32365150797354,10,Sun Palm Beach,White,Pharaoh Necklace,Tuxido,Demonic,Cyan Blue,Heart Sunglasses,Ruffled Feathers,Pipe,Map,
7938,Parrotz #7938,9701,72.28370770505613,10,Glitch,White,Diamond Necklace,HawaianShirt,Basic,Blue,Rayban Sunglasses,Halo,Lollipop Candy,Thanos Gauntlet,
6130,Parrotz #6130,9702,72.28141817621294,10,Storm,Black,Tie,HawaianShirt,Basic,Dark Blue,Neon Party Glasses,Ruffled Feathers,Lollipop Candy,Thanos Gauntlet,
2356,Parrotz #2356,9703,72.27691457487796,10,Sun Palm Beach,White,Gold Chain,SleevlessShirt,Basic,Dark Blue,Neon Party Glasses,Vizor,Cigar,Map,
6356,Parrotz #6356,9704,72.24243001162287,10,Equations,White,Gemstone Necklace,Picasso Shirt,Basic,Green,Rayban Sunglasses,Disco Hair,Lollipop Candy,Telescope,
5319,Parrotz #5319,9705,72.23832366776189,10,Palm Road,Black,Bowtie,SleevlessShirt,Basic,White,Rayban Sunglasses,Disco Hair,Pipe,Thanos Gauntlet,
9320,Parrotz #9320,9706,72.22647683819046,10,Wave,Black,Gold Chain,SleevlessShirt,Basic,Green,Neon Party Glasses,Disco Hair,Lollipop Candy,Telescope,
9956,Parrotz #9956,9707,72.20806617983082,10,Sun Palm Beach,White,Diamond Necklace,HawaianShirt,Confused,Purple,Neon Party Glasses,Ruffled Feathers,Lollipop Candy,Telescope,
