ID,Name,Rank,Rarity_Score,Alpha,Attributes,Axel Mount,Background,Base Neck,Beta,Cheek Shield,Chest,Core Drive,Crest,Delta,Ears,Energy,Equipment,Firepower,Gamma,Head,Jaw nut,K9 Matrix,Lower Jaw,Neck,Nose,Prosternum,Psi,Shield Strength,Sigma,Single Body,Snout,Speed,Tech,Throat,Vision Tech,Withers,Zeta
1736,Mekatron K9 #1736,4308,639.2668450822506,,19,RMDMount,Eggplant,,,DoubleLayerdShield,,HyperCharged,,Delta,Andromeda,10,SideHeadBuster,17,,,Heliotrope,19,Brighttech,,CanvortLabs,,,16,,Whitechip,AndromedaBeta,09,09,,Garethtech,,
289,Mekatron K9 #289,4309,639.1685325351282,,19,BlueHexMount,Keylime,,Beta,Cordovian,,ByhzinianCore,,,Pearlesence,16,SideHeadBuster,12,,,Aeroal,20,ForceJet,,Crimson,,,18,,Makentite,Goblin,21,20,,EvRStern,,
1868,Mekatron K9 #1868,4310,639.1420525707075,,19,KillerMount,Steelblue,,,Superpink,,FieldInjection,,Delta,Proximitysensor,12,ArmorCrackerMK3,24,,,Steel,09,Lemtangtech,,Valiant,,,18,,Netheranium,GayaCorp,16,22,,Eagle,,
3067,Mekatron K9 #3067,4311,638.9857692919941,,19,CanonMount,Fieryrose,,,DoubleLayerdShield,,ByhzinianCore,,,Plasmanix,10,InvisibleTurret,25,,,LockedNut,22,Shimmer,,Crimson,,,11,,Chelonium,MekaGenMk1,17,22,,EvGAnger,,Zeeta
4950,Mekatron K9 #4950,4312,638.9753408437629,,19,Persianpink,Russianviolet,,,Laserlemon,,EngineBajaor,,,AviraPurple,10,ArmorCrackerMK3,16,,,Mahagony,21,Goblin,,AeroTechz,,Psi,16,,Savagecrimson,Navytech,08,06,,Peace,,
807,Mekatron K9 #807,4313,638.9304899049715,,19,Scarlet,Fieryrose,,,Sandybrown,,ByhzinianCore,,,Copper,18,ClokedTorpedo,12,Gamma,,JsScarlet,19,Ridgedtooth,,GhostTech,,,05,,Xirdalium,AndromedaAlpha,11,20,,EvR,,
5094,Mekatron K9 #5094,4314,638.7694504591442,,18,AGMount,Palatinatepurple,,,Darkgreen,,NutrenoReactor,,,Goblin,08,,12,,,Mahagony,18,Bevertech,,ColNetwork,,Psi,20,,Goblin,HarleyquinGeneratorM2,13,16,,Peace,,
2950,Mekatron K9 #2950,4315,638.6069055713127,,19,Sepia,Xanthous,,,OceanicCase,,SolDrive,,,Scratched,22,CloakedPhotonCanon,12,,,Kobicha,12,Jeggernaut,,Starzlab,,,16,,Alientech,BinarySystemCoreMK4,09,17,,Forcelabs,,Zeeta
400,Mekatron K9 #400,4316,638.5694975345258,,19,BlueHexMount,Windsortan,,Beta,Brushedcu,,Protomatter,,,Chartreuse,17,PositronRG,15,,,JsXTech,18,KissofDeath,,MegaCOre,,,16,,Durium,OldGeneralCorpReplacement,15,16,,EvGAnger,,
2530,Mekatron K9 #2530,4317,638.2105680171561,,19,AGMount,Vegasgold,,,Jade,,Photomatter,,,Panishviridian,08,SidePlasmaBeamerGen3,10,,,Independence,12,Ridgedtooth,,NGtechmodel3,,,23,,Rusteez,NeutronReactor,16,13,,Peace,,Zeeta
399,Mekatron K9 #399,4318,638.1946074666077,,19,Sepia,Keylime,,Beta,Brushedcu,,HyperStabalizing,,,Scratched,14,StingerMissile,16,,,Mahagony,12,Alienirisblue,,JesonPak2,,,15,,Crazytech,NanobotGenerator,08,24,,PinkEye,,
4032,Mekatron K9 #4032,4319,638.1615082356849,,19,Sepia,Jasmine,,,Dazzled,,Photomatter,,,Plates,20,BlueRayTurret,19,,,JsEncorp,12,Bevertech,,ScarletN1,,,16,Sigma,Atium,MekaGenMk1,17,19,,Eveenorm,,
5065,Mekatron K9 #5065,4320,638.1469367122859,,19,AGMount,YellowOrange,,,Superpink,,HiveDrive,,,Chartreuse,13,SidePlasmaBeamerGen4,24,,,Outrageous,19,Brighttech,,ColNetwork,,Psi,15,,Plated,FlameRingCore,09,12,,MultiVision,,
597,Mekatron K9 #597,4321,638.1308531912406,,19,BrightMount,Saddlebrown,,,Laserlemon,,hexDrive,,,Plates,22,ArmorCrackerMK3,12,Gamma,,Paradisepink,16,Lemtangtech,,Valiant,,,19,,Tritanium,RefractiveGenerator,13,11,,Astratech,,
981,Mekatron K9 #981,4322,638.1233966858586,,19,Deepskyblue,Jade,,,Brightyellow,,hexDrive,,,AviraPurple,16,Turret,15,Gamma,,Outrageous,17,Sharlet,,Ringtechmodel2,,,08,,Durium,AngelLabs,20,16,,EvR,,
3996,Mekatron K9 #3996,4323,638.1198905276402,,19,Peach,Eggplant,,,Favulous,,Mk4Antimater,,,AviraPurple,13,InvisibleTurret,11,,,Oxblood,17,Alienirisblue,,SilionMTech,,,11,Sigma,AndromedaMk1,OldGeneralCorpReplacement,12,07,,DarkShade,,
3589,Mekatron K9 #3589,4324,637.8433840541323,,19,SaphireMount,Mandarin,,,Teal,,ReinforcedDeuterium,,,Brushedmetal,07,ConcealedPhaser,22,,,Gunmetal,13,KissofDeath,,GayaModelX,,,16,Sigma,Galine,AngelLabs,09,10,,Garethtech,,
1642,Mekatron K9 #1642,4325,637.7693010554156,,19,RedOx,BabyPink,,,Firebrick,,FieldInjection,,Delta,Novalie,21,CloakedPhotonCanon,17,,,Jonquil,16,Alienirisblue,,Fiberwheels,,,15,,Netheranium,BrCopper,24,09,,BlueEye,,
4049,Mekatron K9 #4049,4326,637.7192044043455,,19,Scarlet,YellowOrange,,,Superpink,,HyperStabalizing,,,Scratched,08,SideHeadBuster,12,,,Andromeda,24,Sharlet,,HashCorp,,,21,Sigma,Alientech,HarleyquinGeneratorM2,09,06,,AlekseiRedEye,,
286,Mekatron K9 #286,4327,637.7177883515086,,18,TOMount,Fieryrose,,Beta,Brushedcu,,TacheonReactor,,,Sand,13,,18,,,JsAzt,14,Mekatech,,CanvortLabs,,,20,,Rusteez,StandardMekaGenMk4,13,12,,Forcelabs,,
4966,Mekatron K9 #4966,4328,637.7009817042884,,19,RedOx,Seance,,,PunkShield,,hexDrive,,,Cdgreen,07,ConcealedPhaser,10,,,Pear,19,MetaCor,,JesonPak2,,Psi,06,,Scarletred,Superaqua,15,11,,EvRStern,,
356,Mekatron K9 #356,4329,637.3561346291746,,19,RedOx,Queenblue,,Beta,Darktech,,StabilizingCore,,,Blue,15,DACannon,12,,,Andromeda,10,Redgiant,,BlacksiteLabs,,,07,,Oceana,BrCopper,09,20,,EvR,,
3010,Mekatron K9 #3010,4330,637.3323053477912,,19,EmraldMount,Irispurple,,,Favulous,,HiveDrive,,,Gold,16,CoreBuster,16,,,JsAzt,14,Bevertech,,CanvortLabs,,,17,,Brownee,Brnztec,23,16,,Evangry,,Zeeta
2104,Mekatron K9 #2104,4331,637.2550837874733,,19,Amberalloy,Viridian,,,Rufous,,Model25486Core,,Delta,Cdgreen,12,PlasmaCannon,11,,,Mektech,09,Shimmer,,RastorNose,,,15,,MadscientistTiger,FlameRingCore,17,15,,Peace,,
4619,Mekatron K9 #4619,4332,637.1144069473914,,19,DiveMount,Irispurple,,,Brushedcu,,ThoronPlasma,,,Copper,12,SideCanon1,16,,,Labrynth,20,Jeggernaut,,GhostTech,,Psi,07,,Snowy,GeneratorM1,19,19,,Forcelabs,,
821,Mekatron K9 #821,4333,637.1022587576823,,19,EmraldMount,Tangerine,,,Bittersweet,,NebulaPlasma,,,Chartreuse,14,SideHeadBuster,13,Gamma,,JsScarlet,15,LittleJoy,,JBGroupSense,,,13,,Alientech,ExoticParticleGenerator,20,08,,EvRStern,,
3924,Mekatron K9 #3924,4334,636.9787260051035,,19,LauncherMount,Xanthous,,,Teal,,ReactorCoreDrive,,,Doubleplated,21,Communicator,19,,,Imperialred,15,Jeggernaut,,Fiberwheels,,,09,Sigma,Chelonium,StandardGeneratorM5,18,23,,Kizzylabs,,
3796,Mekatron K9 #3796,4335,636.9644858133007,,19,Onyx,Maroon,,,Darktorquoise,,ReinforcedDeuterium,,,Azulex,18,ConcealedPhaser,24,,,Rusteez,12,Goblin,,JesonPak1,,,15,Sigma,Verterium,MekaGenMk1,21,24,,BlueEye,,
2835,Mekatron K9 #2835,4336,636.9303386271937,,19,LauncherMount,Celadon,,,Firebrick,,EngineAphacentauri,,,CrysalEmerald,08,InvisibleTurret,19,,,Outrageous,12,Redgiant,,CanvortLabs,,,18,,AndromedaMk1,FlameRingCore,24,15,,PinkEye,,Zeeta
4579,Mekatron K9 #4579,4337,636.9163454133467,,19,Oldmauve,RadicalRed,,,Flax,,ReactorCoreDrive,,,Cordovian,17,Communicator,21,,,Labrynth,12,Mekabin,,RastorNose,,Psi,12,,Tigrus,StandardMekaGenMk4,12,12,,EvRStern,,
29,Mekatron K9 #29,4338,636.779577447972,Alpha,19,CanonMount,Gainsboro,,,Darkgreen,,AMHDrive,,,Scratched,17,BlueRayTurret,13,,,Heliotrope,16,Sabertooth,,RastorNose,,,15,,GunnerW,StandardGeneratorM5,18,19,,AlekseiRedEye,,
2645,Mekatron K9 #2645,4339,636.763071919547,,19,RMDMount,Fieryrose,,,Bittersweet,,ReactorCoreDrive,,,Scratched,09,PositronCannon,15,,,Andromeda,15,Redgiant,,Starzlab,,,21,,Galine,GayanNetwork,21,13,,Eagle,,Zeeta
3610,Mekatron K9 #3610,4340,636.7311167288822,,19,KillerMount,Battleshipgrey,,,Brushedcu,,ThoronPlasma,,,Hightech,22,InvisibleTurret,06,,,Rusteez,10,Phoenix,,BlueFlame,,,18,Sigma,MadscientistTiger,SuperCharger,15,15,,Passive,,
583,Mekatron K9 #583,4341,636.7175876288998,,18,KillerMount,Queenblue,,,Rajah,,MatterEngine,,,Proximitysensor,21,,14,Gamma,,Mektech,21,Alienirisblue,,AeroTechz,,,18,,Crazytech,OldGeneralCorpReplacement,07,15,,PinkEye,,
275,Mekatron K9 #275,4342,636.6498049421184,,19,Deeprose,Seance,,Beta,Rufous,,WarpDriveCore,,,Gold,11,CoreBuster,07,,,Imperialred,07,Mekabin,,NGtech,,,13,,Snowy,StandardMekaGenMk3,16,16,,EvbHappy,,
520,Mekatron K9 #520,4343,636.593085542662,,19,Carribiangreen,Darkturquoise,,,Superpink,,Photomatter,,,Chartreuse,13,SidePlasmaBeamerGen3,05,Gamma,,Goblin,21,Lemtangtech,,PJSNCorpNose,,,21,,Dusteez,GayanNetwork,12,15,,EvRHappy,,
4646,Mekatron K9 #4646,4344,636.4758767245964,,19,UniMount,Xanthous,,,Jade,,ReactorCoreDrive,,,Savagetech,12,ConcealedPhaser,13,,,JsScarlet,13,Aero_ora,,BlueFlame,,Psi,18,,DesertSquad,Navytech,07,11,,AlekseiRedEye,,
4073,Mekatron K9 #4073,4345,636.4222058462333,,19,KillerMount,Zomp,,,DoubleLayerdShield,,Mk4Antimater,,,Persianindego,14,SidePlasmaBeamerM2,19,,,Rusteez,15,Honolu,,Valiant,,,10,Sigma,Snowy,NeutronReactor,13,22,,Peace,,
1514,Mekatron K9 #1514,4346,636.2888935951647,,19,Royalyellow,Hanblue,,,Rajah,,HyperCharged,,Delta,Pearlesence,20,SideHeadBusterGen3,10,,,Steel,08,Ridgedtooth,,Ringtechmodel2,,,20,,AndromedaMk2,BinarySystemCoreMK4,06,09,,EvbStern,,
3839,Mekatron K9 #3839,4347,636.2841570699549,,19,Amberalloy,Seance,,,Sandybrown,,EngineAphacentauri,,,Persianindego,07,SidePlasmaBeamer,17,,,Indegobase,09,KissofDeath,,CanvortLabs,,,17,Sigma,Galine,SuperCharger,19,10,,EvRHappy,,
2630,Mekatron K9 #2630,4348,636.1707465540803,,19,Carribiangreen,Lilac,,,Brushedcu,,HaddarHyperCore,,,Chartreuse,16,SidePlasmaBeamerGen4,17,,,Rusteez,13,RegenTech,,MegaCOre,,,13,,Crazytech,SuperCharger,22,14,,Evangry,,Zeeta
1774,Mekatron K9 #1774,4349,636.1683841371781,,19,CanonMount,Tuscan,,,Darkgreen,,NebulaPlasma,,Delta,CrysalEmerald,14,NeutrinoRailG,12,,,Mahagony,14,Jeggernaut,,SilionMTech,,,09,,Crazytech,MekaGenMk1,08,14,,EvRStern,,
2983,Mekatron K9 #2983,4350,636.1662874319104,,19,RedOx,Lilac,,,Sandybrown,,ThoronPlasma,,,Whitechip,07,SidePlasmaBeamerGen4,18,,,Rusteez,13,Titanforge,,JMSlabs,,,11,,Crazytech,Superaqua,15,19,,Solomerc,,Zeeta
5037,Mekatron K9 #5037,4351,636.1647053329609,,18,Aero,Oldburgundy,,,Rufous,,Photomatter,,,Pearlesence,13,,10,,,Independence,22,Ridgedtooth,,RedMater,,Psi,07,,Xirdalium,Patspowergen,17,19,,RedCrimson,,
834,Mekatron K9 #834,4352,636.1483744159715,,19,Deeprose,Ultramarineblue,,,Purple,,SolDrive,,,Azulex,12,InvisibleTurret,22,Gamma,,JsGunMetal,19,Brighttech,,Valiant,,,17,,Brownee,Regengenerator,17,24,,EvbHappy,,
1644,Mekatron K9 #1644,4353,636.1236182031855,,19,Pumkin,Gainsboro,,,HeatShieldGenerator,,SolDrive,,Delta,Neochrome,21,CoreBuster,09,,,Illumemrald,07,Mekabin,,BakerLimited,,,21,,GunnerW,Brnztec,20,13,,EvGAnger,,
1947,Mekatron K9 #1947,4354,636.0323674706679,,19,Onyx,Burgundy,,,MicroTopedoBay,,HyperStabalizing,,Delta,CrysalEmerald,11,SidePlasmaBeamerGen4,18,,,LockedNut,09,Jeggernaut,,Crimson,,,16,,Xithricite,StandardParticleGenerator,11,17,,EvG,,
930,Mekatron K9 #930,4355,636.0209228491658,,19,Peach,Icterine,,,HyperJet,,FieldInjection,,,Plates,17,ConcealedPhaser,16,Gamma,,Imperialred,20,Ghost,,RastorNose,,,21,,AndromedaMk1,HalleyTwinHeated,14,15,,AlekseiRedEye,,
5055,Mekatron K9 #5055,4356,636.0094284736268,,19,Pumkin,Celadon,,,DroneBay,,HaddarHyperCore,,,Azulex,15,SideHeadBusterGen3,07,,,Labrynth,17,slyaluminum,,NGtech,,Psi,16,,Cargonite,NanobotGenerator,19,15,,Mystique,,
4904,Mekatron K9 #4904,4357,635.8648430811071,,19,Aero,Xanadu,,,Darktech,,ReactorCoreDrive,,,Copper,11,ClokedTorpedo,09,,,Oxblood,22,Phoenix,,BakerLimited,,Psi,08,,AndromedaMk1,AndromedaBeta,12,20,,EvbStern,,
4544,Mekatron K9 #4544,4358,635.8458016747593,,19,CanonMount,SacramentoStategreen,,,Favulous,,SolDrive,,,Proximitysensor,15,SideHeadBuster,18,,,JsGunMetal,10,Redgiant,,JMSlabs,,Psi,16,,Orichalcum,Superaqua,17,22,,Pearlvision,,
883,Mekatron K9 #883,4359,635.8196557579998,,19,Deepskyblue,Orangeyellow,,,Eminance,,Photomatter,,,Plasmanix,19,ClokedTorpedo,13,Gamma,,JsPMSTech,13,Curvedbayo,,SilionMTech,,,16,,AndromedaMk1,SuperCharger,22,20,,EvbHappy,,
979,Mekatron K9 #979,4360,635.8059798339629,,19,LauncherMount,Rosered,,,SpikeyMk2,,Model25486Core,,,Cdgreen,17,DACannon,19,Gamma,,Plated,09,Ghost,,NazixCube,,,11,,Durium,OldGeneralCorpReplacement,14,19,,DarkShade,,
3619,Mekatron K9 #3619,4361,635.7660214669102,,19,DiveMount,Jasmine,,,Firebrick,,SolDrive,,,Brushedmetal,09,CoreBuster,21,,,Outrageous,22,Goblin,,BakerLimited,,,11,Sigma,Hotrod,StandardCooler,11,10,,AlekseiRedEye,,
5012,Mekatron K9 #5012,4362,635.7426482606157,,19,Scarlet,PrussianBlue,,,OceanicCase,,Protomatter,,,Persianindego,17,CloakedPhotonCanon,12,,,Outrageous,13,Curvedbayo,,JesonPak2,,Psi,14,,Orichalcum,IndieGeneratorM4,16,14,,EvR,,
1632,Mekatron K9 #1632,4363,635.6927514595926,,18,Deepskyblue,AbsoluteZero,,,Darktorquoise,,FieldInjection,,Delta,Savagetech,15,,10,,,Goblin,14,Doubleedged,,RastorNose,,,17,,Xirdalium,HarleyquinGeneratorM2,21,17,,Peace,,
131,Mekatron K9 #131,4364,635.6711437536295,Alpha,19,Onyx,Xanthous,,,OceanicCase,,Mk4Antimater,,,AviraPurple,11,CoreBuster,12,,,JsAzt,12,HellF,,SellaWorks,,,14,,MadscientistTiger,MekaGenMk1,19,10,,EvRHappy,,
3949,Mekatron K9 #3949,4365,635.5876151650467,,19,BrightMount,Orangeyellow,,,OceanicCase,,MatterEngine,,,Andromedamk1,13,ClokedTorpedo,08,,,Mahagony,12,Bevertech,,ColNetwork,,,23,Sigma,Snowy,FlameRingCore,10,14,,Mystique,,
2730,Mekatron K9 #2730,4366,635.3289065948669,,19,Carribiangreen,Mandarin,,,DoubleLayerdShield,,AMHDrive,,,AviraPurple,17,InvisibleTurret,12,,,Darktech,20,Deepocean,,MegaCOre,,,21,,AndromedaMk2,StandardCooler,18,16,,EvGAnger,,Zeeta
384,Mekatron K9 #384,4367,635.2255660275961,,19,Deepskyblue,Acidgreen,,Beta,Cordovian,,ByhzinianCore,,,Doubleplated,12,SidePlasmaBeamerGen4,13,,,LockedNut,16,Alienirisblue,,NazixCube,,,11,,AndromedaMk3,AndromedaAlpha,10,11,,EvGStern,,
2865,Mekatron K9 #2865,4368,635.1724773015812,,19,Royalyellow,Celadon,,,Laserlemon,,ThoronPlasma,,,Pearlesence,12,SideCanon1,08,,,Mektech,07,Mekabin,,Crimson,,,22,,Oceana,LaavParticleGenerator,10,06,,Eagle,,Zeeta
4949,Mekatron K9 #4949,4369,635.1492749835331,,19,AlloyOrange,Acidgreen,,,Dazzled,,StabilizingCore,,,Cordovian,18,ConcealedPhaser,17,,,JsScarlet,19,Datacrunch,,AeroTechz,,Psi,08,,Alientech,LaavParticleGenerator,11,16,,Pearlvision,,
44,Mekatron K9 #44,4370,635.1251782030047,Alpha,19,Deeprose,Erin,,,Laserlemon,,Photomatter,,,Cordovian,23,SideHeadBusterGen2,15,,,Labrynth,06,Deepocean,,JBGroupSense,,,16,,Durium,StandardGeneratorM5,08,07,,MultiVision,,
2541,Mekatron K9 #2541,4371,635.0727723491191,,19,EmraldMount,Viridian,,,Favulous,,HyperStabalizing,,,Andromeda,10,PositronCannon,11,,,Heliotrope,18,Mekatech,,JesonPak2,,,07,,Crazytech,Prussgreen,15,10,,DarkShade,,Zeeta
1796,Mekatron K9 #1796,4372,635.0179386015949,,19,Peach,BabyPink,,,Rufous,,ReinforcedDeuterium,,Delta,Whitechip,13,ConcealedPhaser,10,,,Heliotrope,17,GreenFurry,,JesonPak3,,,20,,Durium,PlasmaDisruptorGenerator,11,20,,EvG,,
1925,Mekatron K9 #1925,4373,635.0175363008677,,19,BrightMount,Seance,,,PunkShield,,MatterEngine,,Delta,Chartreuse,12,ConcealedPhaser,09,,,JsScarlet,17,Doubleedged,,RedMater,,,22,,TheBlues,AngelLabs,12,13,,DarkShade,,
1823,Mekatron K9 #1823,4374,634.9666695882214,,19,Deeprose,Windsortan,,,Rufous,,SolDrive,,Delta,Ivory,16,Communicator,19,,,Goblin,15,Deepocean,,Ringtechmodel2,,,21,,MadscientistTiger,Prussgreen,14,14,,Pearlvision,,
1724,Mekatron K9 #1724,4375,634.8438649886136,,19,UniMount,Mandarin,,,Eminance,,hexDrive,,Delta,Chartreuse,19,RailGun,12,,,JsXTech,20,Aero_ora,,JesonPak3,,,15,,NebulaTiger,MegaElectroConductor,08,16,,EvGHappy,,
3772,Mekatron K9 #3772,4376,634.8138184145461,,19,VMount,Steelblue,,,Citron,,EngineBajaor,,,Novalie,15,InvisibleTurret,10,,,Chiptech,19,Aero_ora,,JesonPak1,,,09,Sigma,Dusteez,Prussgreen,17,16,,EvRAnger,,
4779,Mekatron K9 #4779,4377,634.7073442833496,,19,Amberalloy,QuickSilver,,,Bittersweet,,MatterEngine,,,Orangered,14,ArmorCrackerMK3,21,,,Jonquil,19,Bevertech,,Fiberwheels,,Psi,21,,Inerton,StandardGeneratorM5,08,18,,EvGStern,,
4757,Mekatron K9 #4757,4378,634.5835379631933,,19,SaphireMount,Seagreen,,,Dazzled,,Photomatter,,,Doubleplated,14,PositronCannon,19,,,Jonquil,14,Aero_ora,,JesonPak3,,Psi,10,,AndromedaMk2,BinarySystemCoreMK4,24,15,,EvRAnger,,
1639,Mekatron K9 #1639,4379,634.4008753824859,,19,Amberalloy,Keylime,,,Jade,,ReactorCoreDrive,,Delta,Doubleplated,06,ArmorCrackerMK3,13,,,Pear,18,Brighttech,,Ringtechmodel2,,,22,,Verterium,Shimmer,18,07,,AlekseiRedEye,,
3007,Mekatron K9 #3007,4380,634.3529596947267,,19,Onyx,Keylime,,,Flax,,hexDrive,,,AviraPurple,15,EMPMissile,08,,,Mahagony,14,MetaCor,,BlacksiteLabs,,,19,,Nanite,StandardMekaGenMk4,14,20,,Eveenorm,,Zeeta
3950,Mekatron K9 #3950,4381,634.2632137824241,,19,Persianpink,Icterine,,,Bittersweet,,Overchargedreactor,,,Sand,10,ConcealedPhaser,15,,,Keppel,17,Bevertech,,JesonPak3,,,07,Sigma,Hotrod,Goblin,16,12,,PinkEye,,
1900,Mekatron K9 #1900,4382,634.1279239458295,,19,RedOx,Teal,,,MicroTopedoBay,,Photomatter,,Delta,Amberlin,17,SideHeadBuster,10,,,Independence,07,Redgiant,,RastorNose,,,13,,Savagecrimson,HarleyquinGeneratorM2,09,13,,AlekseiRedEye,,
3065,Mekatron K9 #3065,4383,634.0447215166797,,19,Persianpink,Taupe,,,Teal,,NebulaPlasma,,,Copper,09,ArmorCrackerMK2,06,,,Goblin,12,Curvedbayo,,Crimson,,,15,,Dusteez,StandardParticleGenerator,12,14,,Eagle,,Zeeta
2884,Mekatron K9 #2884,4384,634.0384215082287,,19,Deepskyblue,Tangerine,,,Darkgreen,,FieldInjection,,,Plates,11,SideHeadBusterGen3,22,,,Andromeda,18,Shimmer,,JBGroupSense,,,13,,Cargonite,AeroParticleGenerator,07,07,,EvbStern,,Zeeta
2603,Mekatron K9 #2603,4385,634.0174234281841,,19,Royalyellow,Tuscan,,,OceanicCase,,Protomatter,,,Scarlet,14,DACannon,23,,,Outrageous,16,Titanforge,,AeroTechz,,,14,,Scarletred,AndromedaAlpha,11,09,,EvGHappy,,Zeeta
4809,Mekatron K9 #4809,4386,634.0022309866156,,19,Greymetal,Mandarin,,,Superpink,,EngineAphacentauri,,,Cordovian,10,PositronCannon,11,,,Lapis,09,Brighttech,,RastorNose,,Psi,11,,Vizorian,StandardMekaGenMk5,17,13,,Evangry,,
4712,Mekatron K9 #4712,4387,633.9529207253843,,18,CanonMount,Fieryrose,,,SpikeyMk4,,ReactorCoreDrive,,,Scratched,20,,15,,,JsGunMetal,11,slyaluminum,,BlacksiteLabs,,Psi,11,,AndromedaMk1,NeutronReactor,19,15,,EvRAnger,,
2562,Mekatron K9 #2562,4388,633.927042829581,,19,CanonMount,Queenblue,,,DoubleLayerdShield,,AMHDrive,,,Brmex,12,Communicator,19,,,Steel,12,Soltech,,MegaCOre,,,15,,Scarletred,StandardGeneratorM5,07,22,,Solomerc,,Zeeta
2715,Mekatron K9 #2715,4389,633.8067958431966,,19,UniMount,Gainsboro,,,Darktech,,EngineBajaor,,,Lavender,07,SidePlasmaBeamerGen4,21,,,Jdtech,18,Doubleedged,,PJSNCorpNose,,,09,,Inerton,MekaGenMk1,22,19,,TrippleRed,,Zeeta
582,Mekatron K9 #582,4390,633.6930919360814,,19,TOMount,Xanthous,,,PunkShield,,HyperStabalizing,,,Azulex,16,ArmorCrackerMK4,12,Gamma,,Keppel,16,Shimmer,,GhostTech,,,17,,MadscientistTiger,Orangtech,08,12,,Juggernaut,,
361,Mekatron K9 #361,4391,633.6147102597753,,19,DiveMount,Zomp,,Beta,DoubleLayerdShield,,ReactorCoreDrive,,,Brownee,14,CloakedPhotonCanon,22,,,Plated,13,LittleJoy,,Valiant,,,12,,AndromedaMk3,IndieGeneratorM4,12,23,,BlueEye,,
3127,Mekatron K9 #3127,4392,633.6117156168856,,19,Carribiangreen,Teal,,,Citron,,NutrenoReactor,,,Jupmax,17,SidePlasmaBeamerM2,19,,,Goblin,07,Honolu,,NazixCube,,,18,,Crazytech,AndromedaBeta,12,17,,EvR,,Zeeta
3588,Mekatron K9 #3588,4393,633.5400155885391,,19,Sepia,Mandarin,,,Favulous,,MatterEngine,,,Andromeda,15,SideCanon1,08,,,JsBluend,15,Bevertech,,NGtechmodel3,,,14,Sigma,DesertSquad,GayanNetwork,11,16,,Forcelabs,,
3612,Mekatron K9 #3612,4394,633.3795125881167,,19,Oldmauve,Nadeshikopink,,,Brushedcu,,Protomatter,,,Panishviridian,17,ArmorCrackerMK4,21,,,Aeroal,23,MetaCor,,CanvortLabs,,,16,Sigma,GoGreen,Patspowergen,12,21,,BuyangLabs,,
859,Mekatron K9 #859,4395,633.339384416534,,19,KillerMount,RadicalRed,,,DoubleLayerdShield,,EngineAphacentauri,,,Panishviridian,07,PositronRG,12,Gamma,,Pear,18,Ghost,,GhostTech,,,12,,Xithricite,StandardMekaGenMk3,16,20,,DarkShade,,
529,Mekatron K9 #529,4396,633.2603012195405,,19,Onyx,SacramentoStategreen,,,Cordovian,,MatterEngine,,,Orangered,17,ConcealedPhaser,15,Gamma,,Mahagony,14,KissofDeath,,NGtech,,,11,,Rusteez,GayanNetwork,08,22,,TrippleRed,,
1976,Mekatron K9 #1976,4397,633.1081596394706,,19,SaphireMount,Xanadu,,,Cordovian,,TacheonReactor,,Delta,Doubleplated,20,InvisibleTurret,14,,,JsPMSTech,17,Datacrunch,,Valiant,,,07,,Scarletred,ParticleGeneratorGen2,19,16,,Juggernaut,,
899,Mekatron K9 #899,4398,633.1054269966709,,19,LauncherMount,Mandarin,,,Purple,,ReinforcedDeuterium,,,Savagetech,13,InvisibleTurret,19,Gamma,,JsPMSTech,21,Mekabin,,CanvortLabs,,,21,,Nanite,Superaqua,07,17,,Mystique,,
3,Mekatron K9 #3,4399,632.8903205087577,Alpha,19,TOMount,Acidgreen,,,SpikeyMk2,,DualInjection,,,Mystique,11,ConcealedPhaser,23,,,Andromeda,14,Sharlet,,JesonPak3,,,17,,NebulaTiger,MegaElectroConductor,12,13,,EvR,,
895,Mekatron K9 #895,4400,632.8754268369408,,19,AlloyOrange,Byzantium,,,Deepsaferon,,ThoronPlasma,,,Goblin,13,InvisibleTurret,10,Gamma,,JsScarlet,09,Aero_ora,,JesonPak2,,,22,,Savagecrimson,StandardParticleGenerator,09,11,,EvGAnger,,
4983,Mekatron K9 #4983,4401,632.8468252021514,,19,CanonMount,Nadeshikopink,,,Purple,,HiveDrive,,,Gold,19,SideHeadBusterGen3,22,,,Rusteez,19,slyaluminum,,Ringtechmodel2,,Psi,15,,Arsonium,ParticleGeneratorGen2,22,08,,AlekseiRedEye,,
1907,Mekatron K9 #1907,4402,632.8161914082348,,19,Aero,Queenblue,,,DroneBay,,Mk4Antimater,,Delta,Brushedmetal,12,ClokedTorpedo,07,,,JsBluend,14,Doubleedged,,SSCorp,,,20,,Verterium,StandardMekaGenMk5,19,13,,EvbHappy,,
928,Mekatron K9 #928,4403,632.7038485366226,,18,BlueHexMount,Teal,,,Laserlemon,,Photomatter,,,Lavender,13,,21,Gamma,,Pear,12,Sharlet,,HashCorp,,,22,,AndromedaMk1,StandardMekaGenMk5,13,07,,Evangry,,
4023,Mekatron K9 #4023,4404,632.6259139428987,,19,Pumkin,Neonorange,,,Timberwolf,,Mk4Antimater,,,Gold,21,EMPMissile,18,,,Independence,14,Datacrunch,,JesonPak1,,,10,Sigma,AndromedaMk2,NanobotGenerator,11,14,,TrippleRed,,
