ID,Name,Rank,Rarity_Score,Agility,Armor,Attributes,Aura,Background,Body,Eye,Face,Force,Helmet,Intelligence,Jewelry,Mouth,Rank,Scar,Type
244,TezoTrooperz #244,1352,345.830786558712,90,Cowboy Orange,14,Green,Background Line Blue,Body 2,Eyes 1 Red,Mask Skull Yellow,95,Ronin Blue,60,Viking Gold,Mouth 5,Warrior,Scar 5,
599,TezoTrooperz #599,1353,345.0929369178247,90,Viking Gold,13,,Background Line Red,Body 4,Eyes 2 Green,Cowboy Mustache White,95,Hairs 5 Brown,60,Massai Blackmetal,Mouth 2,Warrior,Scar 6,
1313,TezoTrooperz #1313,1354,345.045962249086,80,Ghost Gold,14,Pink,Background Gradient Orange,Body 1,Eyes 2 Green,Cowboy Beard _ Mustache Blond Light,90,Hairs 2 Brown,80,Massai White,Mouth 5,Troop Leader,Scar 2,
511,TezoTrooperz #511,1355,344.62196775677063,85,Ronin Gold,11,,Background Gradient Orange,Body 4 Viking Blue,Eyes 2 Brown,,90,Viking Green,70,Whitcher Medaillon,Mouth 3,Long Range,,
470,TezoTrooperz #470,1356,344.134748986478,85,Viking Blue,13,Red,Background Motif Gradient Red,Body 2,Eyes 2 Red,Viking Mustache LightBlond,90,Viking Blue,70,Bullet,Mouth 3,Long Range,,
1099,TezoTrooperz #1099,1357,343.57743335293856,90,Mercenary Orange,12,,Background Line Green,Body 1,Eyes Cyber 3,Viking Mustache Brown,95,Ronin Blue,60,Massai Gold,Mouth 4,Warrior,,
172,TezoTrooperz #172,1358,343.47840247407925,85,Ronin Gold,13,,Background GradientNoise Blue,Body 3,Eyes 2 Blue,Cowboy Mustache Blond,90,Ghost Green,70,Military Plate Futurist Blue,Mouth 4,Long Range,Scar 10,
1418,TezoTrooperz #1418,1359,343.39003146660366,90,Viking Black,14,White,Background Gradient Blue,Body 3,Eyes 2 Yellow,Viking Beard _ Mustache Black,95,Hairs 4 White,60,Massai Gold,Mouth 4,Warrior,Scar 10,
500,TezoTrooperz #500,1360,343.3717727697735,85,SpecialForce Blue,13,Purple,Background Gradient Orange,Body 1,Eyes 1 White,Viking Mustache Brown,90,Hairs1 Light Blond,70,,Mouth 3,Long Range,Scar 9,
1143,TezoTrooperz #1143,1361,343.05088966517025,85,Cowboy Black,12,,Background Gradient DeepBlue,Body 2,Eyes 2 Yellow,MakeUp Indian White 1,90,Ronin Red,70,,Mouth 1,Long Range,Scar 3,
96,TezoTrooperz #96,1362,342.8544235045289,85,Geisha Black,13,Pink,Background Gradient Yellow,Body 1,Eyes 4 Yellow,,90,Hairs 4 White,70,Viking Metal,Mouth 5,Long Range,Scar 9,
848,TezoTrooperz #848,1363,342.0906347240733,90,Cowboy Blue,14,Pink,Background Gradient Green,Body 1,Eyes 2 Green,Cowboy Mustache Brown,95,Samurai Oni Gold,60,Plate LongRange,Mouth 4,Warrior,Scar 2,
1587,TezoTrooperz #1587,1364,341.5007886187252,75,Ronin Purple,13,,Background Gradient Orange,Body 2,Eyes 1 Yellow,Viking Beard _ Mustache Black,90,Hairs 3 White,85,Massai White,Mouth 1,King,Scar 2,
1547,TezoTrooperz #1547,1365,341.0789366207013,90,Cowboy Gold,14,Blue,Background Gradient Yellow,Body 1,Eyes 2 Blue,Viking Mustache Brown,95,Hairs1 White,60,Massai Gold,Mouth 3,Warrior,Scar 8,
1580,TezoTrooperz #1580,1366,341.00310505676447,85,Ghost Brown,13,,Background Motif Orange,Body 4,Eyes 3 Blue,Viking Beard _ Mustache LightBlond,90,Hairs1 White,70,Plate LongRange,Mouth 1,Long Range,Scar 5,
1130,TezoTrooperz #1130,1367,340.9607317445822,90,Mercenary Cape Red,12,,Background Line Green,Body 4,Eyes 3 Green,,95,Hairs 4 Blond,60,Logo Gold,Mouth 3,Warrior,Scar 10,
196,TezoTrooperz #196,1368,340.6837412197638,80,Samurai Red,13,,Background Gradient Yellow,Body 3,Eyes 2 Yellow,Commando Mustache Blond,90,Hairs 3 Black,80,Bullet,Mouth 2,Troop Leader,Scar 7,
1085,TezoTrooperz #1085,1369,340.5796947613455,80,CowboyGear Red,13,,Background Motif Yellow,Body 1,Eyes 3 Yellow,MakeUp Massai Yellow 1,90,Hairs 3 Blond,80,Logo Gold,Mouth Toothpick,Troop Leader,Scar 2,
1446,TezoTrooperz #1446,1370,340.5152385244008,90,Cowboy Gold,11,,Background Gradient Blue,Body 3 Massai Blue,Eyes 1 Yellow,,95,Hairs 4 White,60,,Mouth 3,Warrior,Scar 9,
399,TezoTrooperz #399,1371,340.51214782848865,85,SpecialForce Black,14,Green,Background Gradient Green,Body 2,Eyes 1 Green,Mask Skull Yellow,90,CowboyHat Gold,70,Bullet White,Mouth 2,Long Range,Scar 9,
1209,TezoTrooperz #1209,1372,339.754968779593,90,Viking Green,14,White,Background GradientNoise Yellow,Body 1,Eyes 2 Brown,Cowboy Mustache Blond,95,CowboyHat Orange,60,Massai White,Mouth 5,Warrior,Scar 6,
66,TezoTrooperz #66,1373,338.3176428466511,90,Viking Yellow,13,Pink,Background Gradient Red,Body 3 Viking Blue,Eyes 2 Green,,95,Hairs 5 Black,60,Viking Gold,Mouth 2,Warrior,Scar 3,
758,TezoTrooperz #758,1374,337.99950608463024,85,CowboyGear Orange,12,,Background Motif Red,Body 2,Eyes 2 Blue,MakeUp Viking Black 2,90,Hairs 3 Brown,70,Viking Metal,Mouth Angry,Long Range,,
1172,TezoTrooperz #1172,1375,337.81918979842874,90,SpecialForce Gold,13,,Background GradientNoise Blue,Body 3,Eyes 1 Yellow,Mask Skull Blue,95,SpecialForce Base,60,Bullet Gold,Mouth 4,Warrior,Scar 2,
947,TezoTrooperz #947,1376,336.38124855512206,90,Ronin Black,14,Pink,Background Gradient Red,Body 1,Eyes 1 Green,MakeUp Indian Purple 2,95,Hairs 3 White,60,Bullet Gold,Mouth 2,Warrior,Scar 7,
203,TezoTrooperz #203,1377,335.96349817208153,90,Viking Blue,13,,Background Motif Gradient Red,Body 4,Eyes 4 Blue,MakeUp Viking Black 1,95,Hairs 2 Black,60,Viking Blackmetal,Mouth 3,Warrior,Scar 7,
853,TezoTrooperz #853,1378,334.92590885457685,90,Cowboy Red,12,,Background Grayscale01,Body 4,Eyes 4 Brown,,95,Ronin Red,60,Ronin Blue,Mouth 1,Warrior,Scar 4,
241,TezoTrooperz #241,1379,334.828520379974,85,Ronin Purple,13,,Background Line Purple,Body 1,Eyes 2 Blue,Viking Beard _ Mustache Black,90,Samurai Oni Gold,70,Viking Gold,Mouth 2,Long Range,Scar 7,
1262,TezoTrooperz #1262,1380,334.6127901869683,85,Ronin Black,14,Pink,Background Line Orange,Body 1,Eyes 1 Brown,Mask Yellow,90,Hairs1 Blond,70,Viking Blackmetal,Mouth 2,Long Range,Scar 8,
770,TezoTrooperz #770,1381,334.3744710010584,90,Ghost Grey,14,Yellow,Background Motif Purple,Body 3,Eyes Cyber 3,Mask Green,95,Ronin Black,60,Bullet White,Mouth 3,Warrior,Scar 1,
846,TezoTrooperz #846,1382,334.2141314751627,90,Cowboy Blue,14,Blue,Background Gradient Orange,Body 4,Eyes 3 Blue,Mask Blue,95,Ghost Grey,60,Viking Metal,Mouth 5,Warrior,Scar 7,
1426,TezoTrooperz #1426,1383,334.15838859855097,90,CowboyGear Blue,13,,Background Gradient Blue,Body 1 Massai White,Eyes Cyber 1,Mask Yellow,95,Hairs 2 Black,60,Viking White,Mouth 3,Warrior,Scar 7,
412,TezoTrooperz #412,1384,334.05314695753486,90,CowboyGear Red,12,,Background Motif Green,Body 1 Viking Red,Eyes 1 Blue,,95,Hairs 1 Blond,60,Viking Metal,Mouth 1,Warrior,Scar 2,
972,TezoTrooperz #972,1385,332.81307103489024,85,Ghost Brown,12,,Background Motif Yellow,Body 2 Massai Brown,Eyes 1 Green,,90,Hairs 3 White,70,Military Plate Futurist Blue,Mouth 4,Long Range,Scar 3,
440,TezoTrooperz #440,1386,332.574213718163,90,CowboyGear Blue,13,,Background GradientNoise Yellow,Body 3,Eyes 1 Red,Mask Skull Blue,95,Hairs 2 Brown,60,Military Plate Futurist Yellow,Mouth 5,Warrior,Scar 2,
1506,TezoTrooperz #1506,1387,331.89211579570826,85,Viking Yellow,13,Green,Background Gradient Red,Body 4,Eyes 1 Brown,,90,Hairs 4 Orange,70,Logo Black,Mouth 2,Long Range,Scar 5,
1526,TezoTrooperz #1526,1388,331.86614929386036,90,Ronin Black,12,,Background Line Orange,Body 1,Eyes 4 Yellow,,95,Hairs 3 Orange,60,Viking Blackmetal,Mouth 4,Warrior,Scar 1,
1414,TezoTrooperz #1414,1389,331.7310297354771,75,Cowboy Blue,14,Pink,Background Gradient Green,Body 1,Eyes 1 Yellow,Commando Mustache Brown,90,Hairs 4 Brown,85,Viking Blackmetal,Mouth 2,King,Scar 8,
1213,TezoTrooperz #1213,1390,330.2629700842983,90,Cowboy Gold,13,,Background GradientNoise Blue,Body 2,Eyes 2 Brown,Viking Mustache LightBlond,95,Cowboy Black,60,Viking Gold,Mouth 4,Warrior,Scar 10,
1045,TezoTrooperz #1045,1391,329.55455622572964,85,Indian Blue,13,,Background Gradient Blue,Body 4,Eyes 2 Blue,Mask Blue,90,Hairs 3 Brown,70,Neck White,Mouth 4,Long Range,Scar 10,
410,TezoTrooperz #410,1392,329.26225731361995,90,Cowboy Gold,13,,Background GradientNoise Green,Body 1,Eyes 3 Yellow,MakeUp Viking Blue 2,95,Hairs 1 Brown,60,Ronin Blue,Mouth 4,Warrior,Scar 7,
1494,TezoTrooperz #1494,1393,329.15153151931156,90,CowboyGear Blue,13,,Background Gradient Orange,Body 1,Eyes Cyber 1,Mask Blue,95,Cowboy Black,60,Plate LongRange,Mouth 2,Warrior,Scar 3,
464,TezoTrooperz #464,1394,328.1026557879071,90,Geisha Gold,12,,Background Line Purple,Body 2,Eyes Cyber 8,,95,Hairs 5 Blond,60,Plate LongRange,Mouth 4,Warrior,Scar 1,
421,TezoTrooperz #421,1395,327.5089884227534,85,Ronin Blue,14,Green,Background GradientNoise Yellow,Body 2,Eyes 2 Green,Mask Skull Red,90,Hairs1 Blond,70,Viking White,Mouth 1,Long Range,Scar 2,
1366,TezoTrooperz #1366,1396,327.29815218987227,80,Ghost Gold,11,,Background Motif Green,Body 4,Eyes 2 Blue,Mask Skull Red,90,Cowboy Red,80,,Mouth 2,Troop Leader,,
1039,TezoTrooperz #1039,1397,327.1619340314614,85,Cowboy Red,11,,Background Motif Purple,Body 3,Eyes 1 Blue,Mask Base,90,Hairs 4 Light Blond,70,,Mouth 3,Long Range,,
850,TezoTrooperz #850,1398,326.9601229138638,85,SpecialForce Orange,14,Pink,Background Motif Orange,Body 4,Eyes 1 Blue,Viking Beard _ Mustache LightBlond,90,Hairs 3 Brown,70,Plate Warrior,Mouth 4,Long Range,Scar 4,
1165,TezoTrooperz #1165,1399,326.7029290932283,90,Ghost Black,12,,Background Gradient Orange,Body 3 Viking Black,Eyes 2 Blue,,95,Viking Blue,60,Whitcher Medaillon,Mouth 2,Warrior,Scar 7,
447,TezoTrooperz #447,1400,326.61685232833725,90,Ghost Green,13,,Background Line Green,Body 1,Eyes 3 Yellow,Mask Skull Red,95,Hairs 4 White,60,Military Plate Futurist Red,Mouth 2,Warrior,Scar 1,
499,TezoTrooperz #499,1401,325.7200599328671,85,Viking Blue,13,,Background Line Red,Body 3,Eyes 3 Brown,Commando Mustache Brown,90,Hairs 2 Light Blond,70,Massai White,Mouth 5,Long Range,Scar 7,
1553,TezoTrooperz #1553,1402,325.52305920569825,90,Viking Green,12,,Background Motif Gradient Red,Body 2,Eyes 3 Blue,Cowboy Beard _ Mustache Blond Light,95,Hairs1 Light Blond,60,,Mouth 2,Warrior,Scar 10,
564,TezoTrooperz #564,1403,325.010404180155,90,SpecialForce Gold,11,,Background GradientNoise Yellow,Body 3 Fanatic Blue,Eyes 1 Green,,95,Hairs 4 Black,60,Bullet Gold,Mouth 2,Warrior,,
1342,TezoTrooperz #1342,1404,324.7660679794538,85,Viking Green,13,,Background Gradient DeepBlue,Body 2,Eyes 3 Brown,MakeUp Indian Purple 1,90,Hairs 3 Brown,70,Plate LongRange,Mouth 4,Long Range,Scar 5,
47,TezoTrooperz #47,1405,324.23784253745185,90,Viking Blue,12,,Background Gradient Yellow,Body 3,Eyes 3 Brown,,95,Hairs 4 Orange,60,Viking White,Mouth Smoke,Warrior,Scar 2,
2,TezoTrooperz #2,1406,324.20197147056376,90,Viking Black,13,White,Background Gradient Red,Body 1,Eyes 3 Yellow,,95,Cowboy Orange,60,Ronin Gold,Mouth Toothpick,Warrior,Scar 7,
953,TezoTrooperz #953,1407,324.13307925815616,90,Ronin Gold,13,,Background Motif Red,Body 3,Eyes Cyber 3,Mask Skull Blue,95,Hairs 5 Black,60,Viking White,Mouth 3,Warrior,Scar 3,
36,TezoTrooperz #36,1408,323.57788388455486,85,Samurai Green,13,,Background Gradient Yellow,Body 1,Eyes 1 Yellow,Mask Blue,90,Ghost Black,70,Viking Gold,Mouth 4,Long Range,Scar 10,
1124,TezoTrooperz #1124,1409,323.3184295812942,85,Ghost Gold,11,,Background Motif Gradient Blue,Body 3 Massai Yellow 2,Eyes 2 Yellow,,90,Hairs 4 White,70,,Mouth 1,Long Range,Scar 6,
1602,TezoTrooperz #1602,1410,322.941541907147,75,CowboyGear Blue,13,Pink,Background Motif Red,Body 3,Eyes 1 Blue,Viking Mustache Brown,90,Ghost Brown,85,Logo Gold,Mouth 4,King,,
1273,TezoTrooperz #1273,1411,322.8658657250384,90,CowboyGear Blue,13,,Background GradientNoise Blue,Body 2,Eyes 3 Blue,Mask Blue,95,Samurai Oni Black,60,Viking White,Mouth 5,Warrior,Scar 5,
1074,TezoTrooperz #1074,1412,322.8009386125919,90,Cowboy Red,13,,Background Gradient Orange,Body 4,Eyes 4 Blue,MakeUp Viking Blue 3,95,Hairs 2 Black,60,Neck Gold,Mouth Gold,Warrior,Scar 5,
1163,TezoTrooperz #1163,1413,322.090048186054,85,Ghost Gold,12,,Background Gradient Blue,Body 3 Viking White,Eyes 3 Blue,,90,CowboyHat Orange,70,Viking White,Mouth 1,Long Range,Scar 3,
1212,TezoTrooperz #1212,1414,321.0652055714977,85,Ronin Red,12,,Background Gradient Green,Body 4 Viking White,Eyes 3 Yellow,Mask Green,90,Hairs 4 Black,70,Logo Gold,Mouth 3,Long Range,,
369,TezoTrooperz #369,1415,320.71541452665474,90,Ronin Black,13,,Background Gradient Orange,Body 4,Eyes 1 Yellow,Mask Skull Red,95,Hairs1 Light Blond,60,Viking Metal,Mouth 4,Warrior,Scar 7,
222,TezoTrooperz #222,1416,319.8792153978929,90,Ghost Gold,11,,Background Motif Orange,Body 3 Massai Yellow 2,Eyes 4 Blue,,95,Hairs 5 Brown,60,,Mouth 5,Warrior,Scar 6,
58,TezoTrooperz #58,1417,319.8698727451867,90,Cowboy Gold,11,,Background Gradient Green,Body 1,Eyes 1 Blue,Viking Beard _ Mustache Black,95,Ghost Gold,60,,Mouth 4,Warrior,,
546,TezoTrooperz #546,1418,319.1800413529747,90,Mercenary Orange,13,,Background GradientNoise Blue,Body 4,Eyes 2 Green,Mask Skull Yellow,95,Ronin Blue,60,Logo Grey,Mouth 4,Warrior,Scar 3,
1437,TezoTrooperz #1437,1419,319.16030608756586,80,Commando Green,12,,Background Gradient Red,Body 1,Eyes 2 Yellow,,90,Hairs 3 White,80,Massai Blackmetal,Mouth 2,Troop Leader,Scar 4,
449,TezoTrooperz #449,1420,318.8286388510868,90,Viking Gold,12,,Background GradientNoise Yellow,Body 1,Eyes 4 Brown,MakeUp Viking Blue 3,95,CowboyHat Gold,60,Neck Gold,Mouth 3,Warrior,,
792,TezoTrooperz #792,1421,317.99078822648346,85,Ronin Blue,13,,Background GradientNoise Yellow,Body 4,Eyes 1 Brown,Mask Red,90,Hairs 6 White,70,Plate Warrior,Mouth 4,Long Range,Scar 1,
436,TezoTrooperz #436,1422,317.9510415892083,85,Cowboy Black,13,,Background Gradient Yellow,Body 2,Eyes 3 Brown,Viking Mustache Blond,90,Hairs1 Blond,70,Logo Gold,Mouth 3,Long Range,Scar 2,
156,TezoTrooperz #156,1423,317.78382792646977,90,Ronin Red,13,,Background Gradient Yellow,Body 1,Eyes 1 Brown,Viking Mustache Brown,95,Hairs1 Light Blond,60,Military Plate Futurist Red,Mouth 4,Warrior,Scar 4,
877,TezoTrooperz #877,1424,317.5763005487798,90,Cowboy Gold,13,,Background Line Green,Body 3,Eyes Cyber 5,Cowboy Mustache Light Blond,95,Hairs 4 Brown,60,Bullet White,Mouth 5,Warrior,Scar 7,
384,TezoTrooperz #384,1425,317.1387156617449,90,Cowboy Blue,13,Pink,Background Gradient Orange,Body 1,Eyes 1 Green,Cowboy Beard _ Mustache Blond Light,95,Cowboy Blue,60,Military Plate Futurist Blue,Mouth 1,Warrior,,
60,TezoTrooperz #60,1426,317.0918685168831,90,Cowboy Gold,12,,Background Legend Yellow,Body 3,Eyes 3 Brown,,95,Hairs 5 Blond,60,Bullet White,Mouth 5,Warrior,Scar 5,
18,TezoTrooperz #18,1427,316.80886138095565,85,CowboyGear Black,13,,Background Motif Yellow,Body 1,Eyes 1 Brown,Cowboy Beard _ Mustache Blond,90,Hairs 4 Black,70,Bullet Gold,Mouth 3,Long Range,Scar 5,
1400,TezoTrooperz #1400,1428,316.571263692212,85,Indian Blue,12,,Background Motif Green,Body 2,Eyes 3 Green,,90,Hairs 1 Red,70,Bullet White,Mouth Gold,Long Range,Scar 6,
1073,TezoTrooperz #1073,1429,316.0341092785412,80,Viking Gold,12,Pink,Background Gradient Yellow,Body 4,Eyes Cyber 8,,90,SpecialForce Gold,80,,Mouth 2,Troop Leader,Scar 2,
1205,TezoTrooperz #1205,1430,315.3657952547666,85,Commando Green,13,Green,Background Gradient Orange,Body 3,Eyes 1 Blue,,90,Hairs 4 Brown,70,Bullet,Mouth 2,Long Range,Scar 6,
991,TezoTrooperz #991,1431,314.6980501424637,80,Viking Green,11,,Background Gradient Orange,Body 3,Eyes 2 White,,90,Ghost Brown,80,Ronin Gold,Mouth Gold,Troop Leader,,
545,TezoTrooperz #545,1432,313.5924419444539,85,Ghost Black,13,,Background Line Purple,Body 1,Eyes 4 Yellow,MakeUp Viking Blue 3,90,Hairs 3 Blond,70,Viking Metal,Mouth 3,Long Range,Scar 4,
682,TezoTrooperz #682,1433,313.13490554277945,85,Ronin Purple,13,,Background Line Orange,Body 1,Eyes 3 Blue,MakeUp Massai Yellow 2,90,Ronin Red,70,Plate Warrior,Mouth 5,Long Range,Scar 7,
27,TezoTrooperz #27,1434,312.8109202978615,85,Cowboy Black,13,,Background GradientNoise Blue,Body 1,Eyes 3 Blue,MakeUp Indian White 3,90,Ghost Brown,70,Viking Metal,Mouth 1,Long Range,Scar 8,
1011,TezoTrooperz #1011,1435,312.8015959039403,90,Ronin Purple,12,,Background Motif Purple,Body 4,Eyes 1 Red,Mask White Gold,95,,60,Viking Gold,Mouth 4,Warrior,Scar 3,
589,TezoTrooperz #589,1436,312.6565964080465,85,CowboyGear Orange,13,,Background Line Orange,Body 4,Eyes Cyber 4,Cowboy Mustache Blond,90,Hairs 5 Black,70,Viking Gold,Mouth 4,Long Range,Scar 6,
1475,TezoTrooperz #1475,1437,312.2399150718523,85,Ghost Black,13,,Background Line Purple,Body 4,Eyes 2 Brown,MakeUp Indian White 2,90,Hairs 5 Brown,70,Neck Gold,Mouth 3,Long Range,Scar 10,
858,TezoTrooperz #858,1438,312.1454114091854,90,CowboyGear Blue,13,,Background Line Green,Body 1,Eyes 1 Red,Mask Green,95,Hairs 4 Blond,60,Military Plate Futurist Blue,Mouth 1,Warrior,Scar 9,
129,TezoTrooperz #129,1439,311.53287747766893,90,Cowboy Orange,13,Blue,Background Gradient Blue,Body 3 CyberSkin,Eyes 1 Yellow,,95,Hairs 3 White,60,Viking Gold,Mouth Angry,Warrior,Scar 9,
677,TezoTrooperz #677,1440,310.67702705015125,90,Viking Yellow,12,,Background Line Green,Body 3,Eyes Cyber 1,Mask Blue,95,SpecialForce Blue,60,Viking Blackmetal,Mouth 3,Warrior,,
231,TezoTrooperz #231,1441,310.4207042355433,90,Cowboy Gold,12,,Background Gradient Orange,Body 3,Eyes 2 Yellow,Cowboy Mustache Black,95,Hairs 2 Black,60,Massai Gold,Mouth 2,Warrior,,
1087,TezoTrooperz #1087,1442,309.821916726314,85,Viking Gold,12,,Background Gradient Red,Body 4,Eyes 2 Blue,Viking Mustache White,90,Hairs 2 Light Blond,70,Plate Warrior,Mouth 3,Long Range,,
1251,TezoTrooperz #1251,1443,309.48590709131867,90,Ronin Red,13,,Background Gradient Blue,Body 2,Eyes 3 Blue,Cowboy Beard _ Mustache Blond Light,95,Viking Black,60,Viking White,Mouth 4,Warrior,Scar 5,
798,TezoTrooperz #798,1444,308.63353868888464,85,Ronin Red,13,Pink,Background Grayscale01,Body 1,Eyes 2 Green,,90,Ronin Black,70,Plate LongRange,Mouth 5,Long Range,Scar 3,
288,TezoTrooperz #288,1445,308.5778977836231,85,Ronin Red,13,,Background Gradient Red,Body 2,Eyes 3 Brown,Cowboy Beard _ Mustache Blond Light,90,SpecialForce Blue,70,Bullet,Mouth 4,Long Range,Scar 1,
539,TezoTrooperz #539,1446,308.20887804339696,90,CowboyGear Black,13,Green,Background Gradient DeepBlue,Body 1,Eyes 3 Yellow,Viking Mustache LightBlond,95,Ghost Brown,60,Bullet,Mouth 4,Warrior,,
1535,TezoTrooperz #1535,1447,307.3966926654502,85,Ronin Purple,13,,Background GradientNoise Green,Body 1,Eyes 3 Blue,MakeUp Viking Blue 2,90,CowboyHat Orange,70,Neck Gold,Mouth Toothpick,Long Range,Scar 5,
1245,TezoTrooperz #1245,1448,307.33571820799995,90,Ronin Blue,13,,Background GradientNoise Yellow,Body 1,Eyes 1 Red,Viking Beard _ Mustache Blond,95,CowboyHat Gold,60,Massai Blackmetal,Mouth 4,Warrior,Scar 3,
1452,TezoTrooperz #1452,1449,307.0314822168175,90,SpecialForce Black,12,Red,Background GradientNoise Blue,Body 4,Eyes Cyber 2,,95,Ghost Brown,60,Ronin Blue,Mouth Angry,Warrior,,
344,TezoTrooperz #344,1450,307.0254357361105,85,SpecialForce Orange,12,,Background Gradient Red,Body 1,Eyes Cyber 4,,90,Ghost Gold,70,Bullet Gold,Mouth Smoke,Long Range,Scar 9,
903,TezoTrooperz #903,1451,306.90868679917116,85,SpecialForce Blue,12,,Background Gradient Red,Body 4 Viking Blue,Eyes 2 Green,Viking Beard _ Mustache LightBlond,90,,70,Logo Black,Mouth 3,Long Range,Scar 5,
916,TezoTrooperz #916,1452,306.4746957141777,85,CowboyGear Black,13,,Background Line Orange,Body 4,Eyes Cyber 4,Viking Beard _ Mustache Blond,90,Hairs 3 Brown,70,Logo Gold,Mouth 3,Long Range,Scar 7,
1094,TezoTrooperz #1094,1453,306.1409143249769,90,Viking Black,11,,Background Gradient Yellow,Body 4,Eyes Cyber 2,,95,Hairs 1 Brown,60,Ronin White,Mouth Angry,Warrior,,
1401,TezoTrooperz #1401,1454,305.6884339911029,90,Ghost Green,12,,Background Gradient Green,Body 3,Eyes 4 Blue,MakeUp CowBoy Black,95,Hairs 5 White,60,,Mouth 2,Warrior,Scar 8,
1318,TezoTrooperz #1318,1455,305.6239499027686,80,Ronin Purple,12,,Background Gradient Yellow,Body 3 CyberSkin,Eyes 2 Brown,,90,Hairs 4 Black,80,Neck Blackmetal,Mouth 3,Troop Leader,Scar 10,
1267,TezoTrooperz #1267,1456,305.56127972721816,85,Ronin Blue,13,,Background GradientNoise Yellow,Body 4,Eyes 2 Brown,Cowboy Beard _ Mustache Blond,90,Hairs 4 Brown,70,Massai White,Mouth 5,Long Range,Scar 4,
522,TezoTrooperz #522,1457,304.3510352063024,90,SpecialForce Base,14,Green,Background Gradient Red,Body 4,Eyes 2 Blue,Cowboy Beard _ Mustache Blond Light,95,Viking Green,60,Viking Gold,Mouth 1,Warrior,Scar 7,
1103,TezoTrooperz #1103,1458,303.6801573735081,90,Viking Yellow,12,,Background Line Purple,Body 2,Eyes 2 Blue,Commando Beard _ Mustache Brown,95,Hairs 2 Blond,60,Plate LongRange,Mouth 1,Warrior,,
1144,TezoTrooperz #1144,1459,302.48575329835387,90,Cowboy Orange,14,Red,Background Gradient Blue,Body 1,Eyes 3 Green,Cowboy Mustache Brown,95,Hairs 3 Blond,60,Massai Gold,Mouth 1,Warrior,Scar 3,
1189,TezoTrooperz #1189,1460,302.3868656142487,85,Ghost Grey,12,,Background Motif Gradient Blue,Body 3,Eyes 4 Brown,,90,Hairs 4 White,70,Ronin White,Mouth Toothpick,Long Range,Scar 10,
423,TezoTrooperz #423,1461,302.1748948486838,80,CowboyGear Orange,13,,Background Motif Gradient Red,Body 4,Eyes 2 Green,Mask Base,90,Hairs 5 Brown,80,Viking Gold,Mouth 1,Troop Leader,Scar 3,
1049,TezoTrooperz #1049,1462,302.15552910470984,85,SpecialForce Green,14,Red,Background Motif Purple,Body 1,Eyes 2 Blue,Viking Mustache Blond,90,Hairs 4 Brown,70,Plate LongRange,Mouth 4,Long Range,Scar 6,
729,TezoTrooperz #729,1463,301.84187107641424,85,CowboyGear Orange,11,,Background Gradient Blue,Body 2 Viking Red,Eyes 2 Blue,,90,Hairs 4 Brown,70,Viking Gold,Mouth Angry,Long Range,,
1453,TezoTrooperz #1453,1464,301.4077027106959,90,Viking Green,13,Red,Background Line Green,Body 4,Eyes 2 Green,Cowboy Mustache Light Blond,95,Hairs1 Brown,60,Massai Gold,Mouth 3,Warrior,,
1186,TezoTrooperz #1186,1465,301.3608754510607,90,Ronin Black,13,Yellow,Background Motif Purple,Body 2,Eyes 2 Blue,Commando Mustache Blond,95,Hairs 5 Blond,60,Massai Gold,Mouth 5,Warrior,,
658,TezoTrooperz #658,1466,301.1779596371736,90,CowboyGear Gold,12,,Background Gradient Green,Body 1,Eyes 1 Green,,95,Hairs 1 Black,60,Ronin White,Mouth 5,Warrior,Scar 4,
271,TezoTrooperz #271,1467,300.9838198936805,85,Ronin Gold,12,,Background Motif Gradient Red,Body 3,Eyes 3 Blue,,90,Cowboy Black,70,Viking Gold,Mouth 2,Long Range,Scar 8,
1254,TezoTrooperz #1254,1468,300.79643165909147,85,Ghost Brown,14,Green,Background Gradient DeepBlue,Body 1,Eyes Cyber 2,Viking Beard _ Mustache Blond,90,Hairs 5 Blond,70,Viking Gold,Mouth 5,Long Range,Scar 1,
752,TezoTrooperz #752,1469,300.776241804994,85,Ronin Blue,12,,Background Line Purple,Body 2 Massai Brown,Eyes 3 Brown,,90,Hairs 5 Blond,70,Viking Metal,Mouth Toothpick,Long Range,Scar 8,
730,TezoTrooperz #730,1470,300.53883620416,85,Viking Blue,12,,Background Gradient Red,Body 1,Eyes 1 White,Mask Yellow,90,Ghost Black,70,,Mouth 2,Long Range,Scar 6,
274,TezoTrooperz #274,1471,300.5256946503591,85,Viking Gold,13,Red,Background Line Green,Body 4,Eyes 2 Red,Viking Mustache Blond,90,Hairs 2 White,70,,Mouth 3,Long Range,Scar 10,
1010,TezoTrooperz #1010,1472,300.0703040545891,75,Ghost Brown,13,Green,Background Motif Gradient Blue,Body 2,Eyes 1 Brown,,90,Hairs 2 White,85,Logo Grey,Mouth 3,Queen,Scar 9,
1050,TezoTrooperz #1050,1473,299.0377292960475,90,CowboyGear Blue,12,Blue,Background Gradient DeepBlue,Body 1 Viking White,Eyes 4 Yellow,,95,Ronin Gold,60,Logo Black,Mouth 2,Warrior,,
772,TezoTrooperz #772,1474,298.69623361381485,85,CowboyGear Blue,13,Green,Background Gradient Yellow,Body 2,Eyes Cyber 4,Mask Red,90,Hairs 4 Black,70,Military Plate Futurist Red,Mouth 2,Long Range,,
