ID,Name,Rank,Rarity_Score,Attributes,Background,Clothes,Degen Level,Ear rings,Eyes,Fur color,Head,Hood,Legendary,Mouth,Mutation,Nose piercing,Object,Tattoo
2027,Degen Fox #2027,3199,150.6801029778,7,Bridge violet,Bathrobe 01,Competent,,04 yellow,black,,,,14 candy,,,Martini,
3251,Degen Fox #3251,3200,150.639330925,7,Rays green,Suit tartan,Competent,,04 blue,violet,,,,1,,,Short,
2822,Degen Fox #2822,3201,150.6323700861,8,Bridge blue,Fur coat pink,Competent,,04 blue,red,Panama hat,,,1,,5,,
1477,Degen Fox #1477,3202,150.6194084396,6,Bridge violet,Golden vest,Competent,,5,black,,,,3,,,,
3633,Degen Fox #3633,3203,150.5491149626,7,Rays red,Golden vest,Competent,,03 green,red,Hair05 yellow,,,8,,,,
146,Degen Fox #146,3204,150.5274102515,7,Moon blue,T-shirt Web,Competent,,02 blue,green,Panama hat,,,04 rainbow,,,,
3261,Degen Fox #3261,3205,150.4546018687,8,Bridge blue,Hoodie berry,Competent,,03 green,black,Helmet,,,1,,,Short,
848,Degen Fox #848,3206,150.4389573137,7,Bridge violet,Shirt yellow,Competent,2,03 red,Red tiger,,,,8,,,,
851,Degen Fox #851,3207,150.4214097313,7,Moon violet,T-shirt blue,Competent,,02 blue,Red tiger,Cowboy hat pink,,,8,,,,
497,Degen Fox #497,3208,150.3770195838,7,Moon blue,No sleeve black,Competent,,5,black,Knitted hat,,,15 bored,,,,
1223,Degen Fox #1223,3209,150.304232517,7,Party blue,T-shirt Web,Competent,,7,pink,,,,14 candy,,1,,
574,Degen Fox #574,3210,150.2904878398,7,Basic red,Bomber02,Competent,,04 blue,red,Hair07 black,,,8,,,,
1567,Degen Fox #1567,3211,150.2642611519,7,Bridge yellow,T-shirt flipit,Competent,,5,Red tiger,Knitted hat,,,3,,,,
3332,Degen Fox #3332,3212,150.2068100547,6,Bridge blue,Suit Pineapple,Competent,,7,red,,,,11 pipe,,,,
1960,Degen Fox #1960,3213,150.2045674459,7,Basic red,T-shirt blue,Competent,,04 yellow,Red tiger,Hair04 black,,,8,,,,
3480,Degen Fox #3480,3214,150.1952354229,7,City blue,Hoodie golden,Competent,,04 yellow,Color,Hair06 violet,,,2,,,,
1885,Degen Fox #1885,3215,150.1356583292,8,Rays red,Turtleneck black,Competent,,02 color,red,Panama hat,,,10,,,Short,
1220,Degen Fox #1220,3216,150.0911811507,7,Bridge yellow,T-shirt candles,Competent,,03 green,pink,Hair01 pink,,,8,,,,
3135,Degen Fox #3135,3217,150.0894317065,8,Basic green,No sleeve white,Competent,,04 blue,pink,Cowboy hat,,,1,,,Rose,
259,Degen Fox #259,3218,150.0710132194,7,Bridge blue,Hoodie berry,Competent,,7,green,Cowboy hat pink,,,10,,,,
3398,Degen Fox #3398,3219,150.0650473995,8,City red,T-shirt Eagle,Competent,,03 green,pink,Knitted hat,,,12,,5,,
2965,Degen Fox #2965,3220,150.0598787275,7,Moon violet,T-shirt Eagle,Competent,,5,Red tiger,Cylinder Hat,,,14 candy,,,,
2936,Degen Fox #2936,3221,150.0561152593,7,Party red,Turtleneck black,Competent,,03 green,green,Cowboy hat,,,05 no tooth,,,,
2381,Degen Fox #2381,3222,150.0440211708,7,Moon blue,Suit stripes,Competent,,04 blue,black,Brain,,,10,,,,
4210,Degen Fox #4210,3223,150.0076197259,8,Moon violet,Black,Competent,,04 yellow,red,Cylinder Hat,,,2,,2,,
365,Degen Fox #365,3224,150.0069887552,7,Bridge blue,Turtleneck black,Competent,,04 green,white,Cowboy hat,,,13 cigar,,,,
1393,Degen Fox #1393,3225,149.953737583,7,Rays green,T-shirt Scratch,Competent,,04 blue,red,Panama hat green,,,04 rainbow,,,,
1320,Degen Fox #1320,3226,149.9084707758,7,Party red,Fur coat zebra,Competent,,04 blue,Red tiger,Hair06,,,1,,,,
1714,Degen Fox #1714,3227,149.8767595299,7,Party red,T-shirt pink,Competent,,04 green,Red tiger,Hair04 black,,,15 bored,,,,
3155,Degen Fox #3155,3228,149.8531783681,8,Party red,T-shirt casino,Competent,,04 blue,white,Cylinder Hat,,,1,,,,2
2941,Degen Fox #2941,3229,149.8527977314,7,Rays blue,T-shirt casino,Competent,,03 green,pink,Hair01 orange,,,3,,,,
3869,Degen Fox #3869,3230,149.8352720681,7,Moon violet,Jacket red,Competent,,04 green,red,Hair07 violet,,,8,,,,
2671,Degen Fox #2671,3231,149.8068106641,8,Moon violet,Classic Vest red,Competent,,7,pink,Helmet,,,2,,5,,
3807,Degen Fox #3807,3232,149.795061331,8,Basic red,Classic Vest,Competent,,7,red,Panama hat green,,,12,,5,,
3632,Degen Fox #3632,3233,149.775835733,7,Basic blue,T-shirt Scratch,Competent,5,04 blue,pink,,,,1,,,,
3639,Degen Fox #3639,3234,149.7710297461,7,Party blue,Hoodie golden,Competent,,04 blue,Red tiger,Hair08 blue,,,2,,,,
73,Degen Fox #73,3235,149.6993496687,7,Moon blue,T-shirt Web,Competent,,04 yellow,Red tiger,Helmet,,,05 no tooth,,,,
3260,Degen Fox #3260,3236,149.6671477134,8,Rays blue,Shirt sculls,Competent,,03 green,red,Helmet,,,10,,,Short,
348,Degen Fox #348,3237,149.6655595253,7,Bridge blue,Jacket black,Competent,,03 green,red,Helmet,,,11 pipe,,,,
854,Degen Fox #854,3238,149.6433684234,7,City blue,Shirt colorful,Competent,,04 green,red,Panama hat,,,15 bored,,,,
320,Degen Fox #320,3239,149.6375403061,7,Rays blue,No sleeve white,Competent,,03 green,red,Panama hat green,,,6,,,,
3095,Degen Fox #3095,3240,149.6313862423,7,Rays blue,Hoodie + hood 01,Competent,,04 blue,red,,Hood 03,,10,,,,
3945,Degen Fox #3945,3241,149.6185258554,7,Basic red,T-shirt pink,Competent,,04 blue,pink,Hair04 white,,,1,,,,
2396,Degen Fox #2396,3242,149.6130393375,7,City red,Bathrobe 01,Competent,,02 blue,black,Cylinder Hat,,,05 no tooth,,,,
3979,Degen Fox #3979,3243,149.5278695641,8,Rays red,T-shirt white,Competent,,04 blue,red,Helmet,,,12,,2,,
2861,Degen Fox #2861,3244,149.5171066535,8,Basic blue,Turtleneck black,Competent,,03 green,red,Knitted hat,,,04 rainbow,,2,,
2223,Degen Fox #2223,3245,149.4241804754,8,Bridge yellow,Hawaii trees,Competent,,04 green,white,Helmet,,,10,,,Short,
3250,Degen Fox #3250,3246,149.4000697452,6,Bridge violet,Suit Pineapple,Competent,,03 green,white,,,,11 pipe,,,,
4262,Degen Fox #4262,3247,149.3895596502,7,Moon violet,T-shirt EYES,Competent,5,04 green,black,,,,9,,,,
4081,Degen Fox #4081,3248,149.3736487534,7,Rays green,Fur coat pink,Competent,,04 blue,white,Hair04 black,,,8,,,,
3265,Degen Fox #3265,3249,149.3449486707,7,City red,Bomber01,Competent,,03 green,red,Panama hat,,,6,,,,
401,Degen Fox #401,3250,149.3367371393,7,Rays blue,T-shirt white,Competent,,7,red,Hair02 grey,,,1,,,,
3355,Degen Fox #3355,3251,149.3020918798,7,Rays green,Shirt colorful,Competent,,04 blue,green snake,Cylinder Hat,,,1,,,,
3940,Degen Fox #3940,3252,149.2877566281,7,Basic red,Hoodie berry,Competent,,03 red,violet,Cylinder Hat,,,10,,,,
1455,Degen Fox #1455,3253,149.2808525859,8,Basic green,Shirt roses,Competent,,03 green,Red tiger,Cylinder Hat,,,2,,2,,
415,Degen Fox #415,3254,149.2734782161,7,Moon blue,T-shirt blue,Competent,,02 blue,white,,,,3,,,Wine,
3318,Degen Fox #3318,3255,149.2513631608,7,Bridge violet,T-shirt candles,Competent,,02 color,black,Knitted hat,,,04 rainbow,,,,
2653,Degen Fox #2653,3256,149.2267105523,6,Bridge blue,Bathrobe 02,Competent,,7,red,,,,11 pipe,,,,
4026,Degen Fox #4026,3257,149.2201072298,7,Bridge blue,Black,Competent,,04 yellow,black,Panama hat,,,3,,,,
1138,Degen Fox #1138,3258,149.1402184378,7,Party blue,Bomber03,Competent,,04 green,Red tiger,Cylinder Hat,,,9,,,,
1406,Degen Fox #1406,3259,149.1289379102,7,Party red,Bathrobe 01,Competent,,04 green,red,Hair08 blue,,,1,,,,
2379,Degen Fox #2379,3260,149.0634941025,8,Party blue,Shirt yellow,Competent,,04 green,pink,Cylinder Hat,,,10,,,Martini,
3009,Degen Fox #3009,3261,149.0110392216,7,Moon violet,No sleeve white,Competent,4,03 green,black,,,,15 bored,,,,
2131,Degen Fox #2131,3262,148.9929461547,7,Basic red,Turtleneck green,Competent,,04 blue,red,Brain,,,10,,,,
3568,Degen Fox #3568,3263,148.9766849907,7,Rays red,Bathrobe 01,Competent,,04 green,white,Hair04 white,,,10,,,,
1222,Degen Fox #1222,3264,148.9528919676,7,Moon violet,Hoodie + hood 01,Competent,,04 blue,red,,Hood 03,,8,,,,
2314,Degen Fox #2314,3265,148.9196320192,7,City red,T-shirt pink,Competent,,02 blue,red,Hair02 grey,,,8,,,,
3335,Degen Fox #3335,3266,148.8886388923,7,City red,T-shirt Scratch,Competent,,04 green,red,,,,3,,5,,
3680,Degen Fox #3680,3267,148.8506792255,7,Party blue,Black,Competent,2,04 yellow,red,,,,3,,,,
3853,Degen Fox #3853,3268,148.8138989427,7,City red,Shirt short sleeve red,Competent,,04 blue,Red tiger,Cylinder Hat,,,13 cigar,,,,
1118,Degen Fox #1118,3269,148.7622849966,7,Moon blue,Fur coat zebra,Competent,,03 red,Color,Cowboy hat,,,3,,,,
226,Degen Fox #226,3270,148.7543305959,7,Bridge yellow,Hoodie + hood 03,Competent,,03 green,white,,Hood 03,,8,,,,
1114,Degen Fox #1114,3271,148.7062794225,8,City blue,T-shirt Eagle,Competent,,04 green,pink,,,,10,,5,Rose,
2240,Degen Fox #2240,3272,148.70570999,8,Moon blue,Suit pink,Competent,,04 green,black,Cowboy hat,,,12,,4,,
2911,Degen Fox #2911,3273,148.6838475203,7,Bridge yellow,Shirt sculls,Competent,5,5,red,,,,10,,,,
1386,Degen Fox #1386,3274,148.6707678735,7,Rays red,Hoodie golden,Competent,,7,white,Hair07 violet,,,2,,,,
3547,Degen Fox #3547,3275,148.6328587114,7,Party red,Shirt colorful,Competent,,04 green,red,Cylinder Hat,,,9,,,,
504,Degen Fox #504,3276,148.6266068668,7,Bridge yellow,Bathrobe 01,Competent,,7,Color,Hair05 yellow,,,10,,,,
589,Degen Fox #589,3277,148.6066137692,8,Rays blue,T-shirt pink,Competent,,04 green,white,Cowboy hat,,,3,,,Rose,
2689,Degen Fox #2689,3278,148.568412067,7,Rays red,No sleeve black,Competent,2,5,pink,,,,1,,,,
2694,Degen Fox #2694,3279,148.562431061,7,Party blue,Shirt yellow,Competent,,03 green,Color,,,,12,,2,,
535,Degen Fox #535,3280,148.5607443439,8,Party red,Bomber01,Competent,,03 green,red,Helmet,,,10,,4,,
265,Degen Fox #265,3281,148.5129133068,8,Rays green,Classic Vest red,Competent,,04 yellow,Red tiger,Cowboy hat,,,8,,,Wine,
4031,Degen Fox #4031,3282,148.5029363799,7,City blue,Hawaii trees,Competent,,5,Red tiger,Helmet,,,04 rainbow,,,,
3753,Degen Fox #3753,3283,148.4138997623,7,Moon blue,,Competent,,08 emerald,pink,Knitted hat,,,8,,,Wine,
1039,Degen Fox #1039,3284,148.333516503,7,Basic blue,Hoodie golden,Competent,,7,red,Hair07 blue,,,8,,,,
1471,Degen Fox #1471,3285,148.3037352199,7,Basic blue,Classic Vest red,Competent,,04 green,red,Panama hat green,,,6,,,,
585,Degen Fox #585,3286,148.2929252234,7,Basic green,Turtleneck green,Competent,,5,Red tiger,Cowboy hat,,,04 rainbow,,,,
1539,Degen Fox #1539,3287,148.2528053822,7,Basic red,T-shirt pink,Competent,1,5,Red tiger,,,,04 rainbow,,,,
1348,Degen Fox #1348,3288,148.2406855903,7,Bridge blue,Bomber01,Competent,4,04 yellow,Red tiger,,,,15 bored,,,,
3590,Degen Fox #3590,3289,148.0895094295,7,City red,Golden vest,Competent,3,04 blue,red,,,,3,,,,
732,Degen Fox #732,3290,148.0711290561,7,Rays red,T-shirt Scratch,Competent,,03 green,black,Cowboy hat,,,15 bored,,,,
3366,Degen Fox #3366,3291,148.0585980257,7,City blue,T-shirt blue,Competent,,03 green,red,Hair01 orange,,,1,,,,
790,Degen Fox #790,3292,148.0416626712,7,Rays green,Bathrobe 02,Competent,,04 blue,Red tiger,Cylinder Hat,,,05 no tooth,,,,
2138,Degen Fox #2138,3293,148.0140981537,7,Party blue,T-shirt candles,Competent,,04 blue,violet,Knitted hat,,,8,,,,
2568,Degen Fox #2568,3294,147.9944504959,7,Bridge yellow,Hawaii flowers,Competent,,5,red,Cowboy hat,,,9,,,,
4073,Degen Fox #4073,3295,147.9675412229,8,Basic red,Suit White,Competent,,03 green,white,Cowboy hat,,,2,,,Short,
2066,Degen Fox #2066,3296,147.9229050188,8,Bridge violet,Hawaii Tommy,Competent,,04 yellow,Red tiger,Cowboy hat,,,10,,5,,
1285,Degen Fox #1285,3297,147.9138999925,8,Rays green,Suit stripes,Competent,,7,black,Cowboy hat,,,8,,2,,
1363,Degen Fox #1363,3298,147.8854762441,7,Party red,Turtleneck green,Competent,,03 red,pink,Helmet,,,15 bored,,,,
527,Degen Fox #527,3299,147.8594134209,8,Basic green,,Competent,,04 yellow,Color,Panama hat green,,,12,,2,,2
1973,Degen Fox #1973,3300,147.7418721482,7,Moon blue,Shirt yellow,Competent,,04 blue,black,Cylinder Hat,,,14 candy,,,,
4327,Degen Fox #4327,3301,147.7147267399,7,Bridge blue,Shirt short sleeve red,Competent,,04 blue,red,Hair05 yellow,,,04 rainbow,,,,
3017,Degen Fox #3017,3302,147.7034048029,7,Bridge yellow,Classic Vest red,Competent,,04 blue,pink,Hair01 pink,,,8,,,,
1952,Degen Fox #1952,3303,147.6679258746,7,Moon violet,T-shirt casino,Competent,,02 blue,pink,Hair04 black,,,10,,,,
4225,Degen Fox #4225,3304,147.6065542893,8,Moon violet,Classic Vest,Competent,,04 blue,white,Panama hat,,,10,,4,,
2840,Degen Fox #2840,3305,147.5682407729,7,Basic green,Suit White,Competent,,04 blue,pink,Hair05 yellow,,,8,,,,
1018,Degen Fox #1018,3306,147.5502798172,7,Party blue,Bulletproof,Competent,,7,Red tiger,Cowboy hat,,,6,,,,
2083,Degen Fox #2083,3307,147.5420107885,7,Basic green,T-shirt casino,Competent,,7,red,Brain,,,10,,,,
1577,Degen Fox #1577,3308,147.527146803,8,Basic red,T-shirt Web,Competent,,03 green,black,Panama hat green,,,8,,,Short,
3675,Degen Fox #3675,3309,147.4730060289,7,Bridge yellow,Shirt roses,Competent,,04 green,red,Cowboy hat pink,,,1,,,,
1444,Degen Fox #1444,3310,147.4349450043,7,City blue,Hawaii Tommy,Competent,,03 green,pink,Hair02 grey,,,10,,,,
2612,Degen Fox #2612,3311,147.3110639204,7,Rays red,Bulletproof,Competent,,03 green,pink,Cylinder Hat,,,13 cigar,,,,
1869,Degen Fox #1869,3312,147.26066347,7,Party blue,Bulletproof pink,Competent,,04 green,pink,Panama hat,,,1,,,,
600,Degen Fox #600,3313,147.1972549246,7,Rays red,Vest red,Competent,,04 blue,pink,Hair02 violet,,,10,,,,
105,Degen Fox #105,3314,147.1885436242,7,Party red,Suit pink,Competent,,04 yellow,Color,Hair01 pink,,,10,,,,
165,Degen Fox #165,3315,147.1809371337,7,Party blue,Hawaii flowers,Competent,,7,red,Hair02 grey,,,2,,,,
124,Degen Fox #124,3316,147.1490617524,7,Party red,T-shirt black,Competent,,04 green,white,,,,15 bored,,4,,
1099,Degen Fox #1099,3317,147.1141228693,7,Basic red,Hoodie berry,Competent,,04 blue,red,Hair07 blue,,,10,,,,
3865,Degen Fox #3865,3318,147.0983524827,7,Bridge blue,T-shirt pink,Competent,,04 green,black,Hair06 violet,,,10,,,,
2596,Degen Fox #2596,3319,147.0815476024,7,Rays red,Suit pink,Competent,,03 green,pink,Hair07 black,,,3,,,,
1649,Degen Fox #1649,3320,147.0729857543,7,Bridge violet,Bathrobe 01,Competent,,04 blue,red,Hair06 violet,,,3,,,,
700,Degen Fox #700,3321,147.0074287078,7,City blue,Bulletproof,Competent,2,7,Color,,,,15 bored,,,,
4211,Degen Fox #4211,3322,146.9453788544,7,Party blue,Turtleneck black,Competent,,03 green,red,Hair05 blue,,,1,,,,
4138,Degen Fox #4138,3323,146.8294625663,7,Moon violet,T-shirt pink,Competent,,03 green,red,Hair04 black,,,04 rainbow,,,,
3852,Degen Fox #3852,3324,146.818153345,7,Moon blue,Shirt colorful,Competent,,7,red,Cylinder Hat,,,04 rainbow,,,,
1832,Degen Fox #1832,3325,146.7876779369,8,Party blue,Vest red,Competent,,7,red,Cylinder Hat,,,12,,2,,
2085,Degen Fox #2085,3326,146.7175508131,7,Bridge blue,Bulletproof,Competent,,03 green,red,Hair07 blue,,,8,,,,
2114,Degen Fox #2114,3327,146.6041727575,8,Moon blue,Bathrobe 02,Competent,,04 green,pink,Cylinder Hat,,,1,,5,,
3176,Degen Fox #3176,3328,146.591354886,7,Rays red,Bomber03,Competent,,04 green,Color,Panama hat green,,,2,,,,
3588,Degen Fox #3588,3329,146.582455121,7,Moon blue,Bathrobe 02,Competent,,04 green,green,Helmet,,,15 bored,,,,
545,Degen Fox #545,3330,146.5476093569,6,Basic green,Bomber01,Competent,,7,red,,,,11 pipe,,,,
873,Degen Fox #873,3331,146.415486079,7,Basic green,T-shirt candles,Competent,,02 blue,green snake,Helmet,,,8,,,,
3313,Degen Fox #3313,3332,146.4133403747,7,Moon violet,T-shirt chips,Competent,,5,red,Cylinder Hat,,,3,,,,
514,Degen Fox #514,3333,146.3503092489,6,Bridge blue,Bulletproof pink,Competent,,02 blue,red,,,,15 bored,,,,
2750,Degen Fox #2750,3334,146.3309094959,7,Bridge yellow,T-shirt flipit,Competent,,02 color,pink,Helmet,,,12,,,,
1288,Degen Fox #1288,3335,146.3232489484,7,Moon blue,Shirt sculls,Competent,,5,pink,Panama hat,,,10,,,,
1301,Degen Fox #1301,3336,146.2806811085,7,Basic red,Suit White,Competent,,04 green,violet,Cowboy hat,,,10,,,,
2575,Degen Fox #2575,3337,146.2570232796,7,Basic blue,Bathrobe 02,Competent,,02 color,Red tiger,,,,8,,5,,
1303,Degen Fox #1303,3338,146.2548214798,7,Moon blue,Bulletproof pink,Competent,,03 green,pink,,,,10,,1,,
1206,Degen Fox #1206,3339,146.25124172,7,Party blue,Bomber03,Competent,,5,white,Cylinder Hat,,,2,,,,
984,Degen Fox #984,3340,146.2504724564,7,Rays red,No sleeve black,Competent,,04 yellow,red,Hair05 yellow,,,10,,,,
2843,Degen Fox #2843,3341,146.2354790678,7,Rays blue,Jacket red,Competent,4,02 blue,white,,,,1,,,,
2497,Degen Fox #2497,3342,146.2300952288,7,Rays green,Golden vest,Competent,,03 red,pink,Helmet,,,10,,,,
2015,Degen Fox #2015,3343,146.1132995905,8,Basic green,Bulletproof,Competent,,04 green,Color,Cylinder Hat,,,1,,4,,
1902,Degen Fox #1902,3344,146.0871514138,7,Moon blue,Fur coat zebra,Competent,,7,black,Cowboy hat pink,,,8,,,,
2260,Degen Fox #2260,3345,146.0554006502,7,Bridge blue,Bathrobe 01,Competent,,7,pink,Hair06 violet,,,10,,,,
3775,Degen Fox #3775,3346,146.0424280123,7,Basic green,Bomber03,Competent,,03 green,black,Knitted hat,,,3,,,,
541,Degen Fox #541,3347,146.0421354531,7,Moon violet,Hoodie stripes,Competent,,02 blue,green snake,Helmet,,,2,,,,
2212,Degen Fox #2212,3348,146.0358605494,7,Bridge yellow,T-shirt Web,Competent,,03 green,violet,Panama hat green,,,2,,,,
2836,Degen Fox #2836,3349,146.0177663941,7,Rays green,Fur coat zebra,Competent,,03 green,white,Hair06,,,2,,,,
234,Degen Fox #234,3350,146.0154359178,8,Basic green,T-shirt EYES,Competent,,04 blue,pink,Panama hat,,,2,,5,,
798,Degen Fox #798,3351,145.9509072288,8,Moon blue,Shirt short sleeve red,Competent,,04 green,Red tiger,Panama hat,,,10,,,Short,
1762,Degen Fox #1762,3352,145.8609473042,7,Rays red,Suit Black,Competent,,03 green,red,Cowboy hat pink,,,12,,,,
682,Degen Fox #682,3353,145.8318068857,8,Rays green,No sleeve white,Competent,,03 green,pink,Knitted hat,,,8,,5,,
4171,Degen Fox #4171,3354,145.7930141346,7,Basic green,Hawaii Tommy,Competent,,04 blue,Red tiger,Hair04 black,,,10,,,,
3645,Degen Fox #3645,3355,145.6900735586,7,City blue,Bulletproof,Competent,,5,green,Panama hat,,,8,,,,
2308,Degen Fox #2308,3356,145.6340914312,7,Party blue,Hawaii Tommy,Competent,,03 red,Red tiger,Knitted hat,,,15 bored,,,,
215,Degen Fox #215,3357,145.6042180235,7,Moon blue,T-shirt Scratch,Competent,,5,white,Cylinder Hat,,,2,,,,
2499,Degen Fox #2499,3358,145.6035527693,7,Moon violet,Bulletproof,Competent,,03 green,white,Cowboy hat pink,,,3,,,,
3301,Degen Fox #3301,3359,145.5913295615,7,Basic blue,Bomber02,Competent,2,04 blue,black,,,,1,,,,
3286,Degen Fox #3286,3360,145.5512532808,8,Moon violet,T-shirt Web,Competent,,04 green,pink,Panama hat green,,,8,,,Short,
2518,Degen Fox #2518,3361,145.5206787853,7,Rays blue,Jacket red,Competent,,04 green,red,Hair06,,,2,,,,
1258,Degen Fox #1258,3362,145.4500309716,7,Rays blue,T-shirt chips,Competent,3,04 blue,red,,,,12,,,,
3668,Degen Fox #3668,3363,145.4334656794,6,City red,,Competent,,03 red,violet,Hair06,,,1,,,,
766,Degen Fox #766,3364,145.3780331055,7,Basic blue,T-shirt Scratch,Competent,3,03 green,red,,,,1,,,,
1291,Degen Fox #1291,3365,145.3572045885,7,City blue,T-shirt flipit,Competent,,03 red,white,Helmet,,,1,,,,
2776,Degen Fox #2776,3366,145.2956352341,7,Basic blue,T-shirt blue,Competent,,04 green,green,Panama hat,,,12,,,,
2032,Degen Fox #2032,3367,145.2661376575,7,Rays green,Bomber01,Competent,,04 green,green snake,,,,8,,4,,
1431,Degen Fox #1431,3368,145.2280332125,7,Bridge yellow,Bomber02,Competent,,04 yellow,green,Panama hat,,,8,,,,
2703,Degen Fox #2703,3369,145.1989479258,7,Basic red,Jacket brown,Competent,,04 yellow,white,Cowboy hat pink,,,8,,,,
130,Degen Fox #130,3370,145.1612691452,7,Rays red,Hawaii trees,Competent,,03 red,white,Cowboy hat,,,15 bored,,,,
3691,Degen Fox #3691,3371,145.1321546254,7,Party blue,T-shirt chips,Competent,,02 blue,pink,Cylinder Hat,,,3,,,,
2532,Degen Fox #2532,3372,145.1313922173,7,Party blue,Fur coat leopard,Competent,,04 yellow,Color,,,,12,,2,,
1148,Degen Fox #1148,3373,145.1276961334,7,Bridge yellow,Black,Competent,,03 green,Red tiger,Panama hat green,,,15 bored,,,,
333,Degen Fox #333,3374,145.092913551,7,Rays green,T-shirt chips,Competent,,04 blue,Red tiger,Panama hat green,,,12,,,,
714,Degen Fox #714,3375,145.0777390436,7,Rays green,Fur coat pink,Competent,,04 green,black,Cowboy hat pink,,,8,,,,
2026,Degen Fox #2026,3376,145.0635378784,7,Basic green,Turtleneck black,Competent,1,5,Red tiger,,,,15 bored,,,,
3294,Degen Fox #3294,3377,144.9752132801,8,Rays blue,Bathrobe 01,Competent,,03 green,black,Helmet,,,10,,4,,
3669,Degen Fox #3669,3378,144.9644011846,7,Moon blue,Shirt yellow,Competent,,04 yellow,Color,Panama hat green,,,1,,,,
405,Degen Fox #405,3379,144.9310637946,6,City red,Bulletproof,Boss,,03 red,black,,,,15 bored,,,,
1828,Degen Fox #1828,3380,144.9053330841,7,Rays red,Classic Vest red,Competent,,5,Red tiger,Helmet,,,3,,,,
1153,Degen Fox #1153,3381,144.8883112506,6,Basic red,Hoodie stripes,Boss,,04 green,Color,,,,14 candy,,,,
1950,Degen Fox #1950,3382,144.8645501879,7,Rays blue,T-shirt pink,Competent,,04 green,Red tiger,Hair02 violet,,,10,,,,
3476,Degen Fox #3476,3383,144.8410316153,8,Basic red,T-shirt casino,Competent,,03 green,green,Knitted hat,,,2,,,Wine,
3528,Degen Fox #3528,3384,144.8150168195,7,Basic red,Turtleneck green,Competent,,03 red,pink,Helmet,,,15 bored,,,,
4098,Degen Fox #4098,3385,144.7980658176,7,Bridge yellow,Shirt roses,Competent,,03 green,green snake,Helmet,,,2,,,,
1600,Degen Fox #1600,3386,144.7855748797,7,Basic blue,Vest red,Competent,,03 red,green,Helmet,,,10,,,,
465,Degen Fox #465,3387,144.7637953807,7,Moon violet,Bomber02,Competent,4,04 yellow,red,,,,12,,,,
2188,Degen Fox #2188,3388,144.737451545,6,Bridge yellow,Shirt roses,Boss,,04 green,pink,,,,9,,,,
2343,Degen Fox #2343,3389,144.701103565,7,Rays blue,Suit pink,Competent,,03 red,Color,Panama hat,,,3,,,,
2256,Degen Fox #2256,3390,144.6902461121,6,Moon violet,Suit tartan,Competent,,7,Red tiger,,,,11 pipe,,,,
4241,Degen Fox #4241,3391,144.6641831761,6,Rays red,Hawaii flowers,Competent,,03 red,red,,,,6,,,,
1792,Degen Fox #1792,3392,144.6426992469,7,Basic red,Shirt yellow,Competent,,02 color,red,,,,12,,,Rose,
3266,Degen Fox #3266,3393,144.5577407749,7,Moon violet,White,Competent,,04 green,Color,Cowboy hat,,,8,,,,
109,Degen Fox #109,3394,144.5561659725,8,Bridge violet,Shirt roses,Competent,,04 green,red,Cylinder Hat,,,8,,4,,
1281,Degen Fox #1281,3395,144.5447925154,6,City blue,Black,Competent,,03 green,white,,,,14 candy,,,,
2985,Degen Fox #2985,3396,144.522586985,7,Moon blue,Turtleneck black,Competent,,02 blue,violet,Knitted hat,,,8,,,,
2970,Degen Fox #2970,3397,144.5208973978,7,Bridge yellow,Suit pink,Competent,,03 green,green,,,,9,,5,,
3914,Degen Fox #3914,3398,144.5083873566,8,Rays red,Classic Vest,Competent,,04 green,green,Cylinder Hat,,,1,,,Short,
1922,Degen Fox #1922,3399,144.4791460512,8,Basic green,Suit Black,Competent,,04 yellow,red,Cylinder Hat,,,2,,1,,
324,Degen Fox #324,3400,144.4564558076,7,Rays green,Hawaii flowers,Competent,,5,white,Cylinder Hat,,,9,,,,
1119,Degen Fox #1119,3401,144.412957044,7,Basic blue,Shirt short sleeve,Competent,,04 yellow,red,Hair07 blue,,,10,,,,
2155,Degen Fox #2155,3402,144.3882538401,7,Bridge blue,Suit pink,Competent,,04 yellow,white,Hair06 violet,,,8,,,,
2031,Degen Fox #2031,3403,144.3782390851,8,Bridge blue,Fur coat zebra,Competent,,04 green,white,Cylinder Hat,,,12,,1,,
793,Degen Fox #793,3404,144.3667177103,7,Bridge blue,Turtleneck black,Competent,,04 blue,red,Hair06,,,3,,,,
2366,Degen Fox #2366,3405,144.3619730587,7,Rays green,Suit stripes,Competent,,03 green,green,Hair05 yellow,,,10,,,,
76,Degen Fox #76,3406,144.3486516722,7,City blue,T-shirt Eagle,Competent,,03 red,Red tiger,Helmet,,,3,,,,
3289,Degen Fox #3289,3407,144.3452477503,7,Bridge blue,T-shirt Scratch,Competent,,02 color,red,Helmet,,,10,,,,
3623,Degen Fox #3623,3408,144.313633839,7,Bridge violet,Shirt short sleeve red,Competent,,04 yellow,black,Panama hat,,,9,,,,
3549,Degen Fox #3549,3409,144.2831451564,7,Bridge yellow,Shirt short sleeve,Competent,,04 blue,pink,Hair07 black,,,12,,,,
2215,Degen Fox #2215,3410,144.280823244,7,Party blue,Suit stripes,Competent,,04 blue,red,Panama hat green,,,05 no tooth,,,,
2402,Degen Fox #2402,3411,144.2713938032,8,Moon violet,Hoodie golden,Competent,,04 yellow,pink,Panama hat,,,10,,1,,
