ID,Name,Rank,Rarity_Score,Attributes,aura,body,bodydetails,botarms,botbody,boteyes,boteyescolor,botfoot,bothead,botpropulsion,details,energy,eyes,facemask,family,ground,hair,has_pet,head,jacket,lefthand,leftobjkt,posterfull,posterleft,posterright,shoes,trousers,unique,unique_tbot,wall,wallcolor,weapon
1694,あはて (AHATE) #1694,2421,232.1399053704121,16,oneup,gamma,,,,,,,,,,,malicious,tcityVice,juku,poorNeighbourhood,punk,False,gamma,urban,neon,,,,,neon,slacks,,,diagonals2,classic,homingshuriken
2586,のも (NOMO) #2586,2422,231.9937394973611,17,hexa,alpha,,,,,,,,,infected,onFire,yob,,shibu,road,rooster,False,alpha,hoodie,,,,,nosmoking,buffalo,whiteevening,,,diagonals2,3,holopunch
2374,らのさつ (RANOSATSU) #2374,2423,231.51911971411317,17,sakura,alpha,,,,,,,,,Tattooed,,wry,psycho,kabu,poorNeighbourhood,,False,alpha,,,broke,,wewantyou,martialart,neon,zebraPink,,,diagonals3,3,holopunch
2021,ぬまかく (NUMAKAKU) #2021,2424,231.50576704458499,19,stinking,gamma,,,,,,,,,Tattooed,onFire,malicious,,shibu,poorNeighbourhood,headbangerPurple,False,gamma,ranger,gambler,wip,,,nosmoking,recycled,slacks,,,lines2,classic,telescopicbaton
2782,うせはは (USEHAHA) #2782,2425,231.49651168870693,18,hexa,gamma,,,,,,,,,facetattoo,,upset,boaster,juku,poorNeighbourhood,headbangerPurple,False,gamma,hoodie,,enhancerBar,,gamingContest,,jumper,slacks,,,neon,3,negotiator
211,けな (KENA) #211,2426,231.3573947252865,19,firefly,beta,huntingtrophy,,,,,,,,,,doe,bigBadMonocle,juku,lightSpot,dreadlocks,False,beta,scientist,watch,,,Resistance,versusShow,lightningAzure,taskforce,,,lines2,classic,handgun
2557,すせやそ (SUSEYASO) #2557,2427,231.21239601553816,19,warfare,alpha,vetofthegreatwar,,,,,,,,neopiercing,,wicked,boaster,kabu,citynights,headbangerPurple,False,alpha,quarterback,bandage,,,freeTheTrooperz,,lightningPink,whiteevening,,,tiles,3,cyberneticLance
2718,ろのやせ (RONOYASE) #2718,2428,231.192626950416,19,borntobeastar,gamma,,,,,,,,,warpaint,intoTheSpotlight,yob,,kabu,path,seducer,False,gamma,urban,baseballFan,,,play,nosmoking,neo,adventurer,,,diagonals2,3,neon
2811,もすこら (MOSUKORA) #2811,2429,230.92214810614038,18,warfare,beta,,,,,,,,,,intoTheSpotlight,doe,talkiePoly,aki,poorNeighbourhood,,False,beta,soldier,married,broke,,freeTheTrooperz,,jumper,taskforce,,,diagonals1,3,DEW
456,れひのく (REHINOKU) #456,2430,230.88016337789995,19,stinking,alpha,ledgerkey,,,,,,,,fanaticblack,dataMaster,upset,,kabu,sidewalk,barracuda,False,alpha,,gambler,oldTV,,,versusShow,lightningPink,taskforce,,,diagonals1,classic,neon
925,くりわは (KURIWAHA) #925,2431,230.7617229285829,16,powerup,gamma,,,,,,,,,,,blackeye,pirate,aki,figurine,headbangerOrange,False,gamma,truckdriver,,,,nftgallery,,recycled,taskforce,,,tiles,3,slayer
2774,たつのた (TATSUNOTA) #2774,2432,230.63112462526368,16,oneup,alpha,,,,,,,,,neopiercing,,yob,,kabu,poorNeighbourhood,thegoodoldbill,False,alpha,kanemochi,,,,,versusShow,buffalo,pirate,,,diagonals2,3,antimatterCannon
1724,ねこれた (NEKORETA) #1724,2433,230.49202161395579,16,sakura,gamma,,,,,,,,,warrior,,wicked,,kabu,poorNeighbourhood,,False,gamma,salarymen,,broke,,,versusShow,oldfashioned,ranger,,,tiles,3,sensei
2270,そゆてめ (SOYUTEME) #2270,2434,230.22634022157231,16,fall,beta,,,,,,,,,wildGreen,outOfPhase,wry,,aki,citynights,headbangerPurple,False,beta,,,hoverboardModelX,,,,jumper,ranger,,,tiles,classic,thug
2756,くせか (KUSEKA) #2756,2435,230.14532265502032,18,sakura,gamma,serialNumber,,,,,,,,meka2,intoTheSpotlight,doe,,kabu,citynights,implant,False,gamma,gunner,,oldTV,,,,recycled,neojogger,,,brickinthewall,3,flail
674,てはのろ (TEHANORO) #674,2436,230.10479660459572,18,oneup,beta,,,,,,,,,,,malicious,talkiePoly,kabu,wasteland,headbangerPurple,False,beta,rocker,baseballFan,garbage,,play,,neon,taskforce,,,neon,3,handgun
1767,くほ (KUHO) #1767,2437,230.03738246244248,17,powerup,gamma,,,,,,,,,TCORPmember,,wry,,aki,lightSpot,shonenHero,False,gamma,quarterback,,,,wewantyou,versusShow,lightningAzure,kanemochi,,,lines1,3,sensei
1749,めみ (MEMI) #1749,2438,229.95248643327824,18,borntobeastar,alpha,,,,,,,,,meka2,onFire,exhausted,,shibu,path,headbanger,False,alpha,neon,gambler,digitalGuitar,,,,lightningAzure,hacker,,,lines1,classic,flail
947,ゆや (YUYA) #947,2439,229.86746812053016,19,fall,alpha,,,,,,,,,,,doe,pirate,shibu,path,unkempt,False,alpha,truckdriver,watch,broke,,play,vote,heavymetal,pirate,,,tiles,3,antimatterCannon
1624,みせゆ (MISEYU) #1624,2440,229.7438222497565,17,borntobeastar,beta,,,,,,,,,warpaint,,exhausted,glassesmodelY,juku,road,engineer,False,beta,urban,,,,play,,oldfashioned,zebraAzure,,,diagonals3,classic,antimatterCannon
2573,えそろる (ESORORU) #2573,2441,229.71226043456895,16,warfare,alpha,vitalSignsMonitor,,,,,,,,,,upset,grillz,aki,lightSpot,,False,alpha,scientist,,,,freeTheTrooperz,,oldfashioned,neon,,,lines2,3,holopunch
2956,にちねけ (NICHINEKE) #2956,2442,229.64452994476477,18,mist,alpha,,,,,,,,,Tattooed,,underTheInfluence,talkieMono,juku,figurine,,False,alpha,urban,gambler,,,gamingContest,sewer,lightningPink,neon,,,diagonals2,3,sensei
3182,ほれせそ (HORESESO) #3182,2443,229.62504238992693,17,powerup,alpha,,,,,,,,,cybernetic,fullPower,malicious,,juku,citynights,rooster,False,alpha,salarymen,,,,,propaganda2,neon,neojogger,,,hexagrid,classic,shinken
2870,えらと (ERATO) #2870,2444,229.4048706371208,18,powerup,alpha,ledgerkey,,,,,,,,cybernetic,,doe,talkieMono,shibu,figurine,rooster,False,alpha,pirate,,,,,martialart,recycled,taskforce,,,diagonals1,3,handgun
1391,よしく (YOSHIKU) #1391,2445,229.29098263064657,17,stinking,alpha,,,,,,,,,wildBlue,,wry,VR,juku,figurine,headbangerOrange,False,alpha,ranger,,,,,propaganda2,jumper,zebraPink,,,tiles,3,flail
2427,そちひ (SOCHIHI) #2427,2446,229.26739538070228,18,stinking,alpha,,,,,,,,,warpaint,outOfPhase,doe,,aki,slabs,rooster,False,alpha,hoodie,,hacked,,,Generator,kanemochi,kanemochi,,,diagonals1,3,sensei
1439,わかほ (WAKAHO) #1439,2447,229.15593401454575,18,stinking,gamma,,,,,,,,,,intoTheSpotlight,owl,clubber,kabu,citynights,,False,gamma,salarymen,neon,oldTV,,Resistance,,kanemochi,elite,,,diagonals1,3,flail
1718,やひよか (YAHIYOKA) #1718,2448,229.10384051132007,18,powerup,beta,huntingtrophy,,,,,,,,neopiercing,,yob,boaster,shibu,poorNeighbourhood,punk,False,beta,,,oldTV,,,Generator,oldfashioned,zebraPink,,,diagonals2,classic,holopunch
1270,としたき (TOSHITAKI) #1270,2449,229.0137624468675,19,warfare,alpha,scars,,,,,,,,neopiercing,,yob,,shibu,poorNeighbourhood,dreadlocks,False,alpha,pirate,gambler,,,gamingContest,martialart,neo,hacker,,,brickinthewall,3,taser
1424,おしす (OSHISU) #1424,2450,228.54023799130863,17,powerup,bionic,,,,,,,,,,vilain,exhausted,gasmask,shibu,path,rooster,False,beta,truckdriver,watch,,,,,kanemochi,neojogger,,,brickinthewall,3,telescopicbaton
936,くまなろ (KUMANARO) #936,2451,228.4733241061108,18,hexa,gamma,,,,,,,,,cybernetic,intoTheSpotlight,upset,,shibu,citynights,engineer,False,gamma,rocker,,garbage,,Resistance,,oldfashioned,hacker,,,diagonals2,3,neokatana
1059,さま (SAMA) #1059,2452,228.47148033464092,18,borntobeastar,alpha,vetofthegreatwar,,,,,,,,warpaint,timeTraveler,exhausted,,aki,citynights,unkempt,False,alpha,gunner,neon,,,,,neon,hacker,,,neon,classic,cyberneticLance
1156,わぬさ (WANUSA) #1156,2453,228.46430630048184,18,sakura,gamma,,,,,,,,,Tattooed,,upset,bigBadMonocle,shibu,slabs,,False,gamma,savage,watch,broke,,,vote,lightningPink,neon,,,hexagrid,classic,bat
1448,つやき (TSUYAKI) #1448,2454,228.29994811753215,17,stinking,gamma,,,,,,,,,meka2,,exhausted,boaster,shibu,path,,False,gamma,gunner,,,,Resistance,tcorpempire,kanemochi,zebraAzure,,,tiles,3,handgun
1986,ろても (ROTEMO) #1986,2455,228.08089336806506,17,stinking,alpha,,,,,,,,,,nen,yob,gasmask,aki,citynights,,False,alpha,ranger,married,,,play,,oldfashioned,ranger,,,tiles,classic,shotgun
963,いち (ICHI) #963,2456,227.8309604561218,16,sakura,gamma,,,,,,,,,,onFire,upset,ninja,aki,poorNeighbourhood,,False,gamma,boxingHoodie,gambler,,,,,recycled,hacker,,,diagonals1,3,flail
2519,たしむ (TASHIMU) #2519,2457,227.80145544860702,18,warfare,beta,,,,,,,,,badboy,onFire,hawk,,aki,figurine,rooster,False,beta,hacker,watch,,,Resistance,,recycled,adventurer,,,diagonals3,classic,cyberneticLance
1586,まよ (MAYO) #1586,2458,227.80038390359297,19,hexa,alpha,,,,,,,,,fanaticwhite,fullPower,wicked,,aki,path,thegoodoldbill,False,alpha,scientist,gambler,broke,,,versusShow,heavymetal,zebraPink,,,diagonals1,classic,neon
3196,とほしる (TOHOSHIRU) #3196,2459,227.63235458145726,19,oneup,alpha,,,,,,,,,cybernetic,fullPower,owl,,shibu,poorNeighbourhood,rooster,False,alpha,,baseballFan,garbage,,mekaball,martialart,neo,pirate,,,brickinthewall,classic,handgun
950,へらし (HERASHI) #950,2460,227.5557563346816,18,oneup,alpha,piercing,,,,,,,,meka2,,exhausted,,juku,path,implant,False,alpha,,bandage,,,freeTheTrooperz,propaganda2,ranger,hacker,,,hexagrid,classic,negotiator
2420,らもわす (RAMOWASU) #2420,2461,227.35676018039376,18,fall,bionic,,,,,,,,,,intoTheSpotlight,wicked,,juku,road,headbanger,False,beta,truckdriver,bandage,hoverboardModelY,,,versusShow,neon,pirate,,,diagonals1,3,neokatana
1039,めなすめ (MENASUME) #1039,2462,226.92498227518135,18,warfare,bionic,,,,,,,,,wildBlue,,wicked,talkieMono,aki,citynights,headbangerPurple,False,beta,hobo,,,,gamingContest,vote,kanemochi,zebraPink,,,hexagrid,classic,neon
2471,くけなへ (KUKENAHE) #2471,2463,226.9050470484939,17,warfare,bionic,,,,,,,,,fanaticwhite,onFire,ultraInstinct,,shibu,path,,False,gamma,hoodie,,broke,,,martialart,neo,kanemochi,,,lines1,classic,shotgun
297,さたわ (SATAWA) #297,2464,226.74198782859057,19,sakura,beta,,,,,,,,,warpaint,dataMaster,wry,bigBadMonocle,aki,lightSpot,tousled,False,beta,neon,,,,Resistance,propaganda2,neo,zebraAzure,,,brickinthewall,3,antimatterCannon
605,うつち (UTSUCHI) #605,2465,226.5852413780389,17,fall,beta,,,,,,,,,neopiercing,,wicked,oni,aki,citynights,,False,beta,,baseballFan,,,freeTheTrooperz,sewer,neon,kanemochi,,,lines1,classic,bat
857,わてりさ (WATERISA) #857,2466,226.5529526164267,19,warfare,gamma,,,,,,,,,fanaticwhite,intoTheSpotlight,owl,tcityVice,aki,poorNeighbourhood,,False,gamma,quarterback,baseballFan,digitalGuitar,,gamingContest,,ranger,hacker,,,lines2,classic,thug
2875,きらせら (KIRASERA) #2875,2467,226.47025242791526,18,powerup,beta,securityguard,,,,,,,,,fullPower,doe,boaster,kabu,poorNeighbourhood,tousled,False,beta,pirate,,,,,propaganda2,buffalo,zebraAzure,,,neon,classic,flail
2326,いれれか (IREREKA) #2326,2468,226.4323022268441,17,borntobeastar,beta,,,,,,,,,fanaticblack,,hawk,talkiePoly,juku,wasteland,,False,beta,pirate,married,,,,martialart,jumper,zebraPink,,,brickinthewall,3,shinken
1581,もはね (MOHANE) #1581,2469,226.26366041780176,17,warfare,beta,,,,,,,,,infected,,doe,,aki,slabs,rooster,False,beta,scientist,neon,broke,,,,ranger,slacks,,,diagonals3,classic,cyberneticLance
2650,せろきぬ (SEROKINU) #2650,2470,226.21070152087532,18,hexa,gamma,,,,,,,,,wildBlue,timeTraveler,exhausted,,shibu,lightSpot,headbanger,False,gamma,scientist,,hoverboardModelY,,nftgallery,,lightningAzure,taskforce,,,diagonals2,classic,DEW
2026,けとわ (KETOWA) #2026,2471,225.91265266493158,16,powerup,gamma,,,,,,,,,Tattooed,,owl,VR,kabu,path,thegoodoldbill,False,gamma,neon,,,,,,lightningPink,adventurer,,,diagonals1,3,flail
2546,なふぬむ (NAFUNUMU) #2546,2472,225.90779637285254,17,hexa,beta,,,,,,,,,,timeTraveler,owl,injection,kabu,citynights,,False,beta,ceremonialdress,,,,freeTheTrooperz,propaganda2,lightningAzure,neojogger,,,tiles,classic,neokatana
2200,なけら (NAKERA) #2200,2473,225.8514773926343,16,fall,gamma,,,,,,,,,facetattoo,intoTheSpotlight,owl,redorbluepills,aki,sidewalk,,False,gamma,,,,,,vote,neon,zebraAzure,,,brickinthewall,3,DEW
318,ねきや (NEKIYA) #318,2474,225.8082939568104,18,stinking,alpha,,,,,,,,,fanaticblack,intoTheSpotlight,beatdown,boaster,juku,sidewalk,,False,alpha,pirate,,,,gamingContest,propaganda2,chill,zebraAzure,,,lines2,3,neon
1447,しるにへ (SHIRUNIHE) #1447,2475,225.80314999249273,17,borntobeastar,alpha,,,,,,,,,fanaticblack,nen,upset,,shibu,lightSpot,headbangerOrange,False,alpha,,gambler,oldTV,,,,lightningPink,neojogger,,,lines2,3,negotiator
2138,むまれ (MUMARE) #2138,2476,225.7876012368846,17,stinking,beta,,,,,,,,,,nen,doe,,shibu,crossing,,False,beta,ranger,neon,,,nftgallery,nosmoking,lightningPink,slacks,,,tiles,classic,taser
516,すてまそ (SUTEMASO) #516,2477,225.52657744266543,18,oneup,bionic,,,,,,,,,cybernetic,onFire,wry,boaster,kabu,figurine,,False,beta,downjacket,baseballFan,enhancerPot,,,,lightningAzure,slacks,,,diagonals1,classic,taser
929,しな (SHINA) #929,2478,225.3886277689691,18,fall,bionic,,,,,,,,,cybernetic,fullPower,wry,grillz,juku,figurine,badguy,False,alpha,truckdriver,,,,,martialart,ranger,slacks,,,brickinthewall,3,taser
1534,めふめけ (MEFUMEKE) #1534,2479,225.3875337815348,17,borntobeastar,alpha,,,,,,,,,neopiercing,,doe,metaverseAddict,aki,figurine,,False,alpha,ranger,,,,nftgallery,vote,ranger,adventurer,,,lines2,3,handgun
2893,のらたね (NORATANE) #2893,2480,225.149058657509,17,fall,alpha,huntingtrophy,,,,,,,,,,malicious,VR,kabu,figurine,animecharacter,False,alpha,pirate,baseballFan,,,,,lightningAzure,whiteevening,,,lines2,classic,telescopicbaton
1122,そるろね (SORURONE) #1122,2481,225.03776203507581,17,mist,beta,securityguard,,,,,,,,neopiercing,,owl,,shibu,crossing,tousled,False,beta,boxingHoodie,,,,,vote,recycled,whiteevening,,,diagonals3,classic,negotiator
799,おちり (OCHIRI) #799,2482,224.93756468754756,16,fall,gamma,,,,,,,,,,,blackeye,pirate,aki,lightSpot,engineer,False,gamma,,baseballFan,,,Resistance,,lightningPink,zebraPink,,,diagonals3,3,amputated
2522,てぬたわ (TENUTAWA) #2522,2483,224.85475716752396,18,fall,alpha,,,,,,,,,fanaticblack,,underTheInfluence,boaster,shibu,citynights,,False,alpha,hoodie,,wip,,gamingContest,nosmoking,lightningPink,adventurer,,,neon,classic,sensei
815,わさほ (WASAHO) #815,2484,224.78828408352445,19,powerup,alpha,serialNumber,,,,,,,,mask,,wry,bigBadMonocle,juku,citynights,,False,alpha,truckdriver,baseballFan,,,freeTheTrooperz,propaganda2,ranger,whiteevening,,,brickinthewall,3,shinken
779,あゆよ (AYUYO) #779,2485,224.22328836843326,17,stinking,beta,,,,,,,,,,outOfPhase,malicious,,juku,sidewalk,implant,False,beta,quarterback,wizard,,,,nosmoking,lightningPink,hacker,,,diagonals3,classic,telescopicbaton
87,まにす (MANISU) #87,2486,224.03208611754854,18,oneup,beta,securityguard,,,,,,,,,,wry,boaster,shibu,lightSpot,headbanger,False,beta,hacker,bandage,,,play,,jumper,kanemochi,,,tiles,classic,shinken
2547,するら (SURURA) #2547,2487,223.8017739709078,17,warfare,gamma,ledgerkey,,,,,,,,TCORPmember,timeTraveler,wry,,kabu,wasteland,thegoodoldbill,False,gamma,ranger,,,,,,lightningAzure,slacks,,,lines2,classic,sensei
1675,るてほ (RUTEHO) #1675,2488,223.73429227207617,17,hexa,beta,,,,,,,,,wildBlue,,wicked,metaverseAddict,aki,wasteland,punk,False,beta,,,,,nftgallery,nosmoking,recycled,elite,,,tiles,classic,thug
1748,ろむふち (ROMUFUCHI) #1748,2489,223.60054369809262,17,stinking,beta,,,,,,,,,,,wry,talkiePoly,aki,slabs,unkempt,False,beta,ceremonialdress,,,,freeTheTrooperz,sewer,oldfashioned,pirate,,,hexagrid,classic,telescopicbaton
480,あつれ (ATSURE) #480,2490,223.5662851264276,19,warfare,beta,,,,,,,,,fanaticblack,timeTraveler,doe,bigBadMonocle,juku,sidewalk,unkempt,False,beta,pirate,neon,,,mekaball,,jumper,whiteevening,,,diagonals2,3,shotgun
918,みる (MIRU) #918,2491,223.49074343753955,17,oneup,alpha,,,,,,,,,badboy,timeTraveler,beatdown,,aki,sidewalk,engineer,False,alpha,boxingHoodie,,,,,Generator,kanemochi,taskforce,,,diagonals1,classic,shinken
1924,りさよほ (RISAYOHO) #1924,2492,223.37168829311835,18,oneup,gamma,huntingtrophy,,,,,,,,mask,,wicked,grillz,kabu,sidewalk,badguy,False,gamma,pirate,neon,,,,,lightningPink,adventurer,,,lines1,classic,thug
2065,らそふ (RASOFU) #2065,2493,223.35799428769636,16,mist,beta,,,,,,,,,TCORPmember,,yob,boaster,shibu,slabs,,False,beta,,,towerDefense,,,versusShow,heavymetal,zebraAzure,,,lines1,3,taser
100,したこむ (SHITAKOMU) #100,2494,223.27193983600088,16,stinking,gamma,,,,,,,,,TCORPmember,,owl,gasmask,shibu,figurine,shonenHero,False,gamma,,,,,gamingContest,,neon,ranger,,,brickinthewall,classic,shotgun
575,わす (WASU) #575,2495,223.25830638522768,16,oneup,bionic,,,,,,,,,facetattoo,intoTheSpotlight,oneEyed,,shibu,poorNeighbourhood,animecharacter,False,beta,,,,,play,,oldfashioned,zebraPink,,,neon,3,DEW
2919,いさ (ISA) #2919,2496,223.22899241244951,17,warfare,gamma,,,,,,,,,wildGreen,,exhausted,boaster,kabu,underground,badguy,False,gamma,downjacket,,,,freeTheTrooperz,,heavymetal,taskforce,,,diagonals3,3,holopunch
2584,てろやる (TEROYARU) #2584,2497,223.0852988166098,19,firefly,gamma,,,,,,,,,mask,fullPower,owl,bigBadMonocle,kabu,path,animecharacter,False,gamma,quarterback,,,,nftgallery,nosmoking,kanemochi,slacks,,,diagonals1,3,negotiator
3183,むひみま (MUHIMIMA) #3183,2498,222.97851742107088,17,oneup,beta,securityguard,,,,,,,,meka2,,determined,,shibu,slabs,barracuda,False,beta,,married,,,,propaganda2,lightningPink,neojogger,,,hexagrid,classic,taser
1487,おひ (OHI) #1487,2499,222.94468314184002,18,warfare,gamma,,,,,,,,,fanaticblack,,yob,grillz,aki,sidewalk,implant,False,gamma,salarymen,,broke,,gamingContest,,lightningAzure,adventurer,,,brickinthewall,3,holopunch
1665,らほこき (RAHOKOKI) #1665,2500,222.7897507114679,18,warfare,beta,,,,,,,,,,,doe,talkieMono,aki,path,headbangerPurple,False,beta,scientist,married,,,play,tcorpempire,neon,elite,,,tiles,classic,shotgun
82,とむこ (TOMUKO) #82,2501,222.7650754286661,17,sakura,gamma,vetofthegreatwar,,,,,,,,facetattoo,,oneEyed,,juku,poorNeighbourhood,,False,gamma,hacker,,digitalGuitar,,,vote,oldfashioned,taskforce,,,lines2,3,flail
2891,めか (MEKA) #2891,2502,222.74369908967455,18,oneup,alpha,,,,,,,,,TCORPmember,,owl,glassesmodelY,shibu,sidewalk,,False,alpha,scientist,gambler,garbage,,,martialart,lightningAzure,ranger,,,diagonals3,classic,amputated
241,めひ (MEHI) #241,2503,222.61247700029668,18,stinking,gamma,,,,,,,,,facetattoo,,determined,glassesmodelY,shibu,road,dreadlocks,False,gamma,hobo,married,,,play,,recycled,slacks,,,diagonals2,classic,shotgun
938,りひ (RIHI) #938,2504,222.52702473503828,17,fall,beta,,,,,,,,,,timeTraveler,doe,CyberX,shibu,road,animecharacter,False,beta,truckdriver,,,,,versusShow,jumper,adventurer,,,brickinthewall,classic,holopunch
2805,けろなぬ (KERONANU) #2805,2505,222.17647019345554,17,stinking,alpha,,,,,,,,,TCORPmember,,malicious,tcityVice,juku,citynights,dreadlocks,False,alpha,pirate,,,,gamingContest,,neo,whiteevening,,,diagonals3,3,cyberneticLance
94,しろけこ (SHIROKEKO) #94,2506,222.10318560493616,19,powerup,gamma,,,,,,,,,mask,onFire,malicious,boaster,aki,lightSpot,rooster,False,gamma,boxingHoodie,married,oldTV,,,,lightningPink,kanemochi,,,diagonals1,3,thug
923,この (KONO) #923,2507,221.47558174997644,18,stinking,beta,,,,,,,,,mask,onFire,upset,,shibu,sidewalk,,False,beta,rocker,baseballFan,oldTV,,nftgallery,,pirate,neon,,,lines2,3,antimatterCannon
2652,れれみ (REREMI) #2652,2508,221.37502424096124,19,warfare,beta,,,,,,,,,,onFire,beatdown,talkieMono,kabu,lightSpot,badguy,False,beta,hacker,gambler,digitalGuitar,,gamingContest,,kanemochi,zebraPink,,,diagonals3,classic,negotiator
2696,うけにゆ (UKENIYU) #2696,2509,221.16637468274263,18,sakura,gamma,,,,,,,,,TCORPmember,onFire,beatdown,,shibu,figurine,headbanger,False,gamma,neon,,digitalGuitar,,wewantyou,,lightningPink,neon,,,diagonals1,classic,handgun
2067,らけ (RAKE) #2067,2510,221.12776365964635,18,borntobeastar,gamma,vetofthegreatwar,,,,,,,,badboy,,upset,,aki,sidewalk,,False,gamma,boxingHoodie,gambler,broke,,,versusShow,oldfashioned,whiteevening,,,diagonals1,classic,neokatana
383,しめわ (SHIMEWA) #383,2511,220.96922515247718,19,borntobeastar,alpha,,,,,,,,,mask,fullPower,yob,boaster,aki,sidewalk,unkempt,False,alpha,truckdriver,,,,play,Generator,neo,slacks,,,diagonals2,classic,DEW
484,さけり (SAKERI) #484,2512,220.56877647583423,18,sakura,gamma,serialNumber,,,,,,,,Tattooed,vilain,wry,,juku,lightSpot,,False,gamma,,bandage,,,Resistance,propaganda2,lightningAzure,elite,,,diagonals2,classic,amputated
759,ならめ (NARAME) #759,2513,220.32881658037547,16,mist,gamma,mutant,,,,,,,,neopiercing,outOfPhase,exhausted,,kabu,lightSpot,,False,gamma,,gambler,,,,,neon,zebraPink,,,tiles,classic,neokatana
1194,その (SONO) #1194,2514,220.14627034798656,18,borntobeastar,gamma,huntingtrophy,,,,,,,,mask,,wry,,aki,poorNeighbourhood,seducer,False,gamma,salarymen,,,,freeTheTrooperz,nosmoking,oldfashioned,whiteevening,,,lines2,classic,neon
3156,とわす (TOWASU) #3156,2515,220.08809063493825,16,oneup,beta,,,,,,,,,,timeTraveler,wry,oni,aki,sidewalk,animecharacter,False,beta,,,,,,vote,recycled,slacks,,,brickinthewall,classic,bat
1707,のまもた (NOMAMOTA) #1707,2516,220.004617857057,18,hexa,alpha,,,,,,,,,TCORPmember,dataMaster,underTheInfluence,CyberX,kabu,figurine,,False,alpha,,,enhancerPot,,freeTheTrooperz,vote,lightningPink,zebraAzure,,,hexagrid,classic,neon
1531,なくよき (NAKUYOKI) #1531,2517,219.11492853981855,18,hexa,alpha,,,,,,,,,,timeTraveler,owl,,kabu,wasteland,tousled,False,alpha,downjacket,neon,digitalGuitar,,,nosmoking,jumper,neon,,,hexagrid,3,amputated
1363,さわゆし (SAWAYUSHI) #1363,2518,219.06794199643224,19,fall,alpha,,,,,,,,,Tattooed,intoTheSpotlight,owl,,aki,sidewalk,badguy,False,alpha,hacker,,garbage,,mekaball,martialart,kanemochi,neojogger,,,diagonals1,classic,homingshuriken
2818,のれわ (NOREWA) #2818,2519,218.99656791279418,19,oneup,bionic,,,,,,,,,facetattoo,timeTraveler,doe,bigBadMonocle,shibu,citynights,,False,beta,quarterback,baseballFan,,,wewantyou,propaganda2,neo,elite,,,lines2,classic,thug
1058,かく (KAKU) #1058,2520,218.96253706353747,16,stinking,alpha,,,,,,,,,,,oneEyed,,aki,road,,False,alpha,pirate,,garbage,,wewantyou,propaganda2,oldfashioned,zebraPink,,,lines2,classic,holopunch
3086,りゆとに (RIYUTONI) #3086,2521,218.91259482549464,18,warfare,alpha,,,,,,,,,fanaticblack,onFire,exhausted,talkiePoly,shibu,path,badguy,False,alpha,hoodie,,,,,Generator,neon,neon,,,tiles,3,amputated
512,ほこぬま (HOKONUMA) #512,2522,218.85845423579536,17,sakura,beta,securityguard,,,,,,,,,,upset,,kabu,wasteland,implant,False,beta,urban,watch,,,Resistance,,lightningPink,whiteevening,,,neon,classic,telescopicbaton
939,むりら (MURIRA) #939,2523,218.78809535950631,17,hexa,alpha,,,,,,,,,,intoTheSpotlight,beatdown,bigBadMonocle,shibu,poorNeighbourhood,unkempt,False,alpha,boxingHoodie,,,,,Generator,lightningAzure,elite,,,diagonals2,classic,shinken
1551,きにつせ (KINITSUSE) #1551,2524,218.30372426169552,18,fall,alpha,,,,,,,,,fanaticblack,onFire,wicked,CyberX,juku,citynights,,False,alpha,hobo,neon,,,,sewer,neon,neon,,,hexagrid,classic,homingshuriken
848,やけせ (YAKESE) #848,2525,218.30136596194103,17,powerup,bionic,,,,,,,,,fanaticblack,,exhausted,talkieMono,kabu,path,rooster,False,alpha,,,hoverboardModelY,,,nosmoking,oldfashioned,neojogger,,,diagonals1,classic,taser
1556,うしみゆ (USHIMIYU) #1556,2526,218.09462985601877,16,warfare,beta,,,,,,,,,,,owl,,aki,lightSpot,,False,beta,,watch,wip,,gamingContest,tcorpempire,heavymetal,zebraPink,,,lines1,classic,cyberneticLance
1045,したぬみ (SHITANUMI) #1045,2527,217.80715081064056,17,powerup,gamma,,,,,,,,,,,wry,VR,juku,path,unkempt,False,gamma,quarterback,,enhancerPot,,,sewer,recycled,neojogger,,,diagonals3,3,antimatterCannon
2635,なかな (NAKANA) #2635,2528,217.78552037448205,18,sakura,bionic,,,,,,,,,fanaticwhite,onFire,doe,metaverseAddict,kabu,citynights,,False,alpha,scientist,,,,nftgallery,nosmoking,oldfashioned,whiteevening,,,brickinthewall,3,amputated
1342,かか (KAKA) #1342,2529,217.46906997600695,18,oneup,alpha,scars,,,,,,,,mask,,wry,boaster,juku,figurine,tousled,False,alpha,hoodie,,,,Resistance,,ranger,neojogger,,,lines1,classic,bat
2037,けにさす (KENISASU) #2037,2530,217.1544452581595,16,mist,alpha,serialNumber,,,,,,,,Tattooed,,yob,boaster,shibu,lightSpot,animecharacter,False,alpha,,,,,,,buffalo,zebraPink,,,tiles,classic,holopunch
2809,とそく (TOSOKU) #2809,2531,217.03363461427065,18,hexa,beta,,,,,,,,,TCORPmember,,wry,talkiePoly,aki,poorNeighbourhood,unkempt,False,beta,salarymen,,oldTV,,play,,jumper,hacker,,,brickinthewall,classic,antimatterCannon
209,おふのれ (OFUNORE) #209,2532,216.83029515019143,17,oneup,gamma,,,,,,,,,,,determined,gasmask,kabu,slabs,implant,False,gamma,kanemochi,,,,Resistance,versusShow,oldfashioned,neojogger,,,diagonals2,3,homingshuriken
