ID,Name,Rank,Rarity_Score,Attributes-Scores,Background-Scores,BodyObj-Scores,CardBank-Scores,Class-Scores,ClothPattern-Scores,ClothesObj-Scores,Ear-Scores,Expression-Scores,Extra-Scores,FaceObj-Scores,FaceTex-Scores,Foreground-Scores,Hair-Scores,HandObj-Scores,HandObj2-Scores,Hat-Scores,HeadObj-Scores,LeftHand-Scores,LeftShoulder-Scores,Mouth-Scores,Nose-Scores,RightHand-Scores,RightShoulder-Scores,Skin-Scores,Smock-Scores,Tail-Scores,Team-Scores,Whiskers-Scores
724,Tez Dozen Team ζ #004,2728,1030.342789620526,9,280,,4,1,50,5,,,,46,,120,,96,,34,54,1,36,61,,1,,108,,105,14,
1969,Tez Dozen Team κ #049,2729,1030.2815510564888,4,210,63,1,1,186,,,,,,,48,,,,197,,1,71,81,,3,47,105,,,7,
2769,Tez Dozen Team λ #369,2730,1030.1286867940946,12,258,,1,1,112,,,,101,,,176,,96,,,,1,36,,,1,,224,,,7,
1160,Tez Dozen Team η #200,2731,1029.777036438685,4,336,,1,1,81,,,,,67,,35,57,56,,36,,1,,56,,1,,210,,68,14,
1370,Tez Dozen Team θ #170,2732,1029.0538878267869,28,210,81,1,1,50,,112,,,61,61,124,,,,51,63,1,36,51,,3,35,40,,,14,
2429,Tez Dozen Team λ #029,2733,1027.9486375554332,55,258,,1,1,,,,,,134,,176,,81,,,,1,29,,,1,,280,,,7,
946,Tez Dozen Team ζ #226,2734,1027.425881320074,9,336,,1,1,60,5,,,,46,,35,,63,,34,54,1,58,63,,1,,115,,124,14,
2052,Tez Dozen Team κ #132,2735,1027.2078617051018,5,258,,1,1,146,,,,,108,,67,,,,186,,1,45,98,,3,,96,,,7,
504,Tez Dozen Team ε #024,2736,1026.8344108825738,5,305,,1,1,65,5,,,,,,,,,,,56,1,146,48,54,1,74,50,,124,14,70
2454,Tez Dozen Team λ #054,2737,1026.4754791804041,5,112,88,1,1,,,,,,73,,176,,134,,,,4,33,,,1,,258,,129,7,
1711,Tez Dozen Team ι #271,2738,1026.2915345527033,4,305,120,1,1,,,90,,,,38,124,,,,129,,1,29,,,3,35,134,,,7,
884,Tez Dozen Team ζ #164,2739,1025.2806502972946,9,336,,1,1,65,5,,,,65,,35,,,,58,50,1,64,65,,1,34,108,,105,14,
705,Tez Dozen Team ε #225,2740,1025.0573816904775,5,373,,1,1,81,5,,,,,,84,,,,70,56,1,,50,56,3,,63,,108,14,46
909,Tez Dozen Team ζ #189,2741,1024.7473314505737,5,240,,1,1,210,15,,,,46,,35,,96,,78,,4,30,61,,1,,96,,88,14,
1116,Tez Dozen Team η #156,2742,1024.558419969665,5,336,,4,1,80,,,,,67,,124,67,,,44,,1,36,56,,1,35,80,,68,14,
870,Tez Dozen Team ζ #150,2743,1023.7851246290771,5,305,,1,1,65,5,,,,65,,60,,101,,63,,1,64,61,,1,,93,,112,14,
993,Tez Dozen Team η #033,2744,1023.4606651601509,5,336,,1,1,,,,,101,,,35,61,56,,86,78,1,30,53,,1,,112,,48,14,
983,Tez Dozen Team η #023,2745,1023.2957795068002,5,373,,1,1,73,,,,,86,,38,67,,,51,88,1,36,56,,3,,80,,46,14,
1097,Tez Dozen Team η #137,2746,1022.8430820102052,4,420,,1,1,81,,,,,90,,28,67,,,51,,1,,53,,3,43,112,,48,14,
429,Tez Dozen Team δ #069,2747,1022.7015770037857,4,280,,1,1,152,15,,88,,,,105,,,,,96,1,,112,,3,,40,,,28,93
1841,Tez Dozen Team ι #401,2748,1022.693610899062,4,373,,1,1,,,57,,,56,,146,,,,140,,1,30,,,3,35,58,,105,7,
160,Tez Dozen Team β #040,2749,1022.3215680316559,55,336,,1,1,,93,,,,186,,,,,,,96,1,,,90,3,,129,,,28,
825,Tez Dozen Team ζ #105,2750,1021.9197772416911,9,258,,1,1,65,5,,,,58,,120,,,,63,50,1,64,63,,3,34,93,,112,14,
1071,Tez Dozen Team η #111,2751,1021.9073470673619,5,258,,1,1,67,,,,,67,,74,57,,,86,96,1,,62,,3,108,68,,48,14,
1665,Tez Dozen Team ι #225,2752,1021.0805069819098,4,210,152,4,1,,,84,,,,38,108,,54,,129,,4,33,,,1,,124,,63,7,
1213,Tez Dozen Team θ #013,2753,1020.5190825724796,5,186,,1,1,50,,90,,,108,68,129,,42,,,68,1,39,51,,1,,160,,,14,
1015,Tez Dozen Team η #055,2754,1020.2606811505285,5,336,,1,1,80,,,,,86,,38,57,67,,36,78,1,,53,,1,,115,,46,14,
613,Tez Dozen Team ε #133,2755,1019.774392176619,5,373,,1,1,81,5,,,,,,105,,,,,45,1,,51,50,1,74,57,,93,14,56
676,Tez Dozen Team ε #196,2756,1019.6338204753073,5,305,,1,1,65,15,,,,,,129,,67,,,56,4,,65,64,1,,50,,124,14,46
1748,Tez Dozen Team ι #308,2757,1019.5155125686409,4,176,140,1,1,,,57,,,70,,129,,43,,134,,1,37,,,1,,124,,88,7,
1441,Tez Dozen Team ι #001,2758,1017.8099683159282,4,186,176,1,1,,,84,,,34,,134,,36,,115,,1,36,,,1,,134,,61,7,
1885,Tez Dozen Team ι #445,2759,1017.3065191309278,4,258,224,1,1,,,57,,,,,129,,42,,115,,1,30,,,1,,58,,84,7,
2247,Tez Dozen Team κ #327,2760,1016.8310249181503,5,240,,1,1,129,,,,,140,,67,,,,,,1,45,101,,3,168,105,,,7,
1519,Tez Dozen Team ι #079,2761,1016.7654858863541,4,240,152,1,1,,,76,,,34,,146,,67,,124,,4,33,,,1,,58,,63,7,
2292,Tez Dozen Team κ #372,2762,1016.3944323248337,4,240,,4,1,108,,,,,,,120,,73,,115,,1,33,140,,1,,105,,60,7,
414,Tez Dozen Team δ #054,2763,1016.2781571044964,4,305,,1,1,,5,,88,,,,129,,,,,115,1,46,96,,1,43,40,,,28,108
1283,Tez Dozen Team θ #083,2764,1016.2072459113114,28,224,134,4,1,67,,90,,,61,68,28,,,,36,76,1,36,52,,3,50,35,,,14,
962,Tez Dozen Team η #002,2765,1015.4390814808429,5,280,,4,1,,,,,336,,,38,,42,,86,,1,,56,,1,,80,,68,14,
773,Tez Dozen Team ζ #053,2766,1015.286236829076,4,336,,1,1,,5,,,,56,,38,,129,,63,54,4,,65,,1,,115,,124,14,
7,Tez Dozen Team α #007,2767,1015.2029329657848,12,420,,1,1,63,15,,,,,,,,,,,115,4,,,,1,,35,,176,28,140
824,Tez Dozen Team ζ #104,2768,1014.8055462448419,9,420,,4,1,60,5,,,,46,,35,,,,58,54,1,26,61,,3,34,68,,108,14,
2583,Tez Dozen Team λ #183,2769,1014.5697281445409,5,224,96,1,1,,,,,,115,,152,,124,,,,4,57,,,1,,186,,36,7,
442,Tez Dozen Team δ #082,2770,1014.2790509195778,4,280,,1,1,129,15,,88,,,,35,,,,,96,1,,120,,3,84,40,,,28,86
1212,Tez Dozen Team θ #012,2771,1013.732638842269,4,258,86,1,1,67,,90,,,64,,,,,,112,74,4,,62,,1,50,120,,,14,
818,Tez Dozen Team ζ #098,2772,1013.658268110938,5,160,,1,1,210,5,,,,65,,120,,,,58,50,1,38,63,,3,,108,,105,14,
2352,Tez Dozen Team κ #432,2773,1013.5746588364709,55,210,57,1,1,,,,,,,,480,,,,,,1,26,76,,3,,93,,,7,
633,Tez Dozen Team ε #153,2774,1013.5269601103697,5,373,,1,1,81,5,,,,,,60,,36,,,61,4,,48,64,1,,101,,81,14,70
460,Tez Dozen Team δ #100,2775,1013.4581503750937,5,305,,1,1,129,15,,134,,,,,,,,,96,1,,120,,3,,63,,,28,108
1026,Tez Dozen Team η #066,2776,1013.1612496753497,5,336,,1,1,60,,,,,67,,74,61,,,44,,1,36,56,,3,35,134,,80,14,
1970,Tez Dozen Team κ #050,2777,1012.8352532115616,4,240,57,1,1,101,,,,,124,,152,,101,,,,1,36,76,,1,,105,,,7,
202,Tez Dozen Team β #082,2778,1012.4357132436014,12,305,,1,1,,,,,,,,,,,,81,146,1,,,90,1,,40,105,197,28,
752,Tez Dozen Team ζ #032,2779,1012.1139969328547,5,336,,1,1,,5,,,134,56,,35,,63,,58,,1,61,63,,1,,68,,105,14,
1811,Tez Dozen Team ι #371,2780,1011.7093412083332,4,258,168,1,1,,,67,,,56,38,112,,,,,,1,36,,,3,57,134,,63,7,
305,Tez Dozen Team γ #065,2781,1010.9095625193138,4,420,,4,1,90,5,,,,,,,,,,,,4,33,93,,1,43,35,,115,28,129
1002,Tez Dozen Team η #042,2782,1010.7445199446416,5,280,,1,1,50,,,,,80,,124,57,43,,86,73,1,,53,,1,,68,,68,14,
2074,Tez Dozen Team κ #154,2783,1010.3034027964541,4,210,36,1,1,101,,,,,,,120,,101,,146,,4,29,140,,1,,105,,,7,
1424,Tez Dozen Team θ #224,2784,1010.1916097839744,4,336,,1,1,,,176,,,64,68,,,42,,44,70,4,,51,,1,,129,,,14,
637,Tez Dozen Team ε #157,2785,1009.7771744694917,4,373,,1,1,,15,,,,,,105,,176,,,56,4,74,48,50,1,,35,,,14,46
1018,Tez Dozen Team η #058,2786,1009.5756933451722,4,280,,4,1,80,,,,,67,,74,67,42,,36,,1,,56,,1,,210,,68,14,
2083,Tez Dozen Team κ #163,2787,1009.4396421217009,4,210,57,1,1,84,,,,,,,152,,80,,146,,1,61,96,,1,,105,,,7,
126,Tez Dozen Team β #006,2788,1009.1528705994834,12,280,,1,1,,,,,,,,,,,,,112,1,38,,96,1,,134,105,197,28,
712,Tez Dozen Team ε #232,2789,1008.6823096394704,5,373,,1,1,93,5,,,,,,60,,,,,45,1,,48,56,3,80,63,,108,14,46
735,Tez Dozen Team ζ #015,2790,1007.8449275225128,9,305,,1,1,90,5,,,,46,,28,,152,,34,54,1,26,49,,1,,96,,88,14,
966,Tez Dozen Team η #006,2791,1007.1670096096424,4,373,,1,1,90,,,,,67,,,67,73,,,,4,30,56,,1,,176,,46,14,
1057,Tez Dozen Team η #097,2792,1006.3558035413497,5,336,,1,1,73,,,,,67,,74,61,73,,36,73,4,,56,,1,,80,,48,14,
550,Tez Dozen Team ε #070,2793,1005.6754050567218,5,305,,1,1,93,5,,,,,,38,,,,,45,1,73,61,64,3,,35,,186,14,70
626,Tez Dozen Team ε #146,2794,1005.5925367107981,5,373,,1,1,81,5,,,,,,,,36,,,64,1,73,48,56,1,,101,,81,14,56
804,Tez Dozen Team ζ #084,2795,1005.5222597008454,5,280,,1,1,74,5,,,,46,,120,,,,58,,1,36,63,,3,108,96,,88,14,
191,Tez Dozen Team β #071,2796,1004.9712149860827,12,305,,1,1,,115,,,,,,,,,,,105,4,,,112,1,,93,105,120,28,
925,Tez Dozen Team ζ #205,2797,1004.5458182125542,9,280,,1,1,81,5,,,,65,,35,,63,,58,54,1,64,61,,1,,93,,112,14,
1695,Tez Dozen Team ι #255,2798,1003.8730061231156,4,258,152,1,1,,,57,,,56,,115,,134,,115,,1,36,,,1,,58,,,7,
1614,Tez Dozen Team ι #174,2799,1003.6425899493347,4,186,140,4,1,,,76,,,,38,93,,,,240,,1,33,,,3,52,58,,61,7,
739,Tez Dozen Team ζ #019,2800,1003.1109121806081,9,336,,1,1,74,5,,,,65,,41,,,,58,54,1,30,50,,3,70,96,,88,14,
910,Tez Dozen Team ζ #190,2801,1002.5388428951399,5,336,,1,1,,5,,,,46,,120,,,,34,54,1,64,65,,3,34,108,,105,14,
484,Tez Dozen Team ε #004,2802,1002.2519212873775,4,258,,1,1,81,5,,,,,,,,84,,,45,1,,51,50,1,,186,,168,14,46
974,Tez Dozen Team η #014,2803,1002.1332792446079,5,280,,1,1,67,,,,,67,,124,61,52,,36,73,1,,53,,1,,115,,46,14,
78,Tez Dozen Team α #078,2804,1001.889194101882,4,25,,1,1,,5,,,,129,,,,152,,210,108,4,,,,1,,101,,146,28,81
897,Tez Dozen Team ζ #177,2805,1001.7062293149911,9,197,,4,35,50,5,,,101,56,,,,96,,78,,1,64,65,,1,35,96,,88,14,
1497,Tez Dozen Team ι #057,2806,1001.6766109867433,4,280,168,1,1,,,112,,,34,,98,,,,,,1,29,,,3,47,124,,88,7,
573,Tez Dozen Team ε #093,2807,1001.472475894288,9,280,,1,1,84,5,,,,,,38,,,,52,64,1,,50,64,1,74,81,,129,14,46
67,Tez Dozen Team α #067,2808,1000.6108953194336,5,258,,1,1,108,5,,,,129,,,,,,168,108,1,,,,1,,101,,,28,81
656,Tez Dozen Team ε #176,2809,1000.3811286390173,4,373,,1,1,84,5,,,,,,,,,,,45,1,29,48,56,3,,146,,129,14,56
1107,Tez Dozen Team η #147,2810,1000.2292023649326,5,305,,4,1,50,,,,,67,,74,57,73,,36,96,1,,62,,1,,80,,68,14,
431,Tez Dozen Team δ #071,2811,999.4457575756891,4,305,,1,1,80,15,,88,,,,,,84,,,134,1,,112,,1,,56,,,28,86
2650,Tez Dozen Team λ #250,2812,999.4311951365063,5,186,49,1,1,258,,,,,,,176,,,,,,1,37,,,3,47,186,,36,7,
1014,Tez Dozen Team η #054,2813,999.1404152014169,5,336,,1,1,67,,,,,67,,38,67,36,,44,96,4,,56,,1,,115,,46,14,
2257,Tez Dozen Team κ #337,2814,998.0223672881871,4,240,63,1,1,,,,,,,,120,,,,146,,1,57,129,,3,84,88,,50,7,
544,Tez Dozen Team ε #064,2815,997.823654070412,4,280,,1,1,93,5,,,,,,,,,,,45,1,,50,50,3,84,186,,129,14,46
209,Tez Dozen Team β #089,2816,997.4922980384654,12,305,,1,1,,134,,,,,,,,,,,96,1,,,112,3,,40,146,115,28,
200,Tez Dozen Team β #080,2817,997.390192426132,12,305,,1,1,,,,,,,,,,,,56,96,1,,,90,3,,134,146,120,28,
2022,Tez Dozen Team κ #102,2818,997.2702429872079,4,210,57,4,1,108,,,,,,,120,,124,,115,,4,40,98,,1,,98,,,7,
1373,Tez Dozen Team θ #173,2819,997.1083902992946,4,197,,4,1,146,,105,,,80,62,41,,43,,,63,1,,62,,1,,168,,,14,
1495,Tez Dozen Team ι #055,2820,996.866944075205,4,25,176,4,1,,,67,,,70,,129,,96,,186,,1,46,,,1,,124,,54,7,
895,Tez Dozen Team ζ #175,2821,996.5527144359787,9,280,,1,1,60,5,,,,46,,134,,,,78,50,1,26,63,,3,43,68,,108,14,
999,Tez Dozen Team η #039,2822,996.4680843652812,5,305,,1,1,81,,,,,67,,35,53,81,,86,78,4,,62,,1,,68,,48,14,
288,Tez Dozen Team γ #048,2823,996.2655874825209,4,336,,1,1,63,15,,,,,,35,,,,,,1,,93,,3,80,68,,168,28,96
905,Tez Dozen Team ζ #185,2824,996.2448846640988,9,258,,1,1,74,5,,,,46,,41,,,,58,54,1,64,63,,3,43,120,,134,14,
1038,Tez Dozen Team η #078,2825,996.0676878774123,4,420,,4,1,80,,,,,80,,35,57,,,44,,1,,53,,3,34,112,,48,14,
2333,Tez Dozen Team κ #413,2826,995.8074563402557,5,258,50,1,1,98,,,,,,,305,,54,,,,1,29,81,,1,,98,,,7,
1109,Tez Dozen Team η #149,2827,995.7617835577811,5,224,,1,1,73,,,,,,,28,67,176,,51,96,4,30,62,,1,,112,,46,14,
885,Tez Dozen Team ζ #165,2828,995.6982101819326,4,336,,1,1,65,5,,,,46,,35,,152,,,,1,58,65,,1,,93,,112,14,
1738,Tez Dozen Team ι #298,2829,995.6338980576533,4,240,,1,1,,,70,,,70,38,108,,134,,129,,4,33,,,1,,152,,,7,
880,Tez Dozen Team ζ #160,2830,994.5210376652295,5,305,,1,1,74,5,,,,56,,134,,,,34,50,1,26,65,,3,,108,,105,14,
579,Tez Dozen Team ε #099,2831,993.7434080945702,5,224,,1,1,84,5,,,,,,,,186,,,45,1,73,48,64,1,,81,,108,14,46
201,Tez Dozen Team β #081,2832,993.669965150311,5,336,,1,1,,93,,,,,,,,,,56,96,1,,,90,3,134,40,105,,28,
1171,Tez Dozen Team η #211,2833,993.5306976273899,5,258,,1,1,73,,,,,90,,35,57,,,51,96,1,,53,,3,35,134,,80,14,
1123,Tez Dozen Team η #163,2834,993.3049898839703,5,336,,1,1,80,,,,,67,,35,61,,,,96,1,36,56,,3,35,115,,46,14,
1000,Tez Dozen Team η #040,2835,993.0973681394503,4,373,,1,1,160,,,,,67,,38,57,,,44,,1,,62,,3,35,80,,48,14,
1275,Tez Dozen Team θ #075,2836,992.915645716793,5,197,86,1,1,,,124,,,64,61,28,,56,,112,70,4,,52,,1,,112,,,14,
1079,Tez Dozen Team η #119,2837,992.8081604420305,4,280,,1,1,160,,,,,67,,,61,67,,,96,1,26,62,,1,,80,,68,14,
643,Tez Dozen Team ε #163,2838,992.6810695600385,5,305,,4,1,,5,,,,,,84,,93,,,61,4,74,51,54,1,,50,,124,14,56
627,Tez Dozen Team ε #147,2839,992.3271890843349,5,305,,1,1,74,5,,,,,,35,,,,,64,1,112,61,56,3,,35,,168,14,46
745,Tez Dozen Team ζ #025,2840,991.7968938201262,5,336,,1,1,81,5,,,,46,,28,,,,78,,1,81,65,,3,34,93,,112,14,
952,Tez Dozen Team ζ #232,2841,991.5101493529711,5,336,,1,1,,5,,,98,46,,35,,63,,63,,1,30,63,,1,,115,,108,14,
2287,Tez Dozen Team κ #367,2842,991.3542723149393,4,197,57,4,1,,,,,,,,48,,96,,240,,1,88,73,,1,,120,,50,7,
826,Tez Dozen Team ζ #106,2843,991.2133594349766,9,305,,1,1,90,5,,,,56,,35,,101,,58,50,1,30,50,,1,,68,,108,14,
2308,Tez Dozen Team κ #388,2844,991.1746666040324,4,210,57,1,1,105,,,,,,,140,,134,,,,1,61,96,,1,,120,,50,7,
372,Tez Dozen Team δ #012,2845,991.1649236624687,4,305,,1,1,,5,,134,,,,35,,,,,96,1,46,112,,3,74,56,,,28,86
864,Tez Dozen Team ζ #144,2846,990.7506155742523,9,280,,4,1,90,5,,,,56,,35,,,,58,54,1,64,65,,1,35,96,,115,14,
1967,Tez Dozen Team κ #047,2847,990.610576550568,4,25,36,4,1,84,,,,,140,,152,,120,,168,,4,28,115,,1,,96,,,7,
644,Tez Dozen Team ε #164,2848,990.4894064559724,5,336,,1,1,129,5,,,,,,35,,,,,45,1,,49,54,3,80,63,,108,14,56
1875,Tez Dozen Team ι #435,2849,989.9237344385826,5,240,140,1,1,,,90,,,,,129,,,,,,1,48,,,1,50,168,,105,7,
1353,Tez Dozen Team θ #153,2850,989.8930959681716,5,258,134,1,1,81,,112,,,64,61,41,,,,,74,1,36,62,,3,,35,,,14,
205,Tez Dozen Team β #085,2851,989.8215684091176,4,25,,1,1,,134,,,,197,,,,,,,105,1,58,,96,3,,40,146,146,28,
1168,Tez Dozen Team η #208,2852,989.7055136805171,5,373,,1,1,60,,,,,90,,41,67,52,,36,73,1,,53,,1,,68,,48,14,
2518,Tez Dozen Team λ #118,2853,989.2732642111781,4,25,88,4,1,,,,,,73,,176,,81,,160,,1,36,,,1,,197,,129,7,
2087,Tez Dozen Team κ #167,2854,988.5959161671936,4,240,,1,1,96,,,,,,,140,,,,124,,1,45,115,,3,43,105,,60,7,
1794,Tez Dozen Team ι #354,2855,988.2915113432178,4,210,176,1,1,,,70,,,34,,112,,,,146,,1,29,,,3,43,58,,88,7,
540,Tez Dozen Team ε #060,2856,987.6772836042637,9,305,,1,1,84,5,,,,,,,,,,34,61,1,74,51,64,3,43,50,,124,14,56
763,Tez Dozen Team ζ #043,2857,987.5886819190321,9,280,,1,1,81,15,,,,46,,41,,,,34,54,1,61,65,,3,70,93,,112,14,
162,Tez Dozen Team β #042,2858,987.5760312116907,12,280,,1,1,,,,,,,,,,,,,96,1,61,,186,1,,93,105,120,28,
341,Tez Dozen Team γ #101,2859,987.4339992261935,5,420,,1,1,90,5,,,,,,,,43,,,,4,81,124,,1,,50,,,28,129
572,Tez Dozen Team ε #092,2860,987.2337459093201,9,336,,1,1,80,5,,,,,,60,,,,56,45,1,,48,54,3,84,35,,93,14,56
547,Tez Dozen Team ε #067,2861,987.1686449545143,9,336,,1,1,74,5,,,,,,84,,,,,56,1,28,48,50,3,43,63,,108,14,56
98,Tez Dozen Team α #098,2862,986.8307285036774,4,186,,1,1,90,5,,,,115,,,,54,,,108,1,146,,,1,,101,,,28,140
771,Tez Dozen Team ζ #051,2863,986.6305990628903,9,210,,4,35,50,5,,,101,56,,,,96,,78,,1,64,65,,1,35,68,,88,14,
793,Tez Dozen Team ζ #073,2864,986.4988743875158,5,280,,1,1,74,5,,,,46,,,,,,34,50,1,81,63,,3,140,93,,88,14,
820,Tez Dozen Team ζ #100,2865,986.4453528735733,5,240,,1,1,74,15,,,,58,,,,,,63,54,1,64,65,,1,140,96,,88,14,
673,Tez Dozen Team ε #193,2866,986.2170310647464,4,373,,1,1,74,5,,,,,,84,,,,,64,1,,63,50,3,,50,,124,14,70
493,Tez Dozen Team ε #013,2867,986.0543833337558,5,197,,1,1,74,5,,,,,,,,,,,45,1,36,51,54,1,84,186,,168,14,56
1733,Tez Dozen Team ι #293,2868,985.8447063522607,4,210,152,1,1,,,60,,,62,,134,,67,,134,,1,28,,,1,,58,,61,7,
2334,Tez Dozen Team κ #414,2869,985.6836824104641,4,210,57,1,1,146,,,,,,,186,,,,120,,1,28,84,,3,35,98,,,7,
584,Tez Dozen Team ε #104,2870,985.2780964444597,5,146,,4,1,65,5,,,134,,,,,258,,,64,1,,51,56,1,,35,,81,14,56
1356,Tez Dozen Team θ #156,2871,985.1042084472052,4,197,120,1,1,,,105,,,61,,129,,,,52,63,4,,62,,1,47,120,,,14,
1486,Tez Dozen Team ι #046,2872,984.9830544265723,4,176,86,4,1,,,67,,,70,,152,,96,,152,,1,33,,,1,,129,,,7,
1638,Tez Dozen Team ι #198,2873,984.964268271013,4,160,152,4,1,,,60,,,70,,129,,,,140,,1,33,,,3,52,58,,105,7,
979,Tez Dozen Team η #019,2874,984.9211336384416,4,373,,4,1,81,,,,,90,,35,57,101,,,,4,,53,,1,,112,,48,14,
1060,Tez Dozen Team η #100,2875,984.6161373941935,4,420,,1,1,90,,,,,80,,28,61,42,,,78,1,26,53,,1,,80,,,14,
694,Tez Dozen Team ε #214,2876,984.587081939257,5,280,,1,1,74,5,,,,,,,,,,,56,1,74,49,50,1,74,50,,186,14,56
1154,Tez Dozen Team η #194,2877,984.5596057034935,9,258,,1,1,80,,,,,80,,35,67,56,,36,96,1,64,56,,1,,80,,46,14,
969,Tez Dozen Team η #009,2878,984.2609571839267,5,240,,1,1,112,,,,,90,,124,53,42,,36,,1,36,62,,1,,115,,46,14,
675,Tez Dozen Team ε #195,2879,984.0200755372105,4,373,,1,1,,5,,,,,,,,176,,52,61,4,74,49,50,1,,57,,,14,56
903,Tez Dozen Team ζ #183,2880,983.8586424998762,5,280,,1,1,65,15,,,,58,,41,,101,,58,,1,30,65,,1,,115,,124,14,
1024,Tez Dozen Team η #064,2881,983.7316650897037,9,305,,1,1,90,,,,,90,,38,61,,,51,78,1,30,56,,3,35,68,,46,14,
713,Tez Dozen Team ε #233,2882,983.5406038393112,9,305,,4,1,80,5,,,,,,60,,,,,61,1,36,48,64,3,80,57,,93,14,56
722,Tez Dozen Team ζ #002,2883,983.4599265507397,9,305,,1,1,60,5,,,,46,,38,,63,,34,50,1,58,63,,1,,93,,134,14,
1937,Tez Dozen Team κ #017,2884,983.1233219479733,4,224,,1,1,152,,,,,140,,67,,,,146,,4,26,76,,1,34,96,,,7,
389,Tez Dozen Team δ #029,2885,982.8888825485674,4,280,,4,1,84,15,,134,,,,,,,,34,96,1,33,112,,3,,63,,,28,86
1186,Tez Dozen Team η #226,2886,982.8720614978592,9,305,,1,1,50,,,,,90,,35,53,,,51,73,1,64,53,,3,57,68,,48,14,
747,Tez Dozen Team ζ #027,2887,982.6715125845122,5,258,,4,1,50,5,,,,65,,120,,63,,63,,1,61,61,,1,,93,,112,14,
2064,Tez Dozen Team κ #144,2888,982.4849569690047,4,224,36,1,1,98,,,,,,,152,,,,146,,1,57,84,,3,47,115,,,7,
1062,Tez Dozen Team η #102,2889,982.0980579140366,4,373,,1,1,80,,,,,67,,35,53,,,86,,1,,53,,3,43,115,,48,14,
2229,Tez Dozen Team κ #309,2890,981.8146822393485,12,373,,1,1,,,,,,,,168,,54,,,,1,38,129,,1,,112,,81,7,
731,Tez Dozen Team ζ #011,2891,981.8022095177619,4,373,,4,1,74,5,,,,56,,,,63,,34,,1,26,65,,1,,120,,134,14,
814,Tez Dozen Team ζ #094,2892,981.1864427796697,5,336,,1,1,74,5,,,,46,,,,,,58,54,1,30,61,,1,34,120,,134,14,
1358,Tez Dozen Team θ #158,2893,981.1199953373493,5,224,,1,1,146,,105,,,61,61,28,,,,112,68,4,,58,,1,52,35,,,14,
506,Tez Dozen Team ε #026,2894,980.7978023750965,5,280,,4,1,129,5,,,,,,84,,,,52,64,1,,48,56,3,,63,,108,14,56
1244,Tez Dozen Team θ #044,2895,980.437535178538,4,186,,1,1,,,124,,,64,62,,,129,,56,70,4,,62,,1,,197,,,14,
1835,Tez Dozen Team ι #395,2896,979.8806452079534,4,280,86,4,1,,,84,,,34,,112,,101,,,,4,45,,,1,,124,,88,7,
707,Tez Dozen Team ε #227,2897,979.7403714281445,9,146,,1,1,,5,,,186,,,38,,67,,,64,1,73,49,54,1,,101,,108,14,56
2019,Tez Dozen Team κ #099,2898,979.5519613853204,4,160,,1,1,108,,,,,134,,168,,42,,,,4,61,88,,1,,115,,81,7,
102,Tez Dozen Team α #102,2899,979.4786800951765,12,373,,1,1,63,5,,,,,,,,,,,115,1,,,,1,,96,,140,28,140
583,Tez Dozen Team ε #103,2900,979.4576048279476,28,197,,1,1,84,5,,,,,,84,,,,56,45,1,36,50,50,1,84,81,,108,14,46
806,Tez Dozen Team ζ #086,2901,979.4135768673572,5,258,,1,1,74,15,,,,56,,35,,,,,54,1,81,48,,3,35,146,,146,14,
257,Tez Dozen Team γ #017,2902,979.1609525907992,5,336,,1,1,63,15,,,,,,,,,,52,,1,,124,,3,,105,,112,28,129
867,Tez Dozen Team ζ #147,2903,978.9965220865852,4,280,,1,1,74,5,,,,56,,134,,,,63,,1,,63,,3,35,115,,124,14,
66,Tez Dozen Team α #066,2904,978.2536283753308,5,168,,1,1,224,5,,,,115,,,,,,,108,4,,,,1,,56,,176,28,81
196,Tez Dozen Team β #076,2905,978.0977137425843,55,336,,1,1,,,,,,,,,,,,52,112,1,,,112,3,,129,,146,28,
848,Tez Dozen Team ζ #128,2906,977.9368843814162,5,373,,4,1,,5,,,,56,,38,,63,,34,54,4,30,50,,1,,115,,124,14,
687,Tez Dozen Team ε #207,2907,977.8387561924324,5,336,,1,1,80,5,,,,,,84,,,,,64,1,,49,64,3,74,63,,81,14,46
1066,Tez Dozen Team η #106,2908,977.4975214120209,4,373,,4,1,67,,,,,67,,,,42,,44,73,1,64,56,,1,,115,,46,14,
592,Tez Dozen Team ε #112,2909,975.9446266285262,4,336,,1,1,84,15,,,,,,129,,,,,61,1,,48,54,3,,50,,124,14,46
474,Tez Dozen Team δ #114,2910,975.6882029681207,4,305,,1,1,84,15,,98,,,,,,,,,134,1,,112,,3,43,56,,,28,86
629,Tez Dozen Team ε #149,2911,973.989701090742,5,305,,1,1,84,5,,,,,,,,,,70,45,1,,48,50,3,84,101,,81,14,70
577,Tez Dozen Team ε #097,2912,973.903653924111,5,224,,1,35,,5,,,134,,,60,,93,,,61,1,,49,56,1,,101,,81,14,46
1784,Tez Dozen Team ι #344,2913,973.8754782402397,4,25,197,4,1,,,61,,,,,129,,,,240,,1,30,,,3,84,129,,54,7,
790,Tez Dozen Team ζ #070,2914,973.8417741845368,5,336,,1,1,81,5,,,,58,,60,,,,34,,1,61,61,,3,35,96,,115,14,
1017,Tez Dozen Team η #057,2915,973.6667185662044,5,373,,1,1,60,,,,,86,,35,61,36,,44,78,1,,56,,1,,68,,48,14,
