ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Clolthes,Eyeware,Headware,Mouthpiece,Special
893,Gecko #893,1718,110.3181924357,6,d2acb1 ,Turquoise ,Doctor Dress ,No Eyeware ,Greek War Helmet Pink ,Bandana Red ,
664,Gecko #664,1719,110.2319382328,6,e8a1a2 ,Green Scales ,Skull Vest Jagger ,No Eyeware ,Cotton Hat Beige ,No Mouthpiece ,
674,Gecko #674,1720,110.0772628399,6,7bcccb ,Light Green ,Casual Jacket & Tee  ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
1522,Gecko #1522,1721,109.9690258737,6,c7e3c9 ,Turquoise ,Skeleton Tee Red ,No Eyeware ,Punk Hair Yellow ,No Mouthpiece ,
704,Gecko #704,1722,109.9492639565,6,8eb4c5 ,Light Green ,No Clothes ,Retro Glasses Blue ,Greek War Helmet Red ,No Mouthpiece ,
357,Gecko #357,1723,109.9158224619,6,e8a1a2 ,Red ,Hawaian Shirt Pink ,No Eyeware ,No Headware ,Bandana Red ,
1429,Gecko #1429,1724,109.8056903254,6,d2a9ce ,Green Scales ,Plain Shirt Indigo ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
1935,Gecko #1935,1725,109.7994887055,6,d7f6be ,Dark Green ,Track Suit Blue ,Square Glasses Pink ,No Headware ,Bandana Purple ,
1612,Gecko #1612,1726,109.6094833617,6,e8a1a2 ,Red ,No Clothes ,Aviators Black ,Riding Helmet GWR ,No Mouthpiece ,
2103,Gecko #2103,1727,109.410612229,6,d7f6be ,Turquoise ,No Clothes ,Square Glasses Pink ,Greek War Helmet Blue ,Bandana Red ,
737,Gecko #737,1728,109.2847473283,6,afc9c8 ,Red ,Heart Shirt Grey ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
1743,Gecko #1743,1729,108.9989194063,6,e8a1a2 ,Dark Green ,No Clothes ,Square Glasses Pink ,Riding Helmet GWR ,No Mouthpiece ,
1797,Gecko #1797,1730,108.9976309371,6,d2acb1 ,Dark Green ,Hawaian Shirt Blue ,No Eyeware ,Punk Hair Yellow ,No Mouthpiece ,
1932,Gecko #1932,1731,108.75838556,6,b1d0b5 ,Red ,Pattern Tee Green ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
1760,Gecko #1760,1732,108.7471575875,6,dbeef6 ,Light Green ,Plain Vest ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
700,Gecko #700,1733,108.7230389234,6,afc9c8 ,Dark Green ,Pattern Shirt Red ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
2079,Gecko #2079,1734,108.6271230875,6,d7f6be ,Light Green ,Skeleton Tee Purple ,No Eyeware ,Greek War Helmet Blue ,No Mouthpiece ,
1841,Gecko #1841,1735,108.5708060815,6,cdf1f1 ,Purple ,No Clothes ,No Eyeware ,Snapback Purple ,No Mouthpiece ,
1052,Gecko #1052,1736,108.4735872417,6,dbeef6 ,Turquoise ,Heart Shirt Grey ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
2097,Gecko #2097,1736,108.4735872417,6,d2acb1 ,Turquoise ,Heart Shirt Grey ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
66,Gecko #66,1738,108.4688900178,6,c7e3c9 ,Red ,No Clothes ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
879,Gecko #879,1739,108.4654503806,6,ff8e84 ,Dark Green ,No Clothes ,Winged Glasses Indigo Yellow ,No Headware ,Bandana Red ,
1859,Gecko #1859,1740,108.3167649171,6,c7e3c9 ,Light Green ,No Clothes ,No Eyeware ,Snapback Purple ,No Mouthpiece ,
1665,Gecko #1665,1741,108.2986240744,6,ff8e84 ,Dark Green ,No Clothes ,No Eyeware ,Safari Hat Grey ,No Mouthpiece ,
856,Gecko #856,1742,108.1823372567,6,d2acb1 ,Light Green ,No Clothes ,Retro Glasses Blue ,Mohawk Hair Blue ,No Mouthpiece ,
1727,Gecko #1727,1743,108.1609121319,6,cdf1f1 ,Dark Green ,Doctor Dress ,Winged Glasses Green Purple ,No Headware ,No Mouthpiece ,
26,Gecko #26,1744,107.9330345333,6,7bcccb ,Purple ,Plain Shirt Black ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
1363,Gecko #1363,1745,107.5768108203,6,afc9c8 ,Red ,Plain Shirt Black ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
1653,Gecko #1653,1746,107.4692603715,6,ff8e84 ,Purple ,No Clothes ,No Eyeware ,Cop Hat Blue ,Bandana Red ,
505,Gecko #505,1747,107.4217162636,6,d0bdc3 ,Green Scales ,Casual Jacket & Tee  ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
1185,Gecko #1185,1748,107.4054588454,6,ff8e84 ,Purple ,No Clothes ,Square Glasses Orange ,Mohawk Hair Blue ,No Mouthpiece ,
1761,Gecko #1761,1749,107.3387287373,6,dbeef6 ,Dark Green ,No Clothes ,Cyber Glasses Seagreen ,Punk Hair Pink ,No Mouthpiece ,
1691,Gecko #1691,1750,107.0661956602,6,dbeef6 ,Red ,Plain Vest ,Aviators Black ,No Headware ,No Mouthpiece ,
65,Gecko #65,1751,107.0220638315,6,8eb4c5 ,Purple ,No Clothes ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
407,Gecko #407,1752,106.952579739,6,e8a1a2 ,Red ,No Clothes ,Laser Eyes Blue ,No Headware ,No Mouthpiece ,
2068,Gecko #2068,1753,106.9442654336,6,d2acb1 ,Red ,Pattern Tee Green ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
1697,Gecko #1697,1754,106.9084784245,6,7bcccb ,Green Scales ,School Uniform White ,Square Glasses Orange ,No Headware ,Bandana Red ,
1520,Gecko #1520,1755,106.87125128,6,afc9c8 ,Dark Green ,No Clothes ,Aviators Black ,Cop Hat Black ,No Mouthpiece ,
1323,Gecko #1323,1756,106.8382716038,6,f0d4e3 ,Turquoise ,No Clothes ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
1385,Gecko #1385,1757,106.7458389581,6,d2a9ce ,Red ,Hawaian Shirt Brown ,No Eyeware ,Cotton Hat Beige ,No Mouthpiece ,
1634,Gecko #1634,1758,106.6568156748,6,ff8e84 ,Light Green ,Track Suit Blue ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
977,Gecko #977,1759,106.6519908629,6,f0d4e3 ,Dark Green ,Hawaian Shirt Red ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
1423,Gecko #1423,1760,106.6353718958,6,cdf1f1 ,Dark Green ,No Clothes ,No Eyeware ,Small Hat Pink ,Bandana Purple ,
1979,Gecko #1979,1761,106.3590176599,6,c7e3c9 ,Turquoise ,Knitted Shirt Purple ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
778,Gecko #778,1762,106.3460973215,6,dbeef6 ,Dark Green ,No Clothes ,Retro Glasses Pink ,No Headware ,Blunt ,
861,Gecko #861,1763,106.3301663757,6,d2a9ce ,Green Scales ,Knitted Shirt Peach ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
1451,Gecko #1451,1764,106.1922530925,6,7bcccb ,Purple ,Hawaian Shirt Brown ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
657,Gecko #657,1765,106.0675095649,6,c7e3c9 ,Red ,Skeleton Tee Purple ,No Eyeware ,Cotton Hat Beige ,No Mouthpiece ,
1045,Gecko #1045,1766,106.058094759,6,dbeef6 ,Dark Green ,Cop Dress Blue ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
1369,Gecko #1369,1767,106.0201245675,6,8eb4c5 ,Purple ,Formal Suit Black ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
429,Gecko #429,1768,105.892002292,6,d2a9ce ,Dark Green ,Pattern Tee Green ,Cyber Glasses Indigo ,No Headware ,Bandana Purple ,
408,Gecko #408,1769,105.5407624417,6,d7f6be ,Purple ,Cop Dress Blue ,Square Glasses Pink ,No Headware ,No Mouthpiece ,
1132,Gecko #1132,1770,105.4159063649,6,cdf1f1 ,Green Scales ,Cop Dress Black ,No Eyeware ,No Headware ,Bandana Purple ,
40,Gecko #40,1771,105.4032049534,6,d0bdc3 ,Light Green ,Formal Suit Purple ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
293,Gecko #293,1772,105.3597626929,6,d0bdc3 ,Purple ,Track Suit Blue ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
1651,Gecko #1651,1773,105.3429087409,6,d2a9ce ,Light Green ,Knitted Shirt Purple ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
1798,Gecko #1798,1774,105.3188884519,6,ffecd6 ,Turquoise ,No Clothes ,No Eyeware ,No Headware ,No Mouthpiece ,
258,Gecko #258,1775,105.2489076029,6,f0d4e3 ,Green Scales ,No Clothes ,No Eyeware ,Riding Helmet RWB ,Bandana Red ,
2017,Gecko #2017,1776,105.0267543605,6,8eb4c5 ,Turquoise ,Formal Suit Purple ,Cyber Glasses Indigo ,No Headware ,Bandana Purple ,
603,Gecko #603,1777,105.024869293,6,f0d4e3 ,Turquoise ,Hawaian Shirt Brown ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
1860,Gecko #1860,1778,105.0135200009,6,f0d4e3 ,Green Scales ,Knitted Shirt Purple ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
206,Gecko #206,1779,104.9865034421,6,c7e3c9 ,Turquoise ,Casual Jacket & Tee  ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
926,Gecko #926,1780,104.8908218505,6,c7e3c9 ,Turquoise ,No Clothes ,Cyber Glasses Indigo ,Punk Hair Red ,Bandana Purple ,
1709,Gecko #1709,1781,104.6382787312,6,d2acb1 ,Light Green ,No Clothes ,Laser Eyes Blue ,No Headware ,No Mouthpiece ,
1025,Gecko #1025,1782,104.4694667413,6,8eb4c5 ,Light Green ,No Clothes ,No Eyeware ,Snapback Red ,No Mouthpiece ,
712,Gecko #712,1783,104.4430450437,6,e8a1a2 ,Dark Green ,Pattern Shirt Grey ,No Eyeware ,Punk Hair Red ,No Mouthpiece ,
348,Gecko #348,1784,104.2545165825,6,dbeef6 ,Purple ,Cop Dress Blue ,Aviators Black ,No Headware ,No Mouthpiece ,
572,Gecko #572,1785,103.9171305551,6,8eb4c5 ,Dark Green ,Skull Vest Jagger ,Retro Glasses Blue ,No Headware ,No Mouthpiece ,
1462,Gecko #1462,1786,103.5241497312,6,d2acb1 ,Light Green ,Pattern Shirt Red ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
1317,Gecko #1317,1787,103.4972920731,6,ffecd6 ,Dark Green ,No Clothes ,No Eyeware ,No Headware ,No Mouthpiece ,
492,Gecko #492,1788,103.4911105765,6,b1d0b5 ,Purple ,Hawaian Shirt Red ,Retro Glasses Pink ,No Headware ,No Mouthpiece ,
653,Gecko #653,1789,103.4678880062,6,7bcccb ,Red ,No Clothes ,No Eyeware ,Hair Blonde ,No Mouthpiece ,
1966,Gecko #1966,1790,103.3432834237,6,d0bdc3 ,Dark Green ,Formal Suit Blue ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
1845,Gecko #1845,1791,103.2794865935,6,c7e3c9 ,Dark Green ,Pattern Shirt Red ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
2096,Gecko #2096,1792,103.2386132553,6,d0bdc3 ,Dark Green ,Doctor Dress ,Retro Glasses Orange ,No Headware ,Bandana Red ,
556,Gecko #556,1793,103.2113078353,6,d7f6be ,Turquoise ,Knitted Shirt Peach ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
1918,Gecko #1918,1794,103.1140872998,6,d0bdc3 ,Purple ,No Clothes ,Square Glasses Black ,Punk Hair Indigo ,No Mouthpiece ,
643,Gecko #643,1795,103.1052085841,6,d2acb1 ,Light Green ,Doctor Dress ,No Eyeware ,Punk Hair Yellow ,No Mouthpiece ,
1122,Gecko #1122,1796,103.0773579808,6,f0d4e3 ,Turquoise ,Doctor Dress ,No Eyeware ,Greek War Helmet Blue ,No Mouthpiece ,
2143,Gecko #2143,1797,103.0658454872,6,e8a1a2 ,Light Green ,Pattern Tee Green ,No Eyeware ,Cotton Hat Beige ,No Mouthpiece ,
1419,Gecko #1419,1798,103.0605324863,6,ff8e84 ,Turquoise ,Pattern Shirt Indigo ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
1065,Gecko #1065,1799,102.9841277067,6,e8a1a2 ,Green Scales ,Casual Jacket & Tee  ,Cyber Glasses Orange ,No Headware ,No Mouthpiece ,
703,Gecko #703,1800,102.9451164346,6,c7e3c9 ,Dark Green ,Hawaian Shirt Purple ,No Eyeware ,Greek War Helmet Pink ,No Mouthpiece ,
1452,Gecko #1452,1801,102.7120805374,6,e8a1a2 ,Light Green ,Pattern Tee Purple ,Retro Glasses Pink ,No Headware ,No Mouthpiece ,
2176,Gecko #2176,1802,102.6714383525,6,b1d0b5 ,Red ,Casual Jacket & Tee  ,Cyber Glasses Indigo ,No Headware ,No Mouthpiece ,
1367,Gecko #1367,1803,102.5892875825,6,e8a1a2 ,Turquoise ,Doctor Dress ,No Eyeware ,Greek War Helmet Blue ,No Mouthpiece ,
1153,Gecko #1153,1804,102.5370152512,6,d0bdc3 ,Turquoise ,No Clothes ,Aviators Green ,Punk Hair Green ,No Mouthpiece ,
263,Gecko #263,1805,102.528614733,6,b1d0b5 ,Dark Green ,Knitted Shirt Peach ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
84,Gecko #84,1806,102.3454487358,6,afc9c8 ,Dark Green ,Heart Shirt Grey ,Retro Glasses Blue ,No Headware ,No Mouthpiece ,
749,Gecko #749,1807,102.2161148866,6,d2a9ce ,Turquoise ,Formal Suit Purple ,Retro Glasses Blue ,No Headware ,No Mouthpiece ,
2030,Gecko #2030,1808,102.1489897984,6,e8a1a2 ,Light Green ,No Clothes ,Retro Glasses Orange ,Greek War Helmet Yellow ,No Mouthpiece ,
1958,Gecko #1958,1809,102.0967311768,6,d2acb1 ,Turquoise ,Pattern Shirt Indigo ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
174,Gecko #174,1810,102.0819574029,6,7bcccb ,Turquoise ,Track Suit Blue ,Retro Glasses Pink ,No Headware ,No Mouthpiece ,
113,Gecko #113,1811,101.9584918399,6,d2a9ce ,Light Green ,Skull Vest Jagger ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
1100,Gecko #1100,1812,101.8692028271,6,d7f6be ,Dark Green ,No Clothes ,Square Glasses Pink ,Mohawk Hair Blue ,No Mouthpiece ,
203,Gecko #203,1813,101.7652561289,6,b1d0b5 ,Dark Green ,Pattern Shirt Indigo ,Retro Glasses Pink ,No Headware ,No Mouthpiece ,
1154,Gecko #1154,1814,101.72471913,6,d2a9ce ,Light Green ,No Clothes ,Square Glasses Black ,Greek War Helmet Yellow ,No Mouthpiece ,
1159,Gecko #1159,1815,101.6693621082,6,cdf1f1 ,Purple ,Casual Jacket & Tee  ,Cyber Glasses Orange ,No Headware ,No Mouthpiece ,
271,Gecko #271,1816,101.5033713274,6,d7f6be ,Turquoise ,Hawaian Shirt Purple ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
787,Gecko #787,1817,101.4588113168,6,7bcccb ,Green Scales ,Track Suit Blue ,Aviators Green ,No Headware ,No Mouthpiece ,
1002,Gecko #1002,1818,101.2544029499,6,afc9c8 ,Light Green ,Hawaian Shirt Brown ,Retro Glasses Black ,No Headware ,No Mouthpiece ,
136,Gecko #136,1819,101.2200323469,6,cdf1f1 ,Green Scales ,No Clothes ,Cyber Glasses Pink ,No Headware ,Joint ,
746,Gecko #746,1820,101.2184785562,6,d2acb1 ,Dark Green ,Plain Vest ,No Eyeware ,No Headware ,Bandana Green ,
1279,Gecko #1279,1821,101.1125095207,6,d0bdc3 ,Purple ,Knitted Shirt Purple ,Retro Glasses Pink ,No Headware ,No Mouthpiece ,
1287,Gecko #1287,1822,101.0757804939,6,c7e3c9 ,Light Green ,Formal Suit Black ,Cyber Glasses Seagreen ,No Headware ,No Mouthpiece ,
865,Gecko #865,1823,100.9893081459,6,d2acb1 ,Red ,No Clothes ,No Eyeware ,Safari Hat Red ,No Mouthpiece ,
2207,Gecko #2207,1824,100.8394241664,6,cdf1f1 ,Dark Green ,Hawaian Shirt Brown ,No Eyeware ,Cotton Hat Beige ,No Mouthpiece ,
2109,Gecko #2109,1825,100.8066617312,6,dbeef6 ,Turquoise ,Skeleton Tee Red ,No Eyeware ,Cotton Hat Beige ,No Mouthpiece ,
85,Gecko #85,1826,100.7664131804,6,d2a9ce ,Light Green ,Skull Vest Jagger ,Aviators Green ,No Headware ,No Mouthpiece ,
1014,Gecko #1014,1827,100.6925351387,6,afc9c8 ,Red ,No Clothes ,No Eyeware ,Small Hat Green ,No Mouthpiece ,
1229,Gecko #1229,1828,100.5716464478,6,8eb4c5 ,Green Scales ,Skull Vest Green ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
391,Gecko #391,1829,100.534252372,6,cdf1f1 ,Dark Green ,Casual Jacket & Tee  ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
1752,Gecko #1752,1830,100.5276521613,6,c7e3c9 ,Dark Green ,Plain Tee Grey ,Retro Glasses Blue ,No Headware ,No Mouthpiece ,
49,Gecko #49,1831,100.4805706432,6,b1d0b5 ,Light Green ,Skull Vest Green ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
571,Gecko #571,1832,100.4259371072,6,d2acb1 ,Dark Green ,Plain Tee Grey ,Cyber Glasses Seagreen ,No Headware ,No Mouthpiece ,
2212,Gecko #2212,1833,100.4163404714,6,d2acb1 ,Light Green ,No Clothes ,Cyber Glasses Pink ,No Headware ,Joint ,
309,Gecko #309,1834,100.3945196567,6,dbeef6 ,Red ,Plain Tee Purple ,No Eyeware ,No Headware ,Bandana Green ,
1600,Gecko #1600,1835,100.3580293774,6,7bcccb ,Red ,Formal Suit Blue ,Aviators Black ,No Headware ,No Mouthpiece ,
1244,Gecko #1244,1836,100.2251186399,6,cdf1f1 ,Purple ,Hawaian Shirt Red ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
1809,Gecko #1809,1837,100.2231239121,6,d2a9ce ,Red ,No Clothes ,Cyber Glasses Indigo ,Punk Hair Indigo ,No Mouthpiece ,
1776,Gecko #1776,1838,100.1982500066,6,d2a9ce ,Dark Green ,Plain Shirt Black ,Retro Glasses Pink ,No Headware ,No Mouthpiece ,
2208,Gecko #2208,1839,99.9464109675,6,f0d4e3 ,Turquoise ,No Clothes ,Square Glasses Pink ,No Headware ,Joint ,
432,Gecko #432,1840,99.9160100748,6,cdf1f1 ,Light Green ,Pattern Tee Purple ,Square Glasses Pink ,No Headware ,No Mouthpiece ,
1208,Gecko #1208,1841,99.8813750521,6,d2acb1 ,Turquoise ,No Clothes ,No Eyeware ,Small Hat Green ,No Mouthpiece ,
1060,Gecko #1060,1842,99.8282735262,6,8eb4c5 ,Turquoise ,Plain Shirt Black ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
892,Gecko #892,1843,99.7596167354,6,b1d0b5 ,Turquoise ,Pattern Shirt Indigo ,Aviators Black ,No Headware ,No Mouthpiece ,
713,Gecko #713,1844,99.6568296983,6,c7e3c9 ,Red ,Formal Suit Purple ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
1090,Gecko #1090,1845,99.5939491256,6,cdf1f1 ,Red ,Doctor Dress ,Cyber Glasses Orange ,No Headware ,Bandana Purple ,
1233,Gecko #1233,1846,99.5679303837,6,d2acb1 ,Purple ,Skull Vest Jagger ,Cyber Glasses Indigo ,No Headware ,No Mouthpiece ,
1459,Gecko #1459,1847,99.5430379974,6,ff8e84 ,Green Scales ,Hawaian Shirt Brown ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
2138,Gecko #2138,1848,99.4899517979,6,d2a9ce ,Light Green ,Track Suit Blue ,Square Glasses Black ,No Headware ,No Mouthpiece ,
1304,Gecko #1304,1849,99.4529873686,6,d2a9ce ,Light Green ,No Clothes ,Aviators Green ,No Headware ,Joint ,
815,Gecko #815,1850,99.3226677326,6,ff8e84 ,Green Scales ,Skeleton Tee Red ,Cyber Glasses Seagreen ,No Headware ,No Mouthpiece ,
1969,Gecko #1969,1851,99.2731946636,6,c7e3c9 ,Green Scales ,Plain Tee Grey ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
854,Gecko #854,1852,99.2642778424,6,b1d0b5 ,Purple ,No Clothes ,Square Glasses Black ,Greek War Helmet Blue ,No Mouthpiece ,
777,Gecko #777,1853,99.0669613364,6,afc9c8 ,Purple ,Pattern Tee Green ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
530,Gecko #530,1854,99.0653040868,6,d2acb1 ,Light Green ,No Clothes ,Cyber Glasses Pink ,Punk Hair Yellow ,No Mouthpiece ,
172,Gecko #172,1855,98.8466351258,6,d2a9ce ,Green Scales ,Plain Shirt Black ,Cyber Glasses Indigo ,No Headware ,No Mouthpiece ,
1995,Gecko #1995,1856,98.8207201887,6,d0bdc3 ,Turquoise ,Doctor Dress ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
1751,Gecko #1751,1857,98.8186392839,6,ff8e84 ,Light Green ,No Clothes ,No Eyeware ,Small Hat Green ,No Mouthpiece ,
488,Gecko #488,1858,98.8171378181,6,d2a9ce ,Light Green ,Heart Shirt Grey ,Square Glasses Pink ,No Headware ,No Mouthpiece ,
1216,Gecko #1216,1859,98.7286204333,6,d2acb1 ,Green Scales ,No Clothes ,No Eyeware ,Safari Guide Hat ,No Mouthpiece ,
425,Gecko #425,1860,98.6566462974,6,d0bdc3 ,Purple ,Hawaian Shirt Pink ,No Eyeware ,No Headware ,No Mouthpiece ,
718,Gecko #718,1861,98.451393277,6,d2a9ce ,Purple ,Pattern Tee Green ,Square Glasses Black ,No Headware ,No Mouthpiece ,
234,Gecko #234,1862,98.2992739883,6,c7e3c9 ,Dark Green ,Plain Shirt Black ,Cyber Glasses Orange ,No Headware ,No Mouthpiece ,
1705,Gecko #1705,1863,98.2986015757,6,afc9c8 ,Turquoise ,No Clothes ,Aviators Green ,Punk Hair Yellow ,No Mouthpiece ,
2008,Gecko #2008,1864,98.1869367399,6,d2acb1 ,Light Green ,No Clothes ,No Eyeware ,Long Hat Black ,No Mouthpiece ,
570,Gecko #570,1865,98.1618552215,6,f0d4e3 ,Red ,Hawaian Shirt Brown ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
460,Gecko #460,1866,98.1566497398,6,c7e3c9 ,Red ,School Uniform White ,Cyber Glasses Seagreen ,No Headware ,No Mouthpiece ,
75,Gecko #75,1867,98.0272884919,6,8eb4c5 ,Purple ,No Clothes ,No Eyeware ,Small Hat Pink ,No Mouthpiece ,
151,Gecko #151,1868,98.0207100448,6,d7f6be ,Red ,Plain Shirt Indigo ,Aviators Black ,No Headware ,No Mouthpiece ,
2074,Gecko #2074,1869,97.8434962642,6,f0d4e3 ,Turquoise ,No Clothes ,No Eyeware ,Devil Horns Purple ,No Mouthpiece ,
1492,Gecko #1492,1870,97.8307948985,6,afc9c8 ,Dark Green ,No Clothes ,Cyber Glasses Indigo ,Greek War Helmet Yellow ,No Mouthpiece ,
898,Gecko #898,1871,97.8212516047,6,e8a1a2 ,Green Scales ,Doctor Dress ,Cyber Glasses Indigo ,No Headware ,Bandana Purple ,
1432,Gecko #1432,1872,97.793978061,6,e8a1a2 ,Dark Green ,No Clothes ,Retro Glasses Pink ,Punk Hair Yellow ,No Mouthpiece ,
1871,Gecko #1871,1873,97.6061049941,6,dbeef6 ,Purple ,Doctor Dress ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
528,Gecko #528,1874,97.5110507341,6,b1d0b5 ,Turquoise ,No Clothes ,Retro Glasses Blue ,Greek War Helmet Pink ,No Mouthpiece ,
417,Gecko #417,1875,97.4996070824,6,e8a1a2 ,Light Green ,No Clothes ,Retro Glasses Blue ,Punk Hair Red ,No Mouthpiece ,
794,Gecko #794,1876,97.4509758985,6,e8a1a2 ,Green Scales ,Formal Suit Purple ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
983,Gecko #983,1877,97.3394665618,6,dbeef6 ,Turquoise ,No Clothes ,Retro Glasses Black ,Cotton Hat Beige ,No Mouthpiece ,
1416,Gecko #1416,1878,97.3338225736,6,c7e3c9 ,Light Green ,Formal Suit Black ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
1957,Gecko #1957,1879,97.2831815635,6,c7e3c9 ,Turquoise ,Hawaian Shirt Red ,Cyber Glasses Indigo ,No Headware ,No Mouthpiece ,
469,Gecko #469,1880,97.2773439547,6,f0d4e3 ,Green Scales ,Formal Suit Black ,Square Glasses Black ,No Headware ,No Mouthpiece ,
452,Gecko #452,1881,97.244803509,6,d2a9ce ,Dark Green ,Formal Suit Black ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
1487,Gecko #1487,1882,96.8107766062,6,d7f6be ,Turquoise ,No Clothes ,No Eyeware ,Devil Horns Purple ,No Mouthpiece ,
1436,Gecko #1436,1883,96.8026494063,6,ff8e84 ,Light Green ,Knitted Shirt Purple ,Square Glasses Orange ,No Headware ,No Mouthpiece ,
143,Gecko #143,1884,96.7836514771,6,d2acb1 ,Purple ,No Clothes ,No Eyeware ,Devil Horns Red ,No Mouthpiece ,
87,Gecko #87,1885,96.7634218445,6,cdf1f1 ,Dark Green ,Skull Vest Green ,No Eyeware ,Greek War Helmet Green ,No Mouthpiece ,
781,Gecko #781,1886,96.7413305947,6,c7e3c9 ,Red ,No Clothes ,No Eyeware ,Punk Hair Pink ,Bandana Red ,
71,Gecko #71,1887,96.7239263183,6,8eb4c5 ,Colored Polkadots ,No Clothes ,No Eyeware ,No Headware ,Bandana Green ,
925,Gecko #925,1888,96.3707260146,6,d2acb1 ,Light Green ,No Clothes ,Square Glasses Orange ,Greek War Helmet Blue ,No Mouthpiece ,
1983,Gecko #1983,1889,96.2870993175,6,afc9c8 ,Purple ,Hawaian Shirt Pink ,No Eyeware ,No Headware ,No Mouthpiece ,
1608,Gecko #1608,1890,96.243567948,6,f0d4e3 ,Dark Green ,No Clothes ,Square Glasses Orange ,Greek War Helmet Blue ,No Mouthpiece ,
1428,Gecko #1428,1891,96.2374598383,6,dbeef6 ,Dark Green ,Skull Vest Green ,Retro Glasses Blue ,No Headware ,No Mouthpiece ,
1194,Gecko #1194,1892,96.2292583186,6,afc9c8 ,Turquoise ,School Uniform White ,Cyber Glasses Seagreen ,No Headware ,No Mouthpiece ,
1464,Gecko #1464,1893,96.145878052,6,c7e3c9 ,Green Scales ,Skull Vest Green ,Retro Glasses Orange ,No Headware ,No Mouthpiece ,
1183,Gecko #1183,1894,95.9105371158,6,d7f6be ,Purple ,No Clothes ,Winged Glasses Indigo Yellow ,No Headware ,No Mouthpiece ,
1833,Gecko #1833,1895,95.8271272228,6,afc9c8 ,Dark Green ,Track Suit Blue ,Aviators Black ,No Headware ,No Mouthpiece ,
838,Gecko #838,1896,95.8161683074,6,d2a9ce ,Green Scales ,Pattern Tee Purple ,No Eyeware ,No Headware ,Bandana Purple ,
2100,Gecko #2100,1897,95.8054198493,6,d0bdc3 ,Red ,Skull Vest Green ,Square Glasses Black ,No Headware ,No Mouthpiece ,
1405,Gecko #1405,1898,95.7778972102,6,d7f6be ,Green Scales ,No Clothes ,No Eyeware ,Devil Horns Red ,No Mouthpiece ,
317,Gecko #317,1899,95.7509318192,6,d7f6be ,Purple ,No Clothes ,No Eyeware ,Devil Horns Red ,No Mouthpiece ,
