ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Coat,Eyes,Gear,Head,Mouth,Neck,Shirt,Special
4295,CyberKidz Club #4295,5604,319.7160209111,9,Scarlet,Carib,none,Lol,none,Ash Emo,Indifferent,Gold Necklace,none,
2068,CyberKidz Club #2068,5605,319.6777462095,9,Snow,Carib,Ice Windbreaker,Wide,none,Scarlet Dreads,Sad,Bone Necklace,none,
6636,CyberKidz Club #6636,5606,319.5926785225,9,Lemon,Hazel,Rose Robe,Confused,Guitar,Aqua Hawk,Vampire,none,none,
3792,CyberKidz Club #3792,5607,319.4932658475,9,Carib,Lazuli,Suit,Squint,Monkey Tail,Ash Curly,Skelly,Ova Pendant,none,
1375,CyberKidz Club #1375,5608,319.4253123183,9,Carib,Scarlet,Rose Parka,One Eyed,none,Snow Bowl,Surprised,Shroom Pendant,none,
722,CyberKidz Club #722,5609,319.402768692,9,Mint,Scarlet,Rose Hoodie,Glad,Ash Shoulder Bag,none,Sad,Tezos Pendant,none,
5438,CyberKidz Club #5438,5610,319.4019830489,9,Lime,Citrus,Snow Windbreaker,Wide,none,Hazel Ponytails,Indifferent,none,none,
727,CyberKidz Club #727,5611,319.3569247697,9,Lime,Lemon,none,Mad,none,Grape Fringe,Meh,none,Scarlet Short T,
1882,CyberKidz Club #1882,5612,319.3409772471,9,Scarlet,Mint,none,Glad,Snow Shoulder Bag,Lemon Greaser,Surprised,Silver Chain,none,
3367,CyberKidz Club #3367,5613,319.3228061118,9,Snow,Hazel,none,One Eyed,Katana,Snow Emo,Indifferent,none,Snow Tee,
2428,CyberKidz Club #2428,5614,319.3194545761,9,Aqua,Hazel,Carib Hoodie,Unimpressed,none,Scarlet Fro,Turtle,Bubblegum Pendant,none,
1474,CyberKidz Club #1474,5615,319.2563473581,9,Mint,Lazuli,Scarlet Hoodie,Plain,AK,Aqua Bowl,Shark,Shroom Pendant,none,
782,CyberKidz Club #782,5616,319.2499459935,9,Carib,Mint,Tan Shawl,Doubtful,none,Hazel Fringe,Wavy,none,none,
4826,CyberKidz Club #4826,5617,319.2388244208,9,Citrus,Ash,none,Wide,Suspenders,Ash Ponytails,Vampire,none,Snow Turtleneck,
4228,CyberKidz Club #4228,5618,319.2297413421,9,Carib,Lemon,Tan Shawl,Glad,Suspenders,Scarlet Bun,Sad,none,none,
5139,CyberKidz Club #5139,5619,319.2201212826,9,Citrus,Mint,Mint Robe,Squint,Katana,Ash Emo,Indifferent,none,none,
3157,CyberKidz Club #3157,5620,319.1986670926,9,Rose,Ash,none,Toon,Kunai,Grape Fringe,Wavy,none,Snow Turtleneck,
2979,CyberKidz Club #2979,5621,319.1698732104,9,Aqua,Snow,none,Full of it,Lemon Shoulder Bag,Grape Slick,Stuck Out Tongue,Bud Pendant,none,
4254,CyberKidz Club #4254,5622,319.1197632208,9,Lime,Carib,Snow Tracksuit,Doubtful,Pisto Holder,Ash Curly,Pup,none,none,
3228,CyberKidz Club #3228,5623,319.1133707177,9,Carib,Carib,Desert Scarf,Toon,none,Grape Fro,Glad,none,none,
940,CyberKidz Club #940,5624,318.9560084076,9,Grape,Lemon,none,Glad,Kunai,Lemon Chanel,Vampire,Bubblegum Pendant,none,
2705,CyberKidz Club #2705,5625,318.875341328,9,Citrus,Carib,none,Glad,Lemon Shoulder Bag,Ash Chanel,Turtle,Orb Pendant,none,
1124,CyberKidz Club #1124,5626,318.804262529,9,Grape,Mint,Snow Tracksuit,Lol,Snow Shoulder Bag,Mint Bun,Surprised,none,none,
260,CyberKidz Club #260,5627,318.7986976754,9,Aqua,Citrus,none,Blink,none,Aqua Bowl,Glad,none,Mint V Neck,
6027,CyberKidz Club #6027,5628,318.5037927852,9,Scarlet,Snow,none,EthHead,Snow Shoulder Bag,Hazel Long Fringe,Indifferent,none,Mint Turtleneck,
2236,CyberKidz Club #2236,5629,318.44754374,9,Snow,Ash,Lemon Hoodie,Full of it,Katana,Scarlet Greaser,Indifferent,none,none,
4793,CyberKidz Club #4793,5630,318.4252834603,9,Grape,Lemon,none,Toon,Guitar,Lemon Dreads,Sad,Bud Pendant,none,
5648,CyberKidz Club #5648,5631,318.3799077647,9,Lime,Snow,none,One Eyed,Aqua Shoulder Bag,Aqua Curly,Shark,none,Sand Turtleneck,
4262,CyberKidz Club #4262,5632,318.3542805705,9,Scarlet,Lime,Tan Parka,Mad,none,Snow Ponytails,Indifferent,none,none,
4022,CyberKidz Club #4022,5633,318.3323083207,9,Citrus,Scarlet,none,Squint,none,Mint Chanel,Stitched,none,Scarlet Short T,
1836,CyberKidz Club #1836,5634,318.2002870424,9,Carib,Lazuli,none,Dead,Katana,Grape Curly,Orc,Triple Gold Necklace,none,
1035,CyberKidz Club #1035,5635,318.1457311175,9,Rose,Hazel,Royal Cotton Sweater,Awkward,AK,Scarlet Bowl,Indifferent,Bubblegum Pendant,none,
4148,CyberKidz Club #4148,5636,318.1012365378,9,Lemon,Lime,Carib Hoodie,Glad,none,Aqua Hawk,Meh,Shroom Pendant,none,
6144,CyberKidz Club #6144,5637,318.0389472507,9,Scarlet,Carib,Tan Parka,Wide,Double Blades,Ash Curly,Glad,none,none,
5203,CyberKidz Club #5203,5638,318.0372069114,9,Aqua,Hazel,none,Glad,Snow Shoulder Bag,Ash Hawk,Beak,Bone Necklace,none,
2523,CyberKidz Club #2523,5639,318.0193218241,9,Lemon,Carib,Lime Hoodie,Doubtful,Kunai,Scarlet Fro,Glad,none,none,
281,CyberKidz Club #281,5640,317.7937016112,9,Lemon,Lazuli,none,Glad,none,Mint Fringe,Stitched,Shroom Pendant,Citrus Tee,
2826,CyberKidz Club #2826,5641,317.5577552867,9,Mint,Lime,none,Faker,none,Aqua Curly,Poker Face,Love Pendant,Rose Turtleneck,
5216,CyberKidz Club #5216,5642,317.4909347263,9,Citrus,Lemon,Lime Hoodie,Lol,Katana,Ash Ponytails,Poker Face,none,none,
2858,CyberKidz Club #2858,5643,317.3777293481,9,Grape,Lazuli,none,Full of it,Yoga Mat,Lemon and Scarlet Bandanna Axel,Glad,none,none,
2204,CyberKidz Club #2204,5644,317.2047066747,9,Citrus,Mint,Sand Shawl,Glad,Lemon Shoulder Bag,Scarlet Saiyan,Glad,none,none,
5275,CyberKidz Club #5275,5645,317.172037172,9,Citrus,Lazuli,none,Insomniac,Aqua Shoulder Bag,none,Surprised,Twitter Pendant,Snow Button Down and Scarlet Tie,
5875,CyberKidz Club #5875,5646,317.0620060078,9,Lime,Lazuli,Aqua Tracksuit,Faker,Bulletproof Vest,Lemon Hawk,Shark,none,none,
4388,CyberKidz Club #4388,5647,317.043481077,9,Snow,Scarlet,none,EthHead,none,Snow Bun,Sad,Orb Pendant,Sand Turtleneck,
5717,CyberKidz Club #5717,5648,316.941208198,9,Grape,Mint,Snow Windbreaker,Glad,none,Scarlet Slick,Meh,none,none,
2643,CyberKidz Club #2643,5649,316.8402697798,9,Lemon,Ash,none,Glad,none,Aqua Ponytails,Orc,none,Ice V Neck,
4015,CyberKidz Club #4015,5650,316.7912067666,9,Carib,Citrus,Royal Cotton Sweater,Blink,Double Blades,Mint Slick,Glad,none,none,
1228,CyberKidz Club #1228,5651,316.7823743822,9,Mint,Scarlet,Lime Hoodie,Plain,none,Mint Slick,Pup,none,none,
535,CyberKidz Club #535,5652,316.7752205204,9,Mint,Lime,Royal Cotton Sweater,Insomniac,AK,none,Impressed,none,Snow Hawaiian,
1412,CyberKidz Club #1412,5653,316.7473110803,9,Lime,Hazel,Grape Hoodie,Wide,none,Aqua Ponytails,Meh,Love Pendant,none,
2583,CyberKidz Club #2583,5654,316.5572040493,9,Mint,Lemon,none,One Eyed,none,Ash Slick,Indifferent,none,Grape Turtleneck,
104,CyberKidz Club #104,5655,316.4825618339,9,Carib,Lime,Lemon Hoodie,Plain,Yoga Mat,Scarlet Bowl,Orc,Bubblegum Pendant,none,
5883,CyberKidz Club #5883,5656,316.4578579855,9,Lemon,Lemon,none,Glad,none,Snow Chanel,Beak,Twitter Pendant,none,
6532,CyberKidz Club #6532,5657,316.456662746,9,Aqua,Lemon,none,Lol,RPG,Mint Fringe,Cthullu,Planet Pendant,none,
4406,CyberKidz Club #4406,5658,316.3620608338,9,Citrus,Carib,Ash Hoodie,Enlightened,none,Grape Curly,Blank,Ova Pendant,none,
52,CyberKidz Club #52,5659,315.9635292126,9,Lime,Mint,none,Insomniac,AK,Snow Bun,Orc,Orb Pendant,Citrus Tee,
5995,CyberKidz Club #5995,5660,315.8961249206,9,Lime,Lime,Mint Robe,Plain,Suspenders,Snow Fro,Poker Face,none,none,
5435,CyberKidz Club #5435,5661,315.8389661183,9,Lemon,Lemon,none,Toon,none,Ash Long Fringe,Glad,Underworld Pendant,none,
348,CyberKidz Club #348,5662,315.7942618648,9,Citrus,Scarlet,Carib Hoodie,Full of it,Ash Shoulder Bag,Scarlet Curly,Glad,none,none,
1871,CyberKidz Club #1871,5663,315.7466431464,9,Lemon,Citrus,Lime Parka,Awkward,none,Grape Fro,Blank,none,none,
6417,CyberKidz Club #6417,5664,315.7445997998,9,Citrus,Carib,Ice Windbreaker,Awkward,Yoga Mat,Snow Bowl,Indifferent,Bud Pendant,none,
4309,CyberKidz Club #4309,5665,315.6892542443,9,Lime,Lime,Scarlet Team Jacket,Awkward,none,Ash Curly,Glad,none,none,
6318,CyberKidz Club #6318,5666,315.6248726517,9,Grape,Hazel,none,One Eyed,Kunai,Ash Bun,Glad,Planet Pendant,none,
540,CyberKidz Club #540,5667,315.5708394156,9,Lemon,Ash,Scarlet Hoodie,Toon,Guitar,none,Drool,Ova Pendant,Sand Sweater,
5427,CyberKidz Club #5427,5668,315.5676802879,9,Citrus,Scarlet,Lime Hoodie,One Eyed,none,Ash Saiyan,Glad,Ova Pendant,none,
2806,CyberKidz Club #2806,5669,315.5266989764,9,Carib,Lazuli,none,One Eyed,none,Scarlet Fro,Meh,Skull Pendant,Ice Turtleneck,
1037,CyberKidz Club #1037,5670,315.4873724067,9,Scarlet,Hazel,Snow Puffer,Mad,Pisto Holder,none,Glad,none,Grape Tee,
4542,CyberKidz Club #4542,5671,315.4599274553,9,Carib,Lazuli,none,Plain,none,Scarlet Long Fringe,Beak,Bud Pendant,none,
2131,CyberKidz Club #2131,5672,315.4260388677,9,Scarlet,Lime,none,Toon,AK,Snow Ponytails,Blank,Bubblegum Pendant,Tan Turtleneck,
2919,CyberKidz Club #2919,5673,315.3785597159,9,Rose,Hazel,none,EthHead,none,Snow Bowl,Turtle,none,Mint Turtleneck,
3874,CyberKidz Club #3874,5674,315.3683168408,9,Rose,Carib,none,Confused,AK,Aqua Slick,Shark,Ash Bandanna,none,
2706,CyberKidz Club #2706,5675,315.3011279221,9,Scarlet,Snow,none,Confused,none,Hazel Slick,Shark,none,Cream Tee,
2672,CyberKidz Club #2672,5676,315.2703341429,9,Snow,Lemon,none,One Eyed,Pisto Holder,Aqua Bowl,Orc,none,Ice Tee,
1671,CyberKidz Club #1671,5677,315.0907617709,9,Carib,Carib,Fighter Jacket,Squint,none,Aqua Fringe,Sad,none,none,
4506,CyberKidz Club #4506,5678,315.0319955308,9,Grape,Mint,none,Insomniac,none,Scarlet Fringe,Sad,Shroom Pendant,Ash Turtleneck,
6375,CyberKidz Club #6375,5679,314.9895906488,9,Grape,Lazuli,none,Insomniac,none,Ash Fringe,Shark,Orb Pendant,none,
3296,CyberKidz Club #3296,5680,314.979243143,9,Grape,Citrus,none,Insomniac,Kunai,none,Poker Face,Love Pendant,Ash Flame Hawaiian,
3865,CyberKidz Club #3865,5681,314.9707482698,9,Aqua,Lazuli,none,Doubtful,Snow Shoulder Bag,Lemon Fringe,Surprised,Planet Pendant,Sand Tee,
6237,CyberKidz Club #6237,5682,314.7539208434,9,Lemon,Mint,Lime Hoodie,EthHead,none,Hazel Dreads,Vampire,none,none,
3833,CyberKidz Club #3833,5683,314.587935654,9,Citrus,Snow,none,EthHead,Yoga Mat,none,Cthullu,none,Ash and Sand Hawaiian,
3770,CyberKidz Club #3770,5684,314.5335900976,9,Mint,Lazuli,none,EthHead,Dual Katana,Scarlet Dreads,Shark,Orb Pendant,none,
5321,CyberKidz Club #5321,5685,314.4753201234,9,Citrus,Carib,Suit,Lol,none,Ash Bun,Vampire,Planet Pendant,none,
2017,CyberKidz Club #2017,5686,314.4220765093,9,Mint,Mint,none,Enlightened,Suspenders,none,Wavy,Silver Necklace,Ash Flame Hawaiian,
3345,CyberKidz Club #3345,5687,314.3846216514,9,Carib,Lazuli,none,Lol,none,Ash Snapback and Short Lemon Hair,Meh,none,none,
5372,CyberKidz Club #5372,5688,314.3498026695,9,Citrus,Hazel,Lime Parka,Awkward,none,Grape Curly,Impressed,Bud Pendant,none,
5663,CyberKidz Club #5663,5689,314.2657212426,9,Aqua,Carib,Citrus Tracksuit,Plain,none,Snow Fro,Cthullu,none,none,
6028,CyberKidz Club #6028,5690,314.1217926925,9,Carib,Lazuli,none,Wide,Lemon Shoulder Bag,Grape Dreads,Sad,Bud Pendant,Cream Tee,
4214,CyberKidz Club #4214,5691,313.8231866465,9,Aqua,Snow,Ice Windbreaker,Glad,none,Hazel Long Fringe,Sad,Ash Bandanna,none,
4598,CyberKidz Club #4598,5692,313.7892143873,9,Rose,Citrus,none,Lol,none,Scarlet Curly,Stitched,none,Snow Short T,
3032,CyberKidz Club #3032,5693,313.7062098705,9,Mint,Lime,none,Awkward,Yoga Mat,Ash Slick,Skelly,Ova Pendant,none,
5422,CyberKidz Club #5422,5694,313.6984755714,9,Mint,Lime,Mint Robe,Lol,none,Grape Slick,Indifferent,none,none,
4049,CyberKidz Club #4049,5695,313.6805558366,9,Mint,Snow,none,Squint,none,Ash Snapback and Short Lemon Hair,Surprised,none,none,
5324,CyberKidz Club #5324,5696,313.6640212961,9,Scarlet,Carib,Snow Windbreaker,Dead,none,Snow Long Fringe,Meh,Shroom Pendant,none,
4642,CyberKidz Club #4642,5697,313.428295829,9,Grape,Lemon,none,Toon,Dual Katana,Mint Ponytails,Vampire,none,none,
1891,CyberKidz Club #1891,5698,313.4113607216,9,Scarlet,Mint,Ash Hoodie,Full of it,none,Ash Fro,Cthullu,none,none,
6315,CyberKidz Club #6315,5699,313.373566945,9,Rose,Mint,none,Blink,none,Aqua Chanel,Surprised,none,Ash Turtleneck,
4178,CyberKidz Club #4178,5700,313.3617147225,9,Snow,Lazuli,none,One Eyed,Aqua Shoulder Bag,Mint Ponytails,Glad,Bud Pendant,none,
5461,CyberKidz Club #5461,5701,313.2882393483,9,Snow,Scarlet,none,One Eyed,none,Mint Hawk,Surprised,none,Snow Striped,
5473,CyberKidz Club #5473,5702,313.2327585238,9,Aqua,Snow,none,Glad,AK,Aqua Hawk,Meh,Triple Gold Necklace,none,
2662,CyberKidz Club #2662,5703,313.1785667262,9,Lime,Citrus,Ash Hoodie,Blink,none,Ash Emo,Orc,none,none,
6326,CyberKidz Club #6326,5704,312.8529197471,9,Citrus,Scarlet,Suit,Toon,none,Ash Fro,Impressed,Bubblegum Pendant,none,
4778,CyberKidz Club #4778,5705,312.69992573,9,Carib,Lazuli,none,Enlightened,Pisto Holder,Snow Snapback and Long Lemon Hair,Impressed,none,none,
5820,CyberKidz Club #5820,5706,312.650045913,9,Lime,Mint,Ash Hoodie,Dead,none,Snow Ponytails,Skelly,Shroom Pendant,none,
6386,CyberKidz Club #6386,5707,312.5792752953,9,Aqua,Citrus,none,Unimpressed,Katana,Aqua Fringe,Stitched,none,Navy Turtleneck,
1710,CyberKidz Club #1710,5708,312.558775865,9,Scarlet,Scarlet,none,Squint,none,Scarlet Ponytails,Blank,none,Ice Tee,
6325,CyberKidz Club #6325,5709,312.4412701688,9,Rose,Citrus,none,Confused,none,Hazel Fringe,Orc,Gold Chain,none,
2848,CyberKidz Club #2848,5710,312.2968505637,9,Mint,Hazel,Ash Fake Fur Coat,Plain,none,Mint Hawk,Sad,none,none,
3978,CyberKidz Club #3978,5711,312.1483575933,9,Aqua,Citrus,none,Squint,Katana,Ash Bun,Vampire,none,Ice Turtleneck,
6259,CyberKidz Club #6259,5712,312.1229441877,9,Scarlet,Carib,none,Insomniac,none,Scarlet Fro,Blank,none,Snow V Neck,
2549,CyberKidz Club #2549,5713,312.0953015579,9,Aqua,Carib,none,Wide,none,Mint Greaser,Meh,Bone Necklace,none,
5735,CyberKidz Club #5735,5714,312.0426042639,9,Scarlet,Lazuli,none,Blink,AK,Aqua Hawk,Stitched,none,Tan Turtleneck,
1332,CyberKidz Club #1332,5715,312.040263714,9,Lime,Snow,Ash Puffer,Awkward,Suspenders,none,Vampire,none,Rose Turtleneck,
3787,CyberKidz Club #3787,5716,312.0220674848,9,Mint,Hazel,none,Faker,Devil Tail,Lemon Hawk,Wavy,none,none,
3963,CyberKidz Club #3963,5717,312.0137682272,9,Aqua,Hazel,none,Insomniac,none,Ice Bucket,Turtle,none,none,
1549,CyberKidz Club #1549,5718,311.9684874751,9,Lime,Snow,Merlot Cotton Sweater,Doubtful,none,Hazel Bowl,Indifferent,Bubblegum Pendant,none,
6397,CyberKidz Club #6397,5719,311.9421012413,9,Snow,Lazuli,Citrus Hoodie,Plain,none,Snow Bun,Vampire,Silver Beads,none,
6425,CyberKidz Club #6425,5720,311.928090391,9,Mint,Ash,none,Confused,Pisto Holder,Aqua Long Fringe,Meh,none,none,
6413,CyberKidz Club #6413,5721,311.8563857665,9,Rose,Scarlet,Tan Cotton Sweater,Lol,none,Ash Hawk,Wavy,Love Pendant,none,
4720,CyberKidz Club #4720,5722,311.7198037374,9,Scarlet,Lazuli,Aqua Tracksuit,Plain,none,Aqua Emo,Sad,none,none,
3466,CyberKidz Club #3466,5723,311.6854252342,9,Rose,Snow,Royal Cotton Sweater,Blink,none,Hazel Long Fringe,Wavy,Skull Pendant,none,
2153,CyberKidz Club #2153,5724,311.6279090689,9,Citrus,Scarlet,none,Unimpressed,none,Lemon and Scarlet Bandanna Axel,Meh,none,none,
2476,CyberKidz Club #2476,5725,311.5198834548,9,Citrus,Lime,none,Blink,Aqua Shoulder Bag,Hazel Long Fringe,Shark,Shroom Pendant,Ice Turtleneck,
4983,CyberKidz Club #4983,5726,311.4227807488,9,Lime,Citrus,Scarlet Hoodie,Wide,none,Grape Bun,Orc,Bubblegum Pendant,none,
646,CyberKidz Club #646,5727,311.3493607529,9,Lemon,Ash,Aqua Tracksuit,Mad,Dual Katana,Hazel Fro,Blank,none,none,
5295,CyberKidz Club #5295,5728,311.1300828667,9,Citrus,Carib,none,Toon,Trident,Aqua Slick,Indifferent,Ova Pendant,none,
2927,CyberKidz Club #2927,5729,311.0413522814,9,Lemon,Lime,none,Lol,none,Lemon Long Fringe,Drool,none,Sand Tee,
1593,CyberKidz Club #1593,5730,310.9546752347,9,Snow,Lime,none,Glad,Pisto Holder,Aqua Fringe,Stuck Out Tongue,Silver Chain,none,
4346,CyberKidz Club #4346,5731,310.9495009929,9,Scarlet,Mint,Rose Hoodie,Dead,none,Ash Bun,Skelly,none,none,
2750,CyberKidz Club #2750,5732,310.7745715707,9,Snow,Hazel,Grape Hoodie,Squint,Pisto Holder,Aqua Ponytails,Blank,none,none,
3811,CyberKidz Club #3811,5733,310.7601955519,9,Aqua,Lime,Ice Tracksuit,Plain,Suspenders,Scarlet Bowl,Surprised,Orb Pendant,none,
2050,CyberKidz Club #2050,5734,310.7507710704,9,Carib,Lazuli,none,Plain,none,Hazel Hawk,Glad,Ash Bandanna,none,
4970,CyberKidz Club #4970,5735,310.6747564991,9,Snow,Ash,Suit,Lol,Double Blades,Mint Hawk,Meh,Love Pendant,none,
5888,CyberKidz Club #5888,5736,310.6739287638,9,Scarlet,Carib,Rose Parka,Faker,none,Grape Fro,Impressed,none,none,
4658,CyberKidz Club #4658,5737,310.6333322093,9,Snow,Hazel,none,Toon,none,Grape Hawk,Impressed,Love Pendant,Citrus Tee,
2401,CyberKidz Club #2401,5738,310.6082232938,9,Mint,Scarlet,Fighter Jacket,Lol,none,Hazel Bowl,Wavy,none,none,
4156,CyberKidz Club #4156,5739,310.3735146456,9,Grape,Lazuli,none,Mad,Pisto Holder,Snow Greaser,Orc,none,Snow Turtleneck,
6269,CyberKidz Club #6269,5740,310.3442832689,9,Scarlet,Snow,Rose Parka,Lol,none,Lemon Fro,Blank,none,none,
2399,CyberKidz Club #2399,5741,310.3130061646,9,Lemon,Mint,none,Confused,Monkey Tail,Hazel Fringe,Skelly,Bud Pendant,none,
5199,CyberKidz Club #5199,5742,310.2700527625,9,Carib,Scarlet,none,Full of it,Yoga Mat,Aqua Bun,Blank,none,none,
6034,CyberKidz Club #6034,5743,310.2555035007,9,Mint,Lazuli,none,Insomniac,none,Hazel Greaser,Surprised,Aqua Bandanna,none,
5043,CyberKidz Club #5043,5744,310.2537254378,9,Lime,Lime,Ash Windbreaker,Dead,none,Hazel Curly,Drool,none,none,
2574,CyberKidz Club #2574,5745,310.2165457984,9,Lime,Citrus,none,Toon,Yoga Mat,Hazel Curly,Beak,none,Citrus Turtleneck,
472,CyberKidz Club #472,5746,310.1779972332,9,Rose,Ash,Ash Windbreaker,Confused,none,Mint Dreads,Vampire,none,none,
3190,CyberKidz Club #3190,5747,310.1370530803,9,Mint,Scarlet,Scarlet Robe,Doubtful,none,Aqua Curly,Vampire,none,none,
2026,CyberKidz Club #2026,5748,310.1359037557,9,Scarlet,Hazel,none,Unimpressed,none,Hazel Slick,Surprised,none,Ice Turtleneck,
184,CyberKidz Club #184,5749,310.0393717233,9,Carib,Lemon,Lemon Windbreaker,Toon,Ash Shoulder Bag,none,Wavy,none,Snow Flanel,
4684,CyberKidz Club #4684,5750,309.982029042,9,Carib,Hazel,none,Full of it,Lemon Shoulder Bag,Snow Ponytails,Skelly,none,Tan Tee,
5045,CyberKidz Club #5045,5751,309.9306471443,9,Lemon,Lime,none,Insomniac,Lemon Shoulder Bag,Mint Long Fringe,Surprised,Shroom Pendant,none,
3329,CyberKidz Club #3329,5752,309.6389659049,9,Citrus,Mint,none,Squint,none,Aqua Slick,Sad,Gold Necklace,none,
991,CyberKidz Club #991,5753,309.5180086559,9,Aqua,Lime,Aqua Parka,Glad,none,Ash Ponytails,Stitched,Love Pendant,none,
1727,CyberKidz Club #1727,5754,309.447935567,9,Lime,Ash,none,Wide,Monkey Tail,Ash Dreads,Impressed,none,none,
592,CyberKidz Club #592,5755,309.3611237147,9,Scarlet,Hazel,none,Dead,none,Grape Chanel,Surprised,Bud Pendant,Cream Tee,
4719,CyberKidz Club #4719,5756,309.2028404466,9,Mint,Carib,none,Mad,none,Mint Dreads,Stitched,Gold Chain,none,
653,CyberKidz Club #653,5757,309.1558420161,9,Lime,Carib,none,One Eyed,Katana,Snow Fringe,Poker Face,Ash Bandanna,none,
2359,CyberKidz Club #2359,5758,309.1314187424,9,Lemon,Snow,none,Glad,Ash Shoulder Bag,Hazel Greaser,Skelly,Bubblegum Pendant,none,
3351,CyberKidz Club #3351,5759,309.0715253089,9,Scarlet,Hazel,none,Unimpressed,none,Mint Hawk,Stitched,none,Aqua Short T,
488,CyberKidz Club #488,5760,309.0071955443,9,Rose,Lime,Ash Fake Fur Coat,Confused,Double Blades,none,Indifferent,none,Ice Turtleneck,
5305,CyberKidz Club #5305,5761,308.9128143687,9,Mint,Hazel,none,Full of it,none,Lemon Saiyan,Turtle,Triple Gold Necklace,none,
384,CyberKidz Club #384,5762,308.6154220778,9,Mint,Citrus,Lime Hoodie,Doubtful,RPG,Snow Long Fringe,Orc,none,none,
6419,CyberKidz Club #6419,5763,308.4996722548,9,Aqua,Hazel,Jeans Jacket,Unimpressed,none,Mint Chanel,Surprised,none,none,
167,CyberKidz Club #167,5764,308.451963528,9,Rose,Lazuli,none,Blink,none,Scarlet Snapback,Indifferent,Planet Pendant,none,
6586,CyberKidz Club #6586,5765,308.410217775,9,Grape,Citrus,none,Dead,none,Ash Greaser,Impressed,none,Snow Striped,
6055,CyberKidz Club #6055,5766,308.2124142573,9,Aqua,Citrus,none,Mad,none,Lemon Saiyan,Blank,Love Pendant,Grape Turtleneck,
75,CyberKidz Club #75,5767,308.2054153414,9,Grape,Scarlet,Ash Windbreaker,Faker,Snow Shoulder Bag,Grape Fringe,Skelly,none,none,
5649,CyberKidz Club #5649,5768,308.1902910966,9,Carib,Carib,none,Plain,none,Scarlet Snapback and Long Hazel Hair,Sad,none,none,
4065,CyberKidz Club #4065,5769,308.0483786748,9,Aqua,Carib,none,Glad,RPG,Scarlet Fro,Stuck Out Tongue,none,Snow Tee,
6592,CyberKidz Club #6592,5770,307.9147250066,9,Mint,Citrus,Ash Hoodie,Awkward,none,Scarlet Bun,Orc,Planet Pendant,none,
2397,CyberKidz Club #2397,5771,307.8412884563,9,Aqua,Scarlet,none,Lol,none,Scarlet Fro,Vampire,Silver Necklace,Rose Turtleneck,
5530,CyberKidz Club #5530,5772,307.8264785102,9,Mint,Lime,none,Wide,Katana,Ash Slick,Turtle,Shroom Pendant,none,
3319,CyberKidz Club #3319,5773,307.646419593,9,Lemon,Citrus,none,Doubtful,none,Lemon Fringe,Surprised,none,Ice and Aqua Hawaiian,
4202,CyberKidz Club #4202,5774,307.5179597094,9,Lime,Ash,none,Insomniac,Sharkfin,Ash Fro,Surprised,Bubblegum Pendant,none,
1719,CyberKidz Club #1719,5775,307.5143768003,9,Scarlet,Carib,none,Full of it,Quiver,Aqua Curly,Sad,Bubblegum Pendant,none,
5897,CyberKidz Club #5897,5776,307.4909111023,9,Aqua,Citrus,none,Insomniac,Monkey Tail,Mint Fro,Cthullu,none,none,
5601,CyberKidz Club #5601,5777,307.4680332714,9,Scarlet,Mint,none,Unimpressed,Katana,Grape Bun,Indifferent,none,Grape Turtleneck,
3174,CyberKidz Club #3174,5778,307.3028262511,9,Mint,Citrus,none,Doubtful,Aqua Shoulder Bag,Snow Hawk,Wavy,none,Citrus Tee,
2627,CyberKidz Club #2627,5779,307.1618001747,9,Aqua,Snow,none,Squint,none,Hazel Curly,Glad,Bone Necklace,Ash Turtleneck,
316,CyberKidz Club #316,5780,307.0960509613,9,Grape,Citrus,none,Spider,Ash Shoulder Bag,Scarlet Curly,Impressed,Scarlet Bandanna,none,
1840,CyberKidz Club #1840,5781,307.0275327453,9,Scarlet,Scarlet,Lime Parka,Toon,none,Hazel Curly,Indifferent,Ova Pendant,none,
3645,CyberKidz Club #3645,5782,306.996312903,9,Lemon,Lemon,Carib Hoodie,Dead,none,Aqua Curly,Wavy,none,none,
6430,CyberKidz Club #6430,5783,306.9801273796,9,Citrus,Citrus,Citrus Tracksuit,Lol,none,Snow Slick,Impressed,none,none,
2248,CyberKidz Club #2248,5784,306.9775814359,9,Snow,Hazel,none,Confused,Sharkfin,Hazel Curly,Surprised,Silver Necklace,none,
5457,CyberKidz Club #5457,5785,306.9349645897,9,Aqua,Mint,Carib Team Jacket,Glad,none,none,Shark,Shroom Pendant,Grape Tee,
1563,CyberKidz Club #1563,5786,306.9179048147,9,Lemon,Lazuli,none,Full of it,none,Grape Hawk,Meh,none,Cream Tee,
2786,CyberKidz Club #2786,5787,306.8754923276,9,Mint,Carib,none,Full of it,none,Grape Emo,Blank,Love Pendant,Scarlet Turtleneck,
6429,CyberKidz Club #6429,5788,306.8463303507,9,Lemon,Citrus,none,Unimpressed,none,Hazel and Aqua Bandanna Axel,Stuck Out Tongue,none,none,
1132,CyberKidz Club #1132,5789,306.8112942994,9,Aqua,Lazuli,Ice Tracksuit,Full of it,none,Grape Slick,Impressed,none,none,
6309,CyberKidz Club #6309,5790,306.809799934,9,Scarlet,Citrus,none,Blink,RPG,Scarlet Fro,Wavy,Bud Pendant,Navy Turtleneck,
6162,CyberKidz Club #6162,5791,306.8016744673,9,Snow,Ash,none,Spider,Aqua Shoulder Bag,Scarlet Chanel,Blank,none,none,
