ID,Name,Rank,Rarity_Score,Agility,Alignment,Ancestor,Attributes,Background,Class,Dexterity,Fur,Gender,Head Accessory,Intelligence,Magic,Morality,Race,Rank,Strength,Weapon
1756,Bunny Knights #1756,1564,2438.3123684402444,2,Arrogant,133,16,Lavender,Apprentice,2,Tan,Male,Apprentice Hood,5,Earth,Neutral,Bunny,854,1,Earth Wand
1655,Bunny Knights #1655,1565,2438.001088908824,1,Nostalgic,236,16,Green,Apprentice,1,White,Male,Apprentice Hood,6,Water,Evil,Bunny,983,2,Water Wand
1074,Bunny Knights #1074,1566,2437.996794211695,3,Pessimistic,246,14,Blue,Hunter,4,Grey,Male,,1,,Neutral,Bunny,1491,2,Crossbow
1027,Bunny Knights #1027,1567,2437.73715612542,1,Weird,70,15,Glacier,Hunter,6,Cream,Male,Headband,1,,Good,Bunny,591,2,Crossbow
2343,Bunny Knights #2343,1568,2437.57911591333,4,Emotional,140,14,Blue,Thief,2,Cream,Male,,2,,Evil,Bunny,1537,2,Crossbow
2009,Bunny Knights #2009,1569,2437.509983533356,2,Emotional,47,16,Blue,Apprentice,3,Pink,Male,Apprentice Hood,4,Fire,Neutral,Bunny,997,1,Fire Wand
661,Bunny Knights #661,1570,2437.3922006557245,5,Arrogant,106,14,Indigo,Thief,2,Black,Male,,1,,Evil,Bunny,1662,2,Dagger
643,Bunny Knights #643,1571,2437.298351994026,3,Bold,467,16,Glacier,Apprentice,2,Chocolate,Female,Apprentice Hood,4,Ice,Neutral,Bunny,1019,1,Ice Wand
553,Bunny Knights #553,1572,2437.1950324662453,3,Emotional,461,16,Purple,Apprentice,1,Tan,Male,Apprentice Hood,5,Fire,Good,Bunny,816,1,Fire Wand
1300,Bunny Knights #1300,1573,2437.14147033761,2,Offensive,487,14,Teal,Hunter,5,Yellow,Female,,1,,Good,Bunny,1712,2,Slingshot
705,Bunny Knights #705,1574,2437.0247807100955,1,Charming,76,15,Indigo,Acolyte,1,Yellow,Male,,7,Healing,Neutral,Bunny,1897,1,Cross Wand
1418,Bunny Knights #1418,1575,2436.571389603506,4,Loyal,487,14,Brandy Rose,Hunter,3,Sunflower,Male,,2,,Evil,Bunny,1598,1,Slingshot
888,Bunny Knights #888,1576,2436.5564373526404,2,Emotional,76,15,Pink,Acolyte,1,Brown,Male,,6,Healing,Good,Bunny,1597,1,Cross Wand
2083,Bunny Knights #2083,1577,2436.458553845835,5,Emotional,236,14,Glacier,Hunter,2,Light Grey,Male,,2,,Evil,Bunny,428,1,Chakram
826,Bunny Knights #826,1578,2436.283936790679,3,Timid,291,14,Teal,Thief,3,Ochre,Male,,2,,Neutral,Bunny,1501,2,Short Sword
1126,Bunny Knights #1126,1579,2436.2492330909035,1,Friendly,434,15,Teal,Acolyte,3,Black,Male,,4,Healing,Neutral,Bunny,1883,2,Cross Wand
847,Bunny Knights #847,1580,2435.9002923977473,1,Bold,192,16,Moss Green,Apprentice,1,Ochre,Male,Apprentice Hood,7,Lightning,Evil,Bunny,1134,1,Lightning Wand
939,Bunny Knights #939,1581,2435.846782831919,1,Offensive,58,15,Moss Green,Acolyte,3,Grey,Male,,4,Healing,Evil,Bunny,1905,2,Cross Wand
1689,Bunny Knights #1689,1582,2435.7569700520407,4,Emotional,336,14,Glacier,Thief,3,Ochre,Male,,1,,Neutral,Bunny,1545,2,Dagger
1847,Bunny Knights #1847,1583,2435.4406593610897,1,Bold,189,15,Indigo,Acolyte,1,Grey,Male,,7,Healing,Evil,Bunny,1968,1,Cross Wand
830,Bunny Knights #830,1584,2435.1223162364345,1,Indecisive,46,15,Fawn,Enchanter,1,Light Grey,Male,,7,Poison,Evil,Bunny,1980,1,Poison Wand
841,Bunny Knights #841,1585,2435.107600225965,4,Arrogant,352,15,Purple,Squire,2,Cream,Male,Sleeping Cap,1,,Evil,Bunny,404,3,Pitchfork
2429,Bunny Knights #2429,1586,2434.955551919223,5,Stubborn,152,15,Green,Thief,2,Lavender,Male,Hood,1,,Good,Bunny,435,2,Slingshot
965,Bunny Knights #965,1587,2434.77783938959,3,Stubborn,231,14,Glacier,Thief,2,Light Yellow,Male,,2,,Evil,Bunny,1624,3,Slingshot
1503,Bunny Knights #1503,1588,2434.755575462888,4,Indecisive,220,14,Fawn,Thief,2,Sunflower,Male,,1,,Good,Bunny,1643,3,Dagger
2041,Bunny Knights #2041,1589,2434.566784726516,1,Nostalgic,434,15,Pink,Enchanter,2,Gravel,Male,,6,Poison,Neutral,Bunny,1683,1,Poison Wand
736,Bunny Knights #736,1590,2434.355528960593,2,Confident,355,16,Pink,Apprentice,2,Light Grey,Male,Apprentice Hood,5,Fire,Neutral,Bunny,860,1,Fire Wand
2332,Bunny Knights #2332,1591,2434.32043878386,2,Friendly,76,14,Green,Hunter,5,Gravel,Male,,2,,Good,Bunny,1908,1,Slingshot
832,Bunny Knights #832,1592,2434.170829324908,1,Indecisive,185,14,Green,Squire,2,Tortilla,Male,,2,,Evil,Bunny,579,5,Iron Knuckle
1783,Bunny Knights #1783,1593,2434.1286597101807,1,Sensitive,133,16,Indigo,Apprentice,3,Sunflower,Male,Apprentice Hood,4,Lightning,Evil,Bunny,1153,2,Lightning Wand
922,Bunny Knights #922,1594,2434.104507878689,3,Timid,491,15,Green,Acolyte,1,Ochre,Male,,4,Healing,Evil,Bunny,1944,2,Cross Wand
1896,Bunny Knights #1896,1595,2433.6867001663522,1,Friendly,467,14,Lavender,Hunter,4,Ginger,Female,,3,,Good,Bunny,519,2,Bow
2264,Bunny Knights #2264,1596,2433.6553528921386,2,Loyal,241,14,Fawn,Hunter,4,Peanut,Male,,2,,Neutral,Bunny,1700,2,Slingshot
1752,Bunny Knights #1752,1597,2433.529306022598,2,Stubborn,152,14,Fawn,Hunter,5,Brown,Male,,1,,Good,Bunny,452,2,Chakram
1226,Bunny Knights #1226,1598,2433.3199300332403,1,Loyal,152,16,Lavender,Acolyte,1,Tan,Female,Straw Hat,6,Healing,Neutral,Bunny,464,2,Cross Wand
2381,Bunny Knights #2381,1599,2433.27201361526,1,Loyal,349,15,Mushroom,Acolyte,1,Sunflower,Male,,5,Healing,Good,Bunny,1912,3,Cross Wand
2384,Bunny Knights #2384,1600,2433.1712279879794,4,Timid,364,14,Mushroom,Thief,1,Chocolate,Male,,2,,Neutral,Bunny,1803,3,Slingshot
1810,Bunny Knights #1810,1601,2432.9636183644234,1,Timid,79,16,Teal,Apprentice,2,Lavender,Female,Apprentice Hood,6,Fire,Good,Bunny,933,1,Fire Wand
1329,Bunny Knights #1329,1602,2432.7764764492235,1,Pessimistic,246,15,Moss Green,Enchanter,3,Black,Male,,5,Poison,Good,Bunny,1807,1,Poison Wand
706,Bunny Knights #706,1603,2432.7741145853756,1,Confident,210,16,Indigo,Apprentice,1,Grey,Male,Apprentice Hood,5,Lightning,Evil,Bunny,1123,3,Lightning Wand
1996,Bunny Knights #1996,1604,2432.602164081387,3,Confident,425,16,Mushroom,Apprentice,1,White,Female,Apprentice Hood,5,Lightning,Evil,Bunny,1025,1,Lightning Wand
1072,Bunny Knights #1072,1605,2432.5699665125253,2,Bold,140,15,Brandy Rose,Acolyte,2,Ochre,Male,,5,Healing,Neutral,Bunny,1719,1,Cross Wand
2348,Bunny Knights #2348,1606,2432.460816858397,4,Timid,236,15,Green,Enchanter,1,Chocolate,Female,,4,Lightning,Good,Bunny,1171,1,Lightning Wand
2474,Bunny Knights #2474,1607,2432.3965823849826,1,Bold,250,15,Glacier,Acolyte,3,Cream,Female,,5,Healing,Neutral,Bunny,1815,1,Cross Wand
2495,Bunny Knights #2495,1608,2432.353331217927,3,Friendly,306,16,Blue,Apprentice,1,Pink,Male,Apprentice Hood,5,Fire,Evil,Bunny,1014,1,Fire Wand
2266,Bunny Knights #2266,1609,2432.256928448863,2,Loyal,176,15,Green,Acolyte,2,Pink,Male,,5,Bronze,Evil,Bunny,529,1,Bronze Cross Wand
1207,Bunny Knights #1207,1610,2432.184102204093,1,Emotional,133,16,Glacier,Apprentice,2,Ginger,Male,Apprentice Hood,6,Fire,Good,Bunny,971,1,Fire Wand
669,Bunny Knights #669,1611,2431.9812085987396,3,Emotional,488,15,Moss Green,Acolyte,1,Grey,Male,,5,Healing,Evil,Bunny,1797,1,Cross Wand
1630,Bunny Knights #1630,1612,2431.8794207348196,2,Pessimistic,220,15,Indigo,Acolyte,1,Light Yellow,Male,,6,Healing,Evil,Bunny,1731,1,Cross Wand
2393,Bunny Knights #2393,1613,2431.8564017926933,6,Confident,254,15,Blue,Thief,1,Cowhide,Male,Hood,1,,Evil,Bunny,211,2,Iron Knuckle
993,Bunny Knights #993,1614,2431.8231298183905,3,Nostalgic,425,16,Blue,Apprentice,2,Cream,Male,Apprentice Hood,4,Lightning,Good,Bunny,1156,1,Lightning Wand
868,Bunny Knights #868,1615,2431.609751856405,1,Timid,486,15,Fawn,Acolyte,1,Yellow,Male,,6,Healing,Evil,Bunny,1811,2,Cross Wand
1647,Bunny Knights #1647,1616,2431.5485258738195,3,Nostalgic,358,14,Fawn,Hunter,3,White,Male,,3,,Neutral,Bunny,1880,1,Slingshot
1090,Bunny Knights #1090,1617,2431.187085875981,1,Sensitive,26,16,Brandy Rose,Enchanter,2,Pink,Female,Wizard Hat,5,Poison,Evil,Bunny,500,2,Poison Wand
1624,Bunny Knights #1624,1618,2431.1578337698475,1,Indecisive,102,15,Indigo,Enchanter,2,Cowhide,Male,,5,Poison,Good,Bunny,1840,2,Poison Wand
2323,Bunny Knights #2323,1619,2431.152519303876,5,Charming,112,14,Teal,Thief,2,Light Grey,Male,,1,,Neutral,Bunny,1872,2,Slingshot
1353,Bunny Knights #1353,1620,2431.1412312882303,1,Stubborn,220,15,Mushroom,Enchanter,2,Black,Male,,5,Poison,Good,Bunny,1841,2,Poison Wand
2113,Bunny Knights #2113,1621,2431.127393643668,1,Arrogant,189,15,Blue,Enchanter,3,Cowhide,Male,,5,Poison,Evil,Bunny,1879,1,Poison Wand
2235,Bunny Knights #2235,1622,2431.0970052767425,3,Indecisive,231,15,Fawn,Enchanter,1,Tortilla,Male,,5,Poison,Good,Bunny,1845,1,Poison Wand
1910,Bunny Knights #1910,1623,2431.080606564118,1,Loyal,363,15,Green,Enchanter,2,Light Yellow,Male,,6,Poison,Good,Bunny,1789,1,Poison Wand
592,Bunny Knights #592,1624,2430.865773786463,2,Pessimistic,355,16,Glacier,Apprentice,2,Light Grey,Male,Apprentice Hood,5,Ice,Evil,Bunny,1035,1,Ice Wand
2370,Bunny Knights #2370,1625,2430.8465713998803,3,Confident,349,14,Moss Green,Thief,2,Gravel,Male,,3,,Good,Bunny,1874,2,Slingshot
1541,Bunny Knights #1541,1626,2430.752567189101,5,Indecisive,321,14,Blue,Thief,2,White,Male,,1,,Evil,Bunny,1884,2,Slingshot
1134,Bunny Knights #1134,1627,2430.3246198103707,2,Arrogant,241,15,Moss Green,Acolyte,1,Black,Female,,6,Healing,Good,Bunny,1791,1,Cross Wand
1101,Bunny Knights #1101,1628,2430.288722371977,1,Sensitive,250,15,Indigo,Acolyte,2,Tortilla,Male,,5,Healing,Good,Bunny,1865,2,Cross Wand
1190,Bunny Knights #1190,1629,2430.247281756049,2,Confident,394,14,Glacier,Thief,4,Brown,Male,,1,,Neutral,Bunny,1824,3,Slingshot
2416,Bunny Knights #2416,1630,2430.1947290415997,2,Machiavellian,486,15,Mushroom,Acolyte,1,Pink,Male,,6,Healing,Neutral,Bunny,1796,1,Cross Wand
2469,Bunny Knights #2469,1631,2430.1334784524224,1,Machiavellian,241,15,Glacier,Enchanter,3,Ochre,Male,,5,Poison,Evil,Bunny,1920,1,Poison Wand
1559,Bunny Knights #1559,1632,2430.0723153644435,1,Weird,76,15,Blue,Acolyte,3,Gravel,Male,,5,Healing,Good,Bunny,1916,1,Cross Wand
1453,Bunny Knights #1453,1633,2429.7003543729666,3,Emotional,47,14,Indigo,Hunter,3,Cowhide,Male,,2,,Neutral,Bunny,419,2,Chakram
804,Bunny Knights #804,1634,2429.624883925467,2,Confident,246,15,Fawn,Enchanter,1,Cafe,Male,,6,Poison,Evil,Bunny,1832,1,Poison Wand
1968,Bunny Knights #1968,1635,2429.56157610801,1,Sensitive,388,14,Moss Green,Squire,1,Sunflower,Male,,2,,Neutral,Bunny,608,6,Iron Knuckle
1155,Bunny Knights #1155,1636,2429.3847182081886,2,Emotional,133,14,Purple,Hunter,5,Cowhide,Male,,1,,Neutral,Bunny,523,2,Bow
1754,Bunny Knights #1754,1637,2428.8234453979658,2,Pessimistic,46,15,Green,Acolyte,1,Sunflower,Male,,5,Healing,Evil,Bunny,1911,2,Cross Wand
784,Bunny Knights #784,1638,2428.820633556531,4,Machiavellian,355,14,Green,Hunter,4,Ginger,Male,,1,,Neutral,Bunny,481,1,Bone Bow
1857,Bunny Knights #1857,1639,2428.723945329473,3,Bold,67,15,Teal,Enchanter,1,Lavender,Male,,5,Poison,Evil,Bunny,1948,1,Poison Wand
1243,Bunny Knights #1243,1640,2428.2708433848798,1,Offensive,236,15,Silver,Acolyte,1,Light Grey,Male,,5,Marble,Neutral,Bunny,984,3,Marble Cross Wand
1385,Bunny Knights #1385,1641,2428.2321959652913,1,Friendly,112,15,Fawn,Acolyte,2,Grey,Male,,6,Healing,Neutral,Bunny,1899,1,Cross Wand
2189,Bunny Knights #2189,1642,2428.175357858611,4,Stubborn,248,14,Teal,Hunter,2,Gravel,Male,,2,,Evil,Bunny,1846,2,Slingshot
2461,Bunny Knights #2461,1643,2427.9494894053396,1,Machiavellian,488,15,Teal,Enchanter,2,Black,Male,,6,Poison,Evil,Bunny,1922,1,Poison Wand
1576,Bunny Knights #1576,1644,2427.885135195378,1,Sensitive,47,15,Blue,Enchanter,1,Black,Male,,7,Ice,Good,Bunny,1257,1,Ice Wand
1164,Bunny Knights #1164,1645,2427.5204558191117,3,Arrogant,214,15,Fawn,Acolyte,1,Grey,Male,,5,Healing,Good,Bunny,1978,1,Cross Wand
2272,Bunny Knights #2272,1646,2427.5081049242185,4,Stubborn,231,14,Moss Green,Thief,3,Tan,Male,,1,,Neutral,Bunny,1804,2,Slingshot
881,Bunny Knights #881,1647,2427.065487714599,2,Nostalgic,109,15,Teal,Hunter,6,Cafe,Male,Headband,1,,Evil,Bunny,829,1,Slingshot
1450,Bunny Knights #1450,1648,2427.011210906682,1,Arrogant,344,16,Mushroom,Acolyte,1,Sunflower,Male,Straw Hat,5,Healing,Neutral,Bunny,678,3,Cross Wand
2457,Bunny Knights #2457,1649,2426.705164516861,2,Indecisive,411,14,Lavender,Squire,1,Lavender,Male,,1,,Evil,Bunny,583,6,Sword
2199,Bunny Knights #2199,1650,2426.468747239926,2,Charming,231,15,Fawn,Acolyte,2,White,Male,,5,Healing,Neutral,Bunny,1956,1,Cross Wand
2005,Bunny Knights #2005,1651,2426.0419007153932,1,Bold,108,16,Teal,Acolyte,3,Ginger,Male,Straw Hat,5,Healing,Evil,Bunny,614,1,Cross Wand
1199,Bunny Knights #1199,1652,2425.913112353992,1,Offensive,186,15,Mushroom,Enchanter,2,Ochre,Male,,6,Poison,Neutral,Bunny,1991,1,Poison Wand
1351,Bunny Knights #1351,1653,2425.0726505109956,1,Pessimistic,36,16,Green,Acolyte,1,White,Male,Straw Hat,6,Healing,Good,Bunny,617,2,Cross Wand
1946,Bunny Knights #1946,1654,2424.8232735880465,4,Loyal,174,14,Green,Thief,3,Ochre,Male,,1,,Evil,Bunny,1923,2,Slingshot
571,Bunny Knights #571,1655,2424.7350370479194,1,Confident,79,16,Lavender,Acolyte,2,Chocolate,Male,Sleeping Cap,5,Healing,Evil,Bunny,624,2,Cross Wand
2409,Bunny Knights #2409,1656,2424.66821424331,1,Confident,328,14,Pink,Squire,2,Cowhide,Male,,1,,Good,Bunny,644,6,Axe
2363,Bunny Knights #2363,1657,2424.3972814440635,4,Stubborn,352,14,Fawn,Thief,2,Light Yellow,Male,,1,,Evil,Bunny,524,3,Iron Knuckle
1561,Bunny Knights #1561,1658,2424.35670668821,2,Stubborn,341,16,Mushroom,Acolyte,3,Ochre,Female,Straw Hat,4,Marble,Neutral,Bunny,364,1,Marble Cross Wand
1802,Bunny Knights #1802,1659,2423.740094278371,2,Machiavellian,219,15,Purple,Squire,3,Tortilla,Male,Iron Helmet,2,,Good,Bunny,173,3,Pitchfork
1764,Bunny Knights #1764,1660,2423.4090446481396,1,Friendly,36,14,Indigo,Squire,4,Peanut,Male,,1,,Neutral,Bunny,802,4,Axe
1640,Bunny Knights #1640,1661,2423.2065685590705,4,Confident,133,14,Glacier,Thief,1,Cream,Male,,2,,Evil,Bunny,618,3,Iron Knuckle
1244,Bunny Knights #1244,1662,2423.1698534844454,2,Pessimistic,381,15,Lavender,Enchanter,2,Light Grey,Male,,4,Dark,Neutral,Bunny,1165,2,Dark Wand
1481,Bunny Knights #1481,1663,2422.5587469063657,3,Confident,381,15,Mushroom,Enchanter,3,White,Male,,3,Dark,Good,Bunny,1388,1,Dark Wand
989,Bunny Knights #989,1664,2421.9675755042554,1,Timid,210,15,Moss Green,Enchanter,1,Gravel,Male,,6,Lightning,Neutral,Bunny,1212,2,Lightning Wand
2174,Bunny Knights #2174,1665,2421.752928982848,2,Offensive,79,15,Glacier,Acolyte,2,Black,Male,,3,Marble,Evil,Bunny,1409,3,Marble Cross Wand
700,Bunny Knights #700,1666,2420.0066117059155,1,Confident,152,15,Fawn,Enchanter,4,Chocolate,Male,,4,Dark,Evil,Bunny,1450,1,Dark Wand
574,Bunny Knights #574,1667,2419.7471633996615,3,Nostalgic,422,15,Blue,Acolyte,1,Pink,Female,,4,Marble,Neutral,Bunny,1243,2,Marble Cross Wand
684,Bunny Knights #684,1668,2419.2579502696376,2,Charming,229,15,Pink,Acolyte,2,Gravel,Male,,4,Marble,Good,Bunny,1217,2,Marble Cross Wand
1585,Bunny Knights #1585,1669,2418.571348826155,4,Offensive,26,15,Green,Thief,2,Sunflower,Female,Sleeping Cap,1,,Evil,Bunny,689,3,Slingshot
855,Bunny Knights #855,1670,2418.5304190261572,3,Pessimistic,316,16,Moss Green,Enchanter,2,Yellow,Male,Silver Wizard Hat,3,Poison,Evil,Bunny,342,2,Poison Wand
2158,Bunny Knights #2158,1671,2417.7821701191465,3,Confident,461,14,Fawn,Squire,2,Brown,Male,,1,,Evil,Bunny,793,4,Sword
1608,Bunny Knights #1608,1672,2417.772775188746,6,Arrogant,328,14,Teal,Hunter,1,Grey,Male,,2,,Good,Bunny,471,1,Chakram
2194,Bunny Knights #2194,1673,2416.366769928795,2,Bold,78,15,Indigo,Squire,2,Brown,Male,Golden Sleeping Hat,1,,Evil,Bunny,213,5,Pitchfork
1517,Bunny Knights #1517,1674,2415.127710628399,3,Sensitive,28,15,Teal,Enchanter,1,Chocolate,Male,,4,Dark,Neutral,Bunny,1453,2,Dark Wand
803,Bunny Knights #803,1675,2414.496432277522,3,Nostalgic,28,14,Blue,Squire,4,Ginger,Male,,1,,Good,Bunny,734,2,Sword
1448,Bunny Knights #1448,1676,2414.399049831449,1,Pessimistic,388,15,Moss Green,Hunter,4,Grey,Male,Headband,2,,Good,Bunny,308,3,Bow
570,Bunny Knights #570,1677,2414.0272594662592,6,Nostalgic,28,14,Teal,Thief,1,Light Grey,Male,,2,,Good,Bunny,1618,1,Dagger
2116,Bunny Knights #2116,1678,2412.7981351683743,1,Confident,176,16,Pink,Apprentice,1,Pink,Male,Apprentice Hood,7,Ice,Neutral,Bunny,740,1,Ice Wand
1174,Bunny Knights #1174,1679,2411.6885294075,3,Machiavellian,328,16,Glacier,Apprentice,2,Cowhide,Male,Apprentice Hood,4,Water,Neutral,Bunny,788,1,Water Wand
820,Bunny Knights #820,1680,2411.0178638500734,2,Loyal,185,15,Fawn,Enchanter,1,Yellow,Male,,6,Dark,Evil,Bunny,1335,1,Dark Wand
729,Bunny Knights #729,1681,2410.733855526586,1,Sensitive,28,15,Teal,Enchanter,2,Ginger,Male,,6,Dark,Neutral,Bunny,1359,1,Dark Wand
1811,Bunny Knights #1811,1682,2410.118786111169,1,Emotional,280,16,Teal,Apprentice,3,White,Male,Apprentice Hood,3,Lightning,Neutral,Bunny,1079,3,Lightning Wand
552,Bunny Knights #552,1683,2409.6909639116184,1,Bold,30,14,Indigo,Hunter,6,Cafe,Male,,2,,Good,Bunny,1463,1,Crossbow
1356,Bunny Knights #1356,1684,2408.311177828555,5,Indecisive,354,15,Pink,Enchanter,2,Tortilla,Female,,2,Poison,Evil,Bunny,1424,1,Poison Wand
1953,Bunny Knights #1953,1685,2407.4668254997287,6,Emotional,425,14,Blue,Thief,1,Tan,Female,,1,,Evil,Bunny,1730,2,Slingshot
634,Bunny Knights #634,1686,2407.406910551336,5,Emotional,280,15,Lavender,Thief,1,Tortilla,Male,Sleeping Cap,2,,Evil,Bunny,392,2,Dagger
584,Bunny Knights #584,1687,2407.3795410977245,1,Indecisive,341,16,Moss Green,Apprentice,1,Chocolate,Male,Apprentice Hood,7,Earth,Good,Bunny,1034,1,Earth Wand
1665,Bunny Knights #1665,1688,2407.1804905213107,1,Loyal,152,15,Indigo,Acolyte,1,Chocolate,Male,,6,Marble,Evil,Bunny,1496,2,Marble Cross Wand
1776,Bunny Knights #1776,1689,2406.2071261011647,1,Indecisive,456,16,Brandy Rose,Apprentice,1,Tan,Male,Apprentice Hood,7,Fire,Evil,Bunny,925,1,Fire Wand
1374,Bunny Knights #1374,1690,2405.768540892961,2,Indecisive,352,14,Pink,Hunter,5,Sunflower,Female,,1,,Neutral,Bunny,1190,2,Crossbow
1274,Bunny Knights #1274,1691,2405.2515381633402,2,Machiavellian,219,16,Lavender,Enchanter,3,Sunflower,Male,Wizard Hat,4,Lightning,Good,Bunny,339,1,Lightning Wand
1722,Bunny Knights #1722,1692,2404.7792245866754,5,Timid,210,14,Brandy Rose,Thief,2,Light Yellow,Male,,1,,Good,Bunny,1175,2,Dagger
1903,Bunny Knights #1903,1693,2404.638173643648,3,Indecisive,133,14,Green,Squire,2,Chocolate,Male,,2,,Neutral,Bunny,1084,3,Axe
982,Bunny Knights #982,1694,2404.5131696164726,3,Stubborn,425,14,Mushroom,Squire,2,Ginger,Female,,1,,Good,Bunny,1210,4,Pitchfork
1368,Bunny Knights #1368,1695,2404.263456451304,3,Loyal,70,16,Moss Green,Apprentice,1,Yellow,Male,Apprentice Hood,5,Air,Good,Bunny,891,1,Air Wand
1025,Bunny Knights #1025,1696,2404.045837155887,3,Machiavellian,109,16,Fawn,Apprentice,3,White,Male,Apprentice Hood,3,Lightning,Evil,Bunny,1125,1,Lightning Wand
2480,Bunny Knights #2480,1697,2403.931644092766,2,Nostalgic,133,15,Pink,Acolyte,3,Light Yellow,Male,,3,Healing,Good,Bunny,1500,2,Cross Wand
544,Bunny Knights #544,1698,2403.1337032519164,1,Offensive,411,16,Blue,Apprentice,2,Cowhide,Male,Apprentice Hood,5,Air,Good,Bunny,923,2,Air Wand
2477,Bunny Knights #2477,1699,2402.80494561628,2,Timid,355,14,Blue,Squire,2,Sunflower,Male,,1,,Evil,Bunny,1371,5,Pitchfork
2001,Bunny Knights #2001,1700,2402.612142735054,1,Timid,354,15,Pink,Enchanter,1,Lavender,Female,,7,Poison,Good,Bunny,1435,1,Poison Wand
1571,Bunny Knights #1571,1701,2402.393458543284,2,Confident,439,16,Glacier,Apprentice,1,Tortilla,Male,Apprentice Hood,6,Earth,Neutral,Bunny,864,1,Earth Wand
1841,Bunny Knights #1841,1702,2402.063504019628,2,Nostalgic,422,14,Glacier,Hunter,4,Cafe,Male,,3,,Good,Bunny,1354,1,Crossbow
934,Bunny Knights #934,1703,2401.9401983821203,3,Indecisive,341,16,Indigo,Apprentice,1,Brown,Female,Apprentice Hood,5,Earth,Neutral,Bunny,952,1,Earth Wand
1006,Bunny Knights #1006,1704,2401.9312511210064,3,Sensitive,461,14,Lavender,Thief,2,Brown,Female,,1,,Good,Bunny,1273,4,Dagger
1652,Bunny Knights #1652,1705,2401.9150271352837,3,Machiavellian,47,15,Glacier,Enchanter,3,Peanut,Female,,3,Poison,Good,Bunny,1600,1,Poison Wand
862,Bunny Knights #862,1706,2401.4047785805546,2,Indecisive,55,15,Mushroom,Acolyte,1,Light Grey,Male,,6,Bronze,Good,Bunny,585,1,Bronze Cross Wand
2336,Bunny Knights #2336,1707,2401.2668810361306,2,Confident,341,16,Lavender,Apprentice,1,Cowhide,Male,Apprentice Hood,6,Fire,Good,Bunny,776,1,Fire Wand
2107,Bunny Knights #2107,1708,2401.2262604504367,5,Charming,185,14,Pink,Thief,2,Ginger,Male,,1,,Evil,Bunny,1249,2,Dagger
2179,Bunny Knights #2179,1709,2401.0842767908316,6,Indecisive,285,14,Lavender,Hunter,1,Tortilla,Female,,1,,Evil,Bunny,325,2,Chakram
957,Bunny Knights #957,1710,2400.1312649416273,1,Machiavellian,70,14,Indigo,Hunter,4,Cafe,Male,,2,,Neutral,Bunny,431,3,Chakram
1555,Bunny Knights #1555,1711,2399.8475621007888,2,Sensitive,405,16,Glacier,Apprentice,2,Brown,Male,Apprentice Hood,5,Air,Good,Bunny,992,1,Air Wand
1461,Bunny Knights #1461,1712,2399.5356079851094,1,Timid,185,15,Silver,Acolyte,2,Brown,Male,,5,Healing,Neutral,Bunny,1277,2,Cross Wand
1180,Bunny Knights #1180,1713,2399.5008439481344,3,Indecisive,108,14,Teal,Thief,2,Peanut,Male,,1,,Evil,Bunny,1348,4,Short Sword
1977,Bunny Knights #1977,1714,2399.1675775834906,5,Stubborn,78,14,Brandy Rose,Thief,1,Cafe,Male,,2,,Neutral,Bunny,257,2,Katar
1695,Bunny Knights #1695,1715,2398.9913126041824,2,Timid,26,14,Fawn,Hunter,5,Tortilla,Male,,1,,Neutral,Bunny,1382,2,Crossbow
1058,Bunny Knights #1058,1716,2398.9161424952417,1,Offensive,328,16,Blue,Apprentice,2,Yellow,Male,Apprentice Hood,6,Earth,Neutral,Bunny,1024,1,Earth Wand
2447,Bunny Knights #2447,1717,2398.651545724564,1,Emotional,306,15,Purple,Acolyte,2,Brown,Male,,4,Healing,Evil,Bunny,1608,3,Cross Wand
521,Bunny Knights #521,1718,2398.509545452621,2,Loyal,280,16,Blue,Apprentice,2,Black,Male,Apprentice Hood,5,Earth,Good,Bunny,1018,1,Earth Wand
2280,Bunny Knights #2280,1719,2398.2849259737113,2,Arrogant,26,15,Brandy Rose,Enchanter,3,Lavender,Male,,3,Poison,Neutral,Bunny,1697,2,Poison Wand
610,Bunny Knights #610,1720,2397.9997077305297,3,Stubborn,456,15,Purple,Hunter,5,Ochre,Male,Headband,1,,Good,Bunny,480,1,Crossbow
1620,Bunny Knights #1620,1721,2397.936252012967,2,Timid,192,15,Lavender,Enchanter,3,Pink,Male,,4,Poison,Neutral,Bunny,1511,1,Poison Wand
997,Bunny Knights #997,1722,2397.820533091062,2,Machiavellian,36,15,Purple,Enchanter,3,Grey,Female,,4,Poison,Evil,Bunny,1520,1,Poison Wand
2470,Bunny Knights #2470,1723,2397.306041830684,1,Emotional,176,16,Blue,Apprentice,2,Pink,Male,Apprentice Hood,6,Ice,Evil,Bunny,973,1,Ice Wand
1809,Bunny Knights #1809,1724,2397.300370071703,1,Weird,316,16,Moss Green,Apprentice,1,Light Grey,Male,Apprentice Hood,6,Ice,Good,Bunny,1022,2,Ice Wand
1030,Bunny Knights #1030,1725,2397.087895759739,3,Offensive,381,15,Pink,Acolyte,1,Tortilla,Male,,4,Healing,Evil,Bunny,1574,2,Cross Wand
2058,Bunny Knights #2058,1726,2397.0106252963774,4,Charming,280,15,Brandy Rose,Enchanter,2,Grey,Male,,3,Dark,Good,Bunny,1163,1,Dark Wand
