ID,Name,Rank,Rarity_Score,Attributes,Background,Calligraphy,Eyes,Face,Facepaint,Headband,Mouth,Nose,Panel,Paper,Sign Panel,Signature,Special
458,Tezumura #458,401,570.1649522992943,12,Rose Madder,Calligraphy,Third Eyes,Rich Grey,No Moyo,Nomad Samurai,Bastard,Indoman,Shikaku Indigo,Washi paper,Sign Panel 03,Signature,
848,Tezumura #848,402,570.0191454772297,12,Fujiiro,Calligraphy,Warrior Time!,Marui Brown,Kabuki Red,Horse Jocky,He He He,Skull,Star Knife Beige,Washi paper,Sign Panel 05,Signature,
579,Tezumura #579,403,569.7329930719869,12,Kumori 03,Calligraphy,Hanaman,Keen White,Kabuki Green,Daimyo,Cup Noodle,Fuji,No Byoubu,Washi paper,Sign Panel 12,Signature,
486,Tezumura #486,404,569.1308389859065,12,Kumori 04,Calligraphy,Pirate,Oval Grey,Omuri Kaki 01,Oni Raijin,Spaghetti,Marui,No Byoubu,Washi paper,Sign Panel 00,Signature,
79,Tezumura #79,405,568.8180010901907,12,Kousaten 01,Calligraphy,Foxxy Lady,Happy Red,Kiss Star,Samurai 03,Hmm...,Fuji,No Byoubu,Washi paper,Sign Panel 10,Signature,
467,Tezumura #467,406,568.315929104798,12,Carmine,Calligraphy,Kensa 02,Oval Red,Kabuki Red,King Mokey 01,Ehhh!,Whictchy,Shikaku Red,Washi paper,Sign Panel 13,Signature,
841,Tezumura #841,407,567.995186505316,12,Sakura Iro,Calligraphy,Disney Eyes,Sharp Blue,No Moyo,O-bake,Tezos Binky 02,Manga,Sembe 06,Washi paper,Sign Panel 01,Signature,
373,Tezumura #373,408,567.7929397544594,12,Asagao 04,Calligraphy,Disney Eyes,Marui Yellow,Aka Shu,God of Sun,Tezos Ice  03,Whictchy,Byobu Chairo,Washi paper,Sign Panel 03,Signature,
584,Tezumura #584,409,567.7412017513237,12,Carmine,Calligraphy,Third Eyes,Oval Beige,Yamato 02,Shibori Craftman,Foxy Smile,Fuji,Shikaku Mikan,Washi paper,Sign Panel 12,Signature,
809,Tezumura #809,410,567.0667009512101,12,Kusama 05,Calligraphy,Snake Eyes,Sharp grey,Mononoke,Electra,Dali Punk Black,Lumpy,No Byoubu,Washi paper,Sign Panel 01,Signature,
920,Tezumura #920,411,566.5793239584907,12,Rose Madder,Calligraphy,Serious Eyes,Sharp White,Warrior Paint Blue,Rock Munk,Tezos Binky 01,Shimpuru,Tate Byubu Navy,Washi paper,Sign Panel 04,Signature,
390,Tezumura #390,412,566.3871294446739,12,Kusama 05,Calligraphy,Kubota,Marui Brown,Ao Shu,Lil Girl,HUH !!!,Asura,No Byoubu,Washi paper,Sign Panel 05,Signature,
492,Tezumura #492,413,565.2335934051614,12,Gunroku,Calligraphy,Assassin,Sharp White,Kabuki Yellow,Bushi 02,Boring,Shimpuru,No Byoubu,Washi paper,Sign Panel 07,Signature,
743,Tezumura #743,414,565.1499740294823,12,Maru Nami 04,Calligraphy,Thoughtful,Oval Beige,Ao Shu,Army Man,Antiuque Pipe,Coma,Sensu Murasaki,Washi paper,Sign Panel 07,Signature,
842,Tezumura #842,415,565.1460619466402,12,Polkadot 04,Calligraphy,Boring,Rich White,Heitai Indigo,Senior Demon,WEW,Whictchy,No Byoubu,Washi paper,Sign Panel 00,Signature,
811,Tezumura #811,416,564.2816711868142,12,Disco 01,Calligraphy,Katamari,Oval Grey,Kabuki Red,Brave Man,Tezos Binky 02,Bootsu,Byobu Murasaki,Washi paper,Sign Panel 05,Signature,
900,Tezumura #900,417,564.1976457107398,12,Yen 01,Calligraphy,Grim,Happy White,Kabuki Red,Kami,Laughing,Shimpuru,Sensu Momoiro,Washi paper,Sign Panel 10,Signature,
95,Tezumura #95,418,563.9165042976034,12,Kusama 01,Calligraphy,Marubero,Oval Red,Moyo 02,Punk Stars,Blue Lollipop,Lumpy,No Byoubu,Washi paper,Sign Panel 12,Signature,
547,Tezumura #547,419,563.5793399178314,12,Basketry 04,Calligraphy,Kensa,Happy Red,Aka Shu,Merchant,Pink Donut,Coma,Byubu Midori,Washi paper,Sign Panel 02,Signature,
882,Tezumura #882,420,563.1196849336525,12,Kusama 03,Calligraphy,Shock,Marui Grey,No Moyo,Kirin Aka,Hmm...,Lumpy,Sensu Momoiro,Washi paper,Sign Panel 15,Signature,
419,Tezumura #419,421,562.7548166853308,12,Carmine,Calligraphy,Ronin Eyes,Keen Beige,Otafuku 03,Kami,Tezos Binky 01,Indoman,Star Knife Green,Washi paper,Sign Panel 11,Signature,
641,Tezumura #641,422,562.1545368324083,12,Kumo Dento 04,Calligraphy,Thoughtful,Rich Red,No Moyo,Oni Raijin,Saiya Mouth,Lumpy,Sensu Beige,Washi paper,Sign Panel 03,Signature,
60,Tezumura #60,423,561.5761565579113,12,Taisha,Calligraphy,Dotto,Marui Brown,Moyo 04,Kabuki Ao,Tezos Chcco,Mahou,No Byoubu,Washi paper,Sign Panel 07,Signature,
777,Tezumura #777,424,561.100060319538,12,Disco 01,Calligraphy,Kubota,Oval white,Manabi 01,Army of Kojima,Biting Tooth,Bandage,No Byoubu,Washi paper,Sign Panel 15,Signature,
446,Tezumura #446,425,560.8335884518393,12,Maru Nami 03,Calligraphy,Boring,Happy White,Frontman Red,Nomad Samurai,Pink Donut,Fuji,No Byoubu,Washi paper,Sign Panel 12,Signature,
234,Tezumura #234,426,560.3210312075984,12,Hanga 03,Calligraphy,Rikka,Oval Beige,Majime 02,Punk Stars,Uncle Grey Mustache,Groovy,Star Knife Lime,Washi paper,Sign Panel 04,Signature,
92,Tezumura #92,427,560.3089982879048,12,Shodo 07,Calligraphy,Curious Eyes,Oval Beige,Heitai Yellow,Ronin 3,Tez Coin 02,Fuji,No Byoubu,Washi paper,Sign Panel 06,Signature,
493,Tezumura #493,428,560.2877160421381,12,Kusama 03,Calligraphy,Kensa,Keen Beige,Aka Shu,Army Man,Tez Coin 02,Roboto,No Byoubu,Washi paper,Sign Panel 01,Signature,
766,Tezumura #766,429,559.4040538111291,12,Botan,Calligraphy,Kubota,Long Chin Red,Heitai Red,Merchant,Kissy,Fuji,Shikaku Yellow,Washi paper,Sign Panel 09,Signature,
941,Tezumura #941,430,559.3728037581803,12,Hyakugun,Calligraphy,Old man,Keen  Grey,No Moyo,Punk Stars,Smily,Keen,Shikaku Midori,Washi paper,Sign Panel 03,Signature,
104,Tezumura #104,431,559.3099387931421,12,Torinokoiro,Calligraphy,Konran,Keen  Red,Midori Shu,Maiko Worker,Thousand Tez 01,Whictchy,Star Knife Beige,Washi paper,Sign Panel 04,Signature,
1002,Tezumura #1002,432,559.26283274702,12,Kousaten 05,Calligraphy,Boring,Happy Beige,No Moyo,Grand General,Tez Coin 03,Ringgu,Shikaku Green,Washi paper,Sign Panel 14,Signature,
438,Tezumura #438,433,559.1988294020738,12,Hanga 01,Calligraphy,What's up,Long Chin Biege,Shogun 01,Rich man Blue,Sushi,Oldy,No Byoubu,Washi paper,Sign Panel 07,Signature,
879,Tezumura #879,434,559.0492643098062,12,Kumori 03,Calligraphy,Grim,Oval white,Joker,Kung Fu Fighter 02,EHiiii,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
228,Tezumura #228,435,558.9554115869796,12,Yamabuki,Calligraphy,Pirate,Long Chin Blue,Moyo 01,Ronin 3,EHiiii,Drop,No Byoubu,Washi paper,Sign Panel 14,Signature,
86,Tezumura #86,436,558.9436216606235,12,Yamabuki,Calligraphy,Miure,Marui White,Otafuku 01,Harajuku Blue,Cocktail,Yama,Byubu Red,Washi paper,Sign Panel 06,Signature,
648,Tezumura #648,437,558.5028327470201,12,Hanga 01,Calligraphy,Marubero,Marui Beige,No Moyo,Kabuki Crabman,Wow Ha Ha,Roundy,Shikaku Green,Washi paper,Sign Panel 07,Signature,
460,Tezumura #460,438,558.2065402983987,12,Sagittal 03,Calligraphy,Gakumon,Happy Beige,Mononoke,Tezos Army Red,Pink Donut,Manga,No Byoubu,Washi paper,Sign Panel 13,Signature,
540,Tezumura #540,439,557.8881841819571,12,Yamabuki,Calligraphy,Musume,Long Chin White,Midori Shu,Harajuku Yellow,Kissy,Oldy,Sensu Blue,Washi paper,Sign Panel 02,Signature,
338,Tezumura #338,440,556.7462256598325,12,Golden,Calligraphy,Fear,Rich Grey,Ao Shu,Wind Blow,Sexy Hey,Whictchy,No Byoubu,Washi paper,Sign Panel 12,Signature,
156,Tezumura #156,441,556.1973470708506,12,Pixel 05,Calligraphy,Kabuki Eyes02,Sharp White,Omuri Kaki 01,Shogun 02,Sexy Hey,Buta,No Byoubu,Washi paper,Sign Panel 11,Signature,
782,Tezumura #782,442,555.9999316175332,12,Kousaten 05,Calligraphy,What's up,Happy White,Warrior Paint Indigo,Ronin 02,Biting Yen,Joker,Tate Byubu Midori,Washi paper,Sign Panel 01,Signature,
39,Tezumura #39,443,555.9347330605701,12,Pixel 01,Calligraphy,Grim,Long Chin White,Heitai Indigo,Maiko 03,Boring,Manga,No Byoubu,Washi paper,Sign Panel 10,Signature,
767,Tezumura #767,444,555.5429593354615,12,Golden,Calligraphy,Serious Eyes,Sharp White,Majime 01,Marshal,Karasu,Oldy,Tate Byubu  Red,Washi paper,Sign Panel 09,Signature,
796,Tezumura #796,445,555.4342400441706,12,Kumori 04,Calligraphy,Kensa,Rich Grey,Ao Shu,Merchant,Warrior 03,Keen,Byubu Yellow,Washi paper,Sign Panel 11,Signature,
788,Tezumura #788,446,555.4339549013182,12,Pyramid 01,Calligraphy,Kensa,Rich Beige,Frontman Yellow,Senior Demon,Butterfly,Buta,No Byoubu,Washi paper,Sign Panel 02,Signature,
929,Tezumura #929,447,555.4287322354755,12,KumoDot 02,Calligraphy,Kashira,Sharp  Red,No Moyo,Maiko 02,Cup Noodle,Joker,No Byoubu,Washi paper,Sign Panel 01,Signature,
450,Tezumura #450,448,555.3179895025573,12,Cerulean Blue,Calligraphy,Stunned,Sharp  Beige,Creep man,Demon Teen Blue,Burger Time!,Fuji,No Byoubu,Washi paper,Sign Panel 15,Signature,
11,Tezumura #11,449,555.214583903292,12,Sagittal 04,Calligraphy,Kensa,Happy Red,Mononoke,Tezos Army YL,Blue Lollipop,Marui,Byubu Lime,Washi paper,Sign Panel 03,Signature,
608,Tezumura #608,450,555.0624716880219,12,Basketry 03,Calligraphy,Kensa,Keen Beige,Otafuku 01,Painter 01,melon,Lumpy,Shikaku Mikan,Washi paper,Sign Panel 00,Signature,
278,Tezumura #278,451,553.9413708164068,12,Polkadot 04,Calligraphy,Grim,Rich Red,No Moyo,Craft man and Ice,Smoking,Lumpy,No Byoubu,Washi paper,Sign Panel 06,Signature,
964,Tezumura #964,452,553.4783078185474,12,Botan,Calligraphy,Konran,Marui Blue,Shogun 03,Harajuku Yellow,Uncle Grey Mustache,Bandage,Shikaku Green,Washi paper,Sign Panel 13,Signature,
102,Tezumura #102,453,552.9098973215941,12,Polkadot 01,Calligraphy,What's up,Rich Purple,Heitai Indigo,The Ainu,Pizza,Asura,Sensu Beige,Washi paper,Sign Panel 08,Signature,
363,Tezumura #363,454,552.772505472155,12,Polkadot 08,Calligraphy,Hitome,Keen Beige,Warrior Paint Blue,Punk Stars,Tezos Chcco,Fuji,No Byoubu,Washi paper,Sign Panel 00,Signature,
78,Tezumura #78,455,552.4789470428133,12,Rose Madder,Calligraphy,Warrior Time!,Marui Grey,Omuri Kaki 03,Samurai 03,Bread time!,Lumpy,Byubu Yellow,Washi paper,Sign Panel 13,Signature,
600,Tezumura #600,456,551.4196144518614,12,Rokusho,Calligraphy,Old man,Marui Grey,Midori Shu,God of Sun,Bastard,Fuji,Shikaku Midori,Washi paper,Sign Panel 00,Signature,
163,Tezumura #163,457,550.8010562111037,12,Kusama 02,Calligraphy,Grim,Sharp  Beige,Majime 02,Knowledge God,Cup Noodle,Fuji,No Byoubu,Washi paper,Sign Panel 10,Signature,
868,Tezumura #868,458,550.6638031897147,12,Taisha,Calligraphy,Hanaman,Long Chin Biege,Moyo 01,Marshal,Boring,Joker,Tate Byubu  Yellow,Washi paper,Sign Panel 12,Signature,
589,Tezumura #589,459,550.6442469691566,12,Crane,Calligraphy,Kurushi,Long Chin Red,Kabuki Red,Demon Teen Green,Biting Yen,Oldy,Star Knife Lime,Washi paper,Sign Panel 13,Signature,
570,Tezumura #570,460,550.459448109845,12,Yen 01,Calligraphy,Gakumon,Marui Yellow,Shogun 02,Maiko 01,Biting Yen,Oldy,Sensu Beige,Washi paper,Sign Panel 03,Signature,
230,Tezumura #230,461,550.3667335351138,12,Sagittal 04,Calligraphy,Kensa 02,Sharp Blue,Moyo 01,Nobility,Dali Punk Black,Bootsu,No Byoubu,Washi paper,Sign Panel 00,Signature,
994,Tezumura #994,462,550.0843325440914,12,Hineiro,Calligraphy,Kensa,Happy Grey,Warrior Paint Green,Electra,Smily,Oldy,Shikaku Navy,Washi paper,Sign Panel 12,Signature,
749,Tezumura #749,463,549.3954161589489,12,Hyakugun,Calligraphy,Ruminate,Happy Beige,No Moyo,Shogun 02,Gzzz...,Roundy,Sensu Mikan,Washi paper,Sign Panel 15,Signature,
259,Tezumura #259,464,549.1781345198137,12,Hanga 03,Calligraphy,Kensa,Marui Blue,Kiss 01,Horse Jocky,Wow Ha Ha,Buta,Sensu Beige,Washi paper,Sign Panel 03,Signature,
501,Tezumura #501,465,549.1731751201168,12,Asagao 03,Calligraphy,Ronin Eyes,Marui Blue,No Moyo,Greeny Demon,WEW,Groovy,Star Knife Green,Washi paper,Sign Panel 04,Signature,
303,Tezumura #303,466,549.1553093591332,12,Hineiro,Calligraphy,Dotto,Long Chin Red,Joker,Geishasan,Draqular,Manga,No Byoubu,Washi paper,Sign Panel 03,Signature,
515,Tezumura #515,467,549.0334002017804,12,Wave Pattern 01,Calligraphy,Stunned,Sharp White,Kabuki Green,General of Maeda,melon,Bootsu,No Byoubu,Washi paper,Sign Panel 06,Signature,
168,Tezumura #168,468,548.9299478646439,12,Rose Madder,Calligraphy,Boring,Oval Grey,Omuri Kaki 01,Ronin 01,Dali Punk Yellow,Coma,No Byoubu,Washi paper,Sign Panel 07,Signature,
30,Tezumura #30,469,548.5255937289319,12,Yamabuki,Calligraphy,Ronin Eyes,Rich Red,Kawaii,Samurai 03,Dorobou,Oldy,Tate Byubu Violet,Washi paper,Sign Panel 06,Signature,
70,Tezumura #70,470,548.1568264143707,12,Kumo Dento 04,Calligraphy,Demon Eyes,Keen Beige,Omuri Kaki 03,Samurai 01,Pizza,Asura,No Byoubu,Washi paper,Sign Panel 10,Signature,
485,Tezumura #485,471,547.4547224201086,12,Asagao 03,Calligraphy,Grim,Sharp  Red,Warrior Paint Green,Icecream Man,Napkin,Sharpy,Star Knife Beige,Washi paper,Sign Panel 09,Signature,
3,Tezumura #3,472,546.6851174137897,12,KumoDot 02,Calligraphy,Kensa 02,Oval Beige,Mononoke,Nobility,Gummy Balloon,Sharpy,Byobu Murasaki,Washi paper,Sign Panel 01,Signature,
779,Tezumura #779,473,546.4576274974753,12,Carmine,Calligraphy,Warrior Time!,Long Chin White,Omuri Kaki 04,Worker,EHiiii,Fuji,Star Knife Bue,Washi paper,Sign Panel 14,Signature,
113,Tezumura #113,474,546.4371682947126,12,Hanga 01,Calligraphy,Kabuki Eyes02,Happy White,Mononoke,Banzai Man,Bread time!,Keen,No Byoubu,Washi paper,Sign Panel 09,Signature,
556,Tezumura #556,475,546.3715112360445,12,Torinokoiro,Calligraphy,Rikka,Marui Yellow,Majime 05,Maiko 01,Thousand Tez 03,Roundy,Shikaku Indigo,Washi paper,Sign Panel 08,Signature,
286,Tezumura #286,476,546.2792163051816,12,Kumori 03,Calligraphy,Hanaman,Keen White,Heitai Yellow,Oni Raijin,Biting Yen,Fuji,No Byoubu,Washi paper,Sign Panel 00,Signature,
822,Tezumura #822,477,546.2320487941307,12,Kumori 01,Calligraphy,Hanaman,Keen White,No Moyo,Red Pilot,Foxy Smile,Fuji,Sensu Murasaki,Washi paper,Sign Panel 01,Signature,
471,Tezumura #471,478,546.0465434896348,12,Pyramid 01,Calligraphy,Kensa,Sharp grey,Warrior Paint Blue,Heaven King,Pizza,Yama,No Byoubu,Washi paper,Sign Panel 10,Signature,
242,Tezumura #242,479,545.2971926753482,12,Asagao 04,Calligraphy,Kabuki eyes,Oval white,Warrior Paint Yellow,Opera Actor,Thousand Tez 01,Fuji,Byubu Midori,Washi paper,Sign Panel 08,Signature,
43,Tezumura #43,480,544.8128555572684,12,Kirameki 01,Calligraphy,Grim,Oval white,Omuri Kaki 01,Emperor,Saiya Mouth,Fuji,No Byoubu,Washi paper,Sign Panel 06,Signature,
527,Tezumura #527,481,544.1245319403106,12,Asagao 02,Calligraphy,Disney Eyes,Keen White,Kabuki 01,Fisherman,Tezos Binky 02,Fuji,No Byoubu,Washi paper,Sign Panel 00,Signature,
569,Tezumura #569,482,543.8836219416396,12,Botan,Calligraphy,Grim,Happy Grey,Omuri Kaki 01,Ronin 03,WEW,Buta,Byubu Red,Washi paper,Sign Panel 07,Signature,
927,Tezumura #927,483,543.784172404319,12,Carmine,Calligraphy,Monsta!!,Keen Beige,No Moyo,Rich Man,WhaAaaA,Fuji,Tate Byubu Navy,Washi paper,Sign Panel 11,Signature,
457,Tezumura #457,484,543.7510811216239,12,Gunroku,Calligraphy,Ronin Eyes,Long Chin Red,Mononoke,Toraman,Wow,Keen,Star Knife Beige,Washi paper,Sign Panel 14,Signature,
762,Tezumura #762,485,543.0909983925504,12,Hanga 03,Calligraphy,Fighto!,Long Chin Biege,Kiss Star,High Maiko,EHiiii,Yama,Sensu Murasaki,Washi paper,Sign Panel 05,Signature,
728,Tezumura #728,486,542.8531071530617,12,Coin Pattern 01,Calligraphy,What's up,Long Chin White,No Moyo,Bushi Senior,Tezos Ice 01,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
953,Tezumura #953,487,542.5445135600572,12,Coin Pattern 05,Calligraphy,Katamari,Long Chin Red,Majime 01,Uchina Dancer,Dali Punk Black,Wavy,No Byoubu,Washi paper,Sign Panel 00,Signature,
596,Tezumura #596,488,542.5029762814677,12,Coin Pattern 04,Calligraphy,Kensa,Happy White,Otafuku 04,Electoman,Antiuque Pipe,Groovy,Tate Byubu Violet,Washi paper,Sign Panel 01,Signature,
69,Tezumura #69,489,542.1938242968621,12,Rose Madder,Calligraphy,Yatta,Long Chin Biege,Otafuku 04,Junior Demon,Kiseru Pipe,Buta,Shikaku Red,Washi paper,Sign Panel 07,Signature,
759,Tezumura #759,490,542.1056582662965,12,German 02,Calligraphy,Disney Eyes,Long Chin Blue,Otafuku 02,Viking,Foxy Smile,Shimpuru,No Byoubu,Washi paper,Sign Panel 02,Signature,
562,Tezumura #562,491,540.6175434242867,12,German 02,Calligraphy,Snake Eyes,Long Chin Biege,No Moyo,Senior Demon,Tez Coin 02,Skull,No Byoubu,Washi paper,Sign Panel 14,Signature,
45,Tezumura #45,492,539.3784474755408,12,Kusama 03,Calligraphy,Kabuki Eyes02,Rich Beige,Aka Shu,Horse Jocky,Napkin,Fuji,Byubu Lime,Washi paper,Sign Panel 01,Signature,
750,Tezumura #750,493,539.3495292340385,12,Rokusho,Calligraphy,Assassin,Marui Blue,David Thunder,Dorobo Girl,Bastard,Bandage,No Byoubu,Washi paper,Sign Panel 00,Signature,
94,Tezumura #94,494,538.9676759171444,12,Hanga 02,Calligraphy,Kensa,Long Chin Biege,Majime 03,Evil Kabuki,Pink Donut,Sharpy,No Byoubu,Washi paper,Sign Panel 03,Signature,
424,Tezumura #424,495,538.856384742952,12,Coin Pattern 04,Calligraphy,Kubota,Long Chin Blue,Mononoke,Lady of Fun,Cocktail,Bat,Sensu Murasaki,Washi paper,Sign Panel 06,Signature,
384,Tezumura #384,496,537.9889045107657,12,Fujiiro,Calligraphy,Foxxy Lady,Marui Beige,Yamato 03,Greeny Demon,Tezos Ice 01,Whictchy,Tate Byubu  Green,Washi paper,Sign Panel 01,Signature,
854,Tezumura #854,497,537.8229173078036,12,Coin Pattern 03,Calligraphy,Cute eyes,Sharp grey,No Moyo,Samurai 02,Burger Time!,Marui,No Byoubu,Washi paper,Sign Panel 05,Signature,
333,Tezumura #333,498,537.058550614188,12,Asagao 04,Calligraphy,Rikka,Oval Beige,Otafuku 03,Ronin 3,EHiiii,Asura,Byobu Chairo,Washi paper,Sign Panel 06,Signature,
664,Tezumura #664,499,536.7702011680726,12,Torinokoiro,Calligraphy,Charming,Happy Beige,No Moyo,Kabuki God,Tezos Ice 01,Indoman,Star Knife Bue,Washi paper,Sign Panel 02,Signature,
534,Tezumura #534,500,536.3457096585274,12,Cerulean Blue,Calligraphy,Warrior Time!,Oval Beige,Shogun 01,Geishasan,Candy,Fuji,Sensu Blue,Washi paper,Sign Panel 11,Signature,
862,Tezumura #862,501,535.5247873262902,12,Kumori 01,Calligraphy,Konran,Marui Grey,Manabi 02,Painter 01,Tez Coin 02,Oldy,Star Knife Bue,Washi paper,Sign Panel 10,Signature,
167,Tezumura #167,502,534.8263169654838,12,Rose Madder,Calligraphy,Naha Machi,Rich Purple,Moyo 04,Kami,Biting Yen,Joker,Byobu Murasaki,Washi paper,Sign Panel 02,Signature,
754,Tezumura #754,503,534.288704555675,12,Cerulean Blue,Calligraphy,Ruminate,Sharp  Red,No Moyo,The prince,Foxy Smile,Roboto,Shikaku Red,Washi paper,Sign Panel 11,Signature,
736,Tezumura #736,504,533.4854213096726,12,Kumori 01,Calligraphy,Kensa,Long Chin White,Aka Shu,Kabuki Aka,Dali Punk Black,Whictchy,No Byoubu,Washi paper,Sign Panel 11,Signature,
536,Tezumura #536,505,533.4716763038659,12,Disco 01,Calligraphy,Marubero,Long Chin White,Mononoke,The Ainu,Hmm...,Drop,No Byoubu,Washi paper,Sign Panel 02,Signature,
906,Tezumura #906,506,533.4446675712347,12,Golden,Calligraphy,Ruminate,Happy Red,Manabi 04,Junior Demon,Yellow Texas Mustache,Groovy,Shikaku Indigo,Washi paper,Sign Panel 07,Signature,
944,Tezumura #944,507,533.3262249841089,12,Pyramid 01,Calligraphy,Ruminate,Sharp grey,Warrior Paint Indigo,Maiko 03,Burger Time!,Asura,No Byoubu,Washi paper,Sign Panel 01,Signature,
24,Tezumura #24,508,533.1106130203738,12,Gunroku,Calligraphy,Kensa,Rich White,Ao Shu,Tezos Army Red,Wow Ha Ha,Fuji,Star Knife Indigo,Washi paper,Sign Panel 14,Signature,
771,Tezumura #771,509,532.8341688050615,12,KumoDot 02,Calligraphy,Kensa,Keen  Red,Omuri Kaki 02,Kirin Ao,Kissy,Groovy,No Byoubu,Washi paper,Sign Panel 07,Signature,
182,Tezumura #182,510,532.4297000422908,12,Kirameki 02,Calligraphy,Kensa 02,Long Chin Blue,Otafuku 03, Dorobo Man,Bastard,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
612,Tezumura #612,511,532.3325541092491,12,Torinokoiro,Calligraphy,Kabuki eyes,Happy Beige,No Moyo,The man,Red Lollipop,Whictchy,Shikaku Murasaki,Washi paper,Sign Panel 02,Signature,
371,Tezumura #371,512,531.98319256711,12,Rokusho,Calligraphy,Foxxy Lady,Marui Grey,Kabuki Green,Ninja 02,Laughing,Joker,Byubu Yellow,Washi paper,Sign Panel 07,Signature,
980,Tezumura #980,513,530.8152089188662,12,Taisha,Calligraphy,Cute eyes,Rich Purple,Heitai Yellow,Nomad boy,WEW,Fuji,Tate Byubu Violet,Washi paper,Sign Panel 02,Signature,
630,Tezumura #630,514,530.7720559776405,12,Kousaten 01,Calligraphy,Dotto,Rich White,Moyo 01,Banzai Man,Red Lollipop,Oldy,No Byoubu,Washi paper,Sign Panel 06,Signature,
440,Tezumura #440,515,530.5860835147917,12,Taisha,Calligraphy,Kensa,Rich Beige,Moyo 03,Knowledge God,HUH !!!,Marui,Star Knife Green,Washi paper,Sign Panel 07,Signature,
605,Tezumura #605,516,530.5768107222013,12,Marume 01,Calligraphy,Miure,Happy Grey,Creep man,Painter 01,Warrior 03,Whictchy,Byubu Indigo,Washi paper,Sign Panel 03,Signature,
210,Tezumura #210,517,530.4579036832229,12,Rose Madder,Calligraphy,Ruminate,Long Chin Biege,No Moyo,Opera Actor 02,Boring,Groovy,No Byoubu,Washi paper,Sign Panel 10,Signature,
88,Tezumura #88,518,529.6479703998364,12,Polkadot 01,Calligraphy,Kensa,Sharp  Beige,Manabi 01,High Maiko,Ehhh!,Mahou,Byubu Yellow,Washi paper,Sign Panel 14,Signature,
662,Tezumura #662,519,529.448810549,12,Taisha,Calligraphy,Hero,Keen  Grey,Moyo 02,Rich Man,Dagger,Fuji,Tate Byubu Violet,Washi paper,Sign Panel 04,Signature,
99,Tezumura #99,520,529.1918135189518,12,Golden,Calligraphy,Dotto,Oval Grey,Yamato 03,Daimyo,Wow,Marui,Shikaku Rose,Washi paper,Sign Panel 15,Signature,
417,Tezumura #417,521,528.082793224053,12,Kumori 04,Calligraphy,Disney Eyes,Rich Red,Omuri Kaki 04,Tokugawa,Hmm...,Fuji,No Byoubu,Washi paper,Sign Panel 09,Signature,
997,Tezumura #997,522,527.9744770720786,12,Hineiro,Calligraphy,Demon Eyes,Oval Red,David Thunder,Rock Munk,HaHaHa,Groovy,Star Knife Green,Washi paper,Sign Panel 00,Signature,
287,Tezumura #287,523,527.7576325673361,12,Sagittal 04,Calligraphy,Kabuki Eyes02,Rich Beige,Midori Shu,The prince,Pizza,Oldy,No Byoubu,Washi paper,Sign Panel 04,Signature,
845,Tezumura #845,524,527.2818879369554,12,Rose Madder,Calligraphy,Kurushi,Marui White,Omuri Kaki 01,Golden Afro Goldfish,Candy,Marui,No Byoubu,Washi paper,Sign Panel 14,Signature,
638,Tezumura #638,525,527.0946124826239,12,Asagao 03,Calligraphy,Konran,Marui Yellow,Kabuki Red,Ninja,HaHaHa,Keen,Shikaku Yellow,Washi paper,Sign Panel 13,Signature,
256,Tezumura #256,526,526.56408379391,12,Marume 01,Calligraphy,Grim,Marui Beige,Mononoke,Kami Aka,EHiiii,Fuji,Tate Byubu  Green,Washi paper,Sign Panel 15,Signature,
609,Tezumura #609,527,526.4846484083802,12,Kusama 01,Calligraphy,Grim,Marui Beige,Omuri Kaki 02,Banzai Man,WhaAaaA,Manga,No Byoubu,Washi paper,Sign Panel 07,Signature,
456,Tezumura #456,528,525.7121549276653,12,Kumori 03,Calligraphy,Konran,Marui Brown,Kabuki Green,Ronin 02,Gummy Balloon,Indoman,No Byoubu,Washi paper,Sign Panel 05,Signature,
878,Tezumura #878,529,525.1722357030895,12,Hyakugun,Calligraphy,Marubero,Happy White,Kabuki Yellow,Grand General,Saiya Mouth,Coma,No Byoubu,Washi paper,Sign Panel 11,Signature,
637,Tezumura #637,530,523.5512131868934,12,Pyramid 04,Calligraphy,Konran,Keen White,Majime 01, Dorobo Man,Dagger,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
989,Tezumura #989,531,523.5102845349162,12,Golden,Calligraphy,Charming,Marui Brown,Joker,Electoman,Laughing,Indoman,Shikaku Lime,Washi paper,Sign Panel 11,Signature,
793,Tezumura #793,532,523.420812789193,12,Disco 01,Calligraphy,Kabuki eyes,Marui White,Omuri Kaki 04,Nomad,Boring,Manga,No Byoubu,Washi paper,Sign Panel 06,Signature,
324,Tezumura #324,533,523.324491847107,12,Fujiiro,Calligraphy,Majime,Sharp Blue,Spades,Junior Demon,Dali Punk Black,Marui,Tate Byubu  Red,Washi paper,Sign Panel 13,Signature,
875,Tezumura #875,534,522.9592968069867,12,Hanga 03,Calligraphy,Fighto!,Marui Beige,Omuri Kaki 02,Bushi Senior,Wow,Oldy,No Byoubu,Washi paper,Sign Panel 05,Signature,
