ID,Name,Rank,Rarity_Score,Attributes,Bonding level,Breed,Breeding count,Eyes color,Friendliness,Fur color,Gender,Generation,Group,Intelligence,Obedience,Primary personality,Rarity tier,Secondary personality,Size,Status,Strength,Vitality
3548,Sadaharu,4751,331.51772872275654,18,1,Shiba Inu,0,Green #4,3,Red #7,Male,Alpha,Non-Sporting,9,3,Funny,Silver,Dramaqueen,Large male,Puppy,7,6
1338,Dogami #1338,4752,331.4929980411702,18,1,Pomeranian Spitz,0,Orange #5,5,Cream #5,Male,Alpha,Toy,3,4,Jolly,Bronze,Emotional,Large male,Puppy,3,3
3874,Dogami #3874,4753,331.4908687554221,18,1,Husky,0,Blue & brown #1,3,Black & white #6,Female,Alpha,Working,8,3,Lazy,Bronze,Protector,Small female,Puppy,6,6
5871,Kefka,4754,331.47250188598105,18,1,Border Collie,0,Blue & brown #2,3,Black & white #4,Male,Alpha,Herding,9,5,Charming,Bronze,Independent,Small male,Puppy,3,6
1907,Dogami #1907,4755,331.42619962000003,18,1,German Shepherd,0,Green #2,3,Black & tan #6,Female,Alpha,Herding,8,10,Stubborn,Bronze,Curious,Large female,Puppy,4,7
1700,Dogami #1700,4756,331.35231465041886,18,1,Shiba Inu,0,Black #1,3,Red #4,Female,Alpha,Non-Sporting,5,3,Playful,Bronze,Gentle,Large female,Puppy,9,12
2308,Dogami #2308,4757,331.3279225267226,18,1,Pomeranian Spitz,0,Brown #1,10,Red #2,Male,Alpha,Toy,4,9,Brave,Diamond,Lazy,Small male,Puppy,4,4
4986,Dogami #4986,4758,331.31497507003,18,1,Shiba Inu,0,Orange #3,3,Red #7,Female,Alpha,Non-Sporting,10,3,Cool,Bronze,Talkative,Medium female,Puppy,6,11
1260,Dogami #1260,4759,331.24773498260737,18,1,Shiba Inu,0,Brown #4,3,Red #1,Female,Alpha,Non-Sporting,6,3,Charming,Silver,Brave,Large female,Puppy,10,12
365,Dogami #365,4760,331.22759358259515,18,1,Border Collie,0,Brown #4,4,Chocolate & white #9,Female,Alpha,Herding,5,9,Stubborn,Bronze,Playful,Large female,Puppy,5,4
3559,Dogami #3559,4761,331.17800863911907,18,1,Shiba Inu,0,Brown #3,3,Black & tan #1,Female,Alpha,Non-Sporting,7,3,Cool,Bronze,Needy,Large female,Puppy,7,8
2151,Dogami #2151,4762,331.0920878761021,18,1,Toy Poodle,0,Brown #4,3,White #5,Male,Alpha,Non-Sporting,6,4,Curious,Silver,Naive,Small male,Puppy,8,8
7055,Dogami #7055,4763,331.08446261013876,18,1,German Shepherd,0,Black #3,3,Black & tan #5,Female,Alpha,Herding,7,9,Adventurer,Bronze,Playful,Large female,Puppy,3,6
5695,Dogami #5695,4764,331.06425345720277,18,1,Shiba Inu,0,Brown #1,3,Black & tan #2,Female,Alpha,Non-Sporting,8,3,Devoted,Bronze,Emotional,Large female,Puppy,8,6
5085,Dogami #5085,4765,331.0609888273585,18,1,Husky,0,Green #4,3,Chocolate & white #5,Female,Alpha,Working,6,3,Stubborn,Silver,Curious,Medium female,Puppy,6,9
7895,Dogami #7895,4766,330.9516814612899,18,1,Pomeranian Spitz,0,Green #2,9,Red #8,Female,Alpha,Toy,3,9,Loyal,Bronze,Shy,Medium female,Puppy,3,7
2372,Dogami #2372,4767,330.91767952700053,18,1,German Shepherd,0,Green #5,3,Black & tan #5,Female,Alpha,Herding,4,6,Jolly,Bronze,Playful,Small female,Puppy,4,4
7543,Dogami #7543,4768,330.86929098113956,18,1,Labrador,0,Orange #3,7,Black #10,Male,Alpha,Sporting,5,10,Zen,Silver,Stubborn,Medium male,Puppy,5,5
1324,Dogami #1324,4769,330.8143727700881,18,1,Labrador,0,Black #3,7,Black #4,Female,Alpha,Sporting,5,5,Zen,Silver,Adventurer,Medium female,Puppy,3,3
4323,Dogami #4323,4770,330.80458574796717,18,1,Husky,0,Green #2,3,Black & white #1,Female,Alpha,Working,9,3,Stubborn,Bronze,Shy,Small female,Puppy,5,13
3435,Dogami #3435,4771,330.7396498526493,18,1,Shiba Inu,0,Black #5,3,Red #11,Female,Alpha,Non-Sporting,12,3,Stubborn,Bronze,Naive,Large female,Puppy,9,9
7744,Sam,4772,330.731895772921,18,1,Golden Retriever,0,Black #5,11,Cream #2,Male,Alpha,Sporting,3,9,Lazy,Silver,Naive,Medium male,Puppy,3,4
1828,Dogami #1828,4773,330.6792781873068,18,1,Golden Retriever,0,Brown #2,11,Cream #9,Female,Alpha,Sporting,3,6,Funny,Bronze,Naive,Medium female,Puppy,4,5
1476,Dogami #1476,4774,330.66230271060857,18,1,Golden Retriever,0,Orange #3,9,Sand #3,Female,Alpha,Sporting,5,9,Charming,Silver,Needy,Medium female,Puppy,5,3
3535,Dogami #3535,4775,330.64908731705407,18,1,Pomeranian Spitz,0,Black #4,10,Cream #10,Male,Alpha,Toy,6,3,Playful,Bronze,Charming,Small male,Puppy,3,7
3491,Dogami #3491,4776,330.5620747433533,18,1,Shiba Inu,0,Orange #2,3,Red #9,Female,Alpha,Non-Sporting,8,3,Cool,Silver,Protector,Medium female,Puppy,5,8
7588,Dogami #7588,4777,330.46580638616916,18,1,Golden Retriever,0,Black #4,8,Sand #1,Female,Alpha,Sporting,3,9,Stubborn,Bronze,Dramaqueen,Small female,Puppy,4,3
3110,Dogami #3110,4778,330.43042228381853,18,1,Pomeranian Spitz,0,Green #4,12,Cream #5,Female,Alpha,Toy,3,9,Charming,Silver,Shy,Large female,Puppy,3,8
1058,Dogami #1058,4779,330.4291952125782,18,1,Pomeranian Spitz,0,Orange #5,6,Cream #1,Male,Alpha,Toy,3,7,Gentle,Bronze,Talkative,Medium male,Puppy,4,8
5464,Paris,4780,330.41450192994523,18,1,Pomeranian Spitz,0,Brown #2,8,Red #10,Male,Alpha,Toy,7,7,Charming,Gold,Dramaqueen,Large male,Puppy,6,4
1327,Dogami #1327,4781,330.4134713699441,18,1,Labrador,0,Black #1,9,Black #12,Male,Alpha,Sporting,8,6,Precious,Bronze,Independent,Large male,Puppy,5,5
5995,Dogami #5995,4782,330.36711206522926,18,1,Shiba Inu,0,Brown #5,3,Red #1,Male,Alpha,Non-Sporting,12,3,Stubborn,Gold,Devoted,Small male,Puppy,4,12
4733,Dogami #4733,4783,330.36573074540235,18,1,German Shepherd,0,Green #2,3,Black & tan #12,Female,Alpha,Herding,10,6,Foodie,Bronze,Serious,Large female,Puppy,3,5
5686,Dogami #5686,4784,330.3611895243196,18,1,Labrador,0,Orange #4,10,Black #6,Male,Alpha,Sporting,5,11,Loyal,Silver,Brave,Medium male,Puppy,3,3
4,Dogami #4,4785,330.34211198179474,18,1,Labrador,0,Brown #5,8,Black #11,Male,Alpha,Sporting,4,5,Needy,Diamond,Charming,Small male,Puppy,6,3
1496,Dogami #1496,4786,330.3245850436849,18,1,Pomeranian Spitz,0,Black #2,6,Cream #8,Female,Alpha,Toy,5,7,Playful,Diamond,Shy,Small female,Puppy,3,7
5678,Dogami #5678,4787,330.2507668176663,18,1,Golden Retriever,0,Brown #2,7,Cream #10,Female,Alpha,Sporting,6,5,Gentle,Silver,Curious,Large female,Puppy,5,7
1048,NATACHA,4788,330.2337305249695,18,1,Pomeranian Spitz,0,Orange #2,11,Red #8,Female,Alpha,Toy,5,5,Lazy,Silver,Curious,Medium female,Puppy,5,9
387,Dogami #387,4789,330.19746765477447,18,1,French Bulldog,0,Black #3,11,Black & white #4,Female,Alpha,Non-Sporting,3,4,Jolly,Bronze,Dreamer,Small female,Puppy,4,5
662,Dogami #662,4790,330.1972946874735,18,1,Border Collie,0,Green #3,3,Black & white #12,Female,Alpha,Herding,5,5,Curious,Bronze,Loyal,Small female,Puppy,6,12
1206,Dogami #1206,4791,330.09668057992326,18,1,Husky,0,Green #2,4,Black & white #3,Female,Alpha,Working,4,4,Adventurer,Silver,Protector,Small female,Puppy,4,11
100,Dogami #100,4792,329.9830170293718,18,1,German Shepherd,0,Brown #4,3,Black & tan #7,Female,Alpha,Herding,6,8,Precious,Silver,Stubborn,Medium female,Puppy,5,3
6106,Dogami #6106,4793,329.9737307166763,18,1,Shiba Inu,0,Black #4,3,Red #2,Female,Alpha,Non-Sporting,13,3,Serious,Silver,Cool,Small female,Puppy,4,8
4801,Dogami #4801,4794,329.96359116862277,18,1,Golden Retriever,0,Orange #5,4,Sand #9,Female,Alpha,Sporting,4,5,Playful,Silver,Naive,Small female,Puppy,3,4
6733,Dogami #6733,4795,329.86834136139856,18,1,German Shepherd,0,Brown #5,3,Black & tan #3,Female,Alpha,Herding,11,7,Needy,Diamond,Gentle,Medium female,Puppy,4,4
5409,Dogami #5409,4796,329.860839473532,18,1,German Shepherd,0,Brown #3,3,Black & tan #4,Male,Alpha,Herding,10,5,Devoted,Diamond,Stubborn,Small male,Puppy,4,7
6369,Dogami #6369,4797,329.82250723735416,18,1,Pomeranian Spitz,0,Orange #2,6,Cream #7,Male,Alpha,Toy,6,4,Funny,Bronze,Needy,Small male,Puppy,4,5
3984,Dogami #3984,4798,329.796935862662,18,1,French Bulldog,0,Brown #2,10,Cream #7,Male,Alpha,Non-Sporting,3,5,Serious,Silver,Lazy,Medium male,Puppy,3,9
4054,Dogami #4054,4799,329.74379395832386,18,1,Golden Retriever,0,Brown #2,12,Sand #12,Female,Alpha,Sporting,3,5,Foodie,Bronze,Serious,Small female,Puppy,3,5
3720,Dogami #3720,4800,329.70792982224776,18,1,French Bulldog,0,Orange #5,13,Black & white #4,Female,Alpha,Non-Sporting,3,10,Needy,Bronze,Naive,Medium female,Puppy,3,6
144,Dogami #144,4801,329.67659112468215,18,1,Golden Retriever,0,Brown #4,11,Sand #4,Male,Alpha,Sporting,3,5,Gentle,Gold,Talkative,Medium male,Puppy,5,4
2429,Dogami #2429,4802,329.6156066083249,18,1,Pomeranian Spitz,0,Brown #2,6,Cream #3,Female,Alpha,Toy,3,4,Protector,Silver,Playful,Small female,Puppy,3,6
2187,Dogami #2187,4803,329.60972027992506,18,1,Pomeranian Spitz,0,Black #1,8,Cream #2,Male,Alpha,Toy,5,3,Lazy,Silver,Shy,Medium male,Puppy,4,3
2950,Dogami #2950,4804,329.59218892558397,18,1,Shiba Inu,0,Black #2,3,Black & tan #1,Female,Alpha,Non-Sporting,6,3,Gentle,Bronze,Charming,Large female,Puppy,5,9
4553,Dogami #4553,4805,329.58458635493355,18,1,Pomeranian Spitz,0,Orange #2,12,Red #1,Female,Alpha,Toy,4,5,Shy,Bronze,Lazy,Large female,Puppy,3,9
3783,Dogami #3783,4806,329.5738264468647,18,1,Pomeranian Spitz,0,Black #3,7,Cream #3,Female,Alpha,Toy,4,8,Devoted,Gold,Curious,Small female,Puppy,4,5
4515,Pineapple,4807,329.56600182091495,18,1,Husky,0,Brown #4,3,Black & white #9,Female,Alpha,Working,3,3,Precious,Gold,Excentric,Large female,Puppy,5,8
2767,Dogami #2767,4808,329.5302479762064,18,1,Golden Retriever,0,Brown #4,8,Sand #1,Female,Alpha,Sporting,5,4,Curious,Silver,Independent,Small female,Puppy,6,6
3682,Dogami #3682,4809,329.5028673506479,18,1,Shiba Inu,0,Brown #5,3,Red #4,Female,Alpha,Non-Sporting,12,3,Curious,Bronze,Foodie,Small female,Puppy,7,10
3765,Dogami #3765,4810,329.5011806698642,18,1,Pomeranian Spitz,0,Black #2,9,Cream #2,Male,Alpha,Toy,4,5,Playful,Silver,Naive,Medium male,Puppy,5,5
7842,Dogami #7842,4811,329.4066129866283,18,1,Labrador,0,Orange #1,7,Sand #1,Male,Alpha,Sporting,4,5,Cool,Bronze,Naive,Medium male,Puppy,5,3
7977,Dogami #7977,4812,329.3777429500128,18,1,Shiba Inu,0,Brown #2,3,Red #1,Female,Alpha,Non-Sporting,11,3,Precious,Bronze,Lazy,Small female,Puppy,6,10
4671,Dogami #4671,4813,329.33089157184116,18,1,Toy Poodle,0,Brown #3,3,Black #5,Female,Alpha,Non-Sporting,5,8,Precious,Gold,Emotional,Small female,Puppy,7,8
6160,Dogami #6160,4814,329.30630518731033,18,1,Golden Retriever,0,Brown #4,6,Sand #6,Female,Alpha,Sporting,4,6,Devoted,Gold,Needy,Small female,Puppy,6,3
5987,Dogami #5987,4815,329.26147975325017,18,1,Golden Retriever,0,Black #5,7,Sand #2,Female,Alpha,Sporting,6,6,Gentle,Silver,Emotional,Small female,Puppy,4,3
6082,Dogami #6082,4816,329.2385062020659,18,1,Pomeranian Spitz,0,Brown #3,11,Cream #10,Female,Alpha,Toy,3,8,Shy,Bronze,Stubborn,Medium female,Puppy,3,5
3898,Dogami #3898,4817,329.19648651964974,18,1,Husky,0,Blue & brown #3,3,Black & white #12,Female,Alpha,Working,8,4,Shy,Bronze,Foodie,Large female,Puppy,10,10
3889,Dogami #3889,4818,329.1451320522196,18,1,Golden Retriever,0,Black #3,7,Sand #6,Female,Alpha,Sporting,7,6,Needy,Silver,Foodie,Large female,Puppy,4,3
6857,Dogami #6857,4819,329.12625467225746,18,1,German Shepherd,0,Green #5,4,Black & tan #3,Female,Alpha,Herding,10,5,Talkative,Silver,Cool,Large female,Puppy,5,4
1055,Dogami #1055,4820,329.0621783175868,18,1,Golden Retriever,0,Black #5,11,Sand #5,Female,Alpha,Sporting,5,6,Shy,Silver,Protector,Large female,Puppy,5,5
5692,Dogami #5692,4821,329.05307809454865,18,1,Golden Retriever,0,Orange #4,4,Cream #2,Female,Alpha,Sporting,3,6,Lazy,Silver,Devoted,Small female,Puppy,3,3
5233,Dogami #5233,4822,329.0440991811749,18,1,Shiba Inu,0,Brown #5,3,Black & tan #7,Female,Alpha,Non-Sporting,5,3,Playful,Bronze,Zen,Small female,Puppy,9,6
4001,Dogami #4001,4823,329.0314006449723,18,1,Shiba Inu,0,Black #3,3,Red #1,Male,Alpha,Non-Sporting,9,3,Stubborn,Silver,Zen,Small male,Puppy,6,11
1112,Dogami #1112,4824,328.95733762767475,18,1,Pomeranian Spitz,0,Black #4,12,Red #1,Male,Alpha,Toy,3,7,Protector,Bronze,Jolly,Medium male,Puppy,3,7
4310,Dogami #4310,4825,328.95277341406455,18,1,Golden Retriever,0,Black #5,5,Sand #1,Male,Alpha,Sporting,5,5,Protector,Bronze,Needy,Large male,Puppy,6,3
543,Dogami #543,4826,328.8918555122807,18,1,Golden Retriever,0,Brown #3,10,Sand #1,Male,Alpha,Sporting,6,7,Brave,Bronze,Funny,Small male,Puppy,4,3
1488,Dogami #1488,4827,328.8493437537537,18,1,German Shepherd,0,Green #4,4,Black & tan #10,Male,Alpha,Herding,9,10,Playful,Bronze,Naive,Medium male,Puppy,3,7
4877,Dogami #4877,4828,328.81825580648524,18,1,Labrador,0,Black #1,6,Sand #7,Female,Alpha,Sporting,7,10,Charming,Silver,Needy,Medium female,Puppy,3,4
7116,Dogami #7116,4829,328.78027858908274,18,1,German Shepherd,0,Brown #5,5,Black & tan #10,Male,Alpha,Herding,12,5,Funny,Silver,Stubborn,Small male,Puppy,4,7
5972,Dogami #5972,4830,328.7254281331645,18,1,Golden Retriever,0,Black #2,4,Cream #1,Male,Alpha,Sporting,3,8,Emotional,Silver,Cool,Medium male,Puppy,4,3
4632,Dogami #4632,4831,328.60749530978876,18,1,Pomeranian Spitz,0,Brown #5,10,Cream #2,Male,Alpha,Toy,6,3,Cool,Gold,Talkative,Large male,Puppy,3,7
5892,Dogami #5892,4832,328.5062227725259,18,1,Labrador,0,Orange #2,5,Black #3,Female,Alpha,Sporting,4,5,Talkative,Bronze,Adventurer,Small female,Puppy,5,5
3511,Dogami #3511,4833,328.37507298559785,18,1,Pomeranian Spitz,0,Brown #4,11,Cream #8,Male,Alpha,Toy,5,5,Dramaqueen,Bronze,Shy,Large male,Puppy,5,6
6346,Dogami #6346,4834,328.2912472406107,18,1,Pomeranian Spitz,0,Brown #2,4,Cream #7,Female,Alpha,Toy,5,6,Zen,Silver,Lazy,Medium female,Puppy,4,7
199,Dogami #199,4835,328.2787324667978,18,1,Golden Retriever,0,Black #4,9,Cream #10,Female,Alpha,Sporting,5,4,Curious,Bronze,Foodie,Small female,Puppy,5,6
6656,Dogami #6656,4836,328.253077806807,18,1,Labrador,0,Orange #1,7,Black #1,Female,Alpha,Sporting,5,4,Precious,Bronze,Dramaqueen,Small female,Puppy,4,5
1366,Dogami #1366,4837,328.2201503574127,18,1,Golden Retriever,0,Green #5,4,Sand #8,Male,Alpha,Sporting,5,9,Cool,Silver,Playful,Large male,Puppy,6,6
2945,Dogami #2945,4838,328.1275037782586,18,1,Golden Retriever,0,Brown #4,12,Cream #1,Male,Alpha,Sporting,5,5,Lazy,Bronze,Cool,Medium male,Puppy,3,3
6651,Dogami #6651,4839,328.12195106717314,18,1,Labrador,0,Black #3,5,Sand #3,Male,Alpha,Sporting,5,8,Emotional,Bronze,Cool,Small male,Puppy,5,3
462,Dogami #462,4840,327.98470808233213,18,1,Golden Retriever,0,Black #3,6,Sand #7,Male,Alpha,Sporting,3,10,Curious,Bronze,Devoted,Medium male,Puppy,6,4
5947,Dogami #5947,4841,327.8868709079362,18,1,German Shepherd,0,Brown #5,3,Black & tan #5,Male,Alpha,Herding,5,10,Serious,Silver,Charming,Small male,Puppy,4,6
1839,Dogami #1839,4842,327.87596698204965,18,1,Golden Retriever,0,Brown #4,4,Sand #11,Male,Alpha,Sporting,6,8,Loyal,Gold,Shy,Small male,Puppy,3,6
7986,Dogami #7986,4843,327.79095502776715,18,1,Shiba Inu,0,Green #1,3,Black & tan #9,Male,Alpha,Non-Sporting,5,3,Funny,Silver,Brave,Small male,Puppy,7,9
1920,Dogami #1920,4844,327.78811857373694,18,1,Pomeranian Spitz,0,Black #3,8,Cream #2,Male,Alpha,Toy,5,8,Charming,Bronze,Lazy,Large male,Puppy,3,7
7514,Dogami #7514,4845,327.74783009502846,18,1,Labrador,0,Brown #1,5,Sand #7,Male,Alpha,Sporting,6,8,Loyal,Bronze,Naive,Large male,Puppy,3,5
4779,Dogami #4779,4846,327.7102770885112,18,1,Golden Retriever,0,Black #2,10,Sand #9,Female,Alpha,Sporting,3,6,Needy,Silver,Playful,Small female,Puppy,5,4
1929,Dogami #1929,4847,327.7046267273227,18,1,Golden Retriever,0,Black #2,6,Cream #7,Female,Alpha,Sporting,3,7,Serious,Bronze,Playful,Large female,Puppy,4,5
5603,Dogami #5603,4848,327.6894606345245,18,1,Pomeranian Spitz,0,Black #1,8,Red #8,Male,Alpha,Toy,3,7,Needy,Gold,Adventurer,Medium male,Puppy,3,4
6060,Alpha Caesar ,4849,327.6492362071789,18,1,Shiba Inu,0,Green #1,3,Red #7,Male,Alpha,Non-Sporting,12,3,Cool,Bronze,Stubborn,Medium male,Puppy,6,8
5062,Dogami #5062,4850,327.6330176386574,18,1,Pomeranian Spitz,0,Orange #2,6,Cream #3,Male,Alpha,Toy,3,3,Needy,Bronze,Stubborn,Large male,Puppy,3,4
6317,Dogami #6317,4851,327.61567624433826,18,1,Husky,0,Blue & brown #5,3,Black & white #2,Female,Alpha,Working,7,3,Shy,Bronze,Independent,Large female,Puppy,5,7
894,Dogami #894,4852,327.5889361967505,18,1,Shiba Inu,0,Black #5,3,Black & tan #9,Female,Alpha,Non-Sporting,10,3,Funny,Silver,Loyal,Large female,Puppy,6,5
3688,Dogami #3688,4853,327.58555036739284,18,1,Husky,0,Brown #1,3,Black & white #7,Male,Alpha,Working,9,3,Devoted,Silver,Fashionista,Large male,Puppy,5,9
4042,Dogami #4042,4854,327.5852624417126,18,1,Labrador,0,Brown #1,7,Black #7,Male,Alpha,Sporting,4,6,Cool,Silver,Leader,Small male,Puppy,3,5
4287,Dogami #4287,4855,327.53779926056376,18,1,Golden Retriever,0,Black #2,5,Sand #8,Male,Alpha,Sporting,5,10,Emotional,Bronze,Gentle,Medium male,Puppy,6,3
2609,Dogami #2609,4856,327.4474940707497,18,1,Pomeranian Spitz,0,Black #3,11,Cream #3,Female,Alpha,Toy,4,8,Jolly,Bronze,Foodie,Medium female,Puppy,4,4
1471,Dogami #1471,4857,327.42727159179395,18,1,Border Collie,0,Green #3,3,Black & white #10,Female,Alpha,Herding,8,11,Gentle,Silver,Loyal,Medium female,Puppy,3,8
1906,Dogami #1906,4858,327.4030439151668,18,1,Labrador,0,Black #4,9,Sand #4,Male,Alpha,Sporting,8,9,Curious,Bronze,Stubborn,Medium male,Puppy,5,5
19,Rossi,4859,327.39599749869626,18,1,Golden Retriever,0,Brown #2,5,Sand #11,Male,Alpha,Sporting,4,7,Playful,Silver,Zen,Small male,Puppy,3,7
5571,Dogami #5571,4860,327.391901264926,18,1,Shiba Inu,0,Brown #2,3,Black & tan #6,Male,Alpha,Non-Sporting,11,3,Shy,Bronze,Foodie,Large male,Puppy,7,8
3406,Dogami #3406,4861,327.3573161693312,18,1,Golden Retriever,0,Green #1,10,Sand #5,Male,Alpha,Sporting,4,10,Needy,Gold,Foodie,Large male,Puppy,4,6
3576,Dogami #3576,4862,327.3246376380588,18,1,Labrador,0,Orange #5,9,Black #3,Male,Alpha,Sporting,6,7,Foodie,Bronze,Protector,Small male,Puppy,3,4
4034,Dogami #4034,4863,327.27968141925487,18,1,Labrador,0,Orange #1,7,Black #10,Male,Alpha,Sporting,8,11,Curious,Bronze,Shy,Large male,Puppy,5,4
1779,Dogami #1779,4864,327.14552906734133,18,1,Toy Poodle,0,Black #3,3,Black #5,Male,Alpha,Non-Sporting,7,5,Precious,Bronze,Emotional,Medium male,Puppy,8,4
5836,Dogami #5836,4865,327.11948417936776,18,1,Pomeranian Spitz,0,Orange #1,9,Black #10,Male,Alpha,Toy,3,8,Emotional,Bronze,Devoted,Medium male,Puppy,4,5
5559,Dogami #5559,4866,327.01376862240284,18,1,Pomeranian Spitz,0,Brown #2,10,Cream #2,Female,Alpha,Toy,7,5,Naive,Silver,Funny,Small female,Puppy,4,3
7522,Dogami #7522,4867,327.0106481504144,18,1,Border Collie,0,Blue & brown #2,3,Black & white #8,Female,Alpha,Herding,5,10,Needy,Silver,Dramaqueen,Medium female,Puppy,5,6
2155,Dogami #2155,4868,326.9595010490504,18,1,Pomeranian Spitz,0,Brown #3,12,Red #3,Female,Alpha,Toy,5,4,Cool,Silver,Independent,Medium female,Puppy,4,4
16,Dogami #16,4869,326.93454400214847,18,1,Pomeranian Spitz,0,Brown #3,8,Cream #10,Female,Alpha,Toy,4,5,Foodie,Silver,Devoted,Medium female,Puppy,3,3
2913,Dogami #2913,4870,326.89319512651366,18,1,Border Collie,0,Brown #2,3,Chocolate & white #5,Male,Alpha,Herding,6,8,Devoted,Bronze,Serious,Small male,Puppy,6,7
3253,Dogami #3253,4871,326.8512917978552,18,1,Shiba Inu,0,Brown #3,3,Red #4,Female,Alpha,Non-Sporting,9,3,Devoted,Bronze,Emotional,Large female,Puppy,6,9
1120,Dogami #1120,4872,326.83960760018914,18,1,Labrador,0,Orange #1,9,Sand #12,Female,Alpha,Sporting,8,4,Devoted,Bronze,Needy,Large female,Puppy,4,6
327,Dogami #327,4873,326.8238980057611,18,1,Pomeranian Spitz,0,Black #5,8,Red #4,Male,Alpha,Toy,3,9,Playful,Silver,Serious,Small male,Puppy,5,4
5698,Dogami #5698,4874,326.7969941643972,18,1,Labrador,0,Orange #3,5,Sand #7,Female,Alpha,Sporting,6,5,Needy,Bronze,Cool,Medium female,Puppy,3,4
6430,Dogami #6430,4875,326.79224420376903,18,1,German Shepherd,0,Green #5,4,Black & tan #11,Male,Alpha,Herding,10,9,Funny,Bronze,Stubborn,Large male,Puppy,3,6
4537,Dogami #4537,4876,326.7829990851082,18,1,Golden Retriever,0,Brown #1,12,Sand #2,Male,Alpha,Sporting,3,5,Precious,Bronze,Foodie,Large male,Puppy,3,3
2826,Dogami #2826,4877,326.7671808881798,18,1,German Shepherd,0,Black #4,3,Black & tan #6,Female,Alpha,Herding,12,8,Stubborn,Bronze,Playful,Large female,Puppy,4,4
3777,Dogami #3777,4878,326.60001139222413,18,1,Golden Retriever,0,Brown #1,4,Sand #4,Female,Alpha,Sporting,5,11,Charming,Bronze,Foodie,Large female,Puppy,6,5
3928,Shakka,4879,326.54710591738547,18,1,Toy Poodle,0,Black #5,3,Black #4,Male,Alpha,Non-Sporting,6,6,Brave,Bronze,Zen,Small male,Puppy,10,6
4846,Apollo,4880,326.5470418853365,18,1,Labrador,0,Black #2,6,Sand #9,Male,Alpha,Sporting,6,5,Cool,Bronze,Shy,Medium male,Puppy,3,3
1766,Dogami #1766,4881,326.51286260367164,18,1,German Shepherd,0,Green #2,4,Black & tan #7,Female,Alpha,Herding,5,5,Talkative,Silver,Devoted,Small female,Puppy,4,5
7379,Dogami #7379,4882,326.50630909967106,18,1,Shiba Inu,0,Black #3,3,Red #11,Male,Alpha,Non-Sporting,6,3,Protector,Silver,Foodie,Small male,Puppy,8,9
2145,Dogami #2145,4883,326.4706468221254,18,1,Pomeranian Spitz,0,Green #3,11,Cream #5,Female,Alpha,Toy,3,9,Shy,Bronze,Needy,Small female,Puppy,4,8
4115,Dogami #4115,4884,326.4339338852059,18,1,German Shepherd,0,Brown #1,4,Black & tan #10,Male,Alpha,Herding,9,8,Protector,Silver,Needy,Small male,Puppy,3,5
4392,ImaRealHusky,4885,326.4251522013194,18,1,Husky,0,Blue & brown #2,3,Black & white #2,Male,Alpha,Working,5,3,Talkative,Bronze,Loyal,Large male,Puppy,6,8
5940,Dogami #5940,4886,326.28355638634156,18,1,Labrador,0,Brown #1,8,Sand #1,Female,Alpha,Sporting,8,4,Needy,Bronze,Zen,Small female,Puppy,4,5
5683,Dogami #5683,4887,326.2753401408828,18,1,Pomeranian Spitz,0,Brown #3,6,Cream #9,Female,Alpha,Toy,6,5,Cool,Bronze,Playful,Large female,Puppy,3,6
4468,Dogami #4468,4888,326.24429615978863,18,1,Border Collie,0,Green #1,3,Black & white #3,Male,Alpha,Herding,10,9,Curious,Gold,Serious,Medium male,Puppy,6,10
7153,Dogami #7153,4889,326.20642659012657,18,1,Pomeranian Spitz,0,Brown #2,12,Cream #7,Female,Alpha,Toy,3,6,Jolly,Bronze,Lazy,Small female,Puppy,5,6
5595,Dogami #5595,4890,326.1793636693939,18,1,Border Collie,0,Blue & brown #1,3,Black & white #6,Female,Alpha,Herding,10,10,Curious,Bronze,Foodie,Small female,Puppy,3,9
2770,Dogami #2770,4891,326.14375097101816,18,1,German Shepherd,0,Black #2,3,Black & tan #12,Male,Alpha,Herding,11,7,Cool,Bronze,Loyal,Medium male,Puppy,3,6
2662,Dogami #2662,4892,326.06825437562077,18,1,Pomeranian Spitz,0,Orange #3,10,Red #1,Female,Alpha,Toy,6,4,Emotional,Bronze,Stubborn,Medium female,Puppy,5,7
7502,Dogami #7502,4893,326.0657646104258,18,1,Pomeranian Spitz,0,Black #1,5,Cream #8,Female,Alpha,Toy,5,6,Playful,Bronze,Emotional,Large female,Puppy,4,9
3739,Dogami #3739,4894,326.04409339939855,18,1,Pomeranian Spitz,0,Brown #3,8,Red #2,Female,Alpha,Toy,7,7,Protector,Diamond,Devoted,Small female,Puppy,3,6
2926,Dogami #2926,4895,326.03233312389096,18,1,Pomeranian Spitz,0,Orange #4,5,Red #9,Male,Alpha,Toy,4,4,Naive,Silver,Brave,Large male,Puppy,4,4
2849,Dogami #2849,4896,325.9485350761184,18,1,Pomeranian Spitz,0,Black #5,6,Red #6,Male,Alpha,Toy,6,8,Dramaqueen,Silver,Stubborn,Small male,Puppy,4,4
4074,Dogami #4074,4897,325.8864980816397,18,1,Toy Poodle,0,Black #5,3,Black #9,Male,Alpha,Non-Sporting,3,8,Precious,Bronze,Loyal,Large male,Puppy,7,5
1863,Dogami #1863,4898,325.8752966422761,18,1,Labrador,0,Green #5,5,Black #11,Male,Alpha,Sporting,6,8,Playful,Silver,Serious,Large male,Puppy,3,4
