ID,Name,Rank,Rarity_Score,Armor,Attributes,Background,Bracelet,Clan,Earring,Hair Type,Hair color,Hat / Helm,Item Left Hand,Item Right Hand,Main Cloth,Necklace,Piercing,Ring,Secondary Cloth
848,Ilmeresh #848,7238,222.7631517806488,Leather Armor,9,Dark Violet,,Turquenthal,Tusk,Type 12,Blonde,,,Quarter Staff,Sash WR,,,,Cloak WR
7360,Ilmeresh #7360,7239,222.74997632163905,Decorated Leather Armor,8,Pink,,Turquenthal,,Type 03,Fuchsia,,,Shotel,Sash RY,,,,Cloak RY
7795,Ilmeresh #7795,7240,222.71769037041972,Leather Armor,8,Dark Orange,,Armezeen,Thorn,Type 26,Light Blue,,,Composite Bow,Surcoat BW,,,,
8233,Ilmeresh #8233,7241,222.71742810485338,Leather Armor,9,Orange,,Denchanteus,U Shaped,Type 25,Light Blue,,,Simple Bardiche,Sash WB1,,Ring Tooth Piercing,,
1724,Ilmeresh #1724,7242,222.66719151337614,Studded Platemail Armor,9,Cyan,,O'Speltrohn,Earring,Type 07,Black,,,Axe,Sash OY,,,,Cloak OY
2160,Ilmeresh #2160,7243,222.66053634447505,Studded Platemail Armor,9,Turquoise,,Turquenthal,Tusk,Type 42,Blue,,,Machete,Surcoat DBY,,Eyebrow Large Ring,,
2738,Ilmeresh #2738,7244,222.642955451452,Reinforced Leather Armor,10,Pink,,Turquenthal,Rhombus,Type 17,Orange,,,Trident Dagger,Sash WR,,Ball Tongue Piercing,,Cloak WR
7479,Ilmeresh #7479,7245,222.6155182391348,Decorated Leather Armor,10,Fuchsia,,Turquenthal,Ear Plug,Type 02,Light Blue,,,Quarter Staff,Sash RY,,Circular Bearbell,,Cloak RY
2513,Ilmeresh #2513,7246,222.60398913203707,Reinforced Leather Armor,9,Yellow,,Turquenthal,Thorn,Type 07,Green,,,Throwing Axe,Surcoat RY,,Eyebrow Large Ring,,
9165,Ilmeresh #9165,7247,222.598177670621,Reinforced Leather Armor,9,Red,,Turquenthal,Tusk,Type 05,Green,,,Pole Axe,Sash WR,,,,Cloak WR
2614,Ilmeresh #2614,7248,222.5919399625932,Platemail Armor,10,Cyan,,Armezeen,Ear Plug,Type 42,Black,,,Spiked Club,Sash BW,,Eyebrow Ring,,Cloak BW
6631,Ilmeresh #6631,7249,222.58582656013243,Decorated Platemail Armor,8,Yellow,,Turquenthal,,Type 21,Fuchsia,,,Machete,Sash WR,,,,Cloak WR
4488,Ilmeresh #4488,7250,222.56840723094706,Platemail Armor,9,Fuchsia,,Armezeen,Bar,Type 19,Blue,,,Kris,Sash WB2,,,,Cloak WB2
684,Ilmeresh #684,7251,222.54641899672774,Chainmail Armor,9,Yellow,,Denchanteus,Thorn,Type 15,Orange,,,Kris,Surcoat WB1,,Ball Tooth Piercing,,
5998,Ilmeresh #5998,7252,222.53307276458298,Leather Armor,8,Yellow,,Turquenthal,Spiral,Type 23,Green,,,Korseke,Surcoat RY,,,,
6178,Ilmeresh #6178,7253,222.52492832671584,Reinforced Leather Armor,9,Red,,Armezeen,Earring,Type 15,White,,,Pole Axe,Sash WB2,,,,Cloak WB2
7486,Ilmeresh #7486,7254,222.5202002813715,Chainmail Armor,8,Cyan,,Tezewand,,Type 22,Blonde,,,Trident,Surcoat GR,,Eyebrow Ring,,
323,Ilmeresh #323,7255,222.51791681595054,Leather Armor,9,Red,,Tezewand,Bar,Type 02,Red,,,Bladed Staff,Surcoat WY,,Eyebrow Ring,,
1229,Ilmeresh #1229,7256,222.48850277161478,Chainmail Armor,9,Green,,Denchanteus,,Type 21,Black,,,Glaive Fork,Sash WB1,,Eyebrow Ring,,Cloak WB1
9444,Ilmeresh #9444,7257,222.47855606857675,Leather Studded Armor,8,Yellow,,Denchanteus,Thorn,Type 23,Red,,,Bladed Staff,Surcoat WLB,,,,
9310,Ilmeresh #9310,7258,222.4719683606567,Leather Armor,9,Red,,Pergamenk,Earring,Type 15,Brown,,,Throwing Axe,Sash GW,,,,Cloak GW
2593,Ilmeresh #2593,7259,222.44503866896852,Studded Platemail Armor,9,Red,,Tezewand,Earring,Type 10,Dark Violet,,,Khopesh,Surcoat GDV,,Thorn Tongue Piercing,,
8365,Ilmeresh #8365,7260,222.4242262078343,Reinforced Leather Armor,8,Fuchsia,,Denchanteus,,Type 11,Blonde,,,Kris,Sash DGB,,,,Cloak DGB
6406,Ilmeresh #6406,7261,222.40750704656273,Leather Studded Armor,9,Cyan,,Tezewand,Circles,Type 09,Magenta,,,Mambele,Sash YLB,,Triple Eyebrow Ring,,
1768,Ilmeresh #1768,7262,222.40175002609305,Leather Studded Armor,9,Dark Violet,,Turquenthal,Thorn,Type 07,Orange,,,Quarter Staff,Surcoat WR,,Eyebrow Ring,,
4541,Ilmeresh #4541,7263,222.3752389973696,Spiked Platemail Armor,8,Dark Orange,,Turquenthal,,Type 42,Magenta,,,War Hammer,Sash RY,,,,Cloak RY
1726,Ilmeresh #1726,7264,222.36164425757272,Reinforced Leather Armor,8,Turquoise,,Tezewand,,Type 06,Red,,,Bladed Staff,Surcoat YLB,,Ball Tooth Piercing,,
9705,Ilmeresh #9705,7265,222.33121394451868,Leather Armor,9,Red,,O'Speltrohn,Triple sphere,Type 07,Black,,,Glaive Fork,Surcoat YDG,,Circular Bearbell,,
817,Ilmeresh #817,7266,222.32946884713698,Platemail Armor,9,Red,,Denchanteus,Ear Plug,Type 26,Brown,,Round Shield TF,Trident Dagger,Surcoat TF,,,,
6195,Ilmeresh #6195,7267,222.2623233614758,Spiked Platemail Armor,9,Blue,,Turquenthal,Bar,Type 24,White,,,Katana,Sash RY,,,,Cloak RY
2830,Ilmeresh #2830,7268,222.2502576175813,Platemail Armor,8,Fuchsia,,Denchanteus,,Type 16,Orange,,,War Hammer with Spike,Sash WB1,,,,Cloak WB1
1140,Ilmeresh #1140,7269,222.24897675406723,Leather Armor,9,Fuchsia,,O'Speltrohn,Bar,Type 16,Dark Violet,,,Machete,Surcoat MT,,Ring Tooth Piercing,,
3239,Ilmeresh #3239,7270,222.23415596860545,Reinforced Leather Armor,8,Red,,Pergamenk,,Type 43,Green,,,Crossbow,Sash LBDO,,,,Cloak LBDO
2564,Ilmeresh #2564,7271,222.22586816238766,Leather Armor,9,Fuchsia,,O'Speltrohn,Thorn,Type 16,Blue,,,Quarter Staff,Sash YDG,,,,Cloak YDG
6133,Ilmeresh #6133,7272,222.21204252558297,Leather Armor,9,Yellow,,Armezeen,U Shaped,Type 09,Green,,,Glaive Fork,Surcoat MY,,Thorn Tongue Piercing,,
9872,Ilmeresh #9872,7273,222.2015875202176,Leather Studded Armor,8,Fuchsia,,Pergamenk,,Type 23,White,,,Quarter Staff,Sash GW,,,,Cloak GW
8875,Ilmeresh #8875,7274,222.19070178860167,Chainmail Armor,9,Yellow,,Turquenthal,Earring,Type 01,Black,,,Shuriken,Surcoat DBY,,Eyebrow Ring,,
3777,Ilmeresh #3777,7275,222.18500629934798,Spiked Platemail Armor,8,Yellow,,Pergamenk,,Type 26,Blonde,,Buckler Shield GW,Falchion,Surcoat GW,,,,
6218,Ilmeresh #6218,7276,222.17061179305708,Decorated Leather Armor,8,Orange,,Armezeen,Thorn,Type 16,Brown,,,Scythe,Surcoat MY,,,,
6850,Ilmeresh #6850,7277,222.16014846233406,Platemail Armor,9,Magenta,,O'Speltrohn,Tusk,Type 08,Red,,,Sword,Sash OY,,,,Cloak OY
7787,Ilmeresh #7787,7278,222.1499155557584,Studded Platemail Armor,8,Yellow,,Pergamenk,,Type 03,Fuchsia,,Buckler Shield GW,Falchion,Surcoat GW,,,,
2650,Ilmeresh #2650,7279,222.14367647222033,Reinforced Leather Armor,9,Fuchsia,,O'Speltrohn,Earring,Type 22,Blonde,,,Bladed Staff,Sash OY,,,,Cloak OY
2259,Ilmeresh #2259,7280,222.12323272435813,Platemail Armor,9,Yellow,,Denchanteus,Thorn,Type 05,Blonde,,,Scimitar,Surcoat DGB,,Ball Tongue Piercing,,
653,Ilmeresh #653,7281,222.09107218621244,Chainmail Armor,9,Cyan,,Turquenthal,Earring,Type 18,Black,,,Korseke,Surcoat WR,,Circular Bearbell Tongue Piercing,,
1515,Ilmeresh #1515,7282,222.0868988229701,Leather Armor,9,Red,,Armezeen,Chain,Type 02,Black,,,Glaive Fork,Sash WB2,,,,Cloak WB2
5873,Ilmeresh #5873,7283,222.07795960167797,Chainmail Armor,9,Magenta,,Tezewand,Thorn,Type 25,Black,,,Spear,Sash GR,,,,Cloak GR
9798,Ilmeresh #9798,7284,222.07736976802832,Studded Platemail Armor,8,Pink,,Tezewand,,Type 42,Green,,,Katana,Sash WY,,,,Cloak WY
4180,Ilmeresh #4180,7285,222.05220448507453,Leather Armor,9,Cyan,,O'Speltrohn,,Type 26,Dark Violet,,,Spear,Sash YDG,,Circular Bearbell,,Cloak YDG
6774,Ilmeresh #6774,7286,222.0429802667331,Leather Studded Armor,9,Red,,Denchanteus,Ear Plug,Type 07,Green,,,Composite Bow,Sash WLB,,Lower Lip Piercing,,
2313,Ilmeresh #2313,7287,222.03787440597364,Reinforced Leather Armor,8,Red,,Turquenthal,Spiral,Type 23,Blonde,,,Trident,Sash RY,,,,
9886,Ilmeresh #9886,7288,222.03110967575606,Leather Studded Armor,7,Yellow,,Turquenthal,,Type 09,Brown,,,Korseke,Surcoat SMR,,,,
1595,Ilmeresh #1595,7289,222.00101505387636,Studded Platemail Armor,9,Yellow,,Pergamenk,,Type 02,Orange,,,Spear,Sash GW,,Eyebrow Ring,,Cloak GW
8302,Ilmeresh #8302,7290,221.99544744207086,Reinforced Platemail Armor,9,Dark Violet,,Armezeen,Earring,Type 26,Red,,,War Hammer,Surcoat WB2,,Circular Bearbell,,
5175,Ilmeresh #5175,7291,221.9865321844622,Leather Armor,9,Dark Violet,,Armezeen,U Shaped,Type 05,Red,,,Spear,Surcoat WB2,,Eyebrow Ring,,
4576,Ilmeresh #4576,7292,221.94364462877292,Platemail Armor,8,Dark Orange,,Tezewand,,Type 21,Red,,,War Hammer,Sash YLB,,,,Cloak YLB
5036,Ilmeresh #5036,7293,221.93481000289418,Reinforced Leather Armor,10,Red,,Tezewand,Earring,Type 17,Black,,,Kris,Sash YLB,,Thorn Tongue Piercing,,Cloak YLB
6203,Ilmeresh #6203,7294,221.92669379347566,Leather Studded Armor,9,Red,,Turquenthal,Thorn,Type 06,Blonde,,,Quarter Staff,Surcoat DBY,,Thorn Tongue Piercing,,
6210,Ilmeresh #6210,7295,221.92317966999434,Leather Armor,10,Yellow,,Denchanteus,Earring,Type 26,Brown,,,Shuriken,Sash WB1,,Upper Lip Piercing,,Cloak WB1
9164,Ilmeresh #9164,7296,221.92168552292816,Reinforced Platemail Armor,9,Orange,,Denchanteus,,Type 19,Black,,Round Shield TF,Khopesh,Surcoat TF,,Eyebrow Ring,,
4903,Ilmeresh #4903,7297,221.9050892892181,Leather Armor,8,Yellow,,Denchanteus,,Type 19,Red,,,Korseke,Sash DGB,,,,Cloak DGB
5074,Ilmeresh #5074,7298,221.89617372670884,Chainmail Armor,9,Fuchsia,,Turquenthal,U Shaped,Type 22,Black,,,Glaive Fork,Surcoat DBY,,Circular Bearbell,,
102,Ilmeresh #102,7299,221.8918869980099,Reinforced Leather Armor,8,Dark Orange,,Tezewand,Earring,Type 24,Fuchsia,,,Short bow,Surcoat WY,,,,
797,Ilmeresh #797,7300,221.88029009612083,Chainmail Armor,9,Blue,,Armezeen,,Type 15,Light Blue,,,Spear,Sash BW,,Eyebrow Ring,,Cloak BW
4603,Ilmeresh #4603,7301,221.85100724233948,Spiked Platemail Armor,8,Orange,,Denchanteus,Tusk,Type 01,Blonde,,,Scimitar,Surcoat WLB,,,,
4350,Ilmeresh #4350,7302,221.80397248643396,Reinforced Platemail Armor,7,Red,,O'Speltrohn,,Type 09,Magenta,,,Axe,Surcoat MT,,,,
7405,Ilmeresh #7405,7303,221.76824480216308,Leather Armor,10,Dark Violet,,Armezeen,Ear Plug,Type 10,Fuchsia,,,Quarter Staff,Sash BW,,Eyebrow Ring,,Cloak BW
3348,Ilmeresh #3348,7304,221.73391741333373,Leather Armor,8,Pink,,Pergamenk,,Type 10,Magenta,,,Simple Bardiche,Sash LBDO,,,,Cloak LBDO
5891,Ilmeresh #5891,7305,221.67952210078008,Reinforced Leather Armor,9,Red,,Pergamenk,Thorn,Type 10,Brown,,,Crossbow,Surcoat LBDO,,Thorn Tongue Piercing,,
251,Ilmeresh #251,7306,221.66599144578174,Leather Studded Armor,7,Magenta,,O'Speltrohn,,Type 12,Black,,,Mambele,Surcoat YDG,,,,
6718,Ilmeresh #6718,7307,221.60113863459497,Decorated Platemail Armor,7,Pink,,O'Speltrohn,,Type 24,White,,,Katana,Surcoat MT,,,,
2839,Ilmeresh #2839,7308,221.55812698097384,Leather Armor,9,Red,,O'Speltrohn,Earring,Type 14,Magenta,,,Simple Bardiche,Sash OY,,,,Cloak OY
1527,Ilmeresh #1527,7309,221.53903988483586,Leather Armor,8,Yellow,,Tezewand,,Type 05,Magenta,,,Glaive Fork,Sash WY,,,,Cloak WY
700,Ilmeresh #700,7310,221.5095033374717,Chainmail Armor,8,Orange,,Armezeen,Chain,Type 07,Blue,,,Pole Axe,Surcoat WB2,,,,
1513,Ilmeresh #1513,7311,221.50315991730437,Leather Studded Armor,9,Yellow,,O'Speltrohn,Earring,Type 06,Black,,,Curved Blade,Sash YDG,,,,Cloak YDG
549,Ilmeresh #549,7312,221.48942553624207,Reinforced Platemail Armor,8,Red,,Denchanteus,,Type 22,Orange,,Round Shield TF,Trident Dagger,Surcoat TF,,,,
8196,Ilmeresh #8196,7313,221.43737392678682,Leather Armor,9,Red,,Pergamenk,Thorn,Type 04,Red,,,Spear,Surcoat GW,,Lower Lip Piercing,,
3912,Ilmeresh #3912,7314,221.43705298587716,Leather Armor,10,Orange,,Armezeen,Earring,Type 04,Red,,,Throwing Axe,Sash BW,,Ball Tongue Piercing,,Cloak BW
3647,Ilmeresh #3647,7315,221.4307655863884,Leather Armor,9,Orange,,Tezewand,,Type 03,Black,,,Curved Blade,Sash GR,,Ball Tongue Piercing,,Cloak GR
336,Ilmeresh #336,7316,221.40102348717204,Leather Studded Armor,9,Blue,,Turquenthal,Ear Plug,Type 25,Dark Violet,,,Quarter Staff,Sash WR,,,,Cloak WR
4765,Ilmeresh #4765,7317,221.39728613512227,Reinforced Leather Armor,8,Light Blue,,Armezeen,,Type 07,Red,,,Pole Double Axe,Surcoat MY,,Circular Bearbell,,
8645,Ilmeresh #8645,7318,221.38841465178436,Reinforced Leather Armor,7,Turquoise,,Tezewand,,Type 21,Orange,,,Simple Bardiche,Surcoat GDV,,,,
173,Ilmeresh #173,7319,221.38598708763683,Studded Platemail Armor,9,Fuchsia,,Denchanteus,Circles,Type 10,Fuchsia,,,Katana,Surcoat WB1,,Ball Tooth Piercing,,
3361,Ilmeresh #3361,7320,221.36482183203438,Leather Studded Armor,8,Magenta,,Armezeen,Tusk,Type 11,Red,,,Scythe,Surcoat BW,,,,
5523,Ilmeresh #5523,7321,221.36377560556525,Leather Armor,9,Red,,Pergamenk,Rhombus,Type 09,Blonde,,,Crossbow,Sash LBDO,,Thorn Tongue Piercing,,
9277,Ilmeresh #9277,7322,221.3566185575578,Reinforced Leather Armor,8,Red,,Armezeen,Tusk,Type 13,Dark Violet,,,Trident,Surcoat MY,,,,
6257,Ilmeresh #6257,7323,221.35175109961446,Spiked Platemail Armor,8,Fuchsia,,Denchanteus,,Type 17,White,,,Trident Dagger,Sash WLB,,,,Cloak WLB
9279,Ilmeresh #9279,7324,221.34918039260955,Reinforced Leather Armor,9,Fuchsia,,Tezewand,Spiral,Type 15,Green,,,Short bow,Surcoat GR,,Eyebrow Ring,,
7074,Ilmeresh #7074,7325,221.33846463175712,Reinforced Leather Armor,9,Fuchsia,,O'Speltrohn,,Type 25,Brown,,,Kris,Sash YDG,,Circular Bearbell,,Cloak YDG
8254,Ilmeresh #8254,7326,221.3317059698131,Chainmail Armor,8,Cyan,,O'Speltrohn,,Type 12,Black,,,Glaive Fork,Surcoat MT,,Ball Tooth Piercing,,
8773,Ilmeresh #8773,7327,221.3260444033825,Leather Armor,7,Light Blue,,Tezewand,,Type 09,Black,,,Simple Bardiche,Surcoat GDV,,,,
6641,Ilmeresh #6641,7328,221.31880405162585,Leather Armor,7,Fuchsia,,Denchanteus,,Type 09,Orange,,,Trident,Surcoat WLB,,,,
9241,Ilmeresh #9241,7329,221.2770683318934,Leather Armor,8,Pink,,Armezeen,,Type 01,Brown,,,Throwing Axe,Surcoat YDV,,Eyebrow Large Ring,,
9948,Ilmeresh #9948,7330,221.2747397802729,Decorated Platemail Armor,8,Cyan,,Denchanteus,Thorn,Type 13,Blonde,,,Machete,Surcoat WLB,,,,
2595,Ilmeresh #2595,7331,221.2678398944378,Leather Armor,9,Dark Violet,,Tezewand,Bar,Type 43,Fuchsia,,,Simple Bardiche,Surcoat YLB,,Eyebrow Ring,,
4827,Ilmeresh #4827,7332,221.2573190152365,Platemail Armor,10,Blue,,Turquenthal,Earring,Type 07,Light Blue,,,Khopesh,Sash RY,,Eyebrow Ring,,Cloak RY
9006,Ilmeresh #9006,7333,221.24276732243257,Leather Armor,8,Orange,,Pergamenk,Ear Plug,Type 18,Brown,,,Ring Blade,Surcoat GY,,,,
7357,Ilmeresh #7357,7334,221.16794053381687,Reinforced Platemail Armor,8,Cyan,,Tezewand,Ear Plug,Type 26,Blonde,,,Spiked Club,Surcoat GDV,,,,
9204,Ilmeresh #9204,7335,221.16163500230542,Chainmail Armor,8,Turquoise,,Denchanteus,,Type 21,Dark Violet,,,Kris,Surcoat WLB,,Upper Lip Piercing,,
2308,Ilmeresh #2308,7336,221.15406697503084,Leather Armor,9,Blue,,Denchanteus,Thorn,Type 10,Orange,,,Short bow,Sash WB1,,Eyebrow Large Ring,,
1907,Ilmeresh #1907,7337,221.13791693754297,Chainmail Armor,9,Yellow,,Armezeen,,Type 17,Orange,,,Composite Bow,Sash WB2,,Upper Lip Piercing,,Cloak WB2
886,Ilmeresh #886,7338,221.11706100085314,Leather Studded Armor,8,Turquoise,,Armezeen,,Type 18,Green,,,Spear,Surcoat BW,,Ring Tooth Piercing,,
1553,Ilmeresh #1553,7339,221.11608466324586,Chainmail Armor,9,Red,,Pergamenk,Rhombus,Type 19,Brown,,,Throwing Axe,Surcoat GW,,Ball Tooth Piercing,,
8447,Ilmeresh #8447,7340,221.11590992278136,Reinforced Leather Armor,8,Magenta,,O'Speltrohn,,Type 17,Brown,,,Pole Axe,Sash YDG,,,,Cloak YDG
6262,Ilmeresh #6262,7341,221.09266592628236,Reinforced Leather Armor,9,Orange,,Armezeen,,Type 05,Blonde,,,Mambele,Sash BW,,Ball Tongue Piercing,,Cloak BW
2158,Ilmeresh #2158,7342,221.08930528621838,Leather Studded Armor,8,Fuchsia,,Denchanteus,,Type 26,Green,,,Katana,Sash DGB,,,,Cloak DGB
52,Ilmeresh #52,7343,221.083357379186,Leather Studded Armor,8,Yellow,,Armezeen,,Type 14,Brown,,,Ring Blade,Surcoat WB2,,Eyebrow Ring,,
6117,Ilmeresh #6117,7344,221.05771597411535,Leather Armor,9,Light Blue,,Pergamenk,Rhombus,Type 06,Orange,,,Spear,Surcoat GY,,Circular Bearbell,,
2376,Ilmeresh #2376,7345,221.0382741094357,Leather Armor,9,Pink,,Turquenthal,Thorn,Type 19,Black,,,Short bow,Surcoat DBY,,Ball Tooth Piercing,,
3761,Ilmeresh #3761,7346,220.9911019961221,Decorated Leather Armor,9,Fuchsia,,Pergamenk,Chain,Type 14,Light Blue,,,Spear,Surcoat LBDO,,Eyebrow Ring,,
7235,Ilmeresh #7235,7347,220.9870546615329,Leather Studded Armor,7,Yellow,,Tezewand,,Type 04,White,,,Shuriken,Surcoat WY,,,,
6833,Ilmeresh #6833,7348,220.98355792955695,Leather Studded Armor,8,Blue,,Tezewand,Thorn,Type 25,Blue,,,Trident,Sash YLB,,,,
5194,Ilmeresh #5194,7349,220.96969308979232,Leather Studded Armor,7,Orange,,Armezeen,,Type 04,Red,,,Spiked Lance,Sash BW,,,,
451,Ilmeresh #451,7350,220.95883545583854,Leather Studded Armor,9,Turquoise,,Pergamenk,Rhombus,Type 03,Red,,,Kris,Surcoat LBDO,,Circular Bearbell,,
5579,Ilmeresh #5579,7351,220.9430609456815,Reinforced Leather Armor,9,Red,,Turquenthal,,Type 04,Dark Violet,,,Curved Blade,Sash WR,,Eyebrow Ring,,Cloak WR
9392,Ilmeresh #9392,7352,220.91977263598403,Chainmail Armor,8,Turquoise,,Tezewand,Circles,Type 06,White,,,Quarter Staff,Surcoat WY,,,,
6818,Ilmeresh #6818,7353,220.90731037823213,Reinforced Leather Armor,8,Turquoise,,Armezeen,,Type 42,Black,,,Pole Axe,Surcoat BW,,Thorn Tongue Piercing,,
344,Ilmeresh #344,7354,220.90098924350227,Leather Armor,8,Orange,,Turquenthal,,Type 23,Fuchsia,,,Pole Double Axe,Sash WR,,,,Cloak WR
3618,Ilmeresh #3618,7355,220.88428098753792,Leather Studded Armor,8,Magenta,,Turquenthal,,Type 12,White,,,Quarter Staff,Surcoat RY,,Ring Tooth Piercing,,
4412,Ilmeresh #4412,7356,220.8635498564074,Chainmail Armor,8,Fuchsia,,Turquenthal,Chain,Type 13,Blue,,,Glaive Fork,Surcoat RLB,,,,
5749,Ilmeresh #5749,7357,220.856483717512,Decorated Leather Armor,7,Cyan,,Tezewand,,Type 15,Blue,,,Longbow,Sash YLB,,,,
2474,Ilmeresh #2474,7358,220.84387438772654,Leather Armor,8,Pink,,O'Speltrohn,,Type 09,Black,,,Shotel,Surcoat MT,,Ring Tooth Piercing,,
1740,Ilmeresh #1740,7359,220.83431008256605,Leather Studded Armor,9,Fuchsia,,Denchanteus,,Type 17,Black,,,Khopesh,Sash DGB,,Ball Tongue Piercing,,Cloak DGB
1778,Ilmeresh #1778,7360,220.79480313264966,Decorated Leather Armor,8,Dark Violet,,Pergamenk,Earring,Type 42,Black,,,Shotel,Surcoat LBDO,,,,
2992,Ilmeresh #2992,7361,220.78046271198033,Chainmail Armor,8,Yellow,,Turquenthal,,Type 22,Green,,,Scythe,Surcoat DBY,,Upper Lip Piercing,,
2912,Ilmeresh #2912,7362,220.77374492140402,Reinforced Leather Armor,9,Red,,Armezeen,Ear Plug,Type 42,White,,,Ring Blade,Sash BW,,Eyebrow Ring,,
5715,Ilmeresh #5715,7363,220.76556474266206,Leather Armor,8,Fuchsia,,Tezewand,,Type 21,Black,,,Curved Blade,Sash WY,,,,Cloak WY
8941,Ilmeresh #8941,7364,220.75615157713108,Leather Studded Armor,9,Turquoise,,Turquenthal,Rhombus,Type 10,Brown,,,Spear,Sash WR,,,,Cloak WR
499,Ilmeresh #499,7365,220.75478187824274,Leather Armor,8,Cyan,,Armezeen,Chain,Type 14,Black,,,Composite Bow,Surcoat YDV,,,,
4547,Ilmeresh #4547,7366,220.75030901233453,Studded Platemail Armor,9,Green,,Turquenthal,Ear Plug,Type 10,Blonde,,,Falchion,Sash WR,,,,Cloak WR
5825,Ilmeresh #5825,7367,220.74768377699573,Reinforced Leather Armor,9,Dark Orange,,O'Speltrohn,Thorn,Type 02,Blue,,,Bladed Staff,Sash OY,,Ball Tongue Piercing,,
3034,Ilmeresh #3034,7368,220.73943292367193,Reinforced Leather Armor,10,Cyan,,O'Speltrohn,Ear Plug,Type 13,Black,,,Kris,Sash OY,,Upper Lip Piercing,,Cloak OY
7202,Ilmeresh #7202,7369,220.69886244374663,Leather Armor,9,Yellow,,O'Speltrohn,Spiral,Type 02,Black,,,Pole Axe,Sash OY,,,,Cloak OY
3620,Ilmeresh #3620,7370,220.68765067368352,Reinforced Leather Armor,8,Yellow,,Denchanteus,,Type 18,Magenta,,,Spear,Sash WLB,,,,Cloak WLB
531,Ilmeresh #531,7371,220.67429061901697,Leather Studded Armor,8,Cyan,,Armezeen,,Type 13,Brown,,,Harpoon,Sash WB2,,Eyebrow Large Ring,,
8219,Ilmeresh #8219,7372,220.6723879353445,Reinforced Leather Armor,8,Turquoise,,Pergamenk,,Type 26,Magenta,,,Quarter Staff,Sash GW,,,,Cloak GW
6907,Ilmeresh #6907,7373,220.64782285298196,Leather Armor,10,Orange,,Turquenthal,Bar,Type 07,White,,,Glaive Fork,Sash WR,,Eyebrow Ring,,Cloak WR
9465,Ilmeresh #9465,7374,220.64668740158845,Reinforced Platemail Armor,8,Fuchsia,,Turquenthal,,Type 07,White,,,Axe,Surcoat DBY,,Circular Bearbell,,
9247,Ilmeresh #9247,7375,220.64615668864673,Reinforced Platemail Armor,9,Yellow,,Denchanteus,Bar,Type 12,Black,,,Scimitar,Surcoat WB1,,Eyebrow Large Ring,,
2407,Ilmeresh #2407,7376,220.63930688280408,Decorated Leather Armor,8,Yellow,,Denchanteus,Rhombus,Type 12,Black,,,Kris,Surcoat WB1,,,,
9494,Ilmeresh #9494,7377,220.62769386545244,Leather Studded Armor,8,Fuchsia,,Denchanteus,,Type 22,Red,,,Crossbow,Surcoat DGB,,Ball Tongue Piercing,,
2570,Ilmeresh #2570,7378,220.6139220005218,Leather Studded Armor,8,Green,,O'Speltrohn,Rhombus,Type 08,Brown,,,Khopesh,Surcoat MT,,,,
8761,Ilmeresh #8761,7379,220.58337053920917,Platemail Armor,8,Fuchsia,,Turquenthal,,Type 42,Blue,,,Sword,Surcoat WR,,Ring Tooth Piercing,,
1083,Ilmeresh #1083,7380,220.55487112185867,Leather Armor,10,Yellow,,Armezeen,Earring,Type 22,Fuchsia,,,Throwing Axe,Sash WB2,,Upper Lip Piercing,,Cloak WB2
654,Ilmeresh #654,7381,220.52215850172675,Leather Studded Armor,9,Pink,,Turquenthal,Earring,Type 19,Light Blue,,,Crossbow,Sash WR,,,,Cloak WR
4531,Ilmeresh #4531,7382,220.48118439728515,Reinforced Leather Armor,9,Magenta,,Turquenthal,,Type 05,White,,,Katana,Sash WR,,Eyebrow Large Ring,,Cloak WR
831,Ilmeresh #831,7383,220.4592612057706,Reinforced Leather Armor,8,Magenta,,O'Speltrohn,Tusk,Type 12,Blonde,,,Short bow,Surcoat YDG,,,,
9411,Ilmeresh #9411,7384,220.45370691876346,Reinforced Leather Armor,9,Magenta,,Pergamenk,Earring,Type 07,Magenta,,,Scythe,Surcoat LBDO,,Circular Bearbell,,
2989,Ilmeresh #2989,7385,220.4422811821607,Reinforced Leather Armor,9,Light Blue,,Armezeen,Spiral,Type 22,Dark Violet,,,Korseke,Sash WB2,,Eyebrow Ring,,
8150,Ilmeresh #8150,7386,220.40496414563074,Platemail Armor,8,Yellow,,Turquenthal,Bar,Type 14,Green,,,Battle Axe,Surcoat WR,,,,
6024,Ilmeresh #6024,7387,220.40308974477128,Reinforced Leather Armor,9,Dark Violet,,Armezeen,,Type 42,Fuchsia,,,Composite Bow,Sash BW,,Eyebrow Ring,,Cloak BW
6638,Ilmeresh #6638,7388,220.3917976791124,Reinforced Leather Armor,9,Magenta,,Turquenthal,Chain,Type 03,Black,,,Spear,Sash WR,,,,Cloak WR
5262,Ilmeresh #5262,7389,220.38541556231436,Reinforced Leather Armor,8,Cyan,,Pergamenk,,Type 23,Blonde,,,Mambele,Surcoat LBDO,,Lower Lip Piercing,,
4027,Ilmeresh #4027,7390,220.3812989163614,Leather Studded Armor,9,Yellow,,Tezewand,Rhombus,Type 02,Brown,,,Katana,Sash GR,,,,Cloak GR
268,Ilmeresh #268,7391,220.37247446618818,Leather Armor,10,Turquoise,,O'Speltrohn,Earring,Type 16,Blue,,,Quarter Staff,Sash OY,,Upper Lip Piercing,,Cloak OY
3385,Ilmeresh #3385,7392,220.37180969440712,Leather Studded Armor,9,Orange,,Armezeen,Ear Plug,Type 19,Red,,,Short bow,Surcoat BW,,Ball Tongue Piercing,,
