ID,Name,Rank,Rarity_Score,Attributes,Background,Drums Track,Face,Foreground,Head,Melody Track,Music Track,Percussion Track
125,ZIGGURATS #125,4167,83.43043128304313,8,Red Green,Drums #13,Smirk,Blank,Red Shaggy,Melody #9,Music #2,Percussion  #3
3367,ZIGGURATS #3367,4168,83.41193869779782,8,Red Green,Drums #6,Bright Eyes,Blank,Blue Shaggy,Melody #8,Music #1,Percussion  #4
2879,ZIGGURATS #2879,4169,83.40371156331324,8,Pink Aqua,Drums #12,Smirk,Blank,Red V,Melody #7,Music #8,Percussion  #3
81,ZIGGURATS #81,4170,83.38949090090033,8,Green,Drums #2,Surprised,Blank,Red Shaggy,Melody #6,Music #9,Percussion  #5
488,ZIGGURATS #488,4171,83.38661849924529,8,Red Green,Drums #11,Evil Animal,Blank,Green V,Melody #9,Music #9,Percussion  #2
1825,ZIGGURATS #1825,4172,83.36828479015531,8,Pink Aqua,Drums #6,Common Skull,Blank,Red Shaggy,Melody #1,Music #8,Percussion  #1
475,ZIGGURATS #475,4173,83.36454409953505,8,Pink Aqua,Drums #14,Smirk,Blank,Aqua V,Melody #6,Music #2,Percussion  #1
1467,ZIGGURATS #1467,4174,83.36338051388206,8,Red Green,Drums #7,Animal Frown,Blank,Aqua Antennae,Melody #8,Music #9,Percussion  #5
1029,ZIGGURATS #1029,4175,83.35448894176561,8,Yellow,Drums #9,Animal Frown,Gold Chain,Green Antennae,Melody #1,Music #4,Percussion  #4
103,ZIGGURATS #103,4176,83.33681944692708,8,Red Green,Drums #12,Animal Frown,Blank,Green Antennae,Melody #2,Music #7,Percussion  #2
2769,ZIGGURATS #2769,4177,83.33354819912256,8,Red Green,Drums #2,Bright Eyes,Blank,Green V,Melody #6,Music #9,Percussion  #6
4421,ZIGGURATS #4421,4178,83.33147674260431,8,Pink,Drums #5,Evil Animal,Gold Chain,Red Antennae,Melody #1,Music #2,Percussion  #8
4031,ZIGGURATS #4031,4179,83.33019786971758,8,Yellow,Drums #9,Animal Frown,Grey Smoke,Red V,Melody #3,Music #4,Percussion  #7
2471,ZIGGURATS #2471,4180,83.32932112536182,8,Green,Drums #5,Evil Animal,Gold Chain,Green Antennae,Melody #6,Music #9,Percussion  #7
3092,ZIGGURATS #3092,4181,83.32126998802488,8,Aqua,Drums #7,Bright Eyes,Gold Chain,Red V,Melody #7,Music #9,Percussion  #5
346,ZIGGURATS #346,4182,83.31367677212083,8,Yellow,Drums #8,Surprised,Blank,Red Antennae,Melody #5,Music #7,Percussion  #5
3127,ZIGGURATS #3127,4183,83.31288686312774,8,Red Green,Drums #5,Animal Frown,Blank,Red Antennae,Melody #8,Music #6,Percussion  #1
2679,ZIGGURATS #2679,4184,83.31277953494364,8,Red Green,Drums #14,Evil Animal,Blank,Green Antennae,Melody #4,Music #1,Percussion  #4
1794,ZIGGURATS #1794,4185,83.28646213390292,8,Pink Aqua,Drums #6,Bright Eyes,Blank,Green V,Melody #1,Music #9,Percussion  #8
252,ZIGGURATS #252,4186,83.2833486576663,8,Red Green,Drums #7,Evil Animal,Blank,Aqua Shaggy,Melody #8,Music #3,Percussion  #8
537,ZIGGURATS #537,4187,83.28292679609392,8,Red Green,Drums #14,Evil Animal,Blank,Aqua V,Melody #1,Music #2,Percussion  #4
3319,ZIGGURATS #3319,4188,83.28231583330833,8,Green,Drums #10,Common Skull,Grey Smoke,Red V,Melody #3,Music #1,Percussion  #5
3069,ZIGGURATS #3069,4189,83.27596737361019,8,Pink,Drums #6,Bright Eyes,Grey Smoke,Red Antennae,Melody #1,Music #1,Percussion  #2
1272,ZIGGURATS #1272,4190,83.2678647099561,8,Pink,Drums #11,Bright Eyes,Gold Chain,Aqua Antennae,Melody #1,Music #2,Percussion  #5
1408,ZIGGURATS #1408,4191,83.26469915193843,8,Aqua,Drums #6,Smirk,Silver Chain,Red V,Melody #5,Music #1,Percussion  #2
798,ZIGGURATS #798,4192,83.25677946375913,8,Pink,Drums #7,Animal Frown,Gold Chain,Blue Shaggy,Melody #6,Music #3,Percussion  #5
2822,ZIGGURATS #2822,4193,83.25640334822256,8,Red Green,Drums #13,Bright Eyes,Blank,Aqua Antennae,Melody #9,Music #2,Percussion  #5
2629,ZIGGURATS #2629,4194,83.23870941424515,8,Pink Aqua,Drums #5,Bright Eyes,Blank,Red Antennae,Melody #3,Music #9,Percussion  #6
1898,ZIGGURATS #1898,4195,83.2353476191227,8,Yellow,Drums #10,Smirk,Grey Smoke,Green Antennae,Melody #1,Music #4,Percussion  #7
66,ZIGGURATS #66,4196,83.21987404714146,8,Pink,Drums #3,Surprised,Blank,Green Antennae,Melody #9,Music #2,Percussion  #6
4090,ZIGGURATS #4090,4197,83.19963044443165,8,Aqua,Drums #7,Evil Animal,Gold Chain,Red Antennae,Melody #6,Music #5,Percussion  #4
2941,ZIGGURATS #2941,4198,83.19629320648136,8,Pink,Drums #4,Common Skull,Grey Smoke,Red V,Melody #5,Music #1,Percussion  #7
2604,ZIGGURATS #2604,4199,83.19389917475347,8,Red Green,Drums #7,Animal Frown,Blank,Red Shaggy,Melody #7,Music #5,Percussion  #3
1438,ZIGGURATS #1438,4200,83.18986548523479,8,Pink Aqua,Drums #13,Smirk,Blank,Red Shaggy,Melody #1,Music #2,Percussion  #6
3897,ZIGGURATS #3897,4201,83.17742568693218,8,Pink,Drums #10,Common Skull,Gold Chain,Aqua V,Melody #6,Music #2,Percussion  #6
2009,ZIGGURATS #2009,4202,83.16526641170539,8,Aqua,Drums #7,Bright Eyes,Toxic Smoke,Green Antennae,Melody #6,Music #2,Percussion  #8
458,ZIGGURATS #458,4203,83.1376349351548,8,Pink Aqua,Drums #10,Animal Frown,Blank,Red Antennae,Melody #8,Music #5,Percussion  #7
2065,ZIGGURATS #2065,4204,83.1315589878812,8,Pink,Drums #6,Smirk,Grey Smoke,Red Antennae,Melody #9,Music #4,Percussion  #8
714,ZIGGURATS #714,4205,83.1154101755642,8,Pink Aqua,Drums #1,Smirk,Blank,Aqua Shaggy,Melody #2,Music #3,Percussion  #7
1295,ZIGGURATS #1295,4206,83.11441127585283,8,Pink Aqua,Drums #2,Bright Eyes,Blank,Red Shaggy,Melody #2,Music #2,Percussion  #6
3458,ZIGGURATS #3458,4207,83.10718568264754,8,Yellow,Drums #9,Bright Eyes,Grey Smoke,Red Antennae,Melody #1,Music #1,Percussion  #2
84,ZIGGURATS #84,4208,83.10572381010479,8,Yellow,Drums #3,Surprised,Blank,Green Antennae,Melody #6,Music #5,Percussion  #5
4502,ZIGGURATS #4502,4209,83.10320600602392,8,Green,Drums #1,Bright Eyes,Grey Smoke,Green Antennae,Melody #1,Music #2,Percussion  #8
4151,ZIGGURATS #4151,4210,83.10172460901867,8,Aqua,Drums #8,Animal Frown,Grey Smoke,Blue Shaggy,Melody #6,Music #2,Percussion  #5
1675,ZIGGURATS #1675,4211,83.09902823167076,8,Dots,Drums #3,Bright Eyes,Blank,Green V,Melody #8,Music #7,Percussion  #3
731,ZIGGURATS #731,4212,83.07831750611278,8,Pink Aqua,Drums #9,Animal Frown,Blank,Aqua Antennae,Melody #3,Music #5,Percussion  #7
130,ZIGGURATS #130,4213,83.06454802907032,8,Aqua,Drums #8,Common Skull,Toxic Smoke,Red V,Melody #5,Music #4,Percussion  #3
3075,ZIGGURATS #3075,4214,83.06136903360768,8,Green,Drums #8,Common Skull,Gold Chain,Green V,Melody #5,Music #3,Percussion  #2
1160,ZIGGURATS #1160,4215,83.04246226564803,8,Pink Aqua,Drums #5,Smirk,Blank,Red Antennae,Melody #8,Music #9,Percussion  #3
1446,ZIGGURATS #1446,4216,83.02801458526844,8,Pink,Drums #10,Common Skull,Gold Chain,Blue Shaggy,Melody #5,Music #4,Percussion  #2
2231,ZIGGURATS #2231,4217,83.02078509489334,8,Yellow,Drums #13,Animal Frown,Gold Chain,Red V,Melody #6,Music #1,Percussion  #1
3027,ZIGGURATS #3027,4218,83.01766632764509,8,Aqua,Drums #8,Animal Frown,Gold Chain,Aqua V,Melody #1,Music #2,Percussion  #8
459,ZIGGURATS #459,4219,83.01154665595863,8,Red Green,Drums #6,Animal Frown,Blank,Aqua V,Melody #1,Music #7,Percussion  #2
1668,ZIGGURATS #1668,4220,83.00454002231221,8,Pink,Drums #11,Evil Animal,Gold Chain,Aqua Shaggy,Melody #6,Music #1,Percussion  #2
1397,ZIGGURATS #1397,4221,83.00343733071773,8,Aqua,Drums #12,Evil Animal,Toxic Smoke,Red V,Melody #6,Music #1,Percussion  #1
2776,ZIGGURATS #2776,4222,82.98815987593295,8,Pink,Drums #9,Common Skull,Silver Chain,Red V,Melody #5,Music #6,Percussion  #2
690,ZIGGURATS #690,4223,82.9841096015009,8,Pink Aqua,Drums #6,Smirk,Blank,Blue Shaggy,Melody #4,Music #9,Percussion  #7
4103,ZIGGURATS #4103,4224,82.97204998579716,8,Aqua,Drums #8,Smirk,Silver Chain,Red Antennae,Melody #6,Music #3,Percussion  #1
239,ZIGGURATS #239,4225,82.96938992062039,8,Pink,Drums #5,Surprised,Blank,Aqua Antennae,Melody #2,Music #9,Percussion  #5
629,ZIGGURATS #629,4226,82.9685420632946,8,Pink Aqua,Drums #3,Evil Animal,Blank,Red Antennae,Melody #1,Music #3,Percussion  #3
1018,ZIGGURATS #1018,4227,82.96735812090732,8,Yellow,Drums #9,Bright Eyes,Gold Chain,Green Antennae,Melody #4,Music #4,Percussion  #4
3710,ZIGGURATS #3710,4228,82.96657270022723,8,Aqua,Drums #11,Evil Animal,Gold Chain,Red V,Melody #1,Music #7,Percussion  #7
2274,ZIGGURATS #2274,4229,82.96031531853,8,Pink,Drums #7,Smirk,Silver Chain,Red V,Melody #1,Music #1,Percussion  #3
1271,ZIGGURATS #1271,4230,82.95241304425419,8,Green,Drums #5,Bright Eyes,Grey Smoke,Red Shaggy,Melody #5,Music #2,Percussion  #1
566,ZIGGURATS #566,4231,82.94536467319615,8,Red Green,Drums #7,Evil Animal,Blank,Aqua Antennae,Melody #4,Music #6,Percussion  #3
334,ZIGGURATS #334,4232,82.93759499698884,8,Yellow,Drums #7,Animal Frown,Gold Chain,Green V,Melody #6,Music #3,Percussion  #2
118,ZIGGURATS #118,4233,82.92797672780222,8,Yellow,Drums #7,Bright Eyes,Gold Chain,Green V,Melody #5,Music #3,Percussion  #5
1920,ZIGGURATS #1920,4234,82.88733355185171,8,Yellow,Drums #9,Evil Animal,Grey Smoke,Red V,Melody #8,Music #4,Percussion  #1
124,ZIGGURATS #124,4235,82.88298511056735,8,Green,Drums #9,Evil Animal,Grey Smoke,Green Antennae,Melody #5,Music #5,Percussion  #1
1421,ZIGGURATS #1421,4236,82.87646342300371,8,Pink,Drums #6,Common Skull,Gold Chain,Red Shaggy,Melody #1,Music #5,Percussion  #4
1424,ZIGGURATS #1424,4237,82.87586251667658,8,Pink Aqua,Drums #4,Smirk,Blank,Aqua Antennae,Melody #6,Music #8,Percussion  #8
2495,ZIGGURATS #2495,4238,82.86759272844057,8,Yellow,Drums #8,Evil Animal,Grey Smoke,Green Antennae,Melody #9,Music #2,Percussion  #6
3934,ZIGGURATS #3934,4239,82.86382358101984,8,Pink,Drums #8,Bright Eyes,Gold Chain,Aqua Shaggy,Melody #6,Music #5,Percussion  #1
4293,ZIGGURATS #4293,4240,82.86329817404611,8,Pink,Drums #6,Animal Frown,Silver Chain,Red V,Melody #2,Music #2,Percussion  #8
318,ZIGGURATS #318,4241,82.85307951072201,8,Aqua,Drums #2,Bright Eyes,Grey Smoke,Red V,Melody #2,Music #3,Percussion  #2
854,ZIGGURATS #854,4242,82.84365651973545,8,Aqua,Drums #8,Evil Animal,Gold Chain,Green V,Melody #1,Music #2,Percussion  #6
963,ZIGGURATS #963,4243,82.84261325783902,8,Aqua,Drums #2,Surprised,Blank,Green V,Melody #1,Music #3,Percussion  #2
2713,ZIGGURATS #2713,4244,82.83934005156276,8,Green,Drums #11,Smirk,Silver Chain,Red V,Melody #5,Music #9,Percussion  #1
1774,ZIGGURATS #1774,4245,82.83429836914166,8,Pink,Drums #8,Bright Eyes,Grey Smoke,Red Shaggy,Melody #1,Music #8,Percussion  #5
4779,ZIGGURATS #4779,4246,82.81489729273346,8,Aqua,Drums #11,Smirk,Grey Smoke,Green Antennae,Melody #1,Music #5,Percussion  #1
2484,ZIGGURATS #2484,4247,82.81263754489197,8,Aqua,Drums #5,Surprised,Blank,Red Antennae,Melody #7,Music #6,Percussion  #1
779,ZIGGURATS #779,4248,82.8117318420477,8,Aqua,Drums #7,Smirk,Gold Chain,Aqua V,Melody #6,Music #8,Percussion  #8
3449,ZIGGURATS #3449,4249,82.80705530644029,8,Green,Drums #3,Animal Frown,Gold Chain,Red V,Melody #6,Music #6,Percussion  #6
2657,ZIGGURATS #2657,4250,82.80371525756944,8,Pink,Drums #9,Animal Frown,Gold Chain,Green V,Melody #5,Music #5,Percussion  #7
1803,ZIGGURATS #1803,4251,82.79797605853969,8,Pink Aqua,Drums #1,Common Skull,Blank,Green V,Melody #3,Music #1,Percussion  #1
4554,ZIGGURATS #4554,4252,82.79631034452521,8,Pink,Drums #6,Smirk,Grey Smoke,Red Shaggy,Melody #3,Music #9,Percussion  #2
4118,ZIGGURATS #4118,4253,82.7728286911403,8,Pink,Drums #8,Smirk,Grey Smoke,Green Antennae,Melody #4,Music #5,Percussion  #7
2018,ZIGGURATS #2018,4254,82.77259281236753,8,Pink,Drums #6,Evil Animal,Gold Chain,Aqua Antennae,Melody #6,Music #8,Percussion  #4
208,ZIGGURATS #208,4255,82.77255156501577,8,Pink,Drums #2,Surprised,Blank,Red Shaggy,Melody #9,Music #5,Percussion  #2
2057,ZIGGURATS #2057,4256,82.76333611453859,8,Green,Drums #14,Surprised,Blank,Aqua V,Melody #1,Music #3,Percussion  #7
4539,ZIGGURATS #4539,4257,82.74839978929,8,Green,Drums #8,Common Skull,Toxic Smoke,Green Antennae,Melody #6,Music #9,Percussion  #8
2223,ZIGGURATS #2223,4258,82.74475670039847,8,Pink,Drums #9,Smirk,Gold Chain,Aqua V,Melody #9,Music #1,Percussion  #3
3880,ZIGGURATS #3880,4259,82.73608504690117,8,Green,Drums #7,Bright Eyes,Gold Chain,Red Antennae,Melody #4,Music #3,Percussion  #3
2742,ZIGGURATS #2742,4260,82.73174900674611,8,Yellow,Drums #1,Animal Frown,Gold Chain,Red Antennae,Melody #9,Music #4,Percussion  #5
147,ZIGGURATS #147,4261,82.71887638037175,8,Green,Drums #4,Surprised,Blank,Green Antennae,Melody #2,Music #5,Percussion  #2
1393,ZIGGURATS #1393,4262,82.71174772056607,8,Red Green,Drums #5,Common Skull,Blank,Aqua V,Melody #1,Music #7,Percussion  #8
3670,ZIGGURATS #3670,4263,82.70695768294802,8,Aqua,Drums #12,Bright Eyes,Silver Chain,Green Antennae,Melody #5,Music #2,Percussion  #4
1633,ZIGGURATS #1633,4264,82.70418563296035,8,Pink Aqua,Drums #8,Bright Eyes,Blank,Aqua V,Melody #2,Music #8,Percussion  #3
2303,ZIGGURATS #2303,4265,82.70146653501139,8,Green,Drums #5,Smirk,Gold Chain,Green Antennae,Melody #1,Music #8,Percussion  #3
937,ZIGGURATS #937,4266,82.69973348632804,8,Aqua,Drums #8,Bright Eyes,Toxic Smoke,Red V,Melody #8,Music #2,Percussion  #6
3018,ZIGGURATS #3018,4267,82.69490526065151,8,Aqua,Drums #8,Animal Frown,Grey Smoke,Red Antennae,Melody #3,Music #4,Percussion  #3
2521,ZIGGURATS #2521,4268,82.68462410127788,8,Red Green,Drums #13,Animal Frown,Blank,Aqua Shaggy,Melody #2,Music #3,Percussion  #2
1685,ZIGGURATS #1685,4269,82.67885120121619,8,Pink,Drums #2,Surprised,Blank,Aqua V,Melody #3,Music #1,Percussion  #5
3815,ZIGGURATS #3815,4270,82.67640522824694,8,Aqua,Drums #9,Animal Frown,Silver Chain,Red V,Melody #5,Music #5,Percussion  #4
3140,ZIGGURATS #3140,4271,82.66389714008184,8,Aqua,Drums #10,Common Skull,Gold Chain,Green Antennae,Melody #2,Music #6,Percussion  #3
1140,ZIGGURATS #1140,4272,82.66094848194057,8,Pink,Drums #11,Evil Animal,Toxic Smoke,Red V,Melody #9,Music #4,Percussion  #1
3044,ZIGGURATS #3044,4273,82.65717527946632,8,Yellow,Drums #10,Evil Animal,Gold Chain,Red Antennae,Melody #7,Music #3,Percussion  #5
978,ZIGGURATS #978,4274,82.64753151289055,8,Aqua,Drums #12,Surprised,Blank,Aqua Antennae,Melody #2,Music #8,Percussion  #8
2091,ZIGGURATS #2091,4275,82.64712652816611,8,Pink Aqua,Drums #7,Common Skull,Blank,Aqua V,Melody #7,Music #1,Percussion  #3
4007,ZIGGURATS #4007,4276,82.64539114119775,8,Green,Drums #14,Smirk,Gold Chain,Green V,Melody #6,Music #3,Percussion  #7
2529,ZIGGURATS #2529,4277,82.64199855309414,8,Yellow,Drums #7,Evil Animal,Grey Smoke,Red Shaggy,Melody #1,Music #3,Percussion  #4
2915,ZIGGURATS #2915,4278,82.64014985266141,8,Aqua,Drums #8,Common Skull,Gold Chain,Green V,Melody #9,Music #3,Percussion  #4
792,ZIGGURATS #792,4279,82.63361569578753,8,Pink Aqua,Drums #9,Animal Frown,Blank,Red Shaggy,Melody #3,Music #7,Percussion  #3
1373,ZIGGURATS #1373,4280,82.63344138317767,8,Pink Aqua,Drums #8,Animal Frown,Blank,Aqua Shaggy,Melody #2,Music #6,Percussion  #3
1383,ZIGGURATS #1383,4281,82.63109530711768,8,Pink,Drums #8,Evil Animal,Toxic Smoke,Red Antennae,Melody #5,Music #9,Percussion  #2
1538,ZIGGURATS #1538,4282,82.63060922213683,8,Yellow,Drums #7,Evil Animal,Gold Chain,Green Antennae,Melody #2,Music #9,Percussion  #6
1394,ZIGGURATS #1394,4283,82.62468341244869,8,Aqua,Drums #13,Surprised,Blank,Red V,Melody #7,Music #8,Percussion  #8
2177,ZIGGURATS #2177,4284,82.6179281306127,8,Pink,Drums #14,Smirk,Gold Chain,Red V,Melody #4,Music #6,Percussion  #4
618,ZIGGURATS #618,4285,82.61558969378497,8,Pink Aqua,Drums #1,Bright Eyes,Blank,Aqua Antennae,Melody #9,Music #6,Percussion  #3
3338,ZIGGURATS #3338,4286,82.61093124689413,8,Pink,Drums #6,Animal Frown,Toxic Smoke,Red Shaggy,Melody #5,Music #1,Percussion  #7
2141,ZIGGURATS #2141,4287,82.6095900593805,8,Red Green,Drums #4,Bright Eyes,Blank,Aqua Shaggy,Melody #1,Music #5,Percussion  #6
4010,ZIGGURATS #4010,4288,82.60464021546953,8,Aqua,Drums #11,Smirk,Gold Chain,Blue Shaggy,Melody #7,Music #2,Percussion  #7
3125,ZIGGURATS #3125,4289,82.60157711638583,8,Yellow,Drums #6,Common Skull,Gold Chain,Blue Shaggy,Melody #5,Music #9,Percussion  #5
993,ZIGGURATS #993,4290,82.58906524552006,8,Pink,Drums #8,Smirk,Gold Chain,Aqua Shaggy,Melody #1,Music #8,Percussion  #1
4036,ZIGGURATS #4036,4291,82.58534763763606,8,Green,Drums #7,Animal Frown,Silver Chain,Red V,Melody #5,Music #5,Percussion  #2
2990,ZIGGURATS #2990,4292,82.57950523492919,8,Aqua,Drums #10,Common Skull,Grey Smoke,Blue Shaggy,Melody #5,Music #2,Percussion  #6
3368,ZIGGURATS #3368,4293,82.57626740218463,8,Green,Drums #1,Common Skull,Grey Smoke,Red Antennae,Melody #6,Music #5,Percussion  #1
3834,ZIGGURATS #3834,4294,82.56189229023177,8,Green,Drums #7,Smirk,Grey Smoke,Red Shaggy,Melody #7,Music #4,Percussion  #5
1004,ZIGGURATS #1004,4295,82.55784588343651,8,Aqua,Drums #1,Surprised,Blank,Red Shaggy,Melody #7,Music #6,Percussion  #6
4177,ZIGGURATS #4177,4296,82.55469820079982,8,Pink,Drums #14,Smirk,Gold Chain,Red Shaggy,Melody #6,Music #5,Percussion  #3
1113,ZIGGURATS #1113,4297,82.53884306104167,8,Pink Aqua,Drums #9,Evil Animal,Blank,Aqua Shaggy,Melody #3,Music #8,Percussion  #6
947,ZIGGURATS #947,4298,82.53679197805695,8,Pink,Drums #2,Animal Frown,Grey Smoke,Green Antennae,Melody #6,Music #8,Percussion  #2
2056,ZIGGURATS #2056,4299,82.53577163985314,8,Green,Drums #10,Animal Frown,Grey Smoke,Green V,Melody #5,Music #1,Percussion  #7
794,ZIGGURATS #794,4300,82.53550556872128,8,Green,Drums #12,Smirk,Gold Chain,Aqua V,Melody #5,Music #8,Percussion  #7
1844,ZIGGURATS #1844,4301,82.53129197034228,8,Yellow,Drums #10,Animal Frown,Gold Chain,Red Shaggy,Melody #5,Music #5,Percussion  #3
4474,ZIGGURATS #4474,4302,82.5289455909584,8,Green,Drums #14,Animal Frown,Grey Smoke,Red V,Melody #3,Music #2,Percussion  #3
1902,ZIGGURATS #1902,4303,82.51574488049934,8,Green,Drums #11,Smirk,Toxic Smoke,Red V,Melody #3,Music #6,Percussion  #5
2510,ZIGGURATS #2510,4304,82.51398278075892,8,Pink,Drums #5,Bright Eyes,Gold Chain,Red Antennae,Melody #5,Music #7,Percussion  #1
1893,ZIGGURATS #1893,4305,82.51333824852098,8,Green,Drums #14,Bright Eyes,Gold Chain,Aqua V,Melody #6,Music #3,Percussion  #5
4884,ZIGGURATS #4884,4306,82.50952920015162,8,Pink,Drums #7,Smirk,Silver Chain,Red Shaggy,Melody #5,Music #9,Percussion  #2
3366,ZIGGURATS #3366,4307,82.50628744176177,8,Red Green,Drums #4,Animal Frown,Blank,Green V,Melody #4,Music #9,Percussion  #7
3799,ZIGGURATS #3799,4308,82.5046194986048,8,Green,Drums #3,Smirk,Grey Smoke,Green Antennae,Melody #5,Music #3,Percussion  #6
3893,ZIGGURATS #3893,4309,82.49044584717267,8,Aqua,Drums #1,Smirk,Grey Smoke,Red Shaggy,Melody #9,Music #9,Percussion  #7
1585,ZIGGURATS #1585,4310,82.48842404593192,8,Aqua,Drums #6,Common Skull,Grey Smoke,Green Antennae,Melody #5,Music #7,Percussion  #2
3757,ZIGGURATS #3757,4311,82.48398936414691,8,Aqua,Drums #10,Smirk,Grey Smoke,Red Antennae,Melody #8,Music #9,Percussion  #8
3342,ZIGGURATS #3342,4312,82.48332286202252,8,Aqua,Drums #2,Animal Frown,Gold Chain,Red V,Melody #6,Music #7,Percussion  #3
4193,ZIGGURATS #4193,4313,82.47900259813964,8,Yellow,Drums #10,Bright Eyes,Gold Chain,Blue Shaggy,Melody #2,Music #2,Percussion  #1
202,ZIGGURATS #202,4314,82.47455099347053,8,Pink,Drums #9,Surprised,Blank,Aqua Shaggy,Melody #8,Music #5,Percussion  #6
2112,ZIGGURATS #2112,4315,82.46703012717313,8,Pink,Drums #6,Common Skull,Toxic Smoke,Red Shaggy,Melody #6,Music #6,Percussion  #5
1498,ZIGGURATS #1498,4316,82.44893794907985,8,Yellow,Drums #7,Surprised,Blank,Green V,Melody #4,Music #9,Percussion  #4
375,ZIGGURATS #375,4317,82.44137986983593,8,Pink,Drums #2,Animal Frown,Toxic Smoke,Green Antennae,Melody #6,Music #3,Percussion  #5
178,ZIGGURATS #178,4318,82.43434670589698,8,Pink,Drums #8,Animal Frown,Toxic Smoke,Red V,Melody #9,Music #8,Percussion  #1
603,ZIGGURATS #603,4319,82.41709591881987,8,Pink,Drums #2,Animal Frown,Gold Chain,Green Antennae,Melody #4,Music #3,Percussion  #4
4655,ZIGGURATS #4655,4320,82.41674384373295,8,Aqua,Drums #1,Common Skull,Gold Chain,Red Antennae,Melody #9,Music #8,Percussion  #8
1553,ZIGGURATS #1553,4321,82.4141955655259,8,Pink,Drums #13,Bright Eyes,Gold Chain,Red Shaggy,Melody #5,Music #6,Percussion  #5
4727,ZIGGURATS #4727,4322,82.41029760784079,8,Aqua,Drums #9,Bright Eyes,Toxic Smoke,Red Antennae,Melody #5,Music #5,Percussion  #8
968,ZIGGURATS #968,4323,82.40534961358739,8,Yellow,Drums #4,Surprised,Blank,Blue Shaggy,Melody #6,Music #9,Percussion  #3
3259,ZIGGURATS #3259,4324,82.40029733964853,8,Yellow,Drums #7,Smirk,Toxic Smoke,Red Antennae,Melody #6,Music #8,Percussion  #5
1333,ZIGGURATS #1333,4325,82.39938410371337,8,Yellow,Drums #8,Bright Eyes,Grey Smoke,Aqua Antennae,Melody #5,Music #5,Percussion  #2
2378,ZIGGURATS #2378,4326,82.39786309821005,8,Aqua,Drums #9,Evil Animal,Silver Chain,Red Antennae,Melody #3,Music #2,Percussion  #2
474,ZIGGURATS #474,4327,82.39658485064962,8,Yellow,Drums #8,Common Skull,Silver Chain,Red Shaggy,Melody #5,Music #4,Percussion  #7
888,ZIGGURATS #888,4328,82.39645757073629,8,Yellow,Drums #3,Smirk,Gold Chain,Red V,Melody #9,Music #5,Percussion  #4
1307,ZIGGURATS #1307,4329,82.39605414711666,8,Pink,Drums #2,Surprised,Blank,Red Antennae,Melody #7,Music #5,Percussion  #6
472,ZIGGURATS #472,4330,82.39402504481882,8,Aqua,Drums #5,Bright Eyes,Gold Chain,Green V,Melody #2,Music #3,Percussion  #5
1533,ZIGGURATS #1533,4331,82.39315299186676,8,Green,Drums #11,Animal Frown,Grey Smoke,Red Shaggy,Melody #4,Music #2,Percussion  #8
1676,ZIGGURATS #1676,4332,82.38796338062814,8,Pink Aqua,Drums #4,Evil Animal,Blank,Aqua V,Melody #2,Music #4,Percussion  #2
478,ZIGGURATS #478,4333,82.38550269165076,8,Yellow,Drums #11,Common Skull,Grey Smoke,Blue Shaggy,Melody #1,Music #2,Percussion  #2
864,ZIGGURATS #864,4334,82.38519166012603,8,Green,Drums #8,Common Skull,Gold Chain,Aqua Antennae,Melody #6,Music #7,Percussion  #8
935,ZIGGURATS #935,4335,82.37621811842801,8,Pink Aqua,Drums #5,Common Skull,Blank,Blue Shaggy,Melody #8,Music #6,Percussion  #7
3866,ZIGGURATS #3866,4336,82.37562996945816,8,Green,Drums #2,Smirk,Silver Chain,Green Antennae,Melody #6,Music #4,Percussion  #5
2196,ZIGGURATS #2196,4337,82.37281068045186,8,Yellow,Drums #8,Smirk,Grey Smoke,Blue Shaggy,Melody #6,Music #8,Percussion  #1
4494,ZIGGURATS #4494,4338,82.36524664232064,8,Aqua,Drums #11,Smirk,Gold Chain,Red Antennae,Melody #8,Music #8,Percussion  #6
2771,ZIGGURATS #2771,4339,82.3639639362373,8,Red Green,Drums #3,Smirk,Blank,Aqua V,Melody #7,Music #6,Percussion  #8
1360,ZIGGURATS #1360,4340,82.35928336091257,8,Aqua,Drums #12,Surprised,Blank,Blue Shaggy,Melody #8,Music #8,Percussion  #7
2156,ZIGGURATS #2156,4341,82.35581693613972,8,Pink,Drums #8,Evil Animal,Grey Smoke,Blue Shaggy,Melody #2,Music #1,Percussion  #2
3419,ZIGGURATS #3419,4342,82.35410048536427,8,Aqua,Drums #8,Common Skull,Grey Smoke,Aqua Shaggy,Melody #3,Music #2,Percussion  #1
2159,ZIGGURATS #2159,4343,82.3517800106966,8,Green,Drums #10,Animal Frown,Gold Chain,Green V,Melody #1,Music #9,Percussion  #1
477,ZIGGURATS #477,4344,82.34496645652733,8,Pink,Drums #8,Common Skull,Toxic Smoke,Red V,Melody #3,Music #5,Percussion  #3
4783,ZIGGURATS #4783,4345,82.34179451919532,8,Pink,Drums #11,Bright Eyes,Gold Chain,Aqua V,Melody #4,Music #4,Percussion  #8
4099,ZIGGURATS #4099,4346,82.33803717187223,8,Green,Drums #6,Surprised,Blank,Blue Shaggy,Melody #7,Music #5,Percussion  #4
1563,ZIGGURATS #1563,4347,82.33669204493127,8,Green,Drums #5,Evil Animal,Grey Smoke,Aqua Shaggy,Melody #6,Music #1,Percussion  #5
