ID,Name,Rank,Rarity_Score,Attributes,arm,armor,backdrop,class,headdress,katana,skin
768,Diplomat #768,3307,110.5628021978,7,Green Spirit,Naucloth,Grey Wave,Commoner,Shogunata Teal,Kudan,Human Light
1306,Diplomat #1306,3307,110.5628021978,7,Green Spirit,McFly Red,Pink Wave,Commoner,Shogunata Ice,Mononoke,Human Light
1405,Diplomat #1405,3307,110.5628021978,7,Green Spirit,Vanguard Lite,Gold Portal,Commoner,Horn Mount,Teke Teke,Human Light
1840,Diplomat #1840,3307,110.5628021978,7,Iron Pad,Blue Cloak,Grey Wave,Commoner,Shogunata Ice,Mizuchi,Nekrit
2142,Diplomat #2142,3307,110.5628021978,7,Green Spirit,Vanguard Lite,Steel Portal,Commoner,Prisi Mask,Kechibi,Human Dark
2434,Diplomat #2434,3307,110.5628021978,7,Green Spirit,Strapped Vest,Purple Portal,Commoner,Oval Bead,Mononoke,Human Light
2616,Diplomat #2616,3307,110.5628021978,7,Bishop Steel,Jettison Jacket,Blue Portal,Commoner,Ice Amaterasu,Teke Teke,Nekrit
3126,Diplomat #3126,3307,110.5628021978,7,Green Spirit,Doxx Cloth,Steel Portal,Commoner,Ice Amaterasu,Tsukuyomi,Human Light
3163,Diplomat #3163,3307,110.5628021978,7,Green Spirit,Strapped Vest,Blue Portal,Commoner,Elite Visor,Teke Teke,Human Light
3248,Diplomat #3248,3307,110.5628021978,7,Novice Guard,Jettison Jacket,Purple Portal,Commoner,Visor Amaterasu,Mizuchi,Nekrit
3824,Diplomat #3824,3307,110.5628021978,7,Bishop Steel,Blue Cloak,Pink Wave,Commoner,Prisi Mask,Kechibi,Nekrit
3864,Diplomat #3864,3307,110.5628021978,7,Green Spirit,Strapped Vest,Grey Wave,Commoner,Dynastro,Amikiri,Human Tan
3986,Diplomat #3986,3307,110.5628021978,7,Iron Pad,Blue Cloak,Grey Wave,Commoner,Shogunata Rays,Mononoke,Nekrit
3987,Diplomat #3987,3307,110.5628021978,7,Novice Guard,Jettison Jacket,Grey Wave,Commoner,Oval Bead,Tanuki,Nekrit
4011,Diplomat #4011,3307,110.5628021978,7,Imitation Opal,Opal Crest,Grey Wave,Commoner,Aero Amaterasu,Kechibi,Nekrit
4427,Diplomat #4427,3307,110.5628021978,7,Iron Pad,Blue Cloak,Blue Wave,Commoner,Copper Amaterasu,Mizuchi,Nekrit
675,Diplomat #675,3324,110.5628021978,7,Green Spirit,Opal Crest,Blue Portal,Commoner,Oval Bead,Shinigami,Human Tan
679,Diplomat #679,3324,110.5628021978,7,Green Spirit,Blue Cloak,Blue Portal,Commoner,Oval Bead,Ho-o,Human Dark
1072,Diplomat #1072,3324,110.5628021978,7,Corsaira Red,Blue Cloak,Pink Wave,Commoner,Lilac Amaterasu,Oni,Nekrit
2572,Diplomat #2572,3324,110.5628021978,7,Iron Pad,Blue Cloak,Grey Wave,Commoner,Dynastro,Waira,Blueborn
3044,Diplomat #3044,3324,110.5628021978,7,Green Spirit,Steelknit,Gold Portal,Commoner,Horn Mount,Jami,Human Light
3474,Diplomat #3474,3324,110.5628021978,7,Green Spirit,Opal Crest,Grey Wave,Commoner,Dynastro,Ogama,Human Dark
3480,Diplomat #3480,3324,110.5628021978,7,Green Spirit,Opal Crest,Grey Wave,Commoner,Prisi Mask,Samebito,Human Dark
4214,Diplomat #4214,3324,110.5628021978,7,Bishop Steel,Imitation McFly,Pink Wave,Commoner,Shogunata Ice,Waira,Blueborn
826,Diplomat #826,3332,110.5628021978,7,Corsaira Red,Strapped Vest,Purple Portal,Commoner,Gui Amaterasu,Keneo,Human Dark
1293,Diplomat #1293,3332,110.5628021978,7,Shimonti Spike,Naucloth,Steel Portal,Commoner,Bronze Crown,Oni,Human Light
1311,Diplomat #1311,3332,110.5628021978,7,Green Spirit,McFly Red,Steel Portal,Commoner,Sho Amaterasu,Keneo,Redborn
2212,Diplomat #2212,3332,110.5628021978,7,Imitation Opal,Doxx Cloth,Purple Portal,Commoner,Shogunata Face,Ubume,Blueborn
2312,Diplomat #2312,3332,110.5628021978,7,Green Spirit,McFly Red,Gold Portal,Commoner,Face Guard,Keneo,Human Light
2317,Diplomat #2317,3332,110.5628021978,7,Shimonti Spike,Strapped Vest,Blue Portal,Commoner,Gui Amaterasu,Enenra,Human Dark
2460,Diplomat #2460,3332,110.5628021978,7,Green Spirit,Doxx Cloth,Grey Wave,Commoner,Face Guard,Ningen,Human Dark
2837,Diplomat #2837,3332,110.5628021978,7,Corsaira Red,McFly Red,Grey Wave,Commoner,Shogunata Face,Amikiri,Nekrit
4248,Diplomat #4248,3332,110.5628021978,7,Shimonti Spike,Poor Man Armor,Gold Stripe,Commoner,Shogunata Teeth,Ningen,Redborn
55,Diplomat #55,3341,110.3621399461,7,Foreguard,Jettison Jacket,Blue Wave,Commoner,Bronze Crown,Ningen,Human Light
106,Diplomat #106,3341,110.3621399461,7,Foreguard,Imitation McFly,Pink Wave,Commoner,Sho Amaterasu,Ogama,Human Dark
285,Diplomat #285,3341,110.3621399461,7,Oculeper,Blue Cloak,Pink Wave,Commoner,Sho Amaterasu,Oni,Human Light
430,Diplomat #430,3341,110.3621399461,7,Corsaira Blue,Vanguard Lite,Pink Wave,Commoner,Gui Amaterasu,Kudan,Human Tan
452,Diplomat #452,3341,110.3621399461,7,Copper Top,Blue Cloak,Blue Wave,Commoner,Gui Amaterasu,Shinigami,Human Dark
528,Diplomat #528,3341,110.3621399461,7,Malven Steel,Naucloth,Steel Portal,Commoner,Sho Amaterasu,Mononoke,Human Tan
537,Diplomat #537,3341,110.3621399461,7,Corsaira Blue,Vanguard Lite,Gold Portal,Commoner,Bronze Crown,Amikiri,Human Dark
596,Diplomat #596,3341,110.3621399461,7,Foreguard,McFly Red,Pink Wave,Commoner,Sho Amaterasu,Teke Teke,Human Dark
633,Diplomat #633,3341,110.3621399461,7,Foreguard,Imitation McFly,Purple Portal,Commoner,Lilac Amaterasu,Amikiri,Nekrit
1160,Diplomat #1160,3341,110.3621399461,7,Corsaira Blue,Naucloth,Purple Portal,Commoner,Bronze Crown,Ubume,Human Light
1290,Diplomat #1290,3341,110.3621399461,7,Hammer Black,McFly Red,Blue Portal,Commoner,Sho Amaterasu,Mononoke,Human Tan
1437,Diplomat #1437,3341,110.3621399461,7,Copper Top,Rich Kid Punk,Grey Wave,Commoner,Gui Amaterasu,Tanuki,Human Light
1510,Diplomat #1510,3341,110.3621399461,7,Opal Pad,Rich Kid Punk,Pink Wave,Commoner,Gui Amaterasu,Uwan,Human Light
1542,Diplomat #1542,3341,110.3621399461,7,Bowser Spike,Blue Cloak,Pink Wave,Commoner,Gui Amaterasu,Enenra,Human Tan
1803,Diplomat #1803,3341,110.3621399461,7,Copper Top,Opal Crest,Gold Portal,Commoner,Sho Amaterasu,Issie,Human Light
2020,Diplomat #2020,3341,110.3621399461,7,Green Spirit,McFly Red,Grey Wave,Commoner,Orivac Emerald,Mononoke,Human Dark
2071,Diplomat #2071,3341,110.3621399461,7,Foreguard,Blue Cloak,Blue Wave,Commoner,Sho Amaterasu,Ho-o,Human Tan
2124,Diplomat #2124,3341,110.3621399461,7,White Guard,Blue Cloak,Blue Wave,Commoner,Sho Amaterasu,Ho-o,Human Tan
2236,Diplomat #2236,3341,110.3621399461,7,Corsaira Blue,Doxx Cloth,Blue Wave,Commoner,Bronze Crown,Tsukuyomi,Human Tan
2478,Diplomat #2478,3341,110.3621399461,7,Malven Steel,Imitation McFly,Steel Portal,Commoner,Bronze Crown,Hihi,Human Tan
2643,Diplomat #2643,3341,110.3621399461,7,Oculeper,Vanguard Lite,Steel Portal,Commoner,Gui Amaterasu,Kechibi,Human Dark
2690,Diplomat #2690,3341,110.3621399461,7,White Guard,Vanguard Lite,Grey Wave,Commoner,Bronze Crown,Tanuki,Human Tan
2725,Diplomat #2725,3341,110.3621399461,7,Hammer Top,McFly Red,Blue Wave,Commoner,Gui Amaterasu,Tsukuyomi,Human Light
2760,Diplomat #2760,3341,110.3621399461,7,Copper Top,McFly Black,Blue Wave,Commoner,Sho Amaterasu,Tanuki,Human Dark
2994,Diplomat #2994,3341,110.3621399461,7,Green Spirit,Doxx Cloth,Purple Portal,Commoner,Orivac Emerald,Mizuchi,Human Dark
3034,Diplomat #3034,3341,110.3621399461,7,White Guard,Imitation McFly,Grey Wave,Commoner,Bronze Crown,Ogama,Human Light
3229,Diplomat #3229,3341,110.3621399461,7,Oculeper,Imitation McFly,Blue Portal,Commoner,Gui Amaterasu,Ningen,Human Tan
3294,Diplomat #3294,3341,110.3621399461,7,Foreguard,McFly Red,Gold Portal,Commoner,Gui Amaterasu,Kudan,Human Dark
3300,Diplomat #3300,3341,110.3621399461,7,Bowser Spike,Jettison Jacket,Steel Portal,Commoner,Sho Amaterasu,Jami,Human Light
3385,Diplomat #3385,3341,110.3621399461,7,Copper Top,McFly Red,Blue Wave,Commoner,Sho Amaterasu,Mononoke,Human Tan
3554,Diplomat #3554,3341,110.3621399461,7,Corsaira Blue,Imitation McFly,Pink Wave,Commoner,Sho Amaterasu,Enenra,Human Tan
3684,Diplomat #3684,3341,110.3621399461,7,Hammer Black,Opal Crest,Gold Portal,Commoner,Sho Amaterasu,Ho-o,Human Dark
3975,Diplomat #3975,3341,110.3621399461,7,Corsaira Blue,Jettison Jacket,Gold Portal,Commoner,Sho Amaterasu,Enenra,Human Tan
4055,Diplomat #4055,3341,110.3621399461,7,White Guard,Opal Crest,Steel Portal,Commoner,Gui Amaterasu,Issie,Human Light
4064,Diplomat #4064,3341,110.3621399461,7,Hammer Top,Blue Cloak,Blue Wave,Commoner,Shogunata Face,Kudan,Nekrit
4138,Diplomat #4138,3341,110.3621399461,7,Opal Pad,Rich Kid Punk,Gold Portal,Commoner,Bronze Crown,Mononoke,Human Light
4275,Diplomat #4275,3341,110.3621399461,7,Corsaira Blue,Blue Cloak,Blue Wave,Commoner,Bronze Crown,Enenra,Human Dark
4439,Diplomat #4439,3341,110.3621399461,7,Opal Pad,Jettison Jacket,Steel Portal,Commoner,Bronze Crown,Enenra,Human Tan
4461,Diplomat #4461,3341,110.3621399461,7,Foreguard,Doxx Cloth,Purple Portal,Commoner,Bronze Crown,Mizuchi,Human Dark
4490,Diplomat #4490,3341,110.3621399461,7,Corsaira Blue,Rich Kid Punk,Purple Portal,Commoner,Bronze Crown,Uwan,Human Tan
4117,Diplomat #4117,3381,110.1840521978,7,Novice Guard,Opal Crest,Blue Wave,Commoner,Ice Amaterasu,Gashadokuru,Redborn
4424,Diplomat #4424,3382,110.0217307692,7,Imitation Opal,The Zoot,Grey Wave,Commoner,Prisi Mask,Anmo,Nekrit
647,Diplomat #647,3383,110.0076158624,7,Diodot,Doxx Cloth,Purple Portal,Commoner,Face Guard,Waira,Redborn
4372,Diplomat #4372,3383,110.0076158624,7,Diodot,Steelknit,Purple Portal,Commoner,Lilac Amaterasu,Samebito,Redborn
1123,Diplomat #1123,3385,109.8053021978,7,Orion Steel,Poor Man Armor,Steel Portal,Commoner,Bronze Crown,Kudan,Blueborn
1509,Diplomat #1509,3385,109.8053021978,7,Orion Steel,Vanguard Lite,Gold Stripe,Commoner,Shogunata Teeth,Teke Teke,Human Dark
1949,Diplomat #1949,3385,109.8053021978,7,Iron Pad,Ragged Wear,Pink Wave,Commoner,Shogunata Teeth,Ningen,Human Dark
2229,Diplomat #2229,3385,109.8053021978,7,Orion Steel,Ragged Wear,Grey Wave,Commoner,Shogunata Teeth,Kudan,Human Dark
2776,Diplomat #2776,3385,109.8053021978,7,Bishop Steel,Rich Kid Punk,Gold Stripe,Commoner,Shogunata Teeth,Issie,Human Tan
3141,Diplomat #3141,3385,109.8053021978,7,Corsaira Red,Poor Man Armor,Gold Stripe,Commoner,Shogunata Face,Ningen,Human Tan
3940,Diplomat #3940,3385,109.8053021978,7,Shimonti Spike,Racer Wear,Blue Wave,Commoner,Shogunata Teeth,Kechibi,Human Light
4318,Diplomat #4318,3385,109.8053021978,7,Imitation Opal,Emerald Crock,Steel Portal,Commoner,Shogunata Teeth,Ho-o,Human Dark
3414,Diplomat #3414,3393,109.6357126456,7,Imitation Opal,Opal Crest,Black Portal,Commoner,Lilac Amaterasu,Tanuki,Human Light
883,Diplomat #883,3394,109.6046399461,7,Hammer Black,Gold Crock,Grey Wave,Commoner,Shogunata Teeth,Waira,Human Light
637,Diplomat #637,3395,109.5528021978,7,D'orki Spike,Vanguard Lite,Grey Wave,Commoner,Face Guard,Amikiri,Redborn
2139,Diplomat #2139,3395,109.5528021978,7,D'orki Spike,Imitation McFly,Blue Wave,Commoner,Horn Mount,Tsukuyomi,Redborn
2292,Diplomat #2292,3395,109.5528021978,7,D'orki Spike,Opal Crest,Blue Wave,Commoner,Dynastro,Mononoke,Redborn
2453,Diplomat #2453,3395,109.5528021978,7,D'orki Spike,Opal Crest,Steel Portal,Commoner,Shogunata Rays,Mononoke,Redborn
772,Diplomat #772,3399,109.4077667703,7,Gold Grip,Jettison Jacket,Blue Portal,Commoner,Shogunata Face,Genbu,Human Tan
3616,Diplomat #3616,3400,109.335129784,7,Gold Grip,Blue Cloak,Blue Wave,Commoner,Shogunata Teeth,Ogama,Redborn
8,Diplomat #8,3401,109.2642307692,7,Imitation Opal,Ragged Wear,Purple Portal,Commoner,Shogunata Face,Anmo,Human Dark
412,Diplomat #412,3401,109.2642307692,7,Bishop Steel,Imitation McFly,Grey Wave,Commoner,Gui Amaterasu,Anmo,Blueborn
4054,Diplomat #4054,3401,109.2642307692,7,Iron Pad,Sentinel Vest,Purple Portal,Commoner,Lilac Amaterasu,Anmo,Human Dark
72,Diplomat #72,3404,109.2501158624,7,Diodot,The Zoot,Purple Portal,Commoner,Shogunata Ice,Tsukuyomi,Human Dark
665,Diplomat #665,3404,109.2501158624,7,Diodot,The Zoot,Purple Portal,Commoner,Gui Amaterasu,Oni,Redborn
3815,Diplomat #3815,3404,109.2501158624,7,Diodot,The Zoot,Blue Portal,Commoner,Quadnik,Mononoke,Human Light
1000,Diplomat #1000,3407,109.2258899461,7,Hammer Top,McFly Black,Steel Portal,Commoner,Shogunata Teeth,Gashadokuru,Human Light
1285,Diplomat #1285,3407,109.2258899461,7,Malven Steel,Naucloth,Blue Wave,Commoner,Shogunata Teeth,Gashadokuru,Human Dark
704,Diplomat #704,3409,109.0478021978,7,Bishop Steel,Racer Wear,Pink Wave,Commoner,Sho Amaterasu,Amikiri,Human Light
735,Diplomat #735,3409,109.0478021978,7,Corsaira Red,Opal Crest,Gold Stripe,Commoner,Sho Amaterasu,Uwan,Human Light
986,Diplomat #986,3409,109.0478021978,7,Green Spirit,Naucloth,Gold Stripe,Commoner,Lilac Amaterasu,Amikiri,Human Dark
1098,Diplomat #1098,3409,109.0478021978,7,Iron Pad,Ragged Wear,Pink Wave,Commoner,Bronze Crown,Mizuchi,Human Light
1316,Diplomat #1316,3409,109.0478021978,7,Shimonti Spike,Opal Crest,Gold Stripe,Commoner,Sho Amaterasu,Uwan,Human Tan
1807,Diplomat #1807,3409,109.0478021978,7,Bishop Steel,Emerald Crock,Pink Wave,Commoner,Sho Amaterasu,Mizuchi,Human Dark
2888,Diplomat #2888,3409,109.0478021978,7,Imitation Opal,Gold Crock,Blue Wave,Commoner,Bronze Crown,Teke Teke,Human Dark
2939,Diplomat #2939,3409,109.0478021978,7,Bishop Steel,Racer Wear,Blue Wave,Commoner,Bronze Crown,Kudan,Human Tan
3220,Diplomat #3220,3409,109.0478021978,7,Imitation Opal,Racer Wear,Steel Portal,Commoner,Gui Amaterasu,Teke Teke,Human Light
3225,Diplomat #3225,3409,109.0478021978,7,Novice Guard,Emerald Crock,Pink Wave,Commoner,Sho Amaterasu,Ubume,Human Tan
3241,Diplomat #3241,3409,109.0478021978,7,Novice Guard,Jettison Jacket,Gold Stripe,Commoner,Sho Amaterasu,Ogama,Human Dark
4219,Diplomat #4219,3409,109.0478021978,7,Green Spirit,Racer Wear,Purple Portal,Commoner,Shogunata Face,Mizuchi,Human Dark
4508,Diplomat #4508,3409,109.0478021978,7,Iron Pad,Racer Wear,Gold Portal,Commoner,Sho Amaterasu,Teke Teke,Human Dark
2633,Diplomat #2633,3422,108.8782126456,7,Bishop Steel,The Zoot,Black Portal,Commoner,Sho Amaterasu,Kudan,Human Dark
565,Diplomat #565,3423,108.7953021978,7,D'orki Spike,Poor Man Armor,Pink Wave,Commoner,Elite Visor,Issie,Human Tan
3344,Diplomat #3344,3423,108.7953021978,7,D'orki Spike,Poor Man Armor,Blue Portal,Commoner,Visor Amaterasu,Samebito,Human Light
4521,Diplomat #4521,3423,108.7953021978,7,D'orki Spike,The Zoot,Gold Portal,Commoner,Visor Amaterasu,Hihi,Human Light
1035,Diplomat #1035,3426,108.7090444338,7,Diodot,Steelknit,Blue Wave,Commoner,Sho Amaterasu,Anmo,Redborn
2958,Diplomat #2958,3427,108.6690521978,7,Shimonti Spike,Doxx Cloth,Purple Portal,Commoner,Sho Amaterasu,Gashadokuru,Human Light
4120,Diplomat #4120,3428,108.6383937296,7,Bishop Steel,Athletica,Grey Wave,Commoner,Gui Amaterasu,Genbu,Human Light
1709,Diplomat #1709,3429,108.577629784,7,Gold Grip,McFly Red,Pink Wave,Commoner,Shogunata Face,Tsukuyomi,Human Dark
3042,Diplomat #3042,3429,108.577629784,7,Gold Grip,McFly Black,Blue Portal,Commoner,Lilac Amaterasu,Kechibi,Human Dark
4442,Diplomat #4442,3431,108.5067307692,7,Green Spirit,Poor Man Armor,Steel Portal,Commoner,Gui Amaterasu,Anmo,Blueborn
3050,Diplomat #3050,3432,108.4926158624,7,Diodot,Imitation McFly,Blue Portal,Commoner,Lilac Amaterasu,Kudan,Nekrit
2081,Diplomat #2081,3433,108.4926158624,7,Diodot,Opal Crest,Gold Portal,Commoner,Bronze Crown,Ho-o,Human Dark
3122,Diplomat #3122,3434,108.4683899461,7,Hammer Top,Opal Crest,Pink Wave,Commoner,Sho Amaterasu,Gashadokuru,Human Dark
3057,Diplomat #3057,3435,108.4068406593,7,Ragnarake,Blue Cloak,Blue Portal,Commoner,Shogunata Teeth,Keneo,Human Light
3210,Diplomat #3210,3435,108.4068406593,7,Ragnarake,Strapped Vest,Steel Portal,Commoner,Shogunata Teeth,Kudan,Human Dark
1446,Diplomat #1446,3437,108.3769675324,7,Gold Grip,Steelknit,Steel Portal,Commoner,Orivac Emerald,Waira,Human Dark
147,Diplomat #147,3438,108.3629391841,7,Imitation Opal,Blue Cloak,Blue Wave,Commoner,Shogunata Teal,Genbu,Human Dark
668,Diplomat #668,3438,108.3629391841,7,Iron Pad,Blue Cloak,Grey Wave,Commoner,Ovenbug,Genbu,Human Tan
1943,Diplomat #1943,3438,108.3629391841,7,Novice Guard,Steelknit,Purple Portal,Commoner,Shogunata Rays,Genbu,Human Tan
3213,Diplomat #3213,3438,108.3629391841,7,Iron Pad,Steelknit,Steel Portal,Commoner,Visor Amaterasu,Genbu,Human Dark
3219,Diplomat #3219,3442,108.3629391841,7,Novice Guard,Vanguard Lite,Grey Wave,Commoner,Gui Amaterasu,Genbu,Redborn
2017,Diplomat #2017,3443,108.2903021978,7,Shimonti Spike,Strapped Vest,Blue Portal,Commoner,Shogunata Teeth,Jami,Redborn
2825,Diplomat #2825,3444,108.2903021978,7,Corsaira Red,Poor Man Armor,Blue Wave,Commoner,Prisi Mask,Tsukuyomi,Redborn
4431,Diplomat #4431,3444,108.2903021978,7,Shimonti Spike,Poor Man Armor,Steel Portal,Commoner,Elite Visor,Kechibi,Redborn
194,Diplomat #194,3446,108.2542307692,7,D'orki Spike,Opal Crest,Blue Wave,Commoner,Quadnik,Anmo,Human Tan
1960,Diplomat #1960,3447,108.0896399461,7,Copper Top,Poor Man Armor,Gold Portal,Commoner,Ovenbug,Waira,Redborn
3081,Diplomat #3081,3447,108.0896399461,7,Imitation Opal,Poor Man Armor,Steel Portal,Commoner,Orivac Emerald,Ningen,Redborn
3790,Diplomat #3790,3447,108.0896399461,7,Imitation Opal,The Zoot,Purple Portal,Commoner,Orivac Emerald,Hihi,Redborn
1586,Diplomat #1586,3450,108.0378021978,7,D'orki Spike,Naucloth,Gold Portal,Commoner,Bronze Crown,Shinigami,Human Dark
373,Diplomat #373,3451,108.0365583554,7,Gold Grip,The Zoot,Blue Portal,Commoner,Face Guard,Anmo,Human Dark
154,Diplomat #154,3452,107.820129784,7,Gold Grip,Poor Man Armor,Gold Portal,Commoner,Gui Amaterasu,Oni,Human Dark
332,Diplomat #332,3453,107.8082567433,7,Bishop Steel,Athletica,Blue Wave,Commoner,Sho Amaterasu,Ningen,Human Light
1410,Diplomat #1410,3453,107.8082567433,7,Orion Steel,Athletica,Grey Wave,Commoner,Sho Amaterasu,Mononoke,Human Light
3280,Diplomat #3280,3453,107.8082567433,7,Orion Steel,Athletica,Blue Portal,Commoner,Gui Amaterasu,Kudan,Human Dark
3387,Diplomat #3387,3453,107.8082567433,7,Corsaira Red,Athletica,Blue Portal,Commoner,Sho Amaterasu,Kechibi,Human Light
844,Diplomat #844,3457,107.7492307692,7,Bishop Steel,Steelknit,Purple Portal,Commoner,Aero Amaterasu,Anmo,Redborn
3942,Diplomat #3942,3457,107.7492307692,7,Imitation Opal,Blue Cloak,Gold Portal,Commoner,Ovenbug,Anmo,Redborn
1853,Diplomat #1853,3459,107.7351158624,7,Diodot,Emerald Crock,Gold Portal,Commoner,Shogunata Teeth,Waira,Human Dark
1936,Diplomat #1936,3459,107.7351158624,7,Diodot,Sentinel Vest,Gold Portal,Commoner,Shogunata Teeth,Waira,Human Dark
279,Diplomat #279,3461,107.6493406593,7,Ragnarake,Strapped Vest,Blue Wave,Commoner,Gui Amaterasu,Waira,Human Light
2629,Diplomat #2629,3462,107.6493406593,7,Ragnarake,Jettison Jacket,Gold Portal,Commoner,Gui Amaterasu,Tanuki,Human Tan
26,Diplomat #26,3463,107.5328021978,7,Novice Guard,McFly Black,Gold Portal,Commoner,Oval Bead,Ubume,Human Tan
65,Diplomat #65,3463,107.5328021978,7,Green Spirit,Opal Crest,Gold Portal,Commoner,Elite Visor,Uwan,Redborn
90,Diplomat #90,3463,107.5328021978,7,Imitation Opal,McFly Black,Steel Portal,Commoner,Aero Amaterasu,Teke Teke,Human Light
189,Diplomat #189,3463,107.5328021978,7,Novice Guard,Rich Kid Punk,Pink Wave,Commoner,Ovenbug,Kechibi,Human Dark
276,Diplomat #276,3463,107.5328021978,7,Bishop Steel,Naucloth,Blue Portal,Commoner,Elite Visor,Mononoke,Human Tan
497,Diplomat #497,3463,107.5328021978,7,Bishop Steel,McFly Red,Blue Wave,Commoner,Dark Amaterasu,Kechibi,Human Tan
771,Diplomat #771,3463,107.5328021978,7,Corsaira Red,Vanguard Lite,Blue Portal,Commoner,Face Guard,Amikiri,Human Tan
886,Diplomat #886,3463,107.5328021978,7,Novice Guard,Rich Kid Punk,Purple Portal,Commoner,Shogunata Rays,Amikiri,Human Tan
1003,Diplomat #1003,3463,107.5328021978,7,Imitation Opal,Doxx Cloth,Purple Portal,Commoner,Visor Amaterasu,Ubume,Human Light
1155,Diplomat #1155,3463,107.5328021978,7,Orion Steel,Naucloth,Purple Portal,Commoner,Shogunata Teal,Waira,Human Light
1259,Diplomat #1259,3463,107.5328021978,7,Imitation Opal,McFly Red,Purple Portal,Commoner,Ice Amaterasu,Mizuchi,Human Dark
1329,Diplomat #1329,3463,107.5328021978,7,Iron Pad,Rich Kid Punk,Blue Wave,Commoner,Visor Amaterasu,Tsukuyomi,Human Light
1468,Diplomat #1468,3463,107.5328021978,7,Iron Pad,Rich Kid Punk,Pink Wave,Commoner,Dark Amaterasu,Tsukuyomi,Human Tan
1518,Diplomat #1518,3463,107.5328021978,7,Bishop Steel,Vanguard Lite,Purple Portal,Commoner,Elite Visor,Tsukuyomi,Human Light
1584,Diplomat #1584,3463,107.5328021978,7,Imitation Opal,Strapped Vest,Blue Portal,Commoner,Oval Bead,Mizuchi,Human Light
1748,Diplomat #1748,3463,107.5328021978,7,Imitation Opal,McFly Red,Gold Portal,Commoner,Visor Amaterasu,Teke Teke,Human Light
1772,Diplomat #1772,3463,107.5328021978,7,Bishop Steel,McFly Red,Grey Wave,Commoner,Horn Mount,Ubume,Human Dark
1787,Diplomat #1787,3463,107.5328021978,7,Novice Guard,Strapped Vest,Pink Wave,Commoner,Aero Amaterasu,Teke Teke,Human Light
1940,Diplomat #1940,3463,107.5328021978,7,Bishop Steel,Rich Kid Punk,Grey Wave,Commoner,Shogunata Ice,Teke Teke,Human Light
1948,Diplomat #1948,3463,107.5328021978,7,Bishop Steel,Rich Kid Punk,Grey Wave,Commoner,Aero Amaterasu,Tanuki,Human Dark
1953,Diplomat #1953,3463,107.5328021978,7,Orion Steel,Vanguard Lite,Gold Portal,Commoner,Face Guard,Tsukuyomi,Human Tan
1981,Diplomat #1981,3463,107.5328021978,7,Iron Pad,Strapped Vest,Blue Wave,Commoner,Copper Amaterasu,Mizuchi,Human Tan
2006,Diplomat #2006,3463,107.5328021978,7,Bishop Steel,Strapped Vest,Blue Portal,Commoner,Shogunata Teal,Tanuki,Human Light
2268,Diplomat #2268,3463,107.5328021978,7,Imitation Opal,Vanguard Lite,Steel Portal,Commoner,Oval Bead,Mononoke,Human Dark
2287,Diplomat #2287,3463,107.5328021978,7,Bishop Steel,McFly Red,Gold Portal,Commoner,Dynastro,Kechibi,Human Light
2377,Diplomat #2377,3463,107.5328021978,7,Bishop Steel,Naucloth,Blue Wave,Commoner,Shogunata Teal,Mizuchi,Human Tan
2593,Diplomat #2593,3463,107.5328021978,7,Novice Guard,Strapped Vest,Steel Portal,Commoner,Oval Bead,Kechibi,Human Light
2803,Diplomat #2803,3463,107.5328021978,7,Imitation Opal,McFly Black,Grey Wave,Commoner,Ovenbug,Tanuki,Human Tan
2816,Diplomat #2816,3463,107.5328021978,7,Novice Guard,McFly Black,Purple Portal,Commoner,Prisi Mask,Kudan,Human Light
2948,Diplomat #2948,3463,107.5328021978,7,Bishop Steel,Naucloth,Purple Portal,Commoner,Aero Amaterasu,Amikiri,Human Dark
2999,Diplomat #2999,3463,107.5328021978,7,Bishop Steel,Naucloth,Grey Wave,Commoner,Quadnik,Kechibi,Human Tan
3167,Diplomat #3167,3463,107.5328021978,7,Imitation Opal,Rich Kid Punk,Gold Portal,Commoner,Shogunata Teal,Kudan,Human Dark
3259,Diplomat #3259,3463,107.5328021978,7,Novice Guard,McFly Black,Purple Portal,Commoner,Ice Amaterasu,Tsukuyomi,Human Light
3305,Diplomat #3305,3463,107.5328021978,7,Iron Pad,Vanguard Lite,Purple Portal,Commoner,Shogunata Teal,Kechibi,Human Light
3455,Diplomat #3455,3463,107.5328021978,7,Imitation Opal,Vanguard Lite,Grey Wave,Commoner,Ice Amaterasu,Mononoke,Human Light
3656,Diplomat #3656,3463,107.5328021978,7,Shimonti Spike,Doxx Cloth,Gold Portal,Commoner,Horn Mount,Waira,Human Dark
4056,Diplomat #4056,3463,107.5328021978,7,Novice Guard,McFly Black,Gold Portal,Commoner,Quadnik,Tanuki,Human Light
4188,Diplomat #4188,3463,107.5328021978,7,Imitation Opal,McFly Red,Blue Portal,Commoner,Shogunata Teal,Uwan,Human Light
4259,Diplomat #4259,3463,107.5328021978,7,Novice Guard,Strapped Vest,Blue Wave,Commoner,Ice Amaterasu,Tsukuyomi,Human Dark
4334,Diplomat #4334,3463,107.5328021978,7,Iron Pad,Doxx Cloth,Blue Wave,Commoner,Dynastro,Tsukuyomi,Human Light
4405,Diplomat #4405,3463,107.5328021978,7,Shimonti Spike,Rich Kid Punk,Grey Wave,Commoner,Face Guard,Tsukuyomi,Human Tan
4435,Diplomat #4435,3463,107.5328021978,7,Corsaira Red,Rich Kid Punk,Blue Portal,Commoner,Face Guard,Ubume,Human Light
