ID,Name,Rank,Rarity_Score,Arms,Attributes,Background,Bandana,Eyes,Grill,Head,Nose,Skin,Torso,Tribe,Wings
3759,Flux #3759,3037,172.5325993785,Regulators,10,Tribal Blue Dreams,none,Shadow Warrior,Minty Fresh,Wood Stock,Tracks,Stone,Suede,st,NY Fat
1818,Flux #1818,3038,172.5264440586,Handstyles,11,Regz,Minty Fresh,Woke,Panther,Bull Run,Bullish Silver,Minty Fresh,Baller,420 Familia,Mint Buff
1756,Flux #1756,3039,172.5242915079,Earth Worship,10,Blue Dreams,Minty Fresh,3rd Eye Trust,Berry,Marker,Tracks,Tangerine,none,Future Primitives,Level Up
3923,Flux #3923,3040,172.5113220193,Vines,10,Tribal Blue Dreams,none,Hornet,Kush,Buck Teeth,Bullish Golden,Underwater,Hungry,st,Panther Buff
2514,Flux #2514,3041,172.5010546401,Ceremonial,10,Minty Fresh,none,Concrete,Drippy,Lurkers,Bullish Golden,Panther,JPEGS,ij,Damascus
1441,Flux #1441,3042,172.4935877815,Ceremonial,11,Tribal Blue Dreams,Minty Fresh,All Seeing Eye,Kush,Marker,Bullish Golden,Urban Camo,Yeah Dope,Future Primitives,Panther Buff
2728,Flux #2728,3043,172.4913213344,Golden Eggs,10,Tribal Blue Dreams,none,Headset,Sativa,3rd Eye Laker,Worship,Overcast,Strong,st,Demigod
1924,Flux #1924,3044,172.4865681394,Ceremonial,10,Pinky Power,none,SUS,Dope Grill,HODL,Bullish Golden,Hulk,Hungry,kl,Mint Buff
4015,Flux #4015,3045,172.4754427689,Tribal Signs Armour,9,Pinky Power,none,Liquid Lust,Berry,Panther Print,Bullish Golden,Pinky Power,Hungry,gh,none
4164,Flux #4164,3046,172.4649410192,Sensei Armour,9,Purple Haze,none,Headset,Purps,Basic Back Up,Honour Bone,Grimm,Suede,ij,none
3385,Flux #3385,3047,172.4565349356,Ceremonial,10,Regz,none,Liquid Lust,Purps,Angel,Honour Bone,Purple Haze,Baller,gh,Damascus
3963,Flux #3963,3048,172.455460217,Rope Bind,10,Purple Haze,none,3rd Eye Bugged,Gold Digger,Basic Back Up,Staunch,Pool,Suede,gh,Level Up
3989,Flux #3989,3049,172.4530056041,Sensei Armour,10,Minty Fresh,none,Pink Eye,Tribal,Universal Banana,Phat,Grape,Panther Furrr,kl,Level Up
2685,Flux #2685,3050,172.4424548236,Vines,10,Purple Haze,none,Cyclops Mask,Panther,Stoned,Honour Bone,Underwater,Suede,kl,Level Up
1270,Flux #1270,3051,172.4328820305,Fire Signs,11,Blue Dreams,Minty Fresh,SUS,Cheetah Laker,Demigod,Bullish Golden,Purple Haze,Panther Furrr,Meta Maker,Panther Buff
3651,Flux #3651,3052,172.4276718325,Fire Signs,10,Pinky Power,none,All Seeing Eye,Drippy,Gas Wars 21,Jr Bone,Pinky Power,OG Flux,st,NY Fat
3834,Flux #3834,3053,172.4178974559,Golden Eggs,10,Sunny,none,Concrete,Berry,Bull Run,Bullish Golden,Urban Camo,Hungry,mn,Level Up
692,Flux #692,3054,172.3945764912,Fury,11,Purple Haze,Sunny Side,Cyclops Mask,Purps,Bull Run,Honour Bone,Leopard,Panther Furrr,420 Familia,Damascus
3687,Flux #3687,3055,172.3920902649,Fury,10,Purple Haze,none,Blasted,Drippy,REKT,Honour Bone,Sunny,Suede,st,Demigod
1290,Flux #1290,3056,172.39185467,Regulators,11,Blue Dreams,Sunny Side,Flame Walker,Purps,Lurkers,Tracks,Purple Haze,Panther Furrr,Meta Maker,NY Fat
2933,Flux #2933,3057,172.3801211365,Vines,10,Sunny,none,Liquid Lust,Drippy,Drippy,Phat,Tangerine,Yeah Dope,gh,Stock Cap
3582,Flux #3582,3058,172.3740246282,Rope Bind,10,Blue Dreams,none,All Seeing Eye,Drippy,Marker,Jr Bone,Pinky Power,Yeah Dope,gh,Panther Buff
1783,Flux #1783,3059,172.3613964406,Vines,11,Regz,Minty Fresh,Concrete,Purps,REKT,Phat,Hulk,Suede,Creative Creatures,Archangel
2307,Flux #2307,3060,172.3411800418,Earth Worship,9,Blue Dreams,none,3rd Eye Trust,GM,Marker,Phat,Fingerprint,none,Deviant Devs,Demigod
1588,Flux #1588,3061,172.3409926353,Tribal Signs Armour,9,Blue Dreams,none,Husky,Sativa,3rd Eye Laker,Tracks,Underwater,Strong,Trackside Tyrants,none
4092,Flux #4092,3062,172.3359442588,Pinkish,9,Tribal Blue Dreams,none,Night Vision,Purps,Angel,Staunch,Purple Haze,Panther Furrr,kl,none
2884,Flux #2884,3063,172.3270820677,Sensei Armour,10,Sunny,none,Shadow Warrior,Berry,Angel,Jr Bone,Khaki,Gold Tooth,qr,Stock Cap
1592,Flux #1592,3064,172.3104257759,Vines,11,Khaki,Minty Fresh,3rd Eye Woke,Drippy,Buck Teeth,Bullish Golden,Hulk,Gold Tooth,Future Primitives,Level Up
3591,Flux #3591,3065,172.3072560241,Pinkish,10,Purple Haze,none,Laker,Purps,Floater,Honour Bone,Purple Haze,Yeah Dope,ij,Archangel
4090,Flux #4090,3066,172.2888405242,Vines,9,Pinky Power,none,Cyclops Mask,Sativa,Universal Banana,Phat,Pinky Power,JPEGS,ij,none
1359,Flux #1359,3067,172.2865049367,Golden Eggs,11,Sunny,Minty Fresh,Blasted,Blueprint,Buck Teeth,Phat,Pool,Gold Tooth,Blockchain Vandals,Demigod
3129,Flux #3129,3068,172.2788528754,Earth Worship,10,Blue Dreams,none,Concrete,Cracked Gold,HODL,Tracks,Fingerprint,Yeah Dope,Future Primitives,Stock Cap
1692,Flux #1692,3069,172.265312516,Tribal Signs Armour,10,Orange Kush,Minty Fresh,Chill,Blood Orange,Hardcore Fat,Tracks,Leopard,Hungry,Future Primitives,none
4172,Flux #4172,3070,172.2589794675,Handstyles,9,Tribal Blue Dreams,none,Hornet,Kush,REKT,Honour Bone,Tangerine,JPEGS,ij,none
2734,Flux #2734,3071,172.2475479127,Regulators,10,Blue Dreams,none,Emerald Gaze,Kush,3rd Eye Laker,Phat,Pool,Gold Tooth,gh,Panther Buff
1656,Flux #1656,3072,172.2302350436,Cheetah,10,Green Goblin,none,Husky,Bandaged,Universal Banana,Staunch,Khaki,Gold Tooth,Blockchain Vandals,Panther Buff
2651,Flux #2651,3073,172.2274334094,Ceremonial,9,Sunny,none,3rd Eye Woke,Gold Digger,Buck Teeth,Jr Bone,Hulk,Baller,ij,none
2323,Flux #2323,3074,172.223254753,Rope Bind,10,Khaki,none,Golden Eye,Gold Digger,Gas Wars 21,Tracks,Grimm,JPEGS,Late Night Lurkers,Demigod
1107,Flux #1107,3075,172.2209224361,Rope Bind,9,Sunny,Minty Fresh,Blasted,Drippy,Stoned,Honour Bone,Overcast,none,Blockchain Vandals,none
3632,Flux #3632,3076,172.2178675866,Pinkish,10,Pinky Power,none,Hornet,Smile,Lurkers,Honour Bone,Urban Camo,Panther Furrr,st,Archangel
3669,Flux #3669,3077,172.2148769749,Vines,10,Regz,none,Hornet,Gold Digger,Bull Run,Honour Bone,Overcast,Panther Furrr,op,Archangel
1385,Flux #1385,3078,172.2083609599,Rope Bind,11,Orange Kush,Minty Fresh,SUS,OG,REKT,Bullish Golden,Panther,Gold Tooth,420 Familia,Stock Cap
1808,Flux #1808,3079,172.203241886,Ceremonial,11,Minty Fresh,Minty Fresh,Hornet,Bandaged,Happy Camper,Phat,Tangerine,Gold Tooth,Meta Maker,Mint Buff
3717,Flux #3717,3080,172.1906081976,Ceremonial,9,Orange Kush,none,Night Vision,Kush,Lurkers,Bullish Golden,Pool,OG Flux,kl,none
2961,Flux #2961,3081,172.1825383119,Cheetah,10,Green Goblin,none,Night Vision,Cheetah Laker,Angel,Bullish Golden,Urban Camo,Panther Furrr,Yesterdays Children,Demigod
1569,Flux #1569,3082,172.1780716499,Fire Signs,10,Blue Dreams,none,3rd Eye Trust,Panther,Angel,Bullish Silver,Panther,Suede,Yesterdays Children,Patchwork Golden
1848,Flux #1848,3083,172.1769103611,Sicheezy Armour,10,Regz,none,Woke,Blood Orange,Gas Wars 21,Honour Bone,Grape,JPEGS,Meta Maker,Mint Buff
3553,Flux #3553,3084,172.1487083,Earth Worship,10,Tribal Blue Dreams,none,Pink Eye,Berry,Universal Banana,Tracks,Leopard,Panther Furrr,gh,NY Fat
3506,Flux #3506,3085,172.130322713,none,9,Minty Fresh,none,All Seeing Eye,Blueprint,Demigod,Bullish Golden,Animal Chin,Strong,Creative Creatures,Damascus
1396,Flux #1396,3086,172.1295217511,Golden Eggs,11,Minty Fresh,Minty Fresh,Golden Eye,Shattered,Dragon Fly,Jr Bone,Pool,Gold Tooth,Meta Maker,Level Up
2645,Flux #2645,3087,172.1216200605,Sensei Armour,10,Purple Haze,none,3rd Eye Bugged,Berry,Cheetah,Jr Bone,Minty Fresh,Furrr,ij,Mint Buff
1931,sichwarrior,3088,172.1178942078,Sicheezy Armour,10,Khaki,none,Pink Eye,Bandaged,Buck Teeth,Phat,Sunny,Strong,Creative Creatures,Stock Cap
3894,Flux #3894,3089,172.117289386,Golden Eggs,10,Pinky Power,none,Headset,Berry,Demigod,Tracks,Purple Haze,Furrr,op,Damascus
2303,Flux #2303,3090,172.1137444073,none,9,Purple Haze,none,Blind King,Cracked Gold,Floater,Staunch,Tangerine,Furrr,Trackside Tyrants,Damascus
862,Flux #862,3091,172.1023767562,Fire Signs,11,Purple Haze,Magneto,3rd Eye Trust,Shattered,Universal Banana,Honour Bone,Pool,OG Flux,Meta Maker,Stock Cap
3336,Flux #3336,3092,172.0949501861,Golden Eggs,10,Sunny,none,Blind King,Drippy,Floater,Honour Bone,Panther,Yeah Dope,qr,Mint Buff
1618,Flux #1618,3093,172.057870237,Earth Worship,10,Khaki,none,Concrete,Cracked Gold,Buck Teeth,Staunch,Grape,Hungry,Blockchain Vandals,Damascus
3794,Flux #3794,3094,172.0449912751,Tribal Signs Armour,10,Regz,none,Headset,Smile,Happy Camper,Phat,Pinky Power,Furrr,gh,Panther Buff
1755,Flux #1755,3095,172.0392318049,Regulators,10,Regz,none,Flame Walker,GM,Hardcore Fat,Worship,Purple Haze,Gold Tooth,420 Familia,Patchwork Golden
3804,Flux #3804,3096,172.0329791994,Golden Eggs,10,Sunny,none,3rd Eye Woke,Drippy,Lurkers,Phat,Fingerprint,Gold Tooth,ab,Mint Buff
2496,Flux #2496,3097,172.0252135123,Regulators,10,Blue Dreams,none,Chill,Tribal,Bull Run,Tracks,Minty Fresh,JPEGS,kl,Damascus
3374,Flux #3374,3098,172.007130452,Vines,10,Minty Fresh,none,Concrete,Panther,Demigod,Tracks,Leopard,JPEGS,kl,Stock Cap
1523,Flux #1523,3099,172.0045489136,Sicheezy Armour,9,Regz,none,Liquid Lust,Cheetah Laker,Panther Print,Tracks,Pool,none,Deviant Devs,Level Up
3073,Flux #3073,3100,171.9900621272,Vines,10,Regz,none,Hornet,Drippy,Marker,Staunch,Underwater,Panther Furrr,st,Mint Buff
2953,Flux #2953,3101,171.9808847341,Ceremonial,10,Regz,none,Laker,Kush,Floater,Honour Bone,Stone,Gold Tooth,kl,Damascus
3959,Flux #3959,3102,171.9783687891,Handstyles,10,Orange Kush,none,Pink Eye,Tribal,Angel,Bullish Golden,Hulk,Gold Tooth,gh,Damascus
3407,Flux #3407,3103,171.9743196035,Vines,10,Pinky Power,none,Flame Walker,Smile,Wood Stock,Staunch,Purple Haze,Furrr,cd,Level Up
3809,Flux #3809,3104,171.9723263107,Regulators,9,Pinky Power,none,SUS,Shattered,Third Eye Laker,Honour Bone,Grimm,Yeah Dope,kl,none
2040,Flux #2040,3105,171.9611909411,Sicheezy Armour,10,Blue Dreams,none,Blind King,GM,Demigod,Bullish Silver,Grimm,JPEGS,Fatcap Fanatics,Archangel
365,Flux #365,3106,171.9568257274,Rope Bind,9,Purple Haze,none,Concrete,Cheetah Laker,REKT,Jr Bone,Minty Fresh,none,Blockchain Vandals,Damascus
3875,Flux #3875,3107,171.956111371,Golden Eggs,10,Purple Haze,none,Husky,Bandaged,Panther Print,Bullish Golden,Overcast,Baller,gh,Demigod
1196,Flux #1196,3108,171.9533898072,Warrior,11,Blue Dreams,Minty Fresh,Pink Eye,Minty Fresh,Bull Run,Worship,Purple Haze,Hungry,Yesterdays Children,Archangel
3850,Flux #3850,3109,171.9504806695,Ceremonial,10,Minty Fresh,none,SUS,Shattered,Hardcore Fat,Phat,Overcast,Panther Furrr,ij,Mint Buff
1840,Flux #1840,3110,171.9482614914,none,9,Regz,none,Woke,Tribal,Third Eye Laker,Bullish Golden,Stone,JPEGS,Yesterdays Children,NY Fat
1948,Flux #1948,3111,171.9468584197,Sicheezy Armour,10,Orange Kush,none,Night Vision,Purps,Third Eye Laker,Phat,Animal Chin,JPEGS,Fatcap Fanatics,Damascus
567,Flux #567,3112,171.9455418318,Warrior,10,Pinky Power,Minty Fresh,3rd Eye Trust,OG,Dragon Fly,Bullish Golden,Stone,none,Fatcap Fanatics,Archangel
1550,Flux #1550,3113,171.9445421066,Sensei Armour,11,Purple Haze,Minty Fresh,Shadow Warrior,Tribal,Wood Stock,Bullish Golden,Minty Fresh,Gold Tooth,Fatcap Fanatics,Stock Cap
1273,Flux #1273,3114,171.9256765001,Sicheezy Armour,9,Purple Haze,none,3rd Eye Bugged,Cracked Gold,Demigod,Bullish Golden,Sunny,JPEGS,Creative Creatures,none
524,Flux #524,3115,171.9191168557,Sicheezy Armour,10,Green Goblin,none,Golden Eye,Kush,Panther Print,Tracks,Hulk,Baller,Yesterdays Children,Panther Buff
3182,Flux #3182,3116,171.9125928737,Golden Eggs,9,Orange Kush,none,All Seeing Eye,Minty Fresh,Lurkers,Worship,Overcast,Gold Tooth,kl,none
528,Flux #528,3117,171.9060960545,Sicheezy Armour,10,Tribal Blue Dreams,none,3rd Eye Trust,Dope Grill,3rd Eye Laker,Worship,Urban Camo,JPEGS,Blockchain Vandals,Demigod
4062,Flux #4062,3118,171.9013513001,Warrior,10,Purple Haze,none,Flame Walker,Shattered,Angel,Phat,Tangerine,Baller,st,Panther Buff
997,Fluxbusta,3119,171.8975435409,Tribal Signs Armour,11,Sunny,Minty Fresh,Flame Walker,Bandaged,Floater,Honour Bone,Leopard,Gold Tooth,Meta Maker,Demigod
3535,Flux #3535,3120,171.8933263961,Ceremonial,10,Pinky Power,none,All Seeing Eye,Drippy,Hardcore Fat,Bullish Golden,Leopard,JPEGS,qr,Level Up
2316,Flux #2316,3121,171.8932090822,Earth Worship,9,Tribal Blue Dreams,none,Pink Eye,Blueprint,Third Eye Laker,Phat,Pinky Power,none,Fatcap Fanatics,NY Fat
2647,Flux #2647,3122,171.882909056,Fire Signs,10,Pinky Power,none,Chill,Bandaged,Happy Camper,Honour Bone,Urban Camo,Baller,kl,Mint Buff
3118,Flux #3118,3123,171.8813182477,Pinkish,10,Khaki,none,Pink Eye,GM,Third Eye Laker,Tracks,Stone,Baller,Future Primitives,Stock Cap
1702,Bludger,3124,171.8760748849,Fire Signs,10,Sunny,Minty Fresh,All Seeing Eye,GM,Buck Teeth,Bullish Golden,Animal Chin,Furrr,Creative Creatures,none
3798,Flux #3798,3125,171.8676011841,Handstyles,10,Sunny,none,Laker,Purps,Angel,Honour Bone,Sunny,Strong,qr,Panther Buff
2494,Flux #2494,3126,171.8589206972,Golden Eggs,9,Tribal Blue Dreams,none,All Seeing Eye,GM,Bull Run,Honour Bone,Stone,OG Flux,gh,none
1573,Flux #1573,3127,171.8554540203,Regulators,11,Minty Fresh,Minty Fresh,Pink Eye,Bandaged,Bull Run,Tracks,Tangerine,Strong,Creative Creatures,Level Up
1774,Flux #1774,3128,171.8506052963,none,10,Sunny,Minty Fresh,Flame Walker,Cracked Gold,Gas Wars 21,Tracks,Pool,Gold Tooth,Meta Maker,Archangel
2156,Flux #2156,3129,171.825762918,Fire Signs,9,Sunny,none,Blind King,Cheetah Laker,HODL,Jr Bone,Panther,none,420 Familia,Stock Cap
3781,Flux #3781,3130,171.8240026118,Ceremonial,10,Minty Fresh,none,Laker,Berry,Drippy,Phat,Tangerine,JPEGS,kl,Demigod
2378,Flux #2378,3131,171.8175770708,Warrior,9,Tribal Blue Dreams,none,Husky,Shattered,Drippy,Bullish Silver,Fingerprint,none,Blockchain Vandals,Panther Buff
2504,Flux #2504,3132,171.8170314255,Vines,10,Pinky Power,none,Chill,Kush,Drippy,Worship,Tangerine,Hungry,gh,Damascus
1174,Flux #1174,3133,171.8126020487,Pinkish,11,Tribal Blue Dreams,Minty Fresh,Blind King,Drippy,Marker,Honour Bone,Tangerine,Strong,Fatcap Fanatics,Mint Buff
3726,Flux #3726,3134,171.8042255738,Vines,10,Pinky Power,none,SUS,OG,Happy Camper,Worship,Minty Fresh,Furrr,ab,Level Up
2823,Flux #2823,3135,171.8002371674,Tribal Signs Armour,10,Khaki,none,Cyclops Mask,Drippy,Angel,Bullish Golden,Stone,Gold Tooth,ij,Panther Buff
1444,Flux #1444,3136,171.7987080424,Tribal Signs Armour,11,Orange Kush,Minty Fresh,3rd Eye Woke,Panther,Marker,Worship,Hulk,Baller,Trackside Tyrants,Level Up
2117,Flux #2117,3137,171.7978019316,Rope Bind,10,Green Goblin,none,Husky,Berry,Basic Back Up,Tracks,Grimm,Yeah Dope,Trackside Tyrants,Level Up
2458,Flux #2458,3138,171.7976065784,none,9,Tribal Blue Dreams,none,Liquid Lust,Smile,Dragon Fly,Bullish Silver,Grimm,Hungry,Trackside Tyrants,NY Fat
3699,Flux #3699,3139,171.7923810189,Tribal Signs Armour,10,Pinky Power,none,Hornet,Sativa,Gas Wars 21,Bullish Golden,Stone,Hungry,gh,Archangel
2295,Flux #2295,3140,171.7870004047,Cheetah,10,Green Goblin,none,Pink Eye,Dope Grill,Stoned,Bullish Silver,Tangerine,Strong,420 Familia,Demigod
2405,Flux #2405,3141,171.7764545715,Sicheezy Armour,10,Tribal Blue Dreams,none,Night Vision,Minty Fresh,HODL,Tracks,Pinky Power,JPEGS,Yesterdays Children,Archangel
3047,Flux #3047,3142,171.7704138537,Fury,10,Green Goblin,none,Woke,GM,Universal Banana,Bullish Silver,Grimm,Furrr,Fatcap Fanatics,NY Fat
2447,Flux #2447,3143,171.7517916744,none,9,Blue Dreams,none,Woke,GM,HODL,Bullish Silver,Stone,Furrr,420 Familia,Archangel
2107,Flux #2107,3144,171.7480662005,Handstyles,10,Green Goblin,none,Cyclops Mask,Blood Orange,Stoned,Tracks,Panther,JPEGS,Yesterdays Children,Panther Buff
3285,Flux #3285,3145,171.7325333335,Handstyles,10,Regz,none,Shadow Warrior,Panther,Gas Wars 21,Staunch,Leopard,Hungry,kl,Demigod
3361,Flux #3361,3146,171.7318094793,Regulators,10,Regz,none,Cyclops Mask,Sativa,Marker,Honour Bone,Urban Camo,Gold Tooth,qr,NY Fat
1114,Flux #1114,3147,171.7270366712,Warrior,10,Khaki,none,Blasted,Drippy,Cheetah,Bullish Silver,Underwater,Gold Tooth,Yesterdays Children,Demigod
1769,Flux #1769,3148,171.723279608,Cheetah,9,Minty Fresh,none,Golden Eye,Bandaged,Basic Back Up,Bullish Golden,Pool,none,Yesterdays Children,NY Fat
2030,Winged Heretic,3149,171.7184772875,Sicheezy Armour,10,Blue Dreams,none,Husky,Blood Orange,Demigod,Staunch,Leopard,Hungry,Yesterdays Children,Damascus
3672,Flux #3672,3150,171.7178316244,Handstyles,10,Regz,none,Laker,Panther,Demigod,Bullish Golden,Overcast,Panther Furrr,ij,Damascus
3170,Flux #3170,3151,171.7147155026,Vines,9,Blue Dreams,none,SUS,Purps,Buck Teeth,Bullish Silver,Purple Haze,none,kl,Mint Buff
178,Flux #178,3152,171.7125004903,Handstyles,11,Blue Dreams,Minty Fresh,Headset,Drippy,Universal Banana,Bullish Silver,Underwater,Baller,Creative Creatures,Stock Cap
2533,Flux #2533,3153,171.7093533335,Warrior,10,Tribal Blue Dreams,none,All Seeing Eye,Bandaged,Angel,Honour Bone,Urban Camo,Suede,st,Archangel
3940,Flux #3940,3154,171.7066778356,none,9,Blue Dreams,none,Hornet,Drippy,Lurkers,Bullish Silver,Pool,Baller,kl,Demigod
3353,Flux #3353,3155,171.7038718815,Earth Worship,10,Orange Kush,none,Chill,Cheetah Laker,REKT,Worship,Grape,OG Flux,Late Night Lurkers,Panther Buff
2250,Flux #2250,3156,171.6992857186,none,9,Regz,none,Blasted,Cheetah Laker,Gas Wars 21,Bullish Golden,Tangerine,Gold Tooth,Future Primitives,NY Fat
1735,Flux #1735,3157,171.6975952643,Rope Bind,10,Tribal Blue Dreams,none,3rd Eye Trust,OG,3rd Eye Fly,Staunch,Pool,Hungry,Creative Creatures,Demigod
1807,Flux #1807,3158,171.6836377412,Regulators,10,Orange Kush,none,Chill,Sativa,Universal Banana,Tracks,Tangerine,Panther Furrr,Trackside Tyrants,Patchwork Golden
1966,Flux #1966,3159,171.6814111359,Vines,10,Blue Dreams,none,Liquid Lust,Panther,3rd Eye Fly,Bullish Golden,Leopard,Hungry,Fatcap Fanatics,Mint Buff
2812,Flux #2812,3160,171.6798361958,Cheetah,10,Tribal Blue Dreams,none,Husky,Drippy,Bull Run,Phat,Pool,Furrr,kl,Demigod
1623,Daze McFlux,3161,171.6709672021,Sensei Armour,10,Tribal Blue Dreams,Minty Fresh,Shadow Warrior,Blood Orange,Wood Stock,Phat,Fingerprint,JPEGS,Deviant Devs,none
1830,Flux #1830,3162,171.6469373716,Golden Eggs,11,Regz,Minty Fresh,3rd Eye Bugged,OG,Angel,Phat,Fingerprint,Furrr,Fatcap Fanatics,Mint Buff
3973,Flux #3973,3163,171.6408546355,Tribal Signs Armour,10,Blue Dreams,none,Flame Walker,OG,Universal Banana,Staunch,Pinky Power,Hungry,qr,NY Fat
865,Flux #865,3164,171.6344250651,Regulators,10,Purple Haze,none,Flame Walker,Blood Orange,Panther Print,Jr Bone,Grape,Strong,Meta Maker,Patchwork Golden
869,Bitcoinski,3165,171.6284501066,Vines,10,Regz,Sunny Side,Cyclops Mask,Tribal,Lurkers,Worship,Hulk,Suede,Deviant Devs,none
3701,Flux #3701,3166,171.5932586552,Regulators,10,Regz,none,Blasted,Smile,Lurkers,Honour Bone,Grape,JPEGS,ij,Mint Buff
3969,Flux #3969,3167,171.571913892,Sensei Armour,9,Blue Dreams,none,Hornet,Drippy,Panther Print,Staunch,Khaki,Baller,st,none
3412,Flux #3412,3168,171.5542972466,Fire Signs,10,Orange Kush,none,Blind King,Kush,Marker,Bullish Silver,Minty Fresh,Hungry,kl,Damascus
910,Flux #910,3169,171.53800769,Tribal Signs Armour,10,Blue Dreams,Magneto,Hornet,Tribal,Angel,Jr Bone,Leopard,Furrr,Creative Creatures,none
4135,Flux #4135,3170,171.5182449135,Vines,9,Orange Kush,none,Golden Eye,Cracked Gold,Gas Wars 21,Honour Bone,Underwater,Baller,Meta Maker,none
300,Flux #300,3171,171.5104082598,none,9,Orange Kush,Crips,Headset,Smile,Marker,Tracks,Pool,Hungry,Yesterdays Children,none
2980,Flux #2980,3172,171.5010897294,Regulators,10,Regz,none,Hornet,Smile,Drippy,Staunch,Pinky Power,Hungry,st,NY Fat
2665,Flux #2665,3173,171.4927821379,Vines,10,Sunny,none,Concrete,Purps,Basic Back Up,Worship,Purple Haze,Gold Tooth,ij,NY Fat
3750,Flux #3750,3174,171.4889709164,Rope Bind,10,Pinky Power,none,Laker,Smile,Lurkers,Jr Bone,Purple Haze,Furrr,kl,Damascus
1777,Flux #1777,3175,171.4870694797,Pinkish,9,Tribal Blue Dreams,none,3rd Eye Trust,Minty Fresh,Dragon Fly,Bullish Silver,Hulk,none,Creative Creatures,Level Up
2439,Flux #2439,3176,171.460096913,Sensei Armour,10,Tribal Blue Dreams,none,Golden Eye,Blueprint,3rd Eye Laker,Jr Bone,Animal Chin,Strong,Deviant Devs,Damascus
2248,Flux #2248,3177,171.4569221233,none,9,Tribal Blue Dreams,none,Liquid Lust,Blueprint,Basic Back Up,Honour Bone,Fingerprint,Panther Furrr,420 Familia,Demigod
3784,Flux #3784,3178,171.449815389,Tribal Signs Armour,9,Blue Dreams,none,3rd Eye Woke,Purps,Stoned,Jr Bone,Tangerine,Suede,kl,none
3070,Flux #3070,3179,171.4369766929,Tribal Signs Armour,10,Blue Dreams,none,Cyclops Mask,Drippy,REKT,Honour Bone,Leopard,Gold Tooth,qr,Panther Buff
4018,Flux #4018,3180,171.4256277765,Fire Signs,10,Purple Haze,none,Golden Eye,OG,Wood Stock,Jr Bone,Pool,Panther Furrr,ij,Level Up
3507,Flux #3507,3181,171.4252210857,Fire Signs,10,Pinky Power,none,Cyclops Mask,Berry,Wood Stock,Bullish Silver,Grape,Baller,ij,Panther Buff
1746,Flux #1746,3182,171.4043746837,Tribal Signs Armour,10,Khaki,none,Pink Eye,Tribal,Basic Back Up,Jr Bone,Panther,Furrr,Yesterdays Children,Demigod
2210,Flux #2210,3183,171.3955935024,Earth Worship,10,Sunny,none,3rd Eye Trust,Cracked Gold,Basic Back Up,Honour Bone,Underwater,Furrr,Fatcap Fanatics,Mint Buff
895,Flux #895,3184,171.3861582919,Regulators,11,Sunny,Minty Fresh,Concrete,Gold Digger,Lurkers,Worship,Urban Camo,Furrr,Meta Maker,Level Up
2470,Flux #2470,3185,171.3799058576,Fury,10,Sunny,none,3rd Eye Trust,Gold Digger,Wood Stock,Staunch,Leopard,Yeah Dope,st,Stock Cap
465,Flux #465,3186,171.3794732855,Tribal Signs Armour,10,Purple Haze,Crips,Cyclops Mask,Drippy,Floater,Bullish Golden,Grimm,Suede,Blockchain Vandals,none
3974,Flux #3974,3187,171.3715920841,Ceremonial,10,Regz,none,3rd Eye Bugged,Tribal,Universal Banana,Honour Bone,Pool,JPEGS,ij,Stock Cap
1275,Flux #1275,3188,171.3622191046,Rope Bind,11,Tribal Blue Dreams,Minty Fresh,Flame Walker,Tribal,Panther Print,Honour Bone,Minty Fresh,OG Flux,Future Primitives,Damascus
2696,Flux #2696,3189,171.3584014885,Tribal Signs Armour,10,Minty Fresh,none,Shadow Warrior,Shattered,Universal Banana,Phat,Pool,Furrr,gh,Level Up
3795,Flux #3795,3190,171.3558144036,Vines,10,Tribal Blue Dreams,none,Husky,Panther,Lurkers,Jr Bone,Stone,Hungry,gh,Stock Cap
1184,Flux #1184,3191,171.345251718,Regulators,10,Tribal Blue Dreams,Magneto,3rd Eye Trust,Drippy,Drippy,Honour Bone,Tangerine,none,Future Primitives,Mint Buff
3465,Flux #3465,3192,171.3374697996,Sensei Armour,10,Tribal Blue Dreams,none,Liquid Lust,Drippy,Bull Run,Jr Bone,Urban Camo,OG Flux,ij,Damascus
2129,Flux #2129,3193,171.3214996564,Sensei Armour,10,Regz,none,Flame Walker,Panther,Floater,Honour Bone,Grimm,Suede,Creative Creatures,Patchwork Golden
3439,Flux #3439,3194,171.3007100432,Golden Eggs,9,Minty Fresh,none,3rd Eye Woke,Bandaged,Panther Print,Honour Bone,Purple Haze,none,st,Archangel
2187,Flux #2187,3195,171.2981762087,Vines,9,Sunny,none,Golden Eye,Blueprint,Gas Wars 21,Staunch,Pinky Power,none,Creative Creatures,Level Up
4150,Flux #4150,3196,171.2853653627,Regulators,9,Sunny,none,Shadow Warrior,Minty Fresh,Angel,Jr Bone,Purple Haze,Gold Tooth,ij,none
2508,Flux #2508,3197,171.2843617512,Sensei Armour,10,Purple Haze,none,Concrete,Drippy,Bull Run,Bullish Silver,Overcast,Strong,kl,Archangel
3166,Flux #3166,3198,171.2781470778,Warrior,10,Orange Kush,none,Headset,Panther,Buck Teeth,Jr Bone,Panther,Panther Furrr,kl,Damascus
4137,Flux #4137,3199,171.2703084735,Handstyles,9,Blue Dreams,none,Shadow Warrior,Drippy,Wood Stock,Tracks,Grape,JPEGS,ij,none
