ID,Name,Rank,Rarity_Score,Accessory,Attributes,Aura,Background,Bling,Body,Face,Hair,Hand,Hat,Head,Stress,Tool
3626,GOGO #3626,4787,74.23115792655297,,7,Blue and Orange,Hell,,Armour,Laughing,,OK,,Purple Goblin,4,
3362,GOGO #3362,4788,74.21886655466561,,8,Yellow,Marsh,,Skully,Tripping,Bowl,,,Blue Goblin,2,Skull
655,GOGO #655,4789,74.20800688673035,,7,Blue,Swamp,,Onesie,Laughing,,,,Ashen,1,Skull
151,GOGO #151,4790,74.18725669585378,,8,Yellow,Marsh,,Skully,Shocked,Blue,Claw,,Ashen,1,
2621,GOGO #2621,4791,74.18362355898746,,8,Blue,Marsh,,Space Jacket,Unimpressed,,Roboto,Crown,Flushed,2,
2375,GOGO #2375,4792,74.17428427082676,,9,Blue and Orange,Swamp,Chain,Chef,Bear,Blue Punk,OK,,Flushed,1,
5267,GOGO #5267,4793,74.14011774952633,,9,Blue and Orange,Desert,Sword,Chef,Laughing,,OK,Bowler,Ashen,1,
2140,GOGO #2140,4794,74.13887380814388,,8,Blue,Swamp,,Hoodie,Scuba,Blue,OK,,Purple Goblin,1,
1704,GOGO #1704,4795,74.13750270815258,,9,Yellow,Desert,Chain,Dinosaur,Laughing,Black,,,Flushed,1,Skull
2291,GOGO #2291,4796,74.10813025776753,,8,Red,Swamp,,Denim Vest,Bear,Blue,Flames,,Ashen,1,
4927,GOGO #4927,4797,74.06526927516258,,8,Red,Swamp,,Armour,Unimpressed,Green,Roboto,,Flushed,1,
1082,GOGO #1082,4798,74.04645077068056,,8,Red,Marsh,,Chef,Angry,Purple,OK,,Ashen,4,
2845,GOGO #2845,4799,74.04154706786552,,9,Blue,Marsh,Chain,Denim Vest,Bear,Black,Birdy,,Flushed,1,
5123,GOGO #5123,4800,74.00537083340986,,7,Blue,Desert,,Denim Vest,,Blue Punk,OK,,Skull,2,
2871,GOGO #2871,4801,74.0051772183881,Headset,8,Yellow,Swamp,,Denim Vest,Roboto,,Torch,,Ashen,2,
2293,GOGO #2293,4802,74.0018852300989,,8,Yellow,Swamp,,Space Jacket,Tripping,Red,Phone,,Peachy,2,
3102,GOGO #3102,4803,73.9957200037873,,9,Red,Marsh,Sword,Denim Vest,Raging,Green,OK,,Blue Goblin,1,
1396,GOGO #1396,4804,73.9592461441045,,8,Blue and Orange,Marsh,,Denim Vest,Tripping,Red,Claw,,Blue Goblin,2,
4113,GOGO #4113,4805,73.92254303768077,,8,Red,Marsh,,Denim Vest,Happy,Blue,Roboto,,Purple Goblin,3,
5035,GOGO #5035,4806,73.89785221701044,,8,Red,Swamp,,Denim Vest,Shocked,Black,Birdy,,Ashen,3,
1614,GOGO #1614,4807,73.87578059242789,,8,Blue,Marsh,,Hoodie,Blazed,Red,Skull,,Peachy,1,
5359,GOGO #5359,4808,73.8072548661566,,8,Yellow,Marsh,,Armour,Laughing,Red,Torch,,Ashen,2,
1292,GOGO #1292,4809,73.79450694130753,,8,Blue,Swamp,,Chef,Unimpressed,Green,,,Peachy,1,Wrench
5365,GOGO #5365,4810,73.79419185934408,,8,Blue and Orange,Swamp,,Denim Vest,Ripped,Bowl,Dagger,,Ashen,1,
5227,GOGO #5227,4811,73.78130854451248,,8,Yellow,Island,,Armour,Shocked,,OK,Crown,Flushed,2,
455,GOGO #455,4812,73.7385155027667,,8,Yellow,Desert,Sword,Hoodie,Tripping,Blue Punk,,,Ashen,1,
1635,GOGO #1635,4813,73.72357735914662,,8,Yellow,Desert,,Denim Vest,Roboto,,Mace,Crown,Purple Goblin,1,
40,GOGO #40,4814,73.71947648768081,,9,Blue and Orange,Desert,Chain,Hoodie,Unimpressed,Red,,Crown,Peachy,1,
2721,GOGO #2721,4815,73.69754322961097,,9,Red,Desert,Chain,Chef,Bear,Red,,,Flushed,3,Skull
4839,GOGO #4839,4816,73.6931065050598,,9,Blue and Orange,Swamp,,Space Jacket,Blazed,Black,OK,Bowler,Flushed,2,
4967,GOGO #4967,4817,73.6787770153616,,8,Red,Marsh,,Skully,Bear,Blue,Roboto,,Blue Goblin,1,
701,GOGO #701,4818,73.6532353349215,,8,Yellow,Island,,Denim Vest,Raging,,OK,,Blue Goblin,1,Skull
4435,GOGO #4435,4819,73.65004595896134,,8,Red,Marsh,,Hoodie,Bear,,Mace,Crown,Ashen,2,
1659,GOGO #1659,4820,73.63272213285398,Headset,9,Red,Swamp,,Dinosaur,Angry,Red,OK,,Ashen,1,
5239,GOGO #5239,4821,73.6089529001558,,8,Blue and Orange,Marsh,,Chef,Blazed,Green,,,Blue Goblin,3,Skull
1074,GOGO #1074,4822,73.6063166397089,,7,Blue,City,,Hoodie,Laughing,Red,,,Ashen,2,
83,GOGO #83,4823,73.57721153935054,,8,Blue,Swamp,,Armour,Bear,,Skull,Crown,Purple Goblin,2,
4916,GOGO #4916,4824,73.56952674495976,,9,Yellow,Desert,Sword,Denim Vest,Bear,,OK,Bucket,Blue Goblin,2,
444,GOGO #444,4825,73.56778146450048,,8,Blue and Orange,Desert,,Space Jacket,Angry,Bowl,Birdy,,Ashen,1,
388,GOGO #388,4826,73.56196829333561,,7,Red,Swamp,Sword,Purple Tee,Roboto,,,,Flushed,1,
3050,GOGO #3050,4827,73.53515355275928,,9,Red,Marsh,Chain,Hoodie,Angry,Green,OK,,Blue Goblin,2,
1462,GOGO #1462,4828,73.52412913536553,,8,Blue,Swamp,,Skully,Blazed,,,Crown,Ashen,1,Wrench
3260,GOGO #3260,4829,73.51832523459184,,9,Blue,Desert,Chain,Armour,Ripped,,OK,Bucket,Purple Goblin,1,
1840,GOGO #1840,4830,73.5177658616302,,7,Blue and Orange,Marsh,,Purple Tee,Bear,Black,,,Ashen,1,
4436,GOGO #4436,4831,73.51314075014686,,7,Red,Desert,,Denim Vest,,Blue,Claw,,Skull,2,
58,GOGO #58,4832,73.50082884759817,,8,Red,Swamp,,Hoodie,Raging,Bowl,Dagger,,Flushed,1,
2729,GOGO #2729,4833,73.48709615344487,,8,Blue,Swamp,,Skully,Blazed,Red,,,Peachy,1,Wrench
1181,GOGO #1181,4834,73.47528874442813,,8,Yellow,Forest,,Space Jacket,Unimpressed,Bowl,OK,,Peachy,1,
266,GOGO #266,4835,73.4223987585597,,8,Blue,Desert,Chain,Purple Tee,Laughing,Blue,,,Ashen,1,
1355,GOGO #1355,4836,73.40808500606238,,8,Blue,Swamp,,Skully,Disgusted,Black,,,Ashen,1,Wrench
4513,GOGO #4513,4837,73.39408078578165,,8,Blue and Orange,Desert,,Skully,Disgusted,,OK,,Ashen,4,Skull
2762,GOGO #2762,4838,73.38961069510032,,8,Blue,Swamp,,Chef,Raging,Red,Dagger,,Peachy,1,
3825,GOGO #3825,4839,73.3752978038665,,9,Yellow,Marsh,Chain,Denim Vest,Roboto,,OK,Bucket,Purple Goblin,1,
1261,GOGO #1261,4840,73.35801576644083,,8,Blue,Marsh,,Armour,Bear,Bowl,Mace,,Peachy,2,
2290,GOGO #2290,4841,73.35793060844523,,8,Yellow,Mountain,,Armour,Laughing,Green,OK,,Flushed,1,
1347,GOGO #1347,4842,73.35779061489819,,8,Blue and Orange,Marsh,Sword,Hoodie,Ripped,,Dagger,,Blue Goblin,1,
4458,GOGO #4458,4843,73.35675723865427,,7,Yellow,Swamp,,Skully,Unimpressed,,,,Purple Goblin,4,Skull
577,GOGO #577,4844,73.32299390531054,,7,Blue,Marsh,,Skully,Laughing,,Dagger,,Flushed,3,
15,GOGO #15,4845,73.31505343761036,,8,Blue,Hell,,Armour,Blazed,Purple,OK,,Peachy,1,
66,GOGO #66,4846,73.29395271785357,,7,Blue,Mountain,,Space Jacket,Ripped,Black,,,Ashen,1,
2499,GOGO #2499,4847,73.29129775450257,,9,Blue,Swamp,Chain,Space Jacket,Roboto,,OK,Crown,Blue Goblin,3,
2045,GOGO #2045,4848,73.2269580593822,,8,Blue,Swamp,,Armour,Disgusted,Black,Dagger,,Peachy,3,
728,GOGO #728,4849,73.22230405503579,,7,Blue,Marsh,,Space Jacket,Laughing,Blue Punk,,,Peachy,3,
662,GOGO #662,4850,73.22018844227206,,8,Red,City,,Denim Vest,Happy,Bowl,OK,,Peachy,1,
2937,GOGO #2937,4851,73.16762540077146,,8,Yellow,Marsh,,Chef,Laughing,Red,Skull,,Flushed,1,
2257,GOGO #2257,4852,73.16584474477449,,8,Red,Marsh,,Skully,Happy,Red,OK,,Flushed,4,
4471,GOGO #4471,4853,73.16059587031623,,8,Blue,Desert,Sword,Space Jacket,Ripped,Red Punk,,,Peachy,1,
5426,GOGO #5426,4854,73.1583264000897,,8,Blue,Marsh,,Dinosaur,Angry,Blue,Phone,,Ashen,2,
4910,GOGO #4910,4855,73.15440128041577,,7,Yellow,City,,Hoodie,Happy,Bowl,,,Flushed,1,
3694,GOGO #3694,4856,73.14654561724039,,9,Yellow,Desert,,Denim Vest,Laughing,Red,OK,Bowler,Peachy,1,
4313,GOGO #4313,4857,73.14541548139815,,9,Blue,Marsh,Sword,Denim Vest,Angry,Green,OK,,Purple Goblin,1,
5122,GOGO #5122,4858,73.13724459765376,,8,Yellow,Desert,,Hoodie,Angry,Black,Torch,,Ashen,1,
3156,GOGO #3156,4859,73.12716773805019,,8,Red,Marsh,,Armour,Blazed,Red Punk,OK,,Ashen,4,
934,GOGO #934,4860,73.12294681667765,,8,Red,Marsh,,Space Jacket,Laughing,Blue,Fist,,Ashen,3,
2912,GOGO #2912,4861,73.11992897691387,,8,Blue,Desert,,Space Jacket,Unimpressed,,Fist,Crown,Peachy,1,
2938,GOGO #2938,4862,73.09893193336653,,7,Blue,Desert,,Skully,Disgusted,,Torch,,Flushed,2,
2363,GOGO #2363,4863,73.06621432974579,,8,Yellow,Marsh,,Dinosaur,Angry,Blue Punk,OK,,Peachy,1,
2384,GOGO #2384,4864,73.0345144462834,,8,Blue,Earth,,Chef,Angry,Blue,,,Peachy,1,Skull
3826,GOGO #3826,4865,73.01919063050082,,7,Yellow,Crash Site,,Space Jacket,Raging,Black,,,Ashen,1,
5236,GOGO #5236,4866,73.01437367338362,,8,Blue and Orange,Desert,,Armour,Tripping,Red,Torch,,Ashen,1,
3844,GOGO #3844,4867,72.98888955899753,,8,Yellow,Earth,,Armour,Bear,,OK,Crown,Blue Goblin,3,
168,GOGO #168,4868,72.9771663277415,,9,Blue,Desert,Chain,Denim Vest,Tripping,Red Punk,OK,,Flushed,2,
3350,GOGO #3350,4869,72.97476082309898,,8,Red,Swamp,,Skully,Shocked,Blue Punk,OK,,Flushed,1,
4702,GOGO #4702,4870,72.97179984980764,,8,Blue,Desert,,Chef,Tripping,,,Padded,Blue Goblin,1,Skull
3089,GOGO #3089,4871,72.97096338176895,,8,Red,Marsh,,Chef,Blazed,,Roboto,,Blue Goblin,1,Skull
690,GOGO #690,4872,72.96963956491766,,7,Yellow,Swamp,,Hoodie,Scuba,Blue,,,Blue Goblin,1,
2488,GOGO #2488,4873,72.95288390868201,,8,Blue,Crash Site,Sword,Denim Vest,Ripped,,OK,,Ashen,2,
4870,GOGO #4870,4874,72.93080593287227,,9,Blue and Orange,Marsh,,Armour,Disgusted,Black,OK,Bucket,Flushed,1,
1741,GOGO #1741,4875,72.92804532751724,,8,Blue,Marsh,,Dinosaur,Tripping,Bowl,,,Ashen,2,Skull
3973,GOGO #3973,4876,72.92128734308086,,8,Red,Desert,,Hoodie,Disgusted,Blue,Fist,,Ashen,3,
4053,GOGO #4053,4877,72.91087881720699,,8,Red,City,,Armour,Shocked,Bowl,OK,,Ashen,1,
3780,GOGO #3780,4878,72.89947223827701,,8,Yellow,Swamp,,Chef,Shocked,Bowl,,,Purple Goblin,3,Skull
1126,GOGO #1126,4879,72.87853573065563,,8,Blue,City,,Armour,Bear,Green,OK,,Ashen,1,
112,GOGO #112,4880,72.86495651930265,,7,Blue,Marsh,,Armour,Angry,,Phone,,Ashen,4,
3765,GOGO #3765,4881,72.85226452757117,,9,Yellow,Desert,Chain,Denim Vest,Blazed,,OK,Padded,Peachy,2,
3892,GOGO #3892,4882,72.7719361531061,,8,Yellow,Swamp,Sword,Chef,Raging,,Dagger,,Purple Goblin,1,
5378,GOGO #5378,4883,72.76075649118386,,8,Blue and Orange,Marsh,,Space Jacket,Happy,Black,Roboto,,Flushed,1,
4632,GOGO #4632,4884,72.75828850161191,,8,Red,Swamp,,Chef,Angry,Purple,,,Flushed,1,Wrench
3659,GOGO #3659,4885,72.75723284146159,,8,Blue,Swamp,Chain,Denim Vest,,,OK,Padded,Skull,1,
3731,GOGO #3731,4886,72.71969449570831,,7,Blue,Swamp,,Purple Tee,Bear,Black,,,Ashen,1,
1540,GOGO #1540,4887,72.71410725350374,,9,Red,Marsh,,Denim Vest,Blazed,,OK,Bowler,Purple Goblin,1,Skull
652,GOGO #652,4888,72.64670029348291,,8,Blue,Earth,,Chef,Blazed,Red,OK,,Peachy,2,
4298,GOGO #4298,4889,72.63919432657491,,9,Blue,Desert,Chain,Denim Vest,Disgusted,Red Punk,OK,,Peachy,1,
206,GOGO #206,4890,72.61864180734399,,8,Yellow,Desert,,Armour,Ripped,,Fist,Crown,Ashen,1,
877,GOGO #877,4891,72.58899181317334,,8,Yellow,Swamp,,Space Jacket,Unimpressed,,Fist,Crown,Ashen,1,
850,GOGO #850,4892,72.58851429400367,,8,Yellow,Swamp,,Dinosaur,Tripping,Purple,,,Flushed,1,Skull
3169,GOGO #3169,4893,72.58323061856466,,8,Blue and Orange,Desert,Sword,Chef,Raging,,Dagger,,Blue Goblin,1,
1138,GOGO #1138,4894,72.57350075171702,,9,Red,Desert,,Chef,Raging,Blue,OK,,Purple Goblin,3,Skull
1658,GOGO #1658,4895,72.55077779024883,,7,Yellow,City,,Space Jacket,Disgusted,Red,,,Blue Goblin,1,
865,GOGO #865,4896,72.54387800820848,,7,Yellow,Marsh,,Skully,Ripped,,Birdy,,Blue Goblin,1,
3460,GOGO #3460,4897,72.51690895377055,,8,Red,Mountain,,Armour,Disgusted,Red,OK,,Blue Goblin,2,
1140,GOGO #1140,4898,72.49991888167983,,8,Yellow,Swamp,,Space Jacket,Angry,Red,Birdy,,Ashen,2,
3580,GOGO #3580,4899,72.49822273243164,,8,Blue,Swamp,,Skully,Roboto,Bowl,,,Flushed,2,Skull
2195,GOGO #2195,4900,72.48938429100228,,7,Yellow,Island,,Skully,Blazed,,OK,,Blue Goblin,1,
4318,GOGO #4318,4901,72.47303251674028,,9,Yellow,Desert,Chain,Chef,Unimpressed,,,Crown,Peachy,1,Skull
155,GOGO #155,4902,72.46768459037374,,8,Blue,Marsh,Chain,Armour,Roboto,,Dagger,,Purple Goblin,3,
3696,GOGO #3696,4903,72.46294169959215,,8,Blue and Orange,Desert,,Armour,Angry,,Fist,Crown,Purple Goblin,1,
223,GOGO #223,4904,72.46025055203158,,8,Blue,Hell,,Denim Vest,Angry,Black,OK,,Ashen,3,
4145,GOGO #4145,4905,72.45705034094831,,8,Red,Mountain,Chain,Space Jacket,Shocked,,OK,,Purple Goblin,2,
44,GOGO #44,4906,72.4532706382765,,8,Blue and Orange,Desert,,Chef,Bear,Black,Torch,,Ashen,1,
4223,GOGO #4223,4907,72.43068781121484,,8,Blue,Swamp,,Armour,Laughing,Green,Phone,,Flushed,1,
4922,GOGO #4922,4908,72.40093538706336,,8,Yellow,Swamp,,Denim Vest,Bear,Red,Birdy,,Peachy,3,
1243,GOGO #1243,4909,72.38205492193788,,9,Blue,Swamp,Chain,Hoodie,Raging,Red,OK,,Ashen,3,
5257,GOGO #5257,4910,72.36600170563136,,8,Blue and Orange,Swamp,,Armour,Shocked,Red,Mace,,Peachy,1,
1561,GOGO #1561,4911,72.33678418580338,,8,Red,Swamp,,Dinosaur,Raging,Bowl,,,Blue Goblin,1,Skull
4768,GOGO #4768,4912,72.33004221633549,,7,Red,Marsh,Chain,Space Jacket,,Purple,,,Skull,1,
5547,GOGO #5547,4913,72.32486234630267,,8,Blue and Orange,Hell,,Denim Vest,Bear,Red,OK,,Ashen,3,
5252,GOGO #5252,4914,72.30550962590436,,8,Yellow,Marsh,,Chef,Blazed,Red,Torch,,Flushed,1,
1425,GOGO #1425,4915,72.30504042300095,,8,Blue and Orange,Desert,,Space Jacket,Tripping,Red,Birdy,,Ashen,1,
3123,GOGO #3123,4916,72.29330348879168,,8,Red,Desert,,Armour,Bear,Green,Birdy,,Peachy,1,
2439,GOGO #2439,4917,72.26234453760554,,8,Blue,Swamp,,Space Jacket,Unimpressed,Red,Fist,,Ashen,1,
3326,GOGO #3326,4918,72.21648278576495,Headset,9,Blue and Orange,Swamp,,Armour,Angry,Green,OK,,Flushed,2,
1686,GOGO #1686,4919,72.21062095953954,,8,Red,Swamp,,Hoodie,Angry,,Birdy,Crown,Blue Goblin,1,
3494,GOGO #3494,4920,72.21001787237249,,8,Blue,Marsh,,Chef,Roboto,,Dagger,Crown,Flushed,1,
4786,GOGO #4786,4921,72.20799502588244,,8,Blue and Orange,Marsh,Sword,Hoodie,Blazed,,,Bucket,Flushed,3,
5318,GOGO #5318,4922,72.14554421929073,,8,Blue and Orange,Marsh,,Skully,Laughing,Bowl,OK,,Purple Goblin,3,
2518,GOGO #2518,4923,72.13207997688092,,8,Blue,Earth,,Armour,Blazed,Black,OK,,Peachy,3,
2007,GOGO #2007,4924,72.05510287216956,Headset,8,Red,Marsh,,Hoodie,Disgusted,Red Punk,,,Flushed,2,
942,GOGO #942,4925,72.04159451687373,,8,Blue and Orange,Swamp,,Skully,Ripped,Red Punk,OK,,Flushed,1,
1410,GOGO #1410,4926,72.0367358956254,,8,Blue,Desert,,Hoodie,Laughing,Blue,Birdy,,Blue Goblin,3,
5007,GOGO #5007,4927,72.02774480304116,,8,Red,Desert,,Dinosaur,Raging,Bowl,,,Peachy,1,Skull
1339,GOGO #1339,4928,72.02532288512182,,8,Blue,Desert,,Chef,Happy,Red,Birdy,,Ashen,1,
968,GOGO #968,4929,72.00689871885336,,7,Blue and Orange,Earth,,Space Jacket,Bear,,,Crown,Ashen,2,
270,GOGO #270,4930,72.00143336878939,,8,Blue and Orange,City,,Armour,Blazed,Bowl,OK,,Blue Goblin,1,
5217,GOGO #5217,4931,71.99162602597569,,8,Yellow,Desert,,Armour,Angry,Green,Phone,,Flushed,1,
5457,GOGO #5457,4932,71.98679180896633,,8,Red,Forest,,Chef,Unimpressed,Bowl,OK,,Flushed,1,
3591,GOGO #3591,4933,71.9820832497971,,7,Blue and Orange,Earth,,Space Jacket,Shocked,Black,,,Flushed,2,
2701,GOGO #2701,4934,71.96009364026261,,8,Red,Marsh,,Hoodie,Angry,Black,Claw,,Peachy,1,
1411,GOGO #1411,4935,71.95911852341938,,8,Blue,Swamp,,Armour,Bear,Green,Birdy,,Ashen,1,
677,GOGO #677,4936,71.94945419225753,,8,Blue,Marsh,,Hoodie,Unimpressed,Black,Birdy,,Ashen,2,
1577,GOGO #1577,4937,71.9483555966069,,8,Blue,Swamp,,Denim Vest,Unimpressed,,OK,,Flushed,1,Sword
1071,GOGO #1071,4938,71.93451319525751,,7,Yellow,Hell,,Hoodie,Roboto,Blue,,,Ashen,3,
5088,GOGO #5088,4939,71.92259417278837,,8,Red,Island,,Space Jacket,Bear,,OK,Crown,Flushed,1,
2366,GOGO #2366,4940,71.90224059761196,,7,Yellow,Swamp,,Purple Tee,Tripping,Blue,,,Blue Goblin,1,
316,GOGO #316,4941,71.89277382059004,,7,Blue and Orange,Mountain,,Hoodie,Raging,Black,,,Flushed,1,
2837,GOGO #2837,4942,71.87659150093609,,8,Blue,Swamp,,Denim Vest,Laughing,Yellow,OK,,Blue Goblin,3,
3057,GOGO #3057,4943,71.86558600733827,,9,Blue,Desert,Chain,Denim Vest,Unimpressed,Bowl,OK,,Purple Goblin,3,
4357,GOGO #4357,4944,71.85404816403033,,7,Red,Island,,Armour,Ripped,,OK,,Ashen,3,
4611,GOGO #4611,4945,71.83947014377604,,7,Yellow,Desert,,Skully,Disgusted,,,,Ashen,3,Wrench
1716,GOGO #1716,4946,71.82441559315781,,7,Red,Desert,,Hoodie,Ripped,Blue Punk,,,Peachy,2,
5221,GOGO #5221,4947,71.81023234781478,,8,Yellow,Desert,,Armour,Angry,,Phone,Bowler,Flushed,1,
4750,GOGO #4750,4948,71.74539857353503,,7,Yellow,Desert,,Armour,Shocked,,Skull,,Purple Goblin,3,
3355,GOGO #3355,4949,71.74284979994512,Headset,8,Red,Marsh,,Chef,Blazed,,Mace,,Peachy,1,
4283,GOGO #4283,4950,71.74186622189093,Headset,8,Blue and Orange,Marsh,,Denim Vest,Disgusted,,Claw,,Ashen,2,
1721,GOGO #1721,4951,71.72209908110364,,8,Blue,Swamp,,Space Jacket,Ripped,Blue,Torch,,Ashen,1,
2158,GOGO #2158,4952,71.70109754092904,,8,Red,Earth,,Armour,Disgusted,Bowl,OK,,Peachy,1,
3885,GOGO #3885,4953,71.69695155099998,,8,Yellow,Swamp,,Armour,Disgusted,Red,Skull,,Ashen,1,
4020,GOGO #4020,4954,71.66690415121174,,7,Blue and Orange,Desert,,Chef,Ripped,,Mace,,Purple Goblin,2,
4430,GOGO #4430,4955,71.66407010179663,,8,Yellow,Desert,,Chef,Disgusted,Red Punk,,,Ashen,1,Skull
3623,GOGO #3623,4956,71.64295851649146,,8,Red,Swamp,,Space Jacket,Ripped,Blue Punk,OK,,Ashen,2,
5321,GOGO #5321,4957,71.61689018513523,,8,Blue,Marsh,,Denim Vest,Unimpressed,Bowl,Birdy,,Peachy,1,
2686,GOGO #2686,4958,71.58842954501752,,7,Yellow,Desert,,Space Jacket,Scuba,,OK,,Purple Goblin,1,
4205,GOGO #4205,4959,71.56554236834975,,7,Red,Earth,,Hoodie,Shocked,Black,,,Flushed,2,
5200,GOGO #5200,4960,71.53994565508283,,8,Red,Desert,,Hoodie,Roboto,,Birdy,Crown,Flushed,1,
2715,GOGO #2715,4961,71.52346606901828,,8,Red,Hell,,Hoodie,Bear,Bowl,OK,,Ashen,1,
2449,GOGO #2449,4962,71.5029482939768,,9,Red,Marsh,Chain,Hoodie,Bear,,OK,Crown,Purple Goblin,3,
2340,GOGO #2340,4963,71.50147072774489,,7,Blue and Orange,Marsh,,Purple Tee,Raging,Blue,,,Flushed,1,
1656,GOGO #1656,4964,71.498525076965,,8,Blue,Hell,,Armour,Laughing,Bowl,OK,,Blue Goblin,1,
5195,GOGO #5195,4965,71.47604829784778,,7,Blue and Orange,Swamp,,Space Jacket,Shocked,,Roboto,,Flushed,3,
5395,GOGO #5395,4966,71.46321540539275,,8,Red,Desert,Sword,Dinosaur,Roboto,Bowl,,,Blue Goblin,1,
5278,GOGO #5278,4967,71.39481741587987,,8,Yellow,Desert,,Hoodie,Disgusted,Red,Fist,,Flushed,1,
1991,GOGO #1991,4968,71.35285830636579,,7,Blue,Swamp,,Denim Vest,Scuba,,OK,,Purple Goblin,2,
3477,GOGO #3477,4969,71.35187512158952,,8,Yellow,Mountain,Chain,Hoodie,Tripping,,OK,,Blue Goblin,2,
3263,GOGO #3263,4970,71.3368849811002,Headset,8,Red,Desert,,Armour,,Black,OK,,Skull,3,
2568,GOGO #2568,4971,71.31541882552021,,8,Red,Desert,,Denim Vest,Unimpressed,Black,Fist,,Peachy,2,
1870,GOGO #1870,4972,71.31448884140443,,8,Yellow,Island,,Armour,Tripping,Red,OK,,Flushed,1,
1160,GOGO #1160,4973,71.29336295459368,,7,Blue,Marsh,,Hoodie,Shocked,Blue,,,Blue,1,
5063,GOGO #5063,4974,71.28041563760291,,8,Blue and Orange,Desert,,Chef,Blazed,,Birdy,Crown,Ashen,1,
2407,GOGO #2407,4975,71.26274826393059,,7,Blue and Orange,Desert,,Chef,Shocked,,Skull,,Blue Goblin,2,
370,GOGO #370,4976,71.2499088099826,,8,Red,Marsh,,Armour,Blazed,,OK,Bowler,Purple Goblin,4,
681,GOGO #681,4977,71.18361380130756,,8,Blue and Orange,Marsh,,Dinosaur,Ripped,Red,OK,,Purple Goblin,3,
1119,GOGO #1119,4978,71.15498684730541,,8,Red,Marsh,,Dinosaur,Tripping,Red,,,Peachy,2,Skull
4539,GOGO #4539,4979,71.15135821307624,,9,Blue and Orange,Desert,Chain,Hoodie,Unimpressed,,OK,Bucket,Flushed,1,
1642,GOGO #1642,4980,71.14944422850078,,8,Blue,Swamp,,Denim Vest,Unimpressed,Black,Torch,,Flushed,2,
3206,GOGO #3206,4981,71.14607063231261,,8,Red,Forest,,Denim Vest,Shocked,Red,OK,,Blue Goblin,1,
3040,GOGO #3040,4982,71.14092058848243,,9,Blue and Orange,Swamp,Chain,Armour,Happy,Green,OK,,Purple Goblin,1,
4477,GOGO #4477,4983,71.13594434806696,,8,Blue,Desert,,Space Jacket,Unimpressed,Yellow,OK,,Purple Goblin,2,
1341,GOGO #1341,4984,71.11686385610192,,7,Red,Marsh,,Skully,Blazed,,,,Ashen,3,Wrench
97,GOGO #97,4985,71.08950768962863,,8,Blue,Desert,Sword,Hoodie,Shocked,Green,,,Blue Goblin,2,
224,GOGO #224,4986,71.0763667309745,,8,Yellow,Swamp,Sword,Hoodie,Roboto,Purple,,,Ashen,2,
3702,GOGO #3702,4987,71.04576409340571,,9,Red,Marsh,Chain,Hoodie,Unimpressed,,OK,Bucket,Flushed,1,
2451,GOGO #2451,4988,71.02639250730437,,8,Red,Desert,Sword,Space Jacket,Bear,,Mace,,Purple Goblin,1,
805,GOGO #805,4989,71.00604868764064,,7,Blue,Mountain,,Space Jacket,Bear,Blue,,,Peachy,3,
459,GOGO #459,4990,70.98259099436888,,8,Red,Hell,Chain,Denim Vest,Disgusted,,OK,,Purple Goblin,3,
2284,GOGO #2284,4991,70.9645258604239,,8,Yellow,Marsh,,Skully,Unimpressed,Bowl,,,Flushed,2,Skull
5264,GOGO #5264,4992,70.96427807752234,,7,Blue,Mountain,,Space Jacket,Bear,Red,,,Peachy,1,
1114,GOGO #1114,4993,70.95792775375257,,8,Red,Marsh,,Chef,Ripped,,,Bucket,Flushed,1,Skull
2607,GOGO #2607,4994,70.94682022163624,,8,Yellow,Desert,,Armour,Bear,Black,Mace,,Flushed,3,
1526,GOGO #1526,4995,70.94183279342842,,8,Blue,Marsh,,Armour,Unimpressed,Black,Torch,,Ashen,1,
809,GOGO #809,4996,70.92764208435166,Headset,8,Yellow,Swamp,,Hoodie,Ripped,,Phone,,Flushed,1,
2323,GOGO #2323,4997,70.92098501383686,,8,Blue,City,,Armour,Tripping,Blue,OK,,Peachy,3,
5069,GOGO #5069,4998,70.90887843073212,,8,Red,Desert,,Denim Vest,Unimpressed,Red,Birdy,,Blue Goblin,2,
4699,GOGO #4699,4999,70.9064239603266,,8,Blue and Orange,Hell,,Armour,Tripping,,OK,Crown,Blue Goblin,1,
3983,GOGO #3983,5000,70.89612046845399,,7,Blue,Swamp,,Dinosaur,Ripped,Green,,,Peachy,2,
4597,GOGO #4597,5001,70.88662882067582,,9,Blue,Marsh,Chain,Denim Vest,Roboto,,OK,Crown,Ashen,3,
1569,GOGO #1569,5002,70.88270050010156,,8,Yellow,Marsh,Sword,Chef,Bear,,Birdy,,Blue Goblin,2,
282,GOGO #282,5003,70.84091232037396,,8,Yellow,Marsh,,Chef,Bear,Red,,,Flushed,3,Wrench
5282,GOGO #5282,5004,70.83638536765868,,7,Blue,Marsh,,Space Jacket,Tripping,,Torch,,Blue Goblin,2,
5310,GOGO #5310,5005,70.82588988281245,,8,Blue,Desert,Chain,Dinosaur,Blazed,,Birdy,,Flushed,2,
3734,GOGO #3734,5006,70.81498259490613,Headset,9,Blue and Orange,Marsh,,Chef,Bear,Red,OK,,Peachy,2,
4914,GOGO #4914,5007,70.795896671395,,9,Yellow,Marsh,Sword,Space Jacket,Bear,Green,OK,,Flushed,1,
