ID,Name,Rank,Rarity_Score,Attributes,Backdrop,Backdrop Shape,Barnet,Body,Bodymod,Clothing,Collar,Cultural Artefact,Eyeware,Face,Face Accessory,Familiar,Groom,Hat,Hat Hair,Head Gear,Head Ornamentation,Heroes,Hood,Look,Mask,Name,Piercings,Special Figure,Special Head,Status,Tattoo
2246,VesselsGen0 #2246,3481,3977.9863182082354,10,Goodie Blue,Square,Curlz,Gen-0_E,,Biker Jacket,Collar_7,,,Female Face,,,,,,,,,,The Darkness,,Zerupoc,,,,,Tattoo_B
471,VesselsGen0 #471,3482,3977.8460497271567,11,Rising Heat,,"Skinhead, Skinhead",Gen-0_A,,MP Tigers Jacket,,,Glasses [EMPTY],Male Face,PrjktNeon Mask,Taco,,,,,MSKD Horns,,,Happy,,Yeronia,,,,,
4816,VesselsGen0 #4816,3483,3977.776842850303,11,Goodie Blue,,Signature Forelock,Gen-0_D,,BK Bunnies Jacket,,,,Grrrrrrrrrrrrrrrrrrr,Face Accessory [EMPTY],Familiar [EMPTY],,,,Go Go Fin Head,MSKD Horns,,,Supergood,,Callaway,,,,,
3208,VesselsGen0 #3208,3484,3977.7692987492064,11,Old Quarter,,Rough Bob,Gen-0_B,,MP Tigers Jacket,,,Glasses [EMPTY],Evil Eyes,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,MSKD Horns,,,Supergood,,Major Alpha,,,,,
330,VesselsGen0 #330,3485,3977.736878399528,11,Old Quarter,,Curlz,Golden Child,,Red Tee,,,Neonz Specz,Male Face,Face Accessory [EMPTY],Taco,,,,,Head Ornament [EMPTY],,,Happy,,Terrane,,,,,
1319,VesselsGen0 #1319,3486,3977.721254607833,11,Rising Heat,,Short Back and Sides Sir?,The Red Rage,,MP Tigers Jacket,,,Neonz Vizor,Tazer Face,Face Accessory [EMPTY],Familiar [EMPTY],,,,,MSKD Horns,,,Supergood,,Navozyny,,,,,
3048,VesselsGen0 #3048,3487,3977.6727140929675,11,Mind Relaxer,,Curlz,Gen-0_B,,BK Bunnies Jacket,,,NEONZ ARZ,Shrug Male,Face Accessory [EMPTY],Familiar [EMPTY],,,,,MSKD Horns,,,Happy,,Kobaos,,,,,
3049,VesselsGen0 #3049,3488,3977.647440827043,11,Heat Death Of The Universe,,The Roman,Gen-0_E,,MP Tigers Jacket,,,Neonz Vizor,Rage Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,MSKD Horns,,,Supergood,,Hinilia,,,,,
3089,VesselsGen0 #3089,3489,3977.6035576963104,11,Mind Relaxer,,The Roman,The Red Rage,,MP Tigers Jacket,,,Neonz Vizor,Male Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Happy,,Dennis,,,,,
1240,VesselsGen0 #1240,3490,3977.479930006148,10,Goodie Blue,Circle,Rainbow Hair,Gen-0_D,,Gen-0 Suit,Collar [EMPTY],,,Female Face,,,,,,,,,,Supergood,,Esurowa,,,,,Tattoo [EMPTY]
2250,VesselsGen0 #2250,3491,3977.461024995063,10,Bling,Circle,Casual Suave,Gen-0_D,,Feathers,Collar [EMPTY],,,Female Face,,,,,,,,,,Supergood,,Atilth,,,,,Tattoo [EMPTY]
4200,VesselsGen0 #4200,3492,3977.3889550406875,11,Goodie Blue,,"Skinhead, Skinhead",Golden Child,,Red Tee,,,Neonz Specz,Shrug Male,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Bunny Ears,,,Supergood,,Skell,,,,,
191,VesselsGen0 #191,3493,3977.388836929146,10,Love Mist,Shapeless [EMPTY],Pretty Boy,Gen-0_B,,Kimono II,Collar [EMPTY],,,Female Face,,,,,,,,,,Supergood,,Cabrera,,,,,Tattoo_B
1648,VesselsGen0 #1648,3494,3977.384939921859,7,M O O N spells moon,,,,,Go Go Merman Suit,,,,,,Truffle Pig,,,,,Head Ornament [EMPTY],,,Happy,,Ayala,,Freaky,,,
3990,VesselsGen0 #3990,3495,3977.3592451330537,8,Heat Death Of The Universe,Circle,Dreads,Gen-0_B,,Green Body Armour,,,,Male Face,,,,,,,,,,Supergood,,R'dim,,,,,
3663,VesselsGen0 #3663,3496,3977.3383192658616,10,Special Circle,Shapeless [EMPTY],Pretty Boy,Gen-0_A,,Hoodie,Collar [EMPTY],,,Female Face,,,,,,,,,,Happy,,Beauty,,,,,Tattoo [EMPTY]
3980,VesselsGen0 #3980,3497,3977.3168045115217,11,Heat Death Of The Universe,,Short Back and Sides Sir?,The Red Rage,,BK Bunnies Jacket,,,NEONZ ARZ,Rage Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Happy,,Beasley,,,,,
399,VesselsGen0 #399,3498,3977.283688135408,11,Old Quarter,,Dreads,Golden Child,,Red Tee,,,Glasses [EMPTY],Sideways Glance Female,Face Accessory [EMPTY],Aubi,,,,,MSKD Horns,,,Happy,,Umran,,,,,
3697,VesselsGen0 #3697,3499,3977.2698553396904,7,Rising Sun,,,,,Biker Jacket,,,,,,Omni Nibbler,,,,,MSKD Horns,,,Supergood,,Berkley,,Freaky,,,
962,VesselsGen0 #962,3500,3977.2399783704345,11,Goodie Blue,,Swooshy,Gen-0_C,,Red Tee,,,NEONZ ARZ,Witch Eyes,Face Accessory [EMPTY],Familiar [EMPTY],,,,,Head Ornament [EMPTY],,,Supergood,,Keld,,,,,
252,VesselsGen0 #252,3501,3977.0375950221505,11,Goodie Blue,,Rough Bob,Gen-0_D,,Red Tee,,,Neonz Specz,Sideways Glance Female,Face Accessory [EMPTY],Aubi,,,,,Bunny Ears,,,Supergood,,Aeria,,,,,
3230,VesselsGen0 #3230,3502,3977.010744712334,10,Steely,Circle,Casual Suave,Gen-0_B,,MP Tigers Jacket,Collar_5,,,Female Face,,,,,,,,,,The Darkness,,Ashurt,,,,,Tattoo_B
2962,VesselsGen0 #2962,3503,3976.994678806598,10,Steely,Circle,Blue Hair ,Gen-0_A,,Gillet,Collar_7,,,Female Face,,,,,,,,,,Supergood,,Tinen,,,,,Tattoo [EMPTY]
4099,VesselsGen0 #4099,3504,3976.992626515328,9,Rising Heat,,Rough Bob,Gen-0_C,,Gen-0 Suit,Collar [EMPTY],,,Female Face,,,,,,,,,,Happy,,Wyndham,,,,,Tattoo_A
1624,VesselsGen0 #1624,3505,3976.984434441162,11,Heat Death Of The Universe,,Cosmic,Gen-0_B,,Go Go Merman Suit,,,Glasses [EMPTY],Sideways Glance Female,Face Accessory [EMPTY],Familiar [EMPTY],,,,,MSKD Horns,,,Supergood,,Ightuth,,,,,
328,VesselsGen0 #328,3506,3976.9378954945887,10,Bling,Triangle,Signature Forelock,Gen-0_A,,Gen-0 Suit,Collar_5,,,Female Face,,,,,,,,,,Supergood,,Aestyru,,,,,Tattoo_B
4017,VesselsGen0 #4017,3507,3976.9156060789255,11,Goodie Blue,,Rough Bob,Hulkin,,Go Go Merman Suit,,,Neonz Specz,Micky Glowing Blue Eyes,Face Accessory [EMPTY],Familiar [EMPTY],,,,,Head Ornament [EMPTY],,,Supergood,,Beltur,,,,,
289,VesselsGen0 #289,3508,3976.799831074247,11,Goodie Blue,,Curlz,Gen-0_D,,Go Go Merman Suit,,,Neonz Specz,Rage Face,PrjktNeon Mask,Familiar [EMPTY],,,,,Head Ornament [EMPTY],,,Happy,,Garza,,,,,
1380,VesselsGen0 #1380,3509,3976.7425940761373,10,Special Circle,Triangle,Short Back and Sides Sir?,Gen-0_B,,BK Bunnies Jacket,Collar_7,,,Female Face,,,,,,,,,,The Blues,,Star Killer,,,,,Tattoo_B
3918,VesselsGen0 #3918,3510,3976.727359560595,8,Rising Heat,Circle,"Skinhead, Skinhead",Gen-0_C,,Mech Armour Black,,,,Male Face,,,,,,,,,,Happy,,Omen,,,,,
2593,VesselsGen0 #2593,3511,3976.696989562391,10,Love Mist,Square,The Roman,Gen-0_D,,Hoodie,Collar [EMPTY],,,Female Face,,,,,,,,,,Happy,,Whab,,,,,Tattoo_B
549,VesselsGen0 #549,3512,3976.6454972758766,7,Devil Wings,,,,,Africa Dress,,,,,,Peep Oh,,,,,Devil Horns,,,Happy,,Soroth,,Freaky,,,
1707,VesselsGen0 #1707,3513,3976.6230729297486,9,Goodie Blue,,Dreads,Gen-0_C,,Americas Dress,Collar_4,,,Female Face,,,,,,,,,,Happy,,Rakgha,,,,,Tattoo_B
4598,VesselsGen0 #4598,3514,3976.5838100601914,9,Goodie Blue,,Rainbow Hair,Gen-0_C,,Americas Dress,Collar [EMPTY],,,Female Face,,,,,,,,,,Supergood,,Limia,,,,,Tattoo [EMPTY]
3166,VesselsGen0 #3166,3515,3976.550687246549,11,Old Quarter,,Dreads,Gen-0_C,,Red Tee,,,NEONZ ARZ,Nova,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Happy,,Bluc,,,,,
3425,VesselsGen0 #3425,3516,3976.550411269096,11,Heat Death Of The Universe,,Pretty Boy,Gen-0_C,,BK Bunnies Jacket,,,NEONZ ARZ,Nova,Face Accessory [EMPTY],Aubi,,,,,Bunny Ears,,,Happy,,James,,,,,
3716,VesselsGen0 #3716,3517,3976.43320469198,10,Bling,Square,Signature Forelock,Gen-0_B,,Feathers,Collar_5,,,Female Face,,,,,,,,,,Supergood,,Anderson,,,,,Tattoo_B
3387,VesselsGen0 #3387,3518,3976.417171223367,10,Special Circle,Square,Foxyloxy,Gen-0_B,,Gen-0 Suit,Collar [EMPTY],,,Female Face,,,,,,,,,,Happy,,Osolia,,,,,Tattoo [EMPTY]
1491,VesselsGen0 #1491,3519,3976.3633481968222,10,Bling,Shapeless [EMPTY],Curlz,Gen-0_D,,Kimono I,Collar_4,,,Female Face,,,,,,,,,,Happy,,Achtaskelech,,,,,Tattoo [EMPTY]
2378,VesselsGen0 #2378,3520,3976.3538666567456,10,Heat Death Of The Universe,Square,Curlz,Gen-0_E,,Black Tee,Collar_8,,,Female Face,,,,,,,,,,The Blues,,Smyageche,,,,,Tattoo_B
2289,VesselsGen0 #2289,3521,3976.336240061822,11,Goodie Blue,,Blue Hair ,Ice Cold,,MP Tigers Jacket,,,NEONZ ARZ,Evil Eyes,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Supergood,,Work,,,,,
909,VesselsGen0 #909,3522,3976.3099912205316,10,Bling,Square,Casual Suave,Gen-0_B,,Black Tee,Collar_8,,,Female Face,,,,,,,,,,Supergood,,Uizelth,,,,,Tattoo [EMPTY]
3406,VesselsGen0 #3406,3523,3976.2565839892663,10,Love Mist,Triangle,Curlz,Gen-0_E,,Biker Jacket,Collar_4,,,Female Face,,,,,,,,,,The Blues,,Burdenar,,,,,Tattoo_B
4171,VesselsGen0 #4171,3524,3976.247700201085,8,Steely,Triangle,Casual Suave,Gen-0_A,,Hoodie,,,,Male Face,,,,,,,,,,The Darkness,,Brikel,,,,,
2349,VesselsGen0 #2349,3525,3976.221818586825,8,Rising Heat,Square,"Skinhead, Skinhead",Gen-0_E,,Traveller,,,,Male Face,,,,,,,,,,Happy,,Delan,,,,,
3714,VesselsGen0 #3714,3526,3976.1115178436016,11,Mind Relaxer,,Casual Suave,Golden Child,,MP Tigers Jacket,,,Neonz Specz,Female Face,Face Accessory [EMPTY],Aubi,,,,,Bunny Ears,,,Happy,,Steph,,,,,
4113,VesselsGen0 #4113,3527,3975.9993880127968,11,Old Quarter,,Casual Suave,Golden Child,,MP Tigers Jacket,,,NEONZ ARZ,Female Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Bunny Ears,,,Happy,,Gunther,,,,,
2856,VesselsGen0 #2856,3528,3975.9953223370258,8,Icey,Circle,Casual Suave,Gen-0_E,,Gillet,,,,Male Face,,,,,,,,,,The Darkness,,Atalia,,,,,
2710,VesselsGen0 #2710,3529,3975.9789690510897,10,Icey,Square,Casual Suave,Gen-0_B,,Africa Dress,Collar [EMPTY],,,Female Face,,,,,,,,,,The Darkness,,Wodegygu,,,,,Tattoo [EMPTY]
1672,VesselsGen0 #1672,3530,3975.965029473463,10,Bling,Circle,Short Back and Sides Sir?,Gen-0_E,,Biker Jacket,Collar_7,,,Female Face,,,,,,,,,,Supergood,,Ightess,,,,,Tattoo_A
3429,VesselsGen0 #3429,3531,3975.9040241501825,8,Icey,Triangle,The Roman,Gen-0_A,,Dungarees,,,,Male Face,,,,,,,,,,The Blues,,Endroth,,,,,
3930,VesselsGen0 #3930,3532,3975.8982633704977,10,Heat Death Of The Universe,Triangle,Blue Hair ,Gen-0_C,,Kimono II,Collar_4,,,Female Face,,,,,,,,,,Supergood,,Topaz,,,,,Tattoo [EMPTY]
703,VesselsGen0 #703,3533,3975.835335842175,11,Goodie Blue,,Signature Forelock,Gen-0_C,,BK Bunnies Jacket,,,,Female Face,Face Accessory [EMPTY],Aubi,,,,Go Go Fin Head,MSKD Horns,,,Supergood,,Nguyen,,,,,
4968,VesselsGen0 #4968,3534,3975.772542788129,11,Old Quarter,,Blue Hair ,Hulkin,,Red Tee,,,Neonz Vizor,Female Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Bunny Ears,,,Supergood,,Orr,,,,,
167,VesselsGen0 #167,3535,3975.76184374341,11,Rising Heat,,The Roman,Gen-0_E,,Go Go Merman Suit,,,Neonz Specz,Male Face,Face Accessory [EMPTY],Aubi,,,,,Bunny Ears,,,Happy,,Tyrlaw,,,,,
2262,VesselsGen0 #2262,3536,3975.448475796279,9,Icey,,Fader,Gen-0_D,,Biker Jacket,Collar_5,,,Female Face,,,,,,,,,,Supergood,,Chain,,,,,Tattoo_A
3748,VesselsGen0 #3748,3537,3975.404818197645,8,Icey,Triangle,Dreads,Gen-0_A,,Dungarees,,,,Male Face,,,,,,,,,,The Darkness,,Are,,,,,
636,VesselsGen0 #636,3538,3975.2968200788423,9,Special Circle,,Das Mohawk,Gen-0_E,,Kimono I,Collar_7,,,Female Face,,,,,,,,,,Happy,,Rosario,,,,,Tattoo_A
1782,VesselsGen0 #1782,3539,3975.2256131294594,11,Old Quarter,,Curlz,The Red Rage,,Red Tee,,,Neonz Vizor,Male Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Bunny Ears,,,Supergood,,Orion,,,,,
394,VesselsGen0 #394,3540,3975.178821703738,11,Rising Heat,,Dreads,Gen-0_B,,MP Tigers Jacket,,,Neonz Specz,Sideways Glance Male,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Happy,,Larsen,,,,,
2142,VesselsGen0 #2142,3541,3975.1413931579204,8,Goodie Blue,Square,"Skinhead, Skinhead",Gen-0_D,,Silver's Jacket,,,,Male Face,,,,,,,,,,The Blues,,Yathe,,,,,
3861,VesselsGen0 #3861,3542,3975.082052460789,8,Rising Heat,,Rough Bob,Gen-0_C,Bodymod [EMPTY],Americas Dress,Collar_8,,,Female Face,,,,,,,,,,,,Winder,,,,,
209,VesselsGen0 #209,3543,3975.079672630266,9,Special Circle,,Blue Hair ,Gen-0_A,,Feathers,Collar [EMPTY],,,Female Face,,,,,,,,,,Happy,,Hedurn,,,,,Tattoo_A
1173,VesselsGen0 #1173,3544,3975.0362128881775,9,Rising Heat,,Foxyloxy,Gen-0_A,,Pink Tee,Collar_8,,,Female Face,,,,,,,,,,Supergood,,Baird,,,,,Tattoo_A
2985,VesselsGen0 #2985,3545,3974.975733475689,11,Old Quarter,,Fader,Gen-0_A,,MP Tigers Jacket,,,Neonz Specz,Tazer Face,Face Accessory [EMPTY],Familiar [EMPTY],,,,,Head Ornament [EMPTY],,,Supergood,,Vesuos,,,,,
2940,VesselsGen0 #2940,3546,3974.948784313333,9,Heat Death Of The Universe,,Blue Hair ,Gen-0_E,,Pink Tee,Collar_4,,,Female Face,,,,,,,,,,Happy,,Llon,,,,,Tattoo_A
3282,VesselsGen0 #3282,3547,3974.911153441374,10,Bling,Circle,Pretty Boy,Gen-0_D,,Gen-0 Suit,Collar [EMPTY],,,Female Face,,,,,,,,,,Supergood,,Silly Sally,,,,,Tattoo [EMPTY]
4429,VesselsGen0 #4429,3548,3974.8750985535617,10,Love Mist,Shapeless [EMPTY],Curlz,Gen-0_B,,Black Tee,Collar_5,,,Female Face,,,,,,,,,,Happy,,Nih,,,,,Tattoo [EMPTY]
2818,VesselsGen0 #2818,3549,3974.830876219583,9,Special Circle,,Signature Forelock,Gen-0_D,,Tee_A,Collar [EMPTY],,,Female Face,,,,,,,,,,The Darkness,,Quealia,,,,,Tattoo [EMPTY]
3476,VesselsGen0 #3476,3550,3974.8061550142797,10,Goodie Blue,Shapeless [EMPTY],Blue Hair ,Gen-0_B,,Yellow Jumper,Collar_5,,,Female Face,,,,,,,,,,Supergood,,Frederick,,,,,Tattoo [EMPTY]
1070,VesselsGen0 #1070,3551,3974.7955041618293,10,Bling,Triangle,Signature Forelock,Gen-0_C,,Hoodie,Collar_8,,,Female Face,,,,,,,,,,Supergood,,Desios,,,,,Tattoo_B
2506,VesselsGen0 #2506,3552,3974.7525810612074,11,Mind Relaxer,,Cosmic,Gen-0_D,,BK Bunnies Jacket,,,Glasses [EMPTY],Witch Eyes,Face Accessory [EMPTY],Familiar [EMPTY],,,,,Head Ornament [EMPTY],,,Supergood,,Elm'os,,,,,
1938,VesselsGen0 #1938,3553,3974.716755207984,11,Rising Heat,,Rough Bob,Hulkin,,MP Tigers Jacket,,,Glasses [EMPTY],Grrrrrrrrrrrrrrrrrrr,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Happy,,Angecia,,,,,
1079,VesselsGen0 #1079,3554,3974.631751056232,10,Special Circle,Shapeless [EMPTY],Foxyloxy,Gen-0_D,,Africa Dress,Collar_4,,,Female Face,,,,,,,,,,Happy,,Welch,,,,,Tattoo [EMPTY]
3247,VesselsGen0 #3247,3555,3974.586349491023,10,Heat Death Of The Universe,Shapeless [EMPTY],Casual Suave,Gen-0_D,,Kimono I,Collar_7,,,Female Face,,,,,,,,,,Happy,,Juicy,,,,,Tattoo_B
4605,VesselsGen0 #4605,3556,3974.573081260755,10,Love Mist,Triangle,Rainbow Hair,Gen-0_E,,Nordic Dress,Collar [EMPTY],,,Female Face,,,,,,,,,,Supergood,,Uathi,,,,,Tattoo_B
2145,VesselsGen0 #2145,3557,3974.5451324010287,11,Goodie Blue,,Casual Suave,The Red Rage,,Red Tee,,,Neonz Vizor,Male Face,Face Accessory [EMPTY],Taco,,,,,Head Ornament [EMPTY],,,Supergood,,Brown,,,,,
1770,VesselsGen0 #1770,3558,3974.498537157046,8,Rising Heat,,Blondie,Gen-0_B,Cyborg,Tee_A,Collar [EMPTY],,,Female Face,,,,,,,,,,,,Wachi,,,,,
2619,VesselsGen0 #2619,3559,3974.3774788018386,11,Mind Relaxer,,Blondie,Gen-0_C,,Red Tee,,,Glasses [EMPTY],Sideways Glance Female,Face Accessory [EMPTY],Familiar [EMPTY],,,,,Head Ornament [EMPTY],,,Supergood,,Isriphos,,,,,
923,VesselsGen0 #923,3560,3974.375339592009,10,Steely,Triangle,Das Mohawk,Gen-0_E,,Kimono I,Collar [EMPTY],,,Female Face,,,,,,,,,,The Blues,,Thrack,,,,,Tattoo [EMPTY]
1982,VesselsGen0 #1982,3561,3974.345658414417,8,Icey,Triangle,Pretty Boy,Gen-0_D,,Neodandy,,,,Male Face,,,,,,,,,,The Blues,,Reid,,,,,
3985,VesselsGen0 #3985,3562,3974.336060351545,11,Goodie Blue,,Short Back and Sides Sir?,Gen-0_A,,MP Tigers Jacket,,,NEONZ ARZ,Sideways Glance Male,Face Accessory [EMPTY],Familiar [EMPTY],,,,,MSKD Horns,,,Supergood,,Cooper,,,,,
2745,VesselsGen0 #2745,3563,3974.3245110449916,10,Heat Death Of The Universe,Square,Curlz,Gen-0_C,,Hoodie,Collar [EMPTY],,,Female Face,,,,,,,,,,The Blues,,Dellis,,,,,Tattoo [EMPTY]
2000,VesselsGen0 #2000,3564,3974.3035739691504,9,Rising Heat,,Fader,Gen-0_B,,Dungarees,Collar_4,,,Female Face,,,,,,,,,,Happy,,Kirby,,,,,Tattoo [EMPTY]
2381,VesselsGen0 #2381,3565,3974.2354343029438,9,Bling,,Curlz,Gen-0_A,,Americas Dress,Collar [EMPTY],,,Female Face,,,,,,,,,,Supergood,,Knox,,,,,Tattoo_A
4089,VesselsGen0 #4089,3566,3974.195810795724,11,Old Quarter,,Casual Suave,The Red Rage,,BK Bunnies Jacket,,,Neonz Vizor,Female Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Bunny Ears,,,Supergood,,Ticklebutt,,,,,
361,VesselsGen0 #361,3567,3974.1209024249983,11,Goodie Blue,,Foxyloxy,Gen-0_A,,BK Bunnies Jacket,,,Neonz Specz,Rage Face,Face Accessory [EMPTY],Taco,,,,,Head Ornament [EMPTY],,,Happy,,Chutansay,,,,,
1975,VesselsGen0 #1975,3568,3974.0272807360993,10,Rising Heat,Shapeless [EMPTY],Short Back and Sides Sir?,Gen-0_E,,MP Tigers Jacket,Collar [EMPTY],,,Female Face,,,,,,,,,,The Darkness,,Nyiatia,,,,,Tattoo [EMPTY]
4295,VesselsGen0 #4295,3569,3974.0172296971277,11,Mind Relaxer,,Curlz,Gen-0_B,,Red Tee,,,Glasses [EMPTY],Witch Eyes,Face Accessory [EMPTY],Aubi,,,,,Bunny Ears,,,Supergood,,Acle,,,,,
3842,VesselsGen0 #3842,3570,3973.949271627969,11,Old Quarter,,Fader,Gen-0_B,,Red Tee,,,Neonz Vizor,Nova,Face Accessory [EMPTY],Familiar [EMPTY],,,,,MSKD Horns,,,Happy,,Sanai,,,,,
3999,VesselsGen0 #3999,3571,3973.9262150889317,11,Goodie Blue,,Fader,Gen-0_E,,BK Bunnies Jacket,,,NEONZ ARZ,Male Face,Face Accessory [EMPTY],Taco,,,,,Head Ornament [EMPTY],,,Happy,,Bolt,,,,,
3127,VesselsGen0 #3127,3572,3973.912305782863,10,Love Mist,Square,"Skinhead, Skinhead",Gen-0_A,,Kimono I,Collar_4,,,Female Face,,,,,,,,,,The Darkness,,Nesefi,,,,,Tattoo_B
346,VesselsGen0 #346,3573,3973.9102941383303,11,Goodie Blue,,The Roman,Hulkin,,MP Tigers Jacket,,,Neonz Specz,Evil Eyes,Face Accessory [EMPTY],Familiar [EMPTY],,,,,MSKD Horns,,,Supergood,,Lenohu,,,,,
968,VesselsGen0 #968,3574,3973.835046847293,11,Goodie Blue,,Casual Suave,Gen-0_C,,Red Tee,,,Glasses [EMPTY],Shrug Male,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,MSKD Horns,,,Supergood,,Engicia,,,,,
350,VesselsGen0 #350,3575,3973.830700245175,9,Rising Heat,,Signature Forelock,Gen-0_D,,Pink Tee,Collar_7,,,Female Face,,,,,,,,,,The Blues,,Shyolth,,,,,Tattoo_B
843,VesselsGen0 #843,3576,3973.7911493772554,9,Icey,,Rainbow Hair,Gen-0_A,,MP Tigers Jacket,Collar_7,,,Female Face,,,,,,,,,,Happy,,Whiff,,,,,Tattoo_B
2561,VesselsGen0 #2561,3577,3973.688366771831,8,Bling,Circle,Signature Forelock,Gen-0_D,,Green Body Armour,,,,Male Face,,,,,,,,,,Supergood,,Senib,,,,,
162,VesselsGen0 #162,3578,3973.643584472887,8,Acid Green,Square,Dreads,Gen-0_E,,Americas Dress,,,,Male Face,,,,,,,,,,Supergood,,Zavion,,,,,
4255,VesselsGen0 #4255,3579,3973.6428790809437,10,Bling,Triangle,Casual Suave,Gen-0_C,,Biker Jacket,Collar_5,,,Female Face,,,,,,,,,,Supergood,,Summers,,,,,Tattoo [EMPTY]
2787,VesselsGen0 #2787,3580,3973.6400675699715,13,Goodie Blue,,Blue Hair ,Gen-0_C,Cyborg,Red Tee,,,Glasses [EMPTY],Witch Eyes,Face Accessory [EMPTY],Ice Scar,,,,,Head Ornament [EMPTY],,,Happy,,Chrorios,,,,,Tattoo_B
3294,VesselsGen0 #3294,3581,3973.6328838893915,11,Goodie Blue,,Swooshy,Ice Cold,,MP Tigers Jacket,,,Glasses [EMPTY],Female Face,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Supergood,,Maph,,,,,
1018,VesselsGen0 #1018,3582,3973.6001648107504,10,Love Mist,Triangle,Dreads,Gen-0_E,,Kimono I,Collar [EMPTY],,,Female Face,,,,,,,,,,The Darkness,,Chanch,,,,,Tattoo_A
684,VesselsGen0 #684,3583,3973.5747927793814,9,Bling,,The Roman,Gen-0_E,,Africa Dress,Collar_5,,,Female Face,,,,,,,,,,Happy,,Burnett,,,,,Tattoo_A
152,VesselsGen0 #152,3584,3973.522005588027,11,Devil Wings,,,Gen-0_C,Face Palm,Black Tee,Collar [EMPTY],,,Female Face,Face_Accessory_Freckles,Truffle Pig,,,,,,,,The Blues,,Nufar,,,,,Tattoo_B
2154,VesselsGen0 #2154,3585,3973.362661514268,10,Special Circle,,Pretty Boy,Gen-0_E,Cyborg,Gillet,Collar_4,,,Female Face,Cheek Heart,,,,,,,,,Happy,,Ereth,,,,,
3757,VesselsGen0 #3757,3586,3973.284722338273,10,Love Mist,Square,Dreads,Gen-0_E,,Tee_A,Collar [EMPTY],,,Female Face,,,,,,,,,,Happy,,Towhee,,,,,Tattoo_A
1929,VesselsGen0 #1929,3587,3973.2806448601145,9,Rising Heat,,Rainbow Hair,Gen-0_C,,Dungarees,Collar [EMPTY],,,Female Face,,,,,,,,,,Happy,,Nocturne,,,,,Tattoo_B
2199,VesselsGen0 #2199,3588,3973.2519440980964,9,Love Mist,,Short Back and Sides Sir?,Gen-0_D,,Yellow Jumper,Collar_5,,,Female Face,,,,,,,,,,Happy,,Yerelia,,,,,Tattoo_B
3635,VesselsGen0 #3635,3589,3973.1557640655974,10,Special Circle,Shapeless [EMPTY],Foxyloxy,Gen-0_C,,MP Tigers Jacket,Collar_7,,,Female Face,,,,,,,,,,Supergood,,Rhahech,,,,,Tattoo [EMPTY]
3226,VesselsGen0 #3226,3590,3973.1237185213604,11,Goodie Blue,,Short Back and Sides Sir?,Gen-0_D,,MP Tigers Jacket,,,NEONZ ARZ,Shrug Male,Face Accessory [EMPTY],Familiar [EMPTY],,,,,MSKD Horns,,,Happy,,Rorsom,,,,,
192,VesselsGen0 #192,3591,3973.080896705438,8,Acid Green,Circle,Dreads,Gen-0_D,,Gen-0 Suit,,,,Male Face,,,,,,,,,,Supergood,,Qhuath,,,,,
3098,VesselsGen0 #3098,3592,3973.029510613379,9,Love Mist,,Pretty Boy,Gen-0_D,,Biker Jacket,Collar_5,,,Female Face,,,,,,,,,,The Blues,,Stark,,,,,Tattoo_A
1611,VesselsGen0 #1611,3593,3973.02075528087,11,Mind Relaxer,,Curlz,Gen-0_C,,Go Go Merman Suit,,,Glasses [EMPTY],Grrrrrrrrrrrrrrrrrrr,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Happy,,Ordyn,,,,,
4933,VesselsGen0 #4933,3594,3972.905128304519,10,Bling,Square,Short Back and Sides Sir?,Gen-0_D,,Kimono I,Collar_4,,,Female Face,,,,,,,,,,Supergood,,Ryloko,,,,,Tattoo [EMPTY]
3363,VesselsGen0 #3363,3595,3972.8945253243605,11,Heat Death Of The Universe,,Blue Hair ,The Red Rage,,BK Bunnies Jacket,,,Neonz Vizor,Grrrrrrrrrrrrrrrrrrr,Face Accessory [EMPTY],Go Go Tweet Tweet,,,,,Head Ornament [EMPTY],,,Supergood,,Karsyn,,,,,
1217,VesselsGen0 #1217,3596,3972.852357737687,11,Goodie Blue,,Fader,Gen-0_E,,BK Bunnies Jacket,,,Neonz Specz,Micky Glowing Blue Eyes,Face Accessory [EMPTY],Aubi,,,,,Head Ornament [EMPTY],,,Happy,,Amichiron,,,,,
