ID,Name,Rank,Rarity_Score,Attributes,Background,Clothing,Eyes,Eyewear,Fur,Headgear,Magnificent,Mouth,Piercings,Tail
3169,Ottez #3169,3555,82.05585774265342,8,Purple,Vegas Shirt,Suspicious Eyes,Black Wayfarer,Sand,Orange Beanie,,Happy,,Plain
326,Ottez #326,3556,82.03570023131837,8,Pink,Plain Tshirt,Brown Eyes,Morpheus,Purple,Blue Wig,,Gritted,,White
1058,Ottez #1058,3557,82.00231852619794,8,Blue,Blue Varsity,Wide Eyed,Heart Shades,Grey,,,Gritted,Nose Ring,Metal
3159,Ottez #3159,3558,81.99177335534331,9,Pink,Plain Tshirt,Blue Eyes,Black Wayfarer,Sand,Dreads,,Smile,Nose Ring,White
974,Ottez #974,3559,81.98473607392883,8,Blue,Plain Tshirt,Cheeky Eyes,Adventurer,Sand,Bobble Hat,,Gritted,,White
3747,Ottez #3747,3560,81.98220261997866,7,Navy,Green Varsity,Suspicious Eyes,,Brown,Cycling Cap,,Smile,,Metal
1120,Ottez #1120,3561,81.96441694967336,7,Blue,Plain Tshirt,Blue Eyes,,Stoner,Backwards Cap,,Closed,,Plain
2456,Ottez #2456,3562,81.93321526331273,9,Purple,Red Varsity,Brown Eyes,Black Wayfarer,Brown,Cycling Cap,,Gritted,Bull Ring,Fire
167,Ottez #167,3563,81.90901494194411,8,Pink,Blue Varsity,Tired Eyes,,Brown,Backwards Cap,,Closed,Bull Ring,Fire
3581,Ottez #3581,3564,81.90383420453205,7,Navy,,Brown Eyes,Aviators,Fawn,Propeller Hat,,Smile,,Fire
685,Ottez #685,3565,81.891780745347,8,Orange,Striped Tshirt,Brown Eyes,,Fawn,Bucket Hat,,Tongue Out,Nose Ring,White
2074,Ottez #2074,3566,81.88144622274915,8,Pink,Blue Varsity,Cheeky Eyes,Tortoise Shell,Fawn,Backwards Cap,,Closed,,Metal
2042,Ottez #2042,3567,81.8679768496151,8,Yellow,Checked Shirt,Blue Eyes,Aviators,Grey,Blue Wig,,Closed,,Plain
1249,Ottez #1249,3568,81.86235894221214,8,Orange,Checked Shirt,Tired Eyes,Tortoise Shell,Brown,Cycling Cap,,Gritted,,Fire
1829,Ottez #1829,3569,81.84037498445485,8,Orange,Vegas Shirt,Suspicious Eyes,Aviators,Brown,Backwards Cap,,Closed,,White
152,Ottez #152,3570,81.77776296557357,8,Green,Blue Varsity,Pretty Eyes,Rap Shades,Grey,Bucket Hat,,Smile,,Plain
3511,Ottez #3511,3571,81.7744866400514,8,Yellow,Ottez Tshirt,Brown Eyes,Morpheus,Fawn,Orange Beanie,,Happy,,Rainbow
565,Ottez #565,3572,81.77444907443066,9,Blue,Black Hoodie,Pretty Eyes,Heart Shades,Grey,Backwards Cap,,Gritted,Nose Ring,White
1693,Ottez #1693,3573,81.76951212912584,8,Purple,Black Hoodie,Cheeky Eyes,Heart Shades,Stripey Fawn,Cycling Cap,,Smile,,Plain
1911,Ottez #1911,3574,81.72632204945413,9,Blue,Ottez Tshirt,Cheeky Eyes,Tortoise Shell,Grey,Ottez Cap,,Smile,Bull Ring,White
730,Ottez #730,3575,81.67343242763738,9,Yellow,Ottez Tshirt,Pretty Eyes,Aviators,Fawn,Bucket Hat,,Closed,Nose Ring,Plain
3392,Ottez #3392,3576,81.63831601834747,7,Orange,Red Varsity,Suspicious Eyes,,Brown,Army Helmet,,Smile,,White
2545,Ottez #2545,3577,81.63603524632812,7,Yellow,Army Shirt,Blue Eyes,,Sand,Party Hat,,Smile,,Plain
3786,Ottez #3786,3578,81.62748527050957,8,Orange,Double Vest,Sexy Eyes,,Purple,Orange Beanie,,Smile,Nose Ring,Plain
2591,Ottez #2591,3579,81.58488479393017,9,Purple,Striped Tshirt,Brown Eyes,Adventurer,Brown,Orange Beanie,,Smile,Nose Ring,Plain
2090,Ottez #2090,3580,81.57387296493987,8,Yellow,Green Varsity,Suspicious Eyes,Black Wayfarer,Brown,Dreads,,Closed,,White
1235,Ottez #1235,3581,81.53656690284195,8,Orange,Ottez Tshirt,Cheeky Eyes,Aviators,Sand,Blue Wig,,Closed,,White
1182,Ottez #1182,3582,81.52373553556723,9,Yellow,Black Hoodie,Brown Eyes,Adventurer,Grey,Orange Beanie,,Happy,Nose Ring,Fire
3056,Ottez #3056,3583,81.51491640695096,8,Pink,Blue Varsity,Cheeky Eyes,Heart Shades,Brown,Dreads,,Gritted,,White
97,Ottez #97,3584,81.48913900380494,8,Pink,,Pretty Eyes,Morpheus,Brown,Captains Hat,,Smile,Bull Ring,Fire
3557,Ottez #3557,3585,81.43421030956081,9,Yellow,Plain Tshirt,Cheeky Eyes,Aviators,Sand,Party Hat,,Closed,Nose Ring,White
1884,Ottez #1884,3586,81.36263165700862,8,Green,Plain Tshirt,Brown Eyes,Black Wayfarer,Stripey Sand,Orange Beanie,,Smile,,Plain
1417,Ottez #1417,3587,81.26674303521449,8,Green,Puffer Jacket,Wide Eyed,Tortoise Shell,Brown,Orange Beanie,,Gritted,,Rainbow
1624,Ottez #1624,3588,81.25549060371522,7,Purple,,Sexy Eyes,Morpheus,Sand,Bandana,,Gritted,,Plain
2427,Ottez #2427,3589,81.22198961681619,9,Yellow,Dungarees,Suspicious Eyes,Tortoise Shell,Brown,Backwards Cap,,Closed,Bull Ring,White
2484,Ottez #2484,3590,81.22051748266497,8,Orange,Dungarees,Blue Eyes,Heart Shades,Purple,Ottez Cap,,Smile,,Fire
1153,Ottez #1153,3591,81.20825607887309,9,Navy,Checked Shirt,Brown Eyes,Heart Shades,Fawn,Orange Beanie,,Closed,Nose Ring,Plain
1455,Ottez #1455,3592,81.18604287571104,9,Pink,Puffer Jacket,Tired Eyes,Black Wayfarer,Brown,Bucket Hat,,Closed,Nose Ring,Fire
249,Ottez #249,3593,81.10618296037336,8,Green,Red Varsity,Cheeky Eyes,Heart Shades,Sand,Bucket Hat,,Happy,,Rainbow
2168,Ottez #2168,3594,81.10450206574824,8,Navy,Puffer Jacket,Pretty Eyes,Morpheus,Fawn,Bucket Hat,,Smile,,Plain
3701,Ottez #3701,3595,81.06563126160452,8,Purple,Blue Varsity,Blue Eyes,Heart Shades,Fawn,Bucket Hat,,Gritted,,Rainbow
933,Ottez #933,3596,81.0512202174396,8,Green,Plain Tshirt,Sexy Eyes,Aviators,Fawn,Party Hat,,Gritted,,Rainbow
668,Ottez #668,3597,81.03748983081124,8,Pink,Army Shirt,Brown Eyes,,Sand,Blue Wig,,Happy,Bull Ring,White
3029,Ottez #3029,3598,81.03510328303199,8,Orange,Blue Varsity,Cheeky Eyes,Black Wayfarer,Purple,Cycling Cap,,Happy,,White
1672,Ottez #1672,3599,81.0338057104527,8,Yellow,Puffer Jacket,Tired Eyes,Black Wayfarer,Grey,Dreads,,Happy,,White
1225,Ottez #1225,3600,81.02046817219727,9,Pink,Striped Tshirt,Brown Eyes,Heart Shades,Grey,Orange Beanie,,Smile,Bull Ring,Plain
2709,Ottez #2709,3601,80.98939007182638,8,Pink,Plain Tshirt,Wide Eyed,,Fawn,Bobble Hat,,Closed,Nose Ring,Fire
2073,Ottez #2073,3602,80.95874652742492,8,Orange,Black Hoodie,Green Eyes,Black Wayfarer,Brown,Army Helmet,,Gritted,,Metal
3583,Ottez #3583,3603,80.95108610885728,7,Purple,Double Vest,Wide Eyed,Black Wayfarer,Grey,,,Happy,,Metal
1393,Ottez #1393,3604,80.94639924215272,8,Purple,Blue Varsity,Suspicious Eyes,Black Wayfarer,Grey,Cycling Cap,,Gritted,,White
2662,Ottez #2662,3605,80.94039272561734,8,Purple,Ottez Tshirt,Sexy Eyes,Morpheus,Fawn,Bucket Hat,,Closed,,White
2412,Ottez #2412,3606,80.92842282367101,8,Orange,Puffer Jacket,Tired Eyes,Tortoise Shell,Brown,Bandana,,Smile,,White
866,Ottez #866,3607,80.91886045012161,8,Dark Grey,Ottez Tshirt,Tired Eyes,Tortoise Shell,Brown,Cycling Cap,,Happy,,Rainbow
589,Ottez #589,3608,80.91379223670654,8,Green,Ottez Tshirt,Blue Eyes,Aviators,Grey,Bandana,,Gritted,,White
1917,Ottez #1917,3609,80.86561302983736,8,Pink,Red Varsity,Cheeky Eyes,Tortoise Shell,Fawn,Party Hat,,Gritted,,Fire
1670,Ottez #1670,3610,80.84797478071712,8,Blue,Blue Varsity,Blue Eyes,Black Wayfarer,Brown,Army Helmet,,Closed,,White
1408,Ottez #1408,3611,80.8113916344126,7,Dark Grey,Green Varsity,Cheeky Eyes,,Grey,Party Hat,,Closed,,Fire
3153,Ottez #3153,3612,80.79783002741306,8,Orange,Puffer Jacket,Pretty Eyes,Rap Shades,Fawn,Cycling Cap,,Gritted,,Plain
3143,Ottez #3143,3613,80.7497934167452,8,Purple,Double Vest,Brown Eyes,Aviators,Grey,Blue Wig,,Gritted,,White
2439,Ottez #2439,3614,80.74353589034362,9,Navy,Plain Tshirt,Brown Eyes,Heart Shades,Fawn,Captains Hat,,Gritted,Bull Ring,Plain
787,Ottez #787,3615,80.72618584062765,7,Pink,Plain Tshirt,Cheeky Eyes,,Sand,Yellow Beanie,,Gritted,,Plain
414,Ottez #414,3616,80.72374930046948,8,Navy,Green Varsity,Cheeky Eyes,Morpheus,Grey,Orange Beanie,,Happy,,White
563,Ottez #563,3617,80.70993056821148,7,Green,Plain Tshirt,Suspicious Eyes,Aviators,Brown,,,Tongue Out,,Fire
3358,Ottez #3358,3618,80.695833727103,8,Dark Grey,Striped Tshirt,Pretty Eyes,Black Wayfarer,Brown,Dreads,,Happy,,Plain
2704,Ottez #2704,3619,80.68908616547213,8,Blue,Vegas Shirt,Sexy Eyes,,Brown,Party Hat,,Smile,Nose Ring,Plain
2044,Ottez #2044,3620,80.68896769186185,8,Navy,Tracksuit,Cheeky Eyes,Black Wayfarer,Brown,Backwards Cap,,Closed,,Metal
3734,Ottez #3734,3621,80.6739824823054,8,Green,Dungarees,Tired Eyes,Aviators,Fawn,Backwards Cap,,Smile,,Rainbow
2993,Ottez #2993,3622,80.66725523775611,8,Purple,Green Varsity,Blue Eyes,Adventurer,Fawn,Backwards Cap,,Happy,,Plain
661,Ottez #661,3623,80.61299230403421,8,Purple,Black Hoodie,Green Eyes,Tortoise Shell,Grey,Bobble Hat,,Closed,,Fire
3030,Ottez #3030,3624,80.5940897197089,7,Navy,Dungarees,Cheeky Eyes,,Purple,Party Hat,,Happy,,Fire
635,Ottez #635,3625,80.57363519199562,9,Green,Red Varsity,Blue Eyes,Aviators,Brown,Orange Beanie,,Smile,Bull Ring,Plain
2175,Ottez #2175,3626,80.54833291819821,8,Blue,Dungarees,Tired Eyes,Aviators,Grey,Bobble Hat,,Gritted,,White
3457,Ottez #3457,3627,80.54630894598105,8,Purple,Green Varsity,Suspicious Eyes,Rap Shades,Brown,Cycling Cap,,Closed,,Plain
473,Ottez #473,3628,80.54101564647836,8,Purple,Vegas Shirt,Brown Eyes,Tortoise Shell,Grey,Orange Beanie,,Closed,,Metal
2881,Ottez #2881,3629,80.51329753143317,9,Navy,Red Varsity,Cheeky Eyes,Black Wayfarer,Grey,Bucket Hat,,Closed,Bull Ring,White
3759,Ottez #3759,3630,80.51117010641887,8,Yellow,Black Hoodie,Sexy Eyes,Adventurer,Brown,Orange Beanie,,Gritted,,Rainbow
3363,Ottez #3363,3631,80.50883483450559,7,Dark Grey,Striped Tshirt,Sexy Eyes,,Grey,Party Hat,,Smile,,White
384,Ottez #384,3632,80.46654669087492,8,Dark Grey,Striped Tshirt,Sexy Eyes,,Sand,Backwards Cap,,Happy,Nose Ring,Fire
2052,Ottez #2052,3633,80.44304767658035,8,Blue,Plain Tshirt,Cheeky Eyes,Morpheus,Sand,Ottez Cap,,Happy,,Fire
3008,Ottez #3008,3634,80.39373994173532,8,Blue,Red Varsity,Brown Eyes,Rap Shades,Fawn,Dreads,,Smile,,Plain
1242,Ottez #1242,3635,80.39003235585538,7,Dark Grey,Black Hoodie,Pretty Eyes,,Sand,Bandana,,Closed,,Plain
2149,Ottez #2149,3636,80.36584668948308,8,Yellow,Ottez Tshirt,Brown Eyes,Rap Shades,Grey,Cycling Cap,,Happy,,Metal
29,Ottez #29,3637,80.36477857607224,9,Green,Black Hoodie,Suspicious Eyes,Black Wayfarer,Brown,Party Hat,,Gritted,Nose Ring,White
2528,Ottez #2528,3638,80.31334283570692,8,Green,Puffer Jacket,Sexy Eyes,Aviators,Brown,Army Helmet,,Closed,,Plain
2952,Ottez #2952,3639,80.3092495520683,8,Purple,Ottez Tshirt,Tired Eyes,Black Wayfarer,Fawn,Blue Wig,,Happy,,Plain
1151,Ottez #1151,3640,80.27827995607296,8,Navy,Army Shirt,Cheeky Eyes,Tortoise Shell,Brown,Army Helmet,,Happy,,White
3226,Ottez #3226,3641,80.26989169892038,8,Green,Red Varsity,Brown Eyes,Rap Shades,Brown,Army Helmet,,Closed,,White
427,Ottez #427,3642,80.26516523990458,8,Blue,Plain Tshirt,Tired Eyes,Rap Shades,Fawn,Dreads,,Happy,,White
580,Ottez #580,3643,80.23960310371439,8,Dark Grey,Dungarees,Brown Eyes,Morpheus,Purple,Ottez Cap,,Closed,,Plain
1402,Ottez #1402,3644,80.21933312693673,8,Blue,Blue Varsity,Brown Eyes,,Purple,Party Hat,,Closed,Nose Ring,Plain
1345,Ottez #1345,3645,80.21886902617263,9,Blue,Ottez Tshirt,Brown Eyes,Heart Shades,Purple,Bucket Hat,,Gritted,Nose Ring,Plain
2267,Ottez #2267,3646,80.20070454323562,8,Purple,Army Shirt,Sexy Eyes,Heart Shades,Brown,Ottez Cap,,Closed,,Plain
2646,Ottez #2646,3647,80.19188943314924,8,Pink,Dungarees,Tired Eyes,Aviators,Grey,Orange Beanie,,Closed,,Rainbow
2843,Ottez #2843,3648,80.16442770475308,8,Pink,Striped Tshirt,Green Eyes,Heart Shades,Grey,Backwards Cap,,Smile,,White
2295,Ottez #2295,3649,80.1318424604797,9,Green,Plain Tshirt,Cheeky Eyes,Heart Shades,Sand,Ottez Cap,,Happy,Bull Ring,Plain
1283,Ottez #1283,3650,80.12488421610314,8,Purple,Plain Tshirt,Sexy Eyes,Morpheus,Brown,Orange Beanie,,Happy,,Rainbow
2930,Ottez #2930,3651,80.10668615464247,9,Navy,Black Hoodie,Blue Eyes,Aviators,Brown,Party Hat,,Closed,Bull Ring,Plain
1671,Ottez #1671,3652,80.10102318670991,8,Pink,Dungarees,Sexy Eyes,,Sand,Captains Hat,,Gritted,Bull Ring,Plain
3086,Ottez #3086,3653,80.06638861127051,9,Yellow,Black Hoodie,Sexy Eyes,Black Wayfarer,Fawn,Cycling Cap,,Closed,Bull Ring,Plain
559,Ottez #559,3654,80.04676576385198,8,Pink,Green Varsity,Green Eyes,,Purple,Backwards Cap,,Smile,Nose Ring,White
2121,Ottez #2121,3655,80.02502432159135,9,Purple,Dungarees,Wide Eyed,Black Wayfarer,Fawn,Bucket Hat,,Gritted,Nose Ring,White
1052,Ottez #1052,3656,80.01905578063044,8,Navy,Black Hoodie,Sexy Eyes,Morpheus,Sand,Orange Beanie,,Smile,,Plain
274,Ottez #274,3657,79.99150746693098,8,Purple,Green Varsity,Green Eyes,Black Wayfarer,Brown,Orange Beanie,,Closed,,Metal
3033,Ottez #3033,3658,79.98529183530938,8,Blue,Checked Shirt,Tired Eyes,,Grey,Cycling Cap,,Smile,Bull Ring,Plain
2549,Ottez #2549,3659,79.94755848138837,9,Dark Grey,Green Varsity,Brown Eyes,Aviators,Grey,Ottez Cap,,Smile,Nose Ring,White
30,Ottez #30,3660,79.93125874340038,9,Purple,Plain Tshirt,Cheeky Eyes,Aviators,Brown,Bobble Hat,,Closed,Bull Ring,White
1636,Ottez #1636,3661,79.92031327996204,8,Green,Tracksuit,Brown Eyes,Adventurer,Brown,Backwards Cap,,Gritted,,White
3848,Ottez #3848,3662,79.90133691778178,7,Pink,Black Hoodie,Suspicious Eyes,,Purple,Cycling Cap,,Closed,,Fire
1674,Ottez #1674,3663,79.84430410232953,8,Navy,Dungarees,Cheeky Eyes,,Sand,Party Hat,,Gritted,Nose Ring,Rainbow
959,Ottez #959,3664,79.84269100927686,7,Green,Tracksuit,Suspicious Eyes,,Fawn,Ottez Cap,,Smile,,Plain
3632,Ottez #3632,3665,79.83945511599416,8,Orange,Plain Tshirt,Tired Eyes,Aviators,Sand,Dreads,,Gritted,,Plain
2156,Ottez #2156,3666,79.79532987396297,9,Orange,Checked Shirt,Brown Eyes,Black Wayfarer,Fawn,Orange Beanie,,Smile,Bull Ring,Plain
3677,Ottez #3677,3667,79.79353071195217,8,Blue,Green Varsity,Brown Eyes,Tortoise Shell,Sand,Bobble Hat,,Closed,,White
908,Ottez #908,3668,79.78128900592331,8,Yellow,Army Shirt,Cheeky Eyes,Morpheus,Fawn,Bucket Hat,,Happy,,Plain
2356,Ottez #2356,3669,79.76960138730247,7,Dark Grey,Blue Varsity,Pretty Eyes,,Fawn,Ottez Cap,,Happy,,White
1078,Ottez #1078,3670,79.7486118675459,7,Pink,,Suspicious Eyes,Black Wayfarer,Fawn,Orange Beanie,,Tongue Out,,White
2520,Ottez #2520,3671,79.73444885676258,8,Blue,Dungarees,Cheeky Eyes,Black Wayfarer,Brown,,,Whistle,Bull Ring,Plain
2510,Ottez #2510,3672,79.73321408800821,9,Purple,Puffer Jacket,Cheeky Eyes,Rap Shades,Fawn,Orange Beanie,,Happy,Nose Ring,Plain
3994,Ottez #3994,3673,79.71835948481746,8,Navy,Black Hoodie,Tired Eyes,Black Wayfarer,Brown,Army Helmet,,Closed,,Fire
978,Ottez #978,3674,79.703654381209,9,Orange,Plain Tshirt,Sexy Eyes,Tortoise Shell,Brown,Party Hat,,Closed,Nose Ring,Plain
509,Ottez #509,3675,79.68605746641401,8,Green,Watermelon Tshirt,Blue Eyes,,Fawn,Bucket Hat,,Smile,Nose Ring,Rainbow
785,Ottez #785,3676,79.6653115482938,8,Purple,Dungarees,Blue Eyes,Tortoise Shell,Purple,Captains Hat,,Gritted,,White
3328,Ottez #3328,3677,79.65473983582154,8,Navy,Black Hoodie,Suspicious Eyes,Aviators,Sand,Orange Beanie,,Happy,,Rainbow
454,Ottez #454,3678,79.634321873094,7,Orange,Watermelon Tshirt,Brown Eyes,,Fawn,Party Hat,,Smile,,White
2122,Ottez #2122,3679,79.6252769788506,8,Navy,Black Hoodie,Green Eyes,Black Wayfarer,Sand,Ottez Cap,,Happy,,Metal
270,Ottez #270,3680,79.58951088491735,7,Navy,Black Hoodie,Green Eyes,,Stripey Fawn,Bucket Hat,,Gritted,,White
3232,Ottez #3232,3681,79.53849047599509,8,Blue,Puffer Jacket,Brown Eyes,Aviators,Fawn,Party Hat,,Happy,,Metal
2033,Ottez #2033,3682,79.51389418864203,8,Purple,Ottez Tshirt,Brown Eyes,Black Wayfarer,Purple,Dreads,,Closed,,Plain
1373,Ottez #1373,3683,79.50783177146224,8,Orange,Dungarees,Sexy Eyes,Tortoise Shell,Grey,Dreads,,Smile,,White
2996,Ottez #2996,3684,79.4585897184258,8,Yellow,Ottez Tshirt,Brown Eyes,Tortoise Shell,Brown,Dreads,,Closed,,Metal
3730,Ottez #3730,3685,79.45641376479983,8,Purple,Red Varsity,Cheeky Eyes,Black Wayfarer,Brown,Blue Wig,,Smile,,Fire
2860,Ottez #2860,3686,79.45565736176192,9,Purple,Checked Shirt,Cheeky Eyes,Aviators,Grey,Bucket Hat,,Happy,Nose Ring,White
1756,Ottez #1756,3687,79.45547747723143,8,Pink,Red Varsity,Sexy Eyes,Tortoise Shell,Sand,Ottez Cap,,Happy,,Plain
2990,Ottez #2990,3688,79.43791475975668,8,Navy,Double Vest,Blue Eyes,Black Wayfarer,Grey,Cycling Cap,,Closed,,White
434,Ottez #434,3689,79.4331193899894,8,Navy,Dungarees,Blue Eyes,,Brown,Yellow Beanie,,Happy,Nose Ring,White
810,Ottez #810,3690,79.38548038110171,8,Dark Grey,Blue Varsity,Sexy Eyes,Aviators,Grey,Orange Beanie,,Happy,,White
3004,Ottez #3004,3691,79.31049409364851,9,Orange,Watermelon Tshirt,Brown Eyes,Black Wayfarer,Fawn,Bucket Hat,,Happy,Nose Ring,Plain
2578,Ottez #2578,3692,79.2772980143527,8,Orange,Ottez Tshirt,Suspicious Eyes,,Fawn,Captains Hat,,Gritted,Nose Ring,Plain
1600,Ottez #1600,3693,79.25463949102529,8,Blue,Checked Shirt,Green Eyes,Tortoise Shell,Fawn,Bucket Hat,,Smile,,Fire
3662,Ottez #3662,3694,79.218222987522,7,Orange,Red Varsity,Cheeky Eyes,,Brown,Bobble Hat,,Happy,,Fire
77,Ottez #77,3695,79.20016400082636,9,Navy,Black Hoodie,Tired Eyes,Black Wayfarer,Fawn,Cycling Cap,,Happy,Nose Ring,White
2814,Ottez #2814,3696,79.1798108728004,8,Purple,Checked Shirt,Blue Eyes,Tortoise Shell,Grey,Party Hat,,Gritted,,Plain
1952,Ottez #1952,3697,79.14786305853349,8,Purple,Black Hoodie,Blue Eyes,,Grey,Captains Hat,,Closed,Bull Ring,Metal
2026,Ottez #2026,3698,79.14734217654934,8,Orange,Ottez Tshirt,Cheeky Eyes,Rap Shades,Brown,Orange Beanie,,Closed,,Rainbow
138,Ottez #138,3699,79.13392036902236,8,Navy,Ottez Tshirt,Blue Eyes,Morpheus,Brown,Ottez Cap,,Happy,,White
2849,Ottez #2849,3700,79.11718287201464,8,Orange,Striped Tshirt,Green Eyes,,Fawn,Ottez Cap,,Smile,Nose Ring,Fire
1204,Ottez #1204,3701,79.080084178276,9,Pink,Plain Tshirt,Tired Eyes,Tortoise Shell,Purple,Bucket Hat,,Smile,Nose Ring,Plain
2104,Ottez #2104,3702,79.06985257310812,7,Navy,Black Hoodie,Brown Eyes,,Brown,Backwards Cap,,Freaky Teeth,,White
2257,Ottez #2257,3703,79.06504351143553,8,Blue,Plain Tshirt,Sexy Eyes,Aviators,Sand,Captains Hat,,Closed,,Plain
3258,Ottez #3258,3704,79.06356750806606,8,Dark Grey,Plain Tshirt,Pretty Eyes,Aviators,Grey,Bandana,,Gritted,,Plain
3854,Ottez #3854,3705,79.06167774743568,8,Dark Grey,Double Vest,Brown Eyes,Aviators,Brown,Backwards Cap,,Gritted,,Rainbow
3473,Ottez #3473,3706,79.0421348323514,8,Green,Puffer Jacket,Cheeky Eyes,Black Wayfarer,Sand,Army Helmet,,Happy,,Plain
1351,Ottez #1351,3707,79.02857246696897,8,Green,Black Hoodie,Green Eyes,Rap Shades,Grey,Party Hat,,Happy,,Plain
919,Ottez #919,3708,79.01692429766443,8,Dark Grey,Puffer Jacket,Suspicious Eyes,Rap Shades,Fawn,Orange Beanie,,Closed,,White
3154,Ottez #3154,3709,78.98883301004452,7,Blue,Red Varsity,Cheeky Eyes,Rap Shades,Purple,,,Happy,,Metal
3171,Ottez #3171,3710,78.9870008153469,8,Green,Blue Varsity,Cheeky Eyes,Black Wayfarer,Purple,Orange Beanie,,Closed,,Plain
243,Ottez #243,3711,78.97314541991418,8,Blue,Striped Tshirt,Green Eyes,Black Wayfarer,Fawn,Orange Beanie,,Gritted,,Fire
837,Ottez #837,3712,78.9366908431777,8,Pink,Striped Tshirt,Blue Eyes,Aviators,Purple,Ottez Cap,,Happy,,Plain
1540,Ottez #1540,3713,78.9250174560757,9,Green,Dungarees,Brown Eyes,Aviators,Brown,Blue Wig,,Closed,Nose Ring,White
345,Ottez #345,3714,78.91258176144105,8,Purple,Army Shirt,Suspicious Eyes,,Fawn,Cycling Cap,,Closed,Nose Ring,Plain
2955,Ottez #2955,3715,78.88070538361313,9,Navy,Black Hoodie,Cheeky Eyes,Tortoise Shell,Grey,Orange Beanie,,Smile,Bull Ring,Fire
2576,Ottez #2576,3716,78.879469356139,8,Blue,Red Varsity,Cheeky Eyes,Adventurer,Brown,Backwards Cap,,Happy,,White
275,Ottez #275,3717,78.79826374836573,7,Navy,Green Varsity,Green Eyes,,Brown,Backwards Cap,,Closed,,Fire
2478,Ottez #2478,3718,78.79017220991821,7,Navy,Puffer Jacket,Brown Eyes,,Purple,Backwards Cap,,Smile,,Rainbow
2248,Ottez #2248,3719,78.78219711154614,8,Dark Grey,Puffer Jacket,Cheeky Eyes,Tortoise Shell,Grey,Cycling Cap,,Closed,,Rainbow
672,Ottez #672,3720,78.76151079589192,8,Dark Grey,Dungarees,Wide Eyed,Tortoise Shell,Brown,Party Hat,,Happy,,White
3543,Ottez #3543,3721,78.76006047946261,8,Green,Dungarees,Cheeky Eyes,Aviators,Brown,Party Hat,,Closed,,Metal
1596,Ottez #1596,3722,78.71761641751327,9,Pink,Black Hoodie,Pretty Eyes,Tortoise Shell,Fawn,Ottez Cap,,Smile,Nose Ring,Plain
3417,Ottez #3417,3723,78.68198119074067,8,Dark Grey,Plain Tshirt,Cheeky Eyes,Morpheus,Fawn,Cycling Cap,,Smile,,Fire
1689,Ottez #1689,3724,78.66707017423289,9,Pink,Black Hoodie,Cheeky Eyes,Heart Shades,Brown,Orange Beanie,,Smile,Nose Ring,Rainbow
2005,Ottez #2005,3725,78.66461384000267,8,Blue,Striped Tshirt,Suspicious Eyes,,Brown,Bucket Hat,,Closed,Bull Ring,Metal
1274,Ottez #1274,3726,78.64242345632235,8,Pink,Black Hoodie,Wide Eyed,Tortoise Shell,Brown,Army Helmet,,Smile,,White
31,Ottez #31,3727,78.62928999709436,8,Green,Striped Tshirt,Cheeky Eyes,Black Wayfarer,Fawn,Blue Wig,,Closed,,White
3079,Ottez #3079,3728,78.60547365979777,8,Yellow,Ottez Tshirt,Wide Eyed,Black Wayfarer,Grey,Backwards Cap,,Happy,,Plain
3841,Ottez #3841,3729,78.58422742694182,8,Dark Grey,Blue Varsity,Cheeky Eyes,Aviators,Fawn,Orange Beanie,,Gritted,,Fire
1782,Ottez #1782,3730,78.5765537867925,9,Yellow,Puffer Jacket,Brown Eyes,Black Wayfarer,Sand,Orange Beanie,,Happy,Bull Ring,White
1456,Ottez #1456,3731,78.5727736885863,9,Pink,Ottez Tshirt,Brown Eyes,Black Wayfarer,Brown,Orange Beanie,,Happy,Nose Ring,Metal
3193,Ottez #3193,3732,78.56298158105412,9,Purple,Red Varsity,Brown Eyes,Heart Shades,Brown,Ottez Cap,,Happy,Nose Ring,White
2309,Ottez #2309,3733,78.44877935866631,8,Navy,Dungarees,Tired Eyes,Black Wayfarer,Brown,Cycling Cap,,Gritted,,Rainbow
1768,Ottez #1768,3734,78.44662949840243,8,Orange,Army Shirt,Cheeky Eyes,Aviators,Brown,Party Hat,,Happy,,Plain
408,Ottez #408,3735,78.43831886672935,8,Green,Army Shirt,Blue Eyes,Black Wayfarer,Sand,Backwards Cap,,Gritted,,Plain
2878,Ottez #2878,3736,78.35138744435177,8,Blue,Plain Tshirt,Sexy Eyes,Tortoise Shell,Brown,Army Helmet,,Closed,,Fire
3822,Ottez #3822,3737,78.309411071824,9,Navy,Plain Tshirt,Suspicious Eyes,Heart Shades,Brown,Backwards Cap,,Smile,Nose Ring,Plain
1241,Ottez #1241,3738,78.30770894897185,8,Purple,Ottez Tshirt,Blue Eyes,Rap Shades,Brown,Cycling Cap,,Happy,,Fire
2654,Ottez #2654,3739,78.28724110395306,8,Green,Plain Tshirt,Cheeky Eyes,,Grey,Yellow Beanie,,Closed,Nose Ring,Plain
1392,Ottez #1392,3740,78.28182284476696,8,Blue,Ottez Tshirt,Pretty Eyes,,Brown,Dreads,,Gritted,Nose Ring,White
1368,Ottez #1368,3741,78.26346726734458,8,Purple,Blue Varsity,Brown Eyes,,Grey,Army Helmet,,Closed,Nose Ring,White
506,Ottez #506,3742,78.1521619257422,8,Purple,Plain Tshirt,Wide Eyed,Heart Shades,Brown,Party Hat,,Gritted,,White
