ID,Name,Rank,Rarity_Score,Attributes,Background,Foreground,Hat,Head,Jacket,Left Eye,Mouth,Nose,Overlay,Right Eye,Shirt
4523,RAGGEDZ #4523,549,85.0814664753,10,Fire,,1800,Soccer,Worn-out-,Clip,Sewn,Stick,Haze,Button,Anarchy
4277,RAGGEDZ #4277,550,84.9832953141,10,Dark,,Wizard,Foam,Hanged,Clip,Zip,Icecreamcone,Picture,Button,Anarchy
4330,RAGGEDZ #4330,551,84.9592020063,9,Cold,,Worn-out,Foam,Scarecrow,Clip,Zip,Plasters,Picture,,Basic
3749,RAGGEDZ #3749,552,84.9130131721,11,Starry,Crows,,Soccer,Scarecrow,Button,Zip,Clay,Grunge,Spring,Hay
4041,RAGGEDZ #4041,553,84.8964383593,10,Starry,Crows,Fancy,Foam,Worn-out-,Button,,Stick,Evil,Spring,Basic
4319,RAGGEDZ #4319,554,84.8695857323,11,Milkyway,Ghost,Worn-out,Soccer,Doctor,Clip,Sewn,Clay,Evil,Spring,Anarchy
3831,RAGGEDZ #3831,555,84.8579107487,10,Milkyway,,Fancy,Soccer,Doctor,Button,Sewn,Rustydrill,Grunge,Painted,Basic
4448,RAGGEDZ #4448,556,84.7954098881,10,Misty,,Fancy,Soccer,Hanged,Button,Sewn,Stick,Grunge,Obsidian,Hay
4529,RAGGEDZ #4529,557,84.7171081359,10,Milkyway,,Pirate,Soccer,Doctor,Spring,Sewn,Clay,Foggy,Obsidian,White
4206,RAGGEDZ #4206,558,84.7170306658,11,Milkyway,Crows,,Soccer,Worn-out-,Button,Zip,Rustydrill,Glitter,Button,Basic
3703,RAGGEDZ #3703,559,84.5916434828,9,Starry,,Worn-out,Foam,Scarecrow,,Courier,Icecreamcone,Web,Obsidian,Hay
3871,RAGGEDZ #3871,560,84.5617583926,11,Misty,Crows,Wizard,Soccer,Scarf,Spring,Zip,Plasters,Grunge,Button,Anarchy
4028,RAGGEDZ #4028,561,84.5582594145,10,Starry,,Wizard,Pumpkin,Worn-out-,Cross,Lucky,Plasters,Foggy,Obsidian,Basic
4010,RAGGEDZ #4010,562,84.5183177211,10,Warm,,Wizard,Foam,Scarf,Painted,Zip,Clay,Evil,Clip,White
4004,RAGGEDZ #4004,563,84.5181899703,10,Starry,Crows,Wizard,Foam,Scarecrow,Obsidian,,Rottencarrot,Smoke,Spring,Hay
4285,RAGGEDZ #4285,564,84.5144841169,11,Dark,Ghost,1800,Foam,Worn-out-,Obsidian,Courier,Clay,Haze,Clip,Stained
4503,RAGGEDZ #4503,565,84.4176634944,10,Ufo,,Fancy,Foam,Worn-out-,Button,Sewn,Rottencarrot,Grunge,Clip,Basic
3881,RAGGEDZ #3881,566,84.4113650705,10,Misty,,Worn-out,Bucket,Hanged,Painted,Sewn,Icecreamcone,Evil,Cross,Stained
4152,RAGGEDZ #4152,567,84.4100826026,11,Swamp,Crows,,Bucket,Doctor,Cross,Sewn,Plasters,Smoke,Cross,Anarchy
3972,RAGGEDZ #3972,568,84.4031573336,10,Forest,,Fancy,Soccer,Hanged,Button,Zip,Rottencarrot,Snowy,Button,White
3700,RAGGEDZ #3700,569,84.3770642186,11,Starry,Cat,Worn-out,Pumpkin,Doctor,Clip,Courier,Stick,Haze,Cross,Hay
4397,RAGGEDZ #4397,570,84.3741741184,11,Cold,Crows,1800,Soccer,Scarecrow,Button,Courier,Rottencarrot,Foggy,Clip,Basic
3761,RAGGEDZ #3761,571,84.3663336542,10,Warm,,Worn-out,Pumpkin,Hanged,Cross,Courier,Rottencarrot,Web,Tezos,Stained
4691,RAGGEDZ #4691,572,84.3655350785,10,Dark,,Wizard,Foam,Doctor,Button,Saw,Stick,Grunge,Spring,White
3601,RAGGEDZ #3601,573,84.3180283396,11,Starry,Crows,Pirate,Pumpkin,Doctor,Spring,Sewn,Icecreamcone,Smoke,Button,Stained
3811,RAGGEDZ #3811,574,84.1867998457,10,Swamp,,Pirate,Soccer,Scarecrow,Obsidian,Courier,Icecreamcone,Snowy,Button,Basic
3900,RAGGEDZ #3900,575,84.1082759701,10,Milkyway,Ghost,Worn-out,Foam,Worn-out-,,Sewn,Clay,Picture,Button,Basic
4334,RAGGEDZ #4334,576,84.0710196324,10,Cold,,Worn-out,Pumpkin,Worn-out-,Cross,Courier,Icecreamcone,Smoke,Tezos,Basic
3627,RAGGEDZ #3627,577,83.9980594963,10,Milkyway,Sunflower,Pirate,Foam,Scarf,Obsidian,,Clay,Tvstatic,Obsidian,Anarchy
3603,RAGGEDZ #3603,578,83.9946418563,10,Swamp,,,Bucket,Scarecrow,Painted,Zip,Rottencarrot,Smoke,Obsidian,Basic
4492,RAGGEDZ #4492,579,83.9792444915,11,Cold,Crows,Worn-out,Soccer,Hanged,Spring,Lucky,Plasters,Snowy,Button,Stained
4166,RAGGEDZ #4166,580,83.8452694853,11,Warm,Crows,,Pumpkin,Scarf,Clip,Lucky,Clay,Web,Button,Basic
4456,RAGGEDZ #4456,581,83.749771447,10,Forest,Pitchfork,Wizard,Soccer,Hanged,Clip,Sewn,Rottencarrot,Evil,,White
4126,RAGGEDZ #4126,582,83.662053034,11,Starry,Cat,Worn-out,Soccer,Scarecrow,Clip,Sewn,Icecreamcone,Web,Obsidian,Hay
4604,RAGGEDZ #4604,583,83.5680427455,10,Swamp,,Fancy,Pumpkin,Scarecrow,Button,Sewn,Rottencarrot,Tvstatic,Button,Stained
4035,RAGGEDZ #4035,584,83.5649301061,9,Swamp,,,Foam,Hanged,Cross,,Clay,Grunge,Cross,White
4260,RAGGEDZ #4260,585,83.5257731394,10,Milkyway,Crows,Wizard,Foam,Worn-out-,Clip,,Fake,Tvstatic,Clip,Stained
3744,RAGGEDZ #3744,586,83.482231616,11,Evil,Ghost,Worn-out,Foam,Scarecrow,Cross,Zip,Rottencarrot,Web,Obsidian,Basic
3778,RAGGEDZ #3778,587,83.3293391034,10,Evil,,Pirate,Foam,Scarf,Spring,Courier,Clay,Smoke,Clip,Anarchy
3937,RAGGEDZ #3937,588,83.3241596708,11,Dark,Crows,Worn-out,Soccer,Worn-out-,Spring,Sewn,Plasters,Glitter,Cross,Basic
4539,RAGGEDZ #4539,589,83.1241051722,10,Evil,,Wizard,Bucket,Scarecrow,Clip,Zip,Icecreamcone,Web,Spring,Anarchy
4117,RAGGEDZ #4117,590,83.1054298879,10,Milkyway,Cat,Wizard,Oldbag,Hanged,Clip,Sewn,Icecreamcone,Snowy,,Stained
4394,RAGGEDZ #4394,591,83.0591827354,10,Milkyway,Wheat,1800,Oldbag,Worn-out-,Button,,Clay,Smoke,Spring,Basic
3989,RAGGEDZ #3989,592,82.9367438711,11,Fire,Pitchfork,Worn-out,Foam,Worn-out-,Clip,Zip,Plasters,Grunge,Button,Stained
4387,RAGGEDZ #4387,593,82.9359380768,10,Misty,,1800,Bucket,Worn-out-,Clip,Zip,Stick,Grunge,Tezos,Anarchy
4298,RAGGEDZ #4298,594,82.8762626889,11,Cold,Cat,Wizard,Bucket,Worn-out-,Cross,Sewn,Plasters,Web,Clip,Hay
4030,RAGGEDZ #4030,595,82.8752928965,11,Milkyway,Crows,,Soccer,Hanged,Button,Zip,Stick,Foggy,Button,Anarchy
4585,RAGGEDZ #4585,596,82.7022137784,10,Milkyway,Sunflower,Worn-out,Foam,Scarecrow,,Lucky,Fake,Haze,Button,White
4148,RAGGEDZ #4148,597,82.6516758429,9,Forest,,,Pumpkin,Worn-out-,,Courier,Clay,Grunge,Cross,Anarchy
4140,RAGGEDZ #4140,598,82.5608334183,9,Starry,,Worn-out,Oldbag,Doctor,Button,,Stick,Snowy,Obsidian,Anarchy
4646,RAGGEDZ #4646,599,82.5160898454,10,Ufo,,Worn-out,Bucket,Hanged,Button,Sewn,Rottencarrot,Web,Clip,Anarchy
4643,RAGGEDZ #4643,600,82.5149879325,9,Misty,,Fancy,Foam,Worn-out-,,Sewn,Icecreamcone,Snowy,Button,Basic
4568,RAGGEDZ #4568,601,82.4800513476,11,Starry,Wheat,Pirate,Pumpkin,Doctor,Spring,Sewn,Rottencarrot,Snowy,Clip,Basic
3684,RAGGEDZ #3684,602,82.4632204576,10,Misty,,Worn-out,Soccer,Scarecrow,Clip,Zip,Stick,Picture,Clip,Anarchy
4355,RAGGEDZ #4355,603,82.4238638878,10,Milkyway,Crows,Worn-out,Bucket,Hanged,Obsidian,,Stick,Haze,Obsidian,Hay
3808,RAGGEDZ #3808,604,82.4078601377,10,Evil,,Fancy,Soccer,Doctor,Button,Zip,Rustydrill,Smoke,Clip,White
4422,RAGGEDZ #4422,605,82.2957734964,10,Warm,Pitchfork,Pirate,Foam,Scarecrow,Painted,Lucky,Plasters,Smoke,,Anarchy
4338,RAGGEDZ #4338,606,82.2724326864,11,Starry,Cat,Pirate,Bucket,Hanged,Clip,Lucky,Stick,Haze,Cross,Basic
4082,RAGGEDZ #4082,607,82.1432225537,11,Starry,Sunflower,,Oldbag,Scarecrow,Button,Courier,Icecreamcone,Grunge,Clip,Basic
3598,RAGGEDZ #3598,608,82.1135951995,11,Dark,Sunflower,Worn-out,Foam,Worn-out-,Spring,Sewn,Rottencarrot,Smoke,Painted,Anarchy
4074,RAGGEDZ #4074,609,82.1091996103,11,Evil,Sunflower,Worn-out,Foam,Scarecrow,Cross,Sewn,Rottencarrot,Smoke,Spring,Anarchy
4699,RAGGEDZ #4699,610,82.1086080818,10,Misty,Pitchfork,Worn-out,Soccer,Scarecrow,,Courier,Icecreamcone,Glitter,Clip,Basic
4297,RAGGEDZ #4297,611,82.0840127003,10,Misty,Cat,1800,Bucket,Worn-out-,Button,Saw,Clay,Smoke,,White
3923,RAGGEDZ #3923,612,82.0809722767,10,Forest,,Worn-out,Pumpkin,Worn-out-,Cross,Lucky,Rottencarrot,Evil,Obsidian,Anarchy
4316,RAGGEDZ #4316,613,82.0745499758,10,Cold,,1800,Foam,Worn-out-,Obsidian,Zip,Rottencarrot,Evil,Tezos,Anarchy
3879,RAGGEDZ #3879,614,82.0555618509,10,Cold,,Worn-out,Soccer,Hanged,Spring,Sewn,Plasters,Haze,Painted,Anarchy
4242,RAGGEDZ #4242,615,82.0259492601,11,Milkyway,Sunflower,Worn-out,Pumpkin,Worn-out-,Clip,Sewn,Rottencarrot,Grunge,Spring,Hay
4392,RAGGEDZ #4392,616,82.0130114279,11,Dark,Cat,Pirate,Oldbag,Worn-out-,Button,Sewn,Clay,Evil,Clip,White
4551,RAGGEDZ #4551,617,82.0053252837,9,Misty,,Wizard,Soccer,Scarecrow,,Lucky,Icecreamcone,Web,Button,Stained
4213,RAGGEDZ #4213,618,81.9957244161,9,Cold,,Wizard,Oldbag,Doctor,Button,,Clay,Tvstatic,Button,Stained
3660,RAGGEDZ #3660,619,81.9407297532,11,Misty,Ghost,Worn-out,Bucket,Scarecrow,Cross,Zip,Rottencarrot,Haze,Clip,White
3782,RAGGEDZ #3782,620,81.9046066126,9,Evil,,Worn-out,Oldbag,Doctor,Button,,Stick,Grunge,Clip,White
3746,RAGGEDZ #3746,621,81.8377215756,11,Dark,Cat,Pirate,Foam,Hanged,Painted,Zip,Rottencarrot,Grunge,Cross,White
4170,RAGGEDZ #4170,622,81.8173547705,10,Forest,Wheat,,Foam,Doctor,,Sewn,Plasters,Snowy,Button,Anarchy
4695,RAGGEDZ #4695,623,81.6682899855,10,Forest,,Worn-out,Pumpkin,Doctor,Button,Zip,Rustydrill,Haze,Cross,Basic
4234,RAGGEDZ #4234,624,81.637115524,10,Warm,,Worn-out,Pumpkin,Scarecrow,Clip,Saw,Rottencarrot,Foggy,Button,Basic
3837,RAGGEDZ #3837,625,81.6216124031,10,Cold,,Worn-out,Bucket,Worn-out-,Painted,Saw,Clay,Haze,Button,Anarchy
4310,RAGGEDZ #4310,626,81.5566283855,10,Swamp,,Pirate,Soccer,Doctor,Clip,Zip,Rottencarrot,Smoke,Spring,Stained
4243,RAGGEDZ #4243,627,81.4577268913,10,Swamp,,Wizard,Pumpkin,Worn-out-,Obsidian,Zip,Clay,Tvstatic,Obsidian,Anarchy
4641,RAGGEDZ #4641,628,81.4398494192,10,Cold,,Worn-out,Foam,Doctor,Button,Sewn,Rottencarrot,Glitter,Painted,Stained
3640,RAGGEDZ #3640,629,81.395775548,10,Cold,Wheat,,Foam,Scarf,Button,Courier,Icecreamcone,Haze,,Basic
4339,RAGGEDZ #4339,630,81.3822261121,11,Milkyway,Sunflower,Worn-out,Bucket,Doctor,Cross,Courier,Icecreamcone,Tvstatic,Obsidian,Basic
4281,RAGGEDZ #4281,631,81.3819604039,10,Dark,Pitchfork,1800,Foam,Hanged,Button,Courier,Rustydrill,Tvstatic,,Basic
4016,RAGGEDZ #4016,632,81.3549599203,11,Starry,Ghost,Worn-out,Foam,Hanged,Cross,Zip,Rottencarrot,Haze,Obsidian,Stained
4322,RAGGEDZ #4322,633,81.3363172996,10,Dark,,Worn-out,Oldbag,Worn-out-,Button,Zip,Clay,Picture,Button,Anarchy
3903,RAGGEDZ #3903,634,81.2804138378,10,Starry,,Wizard,Foam,Doctor,Cross,Sewn,Rustydrill,Grunge,Painted,Basic
4452,RAGGEDZ #4452,635,81.2641583554,9,Starry,,Worn-out,Bucket,Scarf,Spring,Zip,Rottencarrot,Tvstatic,,Anarchy
4471,RAGGEDZ #4471,636,81.2612543649,10,Warm,,Worn-out,Foam,Doctor,Button,Lucky,Plasters,Glitter,Clip,Hay
4209,RAGGEDZ #4209,637,81.2345705762,11,Misty,Wheat,Worn-out,Soccer,Doctor,Cross,Courier,Clay,Tvstatic,Obsidian,Anarchy
4276,RAGGEDZ #4276,638,81.1719330134,11,Dark,Pitchfork,Worn-out,Soccer,Worn-out-,Clip,Sewn,Fake,Snowy,Button,Basic
4371,RAGGEDZ #4371,639,81.169863431,9,Starry,,1800,Pumpkin,Hanged,Obsidian,,Stick,Web,Clip,Anarchy
4475,RAGGEDZ #4475,640,81.1421485552,11,Cold,Pitchfork,Fancy,Soccer,Worn-out-,Cross,Courier,Clay,Smoke,Clip,White
3772,RAGGEDZ #3772,641,81.1217512598,10,Warm,Sunflower,,Pumpkin,Worn-out-,Button,Sewn,Plasters,Glitter,,White
4603,RAGGEDZ #4603,642,81.1166820525,11,Misty,Sunflower,Pirate,Soccer,Hanged,Spring,Zip,Rottencarrot,Haze,Button,Basic
3943,RAGGEDZ #3943,643,81.055715047,10,Cold,,Worn-out,Pumpkin,Scarecrow,Cross,Lucky,Stick,Snowy,Button,Hay
4336,RAGGEDZ #4336,644,81.0337947777,11,Warm,Pitchfork,Worn-out,Soccer,Worn-out-,Clip,Zip,Rottencarrot,Picture,Button,Basic
4399,RAGGEDZ #4399,645,81.0185227742,11,Cold,Sunflower,Pirate,Foam,Doctor,Cross,Sewn,Plasters,Grunge,Button,Hay
3763,RAGGEDZ #3763,646,80.975880544,11,Milkyway,Cat,Wizard,Soccer,Worn-out-,Clip,Sewn,Rottencarrot,Smoke,Tezos,Basic
4495,RAGGEDZ #4495,647,80.8682296389,9,Milkyway,,Wizard,Pumpkin,Scarecrow,Button,,Clay,Haze,Spring,Anarchy
3885,RAGGEDZ #3885,648,80.8605466602,9,Evil,,Wizard,Bucket,Worn-out-,Button,Sewn,Stick,Snowy,,Stained
4237,RAGGEDZ #4237,649,80.7751087715,11,Misty,Crows,Pirate,Pumpkin,Doctor,Obsidian,Courier,Rottencarrot,Web,Cross,Basic
3652,RAGGEDZ #3652,650,80.7273930723,10,Milkyway,Cat,Wizard,Pumpkin,Scarf,Obsidian,Zip,Stick,Evil,,Anarchy
4435,RAGGEDZ #4435,651,80.7003796869,9,Swamp,Wheat,Worn-out,Foam,Doctor,Clip,,Rottencarrot,Haze,,Anarchy
4619,RAGGEDZ #4619,652,80.6788896609,11,Starry,Pitchfork,Worn-out,Foam,Scarf,Cross,Lucky,Clay,Haze,Clip,Anarchy
4601,RAGGEDZ #4601,653,80.6662277672,10,Warm,,Worn-out,Bucket,Scarecrow,Cross,Zip,Rottencarrot,Evil,Tezos,White
4089,RAGGEDZ #4089,654,80.6570868416,9,Dark,,Worn-out,Oldbag,Worn-out-,Cross,Zip,Icecreamcone,Snowy,,Anarchy
4078,RAGGEDZ #4078,655,80.617210474,11,Evil,Pitchfork,Worn-out,Soccer,Scarecrow,Cross,Zip,Icecreamcone,Snowy,Button,Anarchy
4090,RAGGEDZ #4090,656,80.6118637485,10,Dark,,Worn-out,Foam,Doctor,Clip,Joker,Rottencarrot,Smoke,Cross,White
4202,RAGGEDZ #4202,657,80.6051446806,11,Dark,Sunflower,Worn-out,Foam,Hanged,Painted,Zip,Clay,Smoke,Cross,White
4629,RAGGEDZ #4629,658,80.5939889214,11,Dark,Sunflower,Wizard,Pumpkin,Worn-out-,Obsidian,Zip,Rottencarrot,Smoke,Spring,Anarchy
3915,RAGGEDZ #3915,659,80.5800229431,11,Warm,Pitchfork,,Foam,Worn-out-,Button,Lucky,Clay,Haze,Button,Hay
4011,RAGGEDZ #4011,660,80.5667783414,11,Starry,Cat,Worn-out,Foam,Doctor,Clip,Sewn,Clay,Lightning,Button,Anarchy
4672,RAGGEDZ #4672,661,80.520472115,10,Milkyway,,Worn-out,Foam,Scarecrow,Clip,Sewn,Plasters,Grunge,Tezos,Hay
4066,RAGGEDZ #4066,662,80.3780719779,10,Evil,Pitchfork,Worn-out,Bucket,Scarecrow,Cross,Lucky,Plasters,Snowy,,Stained
4670,RAGGEDZ #4670,663,80.3639363806,11,Misty,Cat,Worn-out,Soccer,Doctor,Obsidian,Sewn,Rottencarrot,Evil,Clip,Hay
4294,RAGGEDZ #4294,664,80.3132870273,11,Warm,Wheat,Worn-out,Soccer,Worn-out-,Clip,Sewn,Stick,Glitter,Clip,Anarchy
4088,RAGGEDZ #4088,665,80.292480195,9,Milkyway,Cat,Fancy,Foam,Doctor,,Sewn,Clay,Snowy,,Stained
3785,RAGGEDZ #3785,666,80.2840051962,11,Swamp,Pitchfork,Worn-out,Foam,Scarecrow,Button,Lucky,Plasters,Web,Button,Basic
4657,RAGGEDZ #4657,667,80.269495246,9,Milkyway,,Wizard,Pumpkin,Doctor,Cross,Lucky,Plasters,Tvstatic,,Anarchy
4430,RAGGEDZ #4430,668,80.2669145322,11,Cold,Wheat,Wizard,Bucket,Worn-out-,Clip,Sewn,Rottencarrot,Grunge,Obsidian,Hay
4171,RAGGEDZ #4171,669,80.2525186841,11,Starry,Sunflower,Wizard,Foam,Scarecrow,Cross,Sewn,Rustydrill,Web,Button,Basic
3786,RAGGEDZ #3786,670,80.2148786982,10,Starry,Pitchfork,Fancy,Foam,Scarecrow,Painted,,Rottencarrot,Grunge,Cross,Anarchy
3643,RAGGEDZ #3643,671,80.1512676343,10,Dark,,Worn-out,Foam,Scarecrow,Clip,Zip,Rottencarrot,Lightning,Button,Hay
4683,RAGGEDZ #4683,672,80.1104113415,11,Warm,Pitchfork,1800,Soccer,Hanged,Cross,Lucky,Icecreamcone,Grunge,Button,Basic
3832,RAGGEDZ #3832,673,80.0833811417,9,Dark,,,Foam,Scarf,Button,,Icecreamcone,Web,Clip,Basic
3930,RAGGEDZ #3930,674,79.896820354,11,Warm,Ghost,Worn-out,Bucket,Scarf,Obsidian,Sewn,Rottencarrot,Grunge,Button,Anarchy
4681,RAGGEDZ #4681,675,79.8641698339,10,Dark,,Worn-out,Foam,Scarecrow,Clip,Sewn,Icecreamcone,Lightning,Button,White
4402,RAGGEDZ #4402,676,79.8279208094,10,Dark,,Worn-out,Foam,Doctor,Clip,Zip,Fake,Haze,Button,Hay
4589,RAGGEDZ #4589,677,79.8167960206,10,Starry,,1800,Pumpkin,Scarecrow,Painted,Zip,Stick,Haze,Clip,Basic
3818,RAGGEDZ #3818,678,79.7520980217,10,Forest,,Wizard,Bucket,Hanged,Obsidian,Sewn,Clay,Evil,Button,Anarchy
4423,RAGGEDZ #4423,679,79.6618505082,9,Misty,,Fancy,Soccer,Scarecrow,Clip,Sewn,Stick,Grunge,,Stained
4620,RAGGEDZ #4620,680,79.6542156547,11,Misty,Wheat,Wizard,Foam,Doctor,Button,Zip,Rottencarrot,Smoke,Spring,Anarchy
3863,RAGGEDZ #3863,681,79.5591781693,11,Starry,Sunflower,Worn-out,Pumpkin,Worn-out-,Clip,Saw,Plasters,Grunge,Cross,Basic
3806,RAGGEDZ #3806,682,79.5536830047,9,Milkyway,,,Soccer,Worn-out-,Button,Saw,Rottencarrot,Tvstatic,,Anarchy
4331,RAGGEDZ #4331,683,79.5358765426,10,Swamp,Pitchfork,Worn-out,Bucket,Doctor,Obsidian,Courier,Icecreamcone,Smoke,,Basic
4684,RAGGEDZ #4684,684,79.4945577927,10,Milkyway,Ghost,Wizard,Foam,Worn-out-,Painted,,Clay,Grunge,Button,Stained
4232,RAGGEDZ #4232,685,79.4843189891,10,Starry,,Worn-out,Foam,Worn-out-,Cross,Lucky,Clay,Haze,Tezos,Anarchy
3654,RAGGEDZ #3654,686,79.4215118169,11,Starry,Sunflower,,Bucket,Worn-out-,Clip,Sewn,Rottencarrot,Web,Cross,Hay
3877,RAGGEDZ #3877,687,79.3194503145,10,Cold,,Worn-out,Pumpkin,Scarecrow,Cross,Zip,Clay,Foggy,Obsidian,White
3944,RAGGEDZ #3944,688,79.3030530489,10,Cold,,Worn-out,Soccer,Doctor,Button,Lucky,Rottencarrot,Picture,Cross,Basic
4602,RAGGEDZ #4602,689,79.2395539531,11,Dark,Ghost,1800,Foam,Doctor,Button,Zip,Clay,Evil,Clip,Anarchy
3657,RAGGEDZ #3657,690,79.232764819,11,Warm,Cat,Worn-out,Foam,Worn-out-,Button,Lucky,Rottencarrot,Web,Painted,Basic
3751,RAGGEDZ #3751,691,79.1842560003,10,Warm,,Worn-out,Foam,Worn-out-,Obsidian,Saw,Rustydrill,Smoke,Clip,Stained
4264,RAGGEDZ #4264,692,79.1495889665,11,Milkyway,Ghost,Worn-out,Foam,Worn-out-,Button,Saw,Rottencarrot,Smoke,Button,Anarchy
4102,RAGGEDZ #4102,693,78.9544643562,10,Evil,Sunflower,Pirate,Soccer,Worn-out-,Button,,Plasters,Evil,Obsidian,Basic
3996,RAGGEDZ #3996,694,78.883861173,10,Milkyway,,Worn-out,Bucket,Doctor,Clip,Lucky,Clay,Picture,Clip,Basic
3650,RAGGEDZ #3650,695,78.8462305827,10,Warm,,,Bucket,Worn-out-,Clip,Courier,Rottencarrot,Smoke,Spring,Hay
4048,RAGGEDZ #4048,696,78.787610196,10,Forest,Pitchfork,,Foam,Scarecrow,,Sewn,Plasters,Haze,Button,Anarchy
3830,RAGGEDZ #3830,697,78.7816393116,9,Misty,Cat,,Soccer,Doctor,Button,,Clay,Evil,,White
4060,RAGGEDZ #4060,698,78.7433802104,10,Warm,Ghost,Worn-out,Oldbag,Worn-out-,,Zip,Rottencarrot,Tvstatic,Cross,Basic
4451,RAGGEDZ #4451,699,78.716111658,11,Cold,Crows,1800,Pumpkin,Hanged,Clip,Sewn,Rottencarrot,Web,Cross,Stained
4081,RAGGEDZ #4081,700,78.6993709592,11,Warm,Wheat,Worn-out,Pumpkin,Worn-out-,Spring,Courier,Clay,Tvstatic,Button,Basic
3925,RAGGEDZ #3925,701,78.6773933249,10,Milkyway,,,Foam,Doctor,Button,Courier,Icecreamcone,Snowy,Spring,Stained
3656,RAGGEDZ #3656,702,78.6751065364,10,Milkyway,,Worn-out,Soccer,Doctor,Button,Zip,Fake,Glitter,Button,Basic
4053,RAGGEDZ #4053,703,78.5622892009,9,Starry,,Wizard,Foam,Scarecrow,Cross,,Stick,Tvstatic,Button,White
4468,RAGGEDZ #4468,704,78.5470006607,10,Cold,,Wizard,Foam,Scarecrow,Cross,Saw,Plasters,Evil,Button,Anarchy
3680,RAGGEDZ #3680,705,78.5323341177,10,Dark,,Worn-out,Foam,Doctor,Painted,Courier,Plasters,Evil,Obsidian,White
4204,RAGGEDZ #4204,706,78.5238317791,9,Starry,,Wizard,Pumpkin,Hanged,Clip,Zip,Stick,Tvstatic,,Anarchy
4522,RAGGEDZ #4522,707,78.5006198072,9,Swamp,,Worn-out,Soccer,Hanged,Clip,Zip,Clay,Evil,,Anarchy
4345,RAGGEDZ #4345,708,78.4932931691,9,Cold,,1800,Bucket,Worn-out-,,Lucky,Clay,Tvstatic,Cross,Basic
3726,RAGGEDZ #3726,709,78.4464919114,11,Warm,Sunflower,Worn-out,Pumpkin,Worn-out-,Obsidian,Zip,Rottencarrot,Foggy,Button,Basic
4614,RAGGEDZ #4614,710,78.3922080205,9,Warm,,1800,Soccer,Worn-out-,Clip,,Rustydrill,Web,Button,Anarchy
4576,RAGGEDZ #4576,711,78.3650405059,10,Milkyway,,1800,Foam,Hanged,Clip,Sewn,Fake,Web,Clip,Anarchy
3663,RAGGEDZ #3663,712,78.2839852991,11,Milkyway,Pitchfork,Fancy,Soccer,Worn-out-,Button,Lucky,Icecreamcone,Grunge,Clip,Basic
4185,RAGGEDZ #4185,713,78.2527155629,11,Starry,Ghost,,Bucket,Worn-out-,Clip,Lucky,Rottencarrot,Grunge,Button,White
3722,RAGGEDZ #3722,714,78.2374358539,9,Misty,,Worn-out,Soccer,Doctor,Painted,Lucky,Rottencarrot,Grunge,,Anarchy
3631,RAGGEDZ #3631,715,78.1931249759,10,Dark,Wheat,,Bucket,Hanged,,Courier,Icecreamcone,Snowy,Clip,Anarchy
4588,RAGGEDZ #4588,716,78.1775865103,10,Cold,Crows,Wizard,Pumpkin,Worn-out-,Painted,Sewn,Rottencarrot,Smoke,,White
3706,RAGGEDZ #3706,717,78.1331984169,10,Starry,,,Soccer,Scarf,Spring,Sewn,Rottencarrot,Evil,Cross,Stained
4671,RAGGEDZ #4671,718,78.0697438328,11,Milkyway,Sunflower,Wizard,Foam,Scarecrow,Spring,Lucky,Stick,Grunge,Button,Anarchy
4267,RAGGEDZ #4267,719,78.043412339,10,Misty,,1800,Bucket,Doctor,Button,Courier,Rottencarrot,Foggy,Clip,Anarchy
4147,RAGGEDZ #4147,720,77.9823477097,10,Evil,,Worn-out,Foam,Hanged,Button,Sewn,Rottencarrot,Lightning,Button,Basic
3932,RAGGEDZ #3932,721,77.9509395353,10,Starry,,,Foam,Hanged,Spring,Zip,Stick,Smoke,Clip,Hay
4374,RAGGEDZ #4374,722,77.9135308762,11,Starry,Pitchfork,Pirate,Foam,Worn-out-,Clip,Courier,Stick,Web,Obsidian,Basic
3609,RAGGEDZ #3609,723,77.9070732846,10,Warm,,,Bucket,Doctor,Button,Sewn,Clay,Picture,Button,Basic
4535,RAGGEDZ #4535,724,77.8913245578,10,Cold,,1800,Foam,Worn-out-,Button,Zip,Clay,Evil,Painted,Stained
4225,RAGGEDZ #4225,725,77.8287230225,9,Cold,,Worn-out,Bucket,Hanged,Button,Sewn,Clay,Foggy,,Basic
4524,RAGGEDZ #4524,726,77.821728273,9,Misty,,Worn-out,Foam,Worn-out-,Clip,,Clay,Evil,Spring,Basic
3987,RAGGEDZ #3987,727,77.7419528226,10,Misty,,Worn-out,Foam,Worn-out-,Spring,Zip,Fake,Web,Button,Basic
4093,RAGGEDZ #4093,728,77.7088358983,11,Milkyway,Wheat,,Soccer,Scarf,Clip,Sewn,Clay,Haze,Button,Anarchy
4627,RAGGEDZ #4627,729,77.5893529471,10,Misty,,Pirate,Soccer,Hanged,Spring,Lucky,Clay,Grunge,Obsidian,Anarchy
3647,RAGGEDZ #3647,730,77.5630638347,9,Evil,,,Bucket,Worn-out-,,Zip,Rottencarrot,Evil,Obsidian,Anarchy
3687,RAGGEDZ #3687,731,77.4583975171,11,Forest,Crows,Worn-out,Bucket,Worn-out-,Clip,Zip,Rottencarrot,Haze,Clip,Anarchy
3799,RAGGEDZ #3799,732,77.4235653762,11,Dark,Pitchfork,Wizard,Soccer,Hanged,Clip,Courier,Plasters,Grunge,Obsidian,White
