ID,Name,Rank,Rarity_Score,Attributes,Background,Costume,Ear Accessory,Face,Hair,Hand Accessory,Head Accessory,Legendary,Neck Accessory,Skin
6940,TezApe #6940,5434,54.3460460367,9,Wood Red,karate,Moon,bored,Black hair,BaseX,Samurai hat,,Silver chain,SILVER SKIN
340,TezApe #340,5435,54.3443525071,9,Clean Cyan,jacket,Long,Happy,Johny bravo hair,Hammer,Samurai hat,,Bone necklace,EMERALD
3581,TezApe #3581,5436,54.3438812425,9,Wood Red,Life jacket,Long,smirk,Naruto hair,Hammer,Samurai hat,,Bone necklace,Rainbow
6611,TezApe #6611,5437,54.3384224705,9,Deep Purple,Life jacket,Long,bored,Naruto hair,Axe,Thuglife glasses,,Bone necklace,SILVER SKIN
1874,TezApe #1874,5438,54.336762365,9,Clean Cyan,Life jacket,Long,HIGH,Saiyan blue hair,Baseball bat,Samurai hat,,Golden chain,SILVER SKIN
3151,TezApe #3151,5439,54.3334558069,9,Pink Dawn,Shirt,Cross,bored,Johny bravo hair,Axe,Thuglife glasses,,Bone necklace,Diamond
4953,TezApe #4953,5440,54.3302447962,9,Wood Red,Hoodie,Cross,smirk,Johny bravo hair,Baseball bat,Samurai hat,,Bone necklace,SILVER SKIN
3285,TezApe #3285,5441,54.3293822459,9,Diamond Blue,Shirt,Moon,Angry,Brown hair,Kattana,Thuglife glasses,,Silver chain,SILVER SKIN
3583,TezApe #3583,5442,54.3288990189,9,Ruby Red,Shirt,Long,bored,Naruto hair,Kattana,Thuglife glasses,,Bone necklace,EMERALD
6773,TezApe #6773,5443,54.3282440562,9,Pink Dawn,Shirt,Moon,smirk,Black hair,BaseX,Samurai hat,,Golden chain,SILVER SKIN
4450,TezApe #4450,5444,54.3258565747,9,Clean Cyan,Life jacket,Cross,HIGH,Saiyan blue hair,BaseX,Thuglife glasses,,Golden chain,EMERALD
4085,TezApe #4085,5445,54.3248497915,9,Clean Cyan,karate,Circles,HIGH,Saiyan blue hair,Baseball bat,Heart glasses,,Golden chain,Diamond
1021,TezApe #1021,5446,54.3229870181,9,Deep Purple,Life jacket,Long,bored,Johny bravo hair,BaseX,Heart glasses,,Golden chain,EMERALD
1460,TezApe #1460,5447,54.3197787393,9,Wood Red,Shirt,Cross,Angry,Naruto hair,Kattana,Samurai hat,,Bone necklace,EMERALD
5212,TezApe #5212,5448,54.3194421207,9,Ruby Red,Hoodie,Moon,Happy,Black hair,Kattana,Thuglife glasses,,Golden chain,Rainbow
1201,TezApe #1201,5449,54.3191872792,9,Deep Purple,Hoodie,Moon,bored,Brown hair,Baseball bat,Heart glasses,,Golden chain,EMERALD
5714,TezApe #5714,5450,54.3191217484,9,Wood Red,karate,Cross,Happy,Johny bravo hair,Kattana,Samurai hat,,Golden chain,EMERALD
191,TezApe #191,5451,54.3171601138,9,Clean Cyan,Life jacket,Long,Angry,Naruto hair,BaseX,Thuglife glasses,,Bone necklace,Rainbow
2861,TezApe #2861,5452,54.3110257004,9,Wood Red,Life jacket,Moon,bored,Black hair,Hammer,Heart glasses,,Bullet belt,SILVER SKIN
5065,TezApe #5065,5453,54.3102591135,9,Pink Dawn,Hoodie,Long,HIGH,Black hair,Baseball bat,Thuglife glasses,,Bullet belt,SILVER SKIN
5755,TezApe #5755,5454,54.3096468761,9,Clean Cyan,Shirt,Cross,HIGH,Black hair,Baseball bat,Heart glasses,,Silver chain,Rainbow
852,TezApe #852,5455,54.3087516886,9,Deep Purple,Life jacket,Circles,HIGH,Saiyan blue hair,Axe,Rainbow glasses,,Silver chain,EMERALD
1616,TezApe #1616,5456,54.3062961179,9,Diamond Blue,jacket,Cross,bored,Johny bravo hair,Baseball bat,Rainbow glasses,,Bullet belt,SILVER SKIN
5804,TezApe #5804,5457,54.3043967009,9,Ruby Red,Life jacket,Cross,Happy,Black hair,Axe,Samurai hat,,Tezos locket,SILVER SKIN
5040,TezApe #5040,5458,54.3042506669,9,Clean Cyan,Life jacket,Moon,Happy,Black hair,Axe,Samurai hat,,Golden chain,Rainbow
4392,TezApe #4392,5459,54.3006002814,9,Deep Purple,jacket,Long,Happy,Johny bravo hair,Axe,Thuglife glasses,,Bullet belt,SILVER SKIN
2741,TezApe #2741,5460,54.2964432994,9,Pink Dawn,jacket,Moon,Happy,Black hair,BaseX,Thuglife glasses,,Bone necklace,EMERALD
6145,TezApe #6145,5461,54.2952619741,9,Deep Purple,Shirt,Long,Happy,Naruto hair,BaseX,Thuglife glasses,,Bone necklace,EMERALD
5576,TezApe #5576,5462,54.2951582517,9,Wood Red,Shirt,Moon,Happy,Brown hair,Baseball bat,Samurai hat,,Bullet belt,SILVER SKIN
5369,TezApe #5369,5463,54.293390836,9,Wood Red,Shirt,Moon,smirk,Saiyan blue hair,Hammer,Heart glasses,,Golden chain,SILVER SKIN
2867,TezApe #2867,5464,54.2918282692,9,Clean Cyan,jacket,Points,bored,Black hair,Hammer,Heart glasses,,Bone necklace,Rainbow
1884,TezApe #1884,5465,54.2886508931,9,Ruby Red,Hoodie,Circles,HIGH,Black hair,BaseX,Samurai hat,,Golden chain,SILVER SKIN
4549,TezApe #4549,5466,54.287686058,9,Clean Cyan,Life jacket,Long,HIGH,Saiyan blue hair,Hammer,Heart glasses,,Golden chain,SILVER SKIN
1300,TezApe #1300,5467,54.2859952535,9,Diamond Blue,karate,Points,smirk,Black hair,Axe,Heart glasses,,Bone necklace,Rainbow
3416,TezApe #3416,5468,54.282868822,9,Pink Dawn,Life jacket,Moon,Angry,Brown hair,Hammer,Thuglife glasses,,Bone necklace,SILVER SKIN
3108,TezApe #3108,5469,54.2821002175,9,Deep Purple,Hoodie,Cross,bored,Naruto hair,Axe,Rainbow glasses,,Bone necklace,EMERALD
1111,TezApe #1111,5470,54.2812448358,9,Wood Red,Hoodie,Cross,smirk,Johny bravo hair,Baseball bat,Thuglife glasses,,Bone necklace,EMERALD
3671,TezApe #3671,5471,54.2805037842,9,Ruby Red,Hoodie,Cross,smirk,Saiyan blue hair,Baseball bat,Heart glasses,,Tezos locket,EMERALD
117,TezApe #117,5472,54.2782252882,9,Wood Red,jacket,Moon,Happy,Saiyan blue hair,Baseball bat,Heart glasses,,Bullet belt,Rainbow
619,TezApe #619,5473,54.2767583738,9,Wood Red,Life jacket,Circles,bored,Johny bravo hair,Hammer,Samurai hat,,Golden chain,EMERALD
3934,TezApe #3934,5474,54.2723120984,9,Diamond Blue,karate,Moon,bored,Brown hair,Kattana,Heart glasses,,Silver chain,Diamond
3419,TezApe #3419,5475,54.2703458437,9,Wood Red,jacket,Moon,smirk,Saiyan blue hair,Kattana,Thuglife glasses,,Silver chain,SILVER SKIN
5256,TezApe #5256,5476,54.2686496956,9,Ruby Red,karate,Long,smirk,Naruto hair,Kattana,Thuglife glasses,,Bone necklace,SILVER SKIN
256,TezApe #256,5477,54.2680037018,9,Diamond Blue,Hoodie,Points,smirk,Brown hair,Kattana,Samurai hat,,Bone necklace,SILVER SKIN
2221,TezApe #2221,5478,54.2666822685,9,Diamond Blue,Life jacket,Circles,HIGH,Brown hair,BaseX,Samurai hat,,Silver chain,SILVER SKIN
124,TezApe #124,5479,54.2647732635,9,Pink Dawn,Red Shirt,Circles,smirk,Naruto hair,Kattana,Thuglife glasses,,Silver chain,Rainbow
685,TezApe #685,5480,54.2644407794,9,Wood Red,Hoodie,Moon,smirk,Brown hair,Baseball bat,Samurai hat,,Bullet belt,EMERALD
4193,TezApe #4193,5481,54.2639095985,9,Ruby Red,jacket,Long,HIGH,Brown hair,BaseX,Heart glasses,,Bullet belt,SILVER SKIN
4688,TezApe #4688,5482,54.2614852497,9,Ruby Red,Shirt,Moon,Angry,Brown hair,BaseX,Heart glasses,,Golden chain,Rainbow
10,TezApe #10,5483,54.2586309989,9,Clean Cyan,jacket,Moon,smirk,Saiyan blue hair,Hammer,Thuglife glasses,,Golden chain,EMERALD
1392,TezApe #1392,5484,54.2571759711,9,Ruby Red,Shirt,Long,HIGH,Saiyan blue hair,Axe,Thuglife glasses,,Golden chain,EMERALD
5089,TezApe #5089,5485,54.2562502184,9,Deep Purple,Hoodie,Long,Happy,Johny bravo hair,Kattana,Heart glasses,,Bullet belt,Diamond
9,TezApe #9,5486,54.2551932451,9,Wood Red,Shirt,Moon,Happy,Saiyan blue hair,Axe,Heart glasses,,Bone necklace,Diamond
6069,TezApe #6069,5487,54.2541331378,9,Diamond Blue,Life jacket,Moon,smirk,Brown hair,BaseX,Thuglife glasses,,Golden chain,EMERALD
1296,TezApe #1296,5488,54.2541014403,9,Wood Red,karate,Moon,Happy,Saiyan blue hair,Hammer,Thuglife glasses,,Golden chain,SILVER SKIN
3007,TezApe #3007,5489,54.2535650832,9,Clean Cyan,jacket,Long,Angry,Johny bravo hair,Hammer,Samurai hat,,Bullet belt,SILVER SKIN
3000,TezApe #3000,5490,54.2530310778,9,Deep Purple,Shirt,Long,smirk,Johny bravo hair,Baseball bat,Heart glasses,,Bullet belt,Diamond
2987,TezApe #2987,5491,54.2512319503,9,Wood Red,jacket,Cross,smirk,Johny bravo hair,Axe,Rainbow glasses,,Bullet belt,SILVER SKIN
5704,TezApe #5704,5492,54.2493480326,9,Wood Red,Shirt,Circles,Happy,Johny bravo hair,Kattana,Rainbow glasses,,Silver chain,SILVER SKIN
5354,TezApe #5354,5493,54.248912583,9,Wood Red,Hoodie,Long,HIGH,Black hair,BaseX,Samurai hat,,Silver chain,SILVER SKIN
1237,TezApe #1237,5494,54.2472387864,9,Diamond Blue,Hoodie,Cross,HIGH,Saiyan blue hair,BaseX,Thuglife glasses,,Golden chain,Diamond
3956,TezApe #3956,5495,54.2445376557,9,Clean Cyan,Shirt,Circles,bored,Johny bravo hair,Hammer,Rainbow glasses,,Silver chain,EMERALD
4760,TezApe #4760,5496,54.2445093772,9,Diamond Blue,Shirt,Points,Angry,Saiyan blue hair,BaseX,Heart glasses,,Bone necklace,Rainbow
6673,TezApe #6673,5497,54.2442949337,9,Diamond Blue,karate,Cross,HIGH,Black hair,Axe,Samurai hat,,Silver chain,SILVER SKIN
4174,TezApe #4174,5498,54.2393801623,9,Ruby Red,Red Shirt,Points,bored,Black hair,Kattana,Heart glasses,,Bone necklace,EMERALD
6330,TezApe #6330,5499,54.238003011,9,Deep Purple,Hoodie,Circles,smirk,Naruto hair,BaseX,Heart glasses,,Bone necklace,EMERALD
3958,TezApe #3958,5500,54.2363121389,9,Clean Cyan,Red Shirt,Long,bored,Naruto hair,Hammer,Samurai hat,,Golden chain,EMERALD
3769,TezApe #3769,5501,54.2357669804,9,Diamond Blue,Life jacket,Moon,Happy,Brown hair,Axe,Heart glasses,,Bone necklace,SILVER SKIN
5262,TezApe #5262,5502,54.2356154329,9,Wood Red,Shirt,Long,HIGH,Saiyan blue hair,BaseX,Samurai hat,,Silver chain,Diamond
1001,TezApe #1001,5503,54.2346498984,9,Pink Dawn,karate,Moon,Angry,Brown hair,Axe,Thuglife glasses,,Bullet belt,EMERALD
6077,TezApe #6077,5504,54.2341666985,9,Deep Purple,jacket,Circles,Angry,Johny bravo hair,Baseball bat,Thuglife glasses,,Golden chain,EMERALD
6733,TezApe #6733,5505,54.2326564969,9,Clean Cyan,Red Shirt,Points,smirk,Saiyan blue hair,Baseball bat,Thuglife glasses,,Bone necklace,SILVER SKIN
476,TezApe #476,5506,54.2278766457,9,Clean Cyan,Shirt,Moon,bored,Black hair,Hammer,Thuglife glasses,,Silver chain,EMERALD
4083,TezApe #4083,5507,54.2269140004,9,Deep Purple,Shirt,Circles,smirk,Naruto hair,BaseX,Heart glasses,,Bullet belt,SILVER SKIN
1701,TezApe #1701,5508,54.2259492176,9,Deep Purple,Red Shirt,Cross,Angry,Naruto hair,Baseball bat,Rainbow glasses,,Bone necklace,Diamond
6266,TezApe #6266,5509,54.2228957798,9,Ruby Red,Red Shirt,Moon,bored,Brown hair,BaseX,Samurai hat,,Silver chain,SILVER SKIN
5516,TezApe #5516,5510,54.2223205405,9,Pink Dawn,Life jacket,Moon,Happy,Brown hair,BaseX,Thuglife glasses,,Bone necklace,EMERALD
3002,TezApe #3002,5511,54.2155635609,9,Deep Purple,Hoodie,Long,Angry,Naruto hair,BaseX,Thuglife glasses,,Bone necklace,EMERALD
3318,TezApe #3318,5512,54.2148892157,9,Diamond Blue,Red Shirt,Moon,bored,Black hair,BaseX,Heart glasses,,Silver chain,Diamond
4670,TezApe #4670,5513,54.2085582342,9,Pink Dawn,Shirt,Moon,smirk,Brown hair,Hammer,Thuglife glasses,,Bullet belt,Diamond
6108,TezApe #6108,5514,54.2070658374,9,Clean Cyan,Hoodie,Moon,bored,Black hair,Hammer,Heart glasses,,Bullet belt,Diamond
2689,TezApe #2689,5515,54.2064207877,9,Ruby Red,Red Shirt,Long,smirk,Johny bravo hair,Hammer,Heart glasses,,Bullet belt,SILVER SKIN
94,TezApe #94,5516,54.2059561872,9,Ruby Red,Life jacket,Long,smirk,Johny bravo hair,Hammer,Thuglife glasses,,Bullet belt,Rainbow
4231,TezApe #4231,5517,54.2052717986,9,Diamond Blue,jacket,Long,HIGH,Saiyan blue hair,Hammer,Thuglife glasses,,Silver chain,SILVER SKIN
661,TezApe #661,5518,54.204234066,9,Diamond Blue,jacket,Long,bored,Naruto hair,Baseball bat,Rainbow glasses,,Bone necklace,EMERALD
4097,TezApe #4097,5519,54.1986230242,9,Clean Cyan,karate,Points,smirk,Saiyan blue hair,Kattana,Rainbow glasses,,Bullet belt,EMERALD
3079,TezApe #3079,5520,54.1964670385,9,Wood Red,Red Shirt,Moon,Angry,Brown hair,Hammer,Thuglife glasses,,Silver chain,EMERALD
4802,TezApe #4802,5521,54.1928686686,9,Pink Dawn,jacket,Points,bored,Black hair,Kattana,Thuglife glasses,,Bone necklace,EMERALD
1993,TezApe #1993,5522,54.1913460713,9,Clean Cyan,Life jacket,Long,bored,Naruto hair,Hammer,Rainbow glasses,,Golden chain,Rainbow
4723,TezApe #4723,5523,54.189818504,9,Deep Purple,Life jacket,Long,Happy,Johny bravo hair,Baseball bat,Rainbow glasses,,Bullet belt,SILVER SKIN
2387,TezApe #2387,5524,54.1895575714,9,Pink Dawn,Red Shirt,Moon,bored,Saiyan blue hair,BaseX,Rainbow glasses,,Silver chain,Diamond
3246,TezApe #3246,5525,54.1859432813,9,Pink Dawn,Hoodie,Moon,Angry,Saiyan blue hair,Kattana,Heart glasses,,Bullet belt,EMERALD
2699,TezApe #2699,5526,54.1858644536,9,Clean Cyan,Shirt,Points,Happy,Black hair,BaseX,Heart glasses,,Bone necklace,Rainbow
4988,TezApe #4988,5527,54.1848496298,9,Diamond Blue,Hoodie,Cross,bored,Johny bravo hair,Kattana,Thuglife glasses,,Silver chain,SILVER SKIN
2319,TezApe #2319,5528,54.184341371,9,Ruby Red,Shirt,Long,bored,Johny bravo hair,Hammer,Samurai hat,,Golden chain,SILVER SKIN
1362,TezApe #1362,5529,54.1837849505,9,Deep Purple,jacket,Points,bored,Brown hair,Axe,Heart glasses,,Bone necklace,SILVER SKIN
270,TezApe #270,5530,54.1824567591,9,Ruby Red,Life jacket,Cross,HIGH,Brown hair,Hammer,Heart glasses,,Bone necklace,EMERALD
5661,TezApe #5661,5531,54.1787117547,9,Wood Red,Shirt,Cross,Angry,Johny bravo hair,Kattana,Rainbow glasses,,Silver chain,SILVER SKIN
2691,TezApe #2691,5532,54.176758046,9,Ruby Red,Hoodie,Moon,Happy,Brown hair,Hammer,Samurai hat,,Bullet belt,Rainbow
2335,TezApe #2335,5533,54.1759687687,9,Diamond Blue,Hoodie,Circles,Angry,Johny bravo hair,Axe,Rainbow glasses,,Golden chain,SILVER SKIN
3916,TezApe #3916,5534,54.1731725883,9,Wood Red,Life jacket,Moon,Angry,Brown hair,Hammer,Heart glasses,,Bone necklace,Diamond
6570,TezApe #6570,5535,54.172201963,9,Pink Dawn,Hoodie,Moon,bored,Brown hair,BaseX,Heart glasses,,Golden chain,SILVER SKIN
2800,TezApe #2800,5536,54.1699249216,9,Wood Red,Red Shirt,Circles,bored,Johny bravo hair,Baseball bat,Heart glasses,,Silver chain,EMERALD
5450,TezApe #5450,5537,54.1650246239,9,Diamond Blue,Life jacket,Moon,Happy,Black hair,Axe,Rainbow glasses,,Bullet belt,SILVER SKIN
1190,TezApe #1190,5538,54.163591328,9,Pink Dawn,Shirt,Moon,Happy,Brown hair,Baseball bat,Heart glasses,,Golden chain,Rainbow
563,TezApe #563,5539,54.1611080111,9,Ruby Red,karate,Cross,HIGH,Black hair,Axe,Heart glasses,,Bullet belt,EMERALD
3748,TezApe #3748,5540,54.1573875985,9,Deep Purple,Hoodie,Long,smirk,Naruto hair,Baseball bat,Thuglife glasses,,Golden chain,Rainbow
5009,TezApe #5009,5541,54.1568491159,9,Ruby Red,jacket,Long,Happy,Brown hair,Axe,Eye patch,,Silver chain,Diamond
382,TezApe #382,5542,54.1564835157,9,Ruby Red,karate,Long,Happy,Johny bravo hair,BaseX,Heart glasses,,Bone necklace,SILVER SKIN
4851,TezApe #4851,5543,54.1532228779,9,Clean Cyan,Life jacket,Circles,Angry,Naruto hair,Kattana,Samurai hat,,Bone necklace,Diamond
1197,TezApe #1197,5544,54.149526588,9,Clean Cyan,Shirt,Moon,bored,Black hair,Hammer,Rainbow glasses,,Silver chain,Diamond
840,TezApe #840,5545,54.1493184301,9,Deep Purple,Hoodie,Points,bored,Saiyan blue hair,BaseX,Heart glasses,,Bone necklace,EMERALD
4829,TezApe #4829,5546,54.1484463403,9,Clean Cyan,Hoodie,Moon,Angry,Black hair,Hammer,Samurai hat,,Golden chain,EMERALD
4635,TezApe #4635,5547,54.1474639163,9,Diamond Blue,karate,Cross,bored,Naruto hair,Kattana,Heart glasses,,Golden chain,SILVER SKIN
2220,TezApe #2220,5548,54.1473694897,9,Ruby Red,jacket,Moon,smirk,Brown hair,Kattana,Heart glasses,,Silver chain,Rainbow
1064,TezApe #1064,5549,54.1463505835,9,Pink Dawn,Hoodie,Circles,Happy,Naruto hair,Kattana,Samurai hat,,Bullet belt,Rainbow
5455,TezApe #5455,5550,54.1434133447,9,Clean Cyan,Life jacket,Circles,Angry,Johny bravo hair,Hammer,Heart glasses,,Bone necklace,Diamond
4062,TezApe #4062,5551,54.1415927467,9,Clean Cyan,Life jacket,Moon,smirk,Saiyan blue hair,Baseball bat,Samurai hat,,Golden chain,SILVER SKIN
1414,TezApe #1414,5552,54.1396448219,9,Clean Cyan,Red Shirt,Cross,Happy,Naruto hair,Axe,Samurai hat,,Bone necklace,EMERALD
3387,TezApe #3387,5553,54.1393269018,9,Ruby Red,karate,Moon,bored,Brown hair,Kattana,Heart glasses,,Silver chain,SILVER SKIN
6469,TezApe #6469,5554,54.1365410503,9,Pink Dawn,Hoodie,Circles,Happy,Johny bravo hair,Hammer,Heart glasses,,Bullet belt,Rainbow
4296,TezApe #4296,5555,54.1349998754,9,Wood Red,Red Shirt,Long,Angry,Naruto hair,BaseX,Rainbow glasses,,Silver chain,Rainbow
1794,TezApe #1794,5556,54.1309755791,9,Wood Red,jacket,Moon,Happy,Brown hair,Kattana,Heart glasses,,Golden chain,Diamond
5153,TezApe #5153,5557,54.1307048162,9,Pink Dawn,karate,Cross,smirk,Naruto hair,Kattana,Thuglife glasses,,Bone necklace,Diamond
5416,TezApe #5416,5558,54.1295284198,9,Diamond Blue,Life jacket,Long,smirk,Naruto hair,Hammer,Samurai hat,,Bullet belt,Rainbow
6446,TezApe #6446,5559,54.1232551493,9,Clean Cyan,Hoodie,Long,Happy,Johny bravo hair,Hammer,Thuglife glasses,,Bullet belt,SILVER SKIN
3248,TezApe #3248,5560,54.1212371824,9,Pink Dawn,Hoodie,Circles,bored,Naruto hair,Hammer,Rainbow glasses,,Bone necklace,EMERALD
5931,TezApe #5931,5561,54.119351623,9,Ruby Red,karate,Circles,HIGH,Black hair,Hammer,Samurai hat,,Silver chain,SILVER SKIN
5272,TezApe #5272,5562,54.1182776943,9,Clean Cyan,karate,Long,HIGH,Saiyan blue hair,Baseball bat,Samurai hat,,Silver chain,Diamond
6169,TezApe #6169,5563,54.1175474015,9,Wood Red,Life jacket,Points,bored,Black hair,Baseball bat,Heart glasses,,Bone necklace,Rainbow
4950,TezApe #4950,5564,54.1163879298,9,Pink Dawn,Life jacket,Moon,Happy,Black hair,Baseball bat,Samurai hat,,Bone necklace,SILVER SKIN
4571,TezApe #4571,5565,54.1163397232,9,Wood Red,Red Shirt,Long,Angry,Naruto hair,BaseX,Rainbow glasses,,Golden chain,EMERALD
644,TezApe #644,5566,54.1147306731,9,Ruby Red,jacket,Moon,Happy,Brown hair,Kattana,Rainbow glasses,,Golden chain,EMERALD
6624,TezApe #6624,5567,54.1140813185,9,Ruby Red,jacket,Moon,bored,Brown hair,Axe,Samurai hat,,Silver chain,Rainbow
5236,TezApe #5236,5568,54.1115305265,9,Deep Purple,karate,Points,Angry,Black hair,Hammer,Heart glasses,,Bone necklace,SILVER SKIN
1937,TezApe #1937,5569,54.1113710751,9,Ruby Red,Hoodie,Long,smirk,Johny bravo hair,BaseX,Heart glasses,,Bone necklace,EMERALD
921,TezApe #921,5570,54.1109169815,9,Pink Dawn,Life jacket,Moon,smirk,Brown hair,BaseX,Samurai hat,,Silver chain,Rainbow
5232,TezApe #5232,5571,54.1089303891,9,Clean Cyan,jacket,Long,Happy,Johny bravo hair,Hammer,Rainbow glasses,,Golden chain,SILVER SKIN
351,TezApe #351,5572,54.1069415207,9,Wood Red,Hoodie,Long,smirk,Naruto hair,Kattana,Heart glasses,,Bone necklace,Diamond
3816,TezApe #3816,5573,54.1063174825,9,Wood Red,Hoodie,Circles,Angry,Naruto hair,BaseX,Thuglife glasses,,Bone necklace,EMERALD
2615,TezApe #2615,5574,54.1055044824,9,Pink Dawn,Shirt,Long,smirk,Johny bravo hair,BaseX,Heart glasses,,Silver chain,Rainbow
5468,TezApe #5468,5575,54.1046608896,9,Deep Purple,Life jacket,Long,Happy,Naruto hair,Hammer,Rainbow glasses,,Bone necklace,SILVER SKIN
4421,TezApe #4421,5576,54.102156058,9,Wood Red,karate,Moon,Happy,Brown hair,Kattana,Thuglife glasses,,Silver chain,Diamond
4464,TezApe #4464,5577,54.1007435469,9,Deep Purple,karate,Points,Angry,Saiyan blue hair,Kattana,Heart glasses,,Bullet belt,EMERALD
2937,TezApe #2937,5578,54.0999444399,9,Clean Cyan,Red Shirt,Points,Angry,Saiyan blue hair,Hammer,Heart glasses,,Bone necklace,SILVER SKIN
3454,TezApe #3454,5579,54.0983182086,9,Ruby Red,Life jacket,Points,Angry,Saiyan blue hair,Kattana,Rainbow glasses,,Bone necklace,Rainbow
3727,TezApe #3727,5580,54.0953129408,9,Clean Cyan,Life jacket,Long,smirk,Johny bravo hair,Axe,Thuglife glasses,,Golden chain,EMERALD
1450,TezApe #1450,5581,54.0952300938,9,Clean Cyan,Hoodie,Points,Happy,Brown hair,Hammer,Thuglife glasses,,Bone necklace,Rainbow
5371,TezApe #5371,5582,54.0943361906,9,Clean Cyan,karate,Long,bored,Naruto hair,Kattana,Thuglife glasses,,Silver chain,SILVER SKIN
4370,TezApe #4370,5583,54.0942666994,9,Clean Cyan,karate,Circles,Happy,Johny bravo hair,Hammer,Thuglife glasses,,Golden chain,Diamond
2445,TezApe #2445,5584,54.0905789462,9,Wood Red,Hoodie,Long,bored,Naruto hair,BaseX,Thuglife glasses,,Bullet belt,SILVER SKIN
3483,TezApe #3483,5585,54.0902287593,9,Deep Purple,jacket,Moon,Happy,Brown hair,Baseball bat,Heart glasses,,Silver chain,Rainbow
3908,TezApe #3908,5586,54.0889731808,9,Pink Dawn,jacket,Long,Angry,Naruto hair,Baseball bat,Thuglife glasses,,Bone necklace,Rainbow
5184,TezApe #5184,5587,54.0883401681,9,Deep Purple,Life jacket,Long,bored,Johny bravo hair,Axe,Samurai hat,,Silver chain,EMERALD
5581,TezApe #5581,5588,54.0860638411,9,Deep Purple,Hoodie,Moon,Happy,Brown hair,Kattana,Thuglife glasses,,Silver chain,Diamond
3148,TezApe #3148,5589,54.0819598319,9,Diamond Blue,Life jacket,Moon,bored,Saiyan blue hair,Baseball bat,Heart glasses,,Golden chain,EMERALD
1828,TezApe #1828,5590,54.0787293712,9,Deep Purple,Hoodie,Points,bored,Saiyan blue hair,Axe,Samurai hat,,Bone necklace,Diamond
2018,TezApe #2018,5591,54.0769093961,9,Clean Cyan,jacket,Moon,Happy,Brown hair,Axe,Heart glasses,,Bullet belt,EMERALD
1571,TezApe #1571,5592,54.0751557229,9,Deep Purple,jacket,Points,smirk,Black hair,Baseball bat,Samurai hat,,Bone necklace,EMERALD
2189,TezApe #2189,5593,54.0731373858,9,Pink Dawn,Hoodie,Points,bored,Black hair,Hammer,Heart glasses,,Bone necklace,Rainbow
3885,TezApe #3885,5594,54.0697917647,9,Deep Purple,jacket,Circles,Angry,Naruto hair,Hammer,Rainbow glasses,,Bullet belt,EMERALD
6461,TezApe #6461,5595,54.0690883128,9,Deep Purple,karate,Circles,Angry,Naruto hair,Hammer,Thuglife glasses,,Golden chain,EMERALD
3371,TezApe #3371,5596,54.0688585226,9,Ruby Red,karate,Long,HIGH,Black hair,Hammer,Samurai hat,,Silver chain,SILVER SKIN
814,TezApe #814,5597,54.0640403239,9,Ruby Red,jacket,Circles,HIGH,Black hair,Baseball bat,Heart glasses,,Golden chain,SILVER SKIN
1304,TezApe #1304,5598,54.063484879,9,Deep Purple,jacket,Long,bored,Naruto hair,Baseball bat,Samurai hat,,Golden chain,SILVER SKIN
974,TezApe #974,5599,54.0622794278,9,Pink Dawn,Shirt,Moon,Happy,Saiyan blue hair,Axe,Samurai hat,,Golden chain,SILVER SKIN
761,TezApe #761,5600,54.0621419909,9,Clean Cyan,karate,Circles,Angry,Naruto hair,BaseX,Rainbow glasses,,Golden chain,SILVER SKIN
5732,TezApe #5732,5601,54.0602477895,9,Pink Dawn,jacket,Moon,bored,Saiyan blue hair,BaseX,Rainbow glasses,,Silver chain,SILVER SKIN
3648,TezApe #3648,5602,54.0595455098,9,Pink Dawn,karate,Circles,Angry,Naruto hair,Baseball bat,Thuglife glasses,,Bullet belt,Rainbow
2187,TezApe #2187,5603,54.0558169211,9,Ruby Red,Shirt,Points,bored,Brown hair,BaseX,Samurai hat,,Bone necklace,SILVER SKIN
6284,TezApe #6284,5604,54.0557159095,9,Diamond Blue,Red Shirt,Points,Angry,Black hair,Hammer,Heart glasses,,Golden chain,Rainbow
5731,TezApe #5731,5605,54.0555930293,9,Wood Red,Hoodie,Cross,smirk,Johny bravo hair,Hammer,Samurai hat,,Golden chain,EMERALD
6969,TezApe #6969,5606,54.0524718399,9,Wood Red,Hoodie,Long,smirk,Naruto hair,Kattana,Heart glasses,,Bullet belt,SILVER SKIN
5133,TezApe #5133,5607,54.0521194102,9,Diamond Blue,Life jacket,Cross,Angry,Johny bravo hair,Kattana,Thuglife glasses,,Golden chain,Diamond
67,TezApe #67,5608,54.0518578906,9,Clean Cyan,Hoodie,Moon,Happy,Saiyan blue hair,Hammer,Samurai hat,,Golden chain,EMERALD
2199,TezApe #2199,5609,54.0479198813,9,Ruby Red,jacket,Cross,Angry,Johny bravo hair,Kattana,Rainbow glasses,,Golden chain,SILVER SKIN
5093,TezApe #5093,5610,54.0426774461,9,Ruby Red,Life jacket,Moon,smirk,Brown hair,Hammer,Samurai hat,,Bullet belt,SILVER SKIN
1430,TezApe #1430,5611,54.0416015848,9,Pink Dawn,Red Shirt,Cross,Happy,Naruto hair,Axe,Thuglife glasses,,Bullet belt,Rainbow
5441,TezApe #5441,5612,54.0404093826,9,Diamond Blue,Red Shirt,Circles,Angry,Johny bravo hair,Hammer,Thuglife glasses,,Silver chain,Diamond
