ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Eyes,Hair,Prop,Skin
5054,Les Elefants Terribles #5054,2263,241.7291052974,6,The Color,Dynamite Gelatine,Gonzo Journalism,O Father,Blasfemy,Freakiest Lawman
2244,Les Elefants Terribles #2244,2264,241.7289375216,6,Electric Sheep,High As A Kate,Quarryman,Becoming Yourself,Korova Bar,Everything Important
1710,Les Elefants Terribles #1710,2265,241.6912394448,6,Dorian,Fever Dream,Splash,3000 Heels,Yesterday Today,Steven Brennan
2009,Les Elefants Terribles #2009,2266,241.6730704844,6,Warmest Colour,Transpotter,Dolores Hazy,Seduce Destroy,Philosophy Lamp,Great Masturbator
250,Les Elefants Terribles #250,2267,241.5624972018,6,The Color,Paul Is Dead,Gonzo Journalism,Billy Rider,Charles Camilla,Bad Third Act
1604,Les Elefants Terribles #1604,2268,241.4622658199,6,Seventh Album,Culture Chameleon,Brian DeMontana,Godgivenass,Silk Scarf,Tethered
1431,Les Elefants Terribles #1431,2269,241.398228628,6,Sixth Album,Oscar 73,TCB,VW,Bodega Bay,Great Masturbator
1848,Les Elefants Terribles #1848,2270,241.2656402125,6,Seventh Album,Twelve,TCB,Not A Concept,Blasfemy,Blow Lips
5053,Les Elefants Terribles #5053,2271,241.1230041081,6,Warmest Colour,Polly Cracker,Crap Of The World,Andrelefant Charles,Rose Cross,Composition
961,Les Elefants Terribles #961,2272,241.1057898391,6,Cornetto Films,The Shrink,Party Over,Son Of Man,Balloon,SisterDaughterSister
295,Les Elefants Terribles #295,2273,241.0550223321,6,Seventh Album,High As A Kate,Daniel,Andrelefant Charles,Blasfemy,Pretty Glue
2394,Les Elefants Terribles #2394,2274,241.0260086207,6,Android Dream,Paul Is Dead,Umbilical Noose,Billy Rider,Steven Allanaphone,Composition
568,Les Elefants Terribles #568,2275,240.9392864216,6,Edwood,Crack Wack,Famous,Vincent 82,Rose Cross,Trompe Treachery
331,Les Elefants Terribles #331,2276,240.8644557932,6,Seventh Album,Crack Wack,Club 27,Becoming Yourself,Support Symbol,SisterDaughterSister
1920,Les Elefants Terribles #1920,2277,240.8174094055,6,Sixth Album,Pink Salmon Vibrator,Party Over,3000 Heels,Korova Bar,Tethered
393,Les Elefants Terribles #393,2278,240.7648759714,6,Edwood,Culture Chameleon,Stoopid,Glory Fades,HunterESS,Volume One
2083,Les Elefants Terribles #2083,2279,240.6208597608,6,Sixth Album,Kikodovar,Club 27,Reginald,Tulips,Tethered
796,Les Elefants Terribles #796,2280,240.4747428686,6,Pretty In,Five One Eight,Stoopid,Marty,Korova Bar,No Logo
914,Les Elefants Terribles #914,2281,240.454177266,6,Seventh Album,Hey Paul,Brian DeMontana,Something about Mary,Pourpourpour,Reve
2054,Les Elefants Terribles #2054,2282,240.3810653841,6,Buscemi,The Shrink,DeDroog,Diptych,The Snake,For The Love
2177,Les Elefants Terribles #2177,2283,240.2717245857,6,Kieslowski,Chippen Fails,Brian DeMontana,Deep Cover,The Snake,Trompe Treachery
100,Les Elefants Terribles #100,2284,240.2704047016,6,Cyberpunk,Dolly Zoom,Gonzo Journalism,O Father,Renelefant,For The Love
1684,Les Elefants Terribles #1684,2285,240.2061110879,6,The Color,Contraband Slipping,Column,Marty,Listening Room,Elebody Hurts
2259,Les Elefants Terribles #2259,2286,240.1175432377,6,Edwood,The Shrink,Splash,Elefant 2003,Yesterday Today,What You Deserve
1083,Les Elefants Terribles #1083,2287,240.0577333434,6,Ninth Album,Procrastinator,Fucking Special,Seven Death,Steven Allanaphone,Bad Third Act
2223,Les Elefants Terribles #2223,2288,239.855643909,6,Rosemary,Good Girl,Dolores Hazy,Something about Mary,HunterESS,Pretty Glue
578,Les Elefants Terribles #578,2289,239.7722540648,6,Cyberpunk,Contraband Slipping,Splash,Treacy Muse,Live Aid,Bad Third Act
2311,Les Elefants Terribles #2311,2290,239.6251085355,6,Seventh Album,Transpotter,Gonzo Journalism,Treacy Muse,Persistent Phone,Mad As Hell
2238,Les Elefants Terribles #2238,2291,239.5794024822,6,Ninth Album,High As A Kate,Serum 114,Contagious,Blow,Everything Important
2139,Les Elefants Terribles #2139,2292,239.318029633,6,Dorian,Eleven Eleven,Club 27,Seven Death,SAMO,Pretty Glue
1547,Les Elefants Terribles #1547,2293,239.2163958573,6,Ninth Album,Camera Drawing,Stefanti Joanne,O Father,Mr Boatswain,Steven Brennan
970,Les Elefants Terribles #970,2294,238.9629728614,6,Buscemi,Paul Is Dead,Famous,Suspense,Tasty,Manuelefant
401,Les Elefants Terribles #401,2295,238.8988575519,6,Android Dream,Hey Paul,TCB,Seduce Destroy,Caramba,Reve
542,Les Elefants Terribles #542,2296,238.8820128628,6,Edwood,Chippen Fails,Brian DeMontana,Treacy Muse,Charles Camilla,Elebody Hurts
5252,Les Elefants Terribles #5252,2297,238.8600631902,6,The Color,Transpotter,Gonzo Journalism,Treacy Muse,Yesterday Today,What You Deserve
1836,Les Elefants Terribles #1836,2298,238.8053599491,6,Android Dream,Charles Spiegel,DeDroog,Vincent 82,Rose Cross,Sixtynine Slides
444,Les Elefants Terribles #444,2299,238.7846382417,6,Pretty In,Pink Salmon Vibrator,Yeah Yeah Yeah,Guccipiggy,Rogerz Koonz,Volume One
1508,Les Elefants Terribles #1508,2300,238.5971752711,6,Sixth Album,Eleven Eleven,Serum 114,Deep Cover,Ai,Mad As Hell
870,Les Elefants Terribles #870,2301,238.4933066601,6,Seventh Album,Hey Paul,Extracurricular,No No No,Wibbling Rival,Otherwisewise
2408,Les Elefants Terribles #2408,2302,238.4238208195,6,Pretty In,Polly Cracker,Crap Of The World,Seduce Destroy,Support Symbol,Steven Brennan
5086,Les Elefants Terribles #5086,2303,238.2229323308,6,The Color,Crack Wack,Dolores Hazy,Something about Mary,1962,Tethered
1980,Les Elefants Terribles #1980,2304,238.2175670228,6,Seventh Album,Kikodovar,Famous,Factory,13 Years,For The Love
609,Les Elefants Terribles #609,2305,238.0979055323,6,Warmest Colour,Acidemy Award,Party Over,Seduce Destroy,Maria,Everything Important
1580,Les Elefants Terribles #1580,2306,238.0317830818,6,Ninth Album,Pink Salmon Vibrator,Brian DeMontana,Not A Concept,La Jete,Reve
1441,Les Elefants Terribles #1441,2307,237.9782928719,6,Ninth Album,Dynamite Gelatine,Le Violefant,Yorkshire,Mr Boatswain,Great Masturbator
24,Les Elefants Terribles #24,2308,237.5867711236,6,Ninth Album,BBC Killer In Me,Extracurricular,Yorkshire,Ai,Sixtynine Slides
857,Les Elefants Terribles #857,2309,237.494989813,6,Seventh Album,Doll Parts,Yeah Yeah Yeah,Factory,Support Symbol,Steven Brennan
1786,Les Elefants Terribles #1786,2310,237.4913690898,6,Ninth Album,Veddy Much,So Horny,Reginald,Steven Allanaphone,Great Masturbator
2073,Les Elefants Terribles #2073,2311,237.4864994755,6,Ninth Album,Basic Bitch,So Horny,Yorkshire,Claire Alter,SisterDaughterSister
1832,Les Elefants Terribles #1832,2312,237.3813328178,6,Cornetto Films,Lux Aeterna,Yeah Yeah Yeah,Andrelefant Charles,1962,Wrath
219,Les Elefants Terribles #219,2313,237.3087462979,6,Cyberpunk,Charles Spiegel,So Horny,Andrelefant Charles,Devon Saw,PARTWhy
319,Les Elefants Terribles #319,2314,237.238737482,6,Dorian,IAMTHEOBJECT,Column,Animal,Tulips,Reve
2185,Les Elefants Terribles #2185,2315,237.0530181087,6,The Color,Star Spangled Rights,Dolores Hazy,VW,Foam Fingering,Otherwisewise
890,Les Elefants Terribles #890,2316,236.9861773472,6,Ninth Album,Lick Smile,VCR,Yorkshire,Charles Camilla,Otherwisewise
814,Les Elefants Terribles #814,2317,236.9412101762,6,Ninth Album,Pink Salmon Vibrator,Look Closer,Seven Death,Balloon,No Logo
539,Les Elefants Terribles #539,2318,236.9276587655,6,Seventh Album,BBC Killer In Me,Smiley Pin,Factory,Blasfemy,Steven Brennan
1188,Les Elefants Terribles #1188,2319,236.71056415,6,Kieslowski,Paul Is Dead,VCR,Seven Death,Balloon,Otherwisewise
1811,Les Elefants Terribles #1811,2320,236.6563987288,6,Seventh Album,Twelve,Splash,Seduce Destroy,The Snake,Recently Deceased
2260,Les Elefants Terribles #2260,2321,236.595817455,6,Buscemi,Pantages Theatre,Column,Kik A Cosmetologist,Steven Allanaphone,Blow Lips
163,Les Elefants Terribles #163,2322,236.5240626309,6,Ninth Album,Chippen Fails,Dolores Hazy,Animal,Wibbling Rival,Blow Lips
1717,Les Elefants Terribles #1717,2323,236.5118214206,6,Buscemi,Hey Paul,Stefanti Joanne,Elefant 2003,Tulips,Lad Insane A
282,Les Elefants Terribles #282,2324,236.5085459408,6,Buscemi,Pornographic Pilchard,Club 27,Marty,Steven Allanaphone,LUH SEN
2305,Les Elefants Terribles #2305,2325,236.4095652174,6,Cyberpunk,Good Girl,Brian DeMontana,Marty,SAMO,Lad Insane A
5136,Les Elefants Terribles #5136,2326,236.3722296478,6,Electric Sheep,Kikodovar,Telephone,Factory,Tulips,Sixtynine Slides
646,Les Elefants Terribles #646,2327,236.2984835165,6,Android Dream,Space Monkey,Famous,Andrelefant Charles,Yesterday Today,No Logo
19,Les Elefants Terribles #19,2328,236.1953188592,6,Cornetto Films,Dolly Zoom,Splash,Son Of Man,Live Aid,SisterDaughterSister
388,Les Elefants Terribles #388,2329,236.0223723671,6,Buscemi,Lux Aeterna,Stefanti Joanne,No No No,Balloon,Reve
1947,Les Elefants Terribles #1947,2330,235.8834317544,6,Ninth Album,Five One Eight,Extracurricular,Diptych,Foam Fingering,Elebody Hurts
647,Les Elefants Terribles #647,2331,235.8431945235,6,Twelfth Movie,Culture Chameleon,Column,Seven Death,HunterESS,Lad Insane A
721,Les Elefants Terribles #721,2332,235.752305448,6,Kieslowski,Lick Smile,Column,MM,Aaron,Great Masturbator
382,Les Elefants Terribles #382,2333,235.717994772,6,Kieslowski,Pink Salmon Vibrator,Lovecat,Contagious,Dog Haha,Steven Brennan
560,Les Elefants Terribles #560,2334,235.6026516001,6,Edwood,Twelve,Stoopid,Godgivenass,Renelefant,For The Love
5204,Les Elefants Terribles #5204,2335,235.3887527581,6,Kieslowski,Paul Is Dead,Telephone,Nipple Bottle,Blasfemy,Freakiest Lawman
490,Les Elefants Terribles #490,2336,235.377618071,6,Ninth Album,Wet Ass Pachyderm,Sunken,Yorkshire,Support Symbol,Steven Brennan
2080,Les Elefants Terribles #2080,2337,235.2480242338,6,Kieslowski,MPAA Desaturate,Brian DeMontana,Billy Rider,Tulips,Trompe Treachery
739,Les Elefants Terribles #739,2338,234.7858263363,6,Cornetto Films,Bitch Is Back,Brian DeMontana,Factory,Support Symbol,Wrath
1517,Les Elefants Terribles #1517,2339,234.7545491124,6,Kieslowski,BBC Killer In Me,Brian DeMontana,Seduce Destroy,Renelefant,Blow Lips
1226,Les Elefants Terribles #1226,2340,234.7091428571,6,Cyberpunk,Paul Is Dead,Le Violefant,Marty,Rogerz Koonz,What You Deserve
549,Les Elefants Terribles #549,2341,234.703832884,6,Edwood,Transpotter,Gonzo Journalism,Seduce Destroy,Pourpourpour,Structured Jewel
979,Les Elefants Terribles #979,2342,234.6876365676,6,Seventh Album,Contraband Slipping,Splash,Cryingame,Tulips,Warners
1918,Les Elefants Terribles #1918,2343,234.6843662535,6,Kieslowski,Polly Cracker,TCB,VR,Charles Camilla,Volume One
1264,Les Elefants Terribles #1264,2344,234.659513356,6,Seventh Album,Wet Ass Pachyderm,Stefanti Joanne,Suspense,SNL 1992,Pretty Glue
481,Les Elefants Terribles #481,2345,234.6439541704,6,Kieslowski,Polly Cracker,Party Over,Deep Cover,Bodega Bay,Tethered
61,Les Elefants Terribles #61,2346,234.528648317,6,The Color,Polly Cracker,Sunken,Marty,81 days,Trompe Treachery
285,Les Elefants Terribles #285,2347,234.4476058929,6,Cornetto Films,Bitch Is Back,Club 27,Billy Rider,Maria,Wrath
534,Les Elefants Terribles #534,2348,234.3584138117,6,Dorian,BBC Killer In Me,Splash,VW,Most Excellent,For The Love
2288,Les Elefants Terribles #2288,2349,234.3065366273,6,Kieslowski,Whiskey Agogo,Splash,Animal,Foam Fingering,Freakiest Lawman
1898,Les Elefants Terribles #1898,2350,234.156644293,6,Sixth Album,Tetrahedron Cluster,Sunken,No No No,Tulips,Freakiest Lawman
982,Les Elefants Terribles #982,2351,234.1127220052,6,Seventh Album,IAMTHEOBJECT,Gonzo Journalism,Kik A Cosmetologist,Yesterday Today,Blow Lips
1606,Les Elefants Terribles #1606,2352,234.0423653252,6,Sixth Album,Polly Cracker,Smiley Pin,Treacy Muse,Listening Room,What You Deserve
2181,Les Elefants Terribles #2181,2353,233.9799133688,6,Kieslowski,Wet Ass Pachyderm,Stoopid,Son Of Man,Devon Saw,Great Masturbator
2322,Les Elefants Terribles #2322,2354,233.9429845337,6,Pretty In,Chippen Fails,Yeah Yeah Yeah,Andrelefant Charles,Mr Boatswain,No Logo
1148,Les Elefants Terribles #1148,2355,233.7407572409,6,Buscemi,High Society,Gonzo Journalism,Seduce Destroy,Rogerz Koonz,Future Statues
2144,Les Elefants Terribles #2144,2356,233.4171598565,6,Pretty In,Charles Spiegel,Gonzo Journalism,Factory,Bodega Bay,LUH SEN
376,Les Elefants Terribles #376,2357,233.4149701246,6,Pretty In,Polly Cracker,Irisese,Contagious,Wibbling Rival,Whaam
1637,Les Elefants Terribles #1637,2358,233.4114720052,6,Seventh Album,Basic Bitch,Gonzo Journalism,Not A Concept,Blow,Lad Insane A
2320,Les Elefants Terribles #2320,2359,233.3710377067,6,Cornetto Films,IAMTHEOBJECT,TCB,Factory,Rogerz Koonz,Booty Star
2450,Les Elefants Terribles #2450,2360,233.3065019876,6,Seventh Album,Lick Smile,VCR,Deep Cover,Devon Saw,Steven Brennan
2386,Les Elefants Terribles #2386,2361,233.3022704961,6,Buscemi,BBC Killer In Me,Smiley Pin,Son Of Man,Maria,Tethered
768,Les Elefants Terribles #768,2362,233.2963573295,6,Buscemi,Lux Aeterna,Brian DeMontana,No No No,Pourpourpour,Mad As Hell
905,Les Elefants Terribles #905,2363,233.1908655439,6,Cornetto Films,The Shrink,Quarryman,Son Of Man,Rogerz Koonz,Reve
125,Les Elefants Terribles #125,2364,233.1580146938,6,Kieslowski,Eleven Eleven,Le Violefant,Nipple Bottle,The Snake,Future Statues
1901,Les Elefants Terribles #1901,2365,233.0910174233,6,Ninth Album,Robin Gunningham,TCB,O Father,Rose Cross,Future Statues
2467,Les Elefants Terribles #2467,2366,233.0501734906,6,Pretty In,Kikodovar,Column,VW,Maria,What You Deserve
306,Les Elefants Terribles #306,2367,232.9560856922,6,Cornetto Films,High As A Kate,Crap Of The World,O Father,Foam Fingering,Everything Important
1438,Les Elefants Terribles #1438,2368,232.9220392828,6,Sixth Album,Space Monkey,Sunken,Reginald,HunterESS,Great Masturbator
1854,Les Elefants Terribles #1854,2369,232.8068861301,6,Kieslowski,Acidemy Award,Gonzo Journalism,Kik A Cosmetologist,Philosophy Lamp,Freakiest Lawman
784,Les Elefants Terribles #784,2370,232.7366233766,6,Ninth Album,Paul Is Dead,Lovecat,Son Of Man,The Snake,Otherwisewise
2290,Les Elefants Terribles #2290,2371,232.6992317439,6,Dorian,Acidemy Award,Gonzo Journalism,VR,Rogerz Koonz,Future Statues
767,Les Elefants Terribles #767,2372,232.5510022816,6,Dorian,The Shrink,Gonzo Journalism,Billy Rider,Korova Bar,Composition
1972,Les Elefants Terribles #1972,2373,232.5442903138,6,Pretty In,IAMTHEOBJECT,Splash,Contagious,Foam Fingering,Pretty Glue
771,Les Elefants Terribles #771,2374,232.5306561544,6,Cornetto Films,Polly Cracker,Famous,Godgivenass,81 days,For The Love
751,Les Elefants Terribles #751,2375,232.5214924841,6,Buscemi,BBC Killer In Me,Dolores Hazy,Seduce Destroy,Blow,Elebody Hurts
2430,Les Elefants Terribles #2430,2376,232.2476136364,6,Ninth Album,Twelve,Sunken,Diptych,Blow,Lad Insane A
2060,Les Elefants Terribles #2060,2377,232.2413758103,6,Kieslowski,Lick Smile,Brian DeMontana,Something about Mary,Ai,Uncommonly Gentle
2356,Les Elefants Terribles #2356,2378,232.1431799279,6,Pretty In,Dynamite Gelatine,Telephone,3000 Heels,Mr Boatswain,Volume One
484,Les Elefants Terribles #484,2379,232.129796725,6,Ninth Album,Hey Paul,Dolores Hazy,Deep Cover,Balloon,Blow Lips
5202,Les Elefants Terribles #5202,2380,232.0146156052,6,Dorian,Kikodovar,Smiley Pin,O Father,Tulips,Bad Third Act
759,Les Elefants Terribles #759,2381,231.92679602,6,Kieslowski,Kikodovar,TCB,Glory Fades,Charles Camilla,Warners
1079,Les Elefants Terribles #1079,2382,231.8840929239,6,The Color,Lick Smile,Yeah Yeah Yeah,VW,HunterESS,Neoplastifant C
878,Les Elefants Terribles #878,2383,231.6988087774,6,Ninth Album,Yankee Racers,Smiley Pin,Yorkshire,Blow,Composition
1491,Les Elefants Terribles #1491,2384,231.6377409511,6,Ninth Album,Dynamite Gelatine,TCB,Mostwhimsicaljokeoftheseason,Korova Bar,Steven Brennan
5251,Les Elefants Terribles #5251,2385,231.3399686772,6,Cornetto Films,Pink Salmon Vibrator,Famous,Contagious,Bodega Bay,Warners
1101,Les Elefants Terribles #1101,2386,231.0483531866,6,Buscemi,Polly Cracker,So Horny,Guccipiggy,Balloon,Pretty Glue
1814,Les Elefants Terribles #1814,2387,231.0334890873,6,Seventh Album,Charles Spiegel,Benny Jets,Factory,SNL 1992,For The Love
1288,Les Elefants Terribles #1288,2388,230.9340997825,6,Seventh Album,Wet Ass Pachyderm,Extracurricular,Diptych,Ai,Blow Lips
1484,Les Elefants Terribles #1484,2389,230.8718771784,6,Kieslowski,Culture Chameleon,TCB,O Dowd,Steven Allanaphone,What You Deserve
823,Les Elefants Terribles #823,2390,230.8282019704,6,Cyberpunk,Pink Salmon Vibrator,Smiley Pin,O Father,81 days,Structured Jewel
1596,Les Elefants Terribles #1596,2391,230.7481650425,6,Electric Sheep,Charles Spiegel,Party Over,Becoming Yourself,Balloon,For The Love
1270,Les Elefants Terribles #1270,2392,230.6229428304,6,Seventh Album,Five One Eight,So Horny,Marty,Caramba,Otherwisewise
2325,Les Elefants Terribles #2325,2393,230.3884196538,6,Sixth Album,Paul Is Dead,Irisese,Godgivenass,Korova Bar,No Logo
629,Les Elefants Terribles #629,2394,230.3592925427,6,Warmest Colour,The Shrink,TCB,Contagious,Steven Allanaphone,Manuelefant
659,Les Elefants Terribles #659,2395,230.2385896533,6,Kieslowski,Eleven Eleven,Serum 114,MM,1962,Warners
2347,Les Elefants Terribles #2347,2396,230.1392409068,6,Ninth Album,Culture Chameleon,Irisese,Kik A Cosmetologist,Aaron,Warners
1247,Les Elefants Terribles #1247,2397,230.0808376783,6,Warmest Colour,Pantages Theatre,DeDroog,O Father,Steven Allanaphone,Volume One
326,Les Elefants Terribles #326,2398,229.8918441725,6,Cornetto Films,Space Monkey,Yeah Yeah Yeah,Vincent 82,Mr Boatswain,Wrath
744,Les Elefants Terribles #744,2399,229.8347037217,6,Dorian,Whiskey Agogo,Splash,Treacy Muse,Rogerz Koonz,Whaam
2055,Les Elefants Terribles #2055,2400,229.8236010078,6,Kieslowski,Dynamite Gelatine,Column,VW,81 days,Elebody Hurts
763,Les Elefants Terribles #763,2401,229.4174285376,6,Ninth Album,Doll Parts,Dolores Hazy,Not A Concept,Steven Allanaphone,For The Love
1328,Les Elefants Terribles #1328,2402,229.3690816327,6,The Color,Contraband Slipping,Daniel,Marty,Pourpourpour,Lad Insane A
450,Les Elefants Terribles #450,2403,229.3076259837,6,Electric Sheep,Polly Cracker,So Horny,Factory,Bret Elefant Ellis,Freakiest Lawman
734,Les Elefants Terribles #734,2404,229.2472320956,6,Edwood,Yankee Racers,So Horny,Deep Cover,1962,Manuelefant
2335,Les Elefants Terribles #2335,2405,229.2256945586,6,Ninth Album,Eleven Eleven,Dolores Hazy,Animal,Mr Boatswain,Neoplastifant C
5137,Les Elefants Terribles #5137,2406,229.2246197102,6,Ninth Album,Yankee Racers,So Horny,Elefant 2003,Tasty,Sixtynine Slides
447,Les Elefants Terribles #447,2407,229.1855675937,6,Ninth Album,Crack Wack,Le Violefant,Godgivenass,Tulips,Future Statues
408,Les Elefants Terribles #408,2408,229.1826475251,6,Ninth Album,Dynamite Gelatine,Fucking Special,VW,Rose Cross,Structured Jewel
5209,Les Elefants Terribles #5209,2409,229.1457281621,6,Cornetto Films,Kikodovar,Stefanti Joanne,Nipple Bottle,Rose Cross,Everything Important
1673,Les Elefants Terribles #1673,2410,229.1417975992,6,Cornetto Films,The Shrink,Club 27,VW,Wibbling Rival,For The Love
1021,Les Elefants Terribles #1021,2411,229.1243740053,6,Dorian,Star Spangled Rights,Umbilical Noose,Vincent 82,Rogerz Koonz,Lad Insane A
5254,Les Elefants Terribles #5254,2412,229.0040522414,6,Dorian,Twelve,DeDroog,Becoming Yourself,Foam Fingering,Mad As Hell
842,Les Elefants Terribles #842,2413,228.974522723,6,Ninth Album,Tetrahedron Cluster,Splash,Suspense,81 days,Great Masturbator
1880,Les Elefants Terribles #1880,2414,228.9573569833,6,Buscemi,High As A Kate,VCR,3000 Heels,Rogerz Koonz,Volume One
5310,Les Elefants Terribles #5310,2415,228.9258441482,6,Seventh Album,Eleven Eleven,Splash,Seduce Destroy,Brocli Moss,No Logo
2452,Les Elefants Terribles #2452,2416,228.8028004474,6,Seventh Album,Star Spangled Rights,Stefanti Joanne,Seven Death,Charles Camilla,Warners
731,Les Elefants Terribles #731,2417,228.6723141234,6,The Color,Lick Smile,Club 27,Seven Death,Philosophy Lamp,Composition
559,Les Elefants Terribles #559,2418,228.6518537852,6,Kieslowski,Polly Cracker,Serum 114,Contagious,Mr Boatswain,Blow Lips
249,Les Elefants Terribles #249,2419,228.6316272685,6,Kieslowski,MPAA Desaturate,TCB,Nipple Bottle,1962,SisterDaughterSister
123,Les Elefants Terribles #123,2420,228.4689022388,6,Warmest Colour,Crack Wack,Club 27,3000 Heels,Bodega Bay,Great Masturbator
1460,Les Elefants Terribles #1460,2421,228.4415802555,6,Buscemi,MPAA Desaturate,Splash,Factory,Charles Camilla,Great Masturbator
5156,Les Elefants Terribles #5156,2422,228.4341933928,6,Ninth Album,Pantages Theatre,Smiley Pin,Animal,Maria,Sixtynine Slides
1331,Les Elefants Terribles #1331,2423,228.3357335819,6,Kieslowski,Polly Cracker,Smiley Pin,No No No,Charles Camilla,LUH SEN
1930,Les Elefants Terribles #1930,2424,228.2434385614,6,Ninth Album,Fox Force,Famous,Vincent 82,Rogerz Koonz,Blow Lips
2146,Les Elefants Terribles #2146,2425,228.2225862568,6,Warmest Colour,Basic Bitch,TCB,MM,Wibbling Rival,Lad Insane A
599,Les Elefants Terribles #599,2426,227.8131278894,6,Warmest Colour,Yankee Racers,Gonzo Journalism,Deep Cover,1962,Bad Third Act
96,Les Elefants Terribles #96,2427,227.7671177963,6,Pretty In,Paul Is Dead,Extracurricular,Animal,Tasty,Volume One
5241,Les Elefants Terribles #5241,2428,227.7610603873,6,Buscemi,Bitch Is Back,Gonzo Journalism,Elefant 2003,Pourpourpour,Everything Important
2306,Les Elefants Terribles #2306,2429,227.6903336335,6,Seventh Album,Dynamite Gelatine,Quarryman,VW,Tulips,Whaam
950,Les Elefants Terribles #950,2430,227.5455452793,6,Cyberpunk,Pantages Theatre,TCB,Marty,Maria,Bad Third Act
2042,Les Elefants Terribles #2042,2431,227.3640144923,6,Seventh Album,Acidemy Award,Splash,Not A Concept,Bodega Bay,Steven Brennan
2313,Les Elefants Terribles #2313,2432,227.188796083,6,Rosemary,Tetrahedron Cluster,Brian DeMontana,Factory,Steven Allanaphone,Great Masturbator
5080,Les Elefants Terribles #5080,2433,226.9837614148,6,Kieslowski,Transpotter,TCB,Seduce Destroy,Persistent Phone,Lad Insane A
499,Les Elefants Terribles #499,2434,226.8748785992,6,Electric Sheep,High As A Kate,Splash,Nipple Bottle,Aaron,Freakiest Lawman
737,Les Elefants Terribles #737,2435,226.8175709492,6,Kieslowski,Pink Salmon Vibrator,Gonzo Journalism,O Dowd,Rogerz Koonz,SisterDaughterSister
132,Les Elefants Terribles #132,2436,226.6811958266,6,Buscemi,Charles Spiegel,VCR,Marty,Support Symbol,Lad Insane A
1355,Les Elefants Terribles #1355,2437,226.6045578098,6,Ninth Album,Dynamite Gelatine,Telephone,Treacy Muse,Blasfemy,For The Love
2482,Les Elefants Terribles #2482,2438,226.4861011288,6,The Color,Kikodovar,Yeah Yeah Yeah,Diptych,Ai,Great Masturbator
656,Les Elefants Terribles #656,2439,226.3922628078,6,Ninth Album,Charles Spiegel,Splash,Seven Death,Live Aid,LUH SEN
22,Les Elefants Terribles #22,2440,226.193508504,6,Edwood,Space Monkey,TCB,Godgivenass,Mr Boatswain,Wrath
2128,Les Elefants Terribles #2128,2441,226.106336647,6,Pretty In,Basic Bitch,Yeah Yeah Yeah,Nipple Bottle,Rose Cross,Great Masturbator
1797,Les Elefants Terribles #1797,2442,225.9202297702,6,Ninth Album,Basic Bitch,Extracurricular,Seduce Destroy,Charles Camilla,What You Deserve
1426,Les Elefants Terribles #1426,2443,225.9182872621,6,Kieslowski,Good Girl,Dolores Hazy,Something about Mary,Pourpourpour,What You Deserve
278,Les Elefants Terribles #278,2444,225.8394134166,6,Ninth Album,Procrastinator,Umbilical Noose,Diptych,HunterESS,Elebody Hurts
2270,Les Elefants Terribles #2270,2445,225.8366606138,6,Ninth Album,Transpotter,Smiley Pin,Suspense,Foam Fingering,Pretty Glue
605,Les Elefants Terribles #605,2446,225.7691241188,6,Ninth Album,Procrastinator,VCR,No No No,HunterESS,Whaam
335,Les Elefants Terribles #335,2447,225.6683519013,6,Ninth Album,The Shrink,Famous,Son Of Man,Mr Boatswain,Otherwisewise
2245,Les Elefants Terribles #2245,2448,225.601787167,6,Dorian,Contraband Slipping,Brian DeMontana,Suspense,Persistent Phone,Whaam
5179,Les Elefants Terribles #5179,2449,225.5048438007,6,Kieslowski,Polly Cracker,Splash,Reginald,Dog Haha,Sixtynine Slides
5295,Les Elefants Terribles #5295,2450,225.3682205095,6,Dorian,Good Girl,Famous,Something about Mary,Steven Allanaphone,Mad As Hell
232,Les Elefants Terribles #232,2451,225.3679401831,6,Android Dream,Twelve,Splash,VW,Maria,LUH SEN
1842,Les Elefants Terribles #1842,2452,225.3572625678,6,Ninth Album,Eleven Eleven,DeDroog,Treacy Muse,Bret Elefant Ellis,Everything Important
517,Les Elefants Terribles #517,2453,225.212336017,6,Kieslowski,Twelve,Club 27,VW,Persistent Phone,Composition
1499,Les Elefants Terribles #1499,2454,225.1659397694,6,Cyberpunk,Culture Chameleon,So Horny,Not A Concept,Balloon,No Logo
2283,Les Elefants Terribles #2283,2455,224.9651855812,6,Kieslowski,Eleven Eleven,Extracurricular,Yorkshire,Blow,Blow Lips
1921,Les Elefants Terribles #1921,2456,224.9385041787,6,Kieslowski,Contraband Slipping,Famous,No No No,Renelefant,Structured Jewel
2447,Les Elefants Terribles #2447,2457,224.8815665275,6,Edwood,IAMTHEOBJECT,Telephone,Andrelefant Charles,Mr Boatswain,Structured Jewel
1693,Les Elefants Terribles #1693,2458,224.5418261856,6,Ninth Album,Yankee Racers,Column,Seduce Destroy,SNL 1992,Structured Jewel
940,Les Elefants Terribles #940,2459,224.3129894477,6,Seventh Album,Pink Salmon Vibrator,Extracurricular,Marty,La Jete,Great Masturbator
2124,Les Elefants Terribles #2124,2460,224.3068315844,6,Sixth Album,Wet Ass Pachyderm,Gonzo Journalism,3000 Heels,Pourpourpour,Everything Important
800,Les Elefants Terribles #800,2461,224.0068752127,6,Sixth Album,Five One Eight,TCB,Marty,Foam Fingering,Reve
