ID,Name,Rank,Rarity_Score,Agility-Scores,Alignment-Scores,Ancestor-Scores,Attributes-Scores,Background-Scores,Class-Scores,Dexterity-Scores,Fur-Scores,Gender-Scores,Head Accessory-Scores,Intelligence-Scores,Magic-Scores,Morality-Scores,Race-Scores,Rank-Scores,Strength-Scores,Weapon-Scores
861,Bunny Knights #861,1507,2448.3185625433603,3,14,333,2,19,5,2,20,4,,10,9,3,1,2000,7,9
1214,Bunny Knights #1214,1508,2447.751966154825,9,17,285,2,10,6,3,22,1,,7,,3,1,2000,3,74
1777,Bunny Knights #1777,1509,2447.6531430675564,9,17,333,2,18,6,3,18,4,,3,,3,1,2000,7,18
1105,Bunny Knights #1105,1510,2447.5155156904652,5,15,285,2,10,5,5,22,1,29,14,,3,1,2000,2,42
580,Bunny Knights #580,1511,2447.512343702108,17,14,333,2,11,6,2,17,4,,3,,3,1,2000,7,21
1284,Bunny Knights #1284,1512,2447.3955279292036,5,18,250,2,19,5,2,19,1,,10,52,2,1,2000,3,52
1762,Bunny Knights #1762,1513,2447.2940405748345,3,17,285,4,10,6,2,19,1,6,15,33,3,1,2000,2,34
2094,Bunny Knights #2094,1514,2447.027389603576,3,16,285,4,19,6,2,19,1,6,6,33,3,1,2000,3,34
1727,Bunny Knights #1727,1515,2446.5656962674984,3,17,250,2,10,5,64,20,1,,7,,3,1,2000,2,57
1739,Bunny Knights #1739,1516,2446.1789662287106,3,15,285,2,10,6,5,22,4,36,3,,2,1,2000,22,23
1960,Bunny Knights #1960,1517,2446.0282711906275,5,18,333,2,10,6,3,20,1,,3,,3,1,2000,16,21
536,Bunny Knights #536,1518,2445.7895456806236,3,17,285,4,11,6,2,18,1,6,15,33,2,1,2000,2,33
1987,Bunny Knights #1987,1519,2445.675612600388,17,17,333,2,10,6,2,18,1,,3,,2,1,2000,7,21
1537,Bunny Knights #1537,1520,2445.653226821422,3,15,250,4,18,5,2,20,4,57,6,24,3,1,2000,3,25
1271,Bunny Knights #1271,1521,2445.3695646765595,3,14,285,4,10,5,3,19,1,35,6,24,3,1,2000,2,25
1116,Bunny Knights #1116,1522,2445.249677075045,17,14,333,2,10,6,3,18,4,,7,,3,1,2000,2,20
1043,Bunny Knights #1043,1523,2444.946292370623,3,17,222,2,10,5,10,19,1,80,3,,3,1,2000,7,57
585,Bunny Knights #585,1524,2444.7743591242697,5,14,333,2,10,6,3,18,4,,3,,3,1,2000,16,21
562,Bunny Knights #562,1525,2444.6569835938544,3,15,333,2,28,5,2,18,1,,6,9,3,1,2000,3,9
1053,Bunny Knights #1053,1526,2444.535083039395,3,15,333,2,10,6,5,17,4,,3,,3,1,2000,16,21
933,Bunny Knights #933,1527,2444.4352339551297,5,17,333,2,10,5,10,23,1,,7,,3,1,2000,2,20
1831,Bunny Knights #1831,1528,2444.0952558351332,3,15,285,4,19,6,2,20,1,6,6,32,3,1,2000,2,32
1347,Bunny Knights #1347,1529,2443.317713652045,3,14,285,4,19,6,3,18,1,6,6,33,3,1,2000,2,34
2287,Bunny Knights #2287,1530,2443.226156438828,3,14,333,2,10,6,5,18,1,,3,,3,1,2000,16,23
2008,Bunny Knights #2008,1531,2443.1237932994286,9,16,333,2,10,5,3,20,1,,14,9,3,1,2000,2,9
2466,Bunny Knights #2466,1532,2442.7043669121585,3,18,333,2,11,5,2,22,1,,15,9,3,1,2000,2,9
2325,Bunny Knights #2325,1533,2442.7020682868388,9,17,285,2,68,5,10,19,1,,3,,3,1,2000,2,11
1255,Bunny Knights #1255,1534,2442.6502449633804,3,14,333,2,19,5,5,19,1,,10,9,2,1,2000,3,9
1508,Bunny Knights #1508,1535,2442.5412688358306,3,15,285,2,28,5,10,17,1,,7,,2,1,2000,3,57
2386,Bunny Knights #2386,1536,2442.3460313424644,3,16,285,4,19,6,2,18,1,6,6,32,3,1,2000,2,32
2114,Bunny Knights #2114,1537,2442.2794945708756,3,15,333,2,18,5,2,18,1,,15,9,2,1,2000,2,9
2366,Bunny Knights #2366,1538,2442.106070389793,5,15,333,2,10,6,3,19,1,,3,,2,1,2000,16,21
1542,Bunny Knights #1542,1539,2441.58143312814,17,15,333,2,10,6,3,19,1,,3,,2,1,2000,3,21
1842,Bunny Knights #1842,1540,2441.359107202319,9,15,285,2,68,6,3,19,4,,3,,3,1,2000,7,11
2243,Bunny Knights #2243,1541,2441.2201521608795,9,14,333,2,10,6,2,22,1,,7,,2,1,2000,7,18
1635,Bunny Knights #1635,1542,2441.163625900273,17,16,285,2,28,6,5,18,1,,3,,2,1,2000,2,50
777,Bunny Knights #777,1543,2441.0847681824835,3,18,285,2,11,6,3,18,1,36,7,,2,1,2000,22,21
1642,Bunny Knights #1642,1544,2441.0034502581643,3,16,285,4,11,6,5,19,1,6,6,33,2,1,2000,2,34
1002,Bunny Knights #1002,1545,2440.643644971275,5,16,333,2,19,5,18,18,1,,3,,2,1,2000,2,11
1568,Bunny Knights #1568,1546,2440.543076502505,9,15,285,2,10,5,5,18,1,29,7,,3,1,2000,2,42
1743,Bunny Knights #1743,1547,2440.528215355919,5,15,333,2,18,5,3,19,1,,10,9,3,1,2000,2,9
2290,Bunny Knights #2290,1548,2440.3789938610003,3,15,222,2,19,6,10,19,4,83,3,,3,1,2000,7,37
1741,Bunny Knights #1741,1549,2440.37315283947,3,14,285,2,10,5,64,19,1,,3,,2,1,2000,3,20
2259,Bunny Knights #2259,1550,2440.209954135089,3,17,285,4,11,6,2,19,1,6,15,29,2,1,2000,2,29
1971,Bunny Knights #1971,1551,2440.107369984149,5,15,333,2,19,5,2,22,1,,6,9,3,1,2000,2,9
857,Bunny Knights #857,1552,2440.1052581639738,3,14,333,2,18,5,5,19,1,,10,9,2,1,2000,2,9
2073,Bunny Knights #2073,1553,2439.9720578538077,3,16,333,2,10,6,5,18,1,,3,,2,1,2000,16,18
1447,Bunny Knights #1447,1554,2439.9201583132613,3,18,333,2,10,6,5,19,1,,7,,3,1,2000,7,21
695,Bunny Knights #695,1555,2439.6488092190853,17,15,333,2,10,6,2,23,1,,3,,3,1,2000,7,11
1937,Bunny Knights #1937,1556,2439.4111766538613,3,15,333,2,19,5,2,17,1,,6,9,3,1,2000,7,9
1502,Bunny Knights #1502,1557,2439.00704604967,5,14,333,2,10,6,3,19,1,,7,,2,1,2000,7,23
1143,Bunny Knights #1143,1558,2438.8015381557007,5,18,333,2,11,6,5,19,1,,3,,3,1,2000,7,20
1886,Bunny Knights #1886,1559,2438.7156531031014,9,15,333,2,11,6,3,19,4,,7,,3,1,2000,3,18
1161,Bunny Knights #1161,1560,2438.60783926551,9,15,333,2,10,6,3,17,4,,3,,3,1,2000,7,21
2405,Bunny Knights #2405,1561,2438.476016205424,3,15,285,4,11,6,2,23,1,6,6,32,3,1,2000,2,32
1185,Bunny Knights #1185,1562,2438.460158629088,3,14,333,2,11,6,5,19,1,,7,,3,1,2000,7,21
2340,Bunny Knights #2340,1563,2438.37286091801,17,15,250,2,11,6,5,19,1,,3,,3,1,2000,2,100
1756,Bunny Knights #1756,1564,2438.3123684402444,3,14,285,4,18,6,3,17,1,6,6,32,2,1,2000,2,32
1655,Bunny Knights #1655,1565,2438.001088908824,3,15,285,4,10,6,2,19,1,6,6,33,3,1,2000,3,34
1074,Bunny Knights #1074,1566,2437.996794211695,5,17,333,2,10,5,10,19,1,,3,,2,1,2000,3,20
1027,Bunny Knights #1027,1567,2437.73715612542,3,18,250,2,12,5,64,18,1,29,3,,3,1,2000,3,20
2343,Bunny Knights #2343,1568,2437.57911591333,9,17,333,2,10,6,3,18,1,,7,,3,1,2000,3,20
2009,Bunny Knights #2009,1569,2437.509983533356,3,17,285,4,10,6,5,22,1,6,10,28,2,1,2000,2,29
661,Bunny Knights #661,1570,2437.3922006557245,17,14,333,2,10,6,3,19,1,,3,,3,1,2000,3,18
643,Bunny Knights #643,1571,2437.298351994026,5,15,285,4,12,6,3,18,4,6,10,29,2,1,2000,2,29
553,Bunny Knights #553,1572,2437.1950324662453,5,17,285,4,19,6,2,17,1,6,6,28,3,1,2000,2,29
1300,Bunny Knights #1300,1573,2437.14147033761,3,14,333,2,10,5,18,20,4,,3,,3,1,2000,3,11
705,Bunny Knights #705,1574,2437.0247807100955,3,15,333,2,10,5,2,20,1,,15,9,2,1,2000,2,9
1418,Bunny Knights #1418,1575,2436.571389603506,9,16,333,2,18,5,5,19,1,,7,,3,1,2000,2,11
888,Bunny Knights #888,1576,2436.5564373526404,3,17,333,2,19,5,2,18,1,,6,9,3,1,2000,2,9
2083,Bunny Knights #2083,1577,2436.458553845835,17,17,285,2,12,5,3,18,1,,7,,3,1,2000,2,58
826,Bunny Knights #826,1578,2436.283936790679,5,17,333,2,10,6,5,18,1,,7,,2,1,2000,3,21
1126,Bunny Knights #1126,1579,2436.2492330909035,3,16,333,2,10,5,5,19,1,,10,9,2,1,2000,3,9
847,Bunny Knights #847,1580,2435.9002923977473,3,15,285,4,11,6,2,18,1,6,15,29,3,1,2000,2,29
939,Bunny Knights #939,1581,2435.846782831919,3,14,333,2,11,5,5,19,1,,10,9,3,1,2000,3,9
1689,Bunny Knights #1689,1582,2435.7569700520407,9,17,333,2,12,6,5,18,1,,3,,2,1,2000,3,18
1847,Bunny Knights #1847,1583,2435.4406593610897,3,15,333,2,10,5,2,19,1,,15,9,3,1,2000,2,9
830,Bunny Knights #830,1584,2435.1223162364345,3,15,333,2,10,5,2,18,1,,15,9,3,1,2000,2,9
841,Bunny Knights #841,1585,2435.107600225965,9,14,285,2,19,6,3,18,1,36,3,,3,1,2000,7,23
2429,Bunny Knights #2429,1586,2434.955551919223,17,17,285,2,10,6,3,19,1,50,3,,3,1,2000,3,11
965,Bunny Knights #965,1587,2434.77783938959,5,17,333,2,12,6,3,23,1,,7,,3,1,2000,7,11
1503,Bunny Knights #1503,1588,2434.755575462888,9,15,333,2,10,6,3,19,1,,3,,3,1,2000,7,18
2041,Bunny Knights #2041,1589,2434.566784726516,3,15,333,2,19,5,3,18,1,,6,9,2,1,2000,2,9
736,Bunny Knights #736,1590,2434.355528960593,3,15,285,4,19,6,3,18,1,6,6,28,2,1,2000,2,29
2332,Bunny Knights #2332,1591,2434.32043878386,3,16,333,2,10,5,18,18,1,,7,,3,1,2000,2,11
832,Bunny Knights #832,1592,2434.170829324908,3,15,285,2,10,6,3,22,1,,7,,3,1,2000,22,50
1783,Bunny Knights #1783,1593,2434.1286597101807,3,14,285,4,10,6,5,19,1,6,10,29,3,1,2000,3,29
922,Bunny Knights #922,1594,2434.104507878689,5,17,333,2,10,5,2,18,1,,10,9,3,1,2000,3,9
1896,Bunny Knights #1896,1595,2433.6867001663522,3,16,285,2,18,5,10,20,4,,14,,3,1,2000,3,42
2264,Bunny Knights #2264,1596,2433.6553528921386,3,16,333,2,10,5,10,24,1,,7,,2,1,2000,3,11
1752,Bunny Knights #1752,1597,2433.529306022598,3,17,285,2,10,5,18,18,1,,3,,3,1,2000,3,58
1226,Bunny Knights #1226,1598,2433.3199300332403,3,16,285,4,18,5,2,17,4,41,6,9,2,1,2000,3,9
2381,Bunny Knights #2381,1599,2433.27201361526,3,16,333,2,11,5,2,19,1,,6,9,3,1,2000,7,9
2384,Bunny Knights #2384,1600,2433.1712279879794,9,17,333,2,11,6,2,18,1,,7,,2,1,2000,7,11
1810,Bunny Knights #1810,1601,2432.9636183644234,3,17,285,4,10,6,3,19,4,6,6,28,3,1,2000,2,29
1329,Bunny Knights #1329,1602,2432.7764764492235,3,17,333,2,11,5,5,19,1,,6,9,3,1,2000,2,9
706,Bunny Knights #706,1603,2432.7741145853756,3,15,285,4,10,6,2,19,1,6,6,29,3,1,2000,7,29
1996,Bunny Knights #1996,1604,2432.602164081387,5,15,285,4,11,6,2,19,4,6,6,29,3,1,2000,2,29
1072,Bunny Knights #1072,1605,2432.5699665125253,3,15,333,2,18,5,3,18,1,,6,9,2,1,2000,2,9
2348,Bunny Knights #2348,1606,2432.460816858397,9,17,285,2,10,5,2,18,4,,10,29,3,1,2000,2,29
2474,Bunny Knights #2474,1607,2432.3965823849826,3,15,333,2,12,5,5,18,4,,6,9,2,1,2000,2,9
2495,Bunny Knights #2495,1608,2432.353331217927,5,16,285,4,10,6,2,22,1,6,6,28,3,1,2000,2,29
2266,Bunny Knights #2266,1609,2432.256928448863,3,16,250,2,10,5,3,22,1,,6,52,3,1,2000,2,52
1207,Bunny Knights #1207,1610,2432.184102204093,3,17,285,4,12,6,3,20,1,6,6,28,3,1,2000,2,29
669,Bunny Knights #669,1611,2431.9812085987396,5,17,333,2,11,5,2,19,1,,6,9,3,1,2000,2,9
1630,Bunny Knights #1630,1612,2431.8794207348196,3,17,333,2,10,5,2,23,1,,6,9,3,1,2000,2,9
2393,Bunny Knights #2393,1613,2431.8564017926933,37,15,222,2,10,6,2,22,1,50,3,,3,1,2000,3,50
993,Bunny Knights #993,1614,2431.8231298183905,5,15,285,4,10,6,3,18,1,6,10,29,3,1,2000,2,29
868,Bunny Knights #868,1615,2431.609751856405,3,17,333,2,10,5,2,20,1,,6,9,3,1,2000,3,9
1647,Bunny Knights #1647,1616,2431.5485258738195,5,15,333,2,10,5,5,19,1,,14,,2,1,2000,2,11
1090,Bunny Knights #1090,1617,2431.187085875981,3,14,285,4,18,5,3,22,4,35,6,9,3,1,2000,3,9
1624,Bunny Knights #1624,1618,2431.1578337698475,3,15,333,2,10,5,3,22,1,,6,9,3,1,2000,3,9
2323,Bunny Knights #2323,1619,2431.152519303876,17,15,333,2,10,6,3,18,1,,3,,2,1,2000,3,11
1353,Bunny Knights #1353,1620,2431.1412312882303,3,17,333,2,11,5,3,19,1,,6,9,3,1,2000,3,9
2113,Bunny Knights #2113,1621,2431.127393643668,3,14,333,2,10,5,5,22,1,,6,9,3,1,2000,2,9
2235,Bunny Knights #2235,1622,2431.0970052767425,5,15,333,2,10,5,2,22,1,,6,9,3,1,2000,2,9
1910,Bunny Knights #1910,1623,2431.080606564118,3,16,333,2,10,5,3,23,1,,6,9,3,1,2000,2,9
592,Bunny Knights #592,1624,2430.865773786463,3,17,285,4,12,6,3,18,1,6,6,29,3,1,2000,2,29
2370,Bunny Knights #2370,1625,2430.8465713998803,5,15,333,2,11,6,3,18,1,,14,,3,1,2000,3,11
1541,Bunny Knights #1541,1626,2430.752567189101,17,15,333,2,10,6,3,19,1,,3,,3,1,2000,3,11
1134,Bunny Knights #1134,1627,2430.3246198103707,3,14,333,2,11,5,2,19,4,,6,9,3,1,2000,2,9
1101,Bunny Knights #1101,1628,2430.288722371977,3,14,333,2,10,5,3,22,1,,6,9,3,1,2000,3,9
1190,Bunny Knights #1190,1629,2430.247281756049,3,15,333,2,12,6,10,18,1,,3,,2,1,2000,7,11
2416,Bunny Knights #2416,1630,2430.1947290415997,3,15,333,2,11,5,2,22,1,,6,9,2,1,2000,2,9
2469,Bunny Knights #2469,1631,2430.1334784524224,3,15,333,2,12,5,5,18,1,,6,9,3,1,2000,2,9
1559,Bunny Knights #1559,1632,2430.0723153644435,3,18,333,2,10,5,5,18,1,,6,9,3,1,2000,2,9
1453,Bunny Knights #1453,1633,2429.7003543729666,5,17,285,2,10,5,5,22,1,,7,,2,1,2000,3,58
804,Bunny Knights #804,1634,2429.624883925467,3,15,333,2,10,5,2,22,1,,6,9,3,1,2000,2,9
1968,Bunny Knights #1968,1635,2429.56157610801,3,14,250,2,11,6,2,19,1,,7,,2,1,2000,55,50
1155,Bunny Knights #1155,1636,2429.3847182081886,3,17,285,2,19,5,18,22,1,,3,,2,1,2000,3,42
1754,Bunny Knights #1754,1637,2428.8234453979658,3,17,333,2,10,5,2,19,1,,6,9,3,1,2000,3,9
784,Bunny Knights #784,1638,2428.820633556531,9,15,285,2,10,5,10,20,1,,3,,2,1,2000,2,57
1857,Bunny Knights #1857,1639,2428.723945329473,5,15,333,2,10,5,2,19,1,,6,9,3,1,2000,2,9
1243,Bunny Knights #1243,1640,2428.2708433848798,3,14,285,2,28,5,2,18,1,,6,23,2,1,2000,7,23
1385,Bunny Knights #1385,1641,2428.2321959652913,3,16,333,2,10,5,3,19,1,,6,9,2,1,2000,2,9
2189,Bunny Knights #2189,1642,2428.175357858611,9,17,333,2,10,5,3,18,1,,7,,3,1,2000,3,11
2461,Bunny Knights #2461,1643,2427.9494894053396,3,15,333,2,10,5,3,19,1,,6,9,3,1,2000,2,9
1576,Bunny Knights #1576,1644,2427.885135195378,3,14,285,2,10,5,2,19,1,,15,29,3,1,2000,2,29
1164,Bunny Knights #1164,1645,2427.5204558191117,5,14,333,2,10,5,2,19,1,,6,9,3,1,2000,2,9
2272,Bunny Knights #2272,1646,2427.5081049242185,9,17,333,2,11,6,5,17,1,,3,,2,1,2000,3,11
881,Bunny Knights #881,1647,2427.065487714599,3,15,250,2,10,5,64,22,1,29,3,,3,1,2000,2,11
1450,Bunny Knights #1450,1648,2427.011210906682,3,14,285,4,11,5,2,19,1,41,6,9,2,1,2000,7,9
2457,Bunny Knights #2457,1649,2426.705164516861,3,15,250,2,18,6,2,19,1,,3,,3,1,2000,55,44
2199,Bunny Knights #2199,1650,2426.468747239926,3,15,333,2,10,5,3,19,1,,6,9,2,1,2000,2,9
2005,Bunny Knights #2005,1651,2426.0419007153932,3,15,285,4,10,5,5,20,1,41,6,9,3,1,2000,2,9
1199,Bunny Knights #1199,1652,2425.913112353992,3,14,333,2,11,5,3,18,1,,6,9,2,1,2000,2,9
1351,Bunny Knights #1351,1653,2425.0726505109956,3,17,285,4,10,5,2,19,1,41,6,9,3,1,2000,3,9
1946,Bunny Knights #1946,1654,2424.8232735880465,9,16,333,2,10,6,5,18,1,,3,,3,1,2000,3,11
571,Bunny Knights #571,1655,2424.7350370479194,3,15,285,4,18,5,3,18,1,36,6,9,3,1,2000,3,9
2409,Bunny Knights #2409,1656,2424.66821424331,3,15,250,2,19,6,3,22,1,,3,,3,1,2000,55,37
2363,Bunny Knights #2363,1657,2424.3972814440635,9,17,285,2,10,6,3,23,1,,3,,3,1,2000,7,50
1561,Bunny Knights #1561,1658,2424.35670668821,3,17,250,4,11,5,5,18,4,41,10,23,2,1,2000,2,23
1802,Bunny Knights #1802,1659,2423.740094278371,3,15,222,2,19,6,5,22,1,83,7,,3,1,2000,7,23
1764,Bunny Knights #1764,1660,2423.4090446481396,3,16,285,2,10,6,10,24,1,,3,,2,1,2000,16,37
1640,Bunny Knights #1640,1661,2423.2065685590705,9,15,285,2,12,6,2,18,1,,7,,3,1,2000,7,50
1244,Bunny Knights #1244,1662,2423.1698534844454,3,17,285,2,18,5,3,18,1,,10,24,2,1,2000,3,25
1481,Bunny Knights #1481,1663,2422.5587469063657,5,15,285,2,11,5,5,19,1,,14,24,3,1,2000,2,25
989,Bunny Knights #989,1664,2421.9675755042554,3,17,285,2,11,5,2,18,1,,6,29,2,1,2000,3,29
2174,Bunny Knights #2174,1665,2421.752928982848,3,14,285,2,12,5,3,19,1,,14,23,3,1,2000,7,23
700,Bunny Knights #700,1666,2420.0066117059155,3,15,285,2,10,5,10,18,1,,10,24,3,1,2000,2,25
574,Bunny Knights #574,1667,2419.7471633996615,5,15,285,2,10,5,2,22,4,,10,23,2,1,2000,3,23
684,Bunny Knights #684,1668,2419.2579502696376,3,15,285,2,19,5,3,18,1,,10,23,3,1,2000,3,23
1585,Bunny Knights #1585,1669,2418.571348826155,9,14,285,2,10,6,3,19,4,36,3,,3,1,2000,7,11
855,Bunny Knights #855,1670,2418.5304190261572,5,17,250,4,11,5,3,20,1,57,14,9,3,1,2000,3,9
2158,Bunny Knights #2158,1671,2417.7821701191465,5,15,285,2,10,6,3,18,1,,3,,3,1,2000,16,44
1608,Bunny Knights #1608,1672,2417.772775188746,37,14,250,2,10,5,2,19,1,,7,,3,1,2000,2,58
2194,Bunny Knights #2194,1673,2416.366769928795,3,15,222,2,10,6,3,18,1,80,3,,3,1,2000,22,23
1517,Bunny Knights #1517,1674,2415.127710628399,5,14,285,2,10,5,2,18,1,,10,24,2,1,2000,3,25
803,Bunny Knights #803,1675,2414.496432277522,5,15,285,2,10,6,10,20,1,,3,,3,1,2000,3,44
1448,Bunny Knights #1448,1676,2414.399049831449,3,17,250,2,11,5,10,19,1,29,7,,3,1,2000,7,42
570,Bunny Knights #570,1677,2414.0272594662592,37,15,285,2,10,6,2,18,1,,7,,3,1,2000,2,18
2116,Bunny Knights #2116,1678,2412.7981351683743,3,15,250,4,19,6,2,22,1,6,15,29,2,1,2000,2,29
1174,Bunny Knights #1174,1679,2411.6885294075,5,15,250,4,12,6,3,22,1,6,10,33,2,1,2000,2,34
820,Bunny Knights #820,1680,2411.0178638500734,3,16,285,2,10,5,2,20,1,,6,24,3,1,2000,2,25
729,Bunny Knights #729,1681,2410.733855526586,3,14,285,2,10,5,3,20,1,,6,24,2,1,2000,2,25
1811,Bunny Knights #1811,1682,2410.118786111169,3,17,250,4,10,6,5,19,1,6,14,29,2,1,2000,7,29
552,Bunny Knights #552,1683,2409.6909639116184,3,15,250,2,10,5,64,22,1,,7,,3,1,2000,2,20
1356,Bunny Knights #1356,1684,2408.311177828555,17,15,285,2,19,5,3,22,4,,7,9,3,1,2000,2,9
1953,Bunny Knights #1953,1685,2407.4668254997287,37,17,285,2,10,6,2,17,4,,3,,3,1,2000,3,11
634,Bunny Knights #634,1686,2407.406910551336,17,17,250,2,18,6,2,22,1,36,7,,3,1,2000,3,18
584,Bunny Knights #584,1687,2407.3795410977245,3,15,250,4,11,6,2,18,1,6,15,32,3,1,2000,2,32
1665,Bunny Knights #1665,1688,2407.1804905213107,3,16,285,2,10,5,2,18,1,,6,23,3,1,2000,3,23
1776,Bunny Knights #1776,1689,2406.2071261011647,3,15,250,4,18,6,2,17,1,6,15,28,3,1,2000,2,29
1374,Bunny Knights #1374,1690,2405.768540892961,3,15,285,2,19,5,18,19,4,,3,,2,1,2000,3,20
1274,Bunny Knights #1274,1691,2405.2515381633402,3,15,222,4,18,5,5,19,1,35,10,29,3,1,2000,2,29
1722,Bunny Knights #1722,1692,2404.7792245866754,17,17,285,2,18,6,3,23,1,,3,,3,1,2000,3,18
1903,Bunny Knights #1903,1693,2404.638173643648,5,15,285,2,10,6,3,18,1,,7,,2,1,2000,7,37
982,Bunny Knights #982,1694,2404.5131696164726,5,17,285,2,11,6,3,20,4,,3,,3,1,2000,16,23
1368,Bunny Knights #1368,1695,2404.263456451304,5,16,250,4,11,6,2,20,1,6,6,33,3,1,2000,2,33
1025,Bunny Knights #1025,1696,2404.045837155887,5,15,250,4,10,6,5,19,1,6,14,29,3,1,2000,2,29
2480,Bunny Knights #2480,1697,2403.931644092766,3,15,285,2,19,5,5,23,1,,14,9,3,1,2000,3,9
544,Bunny Knights #544,1698,2403.1337032519164,3,14,250,4,10,6,3,22,1,6,6,33,3,1,2000,3,33
2477,Bunny Knights #2477,1699,2402.80494561628,3,17,285,2,10,6,3,19,1,,3,,3,1,2000,22,23
2001,Bunny Knights #2001,1700,2402.612142735054,3,17,285,2,19,5,2,19,4,,15,9,3,1,2000,2,9
1571,Bunny Knights #1571,1701,2402.393458543284,3,15,250,4,12,6,2,22,1,6,6,32,2,1,2000,2,32
1841,Bunny Knights #1841,1702,2402.063504019628,3,15,285,2,12,5,10,22,1,,14,,3,1,2000,2,20
934,Bunny Knights #934,1703,2401.9401983821203,5,15,250,4,10,6,2,18,4,6,6,32,2,1,2000,2,32
1006,Bunny Knights #1006,1704,2401.9312511210064,5,14,285,2,18,6,3,18,4,,3,,3,1,2000,16,18
1652,Bunny Knights #1652,1705,2401.9150271352837,5,15,285,2,12,5,5,24,4,,14,9,3,1,2000,2,9
862,Bunny Knights #862,1706,2401.4047785805546,3,15,222,2,11,5,2,18,1,,6,52,3,1,2000,2,52
2336,Bunny Knights #2336,1707,2401.2668810361306,3,15,250,4,18,6,2,22,1,6,6,28,3,1,2000,2,29
2107,Bunny Knights #2107,1708,2401.2262604504367,17,15,285,2,19,6,3,20,1,,3,,3,1,2000,3,18
2179,Bunny Knights #2179,1709,2401.0842767908316,37,15,222,2,18,5,2,22,4,,3,,3,1,2000,3,58
957,Bunny Knights #957,1710,2400.1312649416273,3,15,250,2,10,5,10,22,1,,7,,2,1,2000,7,58
1555,Bunny Knights #1555,1711,2399.8475621007888,3,14,250,4,12,6,3,18,1,6,6,33,3,1,2000,2,33
1461,Bunny Knights #1461,1712,2399.5356079851094,3,17,285,2,28,5,3,18,1,,6,9,2,1,2000,3,9
1180,Bunny Knights #1180,1713,2399.5008439481344,5,15,285,2,10,6,3,24,1,,3,,3,1,2000,16,21
1977,Bunny Knights #1977,1714,2399.1675775834906,17,17,222,2,18,6,2,22,1,,7,,2,1,2000,3,74
1695,Bunny Knights #1695,1715,2398.9913126041824,3,17,285,2,10,5,18,22,1,,3,,2,1,2000,3,20
1058,Bunny Knights #1058,1716,2398.9161424952417,3,14,250,4,10,6,3,20,1,6,6,32,2,1,2000,2,32
2447,Bunny Knights #2447,1717,2398.651545724564,3,17,285,2,19,5,3,18,1,,10,9,3,1,2000,7,9
521,Bunny Knights #521,1718,2398.509545452621,3,16,250,4,10,6,3,19,1,6,6,32,3,1,2000,2,32
2280,Bunny Knights #2280,1719,2398.2849259737113,3,14,285,2,18,5,5,19,1,,14,9,2,1,2000,3,9
610,Bunny Knights #610,1720,2397.9997077305297,5,17,250,2,19,5,18,18,1,29,3,,3,1,2000,2,20
1620,Bunny Knights #1620,1721,2397.936252012967,3,17,285,2,18,5,5,22,1,,10,9,2,1,2000,2,9
997,Bunny Knights #997,1722,2397.820533091062,3,15,285,2,19,5,5,19,4,,10,9,3,1,2000,2,9
2470,Bunny Knights #2470,1723,2397.306041830684,3,17,250,4,10,6,3,22,1,6,6,29,3,1,2000,2,29
1809,Bunny Knights #1809,1724,2397.300370071703,3,18,250,4,11,6,2,18,1,6,6,29,3,1,2000,3,29
1030,Bunny Knights #1030,1725,2397.087895759739,5,14,285,2,19,5,2,22,1,,10,9,3,1,2000,3,9
2058,Bunny Knights #2058,1726,2397.0106252963774,9,15,250,2,18,5,3,19,1,,14,24,3,1,2000,2,25
1693,Bunny Knights #1693,1727,2396.8132125943957,3,15,250,4,10,6,3,18,1,6,6,32,3,1,2000,2,32
780,Bunny Knights #780,1728,2396.3068406162274,3,14,250,4,18,6,2,18,1,6,6,28,3,1,2000,2,29
2022,Bunny Knights #2022,1729,2396.205525177403,5,18,250,2,18,5,18,19,1,36,3,,2,1,2000,2,11
1912,Bunny Knights #1912,1730,2396.090125336052,9,17,285,2,18,6,3,18,1,,3,,2,1,2000,7,18
840,Bunny Knights #840,1731,2395.712201964428,5,14,285,2,18,6,5,20,1,,7,,3,1,2000,3,20
1514,Bunny Knights #1514,1732,2395.652775669539,3,15,250,4,10,6,2,23,1,6,6,29,3,1,2000,2,29
1657,Bunny Knights #1657,1733,2395.2342329605017,3,15,285,2,10,5,10,19,1,,14,9,3,1,2000,2,9
1535,Bunny Knights #1535,1734,2395.1720647169304,3,17,285,2,11,5,3,17,1,,14,9,3,1,2000,7,9
1714,Bunny Knights #1714,1735,2394.97650484003,3,14,285,2,11,6,5,18,1,,3,,2,1,2000,16,21
1862,Bunny Knights #1862,1736,2394.4692894232976,3,15,250,4,19,5,5,17,1,36,10,9,3,1,2000,2,9
1336,Bunny Knights #1336,1737,2394.2664108842587,3,14,250,4,10,6,2,23,1,6,6,29,2,1,2000,2,29
2274,Bunny Knights #2274,1738,2393.3822218891746,9,14,222,2,10,5,3,18,4,29,7,,3,1,2000,3,57
1824,Bunny Knights #1824,1739,2393.3065938971226,3,16,285,2,11,5,10,20,4,,14,,3,1,2000,2,11
532,Bunny Knights #532,1740,2393.1604117484935,3,17,222,4,19,5,3,17,1,35,6,24,3,1,2000,3,25
