ID,Name,Rank,Rarity_Score,Attributes-Scores,aura-Scores,body-Scores,bodydetails-Scores,botarms-Scores,botbody-Scores,boteyes-Scores,boteyescolor-Scores,botfoot-Scores,bothead-Scores,botpropulsion-Scores,details-Scores,energy-Scores,eyes-Scores,facemask-Scores,family-Scores,ground-Scores,hair-Scores,has_pet-Scores,head-Scores,jacket-Scores,lefthand-Scores,leftobjkt-Scores,posterfull-Scores,posterleft-Scores,posterright-Scores,shoes-Scores,trousers-Scores,unique-Scores,unique_tbot-Scores,wall-Scores,wallcolor-Scores,weapon-Scores
3145,えそとす (ESOTOSU) #3145,2072,263.56295652369704,9,17,3,44,,,,,,,,21,,22,19,4,10,,1,2,,38,,,18,,10,10,,,8,1,17
1264,こと (KOTO) #1264,2073,263.4995783683331,10,9,3,,,,,,,,,16,,21,16,3,9,31,1,2,23,11,19,,10,10,10,22,,,8,1,17
279,いめ (IME) #279,2074,263.393138699243,10,8,3,,,,,,,,,17,9,12,17,3,9,20,1,2,25,,35,,10,17,10,13,,,9,1,21
1737,せさや (SESAYA) #1737,2075,263.32381354041246,90,9,3,,,,,,,,,,39,12,,4,9,26,1,2,,,,,,10,10,12,,,8,1,19
2292,わちやほ (WACHIYAHO) #2292,2076,263.29903272428663,6,9,3,,,,,,,,,30,,10,19,3,15,39,1,2,25,12,20,,,10,10,13,,,8,2,16
2348,いに (INI) #2348,2077,263.2591721751091,6,9,11,,,,,,,,,37,18,13,27,3,9,23,1,2,22,,,,11,10,10,12,,,9,2,19
2874,かなみひ (KANAMIHI) #2874,2078,262.9991576222229,6,9,3,36,,,,,,,,37,9,11,,3,9,21,1,3,,,38,,10,10,10,12,,,8,2,17
96,みわちく (MIWACHIKU) #96,2079,262.9430892492595,6,17,3,39,,,,,,,,32,,13,17,4,8,22,1,2,,11,,,,17,12,22,,,8,1,17
1420,かと (KATO) #1420,2080,262.9095038466984,6,8,3,,,,,,,,,,10,12,53,3,10,22,1,3,18,,19,,10,10,10,11,,,8,1,33
2355,かつ (KATSU) #2355,2081,262.897975217691,9,8,3,,,,,,,,,,,12,,3,9,85,1,3,22,,20,,11,10,10,22,,,8,2,16
655,くむすち (KUMUSUCHI) #655,2082,262.8508602899832,10,8,3,,,,,,,,,30,,11,16,3,9,22,1,2,21,12,18,,11,10,12,12,,,9,2,31
1845,おきひぬ (OKIHINU) #1845,2083,262.81646162793123,21,8,3,,,,,,,,,16,,13,,3,18,18,1,3,22,,,,11,,12,14,,,8,2,82
468,れわれち (REWARECHI) #468,2084,262.7509617235179,9,8,3,,,,,,,,,17,9,11,,3,9,25,1,3,87,,16,,,,12,12,,,8,2,19
343,めにねけ (MENINEKE) #343,2085,262.6801596134182,6,8,3,,,,,,,,,,9,52,19,4,10,28,1,2,22,12,18,,,10,10,10,,,8,2,19
123,ふへ (FUHE) #123,2086,262.6675769980922,6,18,3,,,,,,,,,16,10,47,16,3,9,18,1,2,32,10,,,11,,10,12,,,8,2,19
1539,わふすの (WAFUSUNO) #1539,2087,262.4521902954764,10,9,11,,,,,,,,,17,9,12,19,4,9,20,1,2,22,,36,,10,10,11,11,,,8,1,19
1343,さるね (SARUNE) #1343,2088,262.4033028420337,6,8,3,,,,,,,,,51,19,12,19,4,9,21,1,2,21,,16,,,10,11,13,,,9,1,16
1057,ぬち (NUCHI) #1057,2089,262.3581235481854,6,8,11,,,,,,,,,16,,11,40,3,9,23,1,3,21,,18,,11,10,21,12,,,9,2,19
1430,もまさの (MOMASANO) #1430,2090,262.3561120055978,6,8,3,,,,,,,,,16,39,11,40,3,9,,1,2,17,12,16,,18,,10,13,,,8,2,18
2738,さねけ (SANEKE) #2738,2091,262.14129601314875,6,9,3,,,,,,,,,16,,50,16,3,9,26,1,3,,38,,,10,10,12,12,,,9,2,18
2002,つよ (TSUYO) #2002,2092,262.11524437606016,21,18,3,,,,,,,,,34,,22,,3,9,26,1,2,25,,,,,10,39,12,,,9,2,18
1775,いよのわ (IYONOWA) #1775,2093,262.1048644573995,6,8,11,,,,,,,,,16,18,11,,3,15,39,1,2,18,12,,,11,,39,12,,,8,1,18
3185,ろけなと (ROKENATO) #3185,2094,262.04728896360666,6,18,3,,,,,,,,,16,,10,27,3,9,25,1,2,21,11,,,,10,36,13,,,9,2,31
2516,すやぬ (SUYANU) #2516,2095,261.9982093854984,6,8,3,,,,,,,,,34,9,13,20,3,10,33,1,2,,,39,,10,,11,22,,,8,2,19
1945,さらも (SARAMO) #1945,2096,261.75959923335824,9,18,3,,,,,,,,,,,11,19,3,8,20,1,3,21,,19,,,10,21,11,,,8,1,65
1357,わむこち (WAMUKOCHI) #1357,2097,261.6657247105588,90,9,3,26,,,,,,,,,,12,,3,9,20,1,2,25,,,,,,10,14,,,9,2,19
840,りけ (RIKE) #840,2098,261.6326829901224,6,9,11,,,,,,,,,,9,41,20,4,9,21,1,2,,11,35,,,10,10,12,,,9,1,31
86,わふてひ (WAFUTEHI) #86,2099,261.412572666257,90,8,3,,,,,,,,,16,,36,,3,9,,1,2,21,,,,10,,12,13,,,8,1,18
2405,らほし (RAHOSHI) #2405,2100,261.41107695194756,6,8,3,22,,,,,,,,16,43,11,,3,9,18,1,3,25,11,,,,10,21,14,,,8,1,16
2416,やろつ (YAROTSU) #2416,2101,261.1932233278207,6,9,3,,,,,,,,,37,9,22,19,3,18,20,1,3,22,,20,,,10,10,12,,,9,2,17
2574,とかれ (TOKARE) #2574,2102,261.1581450674648,6,8,3,,,,,,,,,,,50,17,4,17,18,1,3,21,10,19,,10,,21,13,,,8,2,19
934,ねろひ (NEROHI) #934,2103,260.972479270706,6,37,3,,,,,,,,,21,,11,31,4,9,18,1,2,21,18,,,11,10,10,12,,,8,1,17
2737,らふそほ (RAFUSOHO) #2737,2104,260.58130164662185,9,9,3,26,,,,,,,,48,,11,32,3,9,26,1,2,21,,,,,,11,11,,,9,1,17
471,たちわな (TACHIWANA) #471,2105,260.4451772880462,6,9,3,,,,,,,,,16,9,22,,4,15,31,1,2,18,,,,19,46,12,11,,,8,1,16
270,もそまそ (MOSOMASO) #270,2106,260.38878491603464,9,8,3,,,,,,,,,,,36,17,3,17,31,1,2,25,,38,,,10,10,11,,,8,2,19
1993,みは (MIHA) #1993,2107,260.3836611531343,9,8,3,22,,,,,,,,35,9,39,16,3,17,,1,3,25,,,,,,21,10,,,8,2,21
1969,しはこひ (SHIHAKOHI) #1969,2108,260.2894399719011,6,8,3,,,,,,,,,,39,21,27,3,9,,1,2,23,11,38,,,10,10,11,,,8,2,18
3195,へしぬ (HESHINU) #3195,2109,260.15742043765295,6,8,3,,,,,,,,,17,39,12,,3,8,53,1,2,,12,,,10,10,10,12,,,8,1,34
2685,うゆらな (UYURANA) #2685,2110,259.7626157317841,6,8,11,,,,,,,,,51,9,21,17,3,9,20,1,2,18,,,,10,,21,13,,,9,1,17
1216,とさわ (TOSAWA) #1216,2111,259.66214589003994,6,18,3,25,,,,,,,,21,10,11,19,4,9,39,1,3,21,12,,,,,10,11,,,8,2,17
2353,ときさみ (TOKISAMI) #2353,2112,259.62836420848726,6,18,3,22,,,,,,,,16,28,13,,3,9,25,1,2,25,,,,10,17,10,12,,,9,1,19
1864,むひみ (MUHIMI) #1864,2113,259.32745881398154,10,8,3,22,,,,,,,,17,9,12,,3,18,26,1,3,21,,20,,18,10,10,12,,,8,1,18
2554,らまへす (RAMAHESU) #2554,2114,259.20940961279126,6,17,3,,,,,,,,,17,,52,17,3,9,18,1,2,25,,,,10,17,10,12,,,8,2,21
7,さつす (SATSUSU) #7,2115,259.183388375969,9,18,11,,,,,,,,,16,,12,67,3,9,,1,3,18,,,,19,10,10,13,,,9,2,19
1232,たしまひ (TASHIMAHI) #1232,2116,259.07728759405563,6,8,11,,,,,,,,,16,10,21,,3,9,18,1,2,21,,43,,10,17,12,11,,,8,1,18
1823,つろみ (TSUROMI) #1823,2117,258.9910325924274,10,8,11,,,,,,,,,16,9,12,19,3,9,26,1,2,42,12,,,10,10,10,12,,,8,2,17
2135,ひめ (HIME) #2135,2118,258.9624877135504,90,9,3,44,,,,,,,,,19,10,,3,9,,1,3,,,,,10,,10,12,,,8,2,18
1275,ふひつさ (FUHITSUSA) #1275,2119,258.93900103814315,10,9,3,23,,,,,,,,32,,13,,3,8,25,1,2,21,11,17,,10,10,10,11,,,8,1,18
1281,ちきみか (CHIKIMIKA) #1281,2120,258.93323152745853,9,17,11,,,,,,,,,16,,10,67,3,9,,1,2,22,,,,10,10,12,11,,,16,1,19
1662,ゆか (YUKA) #1662,2121,258.9238125704325,9,18,3,,,,,,,,,,,22,50,4,9,,1,2,,12,38,,10,20,10,13,,,9,1,19
2672,こむよき (KOMUYOKI) #2672,2122,258.9021759819936,6,9,3,,,,,,,,,17,9,12,19,3,18,21,1,3,32,,20,,,,10,22,,,9,2,34
3090,のぬみ (NONUMI) #3090,2123,258.8657978597845,9,8,3,,,,,,,,,37,39,11,17,3,18,26,1,2,25,,,,,,10,13,,,8,2,17
898,はへみか (HAHEMIKA) #898,2124,258.71277874409395,6,8,3,,,,,,,,,51,9,11,19,3,15,,1,3,25,18,,,10,17,11,12,,,9,2,16
2681,そすま (SOSUMA) #2681,2125,258.66605471418205,6,8,3,,,,,,,,,16,,13,19,4,9,25,1,2,22,11,36,,19,,10,13,,,9,2,23
697,ほられま (HORAREMA) #697,2126,258.52166798855785,6,8,3,36,,,,,,,,,,11,27,3,17,33,1,2,25,,17,,,10,10,11,,,8,2,18
2599,よちと (YOCHITO) #2599,2127,258.47155254230915,6,9,3,,,,,,,,,,9,11,16,3,18,26,1,3,21,,36,,10,10,12,12,,,8,1,33
1119,いめゆめ (IMEYUME) #1119,2128,258.4579537609861,6,9,3,,,,,,,,,37,,24,16,4,18,26,1,2,21,12,,,10,,21,11,,,8,2,17
903,まらへ (MARAHE) #903,2129,258.44934915236803,6,8,3,,,,,,,,,16,9,10,67,3,15,,1,2,25,11,,,10,10,10,12,,,8,1,19
2087,けこつに (KEKOTSUNI) #2087,2130,258.44612153390904,10,9,3,,,,,,,,,17,18,13,,3,9,20,1,2,36,12,16,,19,10,12,13,,,8,2,16
2539,しとゆ (SHITOYU) #2539,2131,258.3360635500858,10,9,3,,,,,,,,,16,43,12,17,3,8,,1,2,23,11,17,,10,10,12,10,,,9,2,19
2024,そりのむ (SORINOMU) #2024,2132,258.0159755721478,6,9,3,,,,,,,,,16,39,13,19,3,17,22,1,3,,,20,,,10,10,13,,,8,1,34
679,ねふひま (NEFUHIMA) #679,2133,257.81238728461517,6,9,3,25,,,,,,,,17,,10,,3,9,25,1,2,23,12,,,38,10,10,13,,,8,2,23
2257,とき (TOKI) #2257,2134,257.58693637883476,21,9,3,,,,,,,,,65,,12,,3,10,21,1,3,,10,17,,,,36,12,,,8,2,17
2459,わつは (WATSUHA) #2459,2135,257.41471967839107,10,18,3,23,,,,,,,,17,9,11,,3,9,22,1,2,25,11,,,10,20,10,11,,,8,1,21
1347,てしま (TESHIMA) #1347,2136,257.36407736046226,9,8,3,,,,,,,,,16,19,10,65,4,17,,1,2,,,35,,10,,11,10,,,8,2,17
2659,れひさつ (REHISATSU) #2659,2137,257.3625082550998,10,8,3,22,,,,,,,,16,19,10,26,3,10,21,1,3,25,,,,10,10,10,12,,,8,2,19
2129,てなくや (TENAKUYA) #2129,2138,257.16429097141344,9,18,11,,,,,,,,,35,9,11,17,3,9,22,1,2,49,,,,,,12,12,,,8,2,16
3179,ほひきめ (HOHIKIME) #3179,2139,257.15552076552996,6,9,3,,,,,,,,,,19,13,17,3,9,23,1,2,42,,39,,,10,10,12,,,9,2,18
1720,おはもけ (OHAMOKE) #1720,2140,257.0800041089301,6,17,3,,,,,,,,,37,10,12,19,3,9,,1,3,21,,36,,,17,12,13,,,8,1,19
1486,わほ (WAHO) #1486,2141,257.04082880351126,6,8,3,44,,,,,,,,16,18,13,,3,9,,1,2,,12,39,,11,10,10,13,,,8,1,18
1242,うこりも (UKORIMO) #1242,2142,256.7011369653272,6,8,3,22,,,,,,,,30,9,11,19,3,17,26,1,3,,,16,,10,,12,22,,,8,2,18
427,なへ (NAHE) #427,2143,256.6856908394161,6,8,3,,,,,,,,,16,18,10,17,3,17,53,1,3,21,,,,10,10,11,12,,,8,2,17
1475,りらすく (RIRASUKU) #1475,2144,256.6772320116561,6,9,3,25,,,,,,,,16,,10,35,3,9,22,1,2,21,,19,,11,,12,10,,,9,2,22
3170,ほとさた (HOTOSATA) #3170,2145,256.5545211589542,9,8,3,,,,,,,,,16,,10,26,3,17,32,1,2,21,,,,,46,10,13,,,8,2,19
113,ろめゆも (ROMEYUMO) #113,2146,256.54926381593106,6,18,3,,,,,,,,,17,9,21,20,3,8,33,1,2,25,12,19,,,,10,12,,,8,2,19
1007,にこに (NIKONI) #1007,2147,256.5468085245758,9,17,3,,,,,,,,,16,9,10,62,4,9,,1,3,42,12,,,,,10,11,,,8,1,19
421,ぬゆ (NUYU) #421,2148,256.46489170414736,6,9,3,,,,,,,,,17,9,11,19,4,8,33,1,2,18,,18,,,39,10,11,,,8,2,18
1239,らろこ (RAROKO) #1239,2149,256.41057942410106,6,9,3,22,,,,,,,,17,,36,,4,15,,1,3,25,,35,,10,10,10,14,,,8,2,17
1852,さひひ (SAHIHI) #1852,2150,256.3896901568823,6,8,3,,,,,,,,,32,10,11,,4,9,31,1,2,21,,,,18,10,21,12,,,8,2,37
155,ゆち (YUCHI) #155,2151,256.32356215300354,6,8,3,22,,,,,,,,35,18,11,,3,9,20,1,2,21,,35,,,,12,11,,,9,1,17
2572,よらちき (YORACHIKI) #2572,2152,256.18180210263995,6,9,3,44,,,,,,,,32,9,11,,4,9,39,1,3,,,,,10,17,10,11,,,9,2,18
2649,ほねま (HONEMA) #2649,2153,256.15717244164006,21,9,3,,,,,,,,,20,,10,67,4,9,,1,3,42,,,,10,,10,12,,,8,1,17
1550,つはや (TSUHAYA) #1550,2154,256.12823546407236,6,8,3,,,,,,,,,17,,12,,3,10,28,1,2,25,11,18,,10,39,11,12,,,8,2,21
971,かこ (KAKO) #971,2155,256.0685219797009,6,18,3,,,,,,,,,,10,22,20,3,8,18,1,2,32,,38,,10,,11,13,,,9,2,19
272,あそ (ASO) #272,2156,256.0190432353217,10,17,3,,,,,,,,,,18,12,20,4,9,21,1,2,18,12,16,,19,10,10,12,,,8,1,22
303,れへ (REHE) #303,2157,255.79980645836136,6,8,3,,,,,,,,,30,,24,20,3,10,18,1,3,18,,32,,10,10,11,10,,,8,2,18
992,ききと (KIKITO) #992,2158,255.79906671849898,6,9,3,,,,,,,,,37,10,22,,3,9,23,1,3,,12,,,18,10,39,13,,,8,1,18
967,らふ (RAFU) #967,2159,255.78393661343085,6,8,3,,,,,,,,,17,19,11,,3,9,26,1,2,23,,,,10,10,39,12,,,8,1,37
730,けとせ (KETOSE) #730,2160,255.75540518508885,6,8,3,23,,,,,,,,17,18,11,,3,9,52,1,2,36,10,,,,,10,10,,,8,1,18
2451,しさり (SHISARI) #2451,2161,255.61500753079065,6,18,3,,,,,,,,,,9,12,16,3,17,22,1,3,57,,,,10,17,12,12,,,9,2,18
3000,へたり (HETARI) #3000,2162,255.5427814939541,6,8,11,,,,,,,,,,9,11,27,3,15,20,1,2,21,,,,10,46,10,10,,,16,2,17
2727,たくこ (TAKUKO) #2727,2163,255.51743586398322,9,9,3,,,,,,,,,,,11,,3,9,21,1,2,87,,16,,11,10,10,13,,,9,2,18
1496,わくまて (WAKUMATE) #1496,2164,255.51094566202457,21,9,3,25,,,,,,,,17,,13,62,3,17,,1,2,21,,,,,,11,12,,,8,2,19
526,ねし (NESHI) #526,2165,255.48767534220642,6,8,3,,,,,,,,,17,9,11,31,3,9,18,1,2,,12,38,,19,,10,11,,,16,1,19
333,くすぬ (KUSUNU) #333,2166,255.4316144534681,6,9,11,,,,,,,,,16,10,11,,3,10,53,1,3,21,12,,,18,10,12,12,,,8,2,17
177,らた (RATA) #177,2167,255.43108552774265,6,9,3,,,,,,,,,21,,10,19,4,9,23,1,2,18,,39,,18,10,12,12,,,9,1,19
2950,たり (TARI) #2950,2168,255.27277061136533,6,8,3,,,,,,,,,16,,24,,3,9,28,1,2,25,11,36,,11,10,10,13,,,9,1,19
2234,にせにぬ (NISENINU) #2234,2169,255.26484541902488,9,8,3,,,,,,,,,21,,41,17,3,9,52,1,3,,10,19,,,,12,12,,,8,2,17
1303,けきこ (KEKIKO) #1303,2170,255.17303370740945,9,37,3,,,,,,,,,,,12,16,3,18,25,1,2,,12,38,,11,,21,12,,,8,2,17
1195,そゆ (SOYU) #1195,2171,255.11657215779564,10,8,3,25,,,,,,,,17,9,13,17,3,9,32,1,3,21,,,,10,10,12,12,,,8,1,19
1446,すわにち (SUWANICHI) #1446,2172,254.88321879920537,9,18,3,,,,,,,,,16,,11,65,4,9,,1,3,25,11,,,,10,21,12,,,8,2,19
3175,ぬすけ (NUSUKE) #3175,2173,254.8292440491814,9,8,3,,,,,,,,,,9,10,17,4,9,85,1,2,18,,18,,,,12,12,,,8,1,19
2616,たせ (TASE) #2616,2174,254.77365443759086,6,8,3,,,,,,,,,17,,22,40,3,9,31,1,2,25,,20,,11,,10,11,,,8,1,18
1318,ねす (NESU) #1318,2175,254.5825396158854,6,8,3,39,,,,,,,,16,9,24,,3,17,18,1,2,22,11,,,10,,12,13,,,8,2,19
585,れれ (RERE) #585,2176,254.53890704975362,10,8,3,,,,,,,,,35,9,11,,4,8,23,1,2,32,11,16,,10,10,10,14,,,8,1,17
2558,つねのぬ (TSUNENONU) #2558,2177,254.5383079062927,9,8,3,,,,,,,,,17,28,11,62,3,18,,1,2,21,,,,10,,10,13,,,8,1,18
1713,ひぬゆ (HINUYU) #1713,2178,254.49374877002685,6,17,3,,,,,,,,,,9,12,19,4,9,26,1,2,18,,35,,18,,10,12,,,9,1,33
1997,すら (SURA) #1997,2179,254.47873719562222,6,9,3,23,,,,,,,,,,12,19,3,9,21,1,3,,11,35,,10,,36,13,,,8,1,22
846,せやせら (SEYASERA) #846,2180,254.3277686617188,6,8,3,,,,,,,,,16,28,11,,3,9,20,1,2,,18,32,,10,20,12,12,,,8,1,23
2060,れむわ (REMUWA) #2060,2181,254.3173679991096,6,17,3,36,,,,,,,,20,,21,,3,9,25,1,3,,12,19,,,10,10,13,,,16,2,19
409,はや (HAYA) #409,2182,254.28836993987935,6,8,3,23,,,,,,,,,,24,17,3,17,39,1,2,22,10,,,10,,10,12,,,16,2,19
1667,けてわ (KETEWA) #1667,2183,254.25047117398586,9,18,3,,,,,,,,,,,11,19,3,9,21,1,2,32,12,,,10,,21,22,,,16,1,31
2105,ほもにせ (HOMONISE) #2105,2184,254.06251000549997,6,8,3,,,,,,,,,,,11,19,3,8,21,1,3,23,,20,,10,10,10,13,,,8,2,65
1905,ふもとく (FUMOTOKU) #1905,2185,253.9038558200974,6,18,3,,,,,,,,,37,28,11,,3,9,21,1,3,21,12,,,11,10,10,11,,,8,2,19
80,にめさか (NIMESAKA) #80,2186,253.87995981044833,10,17,3,,,,,,,,,16,10,13,,3,9,18,1,2,25,18,17,,18,10,10,10,,,8,2,22
624,るつ (RUTSU) #624,2187,253.83428085251907,6,8,3,23,,,,,,,,,,24,26,3,9,32,1,2,18,,19,,18,,12,12,,,8,2,17
2498,たぬけち (TANUKECHI) #2498,2188,253.83324820753802,6,9,3,,,,,,,,,17,18,13,,3,9,23,1,3,25,,35,,11,,10,12,,,9,1,37
1346,のり (NORI) #1346,2189,253.77904534589229,6,8,3,,,,,,,,,,,12,35,4,9,31,1,2,23,11,20,,18,10,11,12,,,9,2,16
2564,ひろ (HIRO) #2564,2190,253.75703154351908,9,8,3,,,,,,,,,,,22,53,3,8,32,1,2,21,11,19,,,,10,12,,,8,2,19
305,ちくむ (CHIKUMU) #305,2191,253.65155272305688,6,8,3,,,,,,,,,17,18,12,35,3,9,26,1,2,25,12,19,,,,10,10,,,8,2,17
1131,ふはて (FUHATE) #1131,2192,253.63956801175664,6,8,3,,,,,,,,,32,,22,16,4,9,31,1,2,21,,18,,19,,12,11,,,8,1,21
2223,のななめ (NONANAME) #2223,2193,253.49127723163306,9,8,3,,,,,,,,,16,,12,,3,18,26,1,3,49,,19,,10,,21,13,,,8,1,22
2607,そみつ (SOMITSU) #2607,2194,253.41518586304255,6,8,3,23,,,,,,,,17,,21,17,4,9,31,1,2,32,10,,,,10,10,12,,,8,1,18
2552,きなて (KINATE) #2552,2195,253.36542711120035,6,9,3,67,,,,,,,,,,12,17,3,9,18,1,3,25,10,,,10,,12,11,,,9,2,17
1304,ろそろ (ROSORO) #1304,2196,253.33665805570882,6,9,3,,,,,,,,,16,,11,17,3,17,26,1,2,36,11,18,,,10,11,12,,,9,2,23
1911,よみやの (YOMIYANO) #1911,2197,253.18973140946886,6,9,3,44,,,,,,,,16,9,22,31,3,9,26,1,2,,11,,,,,10,13,,,8,1,18
1268,おひかゆ (OHIKAYU) #1268,2198,253.17205528461287,9,8,3,,,,,,,,,17,,10,,4,15,20,1,2,22,12,19,,,,11,13,,,9,1,65
873,しかぬち (SHIKANUCHI) #873,2199,253.12030847131152,9,9,3,,,,,,,,,37,9,36,,3,9,26,1,3,32,,,,,17,10,10,,,8,2,21
1882,にけ (NIKE) #1882,2200,253.04022426422043,9,9,3,,,,,,,,,,,12,27,3,17,53,1,3,32,,,,10,10,10,12,,,8,2,22
161,ひよ (HIYO) #161,2201,252.987092190926,6,8,3,,,,,,,,,16,28,12,32,4,9,21,1,3,25,18,,,,10,10,11,,,8,1,17
1548,ちち (CHICHI) #1548,2202,252.95251448585913,6,8,3,,,,,,,,,16,9,11,,3,10,26,1,2,57,18,,,,10,21,12,,,8,1,19
2273,るるめ (RURUME) #2273,2203,252.72991505432523,6,9,3,,,,,,,,,,9,12,,3,17,21,1,3,25,,35,,38,10,10,11,,,9,1,18
172,みかもく (MIKAMOKU) #172,2204,252.6177919175409,6,8,11,,,,,,,,,17,9,12,19,4,9,20,1,2,57,,,,10,,10,22,,,8,1,17
1863,まけそゆ (MAKESOYU) #1863,2205,252.41379882803585,10,8,3,,,,,,,,,16,10,21,19,4,9,21,1,2,21,,18,,18,10,11,11,,,8,1,19
1709,ちけほな (CHIKEHONA) #1709,2206,252.3294769888605,6,8,3,39,,,,,,,,16,,24,,3,9,23,1,2,25,10,,,10,10,12,12,,,8,2,18
2297,りらる (RIRARU) #2297,2207,252.28620918820138,6,9,3,,,,,,,,,35,28,12,19,3,9,22,1,3,21,,,,19,,10,12,,,8,1,21
2308,たねか (TANEKA) #2308,2208,252.23702336653847,9,8,3,,,,,,,,,16,9,11,87,4,8,,1,2,,,20,,,10,10,13,,,9,2,21
2460,ややや (YAYAYA) #2460,2209,252.22622483061141,6,18,11,,,,,,,,,17,10,21,32,3,8,33,1,2,21,11,,,,,10,10,,,9,1,16
3186,すゆとに (SUYUTONI) #3186,2210,252.07264588094128,6,9,3,,,,,,,,,37,9,10,,3,9,33,1,3,22,,19,,11,10,11,14,,,8,1,22
3070,きた (KITA) #3070,2211,251.94070407731925,21,8,3,,,,,,,,,51,10,12,,3,17,,1,2,,,20,,,17,36,11,,,9,2,19
44,よにしよ (YONISHIYO) #44,2212,251.78435506926098,6,8,3,,,,,,,,,48,10,11,19,4,9,22,1,3,21,18,,,,10,10,11,,,8,2,19
2015,ゆのから (YUNOKARA) #2015,2213,251.59109137805535,6,9,3,36,,,,,,,,37,9,12,16,3,9,,1,3,21,12,,,,10,11,13,,,9,1,22
2160,ふにと (FUNITO) #2160,2214,251.58780416712779,21,8,3,,,,,,,,,51,10,21,,3,17,,1,3,17,,38,,,,11,12,,,8,2,16
1047,おけ (OKE) #1047,2215,251.50458024245427,9,8,3,,,,,,,,,16,10,13,62,3,17,,1,2,25,,,,,10,12,22,,,8,1,19
3136,うつこ (UTSUKO) #3136,2216,251.33105508031315,6,37,3,,,,,,,,,20,,13,17,3,9,33,1,2,,12,17,,10,10,10,12,,,8,2,17
672,るわ (RUWA) #672,2217,251.2545148340585,6,9,3,22,,,,,,,,17,9,22,16,4,10,23,1,2,22,,,,,10,12,10,,,8,1,34
1835,らそゆ (RASOYU) #1835,2218,251.21664235411933,6,9,3,,,,,,,,,37,9,10,19,3,8,33,1,2,22,,,,19,10,10,12,,,8,1,18
3004,りとね (RITONE) #3004,2219,251.15851214545566,6,9,3,39,,,,,,,,17,28,10,17,3,15,,1,2,,,20,,10,10,10,12,,,8,2,19
1213,ゆしひに (YUSHIHINI) #1213,2220,251.06281032386045,6,8,11,,,,,,,,,16,10,21,,3,8,,1,2,42,,18,,10,10,36,11,,,8,1,16
377,おもろも (OMOROMO) #377,2221,250.95258740148202,6,9,3,22,,,,,,,,,18,11,19,3,8,20,1,2,,,39,,10,17,10,12,,,8,1,23
454,ひのるみ (HINORUMI) #454,2222,250.72392635997917,21,8,11,,,,,,,,,,,11,,3,8,85,1,2,,18,,,10,10,10,13,,,8,2,18
577,ゆひ (YUHI) #577,2223,250.62285252899784,9,9,11,,,,,,,,,17,43,24,,3,9,26,1,3,21,,16,,,,10,12,,,8,1,18
659,つしれ (TSUSHIRE) #659,2224,250.4975515604713,21,8,3,,,,,,,,,,,21,19,4,8,52,1,2,,,35,,18,,10,11,,,8,1,18
2289,はちこ (HACHIKO) #2289,2225,250.4852098269149,6,9,3,,,,,,,,,17,9,21,,4,9,20,1,2,36,,17,,10,17,11,22,,,8,2,18
744,みさそな (MISASONA) #744,2226,250.46496236234697,9,37,3,22,,,,,,,,32,9,10,19,3,17,20,1,2,,,,,,,12,13,,,9,1,19
226,すろ (SURO) #226,2227,250.37027921574386,6,9,3,22,,,,,,,,,,22,,4,9,22,1,2,32,,39,,10,10,10,11,,,8,1,17
2450,らめそむ (RAMESOMU) #2450,2228,250.33496700077063,21,8,3,,,,,,,,,,,11,16,3,17,,1,2,25,,,,11,10,10,12,,,8,2,82
994,にそ (NISO) #994,2229,250.2825955288769,6,8,3,,,,,,,,,17,43,12,,3,9,26,1,3,18,11,,,19,10,12,13,,,9,2,16
1994,くそ (KUSO) #1994,2230,250.14970731133977,6,9,3,,,,,,,,,17,,10,19,3,15,21,1,2,42,10,18,,,10,10,13,,,9,2,21
1061,たもし (TAMOSHI) #1061,2231,250.13719717376614,6,8,3,,,,,,,,,16,10,21,26,3,15,25,1,3,21,11,,,18,,10,12,,,8,2,23
2882,けみかけ (KEMIKAKE) #2882,2232,250.0948100314918,9,18,3,,,,,,,,,37,,12,,4,8,23,1,2,,,35,,11,10,10,14,,,9,1,33
2376,えなほの (ENAHONO) #2376,2233,250.0459547596708,9,8,3,,,,,,,,,,,12,50,4,9,25,1,2,,12,38,,10,,10,14,,,16,1,17
568,くわわて (KUWAWATE) #568,2234,249.90728453224975,6,9,3,,,,,,,,,48,,11,17,3,9,31,1,2,18,,,,18,10,10,13,,,8,2,19
79,のわる (NOWARU) #79,2235,249.80527404410864,6,8,3,,,,,,,,,37,9,11,20,3,9,,1,2,21,12,36,,,10,10,12,,,9,2,18
2639,おぬひそ (ONUHISO) #2639,2236,249.7106051725361,21,8,3,,,,,,,,,48,,11,35,3,9,,1,3,32,,18,,,,10,12,,,8,1,17
2370,さりけつ (SARIKETSU) #2370,2237,249.67288340318223,21,18,3,,,,,,,,,16,,10,,3,9,18,1,3,22,,18,,,,36,13,,,16,1,31
1218,おれれ (ORERE) #1218,2238,249.6686928681783,6,8,3,,,,,,,,,17,9,11,17,3,17,,1,2,32,11,39,,10,,12,12,,,8,2,18
1176,もは (MOHA) #1176,2239,249.62909299545043,6,18,3,,,,,,,,,,9,10,,4,18,32,1,2,21,18,38,,10,,11,11,,,8,2,17
