ID,Name,Rank,Rarity_Score,Accessories,Attributes,Background,Body,Clothes,Face,Glasses,Hat,Legendary,Necklace
2071,BFMC #2071,2207,115.02443087519262,Bear,6,Dark Green 1,Pink,Brown Hoddie,Sad,Blue And Green,,,
371,BFMC #371,2208,115.02042925081882,,5,Dark Green 2,Brown,Yellow,Oh,,Brown With Yellow Flower,,
800,BFMC #800,2209,114.98155645503537,,4,Dark,Brown,Punk Brown Militar Jacket,Oh Concerned,,,,
1566,BFMC #1566,2210,114.91664914645062,,5,Light,Brown,Green Orange Jacket,Very Angry Teeth,,Black Power,,
4310,BFMC #4310,2211,114.91476552648507,,5,Dark Blue,Pink,Green Leafs,Angry Bubble Gum,Thug Life,,,
770,BFMC #770,2212,114.82606734450835,,5,Orange,Brown,Basic Light,Smiling Bubble Gum,Yellow And Blue,,,
1113,BFMC #1113,2213,114.81445196622475,,4,Dark Green 1,Pink,Light Brown,Calm Knife,,,,
3895,BFMC #3895,2214,114.77100618992507,,5,Dark Green 1,Green,Light Green Jacket,Very Angry,,Angel With Horns On Fire,,
2581,BFMC #2581,2215,114.75981838743644,,5,Dark Green 1,Pink,Tank Top Brown,Smiling,,Black Power,,
4749,BFMC #4749,2216,114.69108032946039,,6,Dark,Pink,Green Leafs,Curious,Thug Life,,,Big Foot Gold
151,BFMC #151,2217,114.62892875761987,,4,Dark Green 1,Green,Zebra Hoddie,Curious,,,,
2227,BFMC #2227,2218,114.59094921852824,Bear,5,Dark Green 2,Brown,Punk Brown Militar Jacket,Very Angry,,,,
1128,BFMC #1128,2219,114.57912105589128,Bear,6,Light Green,Green,Green Leafs,Golden Teeth,,Angel,,
2118,BFMC #2118,2220,114.57838824682061,,6,Dark Green 2,Brown,Basic Light,Bubble Gum,Green Aviator,Black Power,,
4347,BFMC #4347,2221,114.57055906435924,,4,Dark Blue,Blue,Zebra Hoddie,Angry,,,,
521,BFMC #521,2222,114.50468055459801,,4,Dark Blue,Green,Zebra Hoddie,Curious,,,,
2192,BFMC #2192,2223,114.48171996992524,,5,Dark,Brown,Cheetah,Smiling Teeth,Yellow And Blue,,,
1556,BFMC #1556,2224,114.47840941072874,,6,Light Blue,Brown,Green Orange Jacket,Oh Concerned,Blue Stars,,,Teeth
807,BFMC #807,2225,114.42052208774663,,6,Yellow,Green,Basic Light,Oh,Green Aviator,Big Foot Hat,,
1508,BFMC #1508,2226,114.34505646712346,,5,Dark,Brown,Basic Light,Oh Concerned,Sun Glasses With Gold Details,,,
1598,BFMC #1598,2227,114.33894760495768,,5,Dark Green 2,Brown,Militar Green Jacket,Oh Concerned,,Vietnamite,,
825,BFMC #825,2228,114.33866296410028,,4,Light Blue,Brown,Orange Hoddie,Upset,,,,
4708,BFMC #4708,2229,114.31808603056801,,6,Dark Green 1,Pink,Yellow,Smiling Braces,,Big Foot Hat,,Teeth
718,BFMC #718,2230,114.27165547772553,,4,Pink,Brown,Purple Leafs,Smiling Braces,,,,
4320,BFMC #4320,2231,114.27109407251822,,4,Light Green,Orange,Punk Brown Militar Jacket,Cute,,,,
3902,BFMC #3902,2232,114.24008122543542,,5,Pink,Pink,Militar Jacket,Golden Teeth,,Black Power,,
496,BFMC #496,2233,114.12797657047022,,5,Light Blue,Brown,Blue Stars,Oh,Yellow And Blue,,,
3408,BFMC #3408,2234,114.06386884801128,Claws,5,Dark Blue,Brown,Grey Militar,Oh Concerned,,,,
4113,BFMC #4113,2235,114.03646406423134,,5,Dark Green 1,Brown,Militar Green Jacket,Oh,Stylish Blue And Pink,,,
2806,BFMC #2806,2236,114.0027867736036,,5,Light,Brown,Militar Green Jacket,Bubble Gum,,White Camper,,
2629,BFMC #2629,2237,113.94061451064256,,5,Light Blue,Brown,Brown Big Foot,Smiling Teeth,Blue Stars,,,
66,BFMC #66,2238,113.79254206189106,,6,Orange,Green,Green Orange Jacket,Angry,Blue Stars,Blue Party,,
3189,BFMC #3189,2239,113.77405300706731,,5,Light,Orange,Black Hoddie,Angry Teeth,Green Aviator,,,
979,BFMC #979,2240,113.77185820324242,,4,Light,Blue,Brown Big Foot,Angry Bubble Gum,,,,
2865,BFMC #2865,2241,113.7305725102071,,5,Dark Blue,Brown,Brown,Smiling Teeth,,Blue Party,,
2406,BFMC #2406,2242,113.68752819398709,,6,Light Blue,Blue,Militar Jacket,Curious,Sun Glasses,,,Big Foot Gold
907,BFMC #907,2243,113.68513590038289,,5,Pink,Green,Brown Hoddie,Very Angry,,Blue Frenchie,,
2598,BFMC #2598,2244,113.65460588236837,,5,Light,Brown,Green Orange Jacket,Very Angry,,Angel With Horns On Fire,,
3069,BFMC #3069,2245,113.64473708459194,,5,Dark Green 1,Pink,Tank Top Red,Curious,Thug Life,,,
4729,BFMC #4729,2246,113.63714456681124,,5,Pink,Brown,Tank Top Red,Oh Concerned,Yellow,,,
11,BFMC #11,2247,113.51086133059833,,5,Dark,Brown,Basic Light,Smiling Teeth,,Brown With Yellow Flower,,
4479,BFMC #4479,2248,113.45848540786618,,4,Dark Green 1,Green,Zebra Hoddie,Cute,,,,
4425,BFMC #4425,2249,113.40906630232321,,5,Dark Blue,Orange,Cheetah,Very Angry,Green Aviator,,,
859,BFMC #859,2250,113.32849423440304,Clown Nose,5,Dark Blue,Pink,Tank Top Red,Oh,,,,
2236,BFMC #2236,2251,113.32684328183505,,5,Dark Green 2,Brown,Brown Hoddie,Smiling Bubble Gum,Blue And Green,,,
2395,BFMC #2395,2252,113.28446344918821,,4,Orange,Green,Brown And Light Green Jacket,Cute,,,,
4360,BFMC #4360,2253,113.27834261494291,Claws,5,Dark Green 1,Brown,Blue Stars,Oh Concerned,,,,
965,BFMC #965,2254,113.26581694871355,,6,Dark,Green,Basic Light,Teeth,Blue Stars,Big Foot Hat,,
2340,BFMC #2340,2255,113.2039648604521,,5,Dark,Orange,Basic Light,Curious,,Vietinamite With Horns On Fire,,
620,BFMC #620,2256,113.19401131046222,,5,Orange,Green,Brown Big Foot,Angry,,Big Foot Hat,,
618,BFMC #618,2257,113.11001937125779,,4,Dark Green 2,Green,Zebra Hoddie,Golden Teeth,,,,
646,BFMC #646,2258,112.97585811492776,,5,Light,Brown,Brown Big Foot,Smiling,,Black Power,,
1621,BFMC #1621,2259,112.9406168838493,,5,Dark,Brown,Tank Top White,Smiling,,Angel With Horns On Fire,,
339,BFMC #339,2260,112.8446177645766,,5,Dark Green 2,Green,Green Leafs,Golden Teeth,,White Camper,,
1281,BFMC #1281,2261,112.72841976630956,,5,Pink,Brown,Basic Light,Very Angry Teeth,,Black Power,,
4823,BFMC #4823,2262,112.50627277191295,,5,Light,Brown,Grey Militar,Oh,,Big Foot Hat,,
168,BFMC #168,2263,112.497538200587,,6,Dark,Green,Blue White Leafs,Curious,Yellow,Big Foot Hat,,
2803,BFMC #2803,2264,112.47365270666025,,5,Dark Green 1,Blue,Green Orange Jacket,Upset,3D,,,
2239,BFMC #2239,2265,112.45093317926406,,4,Pink,Green,Brown And Light Green Jacket,Golden Teeth,,,,
4143,BFMC #4143,2266,112.41422757528132,,5,Light,Brown,Green Hoddie,Angry Teeth,,Blue Party,,
362,BFMC #362,2267,112.37964449711319,,4,Pink,Brown,Punk Brown Militar Jacket,Upset,,,,
3043,BFMC #3043,2268,112.18359904102633,,4,Dark,Brown,Orange Hoddie,Sad,,,,
2438,BFMC #2438,2269,112.05330563110323,,5,Dark Blue,Brown,Basic Light,Very Angry Teeth,,Vietnamite,,
2428,BFMC #2428,2270,112.03085703406629,,5,Light,Green,Green Orange Jacket,Smiling Braces,,White Camper With Horns,,
2874,BFMC #2874,2271,112.00440851073006,,5,Yellow,Green,Basic Light,Bubble Gum,Red Aviator,,,
3963,BFMC #3963,2272,111.74676500152795,,5,Dark,Brown,Brown Hoddie,Oh,,White Camper With Horns,,
294,BFMC #294,2273,111.71902539221396,Clown Nose,5,Light Green,Blue,Brown,Cute,,,,
1955,BFMC #1955,2274,111.46934843125405,,5,Dark Blue,Blue,Grey Militar,Upset,,Big Foot Hat,,
3095,BFMC #3095,2275,111.39394285808193,,5,Orange,Brown,Green Orange Jacket,Angry Teeth,,Vietnamite,,
3838,BFMC #3838,2276,111.35945354379001,,6,Dark,Pink,Yellow,Smiling,Yellow And Blue,Blue Party,,
4307,BFMC #4307,2277,111.19879028584431,,5,Dark Green 1,Brown,Tank Top Brown,Oh Concerned,,Blue Party,,
3561,BFMC #3561,2278,111.11825393920286,,5,Dark Green 1,Brown,Tank Top Militar,Smiling,,White Camper With Horns,,
5079,BFMC #5079,2279,111.08408504582472,,5,Dark,Brown,Green Orange Jacket,Oh,,White Camper,,
4983,BFMC #4983,2280,111.08069250324185,,4,Dark,Blue,Black Hoddie,Angry Bubble Gum,,,,
4931,BFMC #4931,2281,110.93444660796898,,5,Light Green,Brown,Light Green Jacket,Golden Teeth,,Blue And Yellow Party,,
435,BFMC #435,2282,110.90520904387448,,5,Dark Green 2,Brown,Light Green Jacket,Upset,,Chicken Hat,,
211,BFMC #211,2283,110.84995026103338,,4,Dark Green 1,Pink,Brown And Light Green Jacket,Curious,,,,
3846,BFMC #3846,2284,110.8495070617406,,4,Dark Blue,Orange,Punk Brown Militar Jacket,Curious,,,,
4129,BFMC #4129,2285,110.70606322648577,Triple Bear,5,Light Green,Pink,Dark Militar Green Jacket,Smiling Cigarrete,,,,
4856,BFMC #4856,2286,110.68444607689548,,6,Dark,Brown,Militar Jacket,Upset,,Blue Party,,Big Foot Gold
4685,BFMC #4685,2287,110.63871438417962,,4,Dark,Brown,Purple Hoddie,Smiling,,,,
1743,BFMC #1743,2288,110.55012795128228,,5,Dark,Orange,Militar Green Jacket,Cute,,White Camper With Horns,,
3191,BFMC #3191,2289,110.54894016762665,,6,Pink,Brown,Militar Jacket,Golden Teeth,,Big Foot Hat,,Teeth
2560,BFMC #2560,2290,110.47920082632166,,5,Dark Green 2,Blue,Militar Jacket,Wow,,Hunter,,
1524,BFMC #1524,2291,110.46241404889544,,5,Dark,Green,Blue White Leafs,Very Angry,,Blue Frenchie,,
2586,BFMC #2586,2292,110.45920381857869,,5,Dark Green 1,Orange,Tank Top Militar,Bubble Gum,,Hunter,,
3597,BFMC #3597,2293,110.45647787208753,,5,Orange,Brown,Green Hoddie,Golden Teeth,Blue Stars,,,
3131,BFMC #3131,2294,110.42705644946292,,5,Dark Blue,Blue,Basic Light,Calm Knife,Sun Glasses,,,
5041,BFMC #5041,2295,110.39342394625344,Triple Bear,5,Dark Green 2,Green,Dark Militar Green Jacket,Red Tongue,,,,
4724,BFMC #4724,2296,110.30000174856646,,5,Dark,Blue,Cheetah,Curious,,,,Big Foot Gold
4247,BFMC #4247,2297,110.23591404822737,,5,Dark Green 2,Orange,Tank Top Red,Curious,,,,Big Foot Gold
3831,BFMC #3831,2298,110.23220556153308,,5,Dark Blue,Green,Green Leafs,Angry Bubble Gum,Thug Life,,,
1573,BFMC #1573,2299,110.17704185272355,,5,Dark Green 2,Brown,Green Leafs,Golden Teeth,,Angel With Horns On Fire,,
342,BFMC #342,2300,110.17431522954632,,5,Light Green,Pink,Brown Hoddie,Smiling Braces,,Angel,,
560,BFMC #560,2301,109.8943220232055,,5,Dark,Brown,Militar Green Jacket,Upset,Red Aviator,,,
377,BFMC #377,2302,109.84410003196247,,5,Light Blue,Brown,Basic Light,Smiling,Stylish Blue And Pink,,,
3633,BFMC #3633,2303,109.83340477645987,Bear,5,Dark Green 1,Brown,Black Hoddie,Very Angry Teeth,,,,
715,BFMC #715,2304,109.79541982942202,,5,Dark Green 2,Brown,Basic Light,Angry,,Blue,,
5097,BFMC #5097,2305,109.77806829815991,,5,Dark Green 1,Green,Blue White Leafs,Bubble Gum,,Blue Frenchie,,
3697,BFMC #3697,2306,109.77400541435308,,5,Dark,Orange,Light Green Jacket,Smiling,Red Aviator,,,
1004,BFMC #1004,2307,109.73757360680717,Clown Nose,5,Orange,Brown,Tank Top Red,Smiling Cigarrete,,,,
1248,BFMC #1248,2308,109.70708491229864,,6,Light Blue,Brown,Green Leafs,Angry Teeth,Blue Stars,,,Big Foot Gold
3983,BFMC #3983,2309,109.67362482513006,,5,Light Blue,Blue,Brown,Upset,Blue And Green,,,
325,BFMC #325,2310,109.6495007785304,,5,Dark Green 2,Pink,Green Leafs,Angry,,Green Brain,,
838,BFMC #838,2311,109.64156072243817,,4,Light Green,Brown,Orange Hoddie,Upset,,,,
3326,BFMC #3326,2312,109.62329268243403,,6,Yellow,Brown,Militar Green Jacket,Angry,Sun Glasses,Blue Party,,
2776,BFMC #2776,2313,109.34131333586699,,5,Dark,Green,Green Leafs,Smiling Cigarrete,,White Camper,,
1373,BFMC #1373,2314,109.24801249437058,,5,Dark Green 1,Orange,Yellow,Smiling Braces,,Black Power,,
2422,BFMC #2422,2315,109.225700471074,,5,Light Green,Green,Militar Jacket,Smiling Braces,,Blue Frenchie,,
2237,BFMC #2237,2316,109.21265692920133,,5,Dark Green 1,Orange,Brown,Very Angry,,Big Foot Hat,,
3303,BFMC #3303,2317,109.17603885092034,,5,Dark Green 1,Brown,Cheetah,Smiling,Yellow Aviator,,,
4927,BFMC #4927,2318,109.15806877596818,,6,Pink,Green,Green Leafs,Very Angry,,Big Foot Hat,,Teeth
46,BFMC #46,2319,109.09827327344655,Clown Nose,6,Dark Blue,Brown,Green Militar,Oh,,,,Teeth
3946,BFMC #3946,2320,109.05318152834359,,4,Light,Green,Green Leafs,Calm Knife,,,,
5010,BFMC #5010,2321,109.02994272468057,Claws,5,Light,Green,Brown Big Foot,Red Tongue,,,,
3890,BFMC #3890,2322,108.83706817949543,,5,Light Blue,Orange,Black Hoddie,Oh,Yellow,,,
4714,BFMC #4714,2323,108.74493728914238,,5,Dark Green 2,Green,Basic Light,Smiling Braces,,White Camper,,
2883,BFMC #2883,2324,108.59791815594762,Clown Nose,5,Dark Blue,Green,Tank Top White,Teeth,,,,
1366,BFMC #1366,2325,108.59208755332413,,5,Dark Green 1,Brown,Cheetah,Smiling Teeth,Sun Glasses,,,
1076,BFMC #1076,2326,108.56421030135033,,6,Dark Green 2,Green,Militar Jacket,Smiling Braces,Blue Stars,Blue Party,,
2175,BFMC #2175,2327,108.56012586485996,,5,Orange,Brown,Militar Jacket,Very Angry Teeth,,Blue Party,,
4470,BFMC #4470,2328,108.39454500249931,,5,Light Green,Green,Blue Stars,Golden Teeth,Blue Stars,,,
2110,BFMC #2110,2329,108.38962508658285,,5,Light Green,Brown,Basic Light,Red Tongue,,White Camper With Horns,,
3234,BFMC #3234,2330,108.35132805582873,,6,Dark Green 1,Green,Yellow,Angry,Sun Glasses,Blue Party,,
1519,BFMC #1519,2331,108.27001595961731,,5,Dark Green 2,Pink,Cheetah,Smiling Braces,Blue And Green,,,
2151,BFMC #2151,2332,108.13558651787291,,5,Dark,Orange,Green Orange Jacket,Cute,,,,Bitcoin Gold
5098,BFMC #5098,2333,108.11318179123862,Bear,6,Light Blue,Pink,Green Leafs,Cute,Sun Glasses,,,
1513,BFMC #1513,2334,108.0084768063539,,5,Light Green,Brown,Yellow,Oh,,Blue Frenchie,,
3601,BFMC #3601,2335,107.94709882283779,,5,Dark Green 2,Orange,Blue Stars,Smiling Braces,Blue Stars,,,
599,BFMC #599,2336,107.87447266894101,,5,Pink,Brown,Light Green Jacket,Oh,,Blue Frenchie,,
77,BFMC #77,2337,107.82381417342054,,6,Dark Green 1,Orange,Light Green Jacket,Cute,Blue And Green,Big Foot Hat,,
1054,BFMC #1054,2338,107.80364065048006,,5,Light,Brown,Basic Light,Bubble Gum,,Angel With Horns On Fire,,
4759,BFMC #4759,2339,107.7711410483901,,5,Dark Blue,Blue,Tank Top Red,Golden Teeth,,Big Foot Hat,,
912,BFMC #912,2340,107.65988134665764,,5,Dark Green 1,Orange,Tank Top White,Wow,Yellow And Blue,,,
2778,BFMC #2778,2341,107.58163112186651,,6,Dark Blue,Orange,Militar Green Jacket,Smiling,,Angel,,Teeth
4676,BFMC #4676,2342,107.55612732538,,5,Dark,Orange,Light Green Jacket,Angry Bubble Gum,Sun Glasses,,,
374,BFMC #374,2343,107.38576846170473,,5,Dark Green 2,Orange,Brown Big Foot,Oh,Thug Life,,,
4997,BFMC #4997,2344,107.35622853966375,,4,Dark,Green,Purple Leafs,Very Angry,,,,
3764,BFMC #3764,2345,107.33334241060517,,5,Dark Green 2,Brown,Blue White Leafs,Very Angry Teeth,,Big Foot Hat,,
1360,BFMC #1360,2346,107.1621317416427,Claws,5,Dark,Orange,Tank Top White,Teeth,,,,
1737,BFMC #1737,2347,107.02349526956257,,5,Light,Brown,Tank Top Red,Red Tongue,Blue And Green,,,
3632,BFMC #3632,2348,107.01101334964704,Claws,5,Dark Green 1,Blue,Green Hoddie,Angry,,,,
3877,BFMC #3877,2349,106.97427930546272,,5,Orange,Brown,Basic Light,Smiling,,White Camper,,
4543,BFMC #4543,2350,106.95255250641169,,5,Dark Green 2,Brown,Light Brown,Smiling,3D,,,
3720,BFMC #3720,2351,106.86579963783477,,6,Dark,Blue,Yellow,Bubble Gum,Blue Stars,,,Big Foot Gold
2242,BFMC #2242,2352,106.85577509864062,,5,Light Green,Brown,Militar Green Jacket,Smiling Teeth,,Hunter,,
4728,BFMC #4728,2353,106.741909149334,,5,Dark,Brown,Dark Militar Green Jacket,Oh Concerned,Yellow Aviator,,,
5013,BFMC #5013,2354,106.73824943799579,,5,Dark,Brown,Green Hoddie,Smiling Braces,Yellow And Blue,,,
1090,BFMC #1090,2355,106.72108557724036,,6,Dark Green 2,Green,Green Orange Jacket,Smiling Cigarrete,Sun Glasses,Hunter,,
3629,BFMC #3629,2356,106.69632531607628,,5,Dark Green 1,Green,Green Orange Jacket,Curious,,Vietnamite,,
3583,BFMC #3583,2357,106.58750905944463,,4,Light,Brown,Punk Brown Militar Jacket,Bubble Gum,,,,
2357,BFMC #2357,2358,106.5537324465854,,6,Dark,Orange,Basic Light,Angry,Yellow,Angel,,
2031,BFMC #2031,2359,106.53183066725795,,4,Dark Green 1,Green,Punk Brown Militar Jacket,Cute,,,,
2894,BFMC #2894,2360,106.48367584805212,,5,Dark Blue,Brown,Cheetah,Golden Teeth,,,,Big Foot Gold
597,BFMC #597,2361,106.47310146186751,Claws,5,Dark Green 2,Pink,Tank Top White,Wow,,,,
1875,BFMC #1875,2362,106.38689659152189,,4,Light Green,Green,Brown,Teeth,,,,
772,BFMC #772,2363,106.3782140631459,,4,Light,Brown,Brown Hoddie,Smiling Bubble Gum,,,,
4172,BFMC #4172,2364,106.35677128605961,,4,Light,Orange,,Teeth,,Vietnamite,,
4222,BFMC #4222,2365,106.30804245450653,,5,Dark Green 1,Green,Green Hoddie,Bubble Gum,Yellow And Blue,,,
4428,BFMC #4428,2366,106.18001985821111,,5,Dark Green 1,Blue,Militar Green Jacket,Wow,,Angel,,
2740,BFMC #2740,2367,106.13580945795316,,5,Dark Green 2,Brown,Green Orange Jacket,Very Angry,Red Aviator,,,
1137,BFMC #1137,2368,106.10058902046168,,6,Dark Blue,Brown,Basic Light,Smiling Cigarrete,Yellow Aviator,Blue Party,,
2785,BFMC #2785,2369,106.04909028390442,,5,Light Green,Brown,Cheetah,Smiling,,Blue Party,,
3434,BFMC #3434,2370,106.04304051392391,,6,Light Green,Pink,Militar Jacket,Smiling,Sun Glasses,,,Big Foot Gold
1897,BFMC #1897,2371,106.01170441687233,Claws,5,Light Green,Green,Green Militar,Wow,,,,
2836,BFMC #2836,2372,105.99008254750838,,4,Light,Brown,Blue Stars,Very Angry Teeth,,,,
233,BFMC #233,2373,105.85312999318556,,5,Light,Pink,Tank Top Brown,Golden Teeth,Blue Stars,,,
852,BFMC #852,2374,105.84486511091912,,5,Dark Green 1,Brown,Basic Light,Oh,,White Camper,,
153,BFMC #153,2375,105.81119941309252,,5,Dark,Green,Light Brown,Smiling Cigarrete,,Green Brain,,
3305,BFMC #3305,2376,105.6812500999594,,5,Pink,Brown,Militar Green Jacket,Very Angry Teeth,Green Aviator,,,
4979,BFMC #4979,2377,105.55514275713521,,5,Dark Green 1,Blue,Brown,Curious,Yellow And Blue,,,
4431,BFMC #4431,2378,105.4994701884054,,5,Light,Brown,Light Brown,Bubble Gum,,Blue Frenchie,,
2624,BFMC #2624,2379,105.39189701403917,,5,Dark Green 2,Brown,Dark Militar Green Jacket,Oh Concerned,,Angel,,
273,BFMC #273,2380,105.38189008734075,,5,Light Blue,Brown,Light Brown,Upset,,Angel,,
4424,BFMC #4424,2381,105.3633003476694,,5,Light Green,Brown,Yellow,Very Angry,,Black Power,,
4968,BFMC #4968,2382,105.2777875587008,,6,Dark Green 1,Brown,Light Brown,Oh,Sun Glasses,Blue Party,,
1136,BFMC #1136,2383,105.24141079262417,,5,Dark,Brown,Brown,Angry Teeth,Green Aviator,,,
690,BFMC #690,2384,105.16178586033527,,5,Dark Green 2,Blue,Dark Militar Green Jacket,Upset,,Black Power,,
5061,BFMC #5061,2385,105.13902688503565,Clown Nose,6,Dark Green 2,Blue,Basic Light,Smiling,,Angel,,
347,BFMC #347,2386,105.06085976123542,Bear,6,Dark Blue,Blue,Militar Green Jacket,Smiling Braces,Thug Life,,,
3119,BFMC #3119,2387,105.04953036190686,,4,Dark Blue,Brown,Punk Brown Militar Jacket,Upset,,,,
1655,BFMC #1655,2388,105.00100853730143,Claws,5,Orange,Brown,Green Hoddie,Smiling,,,,
4273,BFMC #4273,2389,104.89267957251292,,5,Dark Blue,Green,Basic Light,Cute,Red Aviator,,,
19,BFMC #19,2390,104.8762831004985,,5,Orange,Orange,Brown Hoddie,Oh,,Blue Party,,
3094,BFMC #3094,2391,104.7994666679818,,4,Light Green,Brown,Dark Militar Green Jacket,Smiling Bubble Gum,,,,
2976,BFMC #2976,2392,104.7371335703891,Bear,6,Light Green,Blue,Dark Militar Green Jacket,Cute,Blue And Green,,,
2680,BFMC #2680,2393,104.701216772548,Clown Nose,5,Dark,Green,Tank Top Militar,Red Tongue,,,,
3982,BFMC #3982,2394,104.69284098557306,,6,Dark,Brown,Green Orange Jacket,Smiling Cigarrete,Blue Stars,Angel,,
2307,BFMC #2307,2395,104.62159427627782,Bear,5,Light,Orange,Black Hoddie,Very Angry,,,,
3427,BFMC #3427,2396,104.43811176779833,,4,Dark Green 2,Brown,Punk Brown Militar Jacket,Angry,,,,
4837,BFMC #4837,2397,104.40992870851174,,5,Dark,Orange,Green Orange Jacket,Curious,,Blue Frenchie,,
707,BFMC #707,2398,104.17425849632049,,5,Dark Green 1,Orange,Grey Militar,Angry Teeth,Yellow,,,
237,BFMC #237,2399,104.15688316029446,Claws,6,Light Green,Green,Light Green Jacket,Golden Teeth,Sun Glasses,,,
3428,BFMC #3428,2400,104.05162631683578,,4,Light Blue,Brown,Tank Top Red,Smiling Teeth,,,,
3356,BFMC #3356,2401,104.0488111632627,Bear,6,Dark Green 2,Orange,Light Brown,Angry,Blue And Green,,,
2064,BFMC #2064,2402,103.94069223965654,Claws,5,Dark Green 2,Brown,Basic Light,Smiling Bubble Gum,,,,
1613,BFMC #1613,2403,103.86423798564174,,5,Yellow,Blue,Brown Big Foot,Curious,Yellow,,,
4767,BFMC #4767,2404,103.84270219712427,,5,Dark Green 1,Orange,Tank Top Red,Cute,,,,Teeth
2701,BFMC #2701,2405,103.77552231786375,,5,Dark,Pink,Light Brown,Oh,Yellow Aviator,,,
2196,BFMC #2196,2406,103.63255717916896,,5,Dark,Brown,Green Militar,Very Angry Teeth,,,,Big Foot Gold
2289,BFMC #2289,2407,103.55685112224869,,5,Light Green,Brown,Tank Top Brown,Bubble Gum,Green Aviator,,,
2351,BFMC #2351,2408,103.124125822008,,6,Light,Brown,Light Brown,Smiling Cigarrete,Yellow,Big Foot Hat,,
1715,BFMC #1715,2409,103.07750105868494,,5,Dark Green 1,Orange,Tank Top Militar,Angry Teeth,Green Aviator,,,
523,BFMC #523,2410,103.03974324867217,,5,Light Blue,Brown,Light Green Jacket,Very Angry,,Hunter,,
3177,BFMC #3177,2411,103.02732539668943,,4,Dark,Brown,Green Militar,Smiling Bubble Gum,,,,
4699,BFMC #4699,2412,102.94089072906475,,4,Dark Blue,Blue,Blue Stars,Wow,,,,
4524,BFMC #4524,2413,102.88570269464391,,5,Dark Green 1,Blue,Light Green Jacket,Angry Teeth,,Blue Frenchie,,
364,BFMC #364,2414,102.85876676784045,,5,Dark Green 1,Green,Blue Stars,Very Angry,Blue Stars,,,
4095,BFMC #4095,2415,102.63731509313477,Clown Nose,5,Pink,Brown,Brown Hoddie,Red Tongue,,,,
4590,BFMC #4590,2416,102.53659868750857,,4,Orange,Brown,Black Hoddie,Oh Concerned,,,,
426,BFMC #426,2417,102.46299674706833,,5,Light,Blue,Brown Big Foot,Smiling,Green Aviator,,,
4610,BFMC #4610,2418,102.37782119754708,,5,Dark Green 2,Blue,Light Green Jacket,Red Tongue,,Hunter,,
1305,BFMC #1305,2419,102.32654018137747,,5,Dark Green 2,Brown,Militar Jacket,Smiling Cigarrete,,White Camper With Horns,,
558,BFMC #558,2420,102.31958934409025,,5,Dark Green 2,Green,Brown Big Foot,Very Angry,,Big Foot Hat,,
1356,BFMC #1356,2421,102.31585220343665,,5,Dark Blue,Orange,Dark Militar Green Jacket,Smiling Braces,,Angel,,
2156,BFMC #2156,2422,102.31582243992283,,5,Dark,Blue,Basic Light,Curious,,White Camper With Horns,,
1020,BFMC #1020,2423,101.97804280277967,,5,Dark Green 1,Blue,Militar Jacket,Wow,Green Aviator,,,
668,BFMC #668,2424,101.92882682847798,,5,Dark Green 1,Green,Blue Stars,Golden Teeth,Blue And Green,,,
5091,BFMC #5091,2425,101.83520717008845,,4,Dark,Brown,Blue Stars,Very Angry Teeth,,,,
3233,BFMC #3233,2426,101.81168764835888,,5,Dark,Blue,Green Militar,Smiling,,Blue Frenchie,,
3659,BFMC #3659,2427,101.73655779661232,,5,Dark Blue,Brown,Tank Top Militar,Bubble Gum,,Angel,,
1387,BFMC #1387,2428,101.72936169921662,,5,Light,Blue,Light Brown,Very Angry,Yellow Aviator,,,
216,BFMC #216,2429,101.70623073017835,,5,Pink,Brown,Dark Militar Green Jacket,Smiling Teeth,Yellow And Blue,,,
1415,BFMC #1415,2430,101.60717815219958,,5,Dark Blue,Brown,Green Orange Jacket,Golden Teeth,,Green Brain,,
2108,BFMC #2108,2431,101.59469767901983,,5,Dark Green 2,Brown,Blue White Leafs,Oh,Yellow Aviator,,,
3623,BFMC #3623,2432,101.51646642017253,,5,Dark Green 1,Brown,Cheetah,Smiling Braces,Blue And Green,,,
1246,BFMC #1246,2433,101.29439246997244,,5,Dark Green 2,Blue,Grey Militar,Angry,Yellow,,,
3608,BFMC #3608,2434,101.28830253775087,,5,Pink,Brown,Brown Big Foot,Upset,Sun Glasses,,,
1046,BFMC #1046,2435,101.21365178180157,,5,Dark Green 1,Brown,Light Green Jacket,Upset,,Blue Frenchie,,
4124,BFMC #4124,2436,101.13095956587755,,5,Dark,Orange,Light Brown,Golden Teeth,,Angel,,
2087,BFMC #2087,2437,100.79262911489322,,4,Orange,Brown,Black Hoddie,Smiling Teeth,,,,
3017,BFMC #3017,2438,100.67918882441535,,6,Dark,Brown,Brown Hoddie,Smiling,Blue And Green,Blue Party,,
358,BFMC #358,2439,100.64887173904886,,5,Pink,Blue,Light Brown,Red Tongue,Yellow And Blue,,,
699,BFMC #699,2440,100.57412504600173,,4,Dark Blue,Orange,Brown Big Foot,Wow,,,,
1363,BFMC #1363,2441,100.49756289561714,Bear,5,Dark Green 2,Brown,Cheetah,Oh,,,,
790,BFMC #790,2442,100.46444333453185,,5,Dark Green 1,Green,Green Orange Jacket,Smiling Braces,,Black Power,,
1611,BFMC #1611,2443,100.42263408917758,,5,Pink,Brown,Black Hoddie,Angry Teeth,Yellow,,,
