ID,Name,Rank,Rarity_Score,Accessories-Scores,Attributes-Scores,Background-Scores,Body-Scores,Clothes-Scores,Face-Scores,Glasses-Scores,Hat-Scores,Legendary-Scores,Necklace-Scores
908,BFMC #908,1107,169.6060272077539,,2,6,2,100,12,,45,,
93,BFMC #93,1108,169.58698524779012,,2,15,5,96,24,,25,,
2073,BFMC #2073,1109,169.57885868749455,17,13,15,5,51,20,22,,,23
1848,BFMC #1848,1110,169.535418062789,,2,14,5,66,18,16,46,,
1796,BFMC #1796,1111,169.3232712466208,,2,15,2,103,19,25,,,
4578,BFMC #4578,1112,169.29633599161622,,2,14,9,34,33,16,58,,
1378,BFMC #1378,1113,169.20606345702768,,2,7,8,88,18,18,25,,
2943,BFMC #2943,1114,169.1753943448551,,2,6,2,116,24,16,,,
4680,BFMC #4680,1115,168.98498052615992,,13,11,5,31,18,18,46,,23
1885,BFMC #1885,1116,168.76792695197608,,2,15,5,21,12,,111,,
2347,BFMC #2347,1117,168.73152396232234,,2,7,2,37,33,,85,,
4041,BFMC #4041,1118,168.71849440415647,,2,11,2,74,33,18,25,,
3588,BFMC #3588,1119,168.6844082538507,,2,6,9,74,20,54,,,
2619,BFMC #2619,1120,168.59669369528166,20,13,11,2,31,33,,31,,23
1310,BFMC #1310,1121,168.5575276328672,,7,7,2,100,50,,,,
2625,BFMC #2625,1122,168.54493767785365,,2,7,2,34,28,,93,,
3308,BFMC #3308,1123,168.46559861224665,,2,15,9,34,20,,85,,
2214,BFMC #2214,1124,168.4488057371666,,2,16,8,44,12,32,51,,
538,BFMC #538,1125,168.43313161327683,,2,7,5,31,18,,103,,
2198,BFMC #2198,1126,168.3385185825243,,2,11,2,31,19,15,85,,
3591,BFMC #3591,1127,168.26556136146465,,2,11,2,33,24,,93,,
3866,BFMC #3866,1128,168.00337205748883,,2,15,2,33,17,50,46,,
2437,BFMC #2437,1129,168.00196390420356,17,2,11,2,82,50,,,,
3711,BFMC #3711,1130,167.90179845374735,,2,11,2,88,17,,46,,
4287,BFMC #4287,1131,167.78500953993304,17,13,15,2,29,19,,46,,23
933,BFMC #933,1132,167.7849113937863,,2,15,9,51,14,18,53,,
2471,BFMC #2471,1133,167.7709680538195,,2,15,5,51,18,74,,,
4707,BFMC #4707,1134,167.76396778179085,39,13,7,9,21,18,32,24,,
1443,BFMC #1443,1135,167.75539666526237,,2,15,5,29,24,50,39,,
566,BFMC #566,1136,167.6653776338821,39,2,14,5,90,14,,,,
709,BFMC #709,1137,167.620909649801,,2,7,2,33,18,,103,,
4966,BFMC #4966,1138,167.6138450455234,,2,11,2,31,17,16,85,,
1108,BFMC #1108,1139,167.58045294427697,,2,7,2,26,96,,31,,
180,BFMC #180,1140,167.56595452816293,,2,15,2,88,27,,31,,
1055,BFMC #1055,1141,167.5603683088979,25,2,15,8,96,19,,,,
1580,BFMC #1580,1142,167.41368041278855,,13,11,9,26,20,22,46,,17
1479,BFMC #1479,1143,167.40808963807538,,2,7,2,51,18,,85,,
4438,BFMC #4438,1144,167.35689415091417,,2,7,2,85,29,,39,,
4800,BFMC #4800,1145,167.28765334996882,,2,15,2,50,18,24,52,,
3683,BFMC #3683,1146,167.21158827288411,,2,7,9,85,19,25,,,17
4451,BFMC #4451,1147,167.18650431451007,17,13,7,5,44,18,16,,,44
3922,BFMC #3922,1148,167.1796977887683,,13,6,9,33,12,16,56,,17
1144,BFMC #1144,1149,167.10820576393314,,2,7,9,111,18,16,,,
2277,BFMC #2277,1150,167.1054629992591,,2,16,2,26,28,32,58,,
1630,BFMC #1630,1151,167.02711936375178,,2,15,8,50,20,16,51,,
5021,BFMC #5021,1152,166.97190000144892,,2,15,5,29,17,,51,,44
44,BFMC #44,1153,166.94304799385853,,2,7,2,26,28,16,82,,
3554,BFMC #3554,1154,166.92669154931136,17,2,7,5,74,20,,39,,
5065,BFMC #5065,1155,166.87932956663155,,2,6,8,44,44,15,46,,
2188,BFMC #2188,1156,166.7708881424222,,2,7,5,74,33,,44,,
3501,BFMC #3501,1157,166.76090793146926,25,2,15,2,50,20,,50,,
4164,BFMC #4164,1158,166.75261596024413,,2,15,5,74,18,25,24,,
1839,BFMC #1839,1159,166.6751087067603,25,2,7,5,21,20,,85,,
544,BFMC #544,1160,166.60352462886516,,2,11,8,85,12,,46,,
5,BFMC #5,1161,166.54474517325065,,2,14,2,107,17,22,,,
1654,BFMC #1654,1162,166.50371361065567,,2,14,5,34,20,32,56,,
4637,BFMC #4637,1163,166.35457365336208,,2,15,9,31,44,16,46,,
1382,BFMC #1382,1164,166.31303038520068,,2,7,5,37,20,,93,,
788,BFMC #788,1165,166.253800604925,,2,14,5,69,18,22,34,,
4106,BFMC #4106,1166,166.23250689889755,,2,7,2,96,17,,39,,
2396,BFMC #2396,1167,166.18023416874178,,2,6,5,49,33,16,52,,
1563,BFMC #1563,1168,166.15999778379285,,2,7,2,51,19,,82,,
1476,BFMC #1476,1169,166.14879210851805,,2,6,9,,27,16,103,,
5050,BFMC #5050,1170,166.0993355253329,,2,16,8,88,18,,31,,
2995,BFMC #2995,1171,166.09822516864315,,2,6,2,74,29,50,,,
2128,BFMC #2128,1172,166.0515959193064,,2,15,2,29,19,,96,,
13,BFMC #13,1173,165.93139970006075,,2,7,2,37,19,50,46,,
5000,BFMC #5000,1174,165.91043149291886,,2,7,5,88,44,18,,,
251,BFMC #251,1175,165.8968787263771,,2,11,5,21,58,,67,,
1143,BFMC #1143,1176,165.75789362729245,,2,7,2,100,29,,,,23
1102,BFMC #1102,1177,165.69604689778802,,2,7,2,34,19,74,24,,
3539,BFMC #3539,1178,165.66892359654332,,2,7,5,103,31,15,,,
1239,BFMC #1239,1179,165.65186630994853,,2,16,2,107,19,,,,17
1587,BFMC #1587,1180,165.57028728672378,,2,7,2,80,12,25,34,,
746,BFMC #746,1181,165.54882273249345,,2,11,5,27,33,,85,,
1400,BFMC #1400,1182,165.5276667575561,,2,14,5,29,20,15,78,,
2448,BFMC #2448,1183,165.4937068753018,20,13,14,5,27,24,16,44,,
3348,BFMC #3348,1184,165.39975042955942,,2,7,2,69,20,,46,,17
946,BFMC #946,1185,165.3984010358767,,2,15,2,26,50,32,34,,
3695,BFMC #3695,1186,165.3048792855576,,2,7,2,85,12,16,38,,
1695,BFMC #1695,1187,165.21385107312474,,2,7,8,100,12,,34,,
1342,BFMC #1342,1188,165.10691790059434,25,2,7,2,31,28,,67,,
2325,BFMC #2325,1189,165.06023795372897,,2,16,5,31,24,16,67,,
226,BFMC #226,1190,165.0581766730799,25,2,16,9,37,19,,53,,
4765,BFMC #4765,1191,165.03802920079679,,2,11,5,85,19,16,24,,
4520,BFMC #4520,1192,164.99273115754403,,2,7,2,33,50,15,52,,
1294,BFMC #1294,1193,164.95769115681537,,2,11,5,46,14,25,58,,
2076,BFMC #2076,1194,164.91246994429844,,2,14,2,66,27,,34,,17
4993,BFMC #4993,1195,164.89438717946155,20,2,7,9,46,20,,58,,
4404,BFMC #4404,1196,164.8916742610475,,2,7,5,50,31,15,51,,
3167,BFMC #3167,1197,164.60976377585425,,2,6,2,29,27,,96,,
3423,BFMC #3423,1198,164.59337021640596,17,13,7,5,27,33,15,45,,
2054,BFMC #2054,1199,164.57341247345198,,2,7,2,96,33,22,,,
1498,BFMC #1498,1200,164.57096234111728,,2,15,5,31,31,25,51,,
1906,BFMC #1906,1201,164.54131454469768,17,2,6,9,88,14,,25,,
287,BFMC #287,1202,164.46255763372386,,2,14,2,74,19,50,,,
3621,BFMC #3621,1203,164.43926608048258,,7,14,5,103,33,,,,
2023,BFMC #2023,1204,164.4269614666792,,2,7,8,82,20,,25,,17
4866,BFMC #4866,1205,164.34260471509495,,2,11,2,29,14,50,52,,
2170,BFMC #2170,1206,164.32675371588533,,2,6,5,21,20,54,53,,
3347,BFMC #3347,1207,164.271744214972,,2,7,2,74,14,16,46,,
345,BFMC #345,1208,164.2374843034062,,2,14,5,51,33,24,31,,
552,BFMC #552,1209,164.20884181893678,,2,15,5,40,20,,80,,
2326,BFMC #2326,1210,164.19887086826412,17,13,6,2,29,19,18,56,,
2710,BFMC #2710,1211,164.01217310714924,,2,7,5,66,20,18,44,,
4344,BFMC #4344,1212,163.98154602293275,,2,7,2,74,28,16,31,,
4851,BFMC #4851,1213,163.934331551724,,2,16,5,44,17,,78,,
4409,BFMC #4409,1214,163.81919092995093,,2,6,9,40,27,,53,,23
3705,BFMC #3705,1215,163.76395068594158,,2,16,2,88,19,16,,,17
3227,BFMC #3227,1216,163.66200785713218,,13,11,5,35,20,15,45,,17
3381,BFMC #3381,1217,163.59616326871378,,2,14,8,80,14,24,,,17
2878,BFMC #2878,1218,163.4212575445373,17,13,15,8,33,20,22,31,,
4897,BFMC #4897,1219,163.4020540840346,,2,7,2,26,27,18,78,,
3442,BFMC #3442,1220,163.36933112778985,20,13,15,2,26,28,22,34,,
1096,BFMC #1096,1221,163.30430539008674,,13,16,2,31,12,15,53,,17
2055,BFMC #2055,1222,163.28679997795143,,2,7,2,74,19,,56,,
3781,BFMC #3781,1223,163.1464285610625,,2,7,8,74,20,50,,,
4544,BFMC #4544,1224,163.07678267722918,,2,6,5,44,20,16,67,,
3314,BFMC #3314,1225,162.86317361568237,39,13,7,5,34,20,16,25,,
1385,BFMC #1385,1226,162.84121697102256,,2,6,5,29,19,32,67,,
3133,BFMC #3133,1227,162.83444651745853,,2,15,5,31,33,22,51,,
469,BFMC #469,1228,162.83029127196468,,2,16,8,48,20,15,51,,
1814,BFMC #1814,1229,162.66368833715617,,2,7,8,96,24,,,,23
4279,BFMC #4279,1230,162.63195021758372,17,2,7,5,26,69,,34,,
52,BFMC #52,1231,162.49575015867595,,2,16,5,51,20,16,50,,
3362,BFMC #3362,1232,162.48136465779058,,2,7,5,88,14,,,,44
4926,BFMC #4926,1233,162.46168734683718,,2,7,5,46,18,15,67,,
4063,BFMC #4063,1234,162.41522667941342,,2,7,2,33,19,,96,,
1431,BFMC #1431,1235,162.3757696954583,20,13,7,2,29,19,25,45,,
4587,BFMC #4587,1236,162.35260820226173,,2,14,2,96,27,18,,,
330,BFMC #330,1237,162.34056737865814,,2,7,9,26,33,32,50,,
2827,BFMC #2827,1238,162.33379069115608,,2,6,5,37,20,22,67,,
4277,BFMC #4277,1239,162.2802189077803,,2,11,9,51,44,,24,,17
338,BFMC #338,1240,162.2389468944435,,2,7,2,69,28,,52,,
3040,BFMC #3040,1241,162.1978587568108,,2,11,2,82,12,,50,,
1497,BFMC #1497,1242,162.15773088854974,,2,14,5,90,27,22,,,
734,BFMC #734,1243,162.15019371079492,,2,7,8,88,17,,38,,
3092,BFMC #3092,1244,162.07627471394522,,2,7,8,66,19,18,39,,
1261,BFMC #1261,1245,161.98306975802197,,2,14,5,29,20,,90,,
2539,BFMC #2539,1246,161.9433525723907,,2,16,5,66,20,,51,,
3096,BFMC #3096,1247,161.78638370006735,17,2,16,2,40,14,,67,,
4847,BFMC #4847,1248,161.7070405278017,,2,7,5,29,20,50,46,,
4702,BFMC #4702,1249,161.6874555998235,,2,7,5,66,27,,53,,
3731,BFMC #3731,1250,161.67621382325927,,2,7,2,26,20,16,85,,
3080,BFMC #3080,1251,161.58526318372154,,2,6,8,21,19,,103,,
3387,BFMC #3387,1252,161.5847787016627,,2,15,2,49,17,74,,,
3743,BFMC #3743,1253,161.4495870360945,,2,15,2,103,19,,,,17
3644,BFMC #3644,1254,161.43836803964896,25,2,7,9,96,20,,,,
2847,BFMC #2847,1255,161.19723285172026,,2,11,5,66,19,,56,,
2376,BFMC #2376,1256,161.11588329569557,,2,6,8,88,33,22,,,
474,BFMC #474,1257,161.07260957514066,,2,7,5,44,19,,82,,
2065,BFMC #2065,1258,161.0712575477952,,2,6,8,33,18,32,58,,
2333,BFMC #2333,1259,160.980301221668,,2,15,5,90,14,,31,,
1653,BFMC #1653,1260,160.97335944571174,,2,7,5,103,17,,25,,
4005,BFMC #4005,1261,160.94735843098587,25,2,16,9,33,27,,46,,
2449,BFMC #2449,1262,160.8712917302086,20,13,14,5,21,17,16,51,,
3154,BFMC #3154,1263,160.8097023984366,,2,7,5,31,20,,93,,
2503,BFMC #2503,1264,160.7851628593377,,2,16,2,33,27,,78,,
847,BFMC #847,1265,160.69909402198618,,2,7,2,21,20,16,90,,
1670,BFMC #1670,1266,160.6928143719127,,2,11,2,35,28,,80,,
220,BFMC #220,1267,160.50657603891372,,13,14,2,45,20,15,31,,17
2556,BFMC #2556,1268,160.48256059532687,17,2,11,5,88,18,16,,,
4168,BFMC #4168,1269,160.4319635105306,17,2,7,2,51,33,,45,,
3570,BFMC #3570,1270,160.38106246009423,,2,11,8,21,20,,96,,
4775,BFMC #4775,1271,160.36904182668403,,2,15,8,29,20,,60,,23
1954,BFMC #1954,1272,160.25400619280703,,2,7,5,40,58,22,24,,
3269,BFMC #3269,1273,160.24911079293838,,2,14,5,46,69,22,,,
1800,BFMC #1800,1274,160.23224876591428,,2,6,5,69,18,18,38,,
1330,BFMC #1330,1275,160.18675705574037,,2,11,5,31,19,50,39,,
2241,BFMC #2241,1276,160.18378970793248,17,2,11,5,45,17,,60,,
313,BFMC #313,1277,160.1566567337659,25,2,11,8,67,20,,25,,
893,BFMC #893,1278,160.08776084360957,,2,16,2,31,29,24,51,,
3044,BFMC #3044,1279,159.79691899619357,,2,14,5,67,20,50,,,
1272,BFMC #1272,1280,159.78471556618595,,2,7,2,29,50,,67,,
2562,BFMC #2562,1281,159.72292099358134,,2,16,2,40,19,32,46,,
2204,BFMC #2204,1282,159.71778503218363,,2,7,9,100,14,,25,,
2053,BFMC #2053,1283,159.6790677296047,,2,6,9,90,18,,31,,
4618,BFMC #4618,1284,159.67044689601866,17,2,7,2,96,33,,,,
1178,BFMC #1178,1285,159.63478813851174,,2,6,5,48,20,,76,,
3593,BFMC #3593,1286,159.4711483138292,,2,7,5,48,24,25,46,,
1945,BFMC #1945,1287,159.3730286000622,,2,11,9,90,19,25,,,
2274,BFMC #2274,1288,159.35434217078193,,2,7,5,90,18,16,,,17
2181,BFMC #2181,1289,159.29794436439786,,2,6,8,90,33,,,,17
4149,BFMC #4149,1290,159.26225796575392,20,2,14,2,50,50,,,,17
353,BFMC #353,1291,159.15245755129357,,2,11,5,74,12,,52,,
1491,BFMC #1491,1292,159.05115315132906,17,2,16,5,48,44,,25,,
2399,BFMC #2399,1293,158.85369189534384,,2,16,2,67,50,18,,,
1250,BFMC #1250,1294,158.81993683073077,,2,11,5,82,14,16,25,,
2029,BFMC #2029,1295,158.8057242003909,,2,6,5,40,58,,46,,
1362,BFMC #1362,1296,158.78094085813578,,2,6,5,82,18,24,,,17
1482,BFMC #1482,1297,158.65884364435388,,2,7,9,33,20,,85,,
1831,BFMC #1831,1298,158.63331755040747,20,2,7,5,48,58,16,,,
3337,BFMC #3337,1299,158.3360550418026,,2,15,8,88,19,,24,,
1202,BFMC #1202,1300,158.33355339600584,,2,6,5,85,12,,46,,
3730,BFMC #3730,1301,158.297753745848,,2,7,2,27,17,24,76,,
3826,BFMC #3826,1302,158.27607178599214,,2,7,2,48,29,22,45,,
3549,BFMC #3549,1303,158.2195086551388,,2,6,9,29,18,,90,,
589,BFMC #589,1304,158.17796644891104,,2,7,2,66,17,16,45,,
4060,BFMC #4060,1305,158.16133791623145,17,13,6,5,27,19,,45,,23
1893,BFMC #1893,1306,158.0743191830405,,2,7,2,31,24,54,34,,
1388,BFMC #1388,1307,158.03419306044069,,2,11,2,67,20,,53,,
2429,BFMC #2429,1308,158.02253690856313,,7,11,2,85,50,,,,
3081,BFMC #3081,1309,158.00272685369072,,2,11,2,96,28,16,,,
4397,BFMC #4397,1310,157.97437882653375,,7,15,2,35,96,,,,
3239,BFMC #3239,1311,157.95187699122025,,2,7,8,88,27,,24,,
4125,BFMC #4125,1312,157.85344661518988,17,2,11,5,88,33,,,,
722,BFMC #722,1313,157.8025604764999,,2,11,2,82,33,,25,,
3612,BFMC #3612,1314,157.7589857596413,,2,11,5,40,19,25,52,,
4157,BFMC #4157,1315,157.7370118642688,,2,7,2,66,33,,46,,
176,BFMC #176,1316,157.5277176347685,,2,11,5,37,33,15,51,,
4199,BFMC #4199,1317,157.5186112618851,,2,7,2,31,20,25,67,,
1242,BFMC #1242,1318,157.48502549690394,,2,7,9,74,12,50,,,
4515,BFMC #4515,1319,157.4804280171885,25,2,6,5,51,20,,46,,
749,BFMC #749,1320,157.41972133324367,,2,11,2,96,19,24,,,
3459,BFMC #3459,1321,157.40487129338504,,2,15,5,33,19,,80,,
4822,BFMC #4822,1322,157.32937263370468,,2,7,5,67,20,54,,,
466,BFMC #466,1323,157.32853141942883,,2,11,2,21,19,18,80,,
3426,BFMC #3426,1324,157.28413977553913,,2,11,2,31,12,50,45,,
528,BFMC #528,1325,157.22367350591662,,2,16,2,31,28,50,24,,
564,BFMC #564,1326,157.2169146230886,,2,7,8,90,33,15,,,
3193,BFMC #3193,1327,157.21365100080482,,2,7,2,103,19,22,,,
657,BFMC #657,1328,157.1643486632978,,2,14,9,31,20,25,52,,
4016,BFMC #4016,1329,157.09347352372822,,2,15,9,31,12,16,67,,
3512,BFMC #3512,1330,157.0736739941216,,7,15,2,111,19,,,,
4538,BFMC #4538,1331,157.07343250207404,,2,16,5,29,24,54,24,,
3886,BFMC #3886,1332,156.96963446331765,39,2,6,9,26,20,50,,,
799,BFMC #799,1333,156.94083630917112,,2,6,5,26,12,,103,,
630,BFMC #630,1334,156.9269266586239,,2,6,5,107,20,15,,,
4582,BFMC #4582,1335,156.9156095437209,,2,6,5,51,14,50,24,,
1407,BFMC #1407,1336,156.7966854191262,,2,7,2,31,19,,93,,
617,BFMC #617,1337,156.74794736349412,,2,6,2,27,17,32,67,,
1438,BFMC #1438,1338,156.74738303741506,17,13,11,8,26,20,18,39,,
4801,BFMC #4801,1339,156.72254042105487,,2,7,9,85,19,32,,,
2782,BFMC #2782,1340,156.67837594172246,,2,7,5,26,18,50,45,,
1788,BFMC #1788,1341,156.54111914296487,,2,16,2,40,19,25,50,,
3557,BFMC #3557,1342,156.5401403752013,,2,7,2,100,19,,25,,
514,BFMC #514,1343,156.50959807336233,,2,7,5,49,44,16,31,,
505,BFMC #505,1344,156.48492279844518,,2,11,2,37,19,,82,,
3533,BFMC #3533,1345,156.27992361804192,,2,7,8,67,12,,58,,
3370,BFMC #3370,1346,156.12869766963453,,2,7,2,74,12,,56,,
2271,BFMC #2271,1347,156.12465343110503,,2,15,5,67,18,22,25,,
1837,BFMC #1837,1348,156.11460635814294,,2,14,5,96,20,16,,,
4684,BFMC #4684,1349,156.0384029011256,,2,7,2,27,12,50,52,,
744,BFMC #744,1350,155.95785557645652,17,2,6,8,51,69,,,,
2024,BFMC #2024,1351,155.8683564521961,,7,7,5,103,31,,,,
3526,BFMC #3526,1352,155.865078937523,,2,11,5,66,18,,51,,
3477,BFMC #3477,1353,155.65173424082738,,2,6,5,48,20,18,53,,
473,BFMC #473,1354,155.5827532940625,17,2,7,5,51,20,50,,,
673,BFMC #673,1355,155.46282746500674,,2,6,2,74,12,22,34,,
3657,BFMC #3657,1356,155.4622092568972,,7,11,8,107,20,,,,
4211,BFMC #4211,1357,155.46074132083098,,2,6,5,34,44,16,45,,
1727,BFMC #1727,1358,155.4292059549402,,2,6,8,40,20,25,51,,
4301,BFMC #4301,1359,155.41056245404278,20,13,6,9,29,14,15,46,,
1039,BFMC #1039,1360,155.4004730832416,,2,7,5,111,12,16,,,
4978,BFMC #4978,1361,155.37557421245856,,2,7,5,67,12,16,44,,
4441,BFMC #4441,1362,155.26619417748066,,2,7,2,103,24,15,,,
2491,BFMC #2491,1363,155.22429153878133,,7,7,5,66,69,,,,
1406,BFMC #1406,1364,155.1695913781982,,7,6,5,103,31,,,,
745,BFMC #745,1365,155.10060975334156,17,2,7,8,82,17,18,,,
4531,BFMC #4531,1366,154.99888459457364,,2,7,5,51,20,15,52,,
3860,BFMC #3860,1367,154.94103292149632,25,2,11,9,85,20,,,,
5035,BFMC #5035,1368,154.9163593765074,17,2,6,2,80,20,,25,,
3307,BFMC #3307,1369,154.85769231347362,,2,11,2,21,20,,96,,
1107,BFMC #1107,1370,154.6829760545101,,2,7,5,31,33,74,,,
3620,BFMC #3620,1371,154.6548542606477,,2,7,5,35,18,24,60,,
242,BFMC #242,1372,154.65373231093133,,2,11,8,96,20,15,,,
841,BFMC #841,1373,154.60220394848403,25,2,6,2,88,29,,,,
309,BFMC #309,1374,154.59291196920893,,2,7,5,48,18,22,50,,
2631,BFMC #2631,1375,154.57016502878145,,2,6,8,107,12,16,,,
4434,BFMC #4434,1376,154.53519751886355,,2,6,2,74,17,16,34,,
3630,BFMC #3630,1377,154.52490466910717,,2,6,9,27,58,,50,,
851,BFMC #851,1378,154.48727046836296,39,2,11,2,29,24,,,,44
2050,BFMC #2050,1379,154.42961547978445,,2,7,5,74,14,50,,,
1228,BFMC #1228,1380,154.39536155682015,,2,6,8,21,58,,39,,17
202,BFMC #202,1381,154.35397714112145,,2,16,5,45,14,16,52,,
1947,BFMC #1947,1382,154.32958939916577,,2,15,9,67,19,15,24,,
910,BFMC #910,1383,154.3233756179373,,2,7,5,103,18,16,,,
2009,BFMC #2009,1384,154.27923050976287,,2,14,5,21,20,,90,,
1677,BFMC #1677,1385,154.22993510562392,,2,7,5,27,44,50,,,17
4209,BFMC #4209,1386,154.18995501160518,,2,7,2,100,19,22,,,
4296,BFMC #4296,1387,154.18826401606887,25,2,7,2,44,19,,53,,
449,BFMC #449,1388,154.0874751422861,20,2,7,5,74,18,25,,,
1184,BFMC #1184,1389,154.06992773715942,,2,6,2,96,20,25,,,
465,BFMC #465,1390,154.0104991061711,,2,7,5,80,33,,25,,
4938,BFMC #4938,1391,154.00633784347562,20,2,7,2,45,29,,46,,
2256,BFMC #2256,1392,153.9333909825548,,2,7,2,51,20,,46,,23
1235,BFMC #1235,1393,153.91885536415472,,2,15,5,82,14,32,,,
49,BFMC #49,1394,153.91658300509673,,2,15,5,33,44,,52,,
4272,BFMC #4272,1395,153.8334679079572,,2,15,5,31,18,18,60,,
4216,BFMC #4216,1396,153.71536037245608,,2,15,2,51,24,,56,,
1430,BFMC #1430,1397,153.6873629662854,17,2,7,2,27,96,,,,
316,BFMC #316,1398,153.6767588844268,,2,15,9,74,12,,38,,
973,BFMC #973,1399,153.64478000365222,,2,15,5,51,17,16,44,,
2996,BFMC #2996,1400,153.64471212511867,,2,11,5,90,18,,24,,
3336,BFMC #3336,1401,153.60903936390184,,2,7,8,31,17,25,60,,
706,BFMC #706,1402,153.60548204463538,,2,7,5,29,19,22,67,,
1275,BFMC #1275,1403,153.57501376316677,,2,6,5,21,24,,93,,
974,BFMC #974,1404,153.48218359431795,,7,7,9,116,12,,,,
2316,BFMC #2316,1405,153.4538734334163,,2,6,2,67,28,,46,,
2033,BFMC #2033,1406,153.42080877092238,,2,14,2,82,19,,31,,
3707,BFMC #3707,1407,153.3987598539586,,2,14,2,31,24,16,60,,
4200,BFMC #4200,1408,153.3273951741563,,2,7,2,27,20,,93,,
3085,BFMC #3085,1409,153.3010481212398,,2,15,2,29,50,,52,,
3222,BFMC #3222,1410,153.24906659458227,,2,6,5,103,18,16,,,
1702,BFMC #1702,1411,153.13125739133633,,2,7,5,88,33,16,,,
4487,BFMC #4487,1412,153.1106042814014,,2,7,5,26,18,,93,,
4047,BFMC #4047,1413,153.07134233876565,,2,7,5,27,20,32,58,,
4665,BFMC #4665,1414,153.0673325583884,,2,6,2,96,20,,24,,
1460,BFMC #1460,1415,152.87895908868052,,2,15,8,82,27,16,,,
1530,BFMC #1530,1416,152.77379156210296,,7,7,2,116,19,,,,
4260,BFMC #4260,1417,152.74077833076154,20,13,7,5,51,12,,24,,17
4082,BFMC #4082,1418,152.73749133522654,,7,7,2,116,19,,,,
2245,BFMC #2245,1419,152.7056913596684,,2,6,5,37,20,,80,,
970,BFMC #970,1420,152.67900636523163,17,2,16,2,49,29,,34,,
4849,BFMC #4849,1421,152.56034349743223,,2,16,5,31,18,,78,,
295,BFMC #295,1422,152.54512159244456,,2,11,5,26,31,16,58,,
684,BFMC #684,1423,152.47071987327635,,2,6,8,21,20,,93,,
2092,BFMC #2092,1424,152.45322707303362,17,2,6,2,34,28,,60,,
2146,BFMC #2146,1425,152.42364037173112,,2,7,2,74,27,,38,,
1898,BFMC #1898,1426,152.4025731622949,,2,7,5,49,20,50,,,17
1948,BFMC #1948,1427,152.31087511507133,,2,7,2,27,29,15,67,,
2400,BFMC #2400,1428,152.2940393819111,,2,11,5,74,20,,38,,
310,BFMC #310,1429,152.2926626420294,17,2,15,8,88,20,,,,
1085,BFMC #1085,1430,152.1128271937256,17,2,7,5,29,31,,58,,
40,BFMC #40,1431,151.96322059121647,,2,11,5,49,18,18,45,,
3824,BFMC #3824,1432,151.9316170115829,,2,11,5,26,20,25,60,,
2509,BFMC #2509,1433,151.8959982152655,,7,7,5,111,20,,,,
2651,BFMC #2651,1434,151.85779642266849,,2,11,5,100,14,,,,17
414,BFMC #414,1435,151.8231359668093,,2,11,2,50,28,16,39,,
3112,BFMC #3112,1436,151.65659977820732,,2,15,9,31,12,,34,,44
319,BFMC #319,1437,151.60420978000434,20,2,7,5,29,19,,67,,
160,BFMC #160,1438,151.54530472805985,,2,15,8,51,27,,46,,
5072,BFMC #5072,1439,151.51065996100712,,7,14,5,103,20,,,,
768,BFMC #768,1440,151.37416721051574,,2,7,8,82,33,16,,,
1759,BFMC #1759,1441,151.37260414732506,,2,7,5,26,33,,76,,
4499,BFMC #4499,1442,151.35702297191006,20,13,7,8,29,19,15,38,,
2745,BFMC #2745,1443,151.34851835460884,,2,6,2,80,27,,31,,
4868,BFMC #4868,1444,151.3365370953748,,7,15,2,74,50,,,,
3447,BFMC #3447,1445,151.29210374541705,,2,6,2,69,20,,50,,
1656,BFMC #1656,1446,151.24388532549216,,2,7,5,35,20,,80,,
4130,BFMC #4130,1447,151.1911800328488,,2,7,5,35,44,,56,,
2755,BFMC #2755,1448,151.16361876396087,,2,7,5,51,12,18,52,,
3270,BFMC #3270,1449,151.1225417829215,,2,15,9,26,20,,76,,
4560,BFMC #4560,1450,151.0802827359642,,2,7,8,33,12,18,67,,
3899,BFMC #3899,1451,151.03556517570811,,2,15,9,88,18,16,,,
860,BFMC #860,1452,151.01906484244816,,2,7,5,33,12,50,39,,
1608,BFMC #1608,1453,150.79443883245273,,7,6,2,82,50,,,,
1693,BFMC #1693,1454,150.75975316017093,,2,7,2,67,19,,51,,
4686,BFMC #4686,1455,150.68673330618168,,2,11,5,31,31,22,45,,
2280,BFMC #2280,1456,150.66633658539556,,2,7,9,51,18,,60,,
4809,BFMC #4809,1457,150.5629136790693,,2,11,5,49,31,,50,,
440,BFMC #440,1458,150.3330467810994,,2,7,8,26,69,18,,,17
4933,BFMC #4933,1459,150.31701688772685,,2,7,2,67,20,,50,,
3785,BFMC #3785,1460,150.2104731420458,,2,6,5,33,44,,58,,
159,BFMC #159,1461,150.17936479664823,,2,7,5,35,20,25,53,,
386,BFMC #386,1462,150.1584622467412,,2,7,8,40,24,16,50,,
2694,BFMC #2694,1463,150.10021076876018,,2,6,5,90,20,24,,,
3087,BFMC #3087,1464,150.092816949946,,7,6,8,100,27,,,,
3429,BFMC #3429,1465,150.07659181604745,39,13,7,2,27,20,15,24,,
674,BFMC #674,1466,150.05780748002542,,2,11,5,33,33,18,,,44
3248,BFMC #3248,1467,150.03086573055063,,2,7,5,88,12,,34,,
3084,BFMC #3084,1468,149.9796657417541,39,2,6,2,21,24,,52,,
3696,BFMC #3696,1469,149.96809599083758,,2,7,2,103,19,15,,,
4171,BFMC #4171,1470,149.93348603709998,,2,11,9,26,18,,80,,
