ID,Name,Rank,Rarity_Score,Attributes,Background,BodyObj,CardBank,Class,ClothPattern,ClothesObj,Ear,Expression,Extra,FaceObj,FaceTex,Foreground,Hair,HandObj,HandObj2,Hat,HeadObj,LeftHand,LeftShoulder,Mouth,Nose,RightHand,RightShoulder,Skin,Smock,Tail,Team,Whiskers
1166,Tez Dozen Team η #206,2361,1131.505519464837,15,#dbd2bd,,regular,regular,grassland,,,,,eta_typeA,,,,rice,,player2,leaves3,yes,ladybug,eta_typeD,,yes,,yellow_green,,eta_typeC,eta,
843,Tez Dozen Team ζ #123,2362,1131.375854758749,16,#b58b79,,regular,regular,dot3,no,,,,zeta_typeB,,zeta_typeE,,mushroom,,leaf,,yes,flower3,zeta_typeC,,yes,,darkbrown_brown,,zeta_typeF,zeta,
533,Tez Dozen Team ε #053,2363,1131.1106511733922,17,#16a3ff,,sextuple,regular,cloud2,no,,,,,,epsilon_typeD,,lotus,,,epsilon_typeC,yes,whale,epsilon_typeB,epsilon_typeB,yes,,purple,,epsilon_typeF,epsilon,epsilon_typeD
998,Tez Dozen Team η #038,2364,1131.0747417843718,15,#5ca87b,,regular,regular,dot3,,,,,eta_typeB,,,eta_typeA,fork,,lantern,,yes,bird2,eta_typeB,,yes,,green_darkbrown,,eta_typeD,eta,
440,Tez Dozen Team δ #080,2365,1130.9766076111623,15,#fe7328,,regular,regular,ripple2,yes,,delta_typeD,,,,delta_typeA,,fork,,,delta_typeC,yes,,delta_typeA,,yes,,brown,,,delta,delta_typeB
1396,Tez Dozen Team θ #196,2366,1130.8216487912046,13,#bad8a9,,regular,regular,geometric_shape,,theta_typeC,,,theta_typeE,,,,,,,theta_typeD,yes,,theta_typeB,,yes,lizards2,yellow,,,theta,
1910,Tez Dozen Team ι #470,2367,1130.767086578542,15,#cce4a8,iota_bodyObj4,regular,regular,,,iota_ear2,,,iota_faceObj3,iota_faceTex5,iota_fg16,,,,iota_hat0,,no,,,,no,firefly,monkeyF_green_blue,,iota_tail7,iota,
238,Tez Dozen Team β #118,2368,1130.765394421848,15,#ff7d4d,,regular,regular,,lace,,,,beta_typeD,,,,,,volcano,beta_typeD,yes,flower2,,beta_typeC,yes,,dark_ash,cloak,beta_typeA,beta,
115,Tez Dozen Team α #115,2369,1130.5492215383654,14,#788adc,,sextuple,regular,dot,yes,,,,alpha_typeA,,,,,,,alpha_typeA,yes,bird,,,yes,,yellow,,alpha_typeB,alpha,alpha_typeC
1994,Tez Dozen Team κ #074,2370,1129.7142629747384,14,#8dbc92,kappa_bodyObj5,sextuple,regular,kappa_ptn14,,,,,,,kappa_fg15,,green_branch,,kappa_hat0,,yes,flatfish,kappa_mouth2,,yes,,chickenD_2,,,kappa,
2428,Tez Dozen Team λ #028,2371,1129.6705959636713,14,special_ed,lambda_bodyObj3,regular,regular,,,,,monkey_in_lotus,,,lambda_fg14,,orange_branch,,lambda_hat20,,no,flower3,,,yes,,dogE_1,,lambda_tail6,lambda,
907,Tez Dozen Team ζ #187,2372,1129.4254904039958,15,#7c7496,,sextuple,regular,horizon4,no,,,,zeta_typeB,,,,watermelon,,,zeta_typeB,yes,bush,zeta_typeD,,yes,,lemonyellow_blue,,zeta_typeB,zeta,
1960,Tez Dozen Team κ #040,2373,1129.3710610554497,14,#febe9a,kappa_bodyObj1,regular,regular,kappa_ptn2,,,,,,,kappa_fg21,,,,kappa_hat12,,no,cat,kappa_mouth9,,no,grass2,chickenH_2,,,kappa,
942,Tez Dozen Team ζ #222,2374,1128.0238553518361,16,#de9570,,sextuple,regular,slash2,no,,,,zeta_typeD,,zeta_typeH,,watermelon,,eye,,yes,flower3,zeta_typeB,,yes,,yellow_green,,zeta_typeD,zeta,
1112,Tez Dozen Team η #152,2375,1127.6165099219675,17,#6fb5ad,,regular,regular,cloud3,,,,,eta_typeD,,zeta_typeB,eta_typeC,flower,,unicorn,player,no,ladybug,eta_typeD,,yes,,cornsilk,,eta_typeB,eta,
1917,Tez Dozen Team ι #477,2376,1127.5843484869818,15,#06afe6,iota_bodyObj20,regular,regular,,,iota_ear0,,,iota_faceObj9,,iota_fg13,,branches,,iota_hat9,,no,player4,,,yes,,monkeyE_blue_yellow,,iota_tail4,iota,
631,Tez Dozen Team ε #151,2377,1127.524468233136,17,#af9617,,sextuple,regular,ripple2,no,,,,,,epsilon_typeA,,,,,epsilon_typeB,no,dragon,epsilon_typeA,epsilon_typeB,no,grass,gray,,epsilon_typeA,epsilon,epsilon_typeC
2523,Tez Dozen Team λ #123,2378,1127.506380805925,13,#51773d,lambda_bodyObj3,regular,regular,,,,,,lambda_faceObj7,,lambda_fg1,,,,lambda_hat9,,no,little_hamburger,,,no,smoke,dogE_1,,,lambda,
2679,Tez Dozen Team λ #279,2379,1127.449731475634,13,#ff6a03,,regular,regular,lambda_ptn1,,,,,,,lambda_fg19,,flower5,,lambda_hat9,,yes,chafer,,,yes,,dogB_2,,lambda_rare,lambda,
456,Tez Dozen Team δ #096,2380,1127.3300363948197,15,#60bebc,,regular,regular,ripple2,yes,,delta_typeB,,,,,,,,,delta_typeA,no,leaves2,delta_typeD,,no,pinetree,brown,,,delta,delta_typeC
399,Tez Dozen Team δ #039,2381,1126.8626454523207,16,#ffd400,,regular,regular,hills,no,,delta_typeC,,,,gamma_typeA,,,,,delta_typeC,no,cat,delta_typeB,,no,spider,pink,,,delta,delta_typeD
844,Tez Dozen Team ζ #124,2382,1126.534873552601,17,#c7ab92,,regular,regular,dot2,no,,,toybox,zeta_typeD,,gamma_typeB,,balls,,eye,,no,bush,zeta_typeA,,yes,,green_pink,,zeta_typeA,zeta,
538,Tez Dozen Team ε #058,2383,1126.012426373689,18,#ff746d,,regular,regular,dot2,no,,,,,,epsilon_typeB,,,,volcano,epsilon_typeA,no,flatfish,epsilon_typeC,epsilon_typeB,yes,spider,darkbrown,,epsilon_typeG,epsilon,epsilon_typeA
959,Tez Dozen Team ζ #239,2384,1125.9311136720448,15,#697f8d,,sextuple,regular,horizon3,yes,,,,zeta_typeD,,zeta_typeE,,,,leaf,,no,,zeta_typeD,,yes,flatfish3,green_pink,,zeta_typeD,zeta,
55,Tez Dozen Team α #055,2385,1125.3549615051543,13,#788adc,,regular,regular,vertical,yes,,,,alpha_typeB,,,,,,,alpha_typeD,yes,,,,yes,bee,yellow,,,alpha,alpha_typeC
1616,Tez Dozen Team ι #176,2386,1125.2710899845938,15,#ffb763,iota_bodyObj22,sextuple,regular,,,iota_ear3,,,iota_faceObj3,iota_faceTex2,iota_fg5,,jellyfish,,,,yes,little_fairy,,,yes,,monkeyE_rose_pink,,iota_tail7,iota,
278,Tez Dozen Team γ #038,2387,1125.1464362208012,15,#ff5f02,,regular,regular,slash,yes,,,,,,gamma_typeA,,,,,,no,cat,gamma_typeA,,no,butterfly2,red,,gamma_typeA,gamma,gamma_typeC
1521,Tez Dozen Team ι #081,2388,1124.830337103215,12,special_ed,iota_bodyObj37,sextuple,regular,,,iota_ear7,,,iota_faceObj6,,iota_fg14,,,,,,no,,,,no,smilebird,monkeyG_sandybrown,,,iota,
911,Tez Dozen Team ζ #191,2389,1124.5314103143046,16,#a8956a,,regular,regular,ripple3,no,,,,zeta_typeC,,zeta_typeH,,smoke,,leaf,,yes,flower3,zeta_typeA,,yes,,oldlace_brown,,zeta_typeB,zeta,
1369,Tez Dozen Team θ #169,2390,1124.505798523813,17,#7ec57e,scarfA,regular,regular,grassland,,theta_typeB,,,theta_typeD,theta_typeB,zeta_typeB,,,,player2,theta_typeE,no,coral,theta_typeB,,no,,sandybrown,,,theta,
956,Tez Dozen Team ζ #236,2391,1124.5002454056234,17,#ffffff,,regular,artist_original,cloud3,no,,,toybox,zeta_typeA,,,,balls,,eye,,no,bird2,zeta_typeA,,yes,flatfish3,white,,zeta_typeA,zeta,
1726,Tez Dozen Team ι #286,2392,1124.358683181996,14,#7ed4c9,iota_bodyObj8,regular,regular,,,iota_ear3,,,iota_faceObj3,,iota_fg7,,,,iota_hat6,,no,coral,,,no,lizard2,monkeyG_green,,,iota,
1315,Tez Dozen Team θ #115,2393,1123.971003079294,16,#d9d244,,regular,regular,geometric_shape,,theta_typeA,,,theta_typeC,theta_typeD,zeta_typeB,,,,unicorn,theta_typeD,no,ant,theta_typeA,,no,,milk,,,theta,
1535,Tez Dozen Team ι #095,2394,1123.4105897899294,15,#ffb394,iota_bodyObj26,sextuple,regular,,,iota_ear3,,,iota_faceObj3,iota_faceTex1,iota_fg4,,halberd,,iota_hat1,,no,chafer,,,yes,,monkeyC_sandybrown,,,iota,
2313,Tez Dozen Team κ #393,2395,1123.1556212121488,14,#99ecbb,,regular,regular,kappa_ptn10,,,,,,,kappa_fg19,,flash,,kappa_hat10,,no,snake2,kappa_mouth6,,yes,,chickenC_1,,kappa_tail1,kappa,
2374,Tez Dozen Team κ #454,2396,1123.0781930141766,14,#95d1ba,kappa_bodyObj5,regular,regular,kappa_ptn9,,,,,,,kappa_fg20,,,,kappa_hat3,,no,sun,kappa_mouth11,,no,branch,chickenB_2,,,kappa,
2667,Tez Dozen Team λ #267,2397,1122.434539134849,14,#a4e3a5,,regular,regular,lambda_ptn31,,,,,lambda_faceObj3,,lambda_fg26,,,,lambda_hat10,,no,little_hamburger,,,no,bug,dogG_0,,lambda_tail5,lambda,
253,Tez Dozen Team γ #013,2398,1122.4139379279814,14,#c7b980,,regular,regular,dot,no,,,,,,gamma_typeB,,,,,,yes,,gamma_typeA,,yes,butterfly2,yellow,,gamma_typeB,gamma,gamma_typeB
1268,Tez Dozen Team θ #068,2399,1122.160092990658,18,#d39a81,tatto,regular,regular,cloud3,,theta_typeG,,,theta_typeC,theta_typeA,gamma_typeB,,,,player2,theta_typeC,no,bush,theta_typeB,,no,firefly,palevioletred,,,theta,
859,Tez Dozen Team ζ #139,2400,1122.0645776810793,16,#fd745c,,sextuple,regular,,no,,,sun_cloud,zeta_typeC,,delta_typeD,,balls,,ukiyoe,,no,flower2,zeta_typeB,,yes,,lightyellow_brown,,zeta_typeH,zeta,
754,Tez Dozen Team ζ #034,2401,1121.8807231947942,16,#b58b79,,regular,regular,horizon3,no,,,,zeta_typeB,,zeta_typeH,,,,ukiyoe,zeta_typeB,no,,zeta_typeD,,no,smoke,darkbrown_brown,,zeta_typeF,zeta,
1980,Tez Dozen Team κ #060,2402,1121.4216284576555,14,#8bc69b,kappa_bodyObj0,regular,regular,kappa_ptn2,,,,,,,kappa_fg15,,branches,,kappa_hat12,,no,flatfish2,kappa_mouth12,,yes,,chickenC_2,,,kappa,
1050,Tez Dozen Team η #090,2403,1120.811813533256,16,#b1623b,,sextuple,regular,,,,,kanto_cooking,eta_typeD,,eta_typeC,eta_typeC,belldrum,,player2,,no,ladybug,eta_typeD,,yes,,jasmine_green,,eta_typeC,eta,
872,Tez Dozen Team ζ #152,2404,1120.4376908753156,16,#8f987b,,regular,regular,horizon5,no,,,,zeta_typeD,,zeta_typeE,,,,mount,zeta_typeB,no,bird2,epsilon_typeB,,no,,yellow_green,,zeta_typeC,zeta,
1946,Tez Dozen Team κ #026,2405,1120.434022986882,13,#00cd81,kappa_bodyObj5,regular,regular,kappa_ptn8,,,,,,,kappa_fg24,,green_branch,,,,yes,bug2,kappa_mouth7,,yes,,chickenD_1,,,kappa,
1893,Tez Dozen Team ι #453,2406,1120.2863109799405,16,#fac349,iota_bodyObj12,regular,regular,,,iota_ear10,,,iota_faceObj10,iota_faceTex2,iota_fg14,,dandelion,,iota_hat1,,yes,player3,,,yes,,monkeyC_rosybrown,,iota_tail4,iota,
1447,Tez Dozen Team ι #007,2407,1120.2108125334134,16,#e3cc59,iota_bodyObj22,regular,regular,,,iota_ear11,,,iota_faceObj9,iota_faceTex2,iota_fg6,,lollipop,,iota_hat2,,no,flatfish,,,yes,,monkeyE_rose_pink,,iota_tail3,iota,
42,Tez Dozen Team α #042,2408,1120.039256893563,16,#ff7d4d,,sextuple,regular,horizon,no,,,,alpha_typeC,,,,,,leaves,alpha_typeA,yes,bird,,,yes,dragonfly,pink,,alpha_typeB,alpha,alpha_typeB
2158,Tez Dozen Team κ #238,2409,1119.332950449057,15,#febe9a,kappa_bodyObj2,regular,regular,kappa_ptn5,,,,,,,kappa_fg11,,,,kappa_hat15,,no,bug2,kappa_mouth4,,no,smoke,chickenC_2,,kappa_tail0,kappa,
1546,Tez Dozen Team ι #106,2410,1118.7935439342564,16,#ffb763,iota_bodyObj12,regular,regular,,,iota_ear2,,,iota_faceObj11,iota_faceTex2,iota_fg7,,lollipop,,iota_hat17,,no,rabbit,,,yes,,monkeyC_sandybrown,,iota_tail7,iota,
1377,Tez Dozen Team θ #177,2411,1118.487471899292,15,#d9d244,,sextuple,regular,little_flower,,theta_typeH,,,theta_typeE,,,,,,trees,theta_typeB,no,player3,theta_typeD,,yes,smoke,palevioletred,,,theta,
438,Tez Dozen Team δ #078,2412,1118.284250398951,14,#da543d,,regular,regular,ripple2,yes,,delta_typeA,,,,,,,,,delta_typeB,no,leaves2,delta_typeA,,no,,brown,,,delta,delta_typeD
105,Tez Dozen Team α #105,2413,1118.1645632720965,13,#86de65,,regular,regular,dot,no,,,,alpha_typeA,,,,,,,alpha_typeC,yes,,,,yes,bee,yellow,,,alpha,alpha_typeB
2053,Tez Dozen Team κ #133,2414,1117.9652636319342,12,#fdcb81,,regular,artist_original,,,,,,,,kappa_fg1,,yellow_chick,,kappa_hat0,,yes,bug2,kappa_mouth0,,yes,,chickenA_1,,,kappa,
336,Tez Dozen Team γ #096,2415,1117.6277097571115,14,#fa8d1e,,regular,regular,cloud,no,,,,,,gamma_typeA,,,,volcano,,no,,gamma_typeB,,no,,black,,gamma_typeA,gamma,gamma_typeD
427,Tez Dozen Team δ #067,2416,1117.4157385680205,14,#b8b09e,,regular,regular,,yes,,delta_typeB,,,,,,,,,delta_typeB,no,rabbit,delta_typeA,,yes,spider,snow,,,delta,delta_typeD
60,Tez Dozen Team α #060,2417,1117.4084351635959,14,#ff7d4d,,regular,regular,slash,no,,,,alpha_typeB,,,,,,tree2,alpha_typeB,yes,,,,yes,,lightgreen,,alpha_typeB,alpha,alpha_typeB
1408,Tez Dozen Team θ #208,2418,1116.6095512538516,17,#af931d,scarfD,regular,regular,cloud3,,theta_typeG,,,theta_typeD,theta_typeC,theta_typeB,,,,,theta_typeA,no,bush,theta_typeD,,no,smilebird,palevioletred,,,theta,
327,Tez Dozen Team γ #087,2419,1116.5614749822626,14,#11c59d,,regular,regular,horizon,no,,,,,,gamma_typeA,,,,,,no,,gamma_typeC,,no,bee,red,,gamma_typeD,gamma,gamma_typeB
154,Tez Dozen Team β #034,2420,1116.4289555515938,12,#d85002,,regular,regular,,,,,,beta_typeD,,,,,,,beta_typeC,no,,,beta_typeA,no,,brown,cloak,beta_typeA,beta,
689,Tez Dozen Team ε #209,2421,1116.2282300822883,15,#deeede,,sextuple,regular,horizon2,no,,,,,,,,flash,,leaves,epsilon_typeD,no,,epsilon_typeA,epsilon_typeA,yes,,darkpurple,,,epsilon,epsilon_typeD
662,Tez Dozen Team ε #182,2422,1115.7760851861194,16,#fd4874,,regular,regular,horizon3,no,,,,,,epsilon_typeB,,cane,,,epsilon_typeC,no,,epsilon_typeD,epsilon_typeB,yes,,darkpurple,,epsilon_typeD,epsilon,epsilon_typeC
2312,Tez Dozen Team κ #392,2423,1115.574026089413,15,#000000,kappa_bodyObj0,regular,artist_original,kappa_ptn5,,,,tree4,,,kappa_fg5,,sword,,kappa_hat9,,no,arrow,kappa_mouth7,,yes,,black,,,kappa,
2295,Tez Dozen Team κ #375,2424,1115.550642119464,14,#8bc69b,kappa_bodyObj5,regular,regular,kappa_ptn2,,,,,,,kappa_fg23,,,,kappa_hat8,,no,player4,kappa_mouth0,,no,pinetree2,chickenD_2,,,kappa,
989,Tez Dozen Team η #029,2425,1115.4235669971583,17,#edbd9e,,regular,regular,cloud3,,,,,eta_typeD,,eta_typeC,eta_typeA,,,player2,flower4,no,snake2,eta_typeD,,no,butterfly3,green_darkbrown,,eta_typeB,eta,
1117,Tez Dozen Team η #157,2426,1114.7360075129668,16,#d9ca8d,,regular,regular,cloud3,,,,,eta_typeE,,,eta_typeB,,,duck,leaves3,no,player3,eta_typeC,,no,smoke,aqua_green,,eta_typeB,eta,
2623,Tez Dozen Team λ #223,2427,1114.1936704414907,13,#ffbd00,,regular,regular,lambda_ptn15,,,,,lambda_faceObj7,,lambda_fg5,,,,,,no,pin,,,no,beetle2,dogB_6,,lambda_rare,lambda,
1681,Tez Dozen Team ι #241,2428,1114.0002647972028,15,#a4c58c,iota_bodyObj2,sextuple,regular,,,iota_ear1,,,iota_faceObj3,,iota_fg9,,carrot,,iota_hat18,,yes,moth,,,yes,,monkeyC_sandybrown,,iota_tail5,iota,
2042,Tez Dozen Team κ #122,2429,1113.7084168252584,14,#8bc69b,kappa_bodyObj6,regular,regular,kappa_ptn14,,,,,,,kappa_fg6,,peacock,,kappa_hat14,,no,butterfly,kappa_mouth11,,yes,,chickenC_1,,,kappa,
1231,Tez Dozen Team θ #031,2430,1113.3276627173607,16,special_ed,tatto,sextuple,regular,coral,,theta_typeF,,,theta_typeA,theta_typeD,eta_typeD,,rice,,,theta_typeC,yes,,theta_typeB,,yes,,palevioletred,,,theta,
2529,Tez Dozen Team λ #129,2431,1112.9986149725898,13,#ff6a03,,regular,regular,,,,,,lambda_faceObj6,,lambda_fg26,,banana_fan,,lambda_hat24,,yes,snake,,,yes,,dogB_2,,lambda_rare,lambda,
1959,Tez Dozen Team κ #039,2432,1112.4025478968779,14,#b59bd1,kappa_bodyObj1,regular,regular,kappa_ptn4,,,,,,,kappa_fg24,,,,kappa_hat11,,yes,flatfish,kappa_mouth12,,yes,firefly,chickenH_1,,,kappa,
1122,Tez Dozen Team η #162,2433,1112.21633411118,15,#2da05b,,regular,regular,meadow,,,,,eta_typeA,,eta_typeD,,milkweed,,unicorn,player,no,,eta_typeA,,yes,,skyblue_coral,,eta_typeB,eta,
330,Tez Dozen Team γ #090,2434,1112.0131511393272,14,#ff697f,,sextuple,regular,horizon,no,,,,,,,,,,top_hat,,no,cat,gamma_typeC,,yes,,black,,gamma_typeC,gamma,gamma_typeC
1653,Tez Dozen Team ι #213,2435,1111.70033034137,15,#fac349,iota_bodyObj22,sextuple,regular,,,iota_ear11,,,iota_faceObj9,,iota_fg16,,,,iota_hat4,,no,player3,,,no,flatfish3,monkeyE_rose_pink,,iota_tail8,iota,
290,Tez Dozen Team γ #050,2436,1111.350215058484,14,#6e96ff,,regular,regular,cloud,no,,,,,,,,,,volcano,,no,coconut_tree,gamma_typeA,,yes,,blue,,gamma_typeD,gamma,gamma_typeC
2285,Tez Dozen Team κ #365,2437,1111.1671294592493,15,#fdcb81,kappa_bodyObj6,sextuple,regular,kappa_ptn10,,,,,,,kappa_fg13,,donut,,kappa_hat0,,no,beetle3,kappa_mouth2,,yes,,chickenD_2,,kappa_tail0,kappa,
136,Tez Dozen Team β #016,2438,1110.8255355565668,11,#a6b94a,,regular,regular,,rainbow,,,,,,,,,,volcano,beta_typeD,no,,,beta_typeD,yes,,soil,,,beta,
2325,Tez Dozen Team κ #405,2439,1110.5699374104906,16,#f8b26a,kappa_bodyObj6,regular,regular,kappa_ptn4,,,,,kappa_faceObj5,,kappa_fg4,,,,kappa_hat13,,no,bug2,kappa_mouth3,,no,bug,chickenG_2,,kappa_tail0,kappa,
2048,Tez Dozen Team κ #128,2440,1110.277836865399,15,#6bd769,kappa_bodyObj0,regular,regular,kappa_ptn4,,,,,,,kappa_fg1,,flower7,,kappa_hat13,,no,bird3,kappa_mouth8,,yes,,chickenC_2,,kappa_tail0,kappa,
347,Tez Dozen Team γ #107,2441,1109.9853673162638,14,#c7b980,,regular,regular,slash,yes,,,,,,,,rice,,leaves,,yes,,gamma_typeB,,yes,,yellow,,gamma_typeA,gamma,gamma_typeD
1894,Tez Dozen Team ι #454,2442,1109.841233606829,16,#f56b6c,iota_bodyObj3,regular,regular,,,iota_ear2,,,iota_faceObj10,iota_faceTex2,iota_fg2,,,,iota_hat2,,no,ant,,,no,flatfish3,monkeyE_rose_pink,,iota_tail0,iota,
462,Tez Dozen Team δ #102,2443,1109.7978341496173,15,#c7aa8f,,regular,regular,horizon2,yes,,delta_typeA,,,,,,fork,,,delta_typeB,no,pin,delta_typeA,,yes,,lightblue,,,delta,delta_typeA
628,Tez Dozen Team ε #148,2444,1109.6696721664027,17,#6091ff,,regular,regular,horizon3,yes,,,,,,epsilon_typeB,,lotus,,palm_tree,epsilon_typeD,yes,,epsilon_typeB,epsilon_typeA,yes,,darkpurple,,epsilon_typeD,epsilon,epsilon_typeC
2088,Tez Dozen Team κ #168,2445,1109.1336128396913,14,#64d5ce,kappa_bodyObj1,regular,regular,kappa_ptn7,,,,,,,kappa_fg4,,blue_leaves,,kappa_hat8,,no,arrow,kappa_mouth11,,yes,,chickenD_1,,,kappa,
1114,Tez Dozen Team η #154,2446,1108.9251967428622,15,#5ca87b,,regular,regular,mount2,,,,,eta_typeE,,,eta_typeC,,,,little_bird,no,flower3,eta_typeB,,yes,smoke,chromeyellow_amethyst,,eta_typeA,eta,
2277,Tez Dozen Team κ #357,2447,1108.269781072198,15,#ff583c,kappa_bodyObj2,sextuple,regular,kappa_ptn3,,,,,kappa_faceObj5,,kappa_fg1,,smoke,,kappa_hat6,,no,sun,kappa_mouth3,,yes,,chickenF_1,,,kappa,
511,Tez Dozen Team ε #031,2448,1108.2520288043056,17,#20bfa3,,sextuple,regular,slash2,no,,,sun_cloud,,,,,carrot,,,epsilon_typeC,no,dragon,epsilon_typeD,epsilon_typeC,yes,,yellow,,epsilon_typeD,epsilon,epsilon_typeD
328,Tez Dozen Team γ #088,2449,1108.182403435129,15,#6e96ff,,sextuple,regular,ripple,no,,,,,,gamma_typeB,,,,top_hat,,no,tiger,gamma_typeD,,yes,,yellow,,gamma_typeB,gamma,gamma_typeC
792,Tez Dozen Team ζ #072,2450,1107.8548480482496,16,#697f8d,,regular,regular,cloud2,no,,,,zeta_typeD,,gamma_typeA,,,,mount,,no,snake2,zeta_typeB,,no,flatfish3,lemonyellow_blue,,zeta_typeH,zeta,
369,Tez Dozen Team δ #009,2451,1107.272365264455,16,#60bebc,,regular,regular,hills,no,,delta_typeD,,,,delta_typeC,,,,leaf,delta_typeC,no,coconut_tree,delta_typeC,,no,,lightblue,,,delta,delta_typeD
5,Tez Dozen Team α #005,2452,1106.7529948990662,13,#fde14f,,regular,regular,vertical,no,,,,,,,,,,tree2,alpha_typeB,no,dragonfly,,,no,,yellow,,,alpha,alpha_typeB
2092,Tez Dozen Team κ #172,2453,1106.5878953531324,15,#ff5002,kappa_bodyObj1,sextuple,regular,kappa_ptn14,,,,,,,kappa_fg14,,fork,,kappa_hat12,,no,flatfish2,kappa_mouth4,,yes,,chickenD_1,,kappa_tail1,kappa,
1988,Tez Dozen Team κ #068,2454,1106.107947640799,14,#bd8900,kappa_bodyObj6,regular,regular,kappa_ptn1,,,,,,,kappa_fg2,,flower7,,kappa_hat9,,yes,mouse,kappa_mouth9,,yes,,chickenD_1,,,kappa,
1601,Tez Dozen Team ι #161,2455,1105.920380893969,15,#ffb763,iota_bodyObj22,regular,regular,,,iota_ear3,,,iota_faceObj11,,iota_fg2,,balls,,iota_hat17,,yes,coral,,,yes,,monkeyF_blue_green,,iota_tail3,iota,
1618,Tez Dozen Team ι #178,2456,1105.195613128789,14,#ff571f,iota_bodyObj14,regular,regular,,,iota_ear12,,,,iota_faceTex4,iota_fg12,,,,,,no,cat,,,no,lizard2,monkeyC_rosybrown,,iota_tail5,iota,
2392,Tez Dozen Team κ #472,2457,1104.8820830937443,13,#8bc69b,,regular,regular,kappa_ptn6,,,,,,,kappa_fg1,,lamb,,kappa_hat19,,yes,beetle3,kappa_mouth7,,yes,,chickenB_1,,,kappa,
1558,Tez Dozen Team ι #118,2458,1104.72608762455,15,#7fdaa2,iota_bodyObj8,sextuple,regular,,,iota_ear1,,,iota_faceObj9,iota_faceTex2,iota_fg9,,jellyfish,,iota_hat2,,yes,flatfish,,,yes,,monkeyE_rose_pink,,,iota,
362,Tez Dozen Team δ #002,2459,1104.6204285295685,14,#fe7328,,regular,regular,ripple2,yes,,delta_typeD,,,,,,lollipop,,,delta_typeC,yes,,delta_typeC,,yes,,snow,,,delta,delta_typeC
1150,Tez Dozen Team η #190,2460,1104.449130654906,16,#b1623b,,regular,regular,cloud3,,,,,eta_typeD,,gamma_typeB,eta_typeB,flower,,,leaves3,no,ladybug,eta_typeC,,yes,,jasmine_green,,eta_typeC,eta,
798,Tez Dozen Team ζ #078,2461,1104.025613912895,16,#e0d5a6,,regular,regular,dot2,no,,,,zeta_typeA,,zeta_typeB,,icecream,,mount,,no,snake2,zeta_typeB,,yes,,green_pink,,zeta_typeD,zeta,
860,Tez Dozen Team ζ #140,2462,1103.7885600508962,16,#e0c477,,regular,regular,,no,,,sun_cloud,zeta_typeC,,zeta_typeH,,smoke,,ukiyoe,,no,bush,zeta_typeD,,yes,,lightyellow_brown,,zeta_typeH,zeta,
1828,Tez Dozen Team ι #388,2463,1103.7043757069328,16,#f56b6c,iota_bodyObj26,regular,regular,,,iota_ear2,,,iota_faceObj11,iota_faceTex1,iota_fg14,,,,iota_hat19,,no,bush,,,yes,branch,monkeyC_blue,,iota_tail0,iota,
2051,Tez Dozen Team κ #131,2464,1103.2686316581967,14,#c69f92,kappa_bodyObj6,sextuple,regular,kappa_ptn10,,,,,,,kappa_fg2,,sword,,kappa_hat15,,yes,pin,kappa_mouth9,,yes,,chickenG_1,,,kappa,
1165,Tez Dozen Team η #205,2465,1102.5477109771389,16,#98e3b5,,regular,regular,mount2,,,,,eta_typeE,,eta_typeC,eta_typeC,milkweed,,lantern,little_bird,no,,eta_typeD,,yes,,jasmine_green,,eta_typeC,eta,
1606,Tez Dozen Team ι #166,2466,1102.2164049371127,16,#f56b6c,iota_bodyObj12,regular,regular,,,iota_ear9,,,iota_faceObj3,iota_faceTex2,iota_fg7,,,,iota_hat4,,no,rabbit,,,yes,butterfly3,monkeyC_blue,,iota_tail7,iota,
2180,Tez Dozen Team κ #260,2467,1101.9904922501623,14,#ff583c,kappa_bodyObj1,regular,regular,kappa_ptn13,,,,,,,kappa_fg4,,flower7,,,,no,bug2,kappa_mouth1,,yes,,chickenH_2,,kappa_tail0,kappa,
1101,Tez Dozen Team η #141,2468,1101.7855988829606,17,#dd9571,,regular,regular,,,,,kanto_cooking,eta_typeC,,gamma_typeB,eta_typeB,dandelion,,duck,little_bird,no,snake2,eta_typeB,,yes,,chromeyellow_amethyst,,eta_typeC,eta,
2274,Tez Dozen Team κ #354,2469,1101.434499781857,15,#fdff42,kappa_bodyObj6,regular,regular,kappa_ptn5,,,,,,,kappa_fg1,,dandelion,,kappa_hat13,,no,sun,kappa_mouth7,,yes,,chickenG_1,,kappa_tail0,kappa,
901,Tez Dozen Team ζ #181,2470,1101.3727847382063,17,#ffc1c0,,regular,regular,mount2,no,,,,zeta_typeA,,delta_typeD,,,,eye,zeta_typeB,no,flower3,zeta_typeB,,no,smoke,lemonyellow_blue,,zeta_typeH,zeta,
1892,Tez Dozen Team ι #452,2471,1101.0455262716614,14,#f9cd48,iota_bodyObj8,regular,regular,,,iota_ear0,,,,,iota_fg17,,smoke,,iota_hat14,,yes,coral,,,yes,,monkeyG_sandybrown,,iota_tail0,iota,
119,Tez Dozen Team α #119,2472,1100.9111846676403,14,#fed501,,regular,regular,slash,yes,,,,alpha_typeB,,,,,,tree2,alpha_typeC,yes,,,,yes,tree,lightgreen,,,alpha,alpha_typeD
